,count,mean,median,std,min,25%,75%,max
COVIDhub-ensemble,51,88.8,36.5,137.7,0.1,13.7,97.6,820.1
UMass-MechBayes,51,97.0,36.0,179.6,1.0,4.0,109.0,947.0
OliverWyman-Navigator,51,99.4,46.9,160.6,1.9,9.6,112.9,853.7
YYG-ParamSearch,51,99.7,34.7,146.4,0.4,10.4,134.5,838.6
LANL-GrowthRate,51,102.7,34.3,157.5,0.0,9.2,155.8,941.8
UCLA-SuEIR,51,111.2,43.6,186.8,1.1,13.8,150.1,1157.2
USACE-ERDC_SEIR,51,120.4,37.0,191.6,0.2,12.6,152.6,886.2
Covid19Sim-Simulator,51,120.7,42.3,173.5,0.3,13.1,132.5,838.6
IHME-CurveFit,51,127.2,71.3,175.6,0.7,9.7,181.0,869.7
UT-Mobility,51,128.6,61.0,197.7,1.0,16.0,157.5,1000.5
IowaStateLW-STEM,49,130.1,38.0,198.9,1.0,14.0,163.5,951.0
MOBS-GLEAM_COVID,50,149.8,75.5,200.8,0.5,21.6,207.4,1088.2
UA-EpiCovDA,51,152.2,51.0,224.1,1.0,26.0,176.5,1170.0
Baseline,51,164.7,48.0,245.4,0.4,7.8,182.1,1002.4
CovidAnalytics-DELPHI,51,172.3,45.0,348.5,1.0,15.5,172.5,2217.0
COVIDhub-baseline,51,182.9,53.7,311.2,0.2,8.5,205.9,1622.3
CovidActNow-SEIR_CAN,51,208.0,84.7,374.3,2.6,25.7,289.2,2547.5
PSI-DRAFT,51,208.5,74.0,559.8,2.0,29.0,143.0,3925.0
JHU_IDD-CovidSP,51,228.8,94.4,385.3,0.7,30.2,216.7,2337.7
CU-select,51,270.1,92.0,477.7,0.0,12.0,265.0,2458.0
SWC-TerminusCM,51,288.8,85.0,941.5,0.0,24.0,171.0,6646.0
Auquan-SEIR,51,836.7,457.0,1174.9,2.0,179.0,1037.5,6248.0
