,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01107,38,17.0,5.8,,16.0,16.0,,,,,,36.7,,27.0,,15.5,15.1,,11.7,20.5,10.0,0.0,,14.9,,16.5,,,14.0,22.1,-21.0,-32.2,,-22.0,-22.0,,,,,,-1.3,,-11.0,,-22.5,-22.9,,-26.3,-17.5,-28.0,-38.0,,-23.1,,-21.5,,,-24.0,-15.9,False,,False,False,,,,,,True,,True,,False,False,,False,True,False,False,,False,,False,,,False,True
01109,33,36.0,45.5,,34.0,40.0,,,,,,69.9,,44.0,,30.5,23.9,,14.3,28.9,30.0,3.0,,33.8,,33.9,,,19.0,55.8,3.0,12.5,,1.0,7.0,,,,,,36.9,,11.0,,-2.5,-9.1,,-18.7,-4.1,-3.0,-30.0,,0.8,,0.9,,,-14.0,22.8,False,,True,False,,,,,,False,,False,,True,False,,False,False,False,False,,True,,True,,,False,False
01111,36,44.0,37.9,,37.0,24.0,,,,,,36.7,,25.0,,37.5,28.0,,33.5,47.3,36.0,26.0,,59.2,,39.1,,,32.0,27.4,8.0,1.9,,1.0,-12.0,,,,,,0.7,,-11.0,,1.5,-8.0,,-2.5,11.3,0.0,-10.0,,23.2,,3.1,,,-4.0,-8.6,True,,True,False,,,,,,True,,False,,True,False,,True,False,True,False,,False,,True,,,True,False
01113,41,54.0,70.4,,45.0,28.0,,,,,,78.6,,50.0,,51.9,28.4,,39.3,45.3,49.0,34.0,,43.1,,50.1,,,38.0,40.3,13.0,29.4,,4.0,-13.0,,,,,,37.6,,9.0,,10.9,-12.6,,-1.7,4.3,8.0,-7.0,,2.1,,9.1,,,-3.0,-0.7,False,,True,False,,,,,,False,,True,,True,True,,True,True,True,True,,True,,True,,,True,True
01115,124,125.0,121.0,,107.0,103.0,,,,,,79.5,,77.0,,107.4,83.3,,101.7,100.3,125.0,,,143.6,,118.6,,,85.0,148.5,1.0,-3.0,,-17.0,-21.0,,,,,,-44.5,,-47.0,,-16.6,-40.7,,-22.3,-23.7,1.0,,,19.6,,-5.4,,,-39.0,24.5,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,,,False,,False,,,False,False
01117,316,343.0,317.1,,317.0,272.0,,,,,,167.8,,172.0,,334.4,305.6,,360.6,303.8,316.0,170.0,,422.7,,292.9,258.0,,247.0,414.1,27.0,1.1,,1.0,-44.0,,,,,,-148.2,,-144.0,,18.4,-10.4,,44.6,-12.2,0.0,-146.0,,106.7,,-23.1,-58.0,,-69.0,98.1,True,,True,False,,,,,,False,,False,,True,True,,False,True,True,False,,False,,True,False,,False,False
01119,17,0.0,0.0,,1.0,0.0,,,,,,35.2,,14.0,,0.2,5.0,,1.1,6.3,0.0,5.0,,3.1,,0.9,,,1.0,6.0,-17.0,-17.0,,-16.0,-17.0,,,,,,18.2,,-3.0,,-16.8,-12.0,,-15.9,-10.7,-17.0,-12.0,,-13.9,,-16.1,,,-16.0,-11.0,False,,True,False,,,,,,False,,True,,True,True,,True,True,False,True,,True,,True,,,True,True
01121,156,81.0,218.3,,64.0,63.0,,,,,,84.9,,90.0,,43.7,74.9,,55.7,63.6,109.0,1.0,,26.8,,71.4,,,42.0,126.8,-75.0,62.3,,-92.0,-93.0,,,,,,-71.1,,-66.0,,-112.3,-81.1,,-100.3,-92.4,-47.0,-155.0,,-129.2,,-84.6,,,-114.0,-29.2,True,,False,False,,,,,,True,,True,,False,False,,False,False,True,False,,False,,False,,,False,True
01123,28,30.0,30.6,,26.0,7.0,,,,,,63.4,,37.0,,23.5,29.1,,18.4,26.1,28.0,5.0,,32.4,,27.5,,,16.0,17.3,2.0,2.6,,-2.0,-21.0,,,,,,35.4,,9.0,,-4.5,1.1,,-9.6,-1.9,0.0,-23.0,,4.4,,-0.5,,,-12.0,-10.7,False,,False,False,,,,,,False,,False,,False,True,,False,True,True,False,,False,,True,,,False,False
01125,330,510.0,476.5,547.4,415.0,340.0,,,,,,885.1,,361.0,,561.0,218.2,,313.3,399.5,,18.0,,414.7,,504.5,460.0,,565.0,,180.0,146.5,217.4,85.0,10.0,,,,,,555.1,,31.0,,231.0,-111.8,,-16.7,69.5,,-312.0,,84.7,,174.5,130.0,,235.0,,True,False,True,True,,,,,,False,,True,,False,True,,True,True,,False,,True,,True,True,,False,
01127,116,99.0,103.7,,93.0,117.0,,,,,,76.2,,95.0,,100.4,37.3,,54.2,80.2,92.0,112.0,,72.8,,85.3,,,76.0,93.5,-17.0,-12.3,,-23.0,1.0,,,,,,-39.8,,-21.0,,-15.6,-78.7,,-61.8,-35.8,-24.0,-4.0,,-43.2,,-30.7,,,-40.0,-22.5,True,,False,True,,,,,,False,,False,,True,False,,False,False,False,True,,False,,False,,,False,False
01129,22,23.0,25.5,,10.0,0.0,,,,,,31.6,,25.0,,6.8,9.6,,9.0,12.0,15.0,12.0,,8.4,,20.3,,,22.0,9.7,1.0,3.5,,-12.0,-22.0,,,,,,9.6,,3.0,,-15.2,-12.4,,-13.0,-10.0,-7.0,-10.0,,-13.6,,-1.7,,,0.0,-12.3,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,False,,False,,False,,,True,False
01131,14,6.0,9.9,,4.0,0.0,,,,,,29.5,,7.0,,3.9,3.2,,1.6,3.6,7.0,9.0,,0.5,,6.0,,,2.0,12.4,-8.0,-4.1,,-10.0,-14.0,,,,,,15.5,,-7.0,,-10.1,-10.8,,-12.4,-10.4,-7.0,-5.0,,-13.5,,-8.0,,,-12.0,-1.6,True,,False,False,,,,,,False,,True,,False,False,,False,False,True,True,,False,,False,,,False,True
01133,63,19.0,19.7,,19.0,38.0,,,,,,34.3,,35.0,,19.0,17.4,,6.0,15.4,20.0,44.0,,9.7,,17.1,,,15.0,27.8,-44.0,-43.3,,-44.0,-25.0,,,,,,-28.7,,-28.0,,-44.0,-45.6,,-57.0,-47.6,-43.0,-19.0,,-53.4,,-45.9,,,-48.0,-35.2,True,,False,True,,,,,,True,,True,,False,False,,False,False,True,True,,False,,False,,,False,True
02013,1,3.0,3.2,,1.0,0.0,,,,,,1.9,,,,0.8,2.5,,,0.0,5.0,1.0,,0.4,,,,,5.0,1.1,2.0,2.2,,0.0,-1.0,,,,,,0.9,,,,-0.2,1.5,,,-1.0,4.0,0.0,,-0.6,,,,,4.0,0.1,False,,True,True,,,,,,True,,,,True,True,,,True,False,True,,True,,,,,False,True
02016,0,0.0,0.1,,0.0,0.0,,,,,,7.2,,,,0.0,1.0,,,0.0,0.0,1.0,,0.3,,,,,0.0,1.0,0.0,0.1,,0.0,0.0,,,,,,7.2,,,,0.0,1.0,,,0.0,0.0,1.0,,0.3,,,,,0.0,1.0,False,,True,True,,,,,,False,,,,False,False,,,False,True,False,,False,,,,,True,False
02020,627,487.0,472.4,,480.0,588.0,,,,,,276.1,,,,463.7,349.4,,532.1,605.2,611.0,370.0,,688.7,,412.3,606.0,,473.0,177.3,-140.0,-154.6,,-147.0,-39.0,,,,,,-350.9,,,,-163.3,-277.6,,-94.9,-21.8,-16.0,-257.0,,61.7,,-214.7,-21.0,,-154.0,-449.7,False,,False,True,,,,,,False,,,,False,False,,True,True,True,False,,True,,False,True,,False,False
02050,50,11.0,10.4,,9.0,0.0,,,,,,28.3,,,,14.0,10.7,,1.8,8.2,,8.0,,11.2,,11.6,,,11.0,8.1,-39.0,-39.6,,-41.0,-50.0,,,,,,-21.7,,,,-36.0,-39.3,,-48.2,-41.8,,-42.0,,-38.8,,-38.4,,,-39.0,-41.9,False,,False,False,,,,,,True,,,,True,False,,False,False,,False,,True,,True,,,False,False
02060,0,0.0,0.0,,0.0,0.0,,,,,,4.8,,,,0.0,0.0,,0.1,0.0,0.0,0.0,,0.0,,,,,0.0,1.0,0.0,0.0,,0.0,0.0,,,,,,4.8,,,,0.0,0.0,,0.1,0.0,0.0,0.0,,0.0,,,,,0.0,1.0,True,,True,True,,,,,,False,,,,True,True,,False,True,True,True,,True,,,,,True,False
02068,3,4.0,3.9,,2.0,0.0,,,,,,1.9,,,,22.1,3.0,,,0.2,7.0,,,1.4,,,,,8.0,1.6,1.0,0.9,,-1.0,-3.0,,,,,,-1.1,,,,19.1,0.0,,,-2.8,4.0,,,-1.6,,,,,5.0,-1.4,True,,False,False,,,,,,False,,,,False,True,,,False,False,,,False,,,,,False,False
02070,3,1.0,1.0,,0.0,0.0,,,,,,5.4,,,,0.8,1.9,,0.1,0.0,0.0,1.0,,0.5,,,,,1.0,1.0,-2.0,-2.0,,-3.0,-3.0,,,,,,2.4,,,,-2.2,-1.1,,-2.9,-3.0,-3.0,-2.0,,-2.5,,,,,-2.0,-2.0,False,,False,False,,,,,,False,,,,False,True,,False,False,False,False,,False,,,,,False,True
02090,267,159.0,159.6,,159.0,167.0,,,,,,87.3,,,,155.2,95.6,,194.3,205.2,189.0,116.0,,351.1,,144.4,,,166.0,90.4,-108.0,-107.4,,-108.0,-100.0,,,,,,-179.7,,,,-111.8,-171.4,,-72.7,-61.8,-78.0,-151.0,,84.1,,-122.6,,,-101.0,-176.6,True,,False,True,,,,,,False,,,,False,False,,True,True,True,False,,True,,False,,,True,False
02100,0,0.0,0.1,,0.0,0.0,,,,,,6.1,,,,0.0,0.2,,,0.0,0.0,1.0,,0.0,,,,,0.0,1.0,0.0,0.1,,0.0,0.0,,,,,,6.1,,,,0.0,0.2,,,0.0,0.0,1.0,,0.0,,,,,0.0,1.0,False,,True,True,,,,,,False,,,,False,False,,,True,True,False,,True,,,,,True,False
02105,0,0.0,0.0,,0.0,0.0,,,,,,0.6,,,,0.0,1.0,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,,,,,,0.6,,,,0.0,1.0,,,0.0,0.0,,,0.0,,,,,,,True,,True,True,,,,,,False,,,,False,False,,,True,True,,,True,,,,,,
02110,14,12.0,10.3,,12.0,18.0,,,,,,68.6,,,,12.5,21.8,,4.1,13.8,,6.0,,9.3,,12.2,,,11.0,21.1,-2.0,-3.7,,-2.0,4.0,,,,,,54.6,,,,-1.5,7.8,,-9.9,-0.2,,-8.0,,-4.7,,-1.8,,,-3.0,7.1,False,,False,False,,,,,,False,,,,True,False,,False,True,,False,,False,,True,,,False,False
02122,40,16.0,15.9,,16.0,7.0,,,,,,45.2,,,,17.8,19.3,,8.2,17.5,26.0,26.0,,23.6,,15.3,,,20.0,8.3,-24.0,-24.1,,-24.0,-33.0,,,,,,5.2,,,,-22.2,-20.7,,-31.8,-22.5,-14.0,-14.0,,-16.4,,-24.7,,,-20.0,-31.7,False,,False,False,,,,,,True,,,,True,True,,False,True,True,True,,True,,False,,,True,False
02130,5,1.0,0.7,,1.0,0.0,,,,,,109.7,,,,1.0,2.2,,0.8,0.0,0.0,,,0.6,,1.2,,,1.0,1.3,-4.0,-4.3,,-4.0,-5.0,,,,,,104.7,,,,-4.0,-2.8,,-4.2,-5.0,-5.0,,,-4.4,,-3.8,,,-4.0,-3.7,False,,False,False,,,,,,False,,,,False,True,,False,False,False,,,False,,True,,,False,True
02150,12,6.0,6.4,,5.0,,,,,,,27.6,,,,7.5,3.8,,1.3,3.5,8.0,11.0,,17.8,,,,,8.0,1.8,-6.0,-5.6,,-7.0,,,,,,,15.6,,,,-4.5,-8.2,,-10.7,-8.5,-4.0,-1.0,,5.8,,,,,-4.0,-10.2,True,,False,,,,,,,False,,,,True,False,,False,False,True,True,,True,,,,,True,False
02158,3,2.0,2.0,,1.0,0.0,,,,,,15.9,,,,1.8,,,,0.0,0.0,,,0.4,,,,,2.0,,-1.0,-1.0,,-2.0,-3.0,,,,,,12.9,,,,-1.2,,,,-3.0,-3.0,,,-2.6,,,,,-1.0,,False,,False,False,,,,,,False,,,,False,,,,False,False,,,False,,,,,False,
02164,0,0.0,0.0,,0.0,0.0,,,,,,0.7,,,,0.0,1.0,,,0.0,0.0,0.0,,0.0,,,,,,1.0,0.0,0.0,,0.0,0.0,,,,,,0.7,,,,0.0,1.0,,,0.0,0.0,0.0,,0.0,,,,,,1.0,True,,True,True,,,,,,False,,,,False,False,,,True,True,True,,True,,,,,,False
02170,69,59.0,56.1,,50.0,0.0,,,,,,65.4,,,,47.1,57.6,,38.5,60.1,66.0,54.0,,100.4,,53.5,,,63.0,24.4,-10.0,-12.9,,-19.0,-69.0,,,,,,-3.6,,,,-21.9,-11.4,,-30.5,-8.9,-3.0,-15.0,,31.4,,-15.5,,,-6.0,-44.6,False,,False,False,,,,,,True,,,,False,False,,False,True,True,False,,False,,False,,,True,False
02180,20,16.0,16.5,,9.0,0.0,,,,,,53.2,,,,22.4,4.9,,1.5,8.9,15.0,13.0,,8.8,,,,,17.0,4.6,-4.0,-3.5,,-11.0,-20.0,,,,,,33.2,,,,2.4,-15.1,,-18.5,-11.1,-5.0,-7.0,,-11.2,,,,,-3.0,-15.4,True,,False,False,,,,,,False,,,,True,False,,False,False,False,False,,False,,,,,True,False
02185,11,26.0,26.2,,13.0,0.0,,,,,,28.2,,,,36.0,11.1,,8.4,21.0,40.0,26.0,,8.6,,,,,24.0,13.5,15.0,15.2,,2.0,-11.0,,,,,,17.2,,,,25.0,0.1,,-2.6,10.0,29.0,15.0,,-2.4,,,,,13.0,2.5,False,,True,True,,,,,,False,,,,False,True,,True,True,False,False,,True,,,,,True,True
02188,29,25.0,24.2,,18.0,3.0,,,,,,37.3,,,,32.9,5.8,,10.1,18.1,34.0,20.0,,22.9,,,,,16.0,9.7,-4.0,-4.8,,-11.0,-26.0,,,,,,8.3,,,,3.9,-23.2,,-18.9,-10.9,5.0,-9.0,,-6.1,,,,,-13.0,-19.3,False,,False,False,,,,,,False,,,,True,False,,False,False,False,False,,False,,,,,False,False
02195,0,1.0,1.0,,1.0,0.0,,,,,,11.4,,,,1.2,0.2,,0.1,0.0,0.0,,,2.4,,,,,1.0,,1.0,1.0,,1.0,0.0,,,,,,11.4,,,,1.2,0.2,,0.1,0.0,0.0,,,2.4,,,,,1.0,,False,,False,True,,,,,,False,,,,False,True,,True,True,True,,,False,,,,,False,
02198,0,0.0,0.1,,0.0,0.0,,,,,,18.6,,,,1.2,2.0,,0.4,0.1,0.0,,,3.3,,,,,0.0,,0.0,0.1,,0.0,0.0,,,,,,18.6,,,,1.2,2.0,,0.4,0.1,0.0,,,3.3,,,,,0.0,,False,,True,True,,,,,,False,,,,False,False,,False,False,True,,,False,,,,,True,
02220,0,9.0,9.1,,3.0,,,,,,,26.7,,,,8.4,3.1,,0.8,2.8,7.0,4.0,,3.3,,8.3,,,9.0,1.0,9.0,9.1,,3.0,,,,,,,26.7,,,,8.4,3.1,,0.8,2.8,7.0,4.0,,3.3,,8.3,,,9.0,1.0,False,,True,,,,,,,False,,,,True,True,,True,True,True,True,,True,,True,,,False,True
02230,0,0.0,0.0,,0.0,0.0,,,,,,0.7,,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,,,,,,0.7,,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,True,,True,True,,,,,,False,,,,True,True,,,True,True,,,True,,,,,,
02240,5,3.0,3.2,,3.0,0.0,,,,,,35.6,,,,2.7,1.0,,4.4,6.3,0.0,1.0,,12.0,,,,,4.0,3.8,-2.0,-1.8,,-2.0,-5.0,,,,,,30.6,,,,-2.3,-4.0,,-0.6,1.3,-5.0,-4.0,,7.0,,,,,-1.0,-1.2,True,,False,False,,,,,,False,,,,False,False,,True,True,False,False,,False,,,,,True,True
02261,5,4.0,3.9,,1.0,0.0,,,,,,13.7,,,,3.7,1.2,,1.4,0.3,,6.0,,0.0,,,,,5.0,1.5,-1.0,-1.1,,-4.0,-5.0,,,,,,8.7,,,,-1.3,-3.8,,-3.6,-4.7,,1.0,,-5.0,,,,,0.0,-3.5,False,,False,False,,,,,,False,,,,False,False,,False,False,,False,,False,,,,,True,False
02275,0,0.0,0.0,,0.0,0.0,,,,,,8.1,,,,0.0,0.5,,,0.0,0.0,,,0.2,,,,,0.0,,0.0,0.0,,0.0,0.0,,,,,,8.1,,,,0.0,0.5,,,0.0,0.0,,,0.2,,,,,0.0,,True,,True,True,,,,,,False,,,,False,False,,,False,True,,,False,,,,,True,
02282,1,0.0,0.0,,0.0,0.0,,,,,,5.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,1.0,1.3,-1.0,-1.0,,-1.0,-1.0,,,,,,4.0,,,,-1.0,-1.0,,,-1.0,-1.0,,,-1.0,,,,,0.0,0.3,False,,False,False,,,,,,False,,,,True,False,,,True,False,,,False,,,,,True,True
02290,5,3.0,2.8,,2.0,0.0,,,,,,8.8,,,,3.2,1.0,,1.7,0.4,5.0,,,7.7,,,,,3.0,2.5,-2.0,-2.2,,-3.0,-5.0,,,,,,3.8,,,,-1.8,-4.0,,-3.3,-4.6,0.0,,,2.7,,,,,-2.0,-2.5,False,,False,False,,,,,,False,,,,True,False,,False,False,True,,,False,,,,,False,False
04001,134,54.0,56.1,,42.0,42.0,,,,,,82.8,,126.0,,59.9,24.3,,26.9,38.2,72.0,75.0,,15.9,,46.9,,,61.0,24.2,-80.0,-77.9,,-92.0,-92.0,,,,,,-51.2,,-8.0,,-74.1,-109.7,,-107.1,-95.8,-62.0,-59.0,,-118.1,,-87.1,,,-73.0,-109.8,True,,False,False,,,,,,True,,True,,True,False,,False,False,True,True,,False,,False,,,True,False
04003,36,17.0,16.6,,15.0,5.0,,,,,,39.6,,86.0,,21.9,44.0,,5.5,13.1,17.0,51.0,,13.7,,16.1,,,22.0,14.7,-19.0,-19.4,,-21.0,-31.0,,,,,,3.6,,50.0,,-14.1,8.0,,-30.5,-22.9,-19.0,15.0,,-22.3,,-19.9,,,-14.0,-21.3,False,,False,False,,,,,,True,,False,,True,True,,False,False,False,True,,False,,False,,,True,False
04005,182,223.0,227.6,,164.0,377.0,,,,,,190.6,,145.0,,229.8,71.5,,137.5,163.7,364.0,254.0,,98.9,,172.4,195.0,,263.0,90.2,41.0,45.6,,-18.0,195.0,,,,,,8.6,,-37.0,,47.8,-110.5,,-44.5,-18.3,182.0,72.0,,-83.1,,-9.6,13.0,,81.0,-91.8,False,,True,False,,,,,,True,,True,,False,False,,False,True,False,False,,False,,True,True,,False,False
04007,79,140.0,142.5,,112.0,53.0,,,,,,20.5,,25.0,,145.4,34.2,,112.4,100.8,166.0,379.0,,117.8,,122.3,,,187.0,28.0,61.0,63.5,,33.0,-26.0,,,,,,-58.5,,-54.0,,66.4,-44.8,,33.4,21.8,87.0,300.0,,38.8,,43.3,,,108.0,-51.0,False,,True,True,,,,,,True,,True,,False,True,,True,True,False,False,,True,,True,,,False,True
04009,61,59.0,53.9,,46.0,14.0,,,,,,26.7,,20.0,,57.1,12.4,,34.6,45.9,67.0,146.0,,51.7,,54.2,,,62.0,20.8,-2.0,-7.1,,-15.0,-47.0,,,,,,-34.3,,-41.0,,-3.9,-48.6,,-26.4,-15.1,6.0,85.0,,-9.3,,-6.8,,,1.0,-40.2,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,False,,False,,False,,,True,False
04011,3,0.0,0.2,,0.0,0.0,,,,,,14.8,,8.0,,0.1,2.3,,1.0,1.0,0.0,1.0,,0.7,,0.0,,,0.0,1.0,-3.0,-2.8,,-3.0,-3.0,,,,,,11.8,,5.0,,-2.9,-0.7,,-2.0,-2.0,-3.0,-2.0,,-2.4,,-3.0,,,-3.0,-2.0,True,,False,False,,,,,,False,,False,,True,True,,True,True,False,True,,True,,True,,,False,True
04012,20,4.0,2.9,,4.0,0.0,,,,,,162.6,,10.0,,9.6,7.0,,0.6,3.8,6.0,3.0,,1.0,,3.6,,,5.0,9.1,-16.0,-17.1,,-16.0,-20.0,,,,,,142.6,,-10.0,,-10.4,-13.0,,-19.4,-16.2,-14.0,-17.0,,-19.0,,-16.4,,,-15.0,-10.9,False,,False,False,,,,,,False,,True,,True,True,,False,False,True,False,,False,,False,,,True,True
04013,2879,2005.0,1859.1,1749.2,1749.0,2066.0,,,,,,707.1,,1636.0,,1670.6,1325.0,,1696.3,1758.0,1853.0,6345.0,,1304.1,,1998.2,1691.0,,1707.0,,-874.0,-1019.9,-1129.8,-1130.0,-813.0,,,,,,-2171.9,,-1243.0,,-1208.4,-1554.0,,-1182.7,-1121.0,-1026.0,3466.0,,-1574.9,,-880.8,-1188.0,,-1172.0,,False,False,False,True,,,,,,False,,False,,False,False,,False,False,False,False,,False,,False,False,,False,
04015,43,70.0,67.8,,62.0,62.0,,,,,,44.4,,136.0,,73.6,73.6,,33.0,62.5,80.0,125.0,,24.8,,60.6,50.0,,75.0,56.1,27.0,24.8,,19.0,19.0,,,,,,1.4,,93.0,,30.6,30.6,,-10.0,19.5,37.0,82.0,,-18.2,,17.6,7.0,,32.0,13.1,True,,True,True,,,,,,True,,False,,False,False,,True,True,False,False,,True,,True,True,,False,True
04017,71,33.0,34.0,,29.0,13.0,,,,,,95.5,,190.0,,29.6,24.0,,10.2,29.2,37.0,102.0,,17.3,,29.5,,,32.0,27.6,-38.0,-37.0,,-42.0,-58.0,,,,,,24.5,,119.0,,-41.4,-47.0,,-60.8,-41.8,-34.0,31.0,,-53.7,,-41.5,,,-39.0,-43.4,True,,False,False,,,,,,True,,False,,False,False,,False,False,True,True,,False,,False,,,False,False
04019,508,526.0,685.2,541.0,472.0,274.0,,,,,,712.7,,372.0,,499.1,479.5,,397.4,479.5,465.0,840.0,,294.5,,463.7,374.0,,387.0,713.8,18.0,177.2,33.0,-36.0,-234.0,,,,,,204.7,,-136.0,,-8.9,-28.5,,-110.6,-28.5,-43.0,332.0,,-213.5,,-44.3,-134.0,,-121.0,205.8,False,False,False,False,,,,,,False,,False,,True,False,,False,False,False,False,,False,,False,False,,False,False
04021,288,179.0,186.4,181.1,167.0,216.0,,,,,,184.0,,139.0,,169.9,145.0,,131.5,181.6,184.0,393.0,,87.2,,163.2,132.0,,190.0,126.9,-109.0,-101.6,-106.9,-121.0,-72.0,,,,,,-104.0,,-149.0,,-118.1,-143.0,,-156.5,-106.4,-104.0,105.0,,-200.8,,-124.8,-156.0,,-98.0,-161.1,True,True,False,True,,,,,,True,,False,,False,False,,False,True,True,True,,False,,False,False,,True,False
04023,26,48.0,50.2,,37.0,4.0,,,,,,64.0,,37.0,,45.3,11.1,,16.4,29.5,40.0,209.0,,104.0,,47.8,,,0.0,14.8,22.0,24.2,,11.0,-22.0,,,,,,38.0,,11.0,,19.3,-14.9,,-9.6,3.5,14.0,183.0,,78.0,,21.8,,,-26.0,-11.2,False,,True,False,,,,,,False,,True,,True,True,,True,True,True,False,,False,,True,,,False,True
04025,84,81.0,80.2,,72.0,101.0,,,,,,37.5,,89.0,,72.3,82.2,,54.1,71.7,104.0,212.0,,34.0,,80.2,87.0,,84.0,34.0,-3.0,-3.8,,-12.0,17.0,,,,,,-46.5,,5.0,,-11.7,-1.8,,-29.9,-12.3,20.0,128.0,,-50.0,,-3.8,3.0,,0.0,-50.0,False,,False,False,,,,,,False,,False,,False,True,,False,False,False,False,,False,,False,False,,True,False
04027,171,136.0,137.0,140.3,107.0,119.0,,,,,,99.7,,79.0,,124.7,53.5,,65.4,95.9,156.0,313.0,,23.9,,181.2,110.0,,136.0,87.6,-35.0,-34.0,-30.7,-64.0,-52.0,,,,,,-71.3,,-92.0,,-46.3,-117.5,,-105.6,-75.1,-15.0,142.0,,-147.1,,10.2,-61.0,,-35.0,-83.4,True,True,False,False,,,,,,False,,False,,False,False,,False,False,True,False,,False,,True,False,,False,False
05001,97,50.0,50.5,,38.0,66.0,,,,,,25.1,,38.0,,58.6,19.2,,35.1,41.6,81.0,31.0,,38.2,,37.6,,,50.0,20.0,-47.0,-46.5,,-59.0,-31.0,,,,,,-71.9,,-59.0,,-38.4,-77.8,,-61.9,-55.4,-16.0,-66.0,,-58.8,,-59.4,,,-47.0,-77.0,True,,False,True,,,,,,False,,False,,True,False,,False,False,True,False,,False,,False,,,False,False
05003,20,20.0,19.6,,16.0,0.0,,,,,,34.3,,27.0,,18.9,10.0,,9.3,13.7,28.0,27.0,,15.8,,19.2,,,18.0,7.9,0.0,-0.4,,-4.0,-20.0,,,,,,14.3,,7.0,,-1.1,-10.0,,-10.7,-6.3,8.0,7.0,,-4.2,,-0.8,,,-2.0,-12.1,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,False,,False,,False,,,False,False
05005,62,60.0,55.0,,55.0,61.0,,,,,,28.1,,58.0,,77.4,50.3,,38.1,53.3,71.0,8.0,,36.3,,62.1,,,54.0,33.0,-2.0,-7.0,,-7.0,-1.0,,,,,,-33.9,,-4.0,,15.4,-11.7,,-23.9,-8.7,9.0,-54.0,,-25.7,,0.1,,,-8.0,-29.0,False,,False,True,,,,,,False,,False,,False,False,,False,False,False,False,,False,,True,,,False,False
05007,298,344.0,334.3,,296.0,296.0,,,,,,385.2,,436.0,,328.7,105.9,,239.1,290.7,370.0,242.0,,186.9,,298.2,255.0,,296.0,202.1,46.0,36.3,,-2.0,-2.0,,,,,,87.2,,138.0,,30.7,-192.1,,-58.9,-7.3,72.0,-56.0,,-111.1,,0.2,-43.0,,-2.0,-95.9,True,,True,True,,,,,,False,,False,,True,False,,False,True,False,False,,False,,True,True,,True,False
