,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
47105,565,441.0,,,,504.0,337.3,165.2,150.5,,240.0,-124.0,,,,-61.0,-227.7,-399.8,-414.5,,-325.0,,,,True,False,False,False,,False
47107,621,693.0,,,,539.0,327.7,1400.5,494.0,,358.0,72.0,,,,-82.0,-293.3,779.5,-127.0,,-263.0,,,,False,False,False,False,,False
47109,536,469.0,,,,419.0,381.2,133.3,320.3,,183.0,-67.0,,,,-117.0,-154.8,-402.7,-215.7,,-353.0,,,,False,False,False,False,,False
47111,292,91.0,,,,171.0,4.6,62.7,59.0,,10.0,-201.0,,,,-121.0,-287.4,-229.3,-233.0,,-282.0,,,,True,False,False,False,,False
47113,1806,1617.0,,,,1326.0,1149.2,1145.8,1092.3,,941.0,-189.0,,,,-480.0,-656.8,-660.2,-713.7,,-865.0,,,,False,False,False,False,,False
47115,328,322.0,,,,285.0,103.8,138.1,203.1,,195.0,-6.0,,,,-43.0,-224.2,-189.9,-124.9,,-133.0,,,,False,False,False,False,,False
47117,458,721.0,,,,282.0,1079.4,1202.5,339.1,,415.0,263.0,,,,-176.0,621.4,744.5,-118.9,,-43.0,,,,True,False,False,True,,True
47119,1183,1106.0,,,,717.0,1002.3,1045.7,1129.0,,618.0,-77.0,,,,-466.0,-180.7,-137.3,-54.0,,-565.0,,,,False,False,False,True,,False
47121,122,133.0,,,,119.0,28.3,51.3,269.2,,70.0,11.0,,,,-3.0,-93.7,-70.7,147.2,,-52.0,,,,True,False,False,False,,False
47123,589,658.0,,,,371.0,279.3,347.2,665.1,,431.0,69.0,,,,-218.0,-309.7,-241.8,76.1,,-158.0,,,,False,False,False,False,,False
47125,1174,1232.0,,,,1244.0,838.3,470.0,635.5,,936.0,58.0,,,,70.0,-335.7,-704.0,-538.5,,-238.0,,,,False,False,False,False,,False
47127,134,70.0,,,,70.0,7.5,11.7,217.3,,52.0,-64.0,,,,-64.0,-126.5,-122.3,83.3,,-82.0,,,,False,False,False,False,,False
47129,184,252.0,,,,180.0,140.5,694.1,157.5,,221.0,68.0,,,,-4.0,-43.5,510.1,-26.5,,37.0,,,,True,True,False,True,,True
47131,735,574.0,,,,447.0,142.0,447.6,555.4,,225.0,-161.0,,,,-288.0,-593.0,-287.4,-179.6,,-510.0,,,,False,False,False,False,,False
47133,610,539.0,,,,137.0,643.2,281.5,167.8,,395.0,-71.0,,,,-473.0,33.2,-328.5,-442.2,,-215.0,,,,False,True,False,False,,False
47135,71,63.0,,,,100.0,11.5,34.3,25.4,,40.0,-8.0,,,,29.0,-59.5,-36.7,-45.6,,-31.0,,,,False,False,False,False,,False
47137,158,35.0,,,,15.0,5.3,17.7,,,26.0,-123.0,,,,-143.0,-152.7,-140.3,,,-132.0,,,,False,False,False,,,False
47139,145,378.0,,,,147.0,98.5,78.9,287.0,,191.0,233.0,,,,2.0,-46.5,-66.1,142.0,,46.0,,,,True,True,True,True,,True
47141,1649,1295.0,,,,626.0,760.7,1265.7,1071.1,,361.0,-354.0,,,,-1023.0,-888.3,-383.3,-577.9,,-1288.0,,,,False,False,False,False,,False
47143,363,252.0,,,,329.0,91.0,38.7,371.7,,82.0,-111.0,,,,-34.0,-272.0,-324.3,8.7,,-281.0,,,,True,False,False,True,,False
47145,464,399.0,,,,429.0,263.3,30.3,406.4,,285.0,-65.0,,,,-35.0,-200.7,-433.7,-57.6,,-179.0,,,,True,False,False,True,,False
47147,620,714.0,,,,451.0,374.8,629.6,718.3,,223.0,94.0,,,,-169.0,-245.2,9.6,98.3,,-397.0,,,,False,False,True,False,,False
47149,2838,2835.0,,,,2329.0,1255.6,1193.4,1569.4,,1245.0,-3.0,,,,-509.0,-1582.4,-1644.6,-1268.6,,-1593.0,,,,False,False,False,False,,False
47151,123,112.0,,,,115.0,11.7,6.9,62.7,,97.0,-11.0,,,,-8.0,-111.3,-116.1,-60.3,,-26.0,,,,True,False,False,False,,False
47153,135,119.0,,,,115.0,17.4,95.1,229.4,,88.0,-16.0,,,,-20.0,-117.6,-39.9,94.4,,-47.0,,,,False,False,False,False,,False
47155,746,833.0,,,,575.0,184.2,1228.1,483.8,,375.0,87.0,,,,-171.0,-561.8,482.1,-262.2,,-371.0,,,,False,False,False,False,,False
47157,7003,7609.0,,,,9435.0,6192.8,5937.4,5316.0,,2545.0,606.0,,,,2432.0,-810.2,-1065.6,-1687.0,,-4458.0,,,,False,False,False,False,,False
47159,355,126.0,,,,129.0,54.9,7.6,120.1,,67.0,-229.0,,,,-226.0,-300.1,-347.4,-234.9,,-288.0,,,,True,False,False,False,,False
47161,182,49.0,,,,89.0,5.3,3.9,61.7,,39.0,-133.0,,,,-93.0,-176.7,-178.1,-120.3,,-143.0,,,,True,False,False,True,,False
47163,1186,1862.0,,,,846.0,2947.5,358.1,1225.1,,1369.0,676.0,,,,-340.0,1761.5,-827.9,39.1,,183.0,,,,True,False,False,True,,True
47165,1376,1568.0,,,,1218.0,1501.1,704.7,992.4,,672.0,192.0,,,,-158.0,125.1,-671.3,-383.6,,-704.0,,,,True,True,False,False,,False
47167,705,392.0,,,,832.0,146.2,275.0,272.9,,140.0,-313.0,,,,127.0,-558.8,-430.0,-432.1,,-565.0,,,,True,False,False,False,,False
47169,118,56.0,,,,118.0,4.3,3.6,18.1,,14.0,-62.0,,,,0.0,-113.7,-114.4,-99.9,,-104.0,,,,True,False,False,False,,False
47171,100,196.0,,,,133.0,40.5,0.0,299.8,,83.0,96.0,,,,33.0,-59.5,-100.0,199.8,,-17.0,,,,True,True,False,False,,True
47173,247,168.0,,,,104.0,96.6,68.8,152.4,,124.0,-79.0,,,,-143.0,-150.4,-178.2,-94.6,,-123.0,,,,False,False,False,False,,False
47175,131,49.0,,,,49.0,9.3,133.8,,,47.0,-82.0,,,,-82.0,-121.7,2.8,,,-84.0,,,,False,False,True,,,False
47177,488,798.0,,,,416.0,641.1,1921.9,640.1,,357.0,310.0,,,,-72.0,153.1,1433.9,152.1,,-131.0,,,,True,True,False,True,,True
47179,1163,1050.0,,,,753.0,263.3,613.5,759.1,,711.0,-113.0,,,,-410.0,-899.7,-549.5,-403.9,,-452.0,,,,False,False,False,False,,False
47181,1338,140.0,,,,244.0,23.5,33.1,208.5,,42.0,-1198.0,,,,-1094.0,-1314.5,-1304.8,-1129.5,,-1296.0,,,,True,False,False,True,,False
47183,638,826.0,,,,403.0,711.0,822.5,6221.7,,400.0,188.0,,,,-235.0,73.0,184.5,5583.7,,-238.0,,,,False,True,True,False,,False
47185,567,546.0,,,,217.0,852.6,1523.1,611.1,,315.0,-21.0,,,,-350.0,285.6,956.1,44.1,,-252.0,,,,False,False,False,False,,False
47187,1914,1988.0,,,,1602.0,1450.3,1539.5,875.0,,1023.0,74.0,,,,-312.0,-463.7,-374.5,-1039.0,,-891.0,,,,False,False,False,False,,False
47189,1344,1190.0,,,,959.0,960.7,983.7,586.9,,603.0,-154.0,,,,-385.0,-383.3,-360.3,-757.1,,-741.0,,,,False,False,False,False,,False
48001,1589,0.0,,,,1066.0,0.3,12.4,139.5,,6.0,-1589.0,,,,-523.0,-1588.7,-1576.6,-1449.5,,-1583.0,,,,True,True,True,True,,True
48003,154,126.0,,,,116.0,19.8,96.5,114.7,,88.0,-28.0,,,,-38.0,-134.2,-57.5,-39.3,,-66.0,,,,False,False,False,False,,False
48005,261,329.0,,,,1253.0,51.6,210.7,335.8,,107.0,68.0,,,,992.0,-209.4,-50.3,74.8,,-154.0,,,,False,False,True,False,,False
48007,140,77.0,,,,161.0,23.2,9.7,106.3,,24.0,-63.0,,,,21.0,-116.8,-130.3,-33.7,,-116.0,,,,True,False,False,True,,False
48009,60,42.0,,,,35.0,1.6,17.4,13.3,,70.0,-18.0,,,,-25.0,-58.4,-42.6,-46.7,,10.0,,,,False,False,False,False,,True
48011,7,14.0,,,,0.0,0.1,1.2,21.6,,9.0,7.0,,,,-7.0,-6.9,-5.8,14.6,,2.0,,,,False,True,True,False,,True
48013,712,189.0,,,,710.0,157.2,52.0,62.1,,190.0,-523.0,,,,-2.0,-554.8,-660.0,-649.9,,-522.0,,,,True,False,False,False,,True
48015,144,301.0,,,,499.0,380.9,452.0,206.7,,317.0,157.0,,,,355.0,236.9,308.0,62.7,,173.0,,,,False,False,False,True,,False
48017,47,63.0,,,,18.0,0.4,13.4,71.0,,33.0,16.0,,,,-29.0,-46.6,-33.6,24.0,,-14.0,,,,False,False,False,False,,True
48019,76,42.0,,,,151.0,9.2,0.0,44.9,,39.0,-34.0,,,,75.0,-66.8,-76.0,-31.1,,-37.0,,,,False,False,False,True,,False
48021,378,609.0,,,,1096.0,140.1,232.1,407.2,,435.0,231.0,,,,718.0,-237.9,-145.9,29.2,,57.0,,,,False,False,True,True,,True
48023,26,0.0,,,,14.0,,13.0,,,0.0,-26.0,,,,-12.0,,-13.0,,,-26.0,,,,True,,True,,,False
48025,473,574.0,,,,772.0,260.2,167.7,933.7,,74.0,101.0,,,,299.0,-212.8,-305.3,460.7,,-399.0,,,,False,False,False,False,,False
48027,1267,1771.0,,,,3619.0,1037.3,68.5,1015.1,,1525.0,504.0,,,,2352.0,-229.7,-1198.5,-251.9,,258.0,,,,False,True,False,True,,True
48029,17325,5747.0,,,,11116.0,8124.0,1623.9,6943.3,,1405.0,-11578.0,,,,-6209.0,-9201.0,-15701.1,-10381.7,,-15920.0,,,,True,True,False,True,,False
48031,28,84.0,,,,91.0,0.0,7.5,91.8,,58.0,56.0,,,,63.0,-28.0,-20.5,63.8,,30.0,,,,False,True,True,False,,True
48033,1,0.0,,,,0.0,,0.0,,,,-1.0,,,,-1.0,,-1.0,,,,,,,False,,False,,,
48035,175,119.0,,,,88.0,18.8,31.7,402.0,,42.0,-56.0,,,,-87.0,-156.2,-143.3,227.0,,-133.0,,,,False,False,False,False,,False
48037,659,483.0,,,,1435.0,83.3,223.2,591.5,,774.0,-176.0,,,,776.0,-575.7,-435.8,-67.5,,115.0,,,,False,False,False,True,,True
48039,3162,4060.0,,,,6304.0,2947.3,1699.6,2875.3,,1865.0,898.0,,,,3142.0,-214.7,-1462.4,-286.7,,-1297.0,,,,False,True,False,True,,False
48041,4032,966.0,,,,2616.0,859.9,559.0,490.7,,460.0,-3066.0,,,,-1416.0,-3172.1,-3472.9,-3541.3,,-3572.0,,,,True,False,False,False,,False
48043,39,14.0,,,,109.0,0.0,1.5,112.4,,1.0,-25.0,,,,70.0,-39.0,-37.5,73.4,,-38.0,,,,False,False,False,False,,False
48045,4,0.0,,,,0.0,0.3,1.4,,,0.0,-4.0,,,,-4.0,-3.7,-2.6,,,-4.0,,,,False,True,True,,,False
48047,148,315.0,,,,69.0,364.6,80.3,325.6,,91.0,167.0,,,,-79.0,216.6,-67.7,177.6,,-57.0,,,,True,False,True,False,,True
48049,169,189.0,,,,234.0,6.8,41.1,119.6,,8.0,20.0,,,,65.0,-162.2,-127.8,-49.4,,-161.0,,,,False,False,False,False,,False
48051,114,189.0,,,,247.0,61.6,53.3,123.6,,207.0,75.0,,,,133.0,-52.4,-60.7,9.6,,93.0,,,,False,True,True,True,,False
48053,213,203.0,,,,344.0,31.5,120.8,197.7,,39.0,-10.0,,,,131.0,-181.5,-92.2,-15.3,,-174.0,,,,False,False,False,False,,False
48055,478,231.0,,,,727.0,79.6,152.9,168.4,,58.0,-247.0,,,,249.0,-398.4,-325.1,-309.6,,-420.0,,,,False,False,False,False,,False
48057,292,168.0,,,,403.0,124.5,10.7,347.7,,26.0,-124.0,,,,111.0,-167.5,-281.3,55.7,,-266.0,,,,True,False,False,True,,False
48059,62,35.0,,,,28.0,2.2,6.5,16.2,,39.0,-27.0,,,,-34.0,-59.8,-55.5,-45.8,,-23.0,,,,False,False,False,False,,True
48061,4311,8295.0,,,,9006.0,7397.8,1904.8,22225.3,,579.0,3984.0,,,,4695.0,3086.8,-2406.2,17914.3,,-3732.0,,,,False,True,True,False,,True
48063,98,175.0,,,,147.0,19.0,77.0,146.8,,88.0,77.0,,,,49.0,-79.0,-21.0,48.8,,-10.0,,,,True,False,True,True,,True
48065,22,0.0,,,,22.0,0.2,2.9,,,1.0,-22.0,,,,0.0,-21.8,-19.1,,,-21.0,,,,True,True,True,,,True
48067,188,168.0,,,,300.0,22.4,76.8,158.0,,132.0,-20.0,,,,112.0,-165.6,-111.2,-30.0,,-56.0,,,,False,False,False,False,,False
48069,57,35.0,,,,32.0,3.2,2.1,22.7,,10.0,-22.0,,,,-25.0,-53.8,-54.9,-34.3,,-47.0,,,,False,False,False,False,,False
48071,367,364.0,,,,810.0,97.3,53.7,134.7,,191.0,-3.0,,,,443.0,-269.7,-313.3,-232.3,,-176.0,,,,False,False,False,False,,False
48073,247,714.0,,,,672.0,254.8,49.6,776.1,,216.0,467.0,,,,425.0,7.8,-197.4,529.1,,-31.0,,,,True,True,True,False,,True
48075,31,0.0,,,,74.0,2.8,2.8,,,7.0,-31.0,,,,43.0,-28.2,-28.2,,,-24.0,,,,False,True,True,,,True
48077,41,84.0,,,,46.0,1.2,0.0,90.2,,141.0,43.0,,,,5.0,-39.8,-41.0,49.2,,100.0,,,,True,True,True,False,,False
48079,37,14.0,,,,0.0,0.4,30.0,,,2.0,-23.0,,,,-37.0,-36.6,-7.0,,,-35.0,,,,False,False,True,,,False
48081,12,21.0,,,,1.0,1.9,10.7,,,2.0,9.0,,,,-11.0,-10.1,-1.3,,,-10.0,,,,False,False,True,,,False
48083,38,77.0,,,,21.0,0.7,18.8,,,79.0,39.0,,,,-17.0,-37.3,-19.2,,,41.0,,,,True,True,True,,,False
48085,5700,3598.0,,,,10698.0,1037.3,1227.7,3555.2,,6108.0,-2102.0,,,,4998.0,-4662.7,-4472.3,-2144.8,,408.0,,,,False,False,False,False,,True
48087,4,14.0,,,,20.0,0.1,5.0,,,10.0,10.0,,,,16.0,-3.9,1.0,,,6.0,,,,False,True,True,,,True
48089,113,280.0,,,,415.0,326.5,290.9,102.9,,174.0,167.0,,,,302.0,213.5,177.9,-10.1,,61.0,,,,False,False,False,True,,True
48091,501,1456.0,,,,993.0,571.1,370.0,570.1,,1330.0,955.0,,,,492.0,70.1,-131.0,69.1,,829.0,,,,True,True,True,True,,True
48093,147,84.0,,,,113.0,1.1,69.7,136.8,,0.0,-63.0,,,,-34.0,-145.9,-77.3,-10.2,,-147.0,,,,True,False,False,True,,False
48095,107,14.0,,,,42.0,1.5,15.8,19.9,,8.0,-93.0,,,,-65.0,-105.5,-91.2,-87.1,,-99.0,,,,True,False,True,True,,False
48097,200,161.0,,,,544.0,7.4,9.8,90.4,,109.0,-39.0,,,,344.0,-192.6,-190.2,-109.6,,-91.0,,,,False,False,False,False,,False
48099,1187,364.0,,,,542.0,88.1,287.9,453.5,,214.0,-823.0,,,,-645.0,-1098.9,-899.0,-733.5,,-973.0,,,,True,False,False,True,,False
48101,14,0.0,,,,6.0,0.2,2.8,,,0.0,-14.0,,,,-8.0,-13.8,-11.2,,,-14.0,,,,True,True,True,,,False
48103,3,0.0,,,,9.0,3.1,0.0,8.3,,0.0,-3.0,,,,6.0,0.1,-3.0,5.3,,-3.0,,,,False,True,False,False,,False
48105,6,21.0,,,,19.0,,2.7,80.3,,1.0,15.0,,,,13.0,,-3.3,74.3,,-5.0,,,,True,,True,False,,True
48107,18,70.0,,,,20.0,4.5,23.2,129.4,,43.0,52.0,,,,2.0,-13.5,5.2,111.4,,25.0,,,,True,True,True,False,,True
48109,42,7.0,,,,0.0,,1.8,,,6.0,-35.0,,,,-42.0,,-40.2,,,-36.0,,,,False,,False,,,False
48111,94,42.0,,,,34.0,3.9,78.9,26.7,,11.0,-52.0,,,,-60.0,-90.1,-15.1,-67.3,,-83.0,,,,False,False,True,False,,False
48113,20637,65933.0,,,,56722.0,20051.6,35581.5,43494.3,,36475.0,45296.0,,,,36085.0,-585.4,14944.5,22857.3,,15838.0,,,,True,True,True,True,,True
48115,424,105.0,,,,35.0,6.6,35.4,76.4,,150.0,-319.0,,,,-389.0,-417.4,-388.6,-347.6,,-274.0,,,,False,False,False,False,,True
48117,169,308.0,,,,167.0,108.0,119.2,250.8,,61.0,139.0,,,,-2.0,-61.0,-49.8,81.8,,-108.0,,,,True,True,True,True,,True
48119,14,7.0,,,,19.0,0.3,2.8,,,2.0,-7.0,,,,5.0,-13.7,-11.2,,,-12.0,,,,True,False,False,,,False
48121,5107,5565.0,,,,8828.0,5065.4,798.9,3475.0,,4016.0,458.0,,,,3721.0,-41.6,-4308.1,-1632.0,,-1091.0,,,,False,True,False,False,,False
48123,256,259.0,,,,313.0,73.5,233.2,193.4,,50.0,3.0,,,,57.0,-182.5,-22.8,-62.6,,-206.0,,,,False,False,False,False,,False
48125,40,35.0,,,,0.0,0.1,1.3,19.4,,94.0,-5.0,,,,-40.0,-39.9,-38.7,-20.6,,54.0,,,,False,False,False,False,,False
48127,96,49.0,,,,230.0,5.1,5.5,78.4,,15.0,-47.0,,,,134.0,-90.9,-90.5,-17.6,,-81.0,,,,False,False,False,True,,False
48129,24,21.0,,,,7.0,0.8,4.7,31.1,,6.0,-3.0,,,,-17.0,-23.2,-19.3,7.1,,-18.0,,,,False,False,False,False,,False
48131,252,161.0,,,,190.0,70.5,66.1,315.9,,67.0,-91.0,,,,-62.0,-181.5,-185.9,63.9,,-185.0,,,,True,False,False,True,,False
48133,121,77.0,,,,79.0,4.4,7.6,172.8,,52.0,-44.0,,,,-42.0,-116.6,-113.4,51.8,,-69.0,,,,True,False,False,False,,False
48135,1268,1652.0,,,,1876.0,605.2,94.5,1332.4,,539.0,384.0,,,,608.0,-662.8,-1173.5,64.4,,-729.0,,,,False,False,False,True,,False
48137,34,28.0,,,,21.0,,13.8,,,17.0,-6.0,,,,-13.0,,-20.2,,,-17.0,,,,False,,False,,,False
48139,1088,1617.0,,,,1824.0,71.4,78.2,1029.8,,642.0,529.0,,,,736.0,-1016.6,-1009.8,-58.2,,-446.0,,,,False,False,False,True,,True
48141,8637,8659.0,,,,7569.0,2585.9,7484.2,7289.9,,5092.0,22.0,,,,-1068.0,-6051.1,-1152.8,-1347.1,,-3545.0,,,,False,False,False,False,,False
48143,312,266.0,,,,410.0,16.6,118.5,126.9,,107.0,-46.0,,,,98.0,-295.4,-193.6,-185.1,,-205.0,,,,False,False,False,False,,False
48145,441,49.0,,,,169.0,7.5,26.8,95.3,,23.0,-392.0,,,,-272.0,-433.5,-414.2,-345.7,,-418.0,,,,True,False,False,True,,False
48147,336,469.0,,,,291.0,67.6,2.4,225.6,,677.0,133.0,,,,-45.0,-268.4,-333.6,-110.4,,341.0,,,,True,False,False,True,,False
48149,195,259.0,,,,348.0,175.6,64.5,230.8,,165.0,64.0,,,,153.0,-19.4,-130.5,35.8,,-30.0,,,,False,True,False,True,,True
48151,27,119.0,,,,4.0,1.1,71.3,69.9,,114.0,92.0,,,,-23.0,-25.9,44.3,42.9,,87.0,,,,True,True,True,True,,True
48153,19,28.0,,,,23.0,4.3,44.7,32.0,,14.0,9.0,,,,4.0,-14.7,25.7,13.0,,-5.0,,,,True,False,False,False,,True
48155,16,0.0,,,,0.0,,0.5,0.6,,27.0,-16.0,,,,-16.0,,-15.5,-15.4,,11.0,,,,False,,True,True,,True
48157,2846,12642.0,,,,10511.0,8616.5,9312.0,7763.5,,9470.0,9796.0,,,,7665.0,5770.5,6466.0,4917.5,,6624.0,,,,True,True,True,True,,True
48159,63,35.0,,,,86.0,2.9,10.5,71.1,,30.0,-28.0,,,,23.0,-60.1,-52.5,8.1,,-33.0,,,,True,False,False,True,,False
48161,237,154.0,,,,108.0,118.0,99.5,91.4,,192.0,-83.0,,,,-129.0,-119.0,-137.5,-145.6,,-45.0,,,,False,False,False,False,,True
48163,386,294.0,,,,480.0,55.7,129.7,95.5,,146.0,-92.0,,,,94.0,-330.3,-256.3,-290.5,,-240.0,,,,False,False,False,False,,False
48165,185,203.0,,,,51.0,85.8,26.3,146.5,,142.0,18.0,,,,-134.0,-99.2,-158.7,-38.5,,-43.0,,,,False,False,False,False,,False
48167,1551,2891.0,,,,6132.0,1530.2,213.6,2396.0,,1068.0,1340.0,,,,4581.0,-20.8,-1337.4,845.0,,-483.0,,,,False,True,True,True,,True
48169,8,7.0,,,,16.0,0.0,19.0,64.4,,1.0,-1.0,,,,8.0,-8.0,11.0,56.4,,-7.0,,,,False,False,False,False,,False
48171,146,35.0,,,,147.0,4.0,8.3,75.9,,32.0,-111.0,,,,1.0,-142.0,-137.7,-70.1,,-114.0,,,,True,False,False,True,,False
48173,4,0.0,,,,0.0,0.1,0.0,1.2,,0.0,-4.0,,,,-4.0,-3.9,-4.0,-2.8,,-4.0,,,,False,True,False,True,,False
48175,36,14.0,,,,91.0,0.3,63.3,39.8,,47.0,-22.0,,,,55.0,-35.7,27.3,3.8,,11.0,,,,False,False,False,True,,True
48177,295,434.0,,,,371.0,97.7,118.9,396.9,,99.0,139.0,,,,76.0,-197.3,-176.1,101.9,,-196.0,,,,True,False,False,True,,False
48179,122,91.0,,,,220.0,6.4,63.5,48.3,,33.0,-31.0,,,,98.0,-115.6,-58.5,-73.7,,-89.0,,,,False,False,False,False,,False
48181,765,714.0,,,,1214.0,265.9,324.0,502.6,,746.0,-51.0,,,,449.0,-499.1,-441.0,-262.4,,-19.0,,,,False,False,False,False,,True
48183,577,861.0,,,,1654.0,157.9,276.4,543.2,,691.0,284.0,,,,1077.0,-419.1,-300.6,-33.8,,114.0,,,,False,False,False,True,,True
48185,188,238.0,,,,474.0,83.2,150.7,212.0,,120.0,50.0,,,,286.0,-104.8,-37.3,24.0,,-68.0,,,,False,False,True,True,,False
48187,1902,413.0,,,,1339.0,245.9,112.6,154.0,,479.0,-1489.0,,,,-563.0,-1656.1,-1789.4,-1748.0,,-1423.0,,,,True,False,False,False,,True
48189,502,420.0,,,,451.0,149.0,48.9,177.5,,55.0,-82.0,,,,-51.0,-353.0,-453.1,-324.5,,-447.0,,,,True,False,False,False,,False
48191,20,7.0,,,,14.0,0.2,3.1,,,3.0,-13.0,,,,-6.0,-19.8,-16.9,,,-17.0,,,,True,False,False,,,False
48193,74,28.0,,,,43.0,5.3,0.0,183.4,,10.0,-46.0,,,,-31.0,-68.7,-74.0,109.4,,-64.0,,,,True,False,False,False,,False
48195,82,42.0,,,,37.0,2.2,43.0,50.1,,34.0,-40.0,,,,-45.0,-79.8,-39.0,-31.9,,-48.0,,,,False,False,True,True,,False
48197,23,0.0,,,,21.0,0.2,0.7,,,1.0,-23.0,,,,-2.0,-22.8,-22.3,,,-22.0,,,,True,True,True,,,True
48199,328,651.0,,,,695.0,548.1,44.7,399.7,,382.0,323.0,,,,367.0,220.1,-283.3,71.7,,54.0,,,,False,True,True,True,,True
48201,52881,42329.0,,,,46850.0,28349.1,20980.6,17496.3,,17916.0,-10552.0,,,,-6031.0,-24531.9,-31900.4,-35384.7,,-34965.0,,,,True,False,False,False,,False
48203,178,273.0,,,,803.0,24.7,126.4,270.4,,133.0,95.0,,,,625.0,-153.3,-51.6,92.4,,-45.0,,,,False,False,True,True,,True
48205,55,35.0,,,,43.0,5.1,44.4,65.7,,29.0,-20.0,,,,-12.0,-49.9,-10.6,10.7,,-26.0,,,,True,False,True,True,,False
48207,23,0.0,,,,21.0,0.7,11.0,,,7.0,-23.0,,,,-2.0,-22.3,-12.0,,,-16.0,,,,True,True,True,,,True
48209,1521,973.0,,,,1681.0,353.5,183.8,547.3,,149.0,-548.0,,,,160.0,-1167.5,-1337.2,-973.7,,-1372.0,,,,True,False,False,False,,False
48211,50,14.0,,,,24.0,2.6,2.2,18.5,,7.0,-36.0,,,,-26.0,-47.4,-47.8,-31.5,,-43.0,,,,True,False,False,True,,False
48213,323,406.0,,,,566.0,141.6,76.8,237.3,,394.0,83.0,,,,243.0,-181.4,-246.2,-85.7,,71.0,,,,False,False,False,False,,True
48215,9359,15309.0,,,,32692.0,6394.5,13523.7,10448.5,,5777.0,5950.0,,,,23333.0,-2964.5,4164.7,1089.5,,-3582.0,,,,False,True,True,True,,True
48217,387,21.0,,,,296.0,4.9,4.1,61.3,,12.0,-366.0,,,,-91.0,-382.1,-382.9,-325.7,,-375.0,,,,True,False,False,True,,False
48219,174,133.0,,,,76.0,30.5,106.9,125.3,,76.0,-41.0,,,,-98.0,-143.5,-67.1,-48.7,,-98.0,,,,False,False,False,False,,False
48221,339,322.0,,,,417.0,109.0,23.7,154.6,,212.0,-17.0,,,,78.0,-230.0,-315.3,-184.4,,-127.0,,,,False,False,False,False,,False
48223,189,126.0,,,,427.0,27.7,35.3,424.8,,71.0,-63.0,,,,238.0,-161.3,-153.7,235.8,,-118.0,,,,False,False,False,False,,False
48225,261,42.0,,,,224.0,3.5,6.9,121.5,,8.0,-219.0,,,,-37.0,-257.5,-254.1,-139.5,,-253.0,,,,True,False,False,True,,False
48227,756,329.0,,,,138.0,339.4,115.3,345.5,,712.0,-427.0,,,,-618.0,-416.6,-640.7,-410.5,,-44.0,,,,False,True,False,True,,True
48229,29,7.0,,,,4.0,1.5,6.1,24.5,,10.0,-22.0,,,,-25.0,-27.5,-22.9,-4.5,,-19.0,,,,False,False,False,True,,True
48231,417,637.0,,,,905.0,112.4,440.8,386.8,,351.0,220.0,,,,488.0,-304.6,23.8,-30.2,,-66.0,,,,False,False,True,True,,True
48233,121,42.0,,,,105.0,1.8,26.2,98.7,,20.0,-79.0,,,,-16.0,-119.2,-94.8,-22.3,,-101.0,,,,True,False,False,True,,False
48235,4,0.0,,,,0.0,0.1,0.0,11.6,,0.0,-4.0,,,,-4.0,-3.9,-4.0,7.6,,-4.0,,,,False,True,False,False,,False
48237,37,119.0,,,,51.0,17.0,4.9,127.9,,182.0,82.0,,,,14.0,-20.0,-32.1,90.9,,145.0,,,,True,True,True,False,,False
48239,160,413.0,,,,260.0,288.7,13.3,431.7,,62.0,253.0,,,,100.0,128.7,-146.7,271.7,,-98.0,,,,True,True,True,False,,True
48241,107,238.0,,,,633.0,23.8,41.5,206.0,,240.0,131.0,,,,526.0,-83.2,-65.5,99.0,,133.0,,,,False,True,True,True,,False
48243,6,0.0,,,,0.0,,0.0,1.4,,0.0,-6.0,,,,-6.0,,-6.0,-4.6,,-6.0,,,,False,,False,True,,False
48245,1286,1764.0,,,,3815.0,1031.3,835.7,1185.3,,811.0,478.0,,,,2529.0,-254.7,-450.3,-100.7,,-475.0,,,,False,True,True,True,,True
48247,75,56.0,,,,49.0,4.4,11.2,48.2,,28.0,-19.0,,,,-26.0,-70.6,-63.8,-26.8,,-47.0,,,,False,False,False,False,,False
48249,638,700.0,,,,671.0,318.5,309.5,767.7,,264.0,62.0,,,,33.0,-319.5,-328.5,129.7,,-374.0,,,,True,False,False,False,,False
48251,884,1638.0,,,,1480.0,106.2,71.9,1378.5,,967.0,754.0,,,,596.0,-777.8,-812.1,494.5,,83.0,,,,True,False,False,True,,True
