,predicted_cases,actual_cases,error,perc_error
CU-select,1375490.0,1235138,140352.0,11.4%
IowaStateLW-STEM,1083863.0,1235138,-151275.0,-12.2%
JHUAPL-Bucky,1053458.5,1235138,-181679.5,-14.7%
Columbia_UNC-SurvCon,973556.0,1235138,-261582.0,-21.2%
TTU-squider,1502893.2,1235138,267755.2,21.7%
COVIDhub-baseline,960976.0,1235138,-274162.0,-22.2%
JCB-PRM,960230.3,1235138,-274907.7,-22.3%
USACE-ERDC_SEIR,938512.1,1235138,-296625.9,-24.0%
Karlen-pypm,936703.1,1235138,-298434.9,-24.2%
CEID-Walk,930507.5,1235138,-304630.5,-24.7%
UMich-RidgeTfReg,927944.6,1235138,-307193.4,-24.9%
LNQ-ens1,921483.2,1235138,-313654.8,-25.4%
COVIDhub-ensemble,920037.0,1235138,-315101.0,-25.5%
DDS-NBDS,892878.5,1235138,-342259.5,-27.7%
IBF-TimeSeries,853609.0,1235138,-381529.0,-30.9%
QJHong-Encounter,822383.9,1235138,-412754.1,-33.4%
JHU_IDD-CovidSP,816430.9,1235138,-418707.1,-33.9%
Covid19Sim-Simulator,803300.9,1235138,-431837.1,-35.0%
USC-SI_kJalpha,737046.0,1235138,-498092.0,-40.3%
LANL-GrowthRate,700831.8,1235138,-534306.2,-43.3%
UCLA-SuEIR,647365.0,1235138,-587773.0,-47.6%
CovidAnalytics-DELPHI,613862.0,1235138,-621276.0,-50.3%
RobertWalraven-ESG,536286.3,1235138,-698851.7,-56.6%
