,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
51067,187,0.0,1.5,,3.0,0.0,,,,,,51.0,,48.8,111.0,,0.1,1.6,16.1,,,2.3,,,,,0.0,31.9,259.9,-187.0,-185.5,,-184.0,-187.0,,,,,,-136.0,,-138.2,-76.0,,-186.9,-185.4,-170.9,,,-184.7,,,,,-187.0,-155.1,72.9,True,,True,False,,,,,,True,,True,True,,True,True,True,,,True,,,,,False,True,True
51069,157,87.0,90.2,,90.0,88.0,,,,,,108.0,,172.0,85.6,,34.2,108.6,88.4,123.0,,0.0,,,,,94.0,104.3,139.7,-70.0,-66.8,,-67.0,-69.0,,,,,,-49.0,,15.0,-71.4,,-122.8,-48.4,-68.6,-34.0,,-157.0,,,,,-63.0,-52.7,-17.3,True,,True,True,,,,,,True,,True,False,,False,True,True,True,,False,,,,,True,True,True
51071,15,48.0,43.9,,36.0,37.0,,,,,,18.0,,116.5,46.1,,5.4,34.2,,30.0,,23.0,,,,,46.0,44.0,144.8,33.0,28.9,,21.0,22.0,,,,,,3.0,,101.5,31.1,,-9.6,19.2,,15.0,,8.0,,,,,31.0,29.0,129.8,True,,True,True,,,,,,True,,False,True,,True,True,,True,,True,,,,,True,True,False
51073,70,12.0,14.9,,23.0,26.0,,,,,,70.0,,55.4,43.1,,2.9,23.6,56.9,,,0.7,,,,,10.0,28.8,25.7,-58.0,-55.1,,-47.0,-44.0,,,,,,0.0,,-14.6,-26.9,,-67.1,-46.4,-13.1,,,-69.3,,,,,-60.0,-41.2,-44.3,True,,True,True,,,,,,True,,True,True,,False,True,True,,,False,,,,,False,True,True
51075,41,39.0,34.1,,36.0,34.0,,,,,,39.0,,130.1,39.3,,3.2,24.7,79.5,21.0,,18.9,,,,,24.0,40.7,134.8,-2.0,-6.9,,-5.0,-7.0,,,,,,-2.0,,89.1,-1.7,,-37.8,-16.3,38.5,-20.0,,-22.1,,,,,-17.0,-0.3,93.8,False,,False,False,,,,,,False,,False,True,,False,False,False,False,,False,,,,,False,True,False
51077,38,75.0,78.3,,64.0,104.0,,,,,,36.0,,60.0,42.1,,2.4,26.3,55.4,31.0,,68.4,,,,,49.0,101.1,55.9,37.0,40.3,,26.0,66.0,,,,,,-2.0,,22.0,4.1,,-35.6,-11.7,17.4,-7.0,,30.4,,,,,11.0,63.1,17.9,False,,True,False,,,,,,True,,True,True,,True,True,True,True,,True,,,,,True,False,True
51079,41,6.0,2.8,,9.0,0.0,,,,,,9.0,,62.5,19.3,,4.7,17.6,27.2,18.0,,26.9,,,,,12.0,15.7,32.6,-35.0,-38.2,,-32.0,-41.0,,,,,,-32.0,,21.5,-21.7,,-36.3,-23.4,-13.8,-23.0,,-14.1,,,,,-29.0,-25.3,-8.4,False,,True,False,,,,,,True,,True,True,,False,True,True,True,,True,,,,,True,True,True
51081,58,87.0,42.0,,36.0,0.0,,,,,,45.0,,57.8,39.5,,21.0,47.4,0.0,84.0,,0.7,,,,,0.0,111.7,153.3,29.0,-16.0,,-22.0,-58.0,,,,,,-13.0,,-0.2,-18.5,,-37.0,-10.6,-58.0,26.0,,-57.3,,,,,-58.0,53.7,95.3,True,,True,False,,,,,,True,,True,True,,False,True,False,True,,False,,,,,False,False,False
51083,92,123.0,125.0,,125.0,267.0,,,,,,53.0,,218.4,114.9,,52.0,103.2,101.0,197.0,,171.2,,,,,101.0,149.7,218.1,31.0,33.0,,33.0,175.0,,,,,,-39.0,,126.4,22.9,,-40.0,11.2,9.0,105.0,,79.2,,,,,9.0,57.7,126.1,False,,False,False,,,,,,False,,False,True,,False,True,True,False,,False,,,,,True,False,False
51085,221,432.0,447.1,,393.0,666.0,,,,,,156.0,,692.1,306.1,,65.1,251.6,413.5,924.0,,171.6,362.6,,,,227.0,482.4,390.6,211.0,226.1,,172.0,445.0,,,,,,-65.0,,471.1,85.1,,-155.9,30.6,192.5,703.0,,-49.4,141.6,,,,6.0,261.4,169.6,False,,True,False,,,,,,True,,False,True,,True,True,True,False,,True,True,,,,True,False,True
51087,503,672.0,688.0,,675.0,578.0,,,,,,630.0,,526.4,577.9,,461.5,702.3,599.5,730.0,,1189.1,532.4,947.0,,,628.0,832.6,1009.5,169.0,185.0,,172.0,75.0,,,,,,127.0,,23.4,74.9,,-41.5,199.3,96.5,227.0,,686.1,29.4,444.0,,,125.0,329.6,506.5,False,,False,True,,,,,,True,,True,True,,True,False,True,False,,False,True,False,,,True,False,False
51089,176,129.0,119.2,,118.0,97.0,,,,,,87.0,,154.0,145.6,,66.4,116.8,112.1,81.0,,139.9,,,,,114.0,190.8,244.9,-47.0,-56.8,,-58.0,-79.0,,,,,,-89.0,,-22.0,-30.4,,-109.6,-59.2,-63.9,-95.0,,-36.1,,,,,-62.0,14.8,68.9,False,,False,False,,,,,,False,,True,True,,False,False,False,False,,True,,,,,False,True,False
51091,2,0.0,0.0,,0.0,0.0,,,,,,0.0,,0.3,0.2,,0.1,0.0,,0.0,,0.0,,,,,0.0,5.6,32.6,-2.0,-2.0,,-2.0,-2.0,,,,,,-2.0,,-1.7,-1.8,,-1.9,-2.0,,-2.0,,-2.0,,,,,-2.0,3.6,30.6,False,,False,False,,,,,,False,,True,True,,True,True,,False,,False,,,,,False,False,False
51093,106,153.0,149.3,,94.0,51.0,,,,,,84.0,,175.9,108.0,,42.1,94.2,156.0,119.0,,58.5,,,,,115.0,180.5,221.1,47.0,43.3,,-12.0,-55.0,,,,,,-22.0,,69.9,2.0,,-63.9,-11.8,50.0,13.0,,-47.5,,,,,9.0,74.5,115.1,True,,True,False,,,,,,True,,False,True,,False,True,False,True,,False,,,,,True,False,False
51095,69,96.0,97.2,,97.0,128.0,,,,,,89.0,,122.7,108.2,,48.7,97.3,106.6,116.0,,15.3,,,,,92.0,118.2,202.5,27.0,28.2,,28.0,59.0,,,,,,20.0,,53.7,39.2,,-20.3,28.3,37.6,47.0,,-53.7,,,,,23.0,49.2,133.5,False,,False,False,,,,,,True,,False,False,,True,False,False,False,,False,,,,,True,False,False
51097,14,6.0,0.2,,6.0,0.0,,,,,,10.0,,11.7,11.7,,6.4,15.4,,0.0,,2.0,,,,,14.0,9.0,28.4,-8.0,-13.8,,-8.0,-14.0,,,,,,-4.0,,-2.3,-2.3,,-7.6,1.4,,-14.0,,-12.0,,,,,0.0,-5.0,14.4,False,,False,False,,,,,,True,,True,True,,True,True,,False,,False,,,,,True,True,False
51099,25,9.0,11.7,,12.0,7.0,,,,,,34.0,,94.6,41.6,,0.4,8.6,64.3,17.0,,2.0,,,,,4.0,21.7,29.2,-16.0,-13.3,,-13.0,-18.0,,,,,,9.0,,69.6,16.6,,-24.6,-16.4,39.3,-8.0,,-23.0,,,,,-21.0,-3.3,4.2,True,,True,False,,,,,,True,,False,False,,False,False,False,True,,False,,,,,False,True,True
51101,26,45.0,43.8,,41.0,47.0,,,,,,27.0,,128.6,34.9,,11.0,39.6,40.6,29.0,,24.6,,,,,38.0,47.2,61.2,19.0,17.8,,15.0,21.0,,,,,,1.0,,102.6,8.9,,-15.0,13.6,14.6,3.0,,-1.4,,,,,12.0,21.2,35.2,True,,True,False,,,,,,True,,False,True,,True,True,True,True,,True,,,,,True,False,False
51103,35,108.0,110.4,,67.0,135.0,,,,,,10.0,,122.9,41.9,,38.9,65.8,6.0,179.0,,58.0,,,,,99.0,117.8,264.0,73.0,75.4,,32.0,100.0,,,,,,-25.0,,87.9,6.9,,3.9,30.8,-29.0,144.0,,23.0,,,,,64.0,82.8,229.0,False,,True,False,,,,,,True,,False,True,,True,True,True,False,,True,,,,,True,False,False
51105,62,36.0,26.9,,40.0,44.0,,,,,,80.0,,65.5,57.9,,10.3,39.7,51.0,33.0,,18.9,,,,,22.0,63.2,64.1,-26.0,-35.1,,-22.0,-18.0,,,,,,18.0,,3.5,-4.1,,-51.7,-22.3,-11.0,-29.0,,-43.1,,,,,-40.0,1.2,2.1,False,,True,True,,,,,,True,,True,True,,False,True,True,False,,False,,,,,False,True,True
51107,550,672.0,669.1,,636.0,604.0,,,,,,636.0,,640.1,433.6,,312.7,606.2,781.4,692.0,,443.6,547.4,679.0,,,521.0,818.3,2656.9,122.0,119.1,,86.0,54.0,,,,,,86.0,,90.1,-116.4,,-237.3,56.2,231.4,142.0,,-106.4,-2.6,129.0,,,-29.0,268.3,2106.9,True,,True,True,,,,,,True,,True,True,,False,True,False,False,,True,True,False,,,True,False,False
51109,45,30.0,30.5,,30.0,8.0,,,,,,42.0,,105.4,43.4,,4.3,21.9,52.8,34.0,,27.4,,,,,25.0,37.7,77.8,-15.0,-14.5,,-15.0,-37.0,,,,,,-3.0,,60.4,-1.6,,-40.7,-23.1,7.8,-11.0,,-17.6,,,,,-20.0,-7.3,32.8,True,,False,False,,,,,,True,,False,True,,False,False,True,True,,False,,,,,False,True,False
51111,18,12.0,12.3,,12.0,9.0,,,,,,8.0,,13.1,31.2,,3.1,8.8,18.6,,,12.6,,,,,9.0,18.2,31.6,-6.0,-5.7,,-6.0,-9.0,,,,,,-10.0,,-4.9,13.2,,-14.9,-9.2,0.6,,,-5.4,,,,,-9.0,0.2,13.6,True,,False,False,,,,,,False,,True,False,,False,False,True,,,True,,,,,False,True,False
51113,16,18.0,18.6,,13.0,21.0,,,,,,4.0,,12.7,15.3,,0.8,6.5,19.3,21.0,,2.1,,,,,24.0,20.5,37.0,2.0,2.6,,-3.0,5.0,,,,,,-12.0,,-3.3,-0.7,,-15.2,-9.5,3.3,5.0,,-13.9,,,,,8.0,4.5,21.0,False,,False,False,,,,,,False,,False,True,,False,False,False,False,,False,,,,,False,False,False
51115,76,36.0,38.9,,30.0,111.0,,,,,,9.0,,29.2,2.7,,3.1,14.5,,,,107.4,,,,,86.0,31.6,109.2,-40.0,-37.1,,-46.0,35.0,,,,,,-67.0,,-46.8,-73.3,,-72.9,-61.5,,,,31.4,,,,,10.0,-44.4,33.2,True,,False,True,,,,,,False,,False,False,,False,False,,,,True,,,,,True,False,True
51117,166,105.0,106.9,,76.0,118.0,,,,,,49.0,,167.8,97.8,,23.7,76.4,59.0,61.0,,4.1,,,,,55.0,135.7,147.0,-61.0,-59.1,,-90.0,-48.0,,,,,,-117.0,,1.8,-68.2,,-142.3,-89.6,-107.0,-105.0,,-161.9,,,,,-111.0,-30.3,-19.0,True,,False,True,,,,,,False,,True,False,,False,False,False,False,,False,,,,,False,True,True
51119,25,93.0,86.8,,55.0,150.0,,,,,,11.0,,64.2,30.5,,44.2,48.4,41.6,,,26.9,,,,,88.0,88.3,315.2,68.0,61.8,,30.0,125.0,,,,,,-14.0,,39.2,5.5,,19.2,23.4,16.6,,,1.9,,,,,63.0,63.3,290.2,True,,True,False,,,,,,True,,True,True,,True,True,True,,,True,,,,,True,True,False
51121,638,1014.0,997.0,,733.0,1306.0,,,,,,531.0,,1943.4,441.2,,589.0,611.7,54.6,1896.0,,358.1,1354.1,,,,619.0,1135.4,4449.3,376.0,359.0,,95.0,668.0,,,,,,-107.0,,1305.4,-196.8,,-49.0,-26.3,-583.4,1258.0,,-279.9,716.1,,,,-19.0,497.4,3811.3,True,,True,False,,,,,,True,,False,True,,True,True,False,False,,True,False,,,,True,False,False
51125,17,18.0,21.5,,6.0,0.0,,,,,,4.0,,16.7,19.6,,4.4,8.8,,21.0,,1.2,,,,,18.0,29.2,78.4,1.0,4.5,,-11.0,-17.0,,,,,,-13.0,,-0.3,2.6,,-12.6,-8.2,,4.0,,-15.8,,,,,1.0,12.2,61.4,False,,False,False,,,,,,False,,True,False,,False,False,,False,,False,,,,,False,False,False
51127,65,48.0,44.2,,42.0,23.0,,,,,,48.0,,143.5,31.6,,9.0,27.8,32.9,28.0,,16.7,,,,,54.0,46.7,91.7,-17.0,-20.8,,-23.0,-42.0,,,,,,-17.0,,78.5,-33.4,,-56.0,-37.2,-32.1,-37.0,,-48.3,,,,,-11.0,-18.3,26.7,False,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,,,,,True,False,False
51131,6,3.0,2.6,,3.0,0.0,,,,,,32.0,,4.2,9.1,,0.0,2.3,1.8,,,0.5,,,,,7.0,5.2,173.6,-3.0,-3.4,,-3.0,-6.0,,,,,,26.0,,-1.8,3.1,,-6.0,-3.7,-4.2,,,-5.5,,,,,1.0,-0.8,167.6,False,,False,False,,,,,,False,,True,False,,False,False,False,,,False,,,,,True,True,False
51133,52,81.0,79.3,,52.0,75.0,,,,,,11.0,,89.0,38.8,,25.0,55.1,15.5,,,14.4,,,,,68.0,86.2,187.0,29.0,27.3,,0.0,23.0,,,,,,-41.0,,37.0,-13.2,,-27.0,3.1,-36.5,,,-37.6,,,,,16.0,34.2,135.0,True,,True,True,,,,,,False,,False,True,,True,True,False,,,False,,,,,True,False,False
51135,54,78.0,80.0,,28.0,0.0,,,,,,27.0,,67.8,30.1,,14.7,55.7,20.8,49.0,,0.0,,,,,69.0,77.0,92.4,24.0,26.0,,-26.0,-54.0,,,,,,-27.0,,13.8,-23.9,,-39.3,1.7,-33.2,-5.0,,-54.0,,,,,15.0,23.0,38.4,False,,False,False,,,,,,False,,True,True,,False,True,False,True,,False,,,,,True,True,False
51137,45,81.0,80.1,,76.0,111.0,,,,,,31.0,,121.1,55.3,,46.9,69.1,58.1,52.0,,86.3,,,,,120.0,86.6,168.3,36.0,35.1,,31.0,66.0,,,,,,-14.0,,76.1,10.3,,1.9,24.1,13.1,7.0,,41.3,,,,,75.0,41.6,123.3,True,,True,False,,,,,,True,,False,True,,True,True,True,True,,False,,,,,False,False,False
51139,48,30.0,29.9,,27.0,22.0,,,,,,22.0,,82.1,25.1,,5.3,29.4,10.6,37.0,,33.4,,,,,49.0,27.9,26.5,-18.0,-18.1,,-21.0,-26.0,,,,,,-26.0,,34.1,-22.9,,-42.7,-18.6,-37.4,-11.0,,-14.6,,,,,1.0,-20.1,-21.5,False,,False,False,,,,,,False,,False,False,,False,False,False,True,,True,,,,,True,False,False
51141,24,57.0,63.1,,30.0,6.0,,,,,,17.0,,93.6,54.5,,23.3,27.2,45.6,48.0,,3.8,,,,,77.0,80.5,84.7,33.0,39.1,,6.0,-18.0,,,,,,-7.0,,69.6,30.5,,-0.7,3.2,21.6,24.0,,-20.2,,,,,53.0,56.5,60.7,False,,True,True,,,,,,True,,False,True,,True,True,True,True,,True,,,,,False,False,False
51143,201,120.0,159.4,,121.0,104.0,,,,,,94.0,,171.7,167.6,,85.5,127.0,161.7,68.0,,107.9,,,,,109.0,229.2,255.8,-81.0,-41.6,,-80.0,-97.0,,,,,,-107.0,,-29.3,-33.4,,-115.5,-74.0,-39.3,-133.0,,-93.1,,,,,-92.0,28.2,54.8,True,,True,False,,,,,,False,,True,True,,False,True,True,False,,False,,,,,False,True,True
51145,45,24.0,24.0,,24.0,0.0,,,,,,27.0,,84.9,38.7,,6.2,28.3,46.9,21.0,,22.5,,,,,30.0,33.5,99.0,-21.0,-21.0,,-21.0,-45.0,,,,,,-18.0,,39.9,-6.3,,-38.8,-16.7,1.9,-24.0,,-22.5,,,,,-15.0,-11.5,54.0,False,,False,False,,,,,,True,,False,True,,False,True,True,False,,False,,,,,True,True,False
51147,102,93.0,94.1,,66.0,21.0,,,,,,68.0,,68.7,58.7,,23.2,87.0,0.0,96.0,,0.5,,,,,82.0,116.0,142.2,-9.0,-7.9,,-36.0,-81.0,,,,,,-34.0,,-33.3,-43.3,,-78.8,-15.0,-102.0,-6.0,,-101.5,,,,,-20.0,14.0,40.2,True,,False,False,,,,,,False,,False,False,,False,False,False,True,,False,,,,,False,False,False
51149,174,117.0,102.1,,98.0,93.0,,,,,,102.0,,185.5,116.5,,39.5,89.6,93.7,114.0,,24.4,,,,,42.0,169.1,390.7,-57.0,-71.9,,-76.0,-81.0,,,,,,-72.0,,11.5,-57.5,,-134.5,-84.4,-80.3,-60.0,,-149.6,,,,,-132.0,-4.9,216.7,False,,False,False,,,,,,False,,True,False,,False,False,False,False,,False,,,,,False,True,False
51153,1052,1257.0,1240.0,1089.5,1117.0,1191.0,,,,,,830.0,,1066.1,959.8,,725.8,1292.1,788.3,1317.0,,1568.8,1085.9,1405.0,,,1023.0,1648.7,3104.5,205.0,188.0,37.5,65.0,139.0,,,,,,-222.0,,14.1,-92.2,,-326.2,240.1,-263.7,265.0,,516.8,33.9,353.0,,,-29.0,596.7,2052.5,True,True,True,True,,,,,,False,,True,True,,False,False,False,False,,False,True,False,,,True,False,False
51155,42,111.0,110.1,,105.0,180.0,,,,,,42.0,,273.8,93.8,,61.3,87.9,88.7,217.0,,128.1,,,,,124.0,98.5,304.1,69.0,68.1,,63.0,138.0,,,,,,0.0,,231.8,51.8,,19.3,45.9,46.7,175.0,,86.1,,,,,82.0,56.5,262.1,True,,True,False,,,,,,True,,False,True,,True,True,True,False,,False,,,,,False,True,False
51157,4,18.0,19.5,,12.0,19.0,,,,,,0.0,,13.1,14.0,,2.0,5.4,,,,9.3,,,,,18.0,17.6,53.0,14.0,15.5,,8.0,15.0,,,,,,-4.0,,9.1,10.0,,-2.0,1.4,,,,5.3,,,,,14.0,13.6,49.0,False,,True,False,,,,,,True,,True,True,,True,True,,,,True,,,,,False,True,False
51159,32,39.0,40.3,,37.0,0.0,,,,,,40.0,,25.1,13.6,,16.7,38.6,0.2,42.0,,182.8,,,,,41.0,62.3,60.2,7.0,8.3,,5.0,-32.0,,,,,,8.0,,-6.9,-18.4,,-15.3,6.6,-31.8,10.0,,150.8,,,,,9.0,30.3,28.2,False,,True,False,,,,,,False,,True,False,,False,True,False,False,,False,,,,,False,False,False
51161,314,234.0,221.9,,222.0,454.0,,,,,,111.0,,264.3,192.6,,192.2,202.4,242.0,422.0,,171.8,,,,,272.0,252.1,570.6,-80.0,-92.1,,-92.0,140.0,,,,,,-203.0,,-49.7,-121.4,,-121.8,-111.6,-72.0,108.0,,-142.2,,,,,-42.0,-61.9,256.6,False,,False,False,,,,,,False,,True,False,,False,False,True,False,,False,,,,,True,True,False
51163,41,24.0,22.6,,23.0,9.0,,,,,,8.0,,283.9,20.1,,10.8,28.8,15.9,21.0,,124.4,,,,,39.0,29.7,70.2,-17.0,-18.4,,-18.0,-32.0,,,,,,-33.0,,242.9,-20.9,,-30.2,-12.2,-25.1,-20.0,,83.4,,,,,-2.0,-11.3,29.2,False,,False,False,,,,,,False,,False,False,,False,True,False,False,,False,,,,,True,True,False
51165,256,294.0,312.6,,244.0,829.0,,,,,,199.0,,409.8,173.6,,152.4,266.1,157.6,534.0,,167.9,189.9,,,,224.0,396.4,341.9,38.0,56.6,,-12.0,573.0,,,,,,-57.0,,153.8,-82.4,,-103.6,10.1,-98.4,278.0,,-88.1,-66.1,,,,-32.0,140.4,85.9,False,,True,False,,,,,,False,,False,False,,False,True,False,False,,False,False,,,,True,False,False
51167,114,60.0,54.8,,53.0,0.0,,,,,,88.0,,95.1,90.3,,16.3,46.6,47.1,36.0,,21.5,,,,,57.0,79.9,48.2,-54.0,-59.2,,-61.0,-114.0,,,,,,-26.0,,-18.9,-23.7,,-97.7,-67.4,-66.9,-78.0,,-92.5,,,,,-57.0,-34.1,-65.8,False,,False,False,,,,,,True,,True,True,,False,False,False,False,,False,,,,,False,True,False
51169,42,21.0,22.1,,21.0,0.0,,,,,,54.0,,52.0,47.0,,2.9,19.1,61.0,21.0,,7.4,,,,,16.0,36.3,58.8,-21.0,-19.9,,-21.0,-42.0,,,,,,12.0,,10.0,5.0,,-39.1,-22.9,19.0,-21.0,,-34.6,,,,,-26.0,-5.7,16.8,True,,False,False,,,,,,True,,True,True,,False,False,True,False,,False,,,,,False,True,True
51171,62,36.0,37.9,,29.0,26.0,,,,,,39.0,,187.2,34.0,,8.1,28.5,17.4,73.0,,1.2,,,,,32.0,44.4,56.3,-26.0,-24.1,,-33.0,-36.0,,,,,,-23.0,,125.2,-28.0,,-53.9,-33.5,-44.6,11.0,,-60.8,,,,,-30.0,-17.6,-5.7,True,,False,False,,,,,,True,,False,False,,False,False,False,True,,False,,,,,False,True,True
51173,147,132.0,134.1,,98.0,161.0,,,,,,96.0,,256.2,121.0,,35.0,88.5,34.5,98.0,,24.8,,,,,73.0,167.8,128.9,-15.0,-12.9,,-49.0,14.0,,,,,,-51.0,,109.2,-26.0,,-112.0,-58.5,-112.5,-49.0,,-122.2,,,,,-74.0,20.8,-18.1,True,,False,True,,,,,,False,,False,False,,False,False,False,False,,False,,,,,False,False,False
51175,282,387.0,400.3,,141.0,0.0,,,,,,45.0,,367.8,72.9,,141.5,138.5,94.8,449.0,,201.9,,,,,209.0,346.2,350.3,105.0,118.3,,-141.0,-282.0,,,,,,-237.0,,85.8,-209.1,,-140.5,-143.5,-187.2,167.0,,-80.1,,,,,-73.0,64.2,68.3,False,,False,False,,,,,,False,,True,False,,False,False,False,False,,True,,,,,True,True,True
51177,174,222.0,191.1,,204.0,338.0,,,,,,203.0,,313.5,268.7,,75.6,205.2,297.3,235.0,,190.5,193.6,210.0,,,125.0,321.5,380.6,48.0,17.1,,30.0,164.0,,,,,,29.0,,139.5,94.7,,-98.4,31.2,123.3,61.0,,16.5,19.6,36.0,,,-49.0,147.5,206.6,True,,True,False,,,,,,True,,False,False,,False,True,False,False,,True,True,True,,,False,False,False
51179,204,264.0,261.0,,246.0,178.0,,,,,,229.0,,304.9,310.3,,143.3,234.6,326.2,289.0,,192.3,280.9,205.0,,,212.0,347.7,978.8,60.0,57.0,,42.0,-26.0,,,,,,25.0,,100.9,106.3,,-60.7,30.6,122.2,85.0,,-11.7,76.9,1.0,,,8.0,143.7,774.8,True,,True,True,,,,,,True,,False,False,,False,True,False,False,,True,False,True,,,True,False,False
51181,24,24.0,22.0,,18.0,30.0,,,,,,7.0,,30.0,21.1,,5.9,21.7,0.0,21.0,,0.0,,,,,12.0,30.9,152.7,0.0,-2.0,,-6.0,6.0,,,,,,-17.0,,6.0,-2.9,,-18.1,-2.3,-24.0,-3.0,,-24.0,,,,,-12.0,6.9,128.7,False,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,,,,,False,False,False
51183,245,63.0,61.9,,31.0,0.0,,,,,,35.0,,31.0,30.4,,9.9,51.5,1.4,42.0,,26.6,,,,,39.0,70.7,111.0,-182.0,-183.1,,-214.0,-245.0,,,,,,-210.0,,-214.0,-214.6,,-235.1,-193.5,-243.6,-203.0,,-218.4,,,,,-206.0,-174.3,-134.0,False,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,,,,,False,True,True
51185,120,63.0,64.1,,65.0,72.0,,,,,,118.0,,77.2,104.4,,30.0,64.5,111.3,39.0,,42.1,,,,,47.0,76.1,127.1,-57.0,-55.9,,-55.0,-48.0,,,,,,-2.0,,-42.8,-15.6,,-90.0,-55.5,-8.7,-81.0,,-77.9,,,,,-73.0,-43.9,7.1,True,,True,True,,,,,,True,,True,True,,False,True,True,False,,False,,,,,False,True,True
51187,66,30.0,27.5,,23.0,21.0,,,,,,51.0,,112.8,26.0,,3.3,22.3,19.8,39.0,,1.4,,,,,23.0,32.6,28.9,-36.0,-38.5,,-43.0,-45.0,,,,,,-15.0,,46.8,-40.0,,-62.7,-43.7,-46.2,-27.0,,-64.6,,,,,-43.0,-33.4,-37.1,False,,False,False,,,,,,True,,False,False,,False,False,False,True,,False,,,,,False,True,False
51191,181,213.0,212.8,,211.0,277.0,,,,,,206.0,,316.5,229.2,,75.9,139.4,186.8,336.0,,77.1,,,,,195.0,268.5,437.6,32.0,31.8,,30.0,96.0,,,,,,25.0,,135.5,48.2,,-105.1,-41.6,5.8,155.0,,-103.9,,,,,14.0,87.5,256.6,True,,True,False,,,,,,True,,False,False,,False,False,True,False,,False,,,,,True,False,False
51193,31,54.0,54.8,,31.0,28.0,,,,,,24.0,,45.3,23.8,,15.9,43.4,14.1,34.0,,15.0,,,,,76.0,60.7,81.4,23.0,23.8,,0.0,-3.0,,,,,,-7.0,,14.3,-7.2,,-15.1,12.4,-16.9,3.0,,-16.0,,,,,45.0,29.7,50.4,False,,True,True,,,,,,True,,True,True,,True,True,True,True,,True,,,,,False,False,False
51195,83,33.0,34.2,,33.0,5.0,,,,,,173.0,,60.2,105.1,,3.9,27.6,76.7,,,7.8,,,,,14.0,69.8,51.8,-50.0,-48.8,,-50.0,-78.0,,,,,,90.0,,-22.8,22.1,,-79.1,-55.4,-6.3,,,-75.2,,,,,-69.0,-13.2,-31.2,True,,False,False,,,,,,False,,True,True,,False,False,True,,,False,,,,,False,True,True
51197,56,51.0,45.7,,52.0,60.0,,,,,,66.0,,316.4,74.1,,16.4,42.4,68.7,31.0,,26.1,,,,,42.0,56.7,83.2,-5.0,-10.3,,-4.0,4.0,,,,,,10.0,,260.4,18.1,,-39.6,-13.6,12.7,-25.0,,-29.9,,,,,-14.0,0.7,27.2,False,,True,True,,,,,,False,,False,False,,False,False,False,False,,False,,,,,False,True,False
51199,63,60.0,53.4,,60.0,34.0,,,,,,139.0,,102.0,131.0,,23.6,72.2,117.9,63.0,,0.0,,,,,72.0,82.4,141.7,-3.0,-9.6,,-3.0,-29.0,,,,,,76.0,,39.0,68.0,,-39.4,9.2,54.9,0.0,,-63.0,,,,,9.0,19.4,78.7,False,,False,False,,,,,,False,,False,False,,False,False,False,True,,False,,,,,False,False,False
