,count,mean,median,std,min,25%,75%,max
JHU_IDD-CovidSP,3139,276.1,76.8,852.7,0.0,25.9,219.2,27995.8
COVIDhub-baseline,3141,314.9,76.0,1362.8,0.0,26.0,213.0,47290.0
CEID-Walk,3141,321.1,96.4,973.1,0.0,31.0,260.1,29425.9
UVA-Ensemble,2781,348.8,101.0,1065.5,0.0,32.1,268.6,30052.1
LNQ-ens1,3141,367.2,107.0,1103.5,0.0,36.5,305.5,33772.6
USC-SI_kJalpha,2781,368.3,109.0,1160.1,0.0,37.0,301.0,34965.0
COVIDhub-ensemble,3141,369.3,112.0,1107.0,0.0,38.0,309.0,36844.0
LANL-GrowthRate,2951,370.0,129.2,942.9,0.0,48.1,323.8,24531.9
IowaStateLW-STEM,3103,374.9,78.0,1650.1,0.0,25.0,232.0,38793.0
UCLA-SuEIR,2820,378.6,91.9,2009.4,0.0,31.5,255.3,82628.3
RobertWalraven-ESG,3141,387.9,110.1,1168.0,0.0,37.5,313.4,31900.4
CU-select,3097,404.3,102.0,1510.0,0.0,36.0,290.0,35647.0
OliverWyman-Navigator,2413,411.3,124.0,1139.0,0.0,42.9,343.1,38378.0
PandemicCentral-USCounty,3055,465.7,127.0,1415.6,0.0,44.0,380.0,43507.0
