,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3141,93.6,29.3,293.8,0.0,10.4,83.4,11594.7
COVIDhub-ensemble,3141,104.7,30.0,343.4,0.0,10.0,83.0,10856.0
COVIDhub-baseline,3141,106.7,32.0,284.3,0.0,10.0,86.0,5732.0
CEID-Walk,3141,107.2,31.7,286.9,0.0,10.4,85.9,5486.4
IowaStateLW-STEM,3103,131.4,39.0,452.7,0.0,12.0,109.0,14902.0
USC-SI_kJalpha,2791,134.3,40.0,446.1,0.0,14.0,102.9,10476.0
JHUAPL-Bucky,3141,135.7,45.8,394.5,0.0,14.5,121.8,10119.0
JHU_IDD-CovidSP,3139,139.5,36.8,538.0,0.0,11.0,104.3,17579.1
OliverWyman-Navigator,2785,141.9,41.0,389.8,0.0,14.0,111.0,6765.0
LANL-GrowthRate,2951,145.6,53.8,438.7,0.0,20.2,126.6,17059.7
UVA-Ensemble,2780,154.5,38.4,525.6,0.0,12.4,107.1,18723.8
RobertWalraven-ESG,3141,183.4,52.3,606.0,0.0,17.3,142.2,17309.9
MITCovAlliance-SIR,2398,190.2,47.8,790.9,0.0,16.0,132.0,24272.8
CU-select,3062,219.4,52.0,911.9,0.0,17.0,137.0,22715.0
Yu_Group-CLEP,3133,515.6,88.9,2167.7,0.0,31.3,307.2,68403.3
