,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
37075,61,64.0,63.9,,40.0,67.0,,,,,32.0,,,16.0,,57.8,15.0,,41.1,38.8,6.0,66.0,72.0,,9.7,,,,,,29.0,60.7,,3.0,2.9,,-21.0,6.0,,,,,-29.0,,,-45.0,,-3.2,-46.0,,-19.9,-22.2,-55.0,5.0,11.0,,-51.3,,,,,,-32.0,-0.3,,True,,False,False,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,,,,,False,True,
37077,85,86.0,84.7,,84.0,0.0,,,,,113.4,,,107.0,,85.6,105.0,,39.9,90.4,35.9,75.0,0.0,,57.4,,93.0,,,,73.0,87.9,278.4,1.0,-0.3,,-1.0,-85.0,,,,,28.4,,,22.0,,0.6,20.0,,-45.1,5.4,-49.1,-10.0,-85.0,,-27.6,,8.0,,,,-12.0,2.9,193.4,True,,False,False,,,,,False,,,False,,True,False,,False,False,False,False,False,,False,,False,,,,False,False,False
37079,142,206.0,197.0,,99.0,206.0,,,,,67.2,,,49.0,,245.9,41.5,,98.9,56.0,45.8,254.0,14.0,,9.2,,157.9,,,,155.0,159.1,,64.0,55.0,,-43.0,64.0,,,,,-74.8,,,-93.0,,103.9,-100.5,,-43.1,-86.0,-96.2,112.0,-128.0,,-132.8,,15.9,,,,13.0,17.1,,True,,True,False,,,,,False,,,False,,False,False,,True,False,False,False,False,,False,,True,,,,True,True,
37081,1082,954.0,957.6,798.6,944.0,1449.0,,,,,876.2,,,749.0,,772.0,849.3,,729.1,945.0,780.5,1213.0,323.0,,846.2,,974.9,961.0,,,841.0,899.2,750.0,-128.0,-124.4,-283.4,-138.0,367.0,,,,,-205.8,,,-333.0,,-310.0,-232.7,,-352.9,-137.0,-301.5,131.0,-759.0,,-235.8,,-107.1,-121.0,,,-241.0,-182.8,-332.0,True,False,False,False,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,True,True,,,False,False,False
37083,121,130.0,129.1,,108.0,115.0,,,,,106.0,,,110.0,,123.2,68.1,,61.6,107.9,60.6,194.0,0.0,,44.9,,114.2,,,,137.0,118.4,,9.0,8.1,,-13.0,-6.0,,,,,-15.0,,,-11.0,,2.2,-52.9,,-59.4,-13.1,-60.4,73.0,-121.0,,-76.1,,-6.8,,,,16.0,-2.6,,True,,False,True,,,,,False,,,False,,True,False,,False,False,False,False,False,,False,,True,,,,False,True,
37085,277,446.0,460.5,,359.0,778.0,,,,,292.4,,,255.0,,457.1,190.9,,350.2,306.8,202.7,689.0,295.0,,237.6,,367.9,478.0,,,533.0,402.8,569.0,169.0,183.5,,82.0,501.0,,,,,15.4,,,-22.0,,180.1,-86.1,,73.2,29.8,-74.3,412.0,18.0,,-39.4,,90.9,201.0,,,256.0,125.8,292.0,False,,True,False,,,,,True,,,True,,False,True,,True,True,True,False,True,,True,,True,False,,,False,True,False
37087,34,60.0,60.1,,56.0,34.0,,,,,52.8,,,148.0,,70.8,132.1,,22.0,53.7,68.8,86.0,76.0,,19.4,,54.3,,,,75.0,48.0,63.8,26.0,26.1,,22.0,0.0,,,,,18.8,,,114.0,,36.8,98.1,,-12.0,19.7,34.8,52.0,42.0,,-14.6,,20.3,,,,41.0,14.0,29.8,False,,True,True,,,,,True,,,False,,False,False,,True,True,False,False,False,,True,,True,,,,False,True,False
37089,153,222.0,216.4,,198.0,266.0,,,,,125.6,,,212.0,,248.9,239.1,,197.5,194.6,99.6,344.0,279.0,,52.3,,175.8,,,,252.0,200.3,97.6,69.0,63.4,,45.0,113.0,,,,,-27.4,,,59.0,,95.9,86.1,,44.5,41.6,-53.4,191.0,126.0,,-100.7,,22.8,,,,99.0,47.3,-55.4,True,,True,False,,,,,True,,,True,,False,False,,True,True,True,False,False,,False,,True,,,,False,True,True
37091,63,132.0,139.1,,103.0,77.0,,,,,86.7,,,87.0,,159.1,62.1,,72.1,103.8,14.9,153.0,0.0,,112.7,,133.9,,,,137.0,97.8,,69.0,76.1,,40.0,14.0,,,,,23.7,,,24.0,,96.1,-0.9,,9.1,40.8,-48.1,90.0,-63.0,,49.7,,70.9,,,,74.0,34.8,,False,,True,True,,,,,True,,,True,,False,True,,True,True,True,False,True,,True,,False,,,,False,True,
37093,173,190.0,191.8,,186.0,164.0,,,,,131.4,,,152.0,,210.8,134.1,,139.0,186.1,160.3,318.0,127.0,,218.9,,168.0,,,,140.0,185.7,255.9,17.0,18.8,,13.0,-9.0,,,,,-41.6,,,-21.0,,37.8,-38.9,,-34.0,13.1,-12.7,145.0,-46.0,,45.9,,-5.0,,,,-33.0,12.7,82.9,False,,True,True,,,,,False,,,False,,False,False,,False,True,True,False,False,,False,,True,,,,False,True,False
37095,22,2.0,1.6,,2.0,5.0,,,,,16.0,,,6.0,,5.6,5.1,,1.1,4.3,0.0,,10.0,,0.1,,15.1,,,,2.0,14.3,17.1,-20.0,-20.4,,-20.0,-17.0,,,,,-6.0,,,-16.0,,-16.4,-16.9,,-20.9,-17.7,-22.0,,-12.0,,-21.9,,-6.9,,,,-20.0,-7.7,-4.9,False,,False,True,,,,,True,,,True,,True,True,,False,True,False,,True,,False,,True,,,,False,True,True
37097,268,830.0,836.1,,405.0,99.0,,,,,269.8,,,405.0,,995.4,298.1,,696.3,259.7,257.7,1154.0,5765.0,,151.9,,710.6,,,,1288.0,700.7,,562.0,568.1,,137.0,-169.0,,,,,1.8,,,137.0,,727.4,30.1,,428.3,-8.3,-10.3,886.0,5497.0,,-116.1,,442.6,,,,1020.0,432.7,,False,,True,True,,,,,True,,,True,,False,True,,True,True,True,False,False,,True,,True,,,,False,True,
37099,99,238.0,232.9,,109.0,0.0,,,,,70.5,,,109.0,,279.5,105.0,,134.9,51.3,28.2,,844.0,,29.7,,166.2,,,,452.0,159.3,,139.0,133.9,,10.0,-99.0,,,,,-28.5,,,10.0,,180.5,6.0,,35.9,-47.7,-70.8,,745.0,,-69.3,,67.2,,,,353.0,60.3,,True,,True,True,,,,,True,,,True,,False,True,,True,True,True,,False,,True,,True,,,,False,True,
37101,370,526.0,542.5,,373.0,199.0,,,,,272.3,,,355.0,,575.9,385.1,,392.1,303.8,121.8,737.0,930.0,,207.8,,412.2,667.0,,,679.0,420.8,,156.0,172.5,,3.0,-171.0,,,,,-97.7,,,-15.0,,205.9,15.1,,22.1,-66.2,-248.2,367.0,560.0,,-162.2,,42.2,297.0,,,309.0,50.8,,False,,True,False,,,,,True,,,True,,False,True,,True,True,False,False,False,,False,,True,False,,,False,True,
37103,16,28.0,25.1,,12.0,0.0,,,,,14.9,,,12.0,,36.0,11.9,,1.2,11.9,6.2,36.0,173.0,,4.7,,28.0,,,,51.0,17.8,,12.0,9.1,,-4.0,-16.0,,,,,-1.1,,,-4.0,,20.0,-4.1,,-14.8,-4.1,-9.8,20.0,157.0,,-11.3,,12.0,,,,35.0,1.8,,True,,True,False,,,,,True,,,True,,False,True,,False,True,True,False,False,,True,,False,,,,False,True,
37105,175,132.0,132.7,,101.0,88.0,,,,,107.9,,,84.0,,160.1,120.8,,71.0,107.1,33.4,203.0,188.0,,96.3,,114.7,,,,160.0,110.6,14.3,-43.0,-42.3,,-74.0,-87.0,,,,,-67.1,,,-91.0,,-14.9,-54.2,,-104.0,-67.9,-141.6,28.0,13.0,,-78.7,,-60.3,,,,-15.0,-64.4,-160.7,True,,False,False,,,,,False,,,False,,True,False,,False,False,False,True,True,,False,,False,,,,True,False,False
37107,116,136.0,133.2,,103.0,38.0,,,,,119.2,,,133.0,,161.9,104.6,,84.8,90.4,79.5,203.0,1010.0,,50.1,,124.4,,,,153.0,126.0,93.8,20.0,17.2,,-13.0,-78.0,,,,,3.2,,,17.0,,45.9,-11.4,,-31.2,-25.6,-36.5,87.0,894.0,,-65.9,,8.4,,,,37.0,10.0,-22.2,True,,True,False,,,,,True,,,True,,False,True,,False,False,False,False,False,,False,,True,,,,False,True,False
37109,315,324.0,306.1,,296.0,315.0,,,,,220.4,,,184.0,,334.7,184.4,,198.9,328.4,174.5,388.0,28.0,,343.9,,250.3,,,,324.0,310.4,469.1,9.0,-8.9,,-19.0,0.0,,,,,-94.6,,,-131.0,,19.7,-130.6,,-116.1,13.4,-140.5,73.0,-287.0,,28.9,,-64.7,,,,9.0,-4.6,154.1,True,,False,True,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,False,,,,False,True,False
37111,113,198.0,208.1,,117.0,66.0,,,,,80.1,,,117.0,,235.9,61.2,,140.5,70.8,65.6,262.0,547.0,,10.5,,164.2,,,,273.0,150.1,,85.0,95.1,,4.0,-47.0,,,,,-32.9,,,4.0,,122.9,-51.8,,27.5,-42.2,-47.4,149.0,434.0,,-102.5,,51.2,,,,160.0,37.1,,False,,True,True,,,,,True,,,True,,False,True,,True,True,True,False,False,,False,,True,,,,False,True,
37113,80,28.0,27.5,,28.0,28.0,,,,,35.7,,,82.0,,35.3,68.8,,9.2,31.0,27.0,86.0,13.0,,15.8,,20.4,,,,40.0,24.7,57.9,-52.0,-52.5,,-52.0,-52.0,,,,,-44.3,,,2.0,,-44.7,-11.2,,-70.8,-49.0,-53.0,6.0,-67.0,,-64.2,,-59.6,,,,-40.0,-55.3,-22.1,False,,False,False,,,,,True,,,True,,True,True,,False,True,False,True,False,,False,,False,,,,True,False,True
37115,25,28.0,28.2,,26.0,13.0,,,,,16.5,,,40.0,,26.3,52.5,,21.3,27.8,22.0,28.0,59.0,,7.8,,24.9,,,,19.0,24.0,,3.0,3.2,,1.0,-12.0,,,,,-8.5,,,15.0,,1.3,27.5,,-3.7,2.8,-3.0,3.0,34.0,,-17.2,,-0.1,,,,-6.0,-1.0,,False,,True,False,,,,,False,,,False,,True,False,,False,True,False,False,False,,False,,True,,,,False,True,
37117,86,76.0,73.2,,51.0,36.0,,,,,47.1,,,50.0,,101.7,53.1,,55.7,51.8,31.5,118.0,259.0,,43.2,,72.7,,,,97.0,65.3,75.7,-10.0,-12.8,,-35.0,-50.0,,,,,-38.9,,,-36.0,,15.7,-32.9,,-30.3,-34.2,-54.5,32.0,173.0,,-42.8,,-13.3,,,,11.0,-20.7,-10.3,False,,False,False,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,False,,,,False,False,False
37119,1543,2296.0,2221.8,1899.1,1900.0,2638.0,,,,,1000.1,,,1890.0,,2216.6,1163.5,,2310.8,1727.7,255.5,3309.0,1788.0,,941.8,,1798.9,2498.0,,,2481.0,2202.5,,753.0,678.8,356.1,357.0,1095.0,,,,,-542.9,,,347.0,,673.6,-379.5,,767.8,184.7,-1287.5,1766.0,245.0,,-601.2,,255.9,955.0,,,938.0,659.5,,True,True,True,False,,,,,True,,,True,,True,True,,False,True,False,False,True,,True,,True,False,,,False,True,
37121,18,98.0,105.8,,29.0,0.0,,,,,9.3,,,26.0,,122.9,18.7,,110.1,27.6,2.5,,461.0,,0.0,,64.3,,,,174.0,9.1,,80.0,87.8,,11.0,-18.0,,,,,-8.7,,,8.0,,104.9,0.7,,92.1,9.6,-15.5,,443.0,,-18.0,,46.3,,,,156.0,-8.9,,False,,True,True,,,,,True,,,True,,False,True,,False,True,True,,False,,True,,True,,,,False,True,
37123,43,54.0,51.8,,45.0,39.0,,,,,92.8,,,96.0,,53.9,38.6,,16.9,40.2,0.5,47.0,111.0,,2.8,,45.7,,,,32.0,58.2,156.5,11.0,8.8,,2.0,-4.0,,,,,49.8,,,53.0,,10.9,-4.4,,-26.1,-2.8,-42.5,4.0,68.0,,-40.2,,2.7,,,,-11.0,15.2,113.5,True,,True,True,,,,,False,,,False,,True,True,,False,True,False,True,False,,False,,True,,,,False,False,False
37125,281,292.0,284.4,,234.0,108.0,,,,,165.8,,,149.0,,286.1,207.4,,218.7,189.6,201.7,407.0,1420.0,,397.9,,234.5,,,,327.0,249.5,,11.0,3.4,,-47.0,-173.0,,,,,-115.2,,,-132.0,,5.1,-73.6,,-62.3,-91.4,-79.3,126.0,1139.0,,116.9,,-46.5,,,,46.0,-31.5,,True,,False,False,,,,,False,,,False,,True,False,,False,False,False,False,False,,False,,False,,,,False,False,
37127,410,482.0,492.2,,348.0,488.0,,,,,372.1,,,189.0,,465.5,295.6,,241.7,361.7,247.7,668.0,0.0,,269.5,,393.3,,,,447.0,408.4,480.7,72.0,82.2,,-62.0,78.0,,,,,-37.9,,,-221.0,,55.5,-114.4,,-168.3,-48.3,-162.3,258.0,-410.0,,-140.5,,-16.7,,,,37.0,-1.6,70.7,False,,True,False,,,,,True,,,False,,True,False,,False,True,False,False,False,,False,,True,,,,True,True,True
37129,367,786.0,791.3,,589.0,119.0,,,,,622.8,,,292.0,,892.1,409.0,,753.2,390.2,467.2,1237.0,1886.0,,54.0,,588.8,669.0,,,907.0,736.5,,419.0,424.3,,222.0,-248.0,,,,,255.8,,,-75.0,,525.1,42.0,,386.2,23.2,100.2,870.0,1519.0,,-313.0,,221.8,302.0,,,540.0,369.5,,False,,True,True,,,,,True,,,True,,False,True,,True,True,True,False,False,,True,,True,True,,,False,True,
37131,52,98.0,98.1,,40.0,14.0,,,,,27.3,,,30.0,,114.2,20.2,,53.3,39.6,13.9,117.0,253.0,,10.5,,73.2,,,,107.0,25.3,,46.0,46.1,,-12.0,-38.0,,,,,-24.7,,,-22.0,,62.2,-31.8,,1.3,-12.4,-38.1,65.0,201.0,,-41.5,,21.2,,,,55.0,-26.7,,False,,True,True,,,,,True,,,True,,False,True,,True,True,True,False,False,,True,,True,,,,False,True,
37133,357,710.0,700.5,,500.0,168.0,,,,,321.3,,,519.0,,853.9,379.6,,627.1,293.4,363.9,1041.0,2237.0,,198.6,,535.6,,,,1112.0,594.3,,353.0,343.5,,143.0,-189.0,,,,,-35.7,,,162.0,,496.9,22.6,,270.1,-63.6,6.9,684.0,1880.0,,-158.4,,178.6,,,,755.0,237.3,,True,,True,True,,,,,True,,,True,,False,True,,True,True,True,False,False,,True,,True,,,,False,True,
37135,151,166.0,195.7,,152.0,54.0,,,,,288.0,,,275.0,,140.5,175.9,,111.5,163.5,342.4,119.0,97.0,,8.5,,230.9,82.0,,,120.0,155.5,131.3,15.0,44.7,,1.0,-97.0,,,,,137.0,,,124.0,,-10.5,24.9,,-39.5,12.5,191.4,-32.0,-54.0,,-142.5,,79.9,-69.0,,,-31.0,4.5,-19.7,False,,True,False,,,,,False,,,False,,True,False,,False,True,False,False,False,,False,,False,False,,,False,True,False
37137,23,82.0,56.5,,31.0,33.0,,,,,32.7,,,10.0,,96.4,21.0,,34.2,28.1,0.0,,343.0,,11.0,,86.3,,,,107.0,49.5,,59.0,33.5,,8.0,10.0,,,,,9.7,,,-13.0,,73.4,-2.0,,11.2,5.1,-23.0,,320.0,,-12.0,,63.3,,,,84.0,26.5,,True,,True,True,,,,,True,,,True,,False,True,,True,True,True,,False,,True,,False,,,,False,True,
37139,76,84.0,81.6,,66.0,49.0,,,,,90.0,,,120.0,,62.9,64.0,,32.4,63.0,106.1,89.0,0.0,,46.2,,93.8,,,,130.0,71.5,,8.0,5.6,,-10.0,-27.0,,,,,14.0,,,44.0,,-13.1,-12.0,,-43.6,-13.0,30.1,13.0,-76.0,,-29.8,,17.8,,,,54.0,-4.5,,True,,False,False,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,False,,,,False,True,
37141,144,136.0,133.7,,128.0,112.0,,,,,98.4,,,134.0,,127.3,173.1,,79.3,145.9,80.8,244.0,86.0,,143.3,,111.7,,,,137.0,124.7,212.1,-8.0,-10.3,,-16.0,-32.0,,,,,-45.6,,,-10.0,,-16.7,29.1,,-64.7,1.9,-63.2,100.0,-58.0,,-0.7,,-32.3,,,,-7.0,-19.3,68.1,False,,False,False,,,,,False,,,False,,False,False,,False,True,False,False,False,,True,,False,,,,True,False,False
37143,24,32.0,31.1,,24.0,16.0,,,,,20.0,,,22.0,,27.4,20.6,,4.1,21.3,27.2,35.0,15.0,,22.5,,33.3,,,,37.0,20.0,,8.0,7.1,,0.0,-8.0,,,,,-4.0,,,-2.0,,3.4,-3.4,,-19.9,-2.7,3.2,11.0,-9.0,,-1.5,,9.3,,,,13.0,-4.0,,True,,True,False,,,,,True,,,True,,True,True,,False,True,True,False,False,,True,,False,,,,False,True,
37145,65,50.0,46.6,,47.0,38.0,,,,,61.9,,,35.0,,64.0,77.4,,23.1,59.9,72.9,50.0,3.0,,26.3,,46.9,,,,67.0,51.9,130.4,-15.0,-18.4,,-18.0,-27.0,,,,,-3.1,,,-30.0,,-1.0,12.4,,-41.9,-5.1,7.9,-15.0,-62.0,,-38.7,,-18.1,,,,2.0,-13.1,65.4,False,,False,False,,,,,True,,,False,,True,True,,False,True,True,False,False,,False,,False,,,,True,True,False
37147,526,794.0,785.7,,564.0,152.0,,,,,1053.5,,,418.0,,818.4,540.1,,550.3,587.2,3.2,939.0,862.0,,325.9,,753.8,586.0,,,734.0,740.3,,268.0,259.7,,38.0,-374.0,,,,,527.5,,,-108.0,,292.4,14.1,,24.3,61.2,-522.8,413.0,336.0,,-200.1,,227.8,60.0,,,208.0,214.3,,True,,True,False,,,,,False,,,True,,False,True,,True,True,False,False,False,,True,,True,True,,,True,True,
37149,32,108.0,111.7,,37.0,3.0,,,,,26.3,,,24.0,,140.5,21.1,,59.2,27.4,28.5,44.0,992.0,,8.3,,84.9,,,,212.0,54.5,,76.0,79.7,,5.0,-29.0,,,,,-5.7,,,-8.0,,108.5,-10.9,,27.2,-4.6,-3.5,12.0,960.0,,-23.7,,52.9,,,,180.0,22.5,,False,,True,True,,,,,True,,,True,,False,True,,True,True,True,True,False,,True,,True,,,,False,True,
37151,329,352.0,345.5,,268.0,76.0,,,,,158.7,,,303.0,,395.0,200.1,,255.9,216.0,79.1,479.0,629.0,,146.9,,288.3,375.0,,,420.0,299.2,,23.0,16.5,,-61.0,-253.0,,,,,-170.3,,,-26.0,,66.0,-128.9,,-73.1,-113.0,-249.9,150.0,300.0,,-182.1,,-40.7,46.0,,,91.0,-29.8,,True,,False,False,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,False,False,,,False,False,
37153,151,228.0,226.8,,164.0,181.0,,,,,140.7,,,128.0,,275.9,175.8,,135.0,165.4,65.6,317.0,222.0,,84.4,,191.8,,,,191.0,220.1,,77.0,75.8,,13.0,30.0,,,,,-10.3,,,-23.0,,124.9,24.8,,-16.0,14.4,-85.4,166.0,71.0,,-66.6,,40.8,,,,40.0,69.1,,True,,True,True,,,,,True,,,True,,False,True,,True,True,False,False,True,,True,,True,,,,True,True,
37155,620,532.0,507.9,,478.0,1007.0,,,,,491.1,,,341.0,,566.8,423.0,,485.2,419.1,0.3,670.0,964.0,,290.9,,502.8,484.0,,,409.0,475.9,384.1,-88.0,-112.1,,-142.0,387.0,,,,,-128.9,,,-279.0,,-53.2,-197.0,,-134.8,-200.9,-619.7,50.0,344.0,,-329.1,,-117.2,-136.0,,,-211.0,-144.1,-235.9,False,,False,False,,,,,False,,,False,,True,False,,False,False,False,True,False,,False,,False,False,,,False,False,False
37157,264,222.0,220.3,,172.0,65.0,,,,,282.3,,,80.0,,167.3,247.5,,159.7,213.2,226.0,260.0,34.0,,115.6,,229.8,,,,174.0,193.5,258.2,-42.0,-43.7,,-92.0,-199.0,,,,,18.3,,,-184.0,,-96.7,-16.5,,-104.3,-50.8,-38.0,-4.0,-230.0,,-148.4,,-34.2,,,,-90.0,-70.5,-5.8,False,,False,False,,,,,True,,,False,,False,True,,False,False,True,True,False,,False,,True,,,,False,False,True
37159,356,398.0,405.6,,298.0,90.0,,,,,270.3,,,265.0,,386.4,353.3,,283.4,326.3,196.8,588.0,304.0,,229.3,,338.4,409.0,,,431.0,340.1,88.8,42.0,49.6,,-58.0,-266.0,,,,,-85.7,,,-91.0,,30.4,-2.7,,-72.6,-29.7,-159.2,232.0,-52.0,,-126.7,,-17.6,53.0,,,75.0,-15.9,-267.2,False,,False,False,,,,,False,,,False,,True,True,,False,True,False,False,False,,False,,True,False,,,False,True,False
37161,221,184.0,184.0,,144.0,288.0,,,,,137.1,,,174.0,,140.5,165.1,,97.4,144.1,72.1,255.0,79.0,,70.1,,143.3,,,,143.0,85.2,,-37.0,-37.0,,-77.0,67.0,,,,,-83.9,,,-47.0,,-80.5,-55.9,,-123.6,-76.9,-148.9,34.0,-142.0,,-150.9,,-77.7,,,,-78.0,-135.8,,True,,False,False,,,,,False,,,False,,False,False,,False,False,False,True,False,,False,,False,,,,False,False,
37163,175,946.0,971.0,,260.0,163.0,,,,,158.8,,,260.0,,1107.2,159.8,,868.9,163.5,79.4,1129.0,4319.0,,104.0,,640.3,,,,597.0,257.9,,771.0,796.0,,85.0,-12.0,,,,,-16.2,,,85.0,,932.2,-15.2,,693.9,-11.5,-95.6,954.0,4144.0,,-71.0,,465.3,,,,422.0,82.9,,False,,True,True,,,,,True,,,True,,False,True,,True,True,True,False,False,,True,,True,,,,True,True,
37165,255,494.0,453.3,,374.0,583.0,,,,,241.4,,,71.0,,437.8,112.5,,408.1,337.7,43.3,627.0,479.0,,218.9,,421.5,,,,204.0,423.0,,239.0,198.3,,119.0,328.0,,,,,-13.6,,,-184.0,,182.8,-142.5,,153.1,82.7,-211.7,372.0,224.0,,-36.1,,166.5,,,,-51.0,168.0,,True,,True,False,,,,,True,,,True,,True,True,,True,True,True,False,True,,True,,True,,,,True,True,
37167,252,330.0,322.8,,243.0,482.0,,,,,263.4,,,121.0,,240.9,113.1,,194.7,253.0,189.2,445.0,19.0,,166.8,,293.3,,,,145.0,284.6,,78.0,70.8,,-9.0,230.0,,,,,11.4,,,-131.0,,-11.1,-138.9,,-57.3,1.0,-62.8,193.0,-233.0,,-85.2,,41.3,,,,-107.0,32.6,,True,,True,False,,,,,True,,,False,,True,False,,True,True,True,False,False,,False,,True,,,,False,True,
37169,94,54.0,58.4,,53.0,63.0,,,,,49.8,,,41.0,,58.0,55.5,,38.6,80.0,52.2,82.0,40.0,,32.0,,47.9,,,,43.0,51.1,104.3,-40.0,-35.6,,-41.0,-31.0,,,,,-44.2,,,-53.0,,-36.0,-38.5,,-55.4,-14.0,-41.8,-12.0,-54.0,,-62.0,,-46.1,,,,-51.0,-42.9,10.3,True,,False,True,,,,,False,,,False,,True,True,,False,True,False,True,False,,False,,False,,,,False,False,True
37171,155,90.0,91.4,,73.0,32.0,,,,,92.9,,,118.0,,106.0,97.0,,50.1,73.0,58.7,136.0,238.0,,38.5,,87.4,,,,142.0,64.4,104.1,-65.0,-63.6,,-82.0,-123.0,,,,,-62.1,,,-37.0,,-49.0,-58.0,,-104.9,-82.0,-96.3,-19.0,83.0,,-116.5,,-67.6,,,,-13.0,-90.6,-50.9,True,,False,False,,,,,True,,,True,,True,True,,False,False,False,True,False,,False,,False,,,,True,False,True
37173,31,10.0,12.3,,10.0,0.0,,,,,14.1,,,22.0,,9.1,22.4,,0.4,1.7,10.1,23.0,39.0,,20.9,,8.9,,,,2.0,6.7,35.8,-21.0,-18.7,,-21.0,-31.0,,,,,-16.9,,,-9.0,,-21.9,-8.6,,-30.6,-29.3,-20.9,-8.0,8.0,,-10.1,,-22.1,,,,-29.0,-24.3,4.8,True,,False,False,,,,,True,,,True,,False,True,,False,False,True,True,True,,True,,False,,,,False,False,True
37175,24,56.0,56.3,,52.0,49.0,,,,,31.1,,,52.0,,83.7,38.6,,13.3,37.1,56.9,75.0,32.0,,0.9,,55.4,,,,65.0,45.9,,32.0,32.3,,28.0,25.0,,,,,7.1,,,28.0,,59.7,14.6,,-10.7,13.1,32.9,51.0,8.0,,-23.1,,31.4,,,,41.0,21.9,,False,,True,True,,,,,True,,,True,,False,True,,True,True,False,False,True,,True,,True,,,,False,True,
37177,3,8.0,8.2,,2.0,0.0,,,,,8.0,,,12.0,,11.8,3.8,,1.2,2.2,0.0,19.0,22.0,,0.0,,6.8,,,,11.0,6.4,4.4,5.0,5.2,,-1.0,-3.0,,,,,5.0,,,9.0,,8.8,0.8,,-1.8,-0.8,-3.0,16.0,19.0,,-3.0,,3.8,,,,8.0,3.4,1.4,False,,True,True,,,,,False,,,False,,False,True,,True,True,True,False,False,,True,,True,,,,False,True,True
37179,521,450.0,448.2,,363.0,259.0,,,,,404.2,,,623.0,,481.2,391.5,,292.8,384.4,206.7,521.0,327.0,,305.4,,342.8,391.0,,,431.0,460.2,730.3,-71.0,-72.8,,-158.0,-262.0,,,,,-116.8,,,102.0,,-39.8,-129.5,,-228.2,-136.6,-314.3,0.0,-194.0,,-215.6,,-178.2,-130.0,,,-90.0,-60.8,209.3,False,,False,False,,,,,False,,,False,,True,False,,False,False,False,True,False,,False,,False,False,,,False,True,False
37181,65,50.0,48.4,,47.0,84.0,,,,,84.8,,,61.0,,46.9,89.2,,14.0,49.3,28.6,48.0,0.0,,45.8,,44.3,,,,45.0,60.0,45.7,-15.0,-16.6,,-18.0,19.0,,,,,19.8,,,-4.0,,-18.1,24.2,,-51.0,-15.7,-36.4,-17.0,-65.0,,-19.2,,-20.7,,,,-20.0,-5.0,-19.3,False,,False,False,,,,,False,,,True,,False,False,,False,False,False,False,False,,False,,False,,,,False,True,False
