,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
48127,77,16.0,13.9,,7.0,0.0,,,,,,38.0,,,25.4,,2.0,7.4,0.0,,4.1,,,,,,12.0,22.2,461.7,-61.0,-63.1,,-70.0,-77.0,,,,,,-39.0,,,-51.6,,-75.0,-69.6,-77.0,,-72.9,,,,,,-65.0,-54.8,384.7,False,,False,False,,,,,,True,,,True,,False,False,False,,False,,,,,,False,True,False
48129,17,16.0,13.4,,4.0,0.0,,,,,,15.0,,,3.8,,0.7,1.5,,,10.2,,,,,,4.0,6.6,31.1,-1.0,-3.6,,-13.0,-17.0,,,,,,-2.0,,,-13.2,,-16.3,-15.5,,,-6.8,,,,,,-13.0,-10.4,14.1,False,,False,False,,,,,,False,,,False,,False,False,,,False,,,,,,False,False,False
48131,64,184.0,132.8,,71.0,327.0,,,,,,180.0,,,93.9,,16.2,57.3,0.0,,56.0,,,,,,50.0,50.8,2309.8,120.0,68.8,,7.0,263.0,,,,,,116.0,,,29.9,,-47.8,-6.7,-64.0,,-8.0,,,,,,-14.0,-13.2,2245.8,True,,True,False,,,,,,True,,,True,,True,True,True,,True,,,,,,True,True,False
48133,64,72.0,59.3,,39.0,55.0,,,,,,39.0,,,70.9,,24.0,30.1,61.8,,1.3,,,,,,48.0,14.1,180.2,8.0,-4.7,,-25.0,-9.0,,,,,,-25.0,,,6.9,,-40.0,-33.9,-2.2,,-62.7,,,,,,-16.0,-49.9,116.2,True,,False,False,,,,,,False,,,True,,False,False,True,,False,,,,,,False,False,False
48135,821,404.0,405.7,,277.0,3.0,,,,,,787.0,,,239.8,,204.3,250.8,244.8,,191.5,,252.7,334.0,,,186.0,125.6,735.5,-417.0,-415.3,,-544.0,-818.0,,,,,,-34.0,,,-581.2,,-616.7,-570.2,-576.2,,-629.5,,-568.3,-487.0,,,-635.0,-695.4,-85.5,True,,False,False,,,,,,True,,,False,,False,False,False,,False,,False,False,,,False,False,True
48137,34,0.0,0.0,,0.0,0.0,,,,,,8.0,,,0.8,,,0.0,,,0.2,,,,,,0.0,6.7,42.1,-34.0,-34.0,,-34.0,-34.0,,,,,,-26.0,,,-33.2,,,-34.0,,,-33.8,,,,,,-34.0,-27.3,8.1,False,,False,False,,,,,,True,,,True,,,True,,,True,,,,,,False,True,True
48139,576,440.0,545.9,,254.0,206.0,,,,,,511.0,,,377.3,,74.7,218.9,355.8,,29.9,,273.7,145.0,,,264.0,180.6,16280.2,-136.0,-30.1,,-322.0,-370.0,,,,,,-65.0,,,-198.7,,-501.3,-357.1,-220.2,,-546.1,,-302.3,-431.0,,,-312.0,-395.4,15704.2,True,,False,False,,,,,,True,,,False,,False,False,False,,False,,False,False,,,False,False,False
48141,6394,2836.0,2355.0,2085.9,2042.0,6414.0,,,,,,2207.0,,,1762.1,,1215.6,1998.9,1388.9,,1180.3,,3147.0,1225.0,,,1173.0,2257.4,5449.0,-3558.0,-4039.0,-4308.1,-4352.0,20.0,,,,,,-4187.0,,,-4631.9,,-5178.4,-4395.1,-5005.1,,-5213.7,,-3247.0,-5169.0,,,-5221.0,-4136.6,-945.0,False,False,False,True,,,,,,False,,,False,,False,False,False,,False,,True,False,,,False,False,True
48143,170,152.0,141.2,,113.0,79.0,,,,,,254.0,,,143.0,,36.4,101.5,145.5,,6.4,,,,,,101.0,42.8,301.0,-18.0,-28.8,,-57.0,-91.0,,,,,,84.0,,,-27.0,,-133.6,-68.5,-24.5,,-163.6,,,,,,-69.0,-127.2,131.0,False,,False,False,,,,,,False,,,False,,False,False,False,,False,,,,,,False,False,False
48145,405,48.0,55.5,,29.0,33.0,,,,,,42.0,,,55.4,,9.8,31.9,23.9,,18.4,,,,,,33.0,16.9,814.1,-357.0,-349.5,,-376.0,-372.0,,,,,,-363.0,,,-349.6,,-395.2,-373.1,-381.1,,-386.6,,,,,,-372.0,-388.1,409.1,True,,False,False,,,,,,False,,,True,,False,False,False,,False,,,,,,False,False,False
48147,83,104.0,203.1,,93.0,154.0,,,,,,128.0,,,143.0,,23.1,57.3,89.7,,4.9,,,,,,79.0,46.2,2560.3,21.0,120.1,,10.0,71.0,,,,,,45.0,,,60.0,,-59.9,-25.7,6.7,,-78.1,,,,,,-4.0,-36.8,2477.3,False,,True,False,,,,,,False,,,False,,False,False,True,,False,,,,,,True,False,False
48149,124,148.0,145.5,,40.0,0.0,,,,,,79.0,,,68.0,,38.9,33.1,79.0,,5.4,,,,,,53.0,25.2,184.6,24.0,21.5,,-84.0,-124.0,,,,,,-45.0,,,-56.0,,-85.1,-90.9,-45.0,,-118.6,,,,,,-71.0,-98.8,60.6,True,,False,False,,,,,,False,,,False,,False,False,False,,False,,,,,,False,False,False
48151,13,8.0,6.6,,5.0,2.0,,,,,,7.0,,,6.9,,0.9,0.6,,,7.1,,,,,,7.0,7.4,110.7,-5.0,-6.4,,-8.0,-11.0,,,,,,-6.0,,,-6.1,,-12.1,-12.4,,,-5.9,,,,,,-6.0,-5.6,97.7,False,,False,False,,,,,,False,,,False,,False,False,,,False,,,,,,False,False,False
48153,16,4.0,3.9,,4.0,0.0,,,,,,11.0,,,9.8,,16.9,0.5,10.5,,14.3,,,,,,1.0,10.2,222.4,-12.0,-12.1,,-12.0,-16.0,,,,,,-5.0,,,-6.2,,0.9,-15.5,-5.5,,-1.7,,,,,,-15.0,-5.8,206.4,False,,False,False,,,,,,True,,,True,,True,False,True,,True,,,,,,False,True,False
48155,14,8.0,8.5,,2.0,0.0,,,,,,4.0,,,3.2,,,0.5,,,2.1,,,,,,4.0,5.6,84.7,-6.0,-5.5,,-12.0,-14.0,,,,,,-10.0,,,-10.8,,,-13.5,,,-11.9,,,,,,-10.0,-8.4,70.7,True,,False,False,,,,,,False,,,False,,,False,,,False,,,,,,False,False,False
48157,1457,1116.0,1525.1,1031.7,1097.0,501.0,,,,,,2661.0,,,809.1,,1128.5,757.3,1735.4,,742.2,,2073.8,467.0,,,674.0,140.5,17108.3,-341.0,68.1,-425.3,-360.0,-956.0,,,,,,1204.0,,,-647.9,,-328.5,-699.7,278.4,,-714.8,,616.8,-990.0,,,-783.0,-1316.5,15651.3,True,False,False,False,,,,,,False,,,False,,True,False,True,,False,,False,False,,,False,False,False
48159,40,24.0,22.0,,20.0,21.0,,,,,,31.0,,,27.0,,6.0,10.7,25.1,,5.1,,,,,,18.0,14.4,68.9,-16.0,-18.0,,-20.0,-19.0,,,,,,-9.0,,,-13.0,,-34.0,-29.3,-14.9,,-34.9,,,,,,-22.0,-25.6,28.9,False,,False,False,,,,,,True,,,True,,False,False,True,,False,,,,,,False,False,False
48161,43,28.0,5.8,,13.0,33.0,,,,,,96.0,,,35.1,,8.1,28.1,0.9,,12.8,,,,,,15.0,19.0,475.6,-15.0,-37.2,,-30.0,-10.0,,,,,,53.0,,,-7.9,,-34.9,-14.9,-42.1,,-30.2,,,,,,-28.0,-24.0,432.6,False,,False,True,,,,,,False,,,True,,False,True,False,,False,,,,,,False,False,False
48163,334,80.0,63.4,,38.0,36.0,,,,,,236.0,,,48.3,,47.8,35.4,0.0,,22.9,,,,,,16.0,42.1,217.1,-254.0,-270.6,,-296.0,-298.0,,,,,,-98.0,,,-285.7,,-286.2,-298.6,-334.0,,-311.1,,,,,,-318.0,-291.9,-116.9,False,,False,False,,,,,,True,,,False,,False,False,False,,False,,,,,,False,False,True
48165,134,44.0,40.9,,29.0,3.0,,,,,,320.0,,,73.5,,6.4,28.3,5.6,,0.0,,,,,,45.0,34.4,163.3,-90.0,-93.1,,-105.0,-131.0,,,,,,186.0,,,-60.5,,-127.6,-105.7,-128.4,,-134.0,,,,,,-89.0,-99.6,29.3,False,,False,False,,,,,,False,,,True,,False,False,False,,False,,,,,,True,False,True
48167,621,1888.0,1982.0,1300.9,1307.0,9524.0,,,,,,1853.0,,,669.0,,1113.8,1046.8,268.5,,172.0,,1320.6,1534.0,,,416.0,121.2,28175.3,1267.0,1361.0,679.9,686.0,8903.0,,,,,,1232.0,,,48.0,,492.8,425.8,-352.5,,-449.0,,699.6,913.0,,,-205.0,-499.8,27554.3,False,True,True,False,,,,,,True,,,True,,True,True,True,,True,,True,True,,,True,True,False
48169,7,0.0,0.1,,0.0,0.0,,,,,,25.0,,,5.3,,22.1,0.2,0.0,,5.3,,,,,,0.0,7.4,202.6,-7.0,-6.9,,-7.0,-7.0,,,,,,18.0,,,-1.7,,15.1,-6.8,-7.0,,-1.7,,,,,,-7.0,0.4,195.6,True,,False,False,,,,,,False,,,True,,False,True,True,,True,,,,,,False,True,False
48171,129,20.0,23.2,,12.0,0.0,,,,,,31.0,,,39.0,,4.7,11.3,31.5,,9.5,,,,,,15.0,12.7,54.4,-109.0,-105.8,,-117.0,-129.0,,,,,,-98.0,,,-90.0,,-124.3,-117.7,-97.5,,-119.5,,,,,,-114.0,-116.3,-74.6,True,,False,False,,,,,,True,,,True,,False,False,True,,False,,,,,,False,False,True
48173,4,0.0,0.0,,0.0,0.0,,,,,,5.0,,,0.0,,0.0,0.0,,,0.0,,,,,,0.0,5.7,162.3,-4.0,-4.0,,-4.0,-4.0,,,,,,1.0,,,-4.0,,-4.0,-4.0,,,-4.0,,,,,,-4.0,1.7,158.3,False,,False,False,,,,,,True,,,True,,True,True,,,False,,,,,,False,True,False
48175,28,32.0,46.6,,4.0,0.0,,,,,,48.0,,,7.1,,0.3,2.9,0.0,,8.9,,,,,,10.0,14.2,196.1,4.0,18.6,,-24.0,-28.0,,,,,,20.0,,,-20.9,,-27.7,-25.1,-28.0,,-19.1,,,,,,-18.0,-13.8,168.1,False,,False,False,,,,,,False,,,False,,False,False,False,,False,,,,,,False,False,False
48177,256,12.0,20.4,,8.0,5.0,,,,,,122.0,,,24.2,,0.3,11.0,0.1,,6.6,,,,,,3.0,31.5,69.7,-244.0,-235.6,,-248.0,-251.0,,,,,,-134.0,,,-231.8,,-255.7,-245.0,-255.9,,-249.4,,,,,,-253.0,-224.5,-186.3,True,,False,False,,,,,,True,,,True,,False,False,False,,False,,,,,,False,True,True
48179,102,32.0,28.5,,23.0,0.0,,,,,,286.0,,,48.7,,5.5,23.3,37.5,,7.0,,,,,,20.0,10.1,98.9,-70.0,-73.5,,-79.0,-102.0,,,,,,184.0,,,-53.3,,-96.5,-78.7,-64.5,,-95.0,,,,,,-82.0,-91.9,-3.1,False,,False,False,,,,,,False,,,True,,False,False,True,,False,,,,,,False,False,True
48181,541,36.0,7.7,,48.0,102.0,,,,,,463.0,,,48.8,,5.2,66.9,411.4,,79.9,,63.3,24.0,,,157.0,181.4,1650.9,-505.0,-533.3,,-493.0,-439.0,,,,,,-78.0,,,-492.2,,-535.8,-474.1,-129.6,,-461.1,,-477.7,-517.0,,,-384.0,-359.6,1109.9,False,,True,True,,,,,,True,,,True,,False,True,True,,True,,True,False,,,True,True,False
48183,334,208.0,167.9,,162.0,157.0,,,,,,535.0,,,375.4,,70.2,133.2,299.1,,64.9,,130.9,,,,159.0,110.4,544.4,-126.0,-166.1,,-172.0,-177.0,,,,,,201.0,,,41.4,,-263.8,-200.8,-34.9,,-269.1,,-203.1,,,,-175.0,-223.6,210.4,False,,False,False,,,,,,False,,,True,,False,False,True,,False,,False,,,,False,False,False
48185,74,228.0,223.8,,72.0,33.0,,,,,,150.0,,,29.9,,72.9,96.2,7.4,,55.9,,,,,,28.0,35.8,1564.5,154.0,149.8,,-2.0,-41.0,,,,,,76.0,,,-44.1,,-1.1,22.2,-66.6,,-18.1,,,,,,-46.0,-38.2,1490.5,True,,True,True,,,,,,True,,,True,,True,True,True,,True,,,,,,True,True,False
48187,1818,152.0,157.9,,92.0,12.0,,,,,,428.0,,,99.2,,95.8,65.6,90.2,,36.5,,102.7,37.0,,,70.0,29.6,3201.5,-1666.0,-1660.1,,-1726.0,-1806.0,,,,,,-1390.0,,,-1718.8,,-1722.2,-1752.4,-1727.8,,-1781.5,,-1715.3,-1781.0,,,-1748.0,-1788.4,1383.5,True,,False,False,,,,,,True,,,False,,False,False,False,,False,,False,False,,,False,False,True
48189,336,116.0,136.4,,62.0,0.0,,,,,,148.0,,,104.1,,34.7,65.8,1.4,,7.4,,211.3,,,,0.0,40.9,354.0,-220.0,-199.6,,-274.0,-336.0,,,,,,-188.0,,,-231.9,,-301.3,-270.2,-334.6,,-328.6,,-124.7,,,,-336.0,-295.1,18.0,True,,False,False,,,,,,True,,,False,,False,False,False,,False,,True,,,,False,False,True
48191,16,12.0,13.5,,2.0,0.0,,,,,,14.0,,,2.5,,0.1,0.7,,,3.4,,,,,,4.0,7.3,50.2,-4.0,-2.5,,-14.0,-16.0,,,,,,-2.0,,,-13.5,,-15.9,-15.3,,,-12.6,,,,,,-12.0,-8.7,34.2,True,,False,False,,,,,,True,,,False,,False,False,,,False,,,,,,False,False,False
48193,62,12.0,11.5,,10.0,0.0,,,,,,29.0,,,18.6,,0.1,1.8,15.7,,12.6,,,,,,8.0,13.2,74.7,-50.0,-50.5,,-52.0,-62.0,,,,,,-33.0,,,-43.4,,-61.9,-60.2,-46.3,,-49.4,,,,,,-54.0,-48.8,12.7,False,,False,False,,,,,,True,,,True,,False,False,True,,True,,,,,,False,True,True
48195,73,12.0,14.7,,6.0,0.0,,,,,,32.0,,,15.0,,0.3,1.3,0.0,,9.3,,,,,,8.0,10.9,96.4,-61.0,-58.3,,-67.0,-73.0,,,,,,-41.0,,,-58.0,,-72.7,-71.7,-73.0,,-63.7,,,,,,-65.0,-62.1,23.4,True,,False,False,,,,,,True,,,True,,False,False,False,,False,,,,,,False,False,True
48197,21,8.0,10.0,,4.0,0.0,,,,,,9.0,,,4.9,,0.2,0.5,,,6.4,,,,,,3.0,7.6,67.5,-13.0,-11.0,,-17.0,-21.0,,,,,,-12.0,,,-16.1,,-20.8,-20.5,,,-14.6,,,,,,-18.0,-13.4,46.5,True,,False,False,,,,,,True,,,False,,False,False,,,False,,,,,,False,False,False
48199,125,212.0,309.7,,156.0,78.0,,,,,,219.0,,,69.5,,131.5,109.6,158.7,,87.1,,191.6,,,,52.0,19.5,456.2,87.0,184.7,,31.0,-47.0,,,,,,94.0,,,-55.5,,6.5,-15.4,33.7,,-37.9,,66.6,,,,-73.0,-105.5,331.2,False,,True,True,,,,,,False,,,True,,True,True,True,,True,,True,,,,True,False,False
48201,35477,17548.0,17134.5,11224.1,14740.0,41445.0,,,,,,19020.0,,,12698.8,,16771.7,16031.1,3298.0,,14056.1,,11198.1,10797.0,,,9421.0,12246.1,70745.7,-17929.0,-18342.5,-24252.9,-20737.0,5968.0,,,,,,-16457.0,,,-22778.2,,-18705.3,-19445.9,-32179.0,,-21420.9,,-24278.9,-24680.0,,,-26056.0,-23230.9,35268.7,False,False,False,True,,,,,,True,,,False,,False,False,False,,False,,False,False,,,False,False,False
48203,114,88.0,94.7,,75.0,79.0,,,,,,238.0,,,145.3,,17.8,70.9,65.5,,2.9,,,,,,58.0,30.3,178.8,-26.0,-19.3,,-39.0,-35.0,,,,,,124.0,,,31.3,,-96.2,-43.1,-48.5,,-111.1,,,,,,-56.0,-83.7,64.8,True,,False,False,,,,,,False,,,False,,False,False,False,,False,,,,,,False,False,False
48205,47,8.0,8.7,,4.0,0.0,,,,,,35.0,,,12.2,,0.7,1.8,0.0,,23.9,,,,,,6.0,9.3,36.2,-39.0,-38.3,,-43.0,-47.0,,,,,,-12.0,,,-34.8,,-46.3,-45.2,-47.0,,-23.1,,,,,,-41.0,-37.7,-10.8,True,,False,False,,,,,,True,,,True,,False,False,False,,True,,,,,,False,True,True
48207,14,12.0,5.1,,3.0,0.0,,,,,,21.0,,,17.0,,0.6,1.3,,,1.7,,,,,,7.0,8.0,38.9,-2.0,-8.9,,-11.0,-14.0,,,,,,7.0,,,3.0,,-13.4,-12.7,,,-12.3,,,,,,-7.0,-6.0,24.9,False,,False,False,,,,,,False,,,False,,False,False,,,False,,,,,,False,False,False
48209,439,508.0,491.1,,288.0,,,,,,,730.0,,,283.5,,285.4,307.3,172.0,,0.4,,346.7,162.0,,,190.0,23.4,3512.7,69.0,52.1,,-151.0,,,,,,,291.0,,,-155.5,,-153.6,-131.7,-267.0,,-438.6,,-92.3,-277.0,,,-249.0,-415.6,3073.7,True,,False,,,,,,,False,,,False,,False,False,False,,False,,False,False,,,False,False,False
48211,26,28.0,31.9,,10.0,0.0,,,,,,24.0,,,11.9,,2.0,12.7,,,5.5,,,,,,17.0,15.1,56.7,2.0,5.9,,-16.0,-26.0,,,,,,-2.0,,,-14.1,,-24.0,-13.3,,,-20.5,,,,,,-9.0,-10.9,30.7,False,,False,False,,,,,,False,,,False,,False,False,,,False,,,,,,False,False,False
48213,186,168.0,181.4,,168.0,230.0,,,,,,266.0,,,217.6,,55.4,105.4,187.3,,4.6,,,,,,128.0,45.8,1641.7,-18.0,-4.6,,-18.0,44.0,,,,,,80.0,,,31.6,,-130.6,-80.6,1.3,,-181.4,,,,,,-58.0,-140.2,1455.7,True,,False,False,,,,,,False,,,False,,False,False,True,,False,,,,,,False,False,False
48215,4017,3864.0,4263.1,2882.1,2423.0,179.0,,,,,,8263.0,,,2637.6,,1607.9,2014.8,93.5,,2612.2,,3502.5,2146.0,,,1052.0,4958.0,6209.5,-153.0,246.1,-1134.9,-1594.0,-3838.0,,,,,,4246.0,,,-1379.4,,-2409.1,-2002.2,-3923.5,,-1404.8,,-514.5,-1871.0,,,-2965.0,941.0,2192.5,False,False,False,False,,,,,,False,,,False,,False,False,False,,False,,False,False,,,False,False,False
48217,263,300.0,326.3,,85.0,1.0,,,,,,73.0,,,90.4,,202.8,86.0,67.9,,39.5,,,,,,134.0,25.9,2338.3,37.0,63.3,,-178.0,-262.0,,,,,,-190.0,,,-172.6,,-60.2,-177.0,-195.1,,-223.5,,,,,,-129.0,-237.1,2075.3,False,,False,False,,,,,,False,,,False,,False,False,False,,False,,,,,,False,False,False
48219,114,64.0,61.3,,45.0,94.0,,,,,,25.0,,,62.7,,11.7,44.2,70.9,,8.6,,,,,,54.0,22.9,738.8,-50.0,-52.7,,-69.0,-20.0,,,,,,-89.0,,,-51.3,,-102.3,-69.8,-43.1,,-105.4,,,,,,-60.0,-91.1,624.8,False,,False,True,,,,,,False,,,False,,False,False,True,,False,,,,,,False,False,False
48221,195,180.0,180.4,,89.0,19.0,,,,,,112.0,,,205.0,,47.8,89.3,203.3,,49.7,,,,,,115.0,68.3,438.4,-15.0,-14.6,,-106.0,-176.0,,,,,,-83.0,,,10.0,,-147.2,-105.7,8.3,,-145.3,,,,,,-80.0,-126.7,243.4,True,,False,False,,,,,,False,,,True,,False,False,True,,False,,,,,,False,False,False
48223,136,124.0,133.8,,96.0,107.0,,,,,,113.0,,,109.4,,71.1,53.6,86.7,,21.7,,,,,,76.0,23.1,316.7,-12.0,-2.2,,-40.0,-29.0,,,,,,-23.0,,,-26.6,,-64.9,-82.4,-49.3,,-114.3,,,,,,-60.0,-112.9,180.7,True,,False,False,,,,,,False,,,False,,False,False,False,,False,,,,,,False,False,False
48225,39,40.0,154.3,,21.0,173.0,,,,,,104.0,,,45.4,,5.2,24.3,0.0,,0.3,,,,,,2.0,38.0,310.7,1.0,115.3,,-18.0,134.0,,,,,,65.0,,,6.4,,-33.8,-14.7,-39.0,,-38.7,,,,,,-37.0,-1.0,271.7,False,,False,False,,,,,,False,,,False,,False,False,False,,False,,,,,,False,False,False
48227,578,168.0,181.9,,117.0,948.0,,,,,,88.0,,,201.0,,119.1,87.2,79.0,,66.7,,,,,,304.0,44.2,651.7,-410.0,-396.1,,-461.0,370.0,,,,,,-490.0,,,-377.0,,-458.9,-490.8,-499.0,,-511.3,,,,,,-274.0,-533.8,73.7,True,,False,True,,,,,,False,,,True,,False,False,False,,False,,,,,,True,False,True
48229,22,8.0,5.5,,3.0,0.0,,,,,,23.0,,,7.7,,0.9,0.7,,,4.8,,,,,,7.0,7.3,500.9,-14.0,-16.5,,-19.0,-22.0,,,,,,1.0,,,-14.3,,-21.1,-21.3,,,-17.2,,,,,,-15.0,-14.7,478.9,False,,False,False,,,,,,True,,,False,,False,False,,,False,,,,,,False,False,False
48231,255,216.0,216.4,,131.0,69.0,,,,,,413.0,,,128.4,,31.1,124.6,159.9,,0.2,,139.6,,,,137.0,117.3,1413.7,-39.0,-38.6,,-124.0,-186.0,,,,,,158.0,,,-126.6,,-223.9,-130.4,-95.1,,-254.8,,-115.4,,,,-118.0,-137.7,1158.7,True,,False,False,,,,,,False,,,False,,False,False,False,,False,,False,,,,False,False,False
48233,97,40.0,42.1,,28.0,27.0,,,,,,129.0,,,60.5,,9.1,27.2,44.0,,12.2,,,,,,29.0,17.3,115.5,-57.0,-54.9,,-69.0,-70.0,,,,,,32.0,,,-36.5,,-87.9,-69.8,-53.0,,-84.8,,,,,,-68.0,-79.7,18.5,True,,False,False,,,,,,True,,,True,,False,False,True,,False,,,,,,False,False,True
48235,3,0.0,0.1,,0.0,0.0,,,,,,4.0,,,0.3,,0.1,0.0,,,0.0,,,,,,0.0,6.0,79.9,-3.0,-2.9,,-3.0,-3.0,,,,,,1.0,,,-2.7,,-2.9,-3.0,,,-3.0,,,,,,-3.0,3.0,76.9,True,,False,False,,,,,,True,,,True,,True,True,,,False,,,,,,False,True,False
48237,21,4.0,7.5,,8.0,7.0,,,,,,37.0,,,26.8,,0.0,3.0,19.9,,28.5,,,,,,8.0,22.0,60.3,-17.0,-13.5,,-13.0,-14.0,,,,,,16.0,,,5.8,,-21.0,-18.0,-1.1,,7.5,,,,,,-13.0,1.0,39.3,True,,True,True,,,,,,True,,,True,,False,False,True,,True,,,,,,True,True,False
48239,118,52.0,35.4,,12.0,0.0,,,,,,123.0,,,37.2,,6.9,23.9,0.0,,6.7,,,,,,10.0,25.2,123.6,-66.0,-82.6,,-106.0,-118.0,,,,,,5.0,,,-80.8,,-111.1,-94.1,-118.0,,-111.2,,,,,,-108.0,-92.8,5.6,False,,False,False,,,,,,True,,,False,,False,False,False,,False,,,,,,False,False,True
48241,89,0.0,2.8,,2.0,0.0,,,,,,122.0,,,26.1,,0.0,6.5,74.7,,2.4,,,,,,14.0,21.3,34.8,-89.0,-86.2,,-87.0,-89.0,,,,,,33.0,,,-62.9,,-89.0,-82.5,-14.3,,-86.6,,,,,,-75.0,-67.7,-54.2,True,,True,False,,,,,,True,,,True,,True,True,True,,True,,,,,,True,True,True
48243,0,0.0,1.1,,0.0,0.0,,,,,,4.0,,,0.5,,,0.2,,,0.9,,,,,,7.0,5.8,65.9,0.0,1.1,,0.0,0.0,,,,,,4.0,,,0.5,,,0.2,,,0.9,,,,,,7.0,5.8,65.9,False,,True,True,,,,,,False,,,False,,,False,,,False,,,,,,False,False,False
48245,824,716.0,729.6,645.0,519.0,157.0,,,,,,1595.0,,,357.0,,479.8,525.6,51.3,,12.5,,533.7,1899.0,,,268.0,49.2,1946.5,-108.0,-94.4,-179.0,-305.0,-667.0,,,,,,771.0,,,-467.0,,-344.2,-298.4,-772.7,,-811.5,,-290.3,1075.0,,,-556.0,-774.8,1122.5,True,False,False,False,,,,,,False,,,False,,False,False,False,,False,,False,False,,,False,False,False
48247,52,68.0,73.4,,28.0,34.0,,,,,,571.0,,,14.1,,2.9,11.0,,,20.8,,,,,,23.0,9.2,659.0,16.0,21.4,,-24.0,-18.0,,,,,,519.0,,,-37.9,,-49.1,-41.0,,,-31.2,,,,,,-29.0,-42.8,607.0,False,,False,False,,,,,,False,,,False,,False,False,,,False,,,,,,False,False,False
48249,185,228.0,208.8,,208.0,375.0,,,,,,878.0,,,211.4,,44.8,117.0,183.4,,36.9,,234.7,,,,164.0,252.1,3124.2,43.0,23.8,,23.0,190.0,,,,,,693.0,,,26.4,,-140.2,-68.0,-1.6,,-148.1,,49.7,,,,-21.0,67.1,2939.2,True,,True,False,,,,,,False,,,True,,False,False,True,,False,,False,,,,True,False,False
48251,614,304.0,317.5,,235.0,47.0,,,,,,469.0,,,406.8,,57.9,179.5,317.8,,93.3,,282.3,103.0,,,219.0,82.4,5961.7,-310.0,-296.5,,-379.0,-567.0,,,,,,-145.0,,,-207.2,,-556.1,-434.5,-296.2,,-520.7,,-331.7,-511.0,,,-395.0,-531.6,5347.7,True,,False,False,,,,,,True,,,True,,False,False,True,,False,,False,False,,,False,False,False
48253,46,0.0,0.0,,0.0,0.0,,,,,,62.0,,,22.6,,13.4,1.1,0.1,,3.4,,,,,,0.0,9.9,57.9,-46.0,-46.0,,-46.0,-46.0,,,,,,16.0,,,-23.4,,-32.6,-44.9,-45.9,,-42.6,,,,,,-46.0,-36.1,11.9,False,,False,False,,,,,,True,,,True,,True,True,True,,True,,,,,,False,True,True
48255,203,8.0,4.3,,10.0,18.0,,,,,,221.0,,,36.5,,0.6,14.5,0.0,,119.5,,,,,,1.0,22.1,71.4,-195.0,-198.7,,-193.0,-185.0,,,,,,18.0,,,-166.5,,-202.4,-188.5,-203.0,,-83.5,,,,,,-202.0,-180.9,-131.6,False,,True,True,,,,,,True,,,True,,False,True,False,,True,,,,,,False,True,True
48257,359,280.0,341.7,,184.0,38.0,,,,,,429.0,,,274.3,,36.7,142.2,278.2,,44.2,,279.3,81.0,,,162.0,89.5,9026.2,-79.0,-17.3,,-175.0,-321.0,,,,,,70.0,,,-84.7,,-322.3,-216.8,-80.8,,-314.8,,-79.7,-278.0,,,-197.0,-269.5,8667.2,True,,False,False,,,,,,True,,,False,,False,False,False,,False,,False,False,,,False,False,False
