,mean_rank
COVIDhub-baseline,4.0
IowaStateLW-STEM,4.1
JHU_IDD-CovidSP,4.1
UCLA-SuEIR,4.4
USC-SI_kJalpha,4.9
MITCovAlliance-SIR,5.4
CU-select,5.7
RobertWalraven-ESG,6.1
LANL-GrowthRate,6.3
