,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
05003,82,5.0,0.0,,,,,81.0,,40.2,,1.7,0.1,,2.4,91.2,,,-77.0,-82.0,,,,,-1.0,,-41.8,,-80.3,-81.9,,-79.6,9.2,,,False,,,,,True,,True,,False,False,,False,True,,
05005,312,75.0,89.0,,,,,160.0,,123.9,,12.0,141.1,,23.3,110.1,,,-237.0,-223.0,,,,,-152.0,,-188.1,,-300.0,-170.9,,-288.7,-201.9,,,True,,,,,True,,True,,False,True,,False,True,,
05007,1571,1430.0,1908.0,,,,,1972.0,,349.5,,656.1,215.7,,842.7,1165.3,,,-141.0,337.0,,,,,401.0,,-1221.5,,-914.9,-1355.3,,-728.3,-405.7,,,False,,,,,False,,False,,False,False,,False,False,,
05009,478,385.0,983.0,,,,,323.0,,266.8,,136.2,218.0,,91.1,262.7,,,-93.0,505.0,,,,,-155.0,,-211.2,,-341.8,-260.0,,-386.9,-215.3,,,False,,,,,False,,False,,False,False,,False,False,,
05011,45,70.0,71.0,,,,,55.0,,66.2,,32.8,0.0,,82.2,110.5,,,25.0,26.0,,,,,10.0,,21.2,,-12.2,-45.0,,37.2,65.5,,,False,,,,,True,,True,,True,False,,False,False,,
05013,15,0.0,0.0,,,,,5.0,,4.7,,,,,13.8,,,,-15.0,-15.0,,,,,-10.0,,-10.3,,,,,-1.2,,,,False,,,,,True,,True,,,,,True,,,
05015,360,135.0,158.0,,,,,237.0,,67.9,,93.7,0.1,,79.2,73.2,,,-225.0,-202.0,,,,,-123.0,,-292.1,,-266.3,-359.9,,-280.8,-286.8,,,True,,,,,True,,False,,False,False,,False,False,,
05017,49,55.0,11.0,,,,,79.0,,37.3,,3.0,0.9,,22.8,233.1,,,6.0,-38.0,,,,,30.0,,-11.7,,-46.0,-48.1,,-26.2,184.1,,,False,,,,,False,,False,,False,False,,False,False,,
05019,167,145.0,170.0,,,,,112.0,,96.1,,59.1,63.0,,166.8,122.2,,,-22.0,3.0,,,,,-55.0,,-70.9,,-107.9,-104.0,,-0.2,-44.8,,,True,,,,,False,,False,,False,False,,True,False,,
05021,173,140.0,129.0,,,,,109.0,,95.0,,128.5,61.5,,93.2,111.9,,,-33.0,-44.0,,,,,-64.0,,-78.0,,-44.5,-111.5,,-79.8,-61.1,,,False,,,,,False,,False,,False,False,,False,False,,
05023,125,40.0,38.0,,,,,175.0,,45.4,,15.9,63.4,,1.3,22.9,,,-85.0,-87.0,,,,,50.0,,-79.6,,-109.1,-61.6,,-123.7,-102.1,,,False,,,,,True,,True,,False,True,,False,False,,
05025,55,30.0,2.0,,,,,20.0,,33.5,,4.1,8.2,,5.5,46.5,,,-25.0,-53.0,,,,,-35.0,,-21.5,,-50.9,-46.8,,-49.5,-8.5,,,False,,,,,False,,True,,False,False,,False,True,,
05027,295,120.0,92.0,,,,,93.0,,142.7,,54.7,0.0,,65.8,88.4,,,-175.0,-203.0,,,,,-202.0,,-152.3,,-240.3,-295.0,,-229.2,-206.6,,,False,,,,,False,,True,,False,False,,False,False,,
05029,91,75.0,68.0,,,,,242.0,,76.0,,19.8,82.4,,43.1,49.5,,,-16.0,-23.0,,,,,151.0,,-15.0,,-71.2,-8.6,,-47.9,-41.5,,,False,,,,,False,,True,,False,True,,False,False,,
05031,1576,965.0,1201.0,,,,,1237.0,,644.1,,532.9,455.4,,870.4,571.7,,,-611.0,-375.0,,,,,-339.0,,-931.9,,-1043.1,-1120.6,,-705.6,-1004.3,,,True,,,,,True,,False,,False,False,,False,False,,
05033,733,305.0,167.0,,,,,586.0,,267.5,,185.7,321.7,,199.2,221.9,,,-428.0,-566.0,,,,,-147.0,,-465.5,,-547.3,-411.3,,-533.8,-511.1,,,False,,,,,True,,False,,False,True,,False,False,,
05035,356,340.0,194.0,,,,,430.0,,213.8,,161.1,7.5,,133.5,425.9,,,-16.0,-162.0,,,,,74.0,,-142.2,,-194.9,-348.5,,-222.5,69.9,,,False,,,,,False,,False,,False,False,,False,False,,
05037,197,185.0,193.0,,,,,158.0,,101.5,,40.6,63.2,,42.2,158.1,,,-12.0,-4.0,,,,,-39.0,,-95.5,,-156.4,-133.8,,-154.8,-38.9,,,True,,,,,False,,False,,False,False,,False,False,,
05039,41,100.0,134.0,,,,,20.0,,52.1,,11.2,0.0,,42.0,49.4,,,59.0,93.0,,,,,-21.0,,11.1,,-29.8,-41.0,,1.0,8.4,,,False,,,,,True,,True,,True,True,,True,True,,
05041,92,75.0,64.0,,,,,64.0,,55.2,,14.3,0.0,,37.8,47.6,,,-17.0,-28.0,,,,,-28.0,,-36.8,,-77.7,-92.0,,-54.2,-44.4,,,False,,,,,False,,False,,False,False,,False,False,,
05043,65,35.0,7.0,,,,,118.0,,67.1,,35.7,0.0,,3.0,63.0,,,-30.0,-58.0,,,,,53.0,,2.1,,-29.3,-65.0,,-62.0,-2.0,,,False,,,,,False,,True,,True,False,,False,True,,
05045,1130,605.0,414.0,,,,,961.0,,579.2,,418.6,355.2,,354.1,312.6,,,-525.0,-716.0,,,,,-169.0,,-550.8,,-711.4,-774.8,,-775.9,-817.4,,,False,,,,,True,,False,,False,False,,False,False,,
05047,211,110.0,98.0,,,,,166.0,,118.5,,86.7,57.8,,13.8,64.3,,,-101.0,-113.0,,,,,-45.0,,-92.5,,-124.3,-153.2,,-197.2,-146.7,,,False,,,,,True,,True,,False,False,,False,False,,
05049,136,85.0,83.0,,,,,42.0,,79.1,,8.2,,,40.6,120.2,,,-51.0,-53.0,,,,,-94.0,,-56.9,,-127.8,,,-95.4,-15.8,,,False,,,,,False,,False,,False,,,False,True,,
05051,592,505.0,470.0,,,,,625.0,,612.9,,402.2,378.5,,322.8,326.4,,,-87.0,-122.0,,,,,33.0,,20.9,,-189.8,-213.5,,-269.2,-265.6,,,False,,,,,True,,True,,False,False,,False,False,,
05053,102,95.0,161.0,,,,,62.0,,81.0,,28.7,90.0,,24.9,49.8,,,-7.0,59.0,,,,,-40.0,,-21.0,,-73.3,-12.0,,-77.1,-52.2,,,False,,,,,False,,False,,False,False,,False,False,,
05055,417,175.0,284.0,,,,,364.0,,239.8,,118.8,167.7,,95.4,186.6,,,-242.0,-133.0,,,,,-53.0,,-177.2,,-298.2,-249.3,,-321.6,-230.4,,,True,,,,,True,,True,,False,False,,False,True,,
05057,115,30.0,15.0,,,,,75.0,,66.8,,2.5,0.3,,21.4,108.5,,,-85.0,-100.0,,,,,-40.0,,-48.2,,-112.5,-114.7,,-93.7,-6.5,,,False,,,,,True,,True,,False,False,,False,True,,
05059,303,140.0,272.0,,,,,202.0,,158.9,,81.9,7.3,,213.7,53.5,,,-163.0,-31.0,,,,,-101.0,,-144.1,,-221.1,-295.7,,-89.3,-249.5,,,True,,,,,True,,True,,False,False,,True,False,,
05061,81,70.0,39.0,,,,,58.0,,56.0,,12.9,0.7,,50.2,52.2,,,-11.0,-42.0,,,,,-23.0,,-25.0,,-68.1,-80.3,,-30.8,-28.8,,,False,,,,,False,,False,,False,False,,False,False,,
05063,490,255.0,261.0,,,,,387.0,,345.7,,111.0,166.8,,47.9,437.5,,,-235.0,-229.0,,,,,-103.0,,-144.3,,-379.0,-323.2,,-442.1,-52.5,,,True,,,,,True,,True,,False,False,,False,True,,
05065,237,55.0,103.0,,,,,86.0,,83.1,,7.3,27.6,,21.0,65.9,,,-182.0,-134.0,,,,,-151.0,,-153.9,,-229.7,-209.4,,-216.0,-171.1,,,True,,,,,True,,True,,False,False,,False,True,,
05067,307,60.0,6.0,,,,,177.0,,92.6,,28.8,0.4,,6.7,78.0,,,-247.0,-301.0,,,,,-130.0,,-214.4,,-278.2,-306.6,,-300.3,-229.0,,,False,,,,,True,,True,,False,False,,False,True,,
05069,1488,795.0,695.0,,,,,445.0,,569.4,,902.0,9.9,,728.0,725.9,,,-693.0,-793.0,,,,,-1043.0,,-918.6,,-586.0,-1478.1,,-760.0,-762.1,,,False,,,,,False,,False,,True,False,,False,False,,
05071,132,120.0,107.0,,,,,350.0,,69.2,,34.0,3.1,,45.7,76.3,,,-12.0,-25.0,,,,,218.0,,-62.8,,-98.0,-128.9,,-86.3,-55.7,,,False,,,,,False,,False,,False,False,,False,False,,
05073,60,40.0,6.0,,,,,10.0,,21.9,,7.5,,,5.5,29.4,,,-20.0,-54.0,,,,,-50.0,,-38.1,,-52.5,,,-54.5,-30.6,,,False,,,,,False,,False,,False,,,False,False,,
05075,320,75.0,35.0,,,,,112.0,,81.3,,21.2,52.5,,29.4,74.8,,,-245.0,-285.0,,,,,-208.0,,-238.7,,-298.8,-267.5,,-290.6,-245.2,,,False,,,,,True,,True,,False,False,,False,False,,
05077,81,45.0,0.0,,,,,64.0,,16.9,,10.0,1.6,,22.2,59.0,,,-36.0,-81.0,,,,,-17.0,,-64.1,,-71.0,-79.4,,-58.8,-22.0,,,False,,,,,True,,False,,False,False,,False,True,,
05079,387,920.0,,,,,,160.0,,142.1,,317.2,3.1,,508.8,649.2,,,533.0,,,,,,-227.0,,-244.9,,-69.8,-383.9,,121.8,262.2,,,,,,,,True,,True,,True,True,,True,True,,
05081,93,120.0,73.0,,,,,39.0,,148.2,,76.5,0.0,,18.9,154.6,,,27.0,-20.0,,,,,-54.0,,55.2,,-16.5,-93.0,,-74.1,61.6,,,True,,,,,False,,False,,True,False,,False,False,,
05083,128,25.0,1.0,,,,,191.0,,71.5,,5.1,14.7,,32.5,197.9,,,-103.0,-127.0,,,,,63.0,,-56.5,,-122.9,-113.3,,-95.5,69.9,,,False,,,,,True,,True,,False,False,,True,True,,
05085,632,310.0,351.0,,,,,427.0,,364.1,,153.9,318.6,,269.0,258.7,,,-322.0,-281.0,,,,,-205.0,,-267.9,,-478.1,-313.4,,-363.0,-373.3,,,True,,,,,True,,True,,False,True,,False,False,,
05087,85,65.0,37.0,,,,,160.0,,44.5,,11.6,21.1,,6.4,41.1,,,-20.0,-48.0,,,,,75.0,,-40.5,,-73.4,-63.9,,-78.6,-43.9,,,False,,,,,False,,False,,False,False,,False,False,,
05089,64,35.0,34.0,,,,,53.0,,56.6,,4.6,,,9.0,16.8,,,-29.0,-30.0,,,,,-11.0,,-7.4,,-59.4,,,-55.0,-47.2,,,False,,,,,True,,True,,False,,,False,False,,
05091,384,235.0,400.0,,,,,200.0,,163.2,,125.8,64.1,,67.7,126.8,,,-149.0,16.0,,,,,-184.0,,-220.8,,-258.2,-319.9,,-316.3,-257.2,,,True,,,,,False,,False,,False,False,,False,False,,
05093,444,300.0,259.0,,,,,497.0,,337.6,,374.2,4.0,,44.3,363.8,,,-144.0,-185.0,,,,,53.0,,-106.4,,-69.8,-440.0,,-399.7,-80.2,,,False,,,,,True,,True,,True,False,,False,True,,
05095,79,40.0,30.0,,,,,34.0,,33.4,,9.6,9.7,,7.6,35.9,,,-39.0,-49.0,,,,,-45.0,,-45.6,,-69.4,-69.3,,-71.4,-43.1,,,False,,,,,False,,False,,False,False,,False,False,,
05097,56,125.0,190.0,,,,,37.0,,87.6,,20.3,40.3,,16.4,,,,69.0,134.0,,,,,-19.0,,31.6,,-35.7,-15.7,,-39.6,,,,False,,,,,True,,True,,True,True,,True,,,
05099,83,15.0,0.0,,,,,20.0,,29.3,,1.3,6.2,,36.6,14.7,,,-68.0,-83.0,,,,,-63.0,,-53.7,,-81.7,-76.8,,-46.4,-68.3,,,False,,,,,True,,True,,False,False,,True,False,,
05101,133,105.0,0.0,,,,,55.0,,44.5,,63.9,8.1,,150.0,,,,-28.0,-133.0,,,,,-78.0,,-88.5,,-69.1,-124.9,,17.0,,,,False,,,,,False,,False,,False,False,,True,,,
05103,119,145.0,224.0,,,,,52.0,,146.1,,49.5,95.8,,25.1,113.7,,,26.0,105.0,,,,,-67.0,,27.1,,-69.5,-23.2,,-93.9,-5.3,,,False,,,,,False,,False,,False,True,,False,True,,
05105,52,5.0,0.0,,,,,40.0,,26.2,,6.3,,,4.5,4.7,,,-47.0,-52.0,,,,,-12.0,,-25.8,,-45.7,,,-47.5,-47.3,,,False,,,,,True,,True,,True,,,False,False,,
05107,199,85.0,59.0,,,,,118.0,,65.8,,10.5,0.0,,40.0,55.6,,,-114.0,-140.0,,,,,-81.0,,-133.2,,-188.5,-199.0,,-159.0,-143.4,,,False,,,,,True,,False,,False,False,,False,False,,
05109,64,55.0,23.0,,,,,48.0,,78.3,,12.4,0.0,,28.0,70.8,,,-9.0,-41.0,,,,,-16.0,,14.3,,-51.6,-64.0,,-36.0,6.8,,,False,,,,,False,,False,,False,False,,False,True,,
05111,279,165.0,133.0,,,,,187.0,,208.6,,30.9,2.9,,72.6,330.3,,,-114.0,-146.0,,,,,-92.0,,-70.4,,-248.1,-276.1,,-206.4,51.3,,,False,,,,,True,,True,,False,False,,False,True,,
05113,71,55.0,44.0,,,,,93.0,,68.9,,28.0,86.4,,46.4,46.2,,,-16.0,-27.0,,,,,22.0,,-2.1,,-43.0,15.4,,-24.6,-24.8,,,False,,,,,False,,True,,False,True,,False,False,,
05115,551,580.0,566.0,,,,,584.0,,299.2,,254.3,323.3,,402.3,516.1,,,29.0,15.0,,,,,33.0,,-251.8,,-296.7,-227.7,,-148.7,-34.9,,,True,,,,,False,,False,,False,False,,False,False,,
05117,56,35.0,1.0,,,,,25.0,,27.1,,4.4,20.5,,7.2,78.1,,,-21.0,-55.0,,,,,-31.0,,-28.9,,-51.6,-35.5,,-48.8,22.1,,,False,,,,,False,,False,,False,False,,False,False,,
05119,2890,2250.0,2241.0,,,,,1967.0,,1542.8,,2036.6,706.3,,1119.7,1533.4,,,-640.0,-649.0,,,,,-923.0,,-1347.2,,-853.4,-2183.7,,-1770.3,-1356.6,,,False,,,,,False,,False,,False,False,,False,False,,
05121,203,55.0,28.0,,,,,164.0,,93.0,,17.0,69.4,,30.6,63.3,,,-148.0,-175.0,,,,,-39.0,,-110.0,,-186.0,-133.6,,-172.4,-139.7,,,False,,,,,True,,True,,False,True,,False,True,,
05123,243,105.0,201.0,,,,,353.0,,111.9,,28.6,3.2,,109.1,47.7,,,-138.0,-42.0,,,,,110.0,,-131.1,,-214.4,-239.8,,-133.9,-195.3,,,True,,,,,True,,True,,False,False,,True,False,,
05125,723,645.0,545.0,,,,,568.0,,569.6,,278.8,489.8,,220.1,427.2,,,-78.0,-178.0,,,,,-155.0,,-153.4,,-444.2,-233.2,,-502.9,-295.8,,,False,,,,,False,,False,,False,False,,False,False,,
05127,39,15.0,0.0,,,,,59.0,,40.8,,13.2,,,5.3,25.1,,,-24.0,-39.0,,,,,20.0,,1.8,,-25.8,,,-33.7,-13.9,,,False,,,,,True,,True,,False,,,False,True,,
05129,50,95.0,188.0,,,,,36.0,,29.6,,13.3,7.9,,28.9,101.0,,,45.0,138.0,,,,,-14.0,,-20.4,,-36.7,-42.1,,-21.1,51.0,,,False,,,,,True,,True,,True,True,,True,False,,
05131,1271,705.0,438.0,,,,,1500.0,,500.7,,408.9,9.3,,212.8,490.7,,,-566.0,-833.0,,,,,229.0,,-770.3,,-862.1,-1261.7,,-1058.2,-780.3,,,False,,,,,True,,False,,False,False,,False,False,,
05133,59,70.0,44.0,,,,,122.0,,38.8,,16.9,9.2,,75.1,77.0,,,11.0,-15.0,,,,,63.0,,-20.2,,-42.1,-49.8,,16.1,18.0,,,False,,,,,False,,False,,False,False,,False,False,,
05135,122,40.0,38.0,,,,,63.0,,83.5,,3.9,59.1,,32.5,58.4,,,-82.0,-84.0,,,,,-59.0,,-38.5,,-118.1,-62.9,,-89.5,-63.6,,,False,,,,,True,,True,,False,True,,False,True,,
05137,149,200.0,227.0,,,,,75.0,,79.5,,96.8,3.9,,118.1,227.6,,,51.0,78.0,,,,,-74.0,,-69.5,,-52.2,-145.1,,-30.9,78.6,,,False,,,,,False,,False,,False,False,,True,False,,
05139,283,175.0,96.0,,,,,184.0,,259.7,,66.6,163.4,,21.2,83.6,,,-108.0,-187.0,,,,,-99.0,,-23.3,,-216.4,-119.6,,-261.8,-199.4,,,False,,,,,True,,True,,False,False,,False,False,,
05141,45,120.0,118.0,,,,,129.0,,54.9,,27.8,61.8,,58.4,207.2,,,75.0,73.0,,,,,84.0,,9.9,,-17.2,16.8,,13.4,162.2,,,True,,,,,False,,True,,True,True,,True,False,,
05143,2776,3635.0,18898.0,,,,,2839.0,,391.5,,1575.9,822.9,,5678.3,1515.7,,,859.0,16122.0,,,,,63.0,,-2384.5,,-1200.1,-1953.1,,2902.3,-1260.3,,,False,,,,,True,,False,,False,False,,False,False,,
05145,529,220.0,121.0,,,,,714.0,,306.4,,135.2,442.7,,121.8,353.7,,,-309.0,-408.0,,,,,185.0,,-222.6,,-393.8,-86.3,,-407.2,-175.3,,,False,,,,,True,,True,,False,True,,False,True,,
05147,43,5.0,0.0,,,,,46.0,,8.0,,2.0,,,6.5,,,,-38.0,-43.0,,,,,3.0,,-35.0,,-41.0,,,-36.5,,,,False,,,,,True,,True,,False,,,True,,,
05149,116,185.0,68.0,,,,,167.0,,50.8,,33.7,2.1,,212.9,133.2,,,69.0,-48.0,,,,,51.0,,-65.2,,-82.3,-113.9,,96.9,17.2,,,True,,,,,True,,True,,False,False,,False,True,,
06001,2941,6420.0,5810.0,,,,,5696.0,,7780.8,,3112.8,3295.8,,89.6,5081.1,,,3479.0,2869.0,,,,,2755.0,,4839.8,,171.8,354.8,,-2851.4,2140.1,,,True,,,,,True,,False,,True,True,,True,True,,
06003,1,0.0,0.0,,,,,0.0,,0.2,,0.0,,,0.0,0.0,,,-1.0,-1.0,,,,,-1.0,,-0.8,,-1.0,,,-1.0,-1.0,,,False,,,,,False,,True,,True,,,False,True,,
06005,23,10.0,4.0,,,,,21.0,,91.5,,0.5,146.1,,5.3,32.6,,,-13.0,-19.0,,,,,-2.0,,68.5,,-22.5,123.1,,-17.7,9.6,,,False,,,,,True,,False,,False,False,,False,True,,
06007,629,2205.0,3078.0,,,,,864.0,,2021.9,,1427.9,1084.0,,1216.8,1226.2,,,1576.0,2449.0,,,,,235.0,,1392.9,,798.9,455.0,,587.8,597.2,,,False,,,,,True,,True,,True,True,,True,True,,
06009,57,185.0,258.0,,,,,15.0,,221.3,,20.6,274.2,,108.4,114.9,,,128.0,201.0,,,,,-42.0,,164.3,,-36.4,217.2,,51.4,57.9,,,False,,,,,True,,False,,True,False,,True,True,,
06011,73,145.0,71.0,,,,,33.0,,103.5,,54.7,1.1,,12.5,123.4,,,72.0,-2.0,,,,,-40.0,,30.5,,-18.3,-71.9,,-60.5,50.4,,,True,,,,,True,,True,,True,True,,True,True,,
06013,3135,4245.0,4234.0,,,,,4015.0,,4399.3,,2865.1,3019.9,,1572.9,3582.0,,,1110.0,1099.0,,,,,880.0,,1264.3,,-269.9,-115.1,,-1562.1,447.0,,,True,,,,,True,,False,,True,True,,False,True,,
06015,46,10.0,1.0,,,,,2.0,,68.9,,0.0,39.7,,2.2,39.4,,,-36.0,-45.0,,,,,-44.0,,22.9,,-46.0,-6.3,,-43.8,-6.6,,,False,,,,,False,,True,,False,True,,False,True,,
06017,238,250.0,177.0,,,,,244.0,,691.3,,69.1,395.8,,138.6,152.9,,,12.0,-61.0,,,,,6.0,,453.3,,-168.9,157.8,,-99.4,-85.1,,,False,,,,,True,,False,,False,False,,False,False,,
06019,3128,7675.0,7658.0,,,,,5687.0,,6032.1,,6970.7,3326.2,,1316.5,5776.3,,,4547.0,4530.0,,,,,2559.0,,2904.1,,3842.7,198.2,,-1811.5,2648.3,,,True,,,,,True,,True,,True,True,,True,True,,
06021,152,175.0,68.0,,,,,239.0,,104.3,,21.2,0.0,,39.2,165.5,,,23.0,-84.0,,,,,87.0,,-47.7,,-130.8,-152.0,,-112.8,13.5,,,False,,,,,False,,False,,False,False,,False,True,,
06023,120,205.0,234.0,,,,,103.0,,326.1,,20.9,364.0,,125.4,195.2,,,85.0,114.0,,,,,-17.0,,206.1,,-99.1,244.0,,5.4,75.2,,,False,,,,,True,,False,,False,False,,True,True,,
06025,1104,1870.0,1297.0,,,,,2571.0,,608.2,,841.2,17.9,,249.5,1446.7,,,766.0,193.0,,,,,1467.0,,-495.8,,-262.8,-1086.1,,-854.5,342.7,,,True,,,,,False,,True,,True,False,,False,True,,
06027,19,45.0,0.0,,,,,19.0,,76.1,,1.7,101.2,,2.0,257.2,,,26.0,-19.0,,,,,0.0,,57.1,,-17.3,82.2,,-17.0,238.2,,,True,,,,,True,,False,,True,False,,True,False,,
06029,2973,4485.0,4140.0,,,,,4739.0,,3885.2,,3037.7,1180.2,,243.4,5497.0,,,1512.0,1167.0,,,,,1766.0,,912.2,,64.7,-1792.8,,-2729.6,2524.0,,,True,,,,,False,,True,,True,False,,False,False,,
06031,1367,2925.0,7812.0,,,,,1019.0,,664.5,,805.2,42.3,,1601.0,3014.4,,,1558.0,6445.0,,,,,-348.0,,-702.5,,-561.8,-1324.7,,234.0,1647.4,,,False,,,,,True,,True,,True,True,,True,False,,
06033,269,180.0,217.0,,,,,49.0,,331.8,,39.0,389.0,,67.8,157.9,,,-89.0,-52.0,,,,,-220.0,,62.8,,-230.0,120.0,,-201.2,-111.1,,,True,,,,,False,,True,,False,False,,False,False,,
06035,51,20.0,2.0,,,,,117.0,,96.9,,0.2,0.0,,78.2,,,,-31.0,-49.0,,,,,66.0,,45.9,,-50.8,-51.0,,27.2,,,,False,,,,,False,,False,,False,False,,True,,,
06037,33623,38930.0,44704.0,,,,,33031.0,,26406.5,,32326.3,3633.8,,19587.2,28430.8,,,5307.0,11081.0,,,,,-592.0,,-7216.5,,-1296.7,-29989.2,,-14035.8,-5192.2,,,False,,,,,True,,False,,True,False,,False,True,,
06039,795,1395.0,915.0,,,,,557.0,,1037.2,,245.3,10.7,,36.5,920.7,,,600.0,120.0,,,,,-238.0,,242.2,,-549.7,-784.3,,-758.5,125.7,,,True,,,,,True,,True,,True,False,,False,True,,
06041,577,1145.0,3755.0,,,,,1337.0,,724.5,,394.9,320.1,,4.4,632.7,,,568.0,3178.0,,,,,760.0,,147.5,,-182.1,-256.9,,-572.6,55.7,,,False,,,,,False,,True,,True,True,,False,True,,
06043,3,15.0,0.0,,,,,2.0,,11.0,,11.6,,,1.0,16.2,,,12.0,-3.0,,,,,-1.0,,8.0,,8.6,,,-2.0,13.2,,,True,,,,,True,,True,,True,,,True,False,,
06045,298,320.0,216.0,,,,,180.0,,552.7,,184.8,383.5,,141.3,309.0,,,22.0,-82.0,,,,,-118.0,,254.7,,-113.2,85.5,,-156.7,11.0,,,False,,,,,False,,False,,False,False,,False,True,,
06047,889,1935.0,1980.0,,,,,1456.0,,1346.4,,626.3,6.1,,1175.3,1498.7,,,1046.0,1091.0,,,,,567.0,,457.4,,-262.7,-882.9,,286.3,609.7,,,False,,,,,True,,True,,True,True,,True,True,,
06049,9,60.0,0.0,,,,,5.0,,61.6,,1.1,,,38.0,30.1,,,51.0,-9.0,,,,,-4.0,,52.6,,-7.9,,,29.0,21.1,,,True,,,,,True,,False,,True,,,True,True,,
06051,10,0.0,0.0,,,,,12.0,,12.2,,0.0,0.0,,4.7,39.1,,,-10.0,-10.0,,,,,2.0,,2.2,,-10.0,-10.0,,-5.3,29.1,,,False,,,,,True,,True,,True,True,,True,False,,
06053,2261,3535.0,5922.0,,,,,2693.0,,1786.4,,1432.6,334.7,,2180.8,3257.6,,,1274.0,3661.0,,,,,432.0,,-474.6,,-828.4,-1926.3,,-80.2,996.6,,,False,,,,,True,,True,,True,False,,True,True,,
06055,320,360.0,257.0,,,,,446.0,,485.2,,87.7,456.3,,119.5,302.2,,,40.0,-63.0,,,,,126.0,,165.2,,-232.3,136.3,,-200.5,-17.8,,,False,,,,,False,,False,,False,False,,False,True,,
06057,108,90.0,45.0,,,,,88.0,,239.7,,38.3,305.0,,5.4,81.8,,,-18.0,-63.0,,,,,-20.0,,131.7,,-69.7,197.0,,-102.6,-26.2,,,False,,,,,False,,False,,False,False,,False,False,,
06059,6022,6595.0,2601.0,,,,,11242.0,,8262.5,,4832.8,1560.9,,790.9,4141.2,,,573.0,-3421.0,,,,,5220.0,,2240.5,,-1189.2,-4461.1,,-5231.1,-1880.8,,,False,,,,,False,,False,,False,False,,False,False,,
06061,596,1035.0,2057.0,,,,,829.0,,1207.1,,767.1,660.9,,442.8,928.2,,,439.0,1461.0,,,,,233.0,,611.1,,171.1,64.9,,-153.2,332.2,,,False,,,,,True,,False,,True,True,,True,True,,
06063,7,25.0,0.0,,,,,9.0,,33.3,,4.9,,,12.3,17.2,,,18.0,-7.0,,,,,2.0,,26.3,,-2.1,,,5.3,10.2,,,True,,,,,True,,False,,True,,,True,True,,
06065,7837,10635.0,21121.0,,,,,8909.0,,6998.6,,4873.9,3102.6,,370.0,9280.3,,,2798.0,13284.0,,,,,1072.0,,-838.4,,-2963.1,-4734.4,,-7467.0,1443.3,,,False,,,,,True,,True,,False,False,,False,True,,
06067,4836,8315.0,6678.0,,,,,6242.0,,8437.3,,4212.6,4985.9,,2570.9,3915.7,,,3479.0,1842.0,,,,,1406.0,,3601.3,,-623.4,149.9,,-2265.1,-920.3,,,True,,,,,True,,False,,True,True,,True,True,,
06069,204,480.0,371.0,,,,,177.0,,139.9,,249.1,373.3,,268.6,330.3,,,276.0,167.0,,,,,-27.0,,-64.1,,45.1,169.3,,64.6,126.3,,,True,,,,,True,,True,,True,True,,True,True,,
06071,8509,10900.0,10138.0,,,,,7917.0,,8944.1,,9133.2,3764.9,,7963.7,6904.2,,,2391.0,1629.0,,,,,-592.0,,435.1,,624.2,-4744.1,,-545.3,-1604.8,,,True,,,,,True,,True,,True,False,,True,True,,
06073,9801,11475.0,21975.0,,,,,58817.0,,10571.5,,8319.6,1909.0,,3887.8,8875.6,,,1674.0,12174.0,,,,,49016.0,,770.5,,-1481.4,-7892.0,,-5913.2,-925.4,,,False,,,,,False,,True,,True,False,,False,True,,
06075,1781,2450.0,1899.0,,,,,71945.0,,4013.2,,1304.3,9.8,,1199.4,1821.8,,,669.0,118.0,,,,,70164.0,,2232.2,,-476.7,-1771.2,,-581.6,40.8,,,True,,,,,False,,False,,True,False,,True,True,,
06077,2390,6620.0,11617.0,,,,,3989.0,,2832.1,,3147.7,2353.8,,2769.4,5758.1,,,4230.0,9227.0,,,,,1599.0,,442.1,,757.7,-36.2,,379.4,3368.1,,,False,,,,,True,,True,,True,True,,True,True,,
