,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3141,29.2,9.9,83.5,0.0,3.4,26.1,1816.5
COVIDhub-baseline,3141,30.7,9.0,104.1,0.0,3.0,26.0,3102.0
CEID-Walk,3141,31.1,9.7,104.4,0.0,3.3,26.3,2945.1
COVIDhub-ensemble,3141,31.1,10.0,90.6,0.0,3.0,27.0,1792.0
USC-SI_kJalpha,3107,32.0,10.0,96.6,0.0,4.0,28.0,2236.0
OliverWyman-Navigator,2795,32.6,11.0,129.1,0.0,4.0,27.0,5309.0
JHUAPL-Bucky,3141,33.0,10.6,100.4,0.0,3.5,28.5,2493.8
UCLA-SuEIR,2660,33.5,10.1,99.3,0.0,3.7,28.9,2165.1
CU-select,3078,37.0,13.0,181.3,0.0,5.0,32.0,8320.0
IowaStateLW-STEM,3103,38.0,13.0,100.9,0.0,4.0,34.0,1961.0
LANL-GrowthRate,2951,39.6,16.6,95.9,0.0,6.4,38.6,2155.1
JHU_IDD-CovidSP,3139,47.6,14.6,142.4,0.0,4.4,40.1,3031.2
RobertWalraven-ESG,3141,47.8,15.2,132.3,0.0,4.6,41.2,2266.1
UVA-Ensemble,2721,49.6,15.5,123.8,0.0,4.9,45.4,3287.2
PandemicCentral-USCounty,3044,54.0,17.0,258.0,0.0,6.0,45.0,12410.0
Google_Harvard-CPF,3140,60.5,18.0,185.0,0.0,6.9,48.7,3987.1
