,predicted_cases,actual_cases,error,perc_error
IowaStateLW-STEM,2090502.0,2060273,30229.0,1.5%
COVIDhub-baseline,2141629.0,2060273,81356.0,3.9%
UCLA-SuEIR,1736391.2,2060273,-323881.8,-15.7%
CovidAnalytics-DELPHI,1360402.0,2060273,-699871.0,-34.0%
Covid19Sim-Simulator,1270824.3,2060273,-789448.7,-38.3%
USACE-ERDC_SEIR,1259842.4,2060273,-800430.6,-38.9%
RobertWalraven-ESG,1224563.1,2060273,-835709.9,-40.6%
Columbia_UNC-SurvCon,1206536.0,2060273,-853737.0,-41.4%
USC-SI_kJalpha,1123375.0,2060273,-936898.0,-45.5%
LANL-GrowthRate,985851.4,2060273,-1074421.6,-52.1%
