,count,mean,median,std,min,25%,75%,max
JCB-PRM,51,5704.8,2843.3,9852.1,72.1,1575.5,5703.1,56954.6
Covid19Sim-Simulator,51,6366.4,2752.7,9834.1,49.3,1205.8,6429.6,44293.3
JHUAPL-Bucky,51,6568.6,3995.1,8525.5,101.2,2256.1,8709.8,54132.6
COVIDhub-baseline,51,6769.7,2868.0,10250.6,0.0,1402.5,6504.5,49284.0
CEID-Walk,51,7323.6,5687.0,8761.8,45.7,2433.0,8691.8,45462.4
USC-SI_kJalpha,51,7861.1,4521.0,10358.2,27.0,2501.5,8935.0,55371.0
DDS-NBDS,51,8154.5,4891.1,9758.3,34.6,2595.8,10440.0,49786.7
USACE-ERDC_SEIR,51,8360.6,5126.0,11857.9,64.2,2045.6,9720.1,72770.5
LNQ-ens1,51,8476.8,6414.9,10506.9,96.4,2792.6,10153.0,63005.0
JHU_IDD-CovidSP,51,8549.9,6010.6,11544.8,58.1,1512.7,10994.2,67309.5
COVIDhub-ensemble,51,8620.2,6260.0,10288.0,40.0,3355.0,9927.0,60207.0
UMich-RidgeTfReg,49,8641.5,6972.2,8862.7,3.9,2111.8,11838.2,46182.4
UCLA-SuEIR,51,8896.3,6361.1,11392.7,60.6,1925.6,11997.8,64718.6
IowaStateLW-STEM,49,9125.0,3712.5,21628.2,39.0,1813.0,7758.0,150954.0
Karlen-pypm,51,9504.7,5512.5,11830.8,69.8,2060.2,12417.8,50552.4
LANL-GrowthRate,51,12104.4,9960.3,14580.7,173.9,4170.7,14550.4,94034.5
CovidAnalytics-DELPHI,51,14189.4,10526.0,13716.8,159.0,4098.0,19197.5,56508.0
RobertWalraven-ESG,51,15285.9,11119.3,16975.5,95.8,5322.6,20591.2,99763.8
CU-select,51,16028.6,6343.0,28537.2,41.0,1925.0,13791.5,134466.0
IQVIA_ACOE-STAN,49,16552.0,12542.0,16029.1,138.0,6881.5,21171.0,94514.0
Geneva-DetGrowth,51,22878.9,15270.0,23542.8,164.8,8295.5,27653.6,131243.9
