,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
05067,319,66.0,20.0,,,,161.0,6.1,53.9,159.3,108.3,,,-253.0,-299.0,,,,-158.0,-312.9,-265.1,-159.7,-210.7,,,False,,,,True,False,False,True,True,,
05069,1647,1206.0,1478.0,,,,636.0,976.7,393.9,585.1,974.9,,,-441.0,-169.0,,,,-1011.0,-670.3,-1253.1,-1061.9,-672.1,,,True,,,,False,False,False,False,False,,
05071,156,114.0,121.0,,,,369.0,14.7,4.6,23.9,82.9,,,-42.0,-35.0,,,,213.0,-141.3,-151.4,-132.1,-73.1,,,True,,,,False,False,False,False,False,,
05073,69,6.0,0.0,,,,39.0,9.2,,6.1,10.4,,,-63.0,-69.0,,,,-30.0,-59.8,,-62.9,-58.6,,,False,,,,True,True,,True,True,,
05075,335,54.0,15.0,,,,129.0,1.4,74.5,4.0,35.5,,,-281.0,-320.0,,,,-206.0,-333.6,-260.5,-331.0,-299.5,,,False,,,,True,False,True,False,False,,
05077,90,60.0,0.0,,,,117.0,5.0,2.9,0.4,268.1,,,-30.0,-90.0,,,,27.0,-85.0,-87.1,-89.6,178.1,,,False,,,,True,False,False,False,False,,
05079,571,1176.0,,,,,230.0,745.0,3.7,576.3,831.2,,,605.0,,,,,-341.0,174.0,-567.3,5.3,260.2,,,,,,,True,True,True,True,True,,
05081,117,132.0,103.0,,,,79.0,41.2,0.0,16.8,203.7,,,15.0,-14.0,,,,-38.0,-75.8,-117.0,-100.2,86.7,,,True,,,,False,False,False,False,False,,
05083,133,90.0,9.0,,,,229.0,28.7,3.1,54.7,217.3,,,-43.0,-124.0,,,,96.0,-104.3,-129.9,-78.3,84.3,,,False,,,,False,False,False,False,False,,
05085,694,378.0,459.0,,,,489.0,219.4,337.4,339.0,342.3,,,-316.0,-235.0,,,,-205.0,-474.6,-356.6,-355.0,-351.7,,,True,,,,True,False,False,False,False,,
05087,98,54.0,34.0,,,,140.0,7.5,26.5,6.3,88.0,,,-44.0,-64.0,,,,42.0,-90.5,-71.5,-91.7,-10.0,,,False,,,,True,False,False,False,True,,
05089,71,18.0,52.0,,,,71.0,8.5,,3.6,47.4,,,-53.0,-19.0,,,,0.0,-62.5,,-67.4,-23.6,,,True,,,,True,False,,False,True,,
05091,431,198.0,300.0,,,,299.0,52.1,77.2,20.4,115.2,,,-233.0,-131.0,,,,-132.0,-378.9,-353.8,-410.6,-315.8,,,True,,,,True,False,False,False,False,,
05093,504,576.0,288.0,,,,575.0,382.5,6.8,98.7,462.8,,,72.0,-216.0,,,,71.0,-121.5,-497.2,-405.3,-41.2,,,False,,,,True,False,False,False,True,,
05095,87,18.0,38.0,,,,37.0,27.7,,6.7,33.3,,,-69.0,-49.0,,,,-50.0,-59.3,,-80.3,-53.7,,,True,,,,True,True,,False,True,,
05097,81,216.0,215.0,,,,56.0,15.0,,18.8,225.2,,,135.0,134.0,,,,-25.0,-66.0,,-62.2,144.2,,,True,,,,True,True,,True,False,,
05099,86,36.0,0.0,,,,60.0,1.8,8.9,32.9,40.0,,,-50.0,-86.0,,,,-26.0,-84.2,-77.1,-53.1,-46.0,,,False,,,,True,False,False,False,True,,
05101,154,54.0,0.0,,,,65.0,15.8,8.2,0.0,56.5,,,-100.0,-154.0,,,,-89.0,-138.2,-145.8,-154.0,-97.5,,,False,,,,True,False,False,False,True,,
05103,148,102.0,96.0,,,,171.0,101.1,92.6,95.6,121.6,,,-46.0,-52.0,,,,23.0,-46.9,-55.4,-52.4,-26.4,,,False,,,,True,False,False,False,True,,
05105,54,18.0,0.0,,,,50.0,16.4,,10.9,44.6,,,-36.0,-54.0,,,,-4.0,-37.6,,-43.1,-9.4,,,False,,,,True,False,,False,True,,
05107,216,138.0,97.0,,,,236.0,83.9,0.1,75.3,145.0,,,-78.0,-119.0,,,,20.0,-132.1,-215.9,-140.7,-71.0,,,False,,,,True,False,False,False,True,,
05109,75,108.0,64.0,,,,79.0,20.1,0.0,24.5,155.8,,,33.0,-11.0,,,,4.0,-54.9,-75.0,-50.5,80.8,,,True,,,,True,False,False,False,False,,
05111,312,480.0,318.0,,,,228.0,94.6,142.7,116.8,564.3,,,168.0,6.0,,,,-84.0,-217.4,-169.3,-195.2,252.3,,,True,,,,True,False,False,False,False,,
05113,82,138.0,230.0,,,,127.0,36.5,146.4,61.4,135.0,,,56.0,148.0,,,,45.0,-45.5,64.4,-20.6,53.0,,,False,,,,True,True,False,True,True,,
05115,667,816.0,998.0,,,,631.0,381.4,33.6,517.8,529.9,,,149.0,331.0,,,,-36.0,-285.6,-633.4,-149.2,-137.1,,,False,,,,True,False,False,False,True,,
05117,63,0.0,1.0,,,,72.0,1.1,30.5,16.5,75.9,,,-63.0,-62.0,,,,9.0,-61.9,-32.5,-46.5,12.9,,,True,,,,True,True,True,True,True,,
05119,3340,3084.0,4632.0,,,,2293.0,2104.9,804.3,1606.3,1956.1,,,-256.0,1292.0,,,,-1047.0,-1235.1,-2535.7,-1733.7,-1383.9,,,False,,,,False,False,False,False,False,,
05121,214,120.0,64.0,,,,174.0,37.8,100.9,51.9,154.7,,,-94.0,-150.0,,,,-40.0,-176.2,-113.1,-162.1,-59.3,,,False,,,,True,False,False,False,True,,
05123,264,480.0,322.0,,,,440.0,102.2,4.9,10.5,372.4,,,216.0,58.0,,,,176.0,-161.8,-259.1,-253.5,108.4,,,True,,,,True,True,False,False,True,,
05125,852,1080.0,1478.0,,,,754.0,635.6,624.4,658.4,788.8,,,228.0,626.0,,,,-98.0,-216.4,-227.6,-193.6,-63.2,,,False,,,,True,True,True,True,True,,
05127,42,12.0,3.0,,,,75.0,27.4,,2.3,49.2,,,-30.0,-39.0,,,,33.0,-14.6,,-39.6,7.2,,,False,,,,False,True,,False,True,,
05129,69,222.0,278.0,,,,61.0,114.8,19.7,60.3,137.1,,,153.0,209.0,,,,-8.0,45.8,-49.3,-8.7,68.1,,,False,,,,True,True,True,True,True,,
05131,1412,1056.0,999.0,,,,1428.0,527.3,14.8,296.3,585.3,,,-356.0,-413.0,,,,16.0,-884.7,-1397.2,-1115.7,-826.7,,,False,,,,True,False,False,False,False,,
05133,73,234.0,121.0,,,,196.0,26.1,16.3,123.7,116.0,,,161.0,48.0,,,,123.0,-46.9,-56.7,50.7,43.0,,,True,,,,True,True,True,True,True,,
05135,130,84.0,187.0,,,,69.0,12.7,64.7,20.5,118.2,,,-46.0,57.0,,,,-61.0,-117.3,-65.3,-109.5,-11.8,,,False,,,,False,False,False,False,True,,
05137,190,240.0,553.0,,,,93.0,64.4,37.6,74.3,250.3,,,50.0,363.0,,,,-97.0,-125.6,-152.4,-115.7,60.3,,,False,,,,False,False,False,False,False,,
05139,318,390.0,393.0,,,,367.0,111.2,222.0,178.0,104.8,,,72.0,75.0,,,,49.0,-206.8,-96.0,-140.0,-213.2,,,False,,,,True,False,False,False,False,,
05141,69,246.0,502.0,,,,107.0,28.9,81.9,95.6,97.3,,,177.0,433.0,,,,38.0,-40.1,12.9,26.6,28.3,,,False,,,,True,True,True,True,True,,
05143,3503,1518.0,4719.0,,,,2173.0,520.6,76.8,125.2,773.1,,,-1985.0,1216.0,,,,-1330.0,-2982.4,-3426.2,-3377.8,-2729.9,,,True,,,,True,False,False,False,False,,
05145,573,432.0,569.0,,,,785.0,243.4,623.7,37.3,634.9,,,-141.0,-4.0,,,,212.0,-329.6,50.7,-535.7,61.9,,,True,,,,False,False,True,False,True,,
05147,44,6.0,0.0,,,,70.0,4.5,,10.6,15.5,,,-38.0,-44.0,,,,26.0,-39.5,,-33.4,-28.5,,,False,,,,True,False,,True,True,,
05149,153,198.0,54.0,,,,209.0,45.0,3.0,67.5,410.1,,,45.0,-99.0,,,,56.0,-108.0,-150.0,-85.5,257.1,,,False,,,,False,False,False,False,False,,
06001,4225,6924.0,3021.0,,,,6618.0,3710.2,2807.4,147.3,6006.2,,,2699.0,-1204.0,,,,2393.0,-514.8,-1417.6,-4077.7,1781.2,,,True,,,,True,True,True,False,True,,
06003,1,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,-1.0,-1.0,,,,-1.0,-1.0,,-1.0,-1.0,,,False,,,,False,True,,False,True,,
06005,25,78.0,47.0,,,,27.0,8.3,128.1,25.9,117.6,,,53.0,22.0,,,,2.0,-16.7,103.1,0.9,92.6,,,True,,,,True,True,False,True,False,,
06007,1070,1824.0,2781.0,,,,622.0,1214.6,778.9,2804.7,1167.7,,,754.0,1711.0,,,,-448.0,144.6,-291.1,1734.7,97.7,,,False,,,,True,True,True,False,True,,
06009,94,234.0,355.0,,,,23.0,27.1,172.8,823.6,166.1,,,140.0,261.0,,,,-71.0,-66.9,78.8,729.6,72.1,,,False,,,,True,True,True,False,True,,
06011,102,132.0,21.0,,,,34.0,39.7,0.6,34.1,203.1,,,30.0,-81.0,,,,-68.0,-62.3,-101.4,-67.9,101.1,,,False,,,,False,False,False,False,False,,
06013,3984,7200.0,12148.0,,,,4686.0,4875.4,2721.0,4047.3,5124.9,,,3216.0,8164.0,,,,702.0,891.4,-1263.0,63.3,1140.9,,,False,,,,True,True,True,True,True,,
06015,48,36.0,42.0,,,,4.0,0.9,31.2,5.3,79.9,,,-12.0,-6.0,,,,-44.0,-47.1,-16.8,-42.6,31.9,,,True,,,,False,False,False,False,False,,
06017,288,330.0,183.0,,,,259.0,60.0,332.7,212.1,180.7,,,42.0,-105.0,,,,-29.0,-228.0,44.7,-75.9,-107.3,,,False,,,,True,False,False,False,False,,
06019,4663,10632.0,3359.0,,,,7276.0,8653.5,3321.4,9662.6,7042.2,,,5969.0,-1304.0,,,,2613.0,3990.5,-1341.6,4999.6,2379.2,,,True,,,,True,True,True,True,True,,
06021,187,90.0,10.0,,,,48.0,5.2,0.0,76.5,104.1,,,-97.0,-177.0,,,,-139.0,-181.8,-187.0,-110.5,-82.9,,,False,,,,False,False,False,False,True,,
06023,161,138.0,86.0,,,,68.0,7.8,280.6,98.3,154.4,,,-23.0,-75.0,,,,-93.0,-153.2,119.6,-62.7,-6.6,,,False,,,,False,False,False,False,True,,
06025,1478,1644.0,1137.0,,,,1161.0,534.9,19.1,809.2,1257.7,,,166.0,-341.0,,,,-317.0,-943.1,-1458.9,-668.8,-220.3,,,False,,,,False,False,False,False,False,,
06027,28,60.0,4.0,,,,9.0,4.4,126.2,4.8,345.5,,,32.0,-24.0,,,,-19.0,-23.6,98.2,-23.2,317.5,,,True,,,,True,True,False,True,False,,
06029,3870,7818.0,7056.0,,,,6287.0,4742.0,1418.9,1147.9,7641.1,,,3948.0,3186.0,,,,2417.0,872.0,-2451.1,-2722.1,3771.1,,,True,,,,True,True,True,True,True,,
06031,1952,2400.0,5866.0,,,,1158.0,444.0,37.0,398.4,2720.0,,,448.0,3914.0,,,,-794.0,-1508.0,-1915.0,-1553.6,768.0,,,False,,,,False,False,False,False,False,,
06033,305,204.0,145.0,,,,53.0,127.3,340.5,65.7,436.5,,,-101.0,-160.0,,,,-252.0,-177.7,35.5,-239.3,131.5,,,False,,,,False,False,True,False,False,,
06035,55,72.0,10.0,,,,53.0,1.5,0.1,125.8,,,,17.0,-45.0,,,,-2.0,-53.5,-54.9,70.8,,,,False,,,,True,False,False,False,,,
06037,41409,54564.0,54065.0,,,,44585.0,45678.8,4354.5,33753.5,46016.6,,,13155.0,12656.0,,,,3176.0,4269.8,-37054.5,-7655.5,4607.6,,,True,,,,True,True,False,True,True,,
06039,1074,2010.0,822.0,,,,786.0,404.6,12.1,84.5,1254.3,,,936.0,-252.0,,,,-288.0,-669.4,-1061.9,-989.5,180.3,,,True,,,,True,True,False,False,True,,
06041,842,1134.0,1259.0,,,,1386.0,680.6,261.2,1813.7,1061.4,,,292.0,417.0,,,,544.0,-161.4,-580.8,971.7,219.4,,,False,,,,False,True,False,False,True,,
06043,6,12.0,1.0,,,,5.0,3.4,,2.3,23.4,,,6.0,-5.0,,,,-1.0,-2.6,,-3.7,17.4,,,True,,,,True,True,,True,False,,
06045,362,408.0,233.0,,,,167.0,206.1,225.9,165.0,380.7,,,46.0,-129.0,,,,-195.0,-155.9,-136.1,-197.0,18.7,,,False,,,,False,False,False,False,True,,
06047,1276,2772.0,794.0,,,,1857.0,741.7,6.3,685.8,1861.0,,,1496.0,-482.0,,,,581.0,-534.3,-1269.7,-590.2,585.0,,,True,,,,True,True,True,True,True,,
06049,21,24.0,0.0,,,,0.0,1.1,,7.1,13.2,,,3.0,-21.0,,,,-21.0,-19.9,,-13.9,-7.8,,,False,,,,False,False,,False,False,,
06051,10,0.0,0.0,,,,7.0,0.0,0.0,8.5,65.6,,,-10.0,-10.0,,,,-3.0,-10.0,-10.0,-1.5,55.6,,,False,,,,True,True,True,True,False,,
06053,2968,3870.0,2357.0,,,,2684.0,1523.9,749.2,832.1,2960.4,,,902.0,-611.0,,,,-284.0,-1444.1,-2218.8,-2135.9,-7.6,,,True,,,,True,False,False,False,True,,
06055,392,516.0,261.0,,,,491.0,102.0,367.6,137.3,452.8,,,124.0,-131.0,,,,99.0,-290.0,-24.4,-254.7,60.8,,,False,,,,True,False,True,False,True,,
06057,126,192.0,200.0,,,,87.0,66.2,251.9,71.2,203.3,,,66.0,74.0,,,,-39.0,-59.8,125.9,-54.8,77.3,,,False,,,,True,True,False,True,False,,
06059,7341,14334.0,13812.0,,,,14059.0,12090.2,1707.9,573.5,9071.8,,,6993.0,6471.0,,,,6718.0,4749.2,-5633.1,-6767.5,1730.8,,,True,,,,True,True,True,True,True,,
06061,803,1242.0,2308.0,,,,863.0,770.3,546.7,582.6,1207.9,,,439.0,1505.0,,,,60.0,-32.7,-256.3,-220.4,404.9,,,False,,,,True,True,True,True,True,,
06063,12,0.0,0.0,,,,4.0,1.1,,1.3,13.3,,,-12.0,-12.0,,,,-8.0,-10.9,,-10.7,1.3,,,False,,,,True,True,,True,True,,
06065,9964,14268.0,6211.0,,,,11449.0,3935.1,3175.6,297.5,10423.7,,,4304.0,-3753.0,,,,1485.0,-6028.9,-6788.4,-9666.5,459.7,,,True,,,,True,False,False,False,True,,
06067,6499,11418.0,15874.0,,,,6452.0,4476.8,3419.8,158.2,7459.1,,,4919.0,9375.0,,,,-47.0,-2022.2,-3079.2,-6340.8,960.1,,,False,,,,True,True,True,False,True,,
06069,300,804.0,1051.0,,,,392.0,435.8,249.1,62.8,488.9,,,504.0,751.0,,,,92.0,135.8,-50.9,-237.2,188.9,,,False,,,,True,True,True,True,True,,
06071,10689,15252.0,4345.0,,,,10545.0,10993.0,3933.7,11280.1,13283.4,,,4563.0,-6344.0,,,,-144.0,304.0,-6755.3,591.1,2594.4,,,False,,,,True,True,False,True,True,,
06073,12096,11064.0,9904.0,,,,17697.0,6656.6,1836.8,6034.5,6991.5,,,-1032.0,-2192.0,,,,5601.0,-5439.4,-10259.2,-6061.5,-5104.5,,,False,,,,False,False,False,False,False,,
06075,2271,3348.0,4541.0,,,,45814.0,1742.4,15.5,2367.2,4232.0,,,1077.0,2270.0,,,,43543.0,-528.6,-2255.5,96.2,1961.0,,,False,,,,False,True,False,True,False,,
06077,3714,7356.0,9721.0,,,,4507.0,4715.8,1723.8,3721.0,6037.1,,,3642.0,6007.0,,,,793.0,1001.8,-1990.2,7.0,2323.1,,,False,,,,True,True,True,True,True,,
06079,960,1302.0,1186.0,,,,1579.0,1017.5,926.8,662.5,730.4,,,342.0,226.0,,,,619.0,57.5,-33.2,-297.5,-229.6,,,True,,,,False,True,True,True,True,,
06081,2436,3234.0,5971.0,,,,3196.0,1420.3,1443.4,1839.1,3242.1,,,798.0,3535.0,,,,760.0,-1015.7,-992.6,-596.9,806.1,,,False,,,,True,False,False,True,False,,
06083,1394,2166.0,2038.0,,,,3715.0,1438.4,599.5,2712.2,1499.2,,,772.0,644.0,,,,2321.0,44.4,-794.5,1318.2,105.2,,,True,,,,False,True,False,False,True,,
06085,5406,9102.0,19583.0,,,,7032.0,7312.1,3680.4,5053.8,6334.9,,,3696.0,14177.0,,,,1626.0,1906.1,-1725.6,-352.2,928.9,,,False,,,,True,True,True,True,True,,
06087,819,780.0,293.0,,,,1376.0,224.3,1643.4,451.0,428.2,,,-39.0,-526.0,,,,557.0,-594.7,824.4,-368.0,-390.8,,,False,,,,False,False,False,False,False,,
06089,791,186.0,95.0,,,,360.0,21.0,282.3,9.3,265.9,,,-605.0,-696.0,,,,-431.0,-770.0,-508.7,-781.7,-525.1,,,False,,,,True,False,True,False,True,,
06091,0,0.0,0.0,,,,0.0,0.1,,0.0,1.3,,,0.0,0.0,,,,0.0,0.1,,0.0,1.3,,,True,,,,True,False,,True,False,,
06093,58,30.0,32.0,,,,14.0,6.1,102.2,1.0,117.0,,,-28.0,-26.0,,,,-44.0,-51.9,44.2,-57.0,59.0,,,True,,,,False,False,False,False,False,,
06095,1362,2040.0,1061.0,,,,1455.0,895.4,947.8,198.8,1928.1,,,678.0,-301.0,,,,93.0,-466.6,-414.2,-1163.2,566.1,,,True,,,,True,True,True,False,True,,
06097,2698,3522.0,1400.0,,,,2037.0,2193.1,1864.3,2543.4,2836.4,,,824.0,-1298.0,,,,-661.0,-504.9,-833.7,-154.6,138.4,,,False,,,,True,True,False,True,True,,
06099,2520,7200.0,7926.0,,,,3501.0,4414.8,1675.4,5517.1,7351.4,,,4680.0,5406.0,,,,981.0,1894.8,-844.6,2997.1,4831.4,,,False,,,,True,True,True,True,False,,
06101,427,870.0,856.0,,,,367.0,386.3,350.2,469.7,576.4,,,443.0,429.0,,,,-60.0,-40.7,-76.8,42.7,149.4,,,True,,,,True,True,True,True,True,,
06103,275,318.0,421.0,,,,239.0,143.3,316.8,189.5,405.5,,,43.0,146.0,,,,-36.0,-131.7,41.8,-85.5,130.5,,,False,,,,True,False,True,False,False,,
06105,17,18.0,0.0,,,,0.0,2.1,,2.8,12.1,,,1.0,-17.0,,,,-17.0,-14.9,,-14.2,-4.9,,,False,,,,False,False,,False,False,,
06107,2910,4602.0,4073.0,,,,3094.0,986.6,133.4,1345.9,4045.3,,,1692.0,1163.0,,,,184.0,-1923.4,-2776.6,-1564.1,1135.3,,,True,,,,True,False,False,True,True,,
06109,48,102.0,60.0,,,,36.0,71.4,64.6,6.8,92.7,,,54.0,12.0,,,,-12.0,23.4,16.6,-41.1,44.7,,,True,,,,True,True,True,True,True,,
06111,2863,4446.0,3595.0,,,,3899.0,2756.8,1291.0,1428.7,3636.2,,,1583.0,732.0,,,,1036.0,-106.2,-1572.0,-1434.3,773.2,,,True,,,,True,True,True,True,True,,
06113,607,906.0,531.0,,,,835.0,941.6,699.5,266.8,720.0,,,299.0,-76.0,,,,228.0,334.6,92.5,-340.2,113.0,,,True,,,,True,False,True,False,True,,
06115,318,390.0,303.0,,,,191.0,129.7,371.5,81.3,520.5,,,72.0,-15.0,,,,-127.0,-188.3,53.5,-236.7,202.5,,,True,,,,False,False,True,False,False,,
08001,3143,1878.0,1719.0,,,,1358.0,637.1,491.5,929.8,1375.4,,,-1265.0,-1424.0,,,,-1785.0,-2505.9,-2651.5,-2213.2,-1767.6,,,False,,,,False,False,False,False,False,,
08003,24,6.0,0.0,,,,42.0,1.2,0.2,22.0,9.6,,,-18.0,-24.0,,,,18.0,-22.8,-23.8,-2.0,-14.4,,,False,,,,False,False,False,True,True,,
08005,2171,1530.0,2157.0,,,,1593.0,603.5,664.9,1901.5,1245.6,,,-641.0,-14.0,,,,-578.0,-1567.5,-1506.1,-269.5,-925.4,,,True,,,,True,False,False,True,False,,
08007,15,12.0,0.0,,,,12.0,1.3,,0.0,8.3,,,-3.0,-15.0,,,,-3.0,-13.7,,-15.0,-6.7,,,False,,,,False,False,,False,False,,
08009,5,6.0,0.0,,,,6.0,0.1,,4.8,3.4,,,1.0,-5.0,,,,1.0,-4.9,,-0.2,-1.6,,,False,,,,False,False,,True,False,,
08011,1,0.0,0.0,,,,0.0,0.1,,1.5,,,,-1.0,-1.0,,,,-1.0,-0.9,,0.5,,,,False,,,,False,True,,True,,,
08013,2487,372.0,387.0,,,,714.0,163.0,327.5,161.5,531.7,,,-2115.0,-2100.0,,,,-1773.0,-2324.0,-2159.5,-2325.5,-1955.3,,,True,,,,True,False,False,False,True,,
08014,201,114.0,146.0,,,,148.0,19.2,,18.0,86.8,,,-87.0,-55.0,,,,-53.0,-181.8,,-183.0,-114.2,,,True,,,,True,False,,False,False,,
08015,41,36.0,0.0,,,,36.0,1.5,27.1,48.1,176.4,,,-5.0,-41.0,,,,-5.0,-39.5,-13.9,7.1,135.4,,,False,,,,False,False,False,False,False,,
08017,5,0.0,0.0,,,,0.0,0.0,,0.0,1.5,,,-5.0,-5.0,,,,-5.0,-5.0,,-5.0,-3.5,,,False,,,,False,True,,False,True,,
08019,23,6.0,0.0,,,,11.0,0.2,,0.1,3.8,,,-17.0,-23.0,,,,-12.0,-22.8,,-22.9,-19.2,,,False,,,,True,False,,False,False,,
08021,10,6.0,0.0,,,,8.0,0.6,,0.2,8.4,,,-4.0,-10.0,,,,-2.0,-9.4,,-9.8,-1.6,,,False,,,,True,False,,False,True,,
08023,2,36.0,,,,,0.0,0.4,,9.5,19.0,,,34.0,,,,,-2.0,-1.6,,7.5,17.0,,,,,,,True,True,,True,True,,
08025,1,0.0,0.0,,,,3.0,0.8,,4.0,0.8,,,-1.0,-1.0,,,,2.0,-0.2,,3.0,-0.2,,,False,,,,False,True,,False,True,,
08027,1,24.0,0.0,,,,0.0,0.1,,3.7,,,,23.0,-1.0,,,,-1.0,-0.9,,2.7,,,,True,,,,True,True,,True,,,
08029,37,114.0,111.0,,,,12.0,15.4,35.8,21.1,95.3,,,77.0,74.0,,,,-25.0,-21.6,-1.2,-15.9,58.3,,,True,,,,True,True,True,True,True,,
08031,3449,2124.0,3583.0,,,,1928.0,968.5,628.9,2968.4,1764.5,,,-1325.0,134.0,,,,-1521.0,-2480.5,-2820.1,-480.6,-1684.5,,,True,,,,False,False,False,True,False,,
08033,1,0.0,0.0,,,,0.0,,,0.1,0.3,,,-1.0,-1.0,,,,-1.0,,,-0.9,-0.7,,,False,,,,False,,,True,True,,
08035,998,540.0,724.0,,,,462.0,367.5,114.3,189.0,367.6,,,-458.0,-274.0,,,,-536.0,-630.5,-883.7,-809.0,-630.4,,,True,,,,False,False,False,False,False,,
08037,133,84.0,0.0,,,,234.0,16.5,213.2,61.5,176.5,,,-49.0,-133.0,,,,101.0,-116.5,80.2,-71.5,43.5,,,False,,,,False,False,False,False,True,,
08039,54,24.0,2.0,,,,19.0,0.8,81.2,4.6,27.2,,,-30.0,-52.0,,,,-35.0,-53.2,27.2,-49.4,-26.8,,,False,,,,False,False,True,False,True,,
08041,1644,1758.0,3090.0,,,,1692.0,1186.8,630.3,828.1,1171.8,,,114.0,1446.0,,,,48.0,-457.2,-1013.7,-815.9,-472.2,,,False,,,,True,False,False,False,False,,
08043,42,72.0,42.0,,,,83.0,4.8,58.5,40.1,45.1,,,30.0,0.0,,,,41.0,-37.2,16.5,-1.9,3.1,,,True,,,,False,False,True,True,True,,
08045,169,144.0,42.0,,,,97.0,43.3,93.7,21.1,148.6,,,-25.0,-127.0,,,,-72.0,-125.7,-75.3,-147.9,-20.4,,,False,,,,False,False,False,False,True,,
08047,3,0.0,0.0,,,,6.0,0.1,,0.1,6.3,,,-3.0,-3.0,,,,3.0,-2.9,,-2.9,3.3,,,False,,,,False,True,,True,False,,
08049,52,36.0,0.0,,,,13.0,0.5,,4.5,39.0,,,-16.0,-52.0,,,,-39.0,-51.5,,-47.5,-13.0,,,False,,,,False,False,,False,True,,
08051,10,24.0,0.0,,,,25.0,0.5,44.4,0.1,38.0,,,14.0,-10.0,,,,15.0,-9.5,34.4,-9.9,28.0,,,True,,,,False,True,False,True,False,,
08053,0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,True,,,,True,False,,True,True,,
08055,17,6.0,0.0,,,,0.0,0.0,,1.1,4.5,,,-11.0,-17.0,,,,-17.0,-17.0,,-15.9,-12.5,,,False,,,,False,False,,False,False,,
08057,1,0.0,0.0,,,,0.0,,,0.0,1.3,,,-1.0,-1.0,,,,-1.0,,,-1.0,0.3,,,False,,,,False,,,False,True,,
08059,1726,1224.0,2154.0,,,,971.0,431.3,622.9,266.2,1024.0,,,-502.0,428.0,,,,-755.0,-1294.7,-1103.1,-1459.8,-702.0,,,True,,,,False,False,False,False,False,,
08061,1,0.0,0.0,,,,0.0,,,0.0,,,,-1.0,-1.0,,,,-1.0,,,-1.0,,,,False,,,,False,,,False,,,
08063,26,36.0,0.0,,,,7.0,0.9,,0.3,90.1,,,10.0,-26.0,,,,-19.0,-25.1,,-25.7,64.1,,,False,,,,False,False,,False,False,,
08065,24,0.0,0.0,,,,12.0,2.2,,5.6,12.9,,,-24.0,-24.0,,,,-12.0,-21.8,,-18.4,-11.1,,,False,,,,True,True,,True,True,,
08067,55,54.0,38.0,,,,40.0,8.9,65.5,10.5,41.8,,,-1.0,-17.0,,,,-15.0,-46.1,10.5,-44.5,-13.2,,,False,,,,False,False,False,False,False,,
08069,1150,834.0,1180.0,,,,707.0,415.8,1052.0,259.8,942.0,,,-316.0,30.0,,,,-443.0,-734.2,-98.0,-890.2,-208.0,,,True,,,,False,False,True,False,True,,
08071,8,6.0,0.0,,,,3.0,0.2,,2.5,7.4,,,-2.0,-8.0,,,,-5.0,-7.8,,-5.5,-0.6,,,False,,,,False,False,,False,True,,
08073,19,0.0,0.0,,,,2.0,0.0,,0.0,1.9,,,-19.0,-19.0,,,,-17.0,-19.0,,-19.0,-17.1,,,False,,,,True,True,,False,True,,
08075,311,108.0,92.0,,,,107.0,12.2,1.1,47.7,37.8,,,-203.0,-219.0,,,,-204.0,-298.8,-309.9,-263.3,-273.2,,,False,,,,False,False,False,False,False,,
08077,378,156.0,66.0,,,,127.0,21.2,281.8,17.2,136.1,,,-222.0,-312.0,,,,-251.0,-356.8,-96.2,-360.8,-241.9,,,False,,,,False,False,True,False,False,,
08079,1,0.0,0.0,,,,0.0,0.2,,0.0,3.5,,,-1.0,-1.0,,,,-1.0,-0.8,,-1.0,2.5,,,False,,,,False,True,,False,False,,
08081,13,6.0,0.0,,,,2.0,0.3,,2.0,4.9,,,-7.0,-13.0,,,,-11.0,-12.7,,-11.0,-8.1,,,False,,,,False,False,,False,False,,
08083,37,12.0,0.0,,,,9.0,1.5,30.4,29.6,5.9,,,-25.0,-37.0,,,,-28.0,-35.5,-6.6,-7.4,-31.1,,,False,,,,False,False,True,True,False,,
08085,56,54.0,16.0,,,,26.0,2.7,71.7,8.3,91.1,,,-2.0,-40.0,,,,-30.0,-53.3,15.7,-47.7,35.1,,,False,,,,False,False,False,False,False,,
