,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IowaStateLW-STEM,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
05121,267,368.0,,,,178.0,138.0,241.4,579.1,,,101.0,,,,-89.0,-129.0,-25.6,312.1,,,,,,True,False,True,False,,
05123,371,344.0,,,,889.0,7.1,26.1,360.4,,,-27.0,,,,518.0,-363.9,-344.9,-10.6,,,,,,False,False,False,True,,
05125,1160,1776.0,2964.9,,,1630.0,719.3,1323.6,1004.9,,,616.0,1804.9,,,470.0,-440.7,163.6,-155.1,,,False,,,True,True,True,True,,
05127,51,152.0,,,,77.0,,29.1,355.5,,,101.0,,,,26.0,,-21.9,304.5,,,,,,True,,True,False,,
05129,130,40.0,,,,67.0,,4.0,39.0,,,-90.0,,,,-63.0,,-126.0,-91.0,,,,,,True,,False,False,,
05131,1853,2144.0,3452.6,,,3635.0,277.2,1016.1,1915.5,,,291.0,1599.6,,,1782.0,-1575.8,-836.9,62.5,,,False,,,False,False,False,True,,
05133,173,520.0,,,,447.0,24.6,224.3,201.3,,,347.0,,,,274.0,-148.4,51.3,28.3,,,,,,True,True,True,True,,
05135,154,128.0,,,,159.0,52.8,66.1,169.7,,,-26.0,,,,5.0,-101.2,-87.9,15.7,,,,,,True,False,False,True,,
05137,297,136.0,,,,115.0,,59.8,85.2,,,-161.0,,,,-182.0,,-237.2,-211.8,,,,,,False,,False,False,,
05139,454,600.0,,,,913.0,156.1,138.4,534.8,,,146.0,,,,459.0,-297.9,-315.6,80.8,,,,,,False,False,False,True,,
05141,131,8.0,,,,157.0,,1.6,17.4,,,-123.0,,,,26.0,,-129.4,-113.6,,,,,,True,,False,True,,
05143,3953,1056.0,949.9,,,2777.0,124.9,644.1,656.2,,,-2897.0,-3003.1,,,-1176.0,-3828.1,-3308.9,-3296.8,,,False,,,True,False,False,False,,
05145,705,568.0,821.5,,,1098.0,531.0,237.1,2202.7,,,-137.0,116.5,,,393.0,-174.0,-467.9,1497.7,,,True,,,False,False,False,False,,
05147,47,24.0,,,,125.0,,2.9,,,,-23.0,,,,78.0,,-44.1,,,,,,,False,,False,,,
05149,208,160.0,,,,340.0,4.7,106.4,653.7,,,-48.0,,,,132.0,-203.3,-101.6,445.7,,,,,,False,False,False,False,,
06001,7514,10760.0,20368.2,,,17146.0,4592.3,11599.7,10800.7,,,3246.0,12854.2,,,9632.0,-2921.7,4085.7,3286.7,,,False,,,False,True,False,False,,
06003,1,0.0,,,,0.0,,0.0,0.0,,,-1.0,,,,-1.0,,-1.0,-1.0,,,,,,False,,False,True,,
06005,95,352.0,,,,411.0,153.8,52.5,510.2,,,257.0,,,,316.0,58.8,-42.5,415.2,,,,,,False,True,True,False,,
06007,1586,2200.0,2707.3,,,2004.0,735.0,97.6,2532.3,,,614.0,1121.3,,,418.0,-851.0,-1488.4,946.3,,,False,,,True,False,False,False,,
06009,156,216.0,,,,364.0,187.0,144.1,280.5,,,60.0,,,,208.0,31.0,-11.9,124.5,,,,,,False,True,True,False,,
06011,137,376.0,,,,441.0,41.1,8.1,510.8,,,239.0,,,,304.0,-95.9,-128.9,373.8,,,,,,False,True,True,False,,
06013,6533,15928.0,10676.5,,,12954.0,4596.6,10328.5,8688.6,,,9395.0,4143.5,,,6421.0,-1936.4,3795.5,2155.6,,,True,,,True,True,True,True,,
06015,64,56.0,,,,47.0,28.6,20.8,128.1,,,-8.0,,,,-17.0,-35.4,-43.2,64.1,,,,,,False,False,False,False,,
06017,412,784.0,2528.9,,,1149.0,527.4,96.5,601.1,,,372.0,2116.9,,,737.0,115.4,-315.5,189.1,,,False,,,False,True,True,True,,
06019,10118,17008.0,47994.3,,,23149.0,4070.2,13417.9,10015.8,,,6890.0,37876.3,,,13031.0,-6047.8,3299.9,-102.2,,,False,,,False,True,True,True,,
06021,220,608.0,,,,660.0,83.1,125.1,501.3,,,388.0,,,,440.0,-136.9,-94.9,281.3,,,,,,False,True,True,True,,
06023,220,216.0,340.8,,,398.0,209.5,46.3,178.4,,,-4.0,120.8,,,178.0,-10.5,-173.7,-41.6,,,False,,,False,False,False,False,,
06025,2087,2920.0,1677.1,,,614.0,44.5,630.2,1753.0,,,833.0,-409.9,,,-1473.0,-2042.5,-1456.8,-334.0,,,True,,,False,False,False,True,,
06027,75,504.0,,,,80.0,165.0,36.7,400.6,,,429.0,,,,5.0,90.0,-38.3,325.6,,,,,,True,True,True,True,,
06029,6565,29120.0,58518.0,,,21253.0,4172.0,13773.0,43453.6,,,22555.0,51953.0,,,14688.0,-2393.0,7208.0,36888.6,,,False,,,True,True,True,False,,
06031,2745,6856.0,6810.0,,,10384.0,576.0,4071.1,6003.6,,,4111.0,4065.0,,,7639.0,-2169.0,1326.1,3258.6,,,True,,,False,True,True,True,,
06033,361,384.0,655.0,,,332.0,315.3,78.6,738.5,,,23.0,294.0,,,-29.0,-45.7,-282.4,377.5,,,False,,,False,False,False,False,,
06035,76,456.0,,,,162.0,0.3,563.4,,,,380.0,,,,86.0,-75.7,487.4,,,,,,,True,True,False,,,
06037,60298,112712.0,107340.3,,,89431.0,6736.6,48081.6,74299.7,,,52414.0,47042.3,,,29133.0,-53561.4,-12216.4,14001.7,,,True,,,True,False,True,True,,
06039,1824,4976.0,12348.5,,,3291.0,827.5,549.4,3977.7,,,3152.0,10524.5,,,1467.0,-996.5,-1274.6,2153.7,,,False,,,True,True,True,True,,
06041,1200,3384.0,3242.4,,,1180.0,473.8,2289.1,1218.0,,,2184.0,2042.4,,,-20.0,-726.2,1089.1,18.0,,,True,,,True,True,True,True,,
06043,13,32.0,,,,131.0,,36.6,30.3,,,19.0,,,,118.0,,23.6,17.3,,,,,,False,,False,True,,
06045,506,1192.0,1515.5,,,300.0,199.6,373.0,928.4,,,686.0,1009.5,,,-206.0,-306.4,-133.0,422.4,,,False,,,True,True,True,True,,
06047,2389,14120.0,14237.9,,,8889.0,1654.9,3823.4,6899.7,,,11731.0,11848.9,,,6500.0,-734.1,1434.4,4510.7,,,False,,,True,True,True,True,,
06049,25,0.0,,,,0.0,,0.7,1.6,,,-25.0,,,,-25.0,,-24.3,-23.4,,,,,,False,,True,True,,
06051,12,56.0,,,,28.0,0.0,12.7,225.9,,,44.0,,,,16.0,-12.0,0.7,213.9,,,,,,True,True,True,False,,
06053,4530,6760.0,8762.3,,,3487.0,1109.0,5535.5,5860.5,,,2230.0,4232.3,,,-1043.0,-3421.0,1005.5,1330.5,,,False,,,True,False,True,True,,
06055,589,1280.0,2959.9,,,1722.0,385.3,73.0,996.2,,,691.0,2370.9,,,1133.0,-203.7,-516.0,407.2,,,False,,,False,True,True,True,,
06057,192,400.0,703.4,,,545.0,209.4,11.7,673.7,,,208.0,511.4,,,353.0,17.4,-180.3,481.7,,,False,,,False,True,True,False,,
06059,12164,34328.0,23827.7,,,17809.0,1920.3,8651.4,18193.4,,,22164.0,11663.7,,,5645.0,-10243.7,-3512.6,6029.4,,,True,,,True,True,True,True,,
06061,1168,3168.0,4526.0,,,2576.0,1315.2,396.1,3773.8,,,2000.0,3358.0,,,1408.0,147.2,-771.9,2605.8,,,False,,,True,True,True,False,,
06063,13,40.0,,,,78.0,,1.5,40.4,,,27.0,,,,65.0,,-11.5,27.4,,,,,,False,,True,False,,
06065,16162,41680.0,59145.4,,,34595.0,7817.9,774.0,22394.2,,,25518.0,42983.4,,,18433.0,-8344.1,-15388.0,6232.2,,,False,,,True,True,True,True,,
06067,10034,22560.0,40801.2,,,16103.0,3620.3,33003.3,14980.2,,,12526.0,30767.2,,,6069.0,-6413.7,22969.3,4946.2,,,False,,,True,True,False,True,,
06069,566,848.0,853.8,,,873.0,160.8,331.6,746.6,,,282.0,287.8,,,307.0,-405.2,-234.4,180.6,,,False,,,False,False,True,True,,
06071,17496,39088.0,95898.2,,,25394.0,7145.5,30567.6,28200.9,,,21592.0,78402.2,,,7898.0,-10350.5,13071.6,10704.9,,,False,,,True,True,True,True,,
06073,16078,18288.0,51061.1,,,10557.0,2299.7,16491.7,11317.9,,,2210.0,34983.1,,,-5521.0,-13778.3,413.7,-4760.1,,,False,,,False,False,True,False,,
06075,3463,5800.0,4490.8,,,1736.0,2272.6,4854.4,5714.0,,,2337.0,1027.8,,,-1727.0,-1190.4,1391.4,2251.0,,,True,,,True,True,True,True,,
06077,6177,18784.0,18020.6,,,14323.0,2304.3,14729.1,7605.8,,,12607.0,11843.6,,,8146.0,-3872.7,8552.1,1428.8,,,True,,,True,True,True,True,,
06079,1403,2768.0,6798.1,,,4573.0,760.6,87.9,1353.7,,,1365.0,5395.1,,,3170.0,-642.4,-1315.1,-49.3,,,False,,,False,True,True,True,,
06081,3558,6736.0,7229.9,,,2795.0,1813.2,1602.4,8717.2,,,3178.0,3671.9,,,-763.0,-1744.8,-1955.6,5159.2,,,False,,,True,True,True,False,,
06083,2134,4560.0,8011.9,,,4517.0,713.9,202.3,3171.5,,,2426.0,5877.9,,,2383.0,-1420.1,-1931.7,1037.5,,,False,,,True,True,True,True,,
06085,8554,19120.0,20432.8,,,17947.0,5050.7,9413.6,10719.2,,,10566.0,11878.8,,,9393.0,-3503.3,859.6,2165.2,,,False,,,True,True,True,True,,
06087,1146,1456.0,2900.7,,,743.0,384.1,1144.6,854.6,,,310.0,1754.7,,,-403.0,-761.9,-1.4,-291.4,,,False,,,False,False,True,True,,
06089,865,560.0,939.1,,,1175.0,305.2,27.3,1217.3,,,-305.0,74.1,,,310.0,-559.8,-837.7,352.3,,,True,,,False,False,False,False,,
06091,0,24.0,,,,8.0,,2.4,13.7,,,24.0,,,,8.0,,2.4,13.7,,,,,,True,,True,True,,
06093,75,144.0,,,,146.0,109.6,20.1,398.5,,,69.0,,,,71.0,34.6,-54.9,323.5,,,,,,False,True,True,False,,
06095,2154,4536.0,14126.8,,,6306.0,1206.3,751.5,3523.9,,,2382.0,11972.8,,,4152.0,-947.7,-1402.5,1369.9,,,False,,,False,True,True,True,,
06097,4195,5808.0,7811.2,,,3221.0,1182.4,6542.3,2442.1,,,1613.0,3616.2,,,-974.0,-3012.6,2347.3,-1752.9,,,False,,,True,False,False,False,,
06099,5049,19096.0,16242.6,,,13206.0,2261.1,11297.6,13772.4,,,14047.0,11193.6,,,8157.0,-2787.9,6248.6,8723.4,,,True,,,True,True,True,True,,
06101,704,1360.0,1525.2,,,1465.0,502.2,81.6,1001.8,,,656.0,821.2,,,761.0,-201.8,-622.4,297.8,,,False,,,False,True,True,True,,
06103,367,336.0,674.3,,,662.0,322.4,103.3,1015.5,,,-31.0,307.3,,,295.0,-44.6,-263.7,648.5,,,False,,,False,False,False,False,,
06105,20,24.0,,,,1.0,,6.0,13.9,,,4.0,,,,-19.0,,-14.0,-6.1,,,,,,False,,False,False,,
06107,4689,13040.0,7193.1,,,11644.0,1932.2,457.5,19251.1,,,8351.0,2504.1,,,6955.0,-2756.8,-4231.5,14562.1,,,True,,,True,True,True,False,,
06109,77,64.0,556.1,,,381.0,52.8,27.4,113.0,,,-13.0,479.1,,,304.0,-24.2,-49.6,36.0,,,False,,,False,False,False,False,,
06111,4379,7552.0,7660.2,,,16722.0,1834.9,70.8,5591.7,,,3173.0,3281.2,,,12343.0,-2544.1,-4308.2,1212.7,,,False,,,False,True,False,True,,
06113,976,2208.0,6535.6,,,2898.0,594.9,1421.8,771.6,,,1232.0,5559.6,,,1922.0,-381.1,445.8,-204.4,,,False,,,False,True,True,True,,
06115,487,1216.0,1967.8,,,1062.0,359.6,1089.9,1277.7,,,729.0,1480.8,,,575.0,-127.4,602.9,790.7,,,False,,,True,True,True,False,,
08001,3817,2664.0,2536.6,,,2047.0,1054.9,1255.8,3372.2,,,-1153.0,-1280.4,,,-1770.0,-2762.1,-2561.2,-444.8,,,False,,,False,False,False,True,,
08003,29,48.0,,,,60.0,2.8,17.4,31.2,,,19.0,,,,31.0,-26.2,-11.6,2.2,,,,,,False,False,True,True,,
08005,2670,2088.0,1535.6,,,2131.0,894.6,3133.6,1088.4,,,-582.0,-1134.4,,,-539.0,-1775.4,463.6,-1581.6,,,False,,,True,False,True,False,,
08007,21,40.0,,,,15.0,,0.0,25.4,,,19.0,,,,-6.0,,-21.0,4.4,,,,,,True,,False,True,,
08009,6,8.0,,,,8.0,,0.4,4.1,,,2.0,,,,2.0,,-5.6,-1.9,,,,,,False,,False,True,,
08011,2,8.0,,,,8.0,,6.8,6.9,,,6.0,,,,6.0,,4.8,4.9,,,,,,False,,True,True,,
08013,2633,840.0,777.9,,,422.0,752.1,399.0,1022.1,,,-1793.0,-1855.1,,,-2211.0,-1880.9,-2234.0,-1610.9,,,False,,,False,False,False,True,,
08014,244,232.0,133.6,,,379.0,,21.0,388.0,,,-12.0,-110.4,,,135.0,,-223.0,144.0,,,False,,,False,,False,False,,
08015,52,16.0,,,,33.0,45.0,4.1,277.1,,,-36.0,,,,-19.0,-7.0,-47.9,225.1,,,,,,True,True,False,False,,
08017,5,8.0,,,,0.0,,1.0,15.6,,,3.0,,,,-5.0,,-4.0,10.6,,,,,,False,,False,False,,
08019,27,8.0,,,,21.0,,9.2,3.4,,,-19.0,,,,-6.0,,-17.8,-23.6,,,,,,True,,True,False,,
08021,15,32.0,,,,16.0,,6.0,30.7,,,17.0,,,,1.0,,-9.0,15.7,,,,,,True,,True,True,,
08023,11,16.0,,,,2.0,,1.2,15.1,,,5.0,,,,-9.0,,-9.8,4.1,,,,,,False,,False,True,,
08025,1,8.0,,,,27.0,,0.0,5.6,,,7.0,,,,26.0,,-1.0,4.6,,,,,,False,,True,True,,
08027,5,16.0,,,,0.0,,3.5,,,,11.0,,,,-5.0,,-1.5,,,,,,,True,,True,,,
08029,64,88.0,,,,17.0,20.3,15.2,104.3,,,24.0,,,,-47.0,-43.7,-48.9,40.3,,,,,,False,False,False,False,,
08031,4154,2680.0,2011.3,,,2312.0,861.0,1907.1,1609.1,,,-1474.0,-2142.7,,,-1842.0,-3293.0,-2246.9,-2544.9,,,False,,,False,False,False,False,,
08033,2,0.0,,,,0.0,,0.0,0.7,,,-2.0,,,,-2.0,,-2.0,-1.3,,,,,,False,,False,True,,
08035,1165,728.0,744.6,,,711.0,177.1,557.7,467.5,,,-437.0,-420.4,,,-454.0,-987.9,-607.3,-697.5,,,True,,,False,False,False,False,,
08037,163,224.0,110.6,,,177.0,337.4,106.0,211.5,,,61.0,-52.4,,,14.0,174.4,-57.0,48.5,,,True,,,True,False,True,True,,
08039,65,48.0,,,,40.0,141.4,13.2,24.0,,,-17.0,,,,-25.0,76.4,-51.8,-41.0,,,,,,False,False,False,False,,
08041,2194,3840.0,5759.3,,,1951.0,3281.9,1236.9,3262.8,,,1646.0,3565.3,,,-243.0,1087.9,-957.1,1068.8,,,False,,,True,True,True,True,,
08043,63,104.0,,,,142.0,55.3,67.9,85.7,,,41.0,,,,79.0,-7.7,4.9,22.7,,,,,,False,True,True,True,,
08045,216,224.0,896.6,,,109.0,189.3,188.6,400.9,,,8.0,680.6,,,-107.0,-26.7,-27.4,184.9,,,False,,,False,False,False,False,,
08047,3,8.0,,,,24.0,,0.0,,,,5.0,,,,21.0,,-3.0,,,,,,,False,,True,,,
08049,60,64.0,,,,18.0,,27.5,127.9,,,4.0,,,,-42.0,,-32.5,67.9,,,,,,False,,False,False,,
08051,21,80.0,,,,13.0,17.5,3.5,69.6,,,59.0,,,,-8.0,-3.5,-17.5,48.6,,,,,,True,True,True,True,,
08053,0,0.0,,,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,,,,True,,True,True,,
08055,18,0.0,,,,0.0,,0.9,5.7,,,-18.0,,,,-18.0,,-17.1,-12.3,,,,,,False,,True,True,,
08057,1,0.0,,,,0.0,,1.3,3.3,,,-1.0,,,,-1.0,,0.3,2.3,,,,,,False,,True,False,,
08059,2115,1736.0,1314.7,,,1012.0,1035.0,1150.1,1341.7,,,-379.0,-800.3,,,-1103.0,-1080.0,-964.9,-773.3,,,False,,,False,False,False,False,,
08061,1,0.0,,,,0.0,,0.0,,,,-1.0,,,,-1.0,,-1.0,,,,,,,False,,False,,,
08063,32,152.0,,,,3.0,,77.9,89.4,,,120.0,,,,-29.0,,45.9,57.4,,,,,,True,,True,True,,
08065,25,16.0,,,,12.0,,8.6,21.5,,,-9.0,,,,-13.0,,-16.4,-3.5,,,,,,False,,False,True,,
08067,72,160.0,139.0,,,52.0,79.2,67.1,83.2,,,88.0,67.0,,,-20.0,7.2,-4.9,11.2,,,True,,,True,True,True,True,,
08069,1412,1088.0,1040.4,,,359.0,1204.3,997.8,516.1,,,-324.0,-371.6,,,-1053.0,-207.7,-414.2,-895.9,,,False,,,False,True,False,False,,
08071,10,8.0,,,,12.0,,1.1,,,,-2.0,,,,2.0,,-8.9,,,,,,,False,,False,,,
08073,19,0.0,,,,1.0,,1.3,3.1,,,-19.0,,,,-18.0,,-17.7,-15.9,,,,,,True,,True,True,,
08075,337,32.0,,,,137.0,1.5,25.2,6.1,,,-305.0,,,,-200.0,-335.5,-311.8,-330.9,,,,,,True,False,False,False,,
08077,416,512.0,837.3,,,254.0,298.5,126.6,931.4,,,96.0,421.3,,,-162.0,-117.5,-289.4,515.4,,,False,,,False,False,False,False,,
08079,2,0.0,,,,0.0,,2.4,7.7,,,-2.0,,,,-2.0,,0.4,5.7,,,,,,False,,True,False,,
08081,16,40.0,,,,2.0,,4.8,37.0,,,24.0,,,,-14.0,,-11.2,21.0,,,,,,True,,True,True,,
08083,47,8.0,,,,15.0,28.5,12.9,10.2,,,-39.0,,,,-32.0,-18.5,-34.1,-36.8,,,,,,True,True,True,True,,
08085,81,160.0,,,,38.0,57.0,43.3,425.0,,,79.0,,,,-43.0,-24.0,-37.7,344.0,,,,,,True,True,True,False,,
08087,87,88.0,,,,156.0,1.9,2.2,75.2,,,1.0,,,,69.0,-85.1,-84.8,-11.8,,,,,,False,False,False,False,,
08089,32,56.0,,,,49.0,,21.2,148.8,,,24.0,,,,17.0,,-10.8,116.8,,,,,,True,,True,False,,
08091,20,0.0,,,,0.0,,1.1,0.2,,,-20.0,,,,-20.0,,-18.9,-19.8,,,,,,False,,True,True,,
08093,23,0.0,,,,17.0,,3.0,5.2,,,-23.0,,,,-6.0,,-20.0,-17.8,,,,,,True,,True,True,,
08095,15,0.0,,,,0.0,,0.5,5.4,,,-15.0,,,,-15.0,,-14.5,-9.6,,,,,,False,,True,True,,
08097,55,32.0,,,,14.0,91.6,25.5,55.0,,,-23.0,,,,-41.0,36.6,-29.5,0.0,,,,,,False,False,False,True,,
08099,36,80.0,,,,20.0,,400.8,104.7,,,44.0,,,,-16.0,,364.8,68.7,,,,,,True,,False,False,,
08101,586,504.0,519.2,,,784.0,337.9,236.2,823.4,,,-82.0,-66.8,,,198.0,-248.1,-349.8,237.4,,,True,,,False,False,False,False,,
08103,8,32.0,,,,0.0,,1.9,,,,24.0,,,,-8.0,,-6.1,,,,,,,True,,True,,,
08105,10,24.0,,,,22.0,,37.3,47.3,,,14.0,,,,12.0,,27.3,37.3,,,,,,True,,False,False,,
08107,46,40.0,,,,19.0,59.3,54.3,122.2,,,-6.0,,,,-27.0,13.3,8.3,76.2,,,,,,False,False,False,False,,
08109,9,0.0,,,,6.0,1.8,2.1,40.9,,,-9.0,,,,-3.0,-7.2,-6.9,31.9,,,,,,True,True,True,False,,
08111,4,0.0,,,,0.0,,0.0,0.3,,,-4.0,,,,-4.0,,-4.0,-3.7,,,,,,False,,False,True,,
08113,10,40.0,,,,1.0,,36.2,32.9,,,30.0,,,,-9.0,,26.2,22.9,,,,,,True,,True,True,,
08115,4,0.0,,,,0.0,,0.0,,,,-4.0,,,,-4.0,,-4.0,,,,,,,False,,False,,,
08117,173,136.0,,,,57.0,43.4,40.5,74.2,,,-37.0,,,,-116.0,-129.6,-132.5,-98.8,,,,,,False,False,False,False,,
08119,39,176.0,,,,47.0,116.1,13.2,146.3,,,137.0,,,,8.0,77.1,-25.8,107.3,,,,,,True,True,True,True,,
08121,24,24.0,,,,2.0,,29.7,26.0,,,0.0,,,,-22.0,,5.7,2.0,,,,,,False,,False,False,,
08123,1316,840.0,301.7,,,706.0,327.1,662.8,793.0,,,-476.0,-1014.3,,,-610.0,-988.9,-653.2,-523.0,,,False,,,False,False,False,False,,
08125,90,0.0,,,,5.0,,2.7,12.7,,,-90.0,,,,-85.0,,-87.3,-77.3,,,,,,True,,True,True,,
09001,2592,1632.0,275.1,,,830.0,869.6,519.7,1682.5,,,-960.0,-2316.9,,,-1762.0,-1722.4,-2072.3,-909.5,,,False,,,False,False,False,True,,
09003,2656,880.0,964.5,,,769.0,202.8,59.2,1481.8,,,-1776.0,-1691.5,,,-1887.0,-2453.2,-2596.8,-1174.2,,,True,,,False,False,False,True,,
09005,298,176.0,44.3,,,12.0,129.7,22.6,144.1,,,-122.0,-253.7,,,-286.0,-168.3,-275.4,-153.9,,,False,,,False,False,False,False,,
09007,254,144.0,63.5,,,7.0,50.5,92.2,103.5,,,-110.0,-190.5,,,-247.0,-203.5,-161.8,-150.5,,,False,,,False,False,False,False,,
09009,1563,1368.0,731.9,,,272.0,111.2,497.1,1812.0,,,-195.0,-831.1,,,-1291.0,-1451.8,-1065.9,249.0,,,False,,,False,False,False,False,,
09011,1095,352.0,174.7,,,35.0,65.9,152.5,333.5,,,-743.0,-920.3,,,-1060.0,-1029.1,-942.5,-761.5,,,False,,,False,False,False,False,,
09013,446,0.0,80.0,,,29.0,88.2,0.2,47.6,,,-446.0,-366.0,,,-417.0,-357.8,-445.8,-398.4,,,True,,,True,True,True,True,,
09015,353,232.0,103.9,,,33.0,102.4,16.6,178.0,,,-121.0,-249.1,,,-320.0,-250.6,-336.4,-175.0,,,False,,,False,False,False,False,,
10001,741,1584.0,478.6,,,467.0,272.4,768.5,1726.8,,2469.0,843.0,-262.4,,,-274.0,-468.6,27.5,985.8,,1728.0,True,,,True,True,True,False,,False
10003,4017,2632.0,1789.4,,,1771.0,474.7,2496.4,2882.4,,1494.0,-1385.0,-2227.6,,,-2246.0,-3542.3,-1520.6,-1134.6,,-2523.0,False,,,False,False,False,True,,False
10005,1127,2808.0,682.8,,,695.0,277.3,254.0,2332.9,,2630.0,1681.0,-444.2,,,-432.0,-849.7,-873.0,1205.9,,1503.0,True,,,True,True,True,True,,True
12001,4273,3648.0,4841.3,,,3017.0,1244.7,2808.0,1230.8,,1726.0,-625.0,568.3,,,-1256.0,-3028.3,-1465.0,-3042.2,,-2547.0,True,,,False,False,False,False,,False
12003,534,1944.0,,,,1145.0,134.9,1156.4,687.1,,305.0,1410.0,,,,611.0,-399.1,622.4,153.1,,-229.0,,,,True,True,True,True,,True
12005,1481,3192.0,7912.8,,,3635.0,817.3,487.9,2100.7,,1093.0,1711.0,6431.8,,,2154.0,-663.7,-993.1,619.7,,-388.0,False,,,False,True,True,True,,True
12007,603,752.0,,,,915.0,202.1,512.2,538.7,,423.0,149.0,,,,312.0,-400.9,-90.8,-64.3,,-180.0,,,,False,False,True,True,,False
12009,3299,4120.0,10355.1,,,4549.0,805.7,2673.8,2347.3,,2463.0,821.0,7056.1,,,1250.0,-2493.3,-625.2,-951.7,,-836.0,False,,,False,False,True,False,,False
12011,12784,35176.0,94107.3,,,12317.0,5059.9,9074.2,23484.0,,5914.0,22392.0,81323.3,,,-467.0,-7724.1,-3709.8,10700.0,,-6870.0,False,,,True,True,True,True,,True
12013,142,280.0,,,,616.0,84.2,314.3,397.0,,96.0,138.0,,,,474.0,-57.8,172.3,255.0,,-46.0,,,,False,True,False,False,,True
12015,834,1240.0,4508.9,,,1577.0,504.2,201.8,639.1,,955.0,406.0,3674.9,,,743.0,-329.8,-632.2,-194.9,,121.0,False,,,False,True,False,True,,True
12017,1166,1888.0,4089.8,,,1643.0,688.8,1677.4,730.0,,1330.0,722.0,2923.8,,,477.0,-477.2,511.4,-436.0,,164.0,False,,,True,True,True,True,,True
12019,2004,1560.0,8628.1,,,2728.0,620.1,384.2,728.9,,1108.0,-444.0,6624.1,,,724.0,-1383.9,-1619.8,-1275.1,,-896.0,False,,,False,False,False,False,,False
12021,2299,4600.0,5469.9,,,3179.0,548.0,2937.2,4315.2,,1129.0,2301.0,3170.9,,,880.0,-1751.0,638.2,2016.2,,-1170.0,False,,,True,True,True,True,,True
12023,939,1536.0,3796.2,,,1934.0,9.7,192.2,2526.3,,132.0,597.0,2857.2,,,995.0,-929.3,-746.8,1587.3,,-807.0,False,,,False,False,False,False,,False
12027,185,592.0,,,,419.0,18.0,135.8,602.7,,56.0,407.0,,,,234.0,-167.0,-49.2,417.7,,-129.0,,,,True,True,True,False,,True
12029,263,872.0,,,,1481.0,52.2,347.3,503.1,,169.0,609.0,,,,1218.0,-210.8,84.3,240.1,,-94.0,,,,False,True,True,True,,True
12031,7160,10744.0,52896.4,,,11161.0,1771.3,5754.2,3773.7,,3340.0,3584.0,45736.4,,,4001.0,-5388.7,-1405.8,-3386.3,,-3820.0,False,,,False,False,True,True,,False
12033,2406,7264.0,7949.8,,,8258.0,2464.0,4326.5,7463.3,,1568.0,4858.0,5543.8,,,5852.0,58.0,1920.5,5057.3,,-838.0,False,,,False,True,True,False,,True
12035,684,816.0,1336.2,,,909.0,350.6,167.6,441.1,,709.0,132.0,652.2,,,225.0,-333.4,-516.4,-242.9,,25.0,False,,,False,False,False,False,,True
12037,200,528.0,,,,2679.0,72.7,87.0,504.0,,109.0,328.0,,,,2479.0,-127.3,-113.0,304.0,,-91.0,,,,False,True,True,True,,True
12039,930,1256.0,,,,1534.0,293.6,188.1,1468.1,,92.0,326.0,,,,604.0,-636.4,-741.9,538.1,,-838.0,,,,False,False,False,False,,False
12041,126,352.0,,,,596.0,95.1,97.0,732.1,,97.0,226.0,,,,470.0,-30.9,-29.0,606.1,,-29.0,,,,False,True,True,False,,True
12043,159,144.0,,,,158.0,0.0,182.5,256.3,,23.0,-15.0,,,,-1.0,-159.0,23.5,97.3,,-136.0,,,,True,False,False,False,,False
12045,168,1016.0,,,,3069.0,194.9,176.8,1080.6,,0.0,848.0,,,,2901.0,26.9,8.8,912.6,,-168.0,,,,False,True,True,False,,True
12047,245,136.0,,,,970.0,2.0,0.3,325.3,,7.0,-109.0,,,,725.0,-243.0,-244.7,80.3,,-238.0,,,,False,False,False,True,,False
12049,430,472.0,,,,274.0,196.3,364.1,189.5,,65.0,42.0,,,,-156.0,-233.7,-65.9,-240.5,,-365.0,,,,False,False,False,False,,False
12051,225,1024.0,,,,524.0,5.1,74.5,810.7,,30.0,799.0,,,,299.0,-219.9,-150.5,585.7,,-195.0,,,,True,True,True,True,,True
12053,1118,1800.0,3007.0,,,1998.0,612.9,1283.8,610.1,,1236.0,682.0,1889.0,,,880.0,-505.1,165.8,-507.9,,118.0,False,,,False,True,True,True,,True
12055,732,1480.0,4589.9,,,1086.0,595.6,1205.5,1043.2,,803.0,748.0,3857.9,,,354.0,-136.4,473.5,311.2,,71.0,False,,,True,True,True,True,,True
