,count,mean,median,std,min,25%,75%,max
COVIDhub-ensemble,51,280552605.8,5764801.0,1258362019.1,529.0,194088.5,38338040.5,8624836900.0
CovidAnalytics-DELPHI,51,307203099.4,70090384.0,698862356.0,24649.0,5804305.0,285492582.5,3782988036.0
COVIDhub-baseline,51,342559191.2,3341584.0,1562145234.7,0.0,329480.0,28468922.5,10032826896.0
JHU_IDD-CovidSP,51,367758109.2,10326346.6,1609568325.4,2942.3,920677.5,64634802.8,11167847433.7
LANL-GrowthRate,51,430641133.6,20330035.6,1865162476.0,7.3,1490915.0,65163009.9,9838025498.5
USACE-ERDC_SEIR,51,452811172.9,9428621.7,2119566804.3,3243.0,727505.2,130182680.0,14941918136.9
UCLA-SuEIR,51,503336980.2,22616884.2,1686698992.1,420.9,697443.1,90430935.6,10176410463.1
LNQ-ens1,51,644748381.4,20252216.6,2658597034.3,315.9,604223.6,116464292.3,15623959855.2
OliverWyman-Navigator,51,816990841.2,6411024.0,3600284053.2,676.0,424122.5,65052416.5,19857600889.0
USC-SI_kJalpha,51,950880343.4,28704993.4,4552066701.2,455.2,3152332.1,204395713.2,32126982239.4
Geneva-DetGrowth,51,1804064844.5,173289111.7,5955428915.6,14334.0,9520353.4,523155424.3,30578892012.2
IowaStateLW-STEM,49,1825652324.2,7617600.0,9200823985.0,25.0,1282362.5,87095048.0,58937272900.0
Covid19Sim-Simulator,51,3050156479.0,11530814.9,14767170332.2,6056.1,2392484.6,137804250.8,101802476154.1
IHME-CurveFit,51,11814588146.2,74050198.0,68647815157.0,82.1,4320952.1,601861289.0,487211656669.7
Karlen-pypm,51,15404352205.3,288469843.4,69169491089.9,376.4,8315150.6,1345038658.3,472415380695.0
RobertWalraven-ESG,49,25328961159.0,13121664.6,153646520115.3,1304.8,1373925.3,169169316.7,1085964083647.1
