,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IHME-CurveFit,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
27059,47,18.0,,24.0,21.0,,,,,,67.0,75.9,,11.7,32.3,,36.0,,,13.2,,,,22.0,,-29.0,,-23.0,-26.0,,,,,,20.0,28.9,,-35.3,-14.7,,-11.0,,,-33.8,,,,-25.0,,,True,True,,,,,,True,True,,False,True,,True,,,False,,,,True,
27061,31,60.0,,29.0,0.0,,,,,,58.0,124.7,,19.4,72.2,38.7,68.0,,,31.8,,,,94.0,,29.0,,-2.0,-31.0,,,,,,27.0,93.7,,-11.6,41.2,7.7,37.0,,,0.8,,,,63.0,,,True,False,,,,,,True,False,,True,False,True,False,,,True,,,,False,
27063,26,9.0,,6.0,0.0,,,,,,21.0,23.7,,3.6,6.9,,23.0,,,9.1,,,,8.0,,-17.0,,-20.0,-26.0,,,,,,-5.0,-2.3,,-22.4,-19.1,,-3.0,,,-16.9,,,,-18.0,,,False,False,,,,,,True,True,,False,False,,True,,,True,,,,False,
27065,19,9.0,,5.0,6.0,,,,,,18.0,22.0,,1.7,6.1,,,,,7.4,,,,14.0,,-10.0,,-14.0,-13.0,,,,,,-1.0,3.0,,-17.3,-12.9,,,,,-11.6,,,,-5.0,,,False,False,,,,,,True,True,,False,False,,,,,False,,,,True,
27067,95,69.0,,39.0,118.0,,,,,,150.0,108.6,,27.3,110.7,19.8,209.0,,,38.8,,,,121.0,,-26.0,,-56.0,23.0,,,,,,55.0,13.6,,-67.7,15.7,-75.2,114.0,,,-56.2,,,,26.0,,,False,True,,,,,,False,True,,False,True,False,False,,,False,,,,False,
27069,1,3.0,,0.0,0.0,,,,,,3.0,6.9,,0.0,0.1,,0.0,,,2.2,,,,13.0,,2.0,,-1.0,-1.0,,,,,,2.0,5.9,,-1.0,-0.9,,-1.0,,,1.2,,,,12.0,,,True,True,,,,,,False,False,,True,True,,True,,,True,,,,False,
27071,29,72.0,,30.0,32.0,,,,,,23.0,81.8,,3.8,43.1,,,,,64.6,,,,96.0,,43.0,,1.0,3.0,,,,,,-6.0,52.8,,-25.2,14.1,,,,,35.6,,,,67.0,,,True,True,,,,,,True,False,,True,True,,,,,True,,,,False,
27073,3,0.0,,0.0,0.0,,,,,,3.0,2.6,,0.2,0.2,,0.0,,,0.0,,,,0.0,,-3.0,,-3.0,-3.0,,,,,,0.0,-0.4,,-2.8,-2.8,,-3.0,,,-3.0,,,,-3.0,,,False,False,,,,,,True,True,,True,True,,False,,,False,,,,False,
27075,11,3.0,,1.0,0.0,,,,,,18.0,7.4,,0.7,1.5,,0.0,,,,,,,3.0,,-8.0,,-10.0,-11.0,,,,,,7.0,-3.6,,-10.3,-9.5,,-11.0,,,,,,,-8.0,,,False,False,,,,,,True,True,,False,False,,False,,,,,,,False,
27077,6,3.0,,2.0,0.0,,,,,,3.0,10.2,,,0.2,,0.0,,,,,,,0.0,,-3.0,,-4.0,-6.0,,,,,,-3.0,4.2,,,-5.8,,-6.0,,,,,,,-6.0,,,False,False,,,,,,False,False,,,False,,False,,,,,,,False,
27079,72,72.0,,61.0,63.0,,,,,,31.0,143.4,,60.8,99.5,107.9,87.0,,,53.1,,,,70.0,,0.0,,-11.0,-9.0,,,,,,-41.0,71.4,,-11.2,27.5,35.9,15.0,,,-18.9,,,,-2.0,,,False,False,,,,,,False,False,,False,False,False,False,,,False,,,,False,
27081,10,33.0,,6.0,36.0,,,,,,6.0,25.3,,3.5,16.2,,20.0,,,,,,,27.0,,23.0,,-4.0,26.0,,,,,,-4.0,15.3,,-6.5,6.2,,10.0,,,,,,,17.0,,,True,False,,,,,,True,True,,True,True,,True,,,,,,,True,
27083,35,57.0,,60.0,97.0,,,,,,62.0,107.2,,23.8,87.6,72.5,138.0,,,14.2,,,,54.0,,22.0,,25.0,62.0,,,,,,27.0,72.2,,-11.2,52.6,37.5,103.0,,,-20.8,,,,19.0,,,False,False,,,,,,False,False,,True,False,False,False,,,True,,,,True,
27085,134,12.0,,19.0,21.0,,,,,,59.0,45.2,,3.7,18.8,39.8,39.0,,,9.4,,,,15.0,,-122.0,,-115.0,-113.0,,,,,,-75.0,-88.8,,-130.3,-115.2,-94.2,-95.0,,,-124.6,,,,-119.0,,,True,True,,,,,,True,True,,False,True,True,True,,,False,,,,True,
27087,11,3.0,,1.0,0.0,,,,,,6.0,6.8,,1.7,3.7,,,,,,,,,5.0,,-8.0,,-10.0,-11.0,,,,,,-5.0,-4.2,,-9.3,-7.3,,,,,,,,,-6.0,,,False,False,,,,,,True,True,,False,True,,,,,,,,,True,
27089,6,15.0,,3.0,0.0,,,,,,10.0,21.0,,1.0,3.3,,19.0,,,6.7,,,,15.0,,9.0,,-3.0,-6.0,,,,,,4.0,15.0,,-5.0,-2.7,,13.0,,,0.7,,,,9.0,,,True,True,,,,,,True,False,,True,True,,False,,,True,,,,False,
27091,22,33.0,,27.0,35.0,,,,,,53.0,40.4,,1.0,27.3,29.9,60.0,,,27.0,,,,24.0,,11.0,,5.0,13.0,,,,,,31.0,18.4,,-21.0,5.3,7.9,38.0,,,5.0,,,,2.0,,,True,False,,,,,,False,False,,False,True,True,False,,,True,,,,True,
27093,10,30.0,,23.0,45.0,,,,,,30.0,69.1,,9.0,21.9,,32.0,,,25.6,,,,41.0,,20.0,,13.0,35.0,,,,,,20.0,59.1,,-1.0,11.9,,22.0,,,15.6,,,,31.0,,,True,False,,,,,,False,False,,True,True,,False,,,True,,,,False,
27095,24,18.0,,16.0,29.0,,,,,,38.0,42.9,,3.8,11.5,,19.0,,,19.9,,,,19.0,,-6.0,,-8.0,5.0,,,,,,14.0,18.9,,-20.2,-12.5,,-5.0,,,-4.1,,,,-5.0,,,False,True,,,,,,False,False,,False,False,,True,,,True,,,,True,
27097,24,6.0,,5.0,2.0,,,,,,44.0,32.1,,5.7,8.7,,22.0,,,0.6,,,,7.0,,-18.0,,-19.0,-22.0,,,,,,20.0,8.1,,-18.3,-15.3,,-2.0,,,-23.4,,,,-17.0,,,False,False,,,,,,False,True,,False,True,,True,,,False,,,,True,
27099,90,99.0,,49.0,44.0,,,,,,120.0,151.0,,18.2,106.0,43.8,319.0,,,66.9,,,,51.0,,9.0,,-41.0,-46.0,,,,,,30.0,61.0,,-71.8,16.0,-46.2,229.0,,,-23.1,,,,-39.0,,,False,False,,,,,,False,False,,False,False,False,False,,,False,,,,False,
27101,12,66.0,,37.0,110.0,,,,,,14.0,67.6,,17.0,56.2,31.2,65.0,,,103.4,,,,58.0,,54.0,,25.0,98.0,,,,,,2.0,55.6,,5.0,44.2,19.2,53.0,,,91.4,,,,46.0,,,True,False,,,,,,True,False,,True,True,True,True,,,False,,,,True,
27103,109,126.0,,116.0,150.0,,,,,,63.0,194.8,,71.1,124.9,134.5,132.0,,,122.6,,,,101.0,,17.0,,7.0,41.0,,,,,,-46.0,85.8,,-37.9,15.9,25.5,23.0,,,13.6,,,,-8.0,,,True,False,,,,,,False,False,,False,True,False,False,,,True,,,,True,
27105,58,63.0,,19.0,0.0,,,,,,155.0,37.1,,13.4,70.2,7.0,,,,58.0,,,,0.0,,5.0,,-39.0,-58.0,,,,,,97.0,-20.9,,-44.6,12.2,-51.0,,,,0.0,,,,-58.0,,,False,False,,,,,,False,False,,False,False,False,,,,True,,,,False,
27107,12,24.0,,8.0,,,,,,,12.0,14.9,,1.5,7.5,,24.0,,,15.9,,,,54.0,,12.0,,-4.0,,,,,,,0.0,2.9,,-10.5,-4.5,,12.0,,,3.9,,,,42.0,,,True,,,,,,,True,True,,True,True,,False,,,True,,,,False,
27109,328,327.0,607.2,271.0,241.0,,,,,,365.0,437.1,,203.0,370.9,413.0,557.0,,,272.7,221.0,,,265.0,,-1.0,279.2,-57.0,-87.0,,,,,,37.0,109.1,,-125.0,42.9,85.0,229.0,,,-55.3,-107.0,,,-63.0,,False,False,False,,,,,,False,False,,False,False,False,False,,,False,False,,,False,
27111,65,48.0,32.8,44.0,95.0,,,,,,54.0,122.2,,17.0,52.9,63.7,65.0,,,26.4,,,,44.0,,-17.0,-32.2,-21.0,30.0,,,,,,-11.0,57.2,,-48.0,-12.1,-1.3,0.0,,,-38.6,,,,-21.0,,False,False,False,,,,,,True,False,,False,True,True,True,,,False,,,,False,
27113,13,12.0,,6.0,0.0,,,,,,30.0,17.0,,6.8,6.1,,21.0,,,5.0,,,,13.0,,-1.0,,-7.0,-13.0,,,,,,17.0,4.0,,-6.2,-6.9,,8.0,,,-8.0,,,,0.0,,,False,False,,,,,,False,False,,False,False,,False,,,False,,,,True,
27115,11,18.0,,9.0,12.0,,,,,,42.0,37.2,,1.4,10.8,9.8,39.0,,,11.5,,,,9.0,,7.0,,-2.0,1.0,,,,,,31.0,26.2,,-9.6,-0.2,-1.2,28.0,,,0.5,,,,-2.0,,,True,True,,,,,,False,False,,False,True,True,False,,,True,,,,True,
27117,31,60.0,,31.0,55.0,,,,,,20.0,106.0,,16.3,56.1,30.3,64.0,,,29.2,,,,41.0,,29.0,,0.0,24.0,,,,,,-11.0,75.0,,-14.7,25.1,-0.7,33.0,,,-1.8,,,,10.0,,,True,True,,,,,,True,False,,True,True,True,False,,,True,,,,True,
27119,53,42.0,,32.0,36.0,,,,,,61.0,83.4,,17.1,42.4,29.8,52.0,,,36.3,,,,76.0,,-11.0,,-21.0,-17.0,,,,,,8.0,30.4,,-35.9,-10.6,-23.2,-1.0,,,-16.7,,,,23.0,,,False,False,,,,,,True,False,,False,True,False,True,,,False,,,,False,
27121,17,21.0,,12.0,33.0,,,,,,11.0,32.1,,4.6,22.9,,,,,,,,,39.0,,4.0,,-5.0,16.0,,,,,,-6.0,15.1,,-12.4,5.9,,,,,,,,,22.0,,,False,False,,,,,,False,False,,False,False,,,,,,,,,False,
27123,1805,1737.0,174.3,1452.0,2531.0,,,,,,2551.0,770.8,,1147.2,2172.5,537.4,2407.0,,,1452.0,1954.0,,,2079.0,,-68.0,-1630.7,-353.0,726.0,,,,,,746.0,-1034.2,,-657.8,367.5,-1267.6,602.0,,,-353.0,149.0,,,274.0,,False,False,False,,,,,,False,False,,False,False,False,False,,,False,False,,,False,
27125,17,9.0,,1.0,0.0,,,,,,3.0,6.2,,1.2,3.3,,9.0,,,4.8,,,,31.0,,-8.0,,-16.0,-17.0,,,,,,-14.0,-10.8,,-15.8,-13.7,,-8.0,,,-12.2,,,,14.0,,,False,False,,,,,,False,False,,False,False,,False,,,False,,,,False,
27127,9,6.0,,4.0,0.0,,,,,,16.0,22.0,,4.3,7.6,,13.0,,,4.3,,,,8.0,,-3.0,,-5.0,-9.0,,,,,,7.0,13.0,,-4.7,-1.4,,4.0,,,-4.7,,,,-1.0,,,False,False,,,,,,False,False,,False,True,,False,,,False,,,,True,
27129,22,6.0,,6.0,1.0,,,,,,12.0,34.8,,13.1,26.9,,,,,0.6,,,,41.0,,-16.0,,-16.0,-21.0,,,,,,-10.0,12.8,,-8.9,4.9,,,,,-21.4,,,,19.0,,,False,False,,,,,,True,True,,True,True,,,,,False,,,,False,
27131,111,96.0,181.8,71.0,65.0,,,,,,148.0,103.6,,37.7,119.8,62.8,299.0,,,78.0,,,,62.0,,-15.0,70.8,-40.0,-46.0,,,,,,37.0,-7.4,,-73.3,8.8,-48.2,188.0,,,-33.0,,,,-49.0,,False,False,False,,,,,,False,True,,False,True,False,False,,,False,,,,False,
27133,30,60.0,,28.0,83.0,,,,,,21.0,49.7,,3.0,37.7,,55.0,,,44.3,,,,120.0,,30.0,,-2.0,53.0,,,,,,-9.0,19.7,,-27.0,7.7,,25.0,,,14.3,,,,90.0,,,True,False,,,,,,True,True,,True,True,,True,,,True,,,,False,
27135,20,12.0,,10.0,0.0,,,,,,21.0,21.0,,10.3,29.4,,20.0,,,,,,,24.0,,-8.0,,-10.0,-20.0,,,,,,1.0,1.0,,-9.7,9.4,,0.0,,,,,,,4.0,,,False,False,,,,,,True,True,,False,False,,True,,,,,,,True,
27137,331,123.0,100.4,153.0,159.0,,,,,,374.0,624.1,,88.9,152.1,217.0,147.0,,,82.2,159.0,,,133.0,,-208.0,-230.6,-178.0,-172.0,,,,,,43.0,293.1,,-242.1,-178.9,-114.0,-184.0,,,-248.8,-172.0,,,-198.0,,False,True,True,,,,,,True,False,,False,True,True,True,,,False,True,,,True,
27139,551,474.0,328.9,465.0,508.0,,,,,,378.0,682.4,,471.7,534.1,585.0,529.0,,,465.1,618.0,,,467.0,,-77.0,-222.1,-86.0,-43.0,,,,,,-173.0,131.4,,-79.3,-16.9,34.0,-22.0,,,-85.9,67.0,,,-84.0,,False,False,True,,,,,,False,False,,False,True,True,True,,,False,True,,,False,
27141,270,258.0,164.1,249.0,341.0,,,,,,221.0,435.3,,488.3,463.7,228.0,,,,253.0,,,,758.0,,-12.0,-105.9,-21.0,71.0,,,,,,-49.0,165.3,,218.3,193.7,-42.0,,,,-17.0,,,,488.0,,False,False,False,,,,,,False,False,,False,False,False,,,,False,,,,False,
27143,17,21.0,,18.0,23.0,,,,,,13.0,34.7,,10.1,25.3,,27.0,,,27.4,,,,23.0,,4.0,,1.0,6.0,,,,,,-4.0,17.7,,-6.9,8.3,,10.0,,,10.4,,,,6.0,,,True,False,,,,,,False,False,,False,False,,False,,,False,,,,False,
27145,238,243.0,392.0,168.0,119.0,,,,,,558.0,619.4,,159.9,291.3,166.3,837.0,,,148.8,159.0,,,169.0,,5.0,154.0,-70.0,-119.0,,,,,,320.0,381.4,,-78.1,53.3,-71.7,599.0,,,-89.2,-79.0,,,-69.0,,False,False,False,,,,,,False,False,,False,False,False,False,,,False,False,,,False,
27147,59,90.0,,83.0,123.0,,,,,,51.0,136.4,,28.5,93.4,105.2,129.0,,,84.6,,,,87.0,,31.0,,24.0,64.0,,,,,,-8.0,77.4,,-30.5,34.4,46.2,70.0,,,25.6,,,,28.0,,,True,False,,,,,,True,False,,True,False,False,False,,,True,,,,True,
27149,7,6.0,,3.0,0.0,,,,,,15.0,12.9,,0.8,2.2,,,,,,,,,3.0,,-1.0,,-4.0,-7.0,,,,,,8.0,5.9,,-6.2,-4.8,,,,,,,,,-4.0,,,False,False,,,,,,False,False,,False,False,,,,,,,,,False,
27151,9,15.0,,5.0,0.0,,,,,,13.0,23.2,,4.6,18.2,,17.0,,,3.8,,,,15.0,,6.0,,-4.0,-9.0,,,,,,4.0,14.2,,-4.4,9.2,,8.0,,,-5.2,,,,6.0,,,True,False,,,,,,True,False,,True,False,,False,,,True,,,,False,
27153,26,3.0,,2.0,0.0,,,,,,57.0,14.5,,1.4,7.9,5.2,,,,0.9,,,,4.0,,-23.0,,-24.0,-26.0,,,,,,31.0,-11.5,,-24.6,-18.1,-20.8,,,,-25.1,,,,-22.0,,,False,False,,,,,,False,True,,False,True,True,,,,False,,,,True,
27155,7,0.0,,0.0,0.0,,,,,,5.0,1.8,,0.2,0.5,,0.0,,,0.0,,,,1.0,,-7.0,,-7.0,-7.0,,,,,,-2.0,-5.2,,-6.8,-6.5,,-7.0,,,-7.0,,,,-6.0,,,False,False,,,,,,True,True,,True,True,,False,,,False,,,,True,
27157,35,45.0,,20.0,105.0,,,,,,10.0,83.2,,7.1,29.2,,36.0,,,46.5,,,,42.0,,10.0,,-15.0,70.0,,,,,,-25.0,48.2,,-27.9,-5.8,,1.0,,,11.5,,,,7.0,,,False,False,,,,,,False,False,,False,True,,True,,,False,,,,True,
27159,9,6.0,,0.0,0.0,,,,,,15.0,16.5,,0.9,1.5,,1.0,,,6.7,,,,4.0,,-3.0,,-9.0,-9.0,,,,,,6.0,7.5,,-8.1,-7.5,,-8.0,,,-2.3,,,,-5.0,,,False,False,,,,,,False,False,,False,False,,False,,,True,,,,False,
27161,56,72.0,,60.0,85.0,,,,,,16.0,87.6,,52.8,63.4,60.3,64.0,,,63.7,,,,92.0,,16.0,,4.0,29.0,,,,,,-40.0,31.6,,-3.2,7.4,4.3,8.0,,,7.7,,,,36.0,,,True,False,,,,,,False,False,,True,True,True,True,,,True,,,,False,
27163,669,627.0,707.5,714.0,804.0,,,,,,635.0,805.6,,593.4,711.5,896.8,735.0,,,872.1,816.0,,,714.0,,-42.0,38.5,45.0,135.0,,,,,,-34.0,136.6,,-75.6,42.5,227.8,66.0,,,203.1,147.0,,,45.0,,True,False,False,,,,,,True,False,,False,False,False,False,,,False,False,,,False,
27165,103,39.0,,28.0,28.0,,,,,,45.0,39.6,,17.1,45.3,0.2,92.0,,,33.7,,,,16.0,,-64.0,,-75.0,-75.0,,,,,,-58.0,-63.4,,-85.9,-57.7,-102.8,-11.0,,,-69.3,,,,-87.0,,,False,False,,,,,,True,True,,False,True,False,True,,,False,,,,False,
27167,15,0.0,,3.0,0.0,,,,,,9.0,4.6,,2.5,3.2,,5.0,,,3.5,,,,2.0,,-15.0,,-12.0,-15.0,,,,,,-6.0,-10.4,,-12.5,-11.8,,-10.0,,,-11.5,,,,-13.0,,,True,False,,,,,,True,True,,True,True,,True,,,True,,,,True,
27169,67,78.0,46.2,83.0,104.0,,,,,,63.0,235.9,,62.9,124.1,118.5,95.0,,,104.3,,,,141.0,,11.0,-20.8,16.0,37.0,,,,,,-4.0,168.9,,-4.1,57.1,51.5,28.0,,,37.3,,,,74.0,,False,False,False,,,,,,True,False,,True,False,False,False,,,False,,,,False,
27171,265,282.0,165.1,300.0,366.0,,,,,,328.0,452.7,,107.3,294.9,368.4,307.0,,,306.6,345.0,,,338.0,,17.0,-99.9,35.0,101.0,,,,,,63.0,187.7,,-157.7,29.9,103.4,42.0,,,41.6,80.0,,,73.0,,False,False,False,,,,,,False,False,,False,False,False,False,,,False,False,,,False,
27173,14,15.0,,7.0,0.0,,,,,,10.0,19.8,,4.8,10.4,,20.0,,,10.6,,,,20.0,,1.0,,-7.0,-14.0,,,,,,-4.0,5.8,,-9.2,-3.6,,6.0,,,-3.4,,,,6.0,,,False,False,,,,,,False,False,,False,False,,False,,,False,,,,False,
28001,174,264.0,,285.0,341.0,,,,,,345.0,174.4,,132.2,310.5,109.7,458.0,,,284.4,,,,309.0,,90.0,,111.0,167.0,,,,,,171.0,0.4,,-41.8,136.5,-64.3,284.0,,,110.4,,,,135.0,,,False,False,,,,,,False,True,,True,False,True,False,,,False,,,,False,
28003,184,372.0,,299.0,896.0,,,,,,288.0,284.6,,783.6,326.9,144.8,488.0,,,288.3,,,,394.0,,188.0,,115.0,712.0,,,,,,104.0,100.6,,599.6,142.9,-39.2,304.0,,,104.3,,,,210.0,,,True,False,,,,,,True,True,,False,True,True,False,,,True,,,,False,
28005,74,114.0,,91.0,172.0,,,,,,89.0,90.3,,62.9,135.5,50.0,180.0,,,146.3,,,,108.0,,40.0,,17.0,98.0,,,,,,15.0,16.3,,-11.1,61.5,-24.0,106.0,,,72.3,,,,34.0,,,True,False,,,,,,True,True,,True,False,True,False,,,False,,,,True,
28007,93,159.0,,106.0,171.0,,,,,,162.0,52.4,,36.9,129.5,26.2,392.0,,,118.3,,,,134.0,,66.0,,13.0,78.0,,,,,,69.0,-40.6,,-56.1,36.5,-66.8,299.0,,,25.3,,,,41.0,,,True,False,,,,,,False,True,,True,True,False,False,,,True,,,,True,
28009,80,39.0,,48.0,78.0,,,,,,64.0,46.6,,13.7,35.3,,79.0,,,122.8,,,,15.0,,-41.0,,-32.0,-2.0,,,,,,-16.0,-33.4,,-66.3,-44.7,,-1.0,,,42.8,,,,-65.0,,,True,True,,,,,,True,True,,False,False,,True,,,False,,,,False,
28011,548,597.0,,427.0,842.0,,,,,,264.0,275.2,,753.4,597.5,205.5,877.0,,,427.8,,,,306.0,,49.0,,-121.0,294.0,,,,,,-284.0,-272.8,,205.4,49.5,-342.5,329.0,,,-120.2,,,,-242.0,,,False,False,,,,,,False,False,,False,False,False,False,,,False,,,,False,
28013,98,330.0,,224.0,713.0,,,,,,167.0,143.2,,251.3,224.0,93.9,416.0,,,413.3,,,,169.0,,232.0,,126.0,615.0,,,,,,69.0,45.2,,153.3,126.0,-4.1,318.0,,,315.3,,,,71.0,,,True,False,,,,,,True,True,,True,True,True,False,,,False,,,,True,
28015,34,45.0,,24.0,0.0,,,,,,81.0,63.8,,11.4,42.0,28.5,169.0,,,17.3,,,,19.0,,11.0,,-10.0,-34.0,,,,,,47.0,29.8,,-22.6,8.0,-5.5,135.0,,,-16.7,,,,-15.0,,,True,False,,,,,,False,False,,False,True,True,False,,,False,,,,False,
28017,128,177.0,,127.0,176.0,,,,,,167.0,111.1,,94.8,175.9,65.9,338.0,,,133.3,,,,137.0,,49.0,,-1.0,48.0,,,,,,39.0,-16.9,,-33.2,47.9,-62.1,210.0,,,5.3,,,,9.0,,,True,True,,,,,,True,True,,True,True,False,False,,,True,,,,True,
28019,36,48.0,,15.0,10.0,,,,,,56.0,23.2,,15.0,37.5,14.4,,,,25.4,,,,32.0,,12.0,,-21.0,-26.0,,,,,,20.0,-12.8,,-21.0,1.5,-21.6,,,,-10.6,,,,-4.0,,,False,False,,,,,,False,False,,False,True,False,,,,True,,,,True,
28021,44,129.0,,67.0,83.0,,,,,,57.0,79.5,,40.7,126.3,0.0,302.0,,,103.6,,,,49.0,,85.0,,23.0,39.0,,,,,,13.0,35.5,,-3.3,82.3,-44.0,258.0,,,59.6,,,,5.0,,,True,True,,,,,,True,True,,True,True,True,False,,,True,,,,True,
28023,94,78.0,,81.0,114.0,,,,,,95.0,64.8,,40.2,90.3,32.5,222.0,,,81.7,,,,51.0,,-16.0,,-13.0,20.0,,,,,,1.0,-29.2,,-53.8,-3.7,-61.5,128.0,,,-12.3,,,,-43.0,,,True,False,,,,,,True,False,,False,True,False,False,,,True,,,,False,
28025,82,138.0,,95.0,171.0,,,,,,135.0,80.0,,51.0,142.2,48.2,293.0,,,99.9,,,,120.0,,56.0,,13.0,89.0,,,,,,53.0,-2.0,,-31.0,60.2,-33.8,211.0,,,17.9,,,,38.0,,,True,False,,,,,,True,True,,True,False,True,False,,,True,,,,True,
28027,304,669.0,,274.0,1536.0,,,,,,268.0,153.3,,177.4,348.7,107.3,533.0,,,528.1,,,,372.0,,365.0,,-30.0,1232.0,,,,,,-36.0,-150.7,,-126.6,44.7,-196.7,229.0,,,224.1,,,,68.0,,,True,False,,,,,,True,True,,True,True,True,True,,,True,,,,True,
28029,176,249.0,,176.0,239.0,,,,,,256.0,139.9,,101.1,280.0,113.3,650.0,,,179.7,,,,198.0,,73.0,,0.0,63.0,,,,,,80.0,-36.1,,-74.9,104.0,-62.7,474.0,,,3.7,,,,22.0,,,True,True,,,,,,False,True,,False,False,True,False,,,True,,,,True,
28031,133,195.0,,147.0,110.0,,,,,,175.0,79.0,,148.0,182.8,55.0,449.0,,,163.5,,,,192.0,,62.0,,14.0,-23.0,,,,,,42.0,-54.0,,15.0,49.8,-78.0,316.0,,,30.5,,,,59.0,,,True,True,,,,,,True,True,,True,True,False,False,,,True,,,,True,
28033,1220,1209.0,1825.7,880.0,1124.0,,,,,,1402.0,1240.1,,770.1,611.1,868.6,2258.0,,,775.7,507.0,,,801.0,,-11.0,605.7,-340.0,-96.0,,,,,,182.0,20.1,,-449.9,-608.9,-351.4,1038.0,,,-444.3,-713.0,,,-419.0,,False,False,False,,,,,,False,False,,False,False,False,False,,,False,False,,,False,
28035,532,699.0,320.8,604.0,859.0,,,,,,679.0,364.6,,529.5,709.6,226.7,1269.0,,,901.2,,,,638.0,,167.0,-211.2,72.0,327.0,,,,,,147.0,-167.4,,-2.5,177.6,-305.3,737.0,,,369.2,,,,106.0,,False,True,False,,,,,,True,False,,True,False,False,False,,,False,,,,True,
28037,69,69.0,,52.0,69.0,,,,,,66.0,30.9,,9.7,50.8,,78.0,,,53.3,,,,87.0,,0.0,,-17.0,0.0,,,,,,-3.0,-38.1,,-59.3,-18.2,,9.0,,,-15.7,,,,18.0,,,False,True,,,,,,False,False,,False,False,,False,,,False,,,,False,
28039,408,246.0,,221.0,424.0,,,,,,234.0,200.6,,218.9,222.1,107.2,280.0,,,213.1,,,,259.0,,-162.0,,-187.0,16.0,,,,,,-174.0,-207.4,,-189.1,-185.9,-300.8,-128.0,,,-194.9,,,,-149.0,,,False,True,,,,,,False,False,,False,False,False,True,,,False,,,,True,
28041,90,105.0,,92.0,174.0,,,,,,92.0,127.4,,50.1,113.8,28.5,185.0,,,114.8,,,,72.0,,15.0,,2.0,84.0,,,,,,2.0,37.4,,-39.9,23.8,-61.5,95.0,,,24.8,,,,-18.0,,,True,False,,,,,,True,False,,False,False,False,False,,,False,,,,False,
28043,106,207.0,,131.0,89.0,,,,,,258.0,202.4,,72.4,204.7,16.4,592.0,,,136.0,,,,85.0,,101.0,,25.0,-17.0,,,,,,152.0,96.4,,-33.6,98.7,-89.6,486.0,,,30.0,,,,-21.0,,,True,True,,,,,,False,True,,True,True,True,False,,,True,,,,True,
28045,175,180.0,,281.0,416.0,,,,,,394.0,136.0,,280.9,277.1,141.5,269.0,,,269.1,,,,264.0,,5.0,,106.0,241.0,,,,,,219.0,-39.0,,105.9,102.1,-33.5,94.0,,,94.1,,,,89.0,,,False,False,,,,,,False,False,,False,False,False,False,,,False,,,,False,
28047,981,1254.0,1382.8,1318.0,2380.0,,,,,,1441.0,1735.3,,1307.9,1279.4,1003.4,1845.0,,,1329.8,1566.0,,,1306.0,,273.0,401.8,337.0,1399.0,,,,,,460.0,754.3,,326.9,298.4,22.4,864.0,,,348.8,585.0,,,325.0,,False,False,False,,,,,,False,False,,False,False,True,False,,,False,False,,,False,
28049,1465,2679.0,2466.4,2138.0,3985.0,,,,,,1510.0,2214.1,,3338.2,3329.2,1357.7,4473.0,,,1909.7,2131.0,,,2124.0,,1214.0,1001.4,673.0,2520.0,,,,,,45.0,749.1,,1873.2,1864.2,-107.3,3008.0,,,444.7,666.0,,,659.0,,True,True,False,,,,,,True,True,,False,False,True,False,,,True,True,,,True,
