,count,mean,median,std,min,25%,75%,max
UCLA-SuEIR,2716,24590.7,57.8,337978.4,0.0,5.8,533.9,14332922.9
OliverWyman-Navigator,2550,25385.1,49.0,401895.5,0.0,7.4,456.6,18335524.0
LANL-GrowthRate,2951,25815.3,79.1,369883.8,0.0,8.2,614.2,12132644.0
LNQ-ens1,3141,27123.8,42.3,520689.1,0.0,3.9,343.1,25039939.0
COVIDhub-ensemble,3141,27139.4,49.0,390320.5,0.0,4.0,441.0,15249025.0
CEID-Walk,3141,28242.9,54.6,388948.5,0.0,4.7,527.8,15087530.1
JHU_IDD-CovidSP,3139,29264.8,118.2,377308.9,0.0,10.4,1151.5,13143186.8
COVIDhub-baseline,3141,29416.0,49.0,413901.9,0.0,4.0,484.0,14386849.0
CU-select,3103,37940.1,64.0,677098.4,0.0,9.0,625.0,32341969.0
Yu_Group-CLEP,3139,42962.4,127.2,864978.4,0.0,15.3,1437.8,46293205.8
USC-SI_kJalpha,2774,54245.5,64.0,1859068.6,0.0,9.0,529.0,103306896.0
RobertWalraven-ESG,3141,69228.8,85.6,938697.0,0.0,6.4,829.4,31439234.0
