,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IHME-CurveFit,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
31063,1,0.0,,0.0,0.0,,,,,,0.0,2.9,,0.0,0.0,,0.0,,0.3,,,,,0.0,,-1.0,,-1.0,-1.0,,,,,,-1.0,1.9,,-1.0,-1.0,,-1.0,,-0.7,,,,,-1.0,,,False,False,,,,,,False,False,,True,True,,False,,True,,,,,False,
31065,2,6.0,,0.0,0.0,,,,,,0.0,3.3,,0.6,0.4,,0.0,,0.8,,,,,6.0,,4.0,,-2.0,-2.0,,,,,,-2.0,1.3,,-1.4,-1.6,,-2.0,,-1.1,,,,,4.0,,,True,True,,,,,,True,True,,True,True,,True,,True,,,,,False,
31067,15,14.0,,11.0,7.0,,,,,,20.0,32.2,,8.6,12.5,,20.0,,5.7,12.5,,,,22.0,,-1.0,,-4.0,-8.0,,,,,,5.0,17.2,,-6.4,-2.5,,5.0,,-9.3,-2.5,,,,7.0,,,False,False,,,,,,False,False,,False,False,,False,,False,False,,,,False,
31069,0,0.0,,0.0,0.0,,,,,,0.0,0.8,,0.1,0.0,,0.0,,0.4,,,,,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.8,,0.1,0.0,,0.0,,0.4,,,,,0.0,,,True,True,,,,,,True,False,,False,True,,True,,False,,,,,True,
31071,3,0.0,,0.0,0.0,,,,,,0.0,2.6,,0.0,0.0,,0.0,,0.2,,,,,0.0,,-3.0,,-3.0,-3.0,,,,,,-3.0,-0.4,,-3.0,-3.0,,-3.0,,-2.8,,,,,-3.0,,,False,False,,,,,,False,True,,True,True,,False,,True,,,,,False,
31073,7,4.0,,1.0,0.0,,,,,,0.0,0.6,,2.7,3.1,,,,2.8,2.6,,,,7.0,,-3.0,,-6.0,-7.0,,,,,,-7.0,-6.4,,-4.3,-3.9,,,,-4.2,-4.4,,,,0.0,,,False,False,,,,,,False,False,,False,False,,,,False,False,,,,True,
31075,0,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,,0.0,,0.0,,,,,,,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,,0.0,,0.0,,,,,,,,True,True,,,,,,True,True,,,True,,True,,True,,,,,,
31077,2,2.0,,0.0,0.0,,,,,,0.0,2.1,,0.2,0.1,,,,0.9,,,,,1.0,,0.0,,-2.0,-2.0,,,,,,-2.0,0.1,,-1.8,-1.9,,,,-1.1,,,,,-1.0,,,False,False,,,,,,False,False,,False,False,,,,False,,,,,False,
31079,59,72.0,44.4,57.0,101.0,,,,,,159.0,75.1,,27.1,71.4,7.7,249.0,,1.0,76.4,,,,83.0,,13.0,-14.6,-2.0,42.0,,,,,,100.0,16.1,,-31.9,12.4,-51.3,190.0,,-58.0,17.4,,,,24.0,,False,True,False,,,,,,False,False,,False,True,False,False,,False,False,,,,False,
31081,8,16.0,,11.0,14.0,,,,,,6.0,24.5,,9.0,15.9,,27.0,,6.0,22.2,,,,15.0,,8.0,,3.0,6.0,,,,,,-2.0,16.5,,1.0,7.9,,19.0,,-2.0,14.2,,,,7.0,,,True,True,,,,,,True,False,,True,True,,False,,True,False,,,,True,
31083,1,0.0,,0.0,0.0,,,,,,0.0,2.1,,0.0,0.0,,0.0,,0.2,,,,,0.0,,-1.0,,-1.0,-1.0,,,,,,-1.0,1.1,,-1.0,-1.0,,-1.0,,-0.8,,,,,-1.0,,,False,False,,,,,,False,False,,True,True,,False,,True,,,,,False,
31085,0,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,,0.0,,0.0,,,,,,,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,,0.0,,0.0,,,,,,,,True,True,,,,,,True,True,,,True,,True,,True,,,,,,
31087,1,0.0,,0.0,0.0,,,,,,0.0,1.5,,0.0,0.0,,0.0,,0.0,,,,,0.0,,-1.0,,-1.0,-1.0,,,,,,-1.0,0.5,,-1.0,-1.0,,-1.0,,-1.0,,,,,-1.0,,,False,False,,,,,,False,True,,True,True,,False,,False,,,,,False,
31089,7,2.0,,2.0,0.0,,,,,,5.0,5.2,,1.3,1.9,,1.0,,4.7,,,,,1.0,,-5.0,,-5.0,-7.0,,,,,,-2.0,-1.8,,-5.7,-5.1,,-6.0,,-2.3,,,,,-6.0,,,False,False,,,,,,True,True,,False,False,,False,,True,,,,,False,
31091,0,0.0,,0.0,0.0,,,,,,0.0,4.2,,,0.0,,0.0,,0.0,,,,,0.0,,0.0,,0.0,0.0,,,,,,0.0,4.2,,,0.0,,0.0,,0.0,,,,,0.0,,,True,True,,,,,,True,False,,,False,,True,,True,,,,,True,
31093,2,8.0,,4.0,0.0,,,,,,4.0,8.1,,3.5,0.9,,12.0,,3.9,7.7,,,,11.0,,6.0,,2.0,-2.0,,,,,,2.0,6.1,,1.5,-1.1,,10.0,,1.9,5.7,,,,9.0,,,True,True,,,,,,True,False,,True,True,,False,,True,True,,,,False,
31095,5,2.0,,0.0,0.0,,,,,,2.0,4.3,,0.6,0.4,,,,2.4,,,,,1.0,,-3.0,,-5.0,-5.0,,,,,,-3.0,-0.7,,-4.4,-4.6,,,,-2.6,,,,,-4.0,,,False,False,,,,,,False,True,,False,False,,,,True,,,,,False,
31097,3,0.0,,1.0,0.0,,,,,,3.0,1.3,,1.4,1.9,,1.0,,3.5,,,,,0.0,,-3.0,,-2.0,-3.0,,,,,,0.0,-1.7,,-1.6,-1.1,,-2.0,,0.5,,,,,-3.0,,,True,False,,,,,,True,True,,True,True,,True,,True,,,,,False,
31099,53,18.0,,11.0,0.0,,,,,,2.0,10.4,,6.7,18.4,,,,18.5,14.6,,,,24.0,,-35.0,,-42.0,-53.0,,,,,,-51.0,-42.6,,-46.3,-34.6,,,,-34.5,-38.4,,,,-29.0,,,False,False,,,,,,False,False,,False,True,,,,True,False,,,,True,
31101,19,10.0,,2.0,0.0,,,,,,2.0,11.9,,1.9,3.8,,,,2.7,,,,,7.0,,-9.0,,-17.0,-19.0,,,,,,-17.0,-7.1,,-17.1,-15.2,,,,-16.3,,,,,-12.0,,,False,False,,,,,,False,True,,False,False,,,,False,,,,,False,
31103,0,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,,0.0,,0.0,,,,,,,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,,0.0,,0.0,,,,,,,,True,True,,,,,,True,True,,,True,,True,,True,,,,,,
31105,0,0.0,,0.0,0.0,,,,,,2.0,1.0,,0.5,0.1,,0.0,,2.2,0.3,,,,0.0,,0.0,,0.0,0.0,,,,,,2.0,1.0,,0.5,0.1,,0.0,,2.2,0.3,,,,0.0,,,True,True,,,,,,False,False,,False,False,,True,,False,False,,,,True,
31107,12,6.0,,2.0,0.0,,,,,,8.0,5.5,,2.5,1.4,,13.0,,1.8,4.4,,,,6.0,,-6.0,,-10.0,-12.0,,,,,,-4.0,-6.5,,-9.5,-10.6,,1.0,,-10.2,-7.6,,,,-6.0,,,False,False,,,,,,True,False,,False,False,,True,,False,False,,,,False,
31109,371,618.0,547.3,581.0,545.0,,,,,,740.0,823.4,,554.3,593.1,787.2,748.0,,398.0,624.7,584.0,,,517.0,,247.0,176.3,210.0,174.0,,,,,,369.0,452.4,,183.3,222.1,416.2,377.0,,27.0,253.7,213.0,,,146.0,,True,True,True,,,,,,False,False,,True,True,False,False,,True,False,True,,,True,
31111,98,34.0,,23.0,39.0,,,,,,19.0,50.6,,9.4,26.0,,,,14.2,32.9,,,,30.0,,-64.0,,-75.0,-59.0,,,,,,-79.0,-47.4,,-88.6,-72.0,,,,-83.8,-65.1,,,,-68.0,,,False,True,,,,,,False,True,,False,False,,,,False,False,,,,False,
31113,0,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,,0.0,,0.0,,,,,,,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,,0.0,,0.0,,,,,,,,True,True,,,,,,True,True,,,True,,True,,True,,,,,,
31115,0,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,,0.0,,0.0,,,,,,,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,,0.0,,0.0,,,,,,,,True,True,,,,,,True,True,,,True,,True,,True,,,,,,
31117,2,0.0,,0.0,0.0,,,,,,0.0,3.2,,,0.0,,0.0,,0.0,,,,,0.0,,-2.0,,-2.0,-2.0,,,,,,-2.0,1.2,,,-2.0,,-2.0,,-2.0,,,,,-2.0,,,False,False,,,,,,False,True,,,True,,False,,False,,,,,False,
31119,75,28.0,,21.0,26.0,,,,,,58.0,46.3,,13.4,35.6,14.1,68.0,,20.6,22.3,,,,38.0,,-47.0,,-54.0,-49.0,,,,,,-17.0,-28.7,,-61.6,-39.4,-60.9,-7.0,,-54.5,-52.7,,,,-37.0,,,False,False,,,,,,True,True,,False,True,False,True,,False,False,,,,True,
31121,15,10.0,,8.0,0.0,,,,,,6.0,10.2,,9.5,14.7,,,,12.4,7.0,,,,16.0,,-5.0,,-7.0,-15.0,,,,,,-9.0,-4.8,,-5.5,-0.3,,,,-2.6,-8.0,,,,1.0,,,False,False,,,,,,False,True,,False,True,,,,True,False,,,,True,
31123,5,4.0,,4.0,0.0,,,,,,2.0,6.0,,6.6,1.4,,,,6.4,8.1,,,,3.0,,-1.0,,-1.0,-5.0,,,,,,-3.0,1.0,,1.6,-3.6,,,,1.4,3.1,,,,-2.0,,,False,False,,,,,,False,False,,False,False,,,,False,False,,,,False,
31125,2,4.0,,0.0,0.0,,,,,,2.0,1.9,,0.2,0.2,,0.0,,0.7,,,,,7.0,,2.0,,-2.0,-2.0,,,,,,0.0,-0.1,,-1.8,-1.8,,-2.0,,-1.3,,,,,5.0,,,False,False,,,,,,True,True,,True,True,,False,,True,,,,,False,
31127,30,20.0,,4.0,0.0,,,,,,4.0,8.3,,2.4,10.6,,,,3.6,,,,,22.0,,-10.0,,-26.0,-30.0,,,,,,-26.0,-21.7,,-27.6,-19.4,,,,-26.4,,,,,-8.0,,,False,False,,,,,,False,False,,False,False,,,,False,,,,,True,
31129,1,0.0,,0.0,0.0,,,,,,0.0,7.1,,0.1,0.1,,,,1.9,,,,,0.0,,-1.0,,-1.0,-1.0,,,,,,-1.0,6.1,,-0.9,-0.9,,,,0.9,,,,,-1.0,,,False,False,,,,,,False,False,,True,True,,,,True,,,,,False,
31131,21,8.0,,7.0,13.0,,,,,,19.0,23.9,,3.6,3.0,,13.0,,10.4,4.6,,,,4.0,,-13.0,,-14.0,-8.0,,,,,,-2.0,2.9,,-17.4,-18.0,,-8.0,,-10.6,-16.4,,,,-17.0,,,False,True,,,,,,True,True,,False,False,,True,,True,False,,,,False,
31133,2,4.0,,2.0,0.0,,,,,,0.0,14.7,,,0.2,,,,3.7,,,,,12.0,,2.0,,0.0,-2.0,,,,,,-2.0,12.7,,,-1.8,,,,1.7,,,,,10.0,,,True,False,,,,,,False,False,,,True,,,,True,,,,,False,
31135,7,14.0,,8.0,0.0,,,,,,0.0,21.7,,,8.7,,,,8.2,,,,,9.0,,7.0,,1.0,-7.0,,,,,,-7.0,14.7,,,1.7,,,,1.2,,,,,2.0,,,True,False,,,,,,False,False,,,True,,,,True,,,,,True,
31137,9,4.0,,3.0,0.0,,,,,,4.0,10.9,,4.3,4.6,,,,2.3,4.0,,,,2.0,,-5.0,,-6.0,-9.0,,,,,,-5.0,1.9,,-4.7,-4.4,,,,-6.7,-5.0,,,,-7.0,,,False,False,,,,,,False,True,,True,True,,,,False,False,,,,False,
31139,28,4.0,,1.0,0.0,,,,,,6.0,4.8,,0.8,1.1,,,,1.2,,,,,2.0,,-24.0,,-27.0,-28.0,,,,,,-22.0,-23.2,,-27.2,-26.9,,,,-26.8,,,,,-26.0,,,False,False,,,,,,True,True,,False,False,,,,False,,,,,False,
31141,51,62.0,,53.0,87.0,,,,,,63.0,73.1,,20.2,53.4,16.7,132.0,,21.1,60.2,,,,67.0,,11.0,,2.0,36.0,,,,,,12.0,22.1,,-30.8,2.4,-34.3,81.0,,-29.9,9.2,,,,16.0,,,True,False,,,,,,False,False,,False,True,False,False,,False,True,,,,False,
31143,4,8.0,,2.0,0.0,,,,,,2.0,9.2,,1.2,2.2,,,,1.7,6.5,,,,5.0,,4.0,,-2.0,-4.0,,,,,,-2.0,5.2,,-2.8,-1.8,,,,-2.3,2.5,,,,1.0,,,True,False,,,,,,True,False,,True,True,,,,True,True,,,,True,
31145,3,6.0,,0.0,0.0,,,,,,2.0,6.7,,0.7,1.8,,,,0.9,,,,,4.0,,3.0,,-3.0,-3.0,,,,,,-1.0,3.7,,-2.3,-1.2,,,,-2.1,,,,,1.0,,,False,False,,,,,,True,False,,True,True,,,,True,,,,,True,
31147,7,6.0,,4.0,11.0,,,,,,6.0,9.0,,1.3,1.2,,,,4.8,,,,,5.0,,-1.0,,-3.0,4.0,,,,,,-1.0,2.0,,-5.7,-5.8,,,,-2.2,,,,,-2.0,,,False,False,,,,,,False,False,,False,False,,,,False,,,,,False,
31149,1,0.0,,0.0,0.0,,,,,,0.0,1.2,,,0.0,,0.0,,0.0,,,,,0.0,,-1.0,,-1.0,-1.0,,,,,,-1.0,0.2,,,-1.0,,-1.0,,-1.0,,,,,-1.0,,,False,False,,,,,,False,True,,,True,,False,,False,,,,,False,
31151,22,20.0,,18.0,0.0,,,,,,39.0,30.2,,6.2,18.6,1.3,85.0,,35.0,21.1,,,,25.0,,-2.0,,-4.0,-22.0,,,,,,17.0,8.2,,-15.8,-3.4,-20.7,63.0,,13.0,-0.9,,,,3.0,,,False,False,,,,,,False,False,,False,False,False,False,,False,True,,,,False,
31153,463,582.0,498.4,544.0,683.0,,,,,,350.0,538.8,,464.3,491.9,503.5,581.0,,551.3,568.3,653.0,,,562.0,,119.0,35.4,81.0,220.0,,,,,,-113.0,75.8,,1.3,28.9,40.5,118.0,,88.3,105.3,190.0,,,99.0,,True,True,False,,,,,,True,True,,True,True,True,True,,True,True,False,,,True,
31155,48,32.0,,32.0,44.0,,,,,,26.0,43.5,,40.0,47.4,37.4,36.0,,8.3,27.8,,,,35.0,,-16.0,,-16.0,-4.0,,,,,,-22.0,-4.5,,-8.0,-0.6,-10.6,-12.0,,-39.7,-20.2,,,,-13.0,,,False,True,,,,,,False,True,,True,True,True,True,,False,False,,,,True,
31157,25,26.0,,24.0,28.0,,,,,,24.0,47.0,,9.6,34.6,22.7,54.0,,24.4,14.5,,,,18.0,,1.0,,-1.0,3.0,,,,,,-1.0,22.0,,-15.4,9.6,-2.3,29.0,,-0.6,-10.5,,,,-7.0,,,False,False,,,,,,False,False,,False,False,False,False,,True,False,,,,False,
31159,36,60.0,,36.0,96.0,,,,,,20.0,52.1,,8.5,35.2,,,,43.4,40.4,,,,86.0,,24.0,,0.0,60.0,,,,,,-16.0,16.1,,-27.5,-0.8,,,,7.4,4.4,,,,50.0,,,True,False,,,,,,True,True,,False,True,,,,True,True,,,,False,
31161,4,0.0,,0.0,0.0,,,,,,2.0,2.7,,,0.0,,0.0,,2.3,,,,,0.0,,-4.0,,-4.0,-4.0,,,,,,-2.0,-1.3,,,-4.0,,-4.0,,-1.7,,,,,-4.0,,,False,False,,,,,,True,True,,,True,,False,,True,,,,,False,
31163,7,4.0,,0.0,0.0,,,,,,0.0,1.2,,1.2,1.6,,,,1.0,,,,,7.0,,-3.0,,-7.0,-7.0,,,,,,-7.0,-5.8,,-5.8,-5.4,,,,-6.0,,,,,0.0,,,False,False,,,,,,False,False,,False,False,,,,False,,,,,True,
31165,0,0.0,,0.0,0.0,,,,,,2.0,0.6,,,0.0,,0.0,,0.0,,,,,0.0,,0.0,,0.0,0.0,,,,,,2.0,0.6,,,0.0,,0.0,,0.0,,,,,0.0,,,True,True,,,,,,False,False,,,False,,True,,True,,,,,True,
31167,7,2.0,,2.0,0.0,,,,,,8.0,4.7,,3.4,3.4,,,,1.9,1.2,,,,1.0,,-5.0,,-5.0,-7.0,,,,,,1.0,-2.3,,-3.6,-3.6,,,,-5.1,-5.8,,,,-6.0,,,False,False,,,,,,True,True,,True,True,,,,False,False,,,,False,
31169,2,2.0,,2.0,1.0,,,,,,2.0,10.6,,1.1,0.7,,,,4.7,,,,,1.0,,0.0,,0.0,-1.0,,,,,,0.0,8.6,,-0.9,-1.3,,,,2.7,,,,,-1.0,,,True,False,,,,,,True,False,,False,False,,,,False,,,,,False,
31171,1,0.0,,0.0,0.0,,,,,,0.0,0.4,,0.0,0.0,,0.0,,0.0,,,,,0.0,,-1.0,,-1.0,-1.0,,,,,,-1.0,-0.6,,-1.0,-1.0,,-1.0,,-1.0,,,,,-1.0,,,False,False,,,,,,False,True,,True,True,,False,,False,,,,,False,
31173,10,32.0,,16.0,25.0,,,,,,16.0,16.7,,1.4,13.7,0.0,33.0,,16.9,36.9,,,,36.0,,22.0,,6.0,15.0,,,,,,6.0,6.7,,-8.6,3.7,-10.0,23.0,,6.9,26.9,,,,26.0,,,True,True,,,,,,True,True,,True,True,True,False,,True,False,,,,False,
31175,3,2.0,,0.0,0.0,,,,,,0.0,1.1,,0.4,0.1,,0.0,,0.9,,,,,4.0,,-1.0,,-3.0,-3.0,,,,,,-3.0,-1.9,,-2.6,-2.9,,-3.0,,-2.1,,,,,1.0,,,False,False,,,,,,False,False,,False,False,,False,,False,,,,,False,
31177,42,34.0,,30.0,46.0,,,,,,28.0,44.4,,22.0,30.0,42.2,34.0,,14.6,46.7,,,,32.0,,-8.0,,-12.0,4.0,,,,,,-14.0,2.4,,-20.0,-12.0,0.2,-8.0,,-27.4,4.7,,,,-10.0,,,False,True,,,,,,False,True,,False,False,True,False,,False,True,,,,False,
31179,5,0.0,,0.0,0.0,,,,,,12.0,5.7,,2.2,0.7,,4.0,,0.4,3.6,,,,0.0,,-5.0,,-5.0,-5.0,,,,,,7.0,0.7,,-2.8,-4.3,,-1.0,,-4.6,-1.4,,,,-5.0,,,False,False,,,,,,False,True,,True,True,,True,,True,True,,,,False,
31181,1,0.0,,0.0,0.0,,,,,,0.0,0.9,,0.3,0.1,,,,1.4,,,,,0.0,,-1.0,,-1.0,-1.0,,,,,,-1.0,-0.1,,-0.7,-0.9,,,,0.4,,,,,-1.0,,,False,False,,,,,,False,True,,True,True,,,,True,,,,,False,
31183,2,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,,,,0.0,,,,,,,-2.0,,-2.0,-2.0,,,,,,-2.0,-2.0,,,-2.0,,,,-2.0,,,,,,,,False,False,,,,,,False,False,,,True,,,,False,,,,,,
31185,22,22.0,,12.0,15.0,,,,,,10.0,21.5,,6.7,16.2,,24.0,,4.6,19.6,,,,25.0,,0.0,,-10.0,-7.0,,,,,,-12.0,-0.5,,-15.3,-5.8,,2.0,,-17.4,-2.4,,,,3.0,,,False,False,,,,,,False,False,,False,False,,False,,False,False,,,,False,
32001,39,0.0,,3.0,0.0,,,,,,6.0,21.4,,3.4,11.3,,11.0,,10.5,1.2,,,,9.0,,-39.0,,-36.0,-39.0,,,,,,-33.0,-17.6,,-35.6,-27.7,,-28.0,,-28.5,-37.8,,,,-30.0,,,True,False,,,,,,True,True,,True,True,,True,,True,True,,,,True,
32003,10072,12762.0,20066.9,12300.0,12101.0,,,,,,12260.0,8720.4,,14067.0,11889.6,10365.2,12794.0,,13160.0,12343.7,11004.0,,,10355.0,,2690.0,9994.9,2228.0,2029.0,,,,,,2188.0,-1351.6,,3995.0,1817.6,293.2,2722.0,,3088.0,2271.7,932.0,,,283.0,,False,True,True,,,,,,True,True,,False,True,True,False,,False,True,True,,,True,
32005,46,86.0,,77.0,181.0,,,,,,44.0,125.2,,67.1,77.2,89.7,67.0,,37.5,86.0,,,,121.0,,40.0,,31.0,135.0,,,,,,-2.0,79.2,,21.1,31.2,43.7,21.0,,-8.5,40.0,,,,75.0,,,True,False,,,,,,True,False,,True,True,False,True,,True,True,,,,False,
32007,156,162.0,188.1,145.0,15.0,,,,,,144.0,172.8,,109.4,145.2,171.1,144.0,,175.9,135.2,,,,166.0,,6.0,32.1,-11.0,-141.0,,,,,,-12.0,16.8,,-46.6,-10.8,15.1,-12.0,,19.9,-20.8,,,,10.0,,False,False,False,,,,,,False,False,,False,False,False,False,,False,False,,,,False,
32009,0,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,,0.0,,0.0,,,,,,,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,,0.0,,0.0,,,,,,,,True,True,,,,,,True,True,,,True,,True,,True,,,,,,
32011,2,0.0,,0.0,0.0,,,,,,2.0,3.8,,,0.0,,0.0,,0.0,,,,,0.0,,-2.0,,-2.0,-2.0,,,,,,0.0,1.8,,,-2.0,,-2.0,,-2.0,,,,,-2.0,,,False,False,,,,,,True,True,,,True,,False,,False,,,,,False,
32013,9,6.0,,4.0,0.0,,,,,,34.0,9.3,,1.1,2.5,,,,7.3,4.5,,,,17.0,,-3.0,,-5.0,-9.0,,,,,,25.0,0.3,,-7.9,-6.5,,,,-1.7,-4.5,,,,8.0,,,False,False,,,,,,False,True,,False,False,,,,True,False,,,,False,
32015,2,6.0,,4.0,0.0,,,,,,9.0,8.7,,0.6,1.7,,,,8.5,5.1,,,,4.0,,4.0,,2.0,-2.0,,,,,,7.0,6.7,,-1.4,-0.3,,,,6.5,3.1,,,,2.0,,,True,True,,,,,,False,False,,True,True,,,,False,True,,,,True,
32017,2,0.0,,0.0,0.0,,,,,,4.0,2.9,,1.0,1.2,,1.0,,0.9,,,,,0.0,,-2.0,,-2.0,-2.0,,,,,,2.0,0.9,,-1.0,-0.8,,-1.0,,-1.1,,,,,-2.0,,,False,False,,,,,,False,True,,True,True,,True,,True,,,,,False,
32019,65,64.0,31.8,48.0,72.0,,,,,,49.0,96.6,,24.9,49.0,41.0,61.0,,50.5,61.8,,,,104.0,,-1.0,-33.2,-17.0,7.0,,,,,,-16.0,31.6,,-40.1,-16.0,-24.0,-4.0,,-14.5,-3.2,,,,39.0,,False,False,False,,,,,,False,False,,False,False,False,False,,False,False,,,,False,
32021,0,0.0,,0.0,0.0,,,,,,0.0,2.3,,0.0,0.2,,0.0,,2.1,,,,,0.0,,0.0,,0.0,0.0,,,,,,0.0,2.3,,0.0,0.2,,0.0,,2.1,,,,,0.0,,,True,True,,,,,,True,False,,False,False,,True,,False,,,,,True,
32023,88,104.0,,85.0,10.0,,,,,,128.0,135.2,,67.1,89.1,91.5,102.0,,43.0,86.8,,,,86.0,,16.0,,-3.0,-78.0,,,,,,40.0,47.2,,-20.9,1.1,3.5,14.0,,-45.0,-1.2,,,,-2.0,,,True,False,,,,,,False,False,,False,True,True,True,,False,True,,,,True,
32027,1,0.0,,0.0,0.0,,,,,,2.0,2.5,,0.1,0.3,,0.0,,1.3,,,,,0.0,,-1.0,,-1.0,-1.0,,,,,,1.0,1.5,,-0.9,-0.7,,-1.0,,0.3,,,,,-1.0,,,False,False,,,,,,False,False,,True,True,,False,,True,,,,,False,
32029,2,2.0,,0.0,0.0,,,,,,0.0,4.7,,0.0,0.1,,0.0,,1.5,,,,,3.0,,0.0,,-2.0,-2.0,,,,,,-2.0,2.7,,-2.0,-1.9,,-2.0,,-0.5,,,,,1.0,,,False,False,,,,,,False,False,,False,False,,False,,False,,,,,False,
32031,975,1242.0,1109.2,1205.0,1239.0,,,,,,1383.0,1142.2,,1257.8,1074.7,1080.5,1351.0,,1335.7,1144.0,1042.0,,,1359.0,,267.0,134.2,230.0,264.0,,,,,,408.0,167.2,,282.8,99.7,105.5,376.0,,360.7,169.0,67.0,,,384.0,,True,True,True,,,,,,False,True,,False,True,True,False,,False,True,True,,,False,
32033,4,4.0,,3.0,0.0,,,,,,17.0,3.5,,1.1,2.6,,,,3.5,,,,,3.0,,0.0,,-1.0,-4.0,,,,,,13.0,-0.5,,-2.9,-1.4,,,,-0.5,,,,,-1.0,,,False,False,,,,,,False,False,,False,False,,,,False,,,,,False,
32510,74,78.0,68.6,71.0,75.0,,,,,,102.0,126.8,,30.6,67.9,77.8,83.0,,69.5,100.6,,,,71.0,,4.0,-5.4,-3.0,1.0,,,,,,28.0,52.8,,-43.4,-6.1,3.8,9.0,,-4.5,26.6,,,,-3.0,,False,True,True,,,,,,False,False,,False,False,True,False,,False,False,,,,True,
33001,15,8.0,1.5,9.0,6.0,,,,,,18.0,31.1,,9.3,17.1,18.6,,,10.1,7.5,,,,10.0,,-7.0,-13.5,-6.0,-9.0,,,,,,3.0,16.1,,-5.7,2.1,3.6,,,-4.9,-7.5,,,,-5.0,,False,True,False,,,,,,True,False,,True,True,True,,,True,False,,,,True,
33003,7,20.0,,10.0,26.0,,,,,,8.0,60.6,,3.5,13.2,,15.0,,5.1,18.9,,,,19.0,,13.0,,3.0,19.0,,,,,,1.0,53.6,,-3.5,6.2,,8.0,,-1.9,11.9,,,,12.0,,,True,False,,,,,,True,False,,True,True,,True,,True,True,,,,True,
33005,16,20.0,4.2,7.0,36.0,,,,,,7.0,51.8,,3.6,7.6,,15.0,,6.5,17.1,,,,14.0,,4.0,-11.8,-9.0,20.0,,,,,,-9.0,35.8,,-12.4,-8.4,,-1.0,,-9.5,1.1,,,,-2.0,,False,False,False,,,,,,False,False,,False,False,,True,,False,True,,,,True,
33007,1,0.0,,0.0,0.0,,,,,,0.0,5.4,,0.3,0.5,,0.0,,3.8,,,,,2.0,,-1.0,,-1.0,-1.0,,,,,,-1.0,4.4,,-0.7,-0.5,,-1.0,,2.8,,,,,1.0,,,False,False,,,,,,False,False,,True,True,,False,,False,,,,,False,
33009,4,8.0,2.7,3.0,3.0,,,,,,21.0,13.9,,0.2,1.9,8.1,,,3.2,8.4,,,,6.0,,4.0,-1.3,-1.0,-1.0,,,,,,17.0,9.9,,-3.8,-2.1,4.1,,,-0.8,4.4,,,,2.0,,True,True,True,,,,,,False,False,,True,True,False,,,True,False,,,,True,
