,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3141,69.9,12.9,355.8,0.0,4.1,36.0,11338.9
COVIDhub-ensemble,3141,73.9,13.0,429.0,0.0,4.0,39.0,14153.0
USC-SI_kJalpha,2772,85.6,18.0,425.5,0.0,6.0,54.0,14834.0
COVIDhub-baseline,3141,86.8,14.0,504.3,0.0,4.0,47.0,15506.0
LANL-GrowthRate,2951,89.9,20.7,451.0,0.0,6.2,54.5,12700.5
RobertWalraven-ESG,3138,94.1,17.4,442.4,0.0,4.8,53.8,12776.7
UCLA-SuEIR,2599,95.9,16.0,476.8,0.0,4.6,53.3,15177.2
OliverWyman-Navigator,2609,97.2,16.0,427.6,0.0,5.3,56.4,9854.0
JHU_IDD-CovidSP,3139,104.6,21.8,318.8,0.0,6.3,77.5,5959.2
IowaStateLW-STEM,3103,108.0,17.0,599.4,0.0,5.0,64.0,18881.0
CU-select,3093,118.2,20.0,788.1,0.0,6.0,67.0,32854.0
