,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IHME-CurveFit,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IHME-CurveFit,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IHME-CurveFit,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
47159,35,85.0,,84.6,,80.0,86.0,,,,,,71.5,,65.3,66.1,91.0,,213.1,74.9,,,,65.0,,141.0,50.0,,49.6,,45.0,51.0,,,,,,36.5,,30.3,31.1,56.0,,178.1,39.9,,,,30.0,,106.0,,True,,True,False,,,,,,True,,True,True,False,,False,True,,,,True,,False
47161,8,7.0,,5.4,,5.0,7.0,,,,,,13.6,,4.6,3.3,6.0,,3.6,6.3,,,,8.0,,12.9,-1.0,,-2.6,,-3.0,-1.0,,,,,,5.6,,-3.4,-4.7,-2.0,,-4.4,-1.7,,,,0.0,,4.9,,False,,False,False,,,,,,False,,False,False,False,,False,False,,,,True,,False
47163,209,204.0,278.9,200.6,,206.0,208.0,,,,,,313.2,,223.7,196.3,191.0,,246.9,196.1,232.0,,,221.0,,285.3,-5.0,69.9,-8.4,,-3.0,-1.0,,,,,,104.2,,14.7,-12.7,-18.0,,37.9,-12.9,23.0,,,12.0,,76.3,False,False,,True,True,,,,,,False,,False,False,False,,False,False,False,,,False,,False
47165,218,268.0,414.9,252.7,,247.0,227.0,,,,,,301.4,,255.9,237.0,300.0,,226.4,271.3,187.0,,,209.0,,459.9,50.0,196.9,34.7,,29.0,9.0,,,,,,83.4,,37.9,19.0,82.0,,8.4,53.3,-31.0,,,-9.0,,241.9,False,True,,True,True,,,,,,False,,True,True,False,,True,False,True,,,True,,False
47167,58,101.0,77.7,98.0,,96.0,84.0,,,,,,109.5,,80.9,107.7,115.0,,136.9,95.7,,,,83.0,,200.2,43.0,19.7,40.0,,38.0,26.0,,,,,,51.5,,22.9,49.7,57.0,,78.9,37.7,,,,25.0,,142.2,True,True,,True,True,,,,,,False,,True,False,False,,False,True,,,,True,,False
47169,2,10.0,,10.0,,10.0,,,,,,,13.2,,2.5,14.6,,,10.3,7.5,,,,9.0,,58.7,8.0,,8.0,,8.0,,,,,,,11.2,,0.5,12.6,,,8.3,5.5,,,,7.0,,56.7,,True,,False,,,,,,,False,,True,False,,,False,True,,,,True,,False
47171,20,25.0,,28.2,,23.0,35.0,,,,,,6.8,,20.8,29.7,29.0,,20.7,20.1,,,,27.0,,55.0,5.0,,8.2,,3.0,15.0,,,,,,-13.2,,0.8,9.7,9.0,,0.7,0.1,,,,7.0,,35.0,,False,,True,False,,,,,,False,,True,False,False,,True,True,,,,False,,False
47173,23,40.0,,40.2,,38.0,42.0,,,,,,41.5,,31.4,36.7,,,218.7,35.5,,,,40.0,,57.5,17.0,,17.2,,15.0,19.0,,,,,,18.5,,8.4,13.7,,,195.7,12.5,,,,17.0,,34.5,,False,,True,False,,,,,,False,,True,True,,,False,True,,,,False,,False
47175,8,4.0,,4.5,,2.0,0.0,,,,,,6.8,,2.0,1.5,,,2.0,,,,,6.0,,11.3,-4.0,,-3.5,,-6.0,-8.0,,,,,,-1.2,,-6.0,-6.5,,,-6.0,,,,,-2.0,,3.3,,True,,False,False,,,,,,True,,False,False,,,False,,,,,True,,True
47177,83,114.0,,111.3,,114.0,113.0,,,,,,145.1,,125.9,116.4,130.0,,133.6,107.2,,,,110.0,,156.9,31.0,,28.3,,31.0,30.0,,,,,,62.1,,42.9,33.4,47.0,,50.6,24.2,,,,27.0,,73.9,,True,,False,True,,,,,,False,,False,False,False,,False,True,,,,True,,False
47179,180,232.0,215.4,256.9,,208.0,178.0,,,,,,313.9,,175.3,201.2,192.0,,204.9,210.9,234.0,,,266.0,,340.2,52.0,35.4,76.9,,28.0,-2.0,,,,,,133.9,,-4.7,21.2,12.0,,24.9,30.9,54.0,,,86.0,,160.2,True,False,,True,True,,,,,,False,,True,True,True,,True,True,False,,,False,,False
47181,8,13.0,,12.6,,12.0,0.0,,,,,,4.7,,3.0,11.1,13.0,,75.1,15.3,,,,17.0,,21.7,5.0,,4.6,,4.0,-8.0,,,,,,-3.3,,-5.0,3.1,5.0,,67.1,7.3,,,,9.0,,13.7,,True,,True,False,,,,,,True,,False,True,False,,False,False,,,,False,,False
47183,164,170.0,,169.0,,176.0,246.0,,,,,,93.3,,219.6,171.2,,,326.4,181.2,,,,187.0,,199.2,6.0,,5.0,,12.0,82.0,,,,,,-70.7,,55.6,7.2,,,162.4,17.2,,,,23.0,,35.2,,True,,False,False,,,,,,False,,False,False,,,False,False,,,,False,,False
47185,54,93.0,,95.1,,95.0,103.0,,,,,,62.2,,123.4,78.5,110.0,,213.5,94.6,,,,83.0,,120.4,39.0,,41.1,,41.0,49.0,,,,,,8.2,,69.4,24.5,56.0,,159.5,40.6,,,,29.0,,66.4,,False,,False,False,,,,,,True,,False,True,False,,False,False,,,,True,,False
47187,334,285.0,610.3,311.0,,282.0,278.0,,,,,,381.0,,334.2,312.5,332.0,,192.4,244.7,260.0,,,258.0,,364.7,-49.0,276.3,-23.0,,-52.0,-56.0,,,,,,47.0,,0.2,-21.5,-2.0,,-141.6,-89.3,-74.0,,,-76.0,,30.7,False,True,,False,False,,,,,,True,,True,True,True,,False,False,False,,,False,,True
47189,195,221.0,284.3,219.8,,216.0,242.0,,,,,,243.2,,225.2,199.4,240.0,,189.2,213.0,185.0,,,184.0,,387.8,26.0,89.3,24.8,,21.0,47.0,,,,,,48.2,,30.2,4.4,45.0,,-5.8,18.0,-10.0,,,-11.0,,192.8,False,True,,True,False,,,,,,False,,False,True,False,,True,True,True,,,True,,False
48001,35,193.0,452.0,182.1,,168.0,14.0,,,,,,180.4,,54.4,91.4,122.0,,174.8,167.2,,,,33.0,,197.3,158.0,417.0,147.1,,133.0,-21.0,,,,,,145.4,,19.4,56.4,87.0,,139.8,132.2,,,,-2.0,,162.3,False,True,,True,True,,,,,,True,,True,True,True,,True,True,,,,True,,False
48003,41,42.0,,43.1,,30.0,34.0,,,,,,32.1,,24.3,27.0,28.0,,24.4,40.1,,,,31.0,,57.7,1.0,,2.1,,-11.0,-7.0,,,,,,-8.9,,-16.7,-14.0,-13.0,,-16.6,-0.9,,,,-10.0,,16.7,,False,,False,False,,,,,,False,,False,False,False,,False,True,,,,False,,False
48005,110,149.0,338.4,141.0,,141.0,90.0,,,,,,209.8,,40.6,93.5,148.0,,140.2,151.8,,,,183.0,,168.7,39.0,228.4,31.0,,31.0,-20.0,,,,,,99.8,,-69.4,-16.5,38.0,,30.2,41.8,,,,73.0,,58.7,False,True,,True,True,,,,,,False,,False,True,True,,True,False,,,,False,,False
48007,14,19.0,,19.3,,17.0,13.0,,,,,,43.4,,7.1,13.2,13.0,,14.9,23.2,,,,24.0,,32.8,5.0,,5.3,,3.0,-1.0,,,,,,29.4,,-6.9,-0.8,-1.0,,0.9,9.2,,,,10.0,,18.8,,False,,True,True,,,,,,False,,False,True,True,,True,False,,,,False,,False
48009,12,1.0,,0.8,,1.0,0.0,,,,,,3.6,,0.3,0.4,,,1.6,,,,,4.0,,6.2,-11.0,,-11.2,,-11.0,-12.0,,,,,,-8.4,,-11.7,-11.6,,,-10.4,,,,,-8.0,,-5.8,,False,,False,False,,,,,,True,,False,False,,,True,,,,,True,,True
48011,0,0.0,,0.0,,0.0,0.0,,,,,,1.3,,0.1,0.3,0.0,,0.7,0.0,,,,3.0,,6.5,0.0,,0.0,,0.0,0.0,,,,,,1.3,,0.1,0.3,0.0,,0.7,0.0,,,,3.0,,6.5,,True,,True,True,,,,,,False,,False,False,True,,False,False,,,,False,,False
48013,80,32.0,68.0,45.7,,17.0,7.0,,,,,,43.4,,13.2,15.1,32.0,,17.1,30.9,,,,21.0,,62.8,-48.0,-12.0,-34.3,,-63.0,-73.0,,,,,,-36.6,,-66.8,-64.9,-48.0,,-62.9,-49.1,,,,-59.0,,-17.2,True,True,,False,False,,,,,,True,,False,False,False,,False,False,,,,False,,True
48015,98,17.0,,19.4,,18.0,14.0,,,,,,35.6,,27.3,33.6,30.0,,24.7,13.9,,,,21.0,,29.5,-81.0,,-78.6,,-80.0,-84.0,,,,,,-62.4,,-70.7,-64.4,-68.0,,-73.3,-84.1,,,,-77.0,,-68.5,,True,,True,False,,,,,,True,,True,True,True,,True,False,,,,True,,True
48017,16,13.0,,12.3,,12.0,14.0,,,,,,16.1,,4.3,10.9,12.0,,15.0,10.4,,,,12.0,,19.1,-3.0,,-3.7,,-4.0,-2.0,,,,,,0.1,,-11.7,-5.1,-4.0,,-1.0,-5.6,,,,-4.0,,3.1,,False,,False,True,,,,,,True,,False,False,False,,True,False,,,,False,,False
48019,9,8.0,,6.7,,6.0,9.0,,,,,,17.9,,2.8,5.7,6.0,,3.9,6.6,,,,12.0,,12.7,-1.0,,-2.3,,-3.0,0.0,,,,,,8.9,,-6.2,-3.3,-3.0,,-5.1,-2.4,,,,3.0,,3.7,,False,,False,True,,,,,,False,,False,False,False,,False,False,,,,False,,False
48021,77,62.0,327.6,64.1,,55.0,37.0,,,,,,96.9,,37.8,47.4,80.0,,40.3,139.3,,,,78.0,,177.6,-15.0,250.6,-12.9,,-22.0,-40.0,,,,,,19.9,,-39.2,-29.6,3.0,,-36.7,62.3,,,,1.0,,100.6,False,True,,False,False,,,,,,False,,False,False,True,,False,False,,,,True,,False
48023,2,4.0,,3.7,,3.0,0.0,,,,,,5.4,,,0.6,6.0,,1.0,3.9,,,,5.0,,10.2,2.0,,1.7,,1.0,-2.0,,,,,,3.4,,,-1.4,4.0,,-1.0,1.9,,,,3.0,,8.2,,True,,True,False,,,,,,False,,,True,False,,True,True,,,,False,,False
48025,301,562.0,,546.5,,528.0,497.0,,,,,,136.0,,559.0,287.3,,,5908.1,509.9,,,,231.0,,820.5,261.0,,245.5,,227.0,196.0,,,,,,-165.0,,258.0,-13.7,,,5607.1,208.9,,,,-70.0,,519.5,,True,,True,True,,,,,,True,,True,True,,,False,True,,,,True,,False
48027,450,335.0,780.7,344.7,,322.0,291.0,,,,,,534.2,,257.0,242.4,328.0,,327.2,313.8,334.0,,,386.0,,508.1,-115.0,330.7,-105.3,,-128.0,-159.0,,,,,,84.2,,-193.0,-207.6,-122.0,,-122.8,-136.2,-116.0,,,-64.0,,58.1,False,True,,False,False,,,,,,True,,False,False,False,,False,False,False,,,True,,True
48029,1462,1728.0,7906.6,2423.3,2279.8,1793.0,1537.0,,,,,,2568.3,,1792.5,1368.4,,,2782.2,1448.7,2804.0,,,2644.0,,2215.7,266.0,6444.6,961.3,817.8,331.0,75.0,,,,,,1106.3,,330.5,-93.6,,,1320.2,-13.3,1342.0,,,1182.0,,753.7,False,False,False,False,True,,,,,,False,,False,True,,,False,True,False,,,False,,False
48031,17,0.0,,0.2,,1.0,3.0,,,,,,4.0,,2.8,0.9,,,2.7,1.2,,,,6.0,,9.1,-17.0,,-16.8,,-16.0,-14.0,,,,,,-13.0,,-14.2,-16.1,,,-14.3,-15.8,,,,-11.0,,-7.9,,True,,True,True,,,,,,True,,True,True,,,True,True,,,,True,,True
48033,0,0.0,,0.0,,0.0,0.0,,,,,,0.0,,,0.0,0.0,,0.0,,,,,,,1.6,0.0,,0.0,,0.0,0.0,,,,,,0.0,,,0.0,0.0,,0.0,,,,,,,1.6,,True,,True,True,,,,,,True,,,False,True,,True,,,,,,,False
48035,18,36.0,,35.3,,32.0,31.0,,,,,,38.9,,16.3,22.0,30.0,,32.2,33.1,,,,35.0,,54.8,18.0,,17.3,,14.0,13.0,,,,,,20.9,,-1.7,4.0,12.0,,14.2,15.1,,,,17.0,,36.8,,True,,True,True,,,,,,False,,True,True,True,,True,True,,,,True,,False
48037,29,56.0,38.2,58.7,,40.0,22.0,,,,,,82.4,,31.5,23.6,58.0,,39.7,55.5,,,,39.0,,99.9,27.0,9.2,29.7,,11.0,-7.0,,,,,,53.4,,2.5,-5.4,29.0,,10.7,26.5,,,,10.0,,70.9,True,False,,True,True,,,,,,False,,True,True,False,,True,True,,,,True,,False
48039,810,681.0,1615.0,652.0,665.1,681.0,575.0,,,,,,780.9,,756.8,760.2,649.0,,700.7,644.0,774.0,,,740.0,,985.4,-129.0,805.0,-158.0,-144.9,-129.0,-235.0,,,,,,-29.1,,-53.2,-49.8,-161.0,,-109.3,-166.0,-36.0,,,-70.0,,175.4,False,False,False,False,False,,,,,,True,,True,True,False,,True,False,True,,,True,,False
48041,133,163.0,328.5,163.3,,139.0,133.0,,,,,,217.2,,124.6,129.3,,,147.3,145.5,125.0,,,166.0,,211.7,30.0,195.5,30.3,,6.0,0.0,,,,,,84.2,,-8.4,-3.7,,,14.3,12.5,-8.0,,,33.0,,78.7,False,False,,True,True,,,,,,False,,True,True,,,True,True,True,,,False,,False
48043,0,7.0,,7.2,,3.0,0.0,,,,,,6.4,,0.4,2.1,7.0,,1.6,7.5,,,,6.0,,18.9,7.0,,7.2,,3.0,0.0,,,,,,6.4,,0.4,2.1,7.0,,1.6,7.5,,,,6.0,,18.9,,False,,True,True,,,,,,True,,True,True,False,,True,False,,,,True,,False
48045,0,1.0,,1.0,,0.0,0.0,,,,,,0.9,,0.1,0.1,0.0,,0.4,,,,,1.0,,4.4,1.0,,1.0,,0.0,0.0,,,,,,0.9,,0.1,0.1,0.0,,0.4,,,,,1.0,,4.4,,True,,True,True,,,,,,True,,True,True,True,,True,,,,,False,,False
48047,46,14.0,,14.0,,14.0,7.0,,,,,,15.5,,27.8,26.0,,,9.8,,,,,13.0,,15.2,-32.0,,-32.0,,-32.0,-39.0,,,,,,-30.5,,-18.2,-20.0,,,-36.2,,,,,-33.0,,-30.8,,True,,False,False,,,,,,True,,True,True,,,False,,,,,False,,True
48049,111,40.0,,44.5,,34.0,29.0,,,,,,70.2,,17.4,22.6,39.0,,38.9,46.9,,,,33.0,,48.6,-71.0,,-66.5,,-77.0,-82.0,,,,,,-40.8,,-93.6,-88.4,-72.0,,-72.1,-64.1,,,,-78.0,,-62.4,,True,,False,False,,,,,,True,,False,False,False,,False,True,,,,False,,True
48051,9,9.0,,9.3,,9.0,2.0,,,,,,22.0,,5.4,8.9,14.0,,17.3,11.3,,,,11.0,,21.6,0.0,,0.3,,0.0,-7.0,,,,,,13.0,,-3.6,-0.1,5.0,,8.3,2.3,,,,2.0,,12.6,,False,,True,False,,,,,,False,,False,False,False,,False,False,,,,False,,False
48053,27,10.0,,3.0,,11.0,26.0,,,,,,47.6,,8.0,23.2,25.0,,6.5,81.1,,,,51.0,,51.4,-17.0,,-24.0,,-16.0,-1.0,,,,,,20.6,,-19.0,-3.8,-2.0,,-20.5,54.1,,,,24.0,,24.4,,False,,True,True,,,,,,False,,False,True,True,,False,False,,,,False,,False
48055,39,66.0,,77.0,,57.0,31.0,,,,,,88.5,,52.1,55.9,80.0,,44.1,65.8,,,,53.0,,154.4,27.0,,38.0,,18.0,-8.0,,,,,,49.5,,13.1,16.9,41.0,,5.1,26.8,,,,14.0,,115.4,,False,,True,True,,,,,,False,,True,True,False,,True,True,,,,True,,False
48057,11,91.0,,105.5,,54.0,53.0,,,,,,56.8,,37.4,55.4,83.0,,25.1,115.0,,,,66.0,,99.9,80.0,,94.5,,43.0,42.0,,,,,,45.8,,26.4,44.4,72.0,,14.1,104.0,,,,55.0,,88.9,,False,,True,True,,,,,,True,,True,True,True,,True,False,,,,True,,False
48059,6,5.0,,5.2,,2.0,0.0,,,,,,10.1,,0.9,0.9,,,1.8,4.8,,,,5.0,,6.2,-1.0,,-0.8,,-4.0,-6.0,,,,,,4.1,,-5.1,-5.1,,,-4.2,-1.2,,,,-1.0,,0.2,,True,,False,False,,,,,,False,,False,False,,,False,False,,,,False,,True
48061,1526,5319.0,4367.0,5410.3,5595.9,4373.0,4000.0,,,,,,2140.9,,1785.2,2499.4,,,5054.2,5311.9,2258.0,,,2071.0,,4189.2,3793.0,2841.0,3884.3,4069.9,2847.0,2474.0,,,,,,614.9,,259.2,973.4,,,3528.2,3785.9,732.0,,,545.0,,2663.2,True,False,False,True,True,,,,,,True,,True,True,,,True,True,True,,,True,,True
48063,18,19.0,,18.6,,16.0,27.0,,,,,,25.6,,6.8,12.7,18.0,,15.8,15.6,,,,19.0,,39.9,1.0,,0.6,,-2.0,9.0,,,,,,7.6,,-11.2,-5.3,0.0,,-2.2,-2.4,,,,1.0,,21.9,,True,,False,False,,,,,,False,,False,False,True,,False,False,,,,False,,False
48065,2,2.0,,1.7,,0.0,0.0,,,,,,2.1,,0.2,0.4,0.0,,2.6,,,,,2.0,,6.8,0.0,,-0.3,,-2.0,-2.0,,,,,,0.1,,-1.8,-1.6,-2.0,,0.6,,,,,0.0,,4.8,,False,,False,False,,,,,,False,,False,False,False,,False,,,,,True,,False
48067,25,21.0,,16.5,,19.0,21.0,,,,,,52.3,,9.1,17.2,22.0,,24.6,27.0,,,,27.0,,22.7,-4.0,,-8.5,,-6.0,-4.0,,,,,,27.3,,-15.9,-7.8,-3.0,,-0.4,2.0,,,,2.0,,-2.3,,False,,False,False,,,,,,False,,False,False,True,,True,True,,,,True,,True
48069,10,30.0,,31.1,,23.0,14.0,,,,,,10.3,,9.1,17.5,27.0,,74.5,27.9,,,,17.0,,33.8,20.0,,21.1,,13.0,4.0,,,,,,0.3,,-0.9,7.5,17.0,,64.5,17.9,,,,7.0,,23.8,,False,,True,True,,,,,,True,,True,True,True,,False,True,,,,True,,False
48071,77,64.0,,66.6,,51.0,44.0,,,,,,67.5,,27.4,41.5,60.0,,70.8,58.2,,,,57.0,,113.9,-13.0,,-10.4,,-26.0,-33.0,,,,,,-9.5,,-49.6,-35.5,-17.0,,-6.2,-18.8,,,,-20.0,,36.9,,True,,False,False,,,,,,True,,False,False,False,,True,False,,,,False,,False
48073,125,324.0,185.7,321.9,,299.0,417.0,,,,,,183.8,,317.3,179.3,,,167.3,299.1,,,,201.0,,473.9,199.0,60.7,196.9,,174.0,292.0,,,,,,58.8,,192.3,54.3,,,42.3,174.1,,,,76.0,,348.9,True,True,,True,False,,,,,,True,,True,True,,,True,True,,,,True,,False
48075,13,6.0,,5.3,,5.0,7.0,,,,,,6.6,,0.8,4.6,,,4.2,,,,,11.0,,9.5,-7.0,,-7.7,,-8.0,-6.0,,,,,,-6.4,,-12.2,-8.4,,,-8.8,,,,,-2.0,,-3.5,,False,,False,True,,,,,,True,,False,False,,,False,,,,,True,,True
48077,7,6.0,,6.1,,5.0,7.0,,,,,,12.2,,0.6,2.8,,,5.4,,,,,9.0,,13.1,-1.0,,-0.9,,-2.0,0.0,,,,,,5.2,,-6.4,-4.2,,,-1.6,,,,,2.0,,6.1,,True,,False,True,,,,,,False,,False,False,,,False,,,,,False,,False
48079,1,11.0,,11.3,,4.0,7.0,,,,,,7.2,,0.4,4.4,,,3.5,,,,,13.0,,9.6,10.0,,10.3,,3.0,6.0,,,,,,6.2,,-0.6,3.4,,,2.5,,,,,12.0,,8.6,,False,,True,True,,,,,,True,,True,True,,,True,,,,,False,,True
48081,0,3.0,,3.8,,2.0,2.0,,,,,,4.9,,0.8,1.5,,,2.6,,,,,7.0,,9.6,3.0,,3.8,,2.0,2.0,,,,,,4.9,,0.8,1.5,,,2.6,,,,,7.0,,9.6,,False,,True,True,,,,,,False,,True,True,,,True,,,,,False,,False
48083,14,8.0,,7.9,,5.0,,,,,,,5.5,,0.2,2.6,,,9.1,,,,,9.0,,10.6,-6.0,,-6.1,,-9.0,,,,,,,-8.5,,-13.8,-11.4,,,-4.9,,,,,-5.0,,-3.4,,False,,False,,,,,,,False,,False,False,,,True,,,,,True,,True
48085,2568,1086.0,1101.2,1089.9,974.4,1090.0,1504.0,,,,,,1061.5,,1531.7,1057.9,1162.0,,3366.8,987.2,1368.0,,,851.0,,1963.0,-1482.0,-1466.8,-1478.1,-1593.6,-1478.0,-1064.0,,,,,,-1506.5,,-1036.3,-1510.1,-1406.0,,798.8,-1580.8,-1200.0,,,-1717.0,,-605.0,True,True,False,True,True,,,,,,False,,True,False,True,,True,False,True,,,False,,True
48087,2,4.0,,4.0,,0.0,0.0,,,,,,0.9,,0.1,0.4,6.0,,0.4,3.4,,,,3.0,,12.5,2.0,,2.0,,-2.0,-2.0,,,,,,-1.1,,-1.9,-1.6,4.0,,-1.6,1.4,,,,1.0,,10.5,,True,,False,False,,,,,,True,,True,True,False,,True,True,,,,True,,False
48089,81,36.0,,36.6,,23.0,19.0,,,,,,39.9,,17.6,27.4,33.0,,16.3,35.8,,,,24.0,,41.0,-45.0,,-44.4,,-58.0,-62.0,,,,,,-41.1,,-63.4,-53.6,-48.0,,-64.7,-45.2,,,,-57.0,,-40.0,,True,,False,False,,,,,,True,,False,False,False,,False,False,,,,False,,True
48091,246,147.0,367.2,157.7,,131.0,112.0,,,,,,195.9,,130.6,136.7,163.0,,61.8,132.0,83.0,,,138.0,,282.2,-99.0,121.2,-88.3,,-115.0,-134.0,,,,,,-50.1,,-115.4,-109.3,-83.0,,-184.2,-114.0,-163.0,,,-108.0,,36.2,False,True,,False,False,,,,,,True,,False,False,True,,False,False,False,,,False,,True
48093,30,0.0,,0.0,,0.0,12.0,,,,,,22.1,,0.0,12.2,,,0.8,0.0,,,,0.0,,37.8,-30.0,,-30.0,,-30.0,-18.0,,,,,,-7.9,,-30.0,-17.8,,,-29.2,-30.0,,,,-30.0,,7.8,,False,,False,True,,,,,,True,,True,True,,,True,False,,,,False,,True
48095,5,2.0,,1.8,,2.0,0.0,,,,,,3.6,,0.5,0.2,,,1.6,,,,,3.0,,9.1,-3.0,,-3.2,,-3.0,-5.0,,,,,,-1.4,,-4.5,-4.8,,,-3.5,,,,,-2.0,,4.1,,False,,False,False,,,,,,True,,False,False,,,False,,,,,True,,False
48097,42,23.0,,22.7,,21.0,15.0,,,,,,68.8,,18.0,16.3,22.0,,18.7,30.9,,,,27.0,,51.8,-19.0,,-19.3,,-21.0,-27.0,,,,,,26.8,,-24.0,-25.7,-20.0,,-23.3,-11.1,,,,-15.0,,9.8,,False,,False,False,,,,,,False,,False,False,False,,False,True,,,,True,,True
48099,49,55.0,48.2,50.4,,43.0,38.0,,,,,,120.0,,29.8,43.0,54.0,,36.1,50.1,,,,64.0,,116.4,6.0,-0.8,1.4,,-6.0,-11.0,,,,,,71.0,,-19.2,-6.0,5.0,,-12.9,1.1,,,,15.0,,67.4,True,True,,False,False,,,,,,False,,False,False,True,,False,True,,,,False,,False
48101,0,4.0,,3.9,,1.0,0.0,,,,,,1.7,,0.2,0.9,,,6.2,,,,,6.0,,8.7,4.0,,3.9,,1.0,0.0,,,,,,1.7,,0.2,0.9,,,6.2,,,,,6.0,,8.7,,True,,True,True,,,,,,True,,True,True,,,False,,,,,False,,False
48103,1,0.0,,0.0,,0.0,0.0,,,,,,0.8,,1.6,0.8,,,0.0,0.0,,,,2.0,,5.5,-1.0,,-1.0,,-1.0,-1.0,,,,,,-0.2,,0.6,-0.2,,,-1.0,-1.0,,,,1.0,,4.5,,False,,False,False,,,,,,True,,True,True,,,False,False,,,,False,,False
48105,4,2.0,,2.0,,2.0,1.0,,,,,,8.7,,,1.8,,,13.1,2.7,,,,3.0,,8.3,-2.0,,-2.0,,-2.0,-3.0,,,,,,4.7,,,-2.2,,,9.1,-1.3,,,,-1.0,,4.3,,False,,False,False,,,,,,False,,,False,,,False,True,,,,True,,False
48107,2,11.0,,13.0,,6.0,0.0,,,,,,7.1,,1.5,5.6,10.0,,6.0,10.9,,,,9.0,,15.3,9.0,,11.0,,4.0,-2.0,,,,,,5.1,,-0.5,3.6,8.0,,4.0,8.9,,,,7.0,,13.3,,False,,True,True,,,,,,True,,True,True,True,,True,True,,,,True,,False
48109,4,2.0,,2.2,,1.0,0.0,,,,,,2.0,,,0.0,,,0.4,,,,,1.0,,4.9,-2.0,,-1.8,,-3.0,-4.0,,,,,,-2.0,,,-4.0,,,-3.6,,,,,-3.0,,0.9,,True,,False,False,,,,,,False,,,False,,,False,,,,,False,,True
48111,6,11.0,,13.1,,7.0,7.0,,,,,,9.7,,3.4,6.2,12.0,,7.2,10.9,,,,7.0,,23.5,5.0,,7.1,,1.0,1.0,,,,,,3.7,,-2.6,0.2,6.0,,1.2,4.9,,,,1.0,,17.5,,False,,True,True,,,,,,True,,True,True,False,,True,True,,,,True,,False
48113,4236,3241.0,8932.9,3121.6,3644.4,3122.0,2693.0,,,,,,3381.8,,3732.7,3515.8,3720.0,,1730.5,2589.0,2472.0,,,3179.0,,2595.8,-995.0,4696.9,-1114.4,-591.6,-1114.0,-1543.0,,,,,,-854.2,,-503.3,-720.2,-516.0,,-2505.6,-1647.0,-1764.0,,,-1057.0,,-1640.2,False,False,True,False,False,,,,,,True,,True,True,True,,False,False,False,,,False,,False
48115,27,8.0,,6.9,,7.0,7.0,,,,,,15.2,,1.4,5.5,10.0,,10.8,6.2,,,,11.0,,16.2,-19.0,,-20.1,,-20.0,-20.0,,,,,,-11.8,,-25.6,-21.5,-17.0,,-16.2,-20.8,,,,-16.0,,-10.8,,False,,False,False,,,,,,True,,False,False,True,,True,False,,,,True,,True
48117,59,70.0,,72.9,,66.0,85.0,,,,,,51.1,,48.5,56.8,66.0,,78.1,62.7,,,,33.0,,119.8,11.0,,13.9,,7.0,26.0,,,,,,-7.9,,-10.5,-2.2,7.0,,19.1,3.7,,,,-26.0,,60.8,,False,,True,False,,,,,,True,,True,True,True,,False,True,,,,False,,False
48119,1,2.0,,2.1,,0.0,0.0,,,,,,2.4,,0.2,0.1,,,0.4,,,,,2.0,,4.1,1.0,,1.1,,-1.0,-1.0,,,,,,1.4,,-0.8,-0.9,,,-0.6,,,,,1.0,,3.1,,False,,False,False,,,,,,False,,True,True,,,True,,,,,False,,False
