,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
19011,107,60.0,,47.0,,,,43.0,8.7,,,,468.1,-47.0,,-60.0,,,,-64.0,-98.3,,,,361.1,,False,,,,False,False,,,,False
19013,1032,1464.0,,6531.0,,,,609.0,1395.1,480.8,1469.9,,2952.8,432.0,,5499.0,,,,-423.0,363.1,-551.2,437.9,,1920.8,,False,,,,True,True,False,False,,False
19015,142,102.0,,230.0,,,,73.0,8.9,512.0,,,107.8,-40.0,,88.0,,,,-69.0,-133.1,370.0,,,-34.2,,False,,,,False,False,False,,,True
19017,151,42.0,,81.0,,,,85.0,10.9,,,,648.4,-109.0,,-70.0,,,,-66.0,-140.1,,,,497.4,,True,,,,True,False,,,,False
19019,96,48.0,,68.0,,,,14.0,4.4,,,,98.0,-48.0,,-28.0,,,,-82.0,-91.6,,,,2.0,,True,,,,False,False,,,,True
19021,92,132.0,,1.0,,,,358.0,10.5,226.3,,,0.0,40.0,,-91.0,,,,266.0,-81.5,134.3,,,-92.0,,False,,,,False,False,False,,,False
19023,85,72.0,,34.0,,,,24.0,24.2,,,,143.6,-13.0,,-51.0,,,,-61.0,-60.8,,,,58.6,,False,,,,False,False,,,,False
19025,44,60.0,,0.0,,,,33.0,20.2,,,,18.0,16.0,,-44.0,,,,-11.0,-23.8,,,,-26.0,,False,,,,True,False,,,,False
19027,127,120.0,,290.0,,,,52.0,46.9,,,,330.3,-7.0,,163.0,,,,-75.0,-80.1,,,,203.3,,False,,,,False,False,,,,False
19029,74,30.0,,0.0,,,,12.0,1.5,,,,545.6,-44.0,,-74.0,,,,-62.0,-72.5,,,,471.6,,False,,,,False,False,,,,False
19031,55,72.0,,78.0,,,,16.0,9.0,,,,65.1,17.0,,23.0,,,,-39.0,-46.0,,,,10.1,,False,,,,False,False,,,,True
19033,527,426.0,,2311.0,,,,204.0,3075.8,893.7,,,1921.0,-101.0,,1784.0,,,,-323.0,2548.8,366.7,,,1394.0,,False,,,,False,False,False,,,False
19035,37,36.0,,0.0,,,,35.0,16.2,,,,25.3,-1.0,,-37.0,,,,-2.0,-20.8,,,,-11.7,,False,,,,False,False,,,,False
19037,42,24.0,,0.0,,,,27.0,6.7,,,,24.4,-18.0,,-42.0,,,,-15.0,-35.3,,,,-17.6,,False,,,,True,False,,,,True
19039,80,66.0,,0.0,,,,36.0,4.0,64.0,,,23.9,-14.0,,-80.0,,,,-44.0,-76.0,-16.0,,,-56.1,,False,,,,False,False,False,,,False
19041,80,102.0,,18.0,,,,231.0,17.1,457.5,,,274.8,22.0,,-62.0,,,,151.0,-62.9,377.5,,,194.8,,False,,,,False,False,False,,,False
19043,75,30.0,,0.0,,,,29.0,4.6,,,,538.3,-45.0,,-75.0,,,,-46.0,-70.4,,,,463.3,,False,,,,False,False,,,,False
19045,367,120.0,,321.0,,,,48.0,83.6,299.1,,,112.3,-247.0,,-46.0,,,,-319.0,-283.4,-67.9,,,-254.7,,True,,,,False,False,True,,,False
19047,83,114.0,,177.0,,,,147.0,9.6,77.9,,,56.8,31.0,,94.0,,,,64.0,-73.4,-5.1,,,-26.2,,False,,,,False,False,True,,,True
19049,724,738.0,,1447.0,,,,311.0,436.2,1236.2,832.7,,2262.8,14.0,,723.0,,,,-413.0,-287.8,512.2,108.7,,1538.8,,False,,,,False,False,False,False,,False
19051,24,12.0,,0.0,,,,12.0,4.3,,,,157.3,-12.0,,-24.0,,,,-12.0,-19.7,,,,133.3,,False,,,,False,False,,,,False
19053,19,12.0,,0.0,,,,6.0,1.5,,,,126.1,-7.0,,-19.0,,,,-13.0,-17.5,,,,107.1,,False,,,,False,False,,,,False
19055,83,54.0,,0.0,,,,49.0,16.9,,,,275.6,-29.0,,-83.0,,,,-34.0,-66.1,,,,192.6,,False,,,,False,False,,,,False
19057,163,36.0,,39.0,,,,36.0,11.7,,,,32.8,-127.0,,-124.0,,,,-127.0,-151.3,,,,-130.2,,True,,,,False,False,,,,False
19059,128,174.0,,184.0,,,,222.0,33.7,611.1,,,244.3,46.0,,56.0,,,,94.0,-94.3,483.1,,,116.3,,False,,,,False,False,False,,,False
19061,1112,1128.0,,6494.0,,,,307.0,2161.4,1438.6,634.3,,3487.9,16.0,,5382.0,,,,-805.0,1049.4,326.6,-477.7,,2375.9,,False,,,,False,False,False,False,,False
19063,114,66.0,,0.0,,,,194.0,39.9,,,,42.1,-48.0,,-114.0,,,,80.0,-74.1,,,,-71.9,,False,,,,False,False,,,,False
19065,53,102.0,,0.0,,,,33.0,5.6,,,,932.9,49.0,,-53.0,,,,-20.0,-47.4,,,,879.9,,False,,,,True,True,,,,False
19067,109,66.0,,140.0,,,,53.0,30.7,,,,16.6,-43.0,,31.0,,,,-56.0,-78.3,,,,-92.4,,True,,,,False,False,,,,False
19069,176,108.0,,0.0,,,,36.0,44.3,,,,270.3,-68.0,,-176.0,,,,-140.0,-131.7,,,,94.3,,False,,,,False,False,,,,False
19071,41,6.0,,0.0,,,,0.0,0.4,,,,0.0,-35.0,,-41.0,,,,-41.0,-40.6,,,,-41.0,,False,,,,False,False,,,,False
19073,15,6.0,,0.0,,,,22.0,7.7,,,,371.6,-9.0,,-15.0,,,,7.0,-7.3,,,,356.6,,False,,,,True,True,,,,False
19075,52,60.0,,0.0,,,,31.0,5.0,,,,258.0,8.0,,-52.0,,,,-21.0,-47.0,,,,206.0,,False,,,,False,False,,,,False
19077,80,12.0,,0.0,,,,18.0,9.0,,,,433.9,-68.0,,-80.0,,,,-62.0,-71.0,,,,353.9,,False,,,,True,False,,,,False
19079,72,30.0,,267.0,,,,79.0,1.2,417.6,,,2.2,-42.0,,195.0,,,,7.0,-70.8,345.6,,,-69.8,,False,,,,True,False,False,,,False
19081,77,48.0,,0.0,,,,30.0,15.5,,,,28.6,-29.0,,-77.0,,,,-47.0,-61.5,,,,-48.4,,False,,,,False,False,,,,False
19083,124,54.0,,0.0,,,,38.0,26.0,,,,68.6,-70.0,,-124.0,,,,-86.0,-98.0,,,,-55.4,,False,,,,False,False,,,,True
19085,63,24.0,,12.0,,,,35.0,10.8,,,,26.9,-39.0,,-51.0,,,,-28.0,-52.2,,,,-36.1,,False,,,,True,False,,,,True
19087,62,36.0,,26.0,,,,36.0,11.0,,,,154.2,-26.0,,-36.0,,,,-26.0,-51.0,,,,92.2,,False,,,,False,False,,,,False
19089,23,108.0,,0.0,,,,29.0,3.9,,,,401.2,85.0,,-23.0,,,,6.0,-19.1,,,,378.2,,True,,,,True,True,,,,False
19091,81,54.0,,0.0,,,,22.0,17.6,,,,130.4,-27.0,,-81.0,,,,-59.0,-63.4,,,,49.4,,False,,,,False,False,,,,False
19093,12,12.0,,0.0,,,,41.0,1.7,,,,11.0,0.0,,-12.0,,,,29.0,-10.3,,,,-1.0,,False,,,,False,False,,,,False
19095,52,24.0,,34.0,,,,29.0,5.1,,,,26.3,-28.0,,-18.0,,,,-23.0,-46.9,,,,-25.7,,True,,,,True,False,,,,True
19097,140,36.0,,0.0,,,,24.0,5.4,,,,201.1,-104.0,,-140.0,,,,-116.0,-134.6,,,,61.1,,False,,,,False,False,,,,True
19099,172,84.0,,176.0,,,,78.0,9.1,106.1,,,20.0,-88.0,,4.0,,,,-94.0,-162.9,-65.9,,,-152.0,,True,,,,False,False,True,,,False
19101,35,54.0,,61.0,,,,13.0,12.9,,,,549.7,19.0,,26.0,,,,-22.0,-22.1,,,,514.7,,False,,,,False,False,,,,False
19103,918,1656.0,,3058.0,,,,740.0,1123.6,2434.3,2375.8,,291.7,738.0,,2140.0,,,,-178.0,205.6,1516.3,1457.8,,-626.3,,False,,,,True,True,False,False,,True
19105,80,30.0,,0.0,,,,30.0,8.5,,,,11.0,-50.0,,-80.0,,,,-50.0,-71.5,,,,-69.0,,False,,,,False,False,,,,False
19107,25,6.0,,0.0,,,,6.0,1.4,,,,4.8,-19.0,,-25.0,,,,-19.0,-23.6,,,,-20.2,,False,,,,False,False,,,,False
19109,71,12.0,,0.0,,,,49.0,5.0,,,,4.3,-59.0,,-71.0,,,,-22.0,-66.0,,,,-66.7,,False,,,,True,False,,,,False
19111,97,48.0,,107.0,,,,16.0,12.9,,,,333.5,-49.0,,10.0,,,,-81.0,-84.1,,,,236.5,,True,,,,False,False,,,,False
19113,1269,558.0,,1044.0,,,,547.0,457.8,868.8,694.9,,667.6,-711.0,,-225.0,,,,-722.0,-811.2,-400.2,-574.1,,-601.4,,True,,,,False,False,True,True,,True
19115,24,12.0,,0.0,,,,24.0,0.0,12.0,,,0.1,-12.0,,-24.0,,,,0.0,-24.0,-12.0,,,-23.9,,False,,,,True,False,False,,,False
19117,46,6.0,,0.0,,,,12.0,4.0,,,,0.0,-40.0,,-46.0,,,,-34.0,-42.0,,,,-46.0,,False,,,,True,False,,,,False
19119,86,18.0,,0.0,,,,32.0,8.3,,,,6.7,-68.0,,-86.0,,,,-54.0,-77.7,,,,-79.3,,False,,,,True,False,,,,False
19121,88,60.0,,30.0,,,,19.0,7.4,,,,759.6,-28.0,,-58.0,,,,-69.0,-80.6,,,,671.6,,False,,,,False,False,,,,False
19123,31,0.0,,0.0,,,,48.0,28.8,95.7,,,0.0,-31.0,,-31.0,,,,17.0,-2.2,64.7,,,-31.0,,False,,,,True,True,False,,,True
19125,129,72.0,,208.0,,,,50.0,19.0,,,,6.8,-57.0,,79.0,,,,-79.0,-110.0,,,,-122.2,,False,,,,False,False,,,,False
19127,451,204.0,,1136.0,,,,227.0,50.3,96.6,,,470.8,-247.0,,685.0,,,,-224.0,-400.7,-354.4,,,19.8,,False,,,,True,False,False,,,True
19129,63,24.0,,0.0,,,,36.0,6.6,,,,16.7,-39.0,,-63.0,,,,-27.0,-56.4,,,,-46.3,,False,,,,True,False,,,,False
19131,48,126.0,,0.0,,,,21.0,17.3,,,,358.6,78.0,,-48.0,,,,-27.0,-30.7,,,,310.6,,True,,,,True,True,,,,False
19133,17,54.0,,0.0,,,,38.0,25.0,,,,33.9,37.0,,-17.0,,,,21.0,8.0,,,,16.9,,True,,,,True,True,,,,True
19135,29,0.0,,0.0,,,,23.0,5.8,,,,0.0,-29.0,,-29.0,,,,-6.0,-23.2,,,,-29.0,,False,,,,True,True,,,,True
19137,55,0.0,,0.0,,,,7.0,0.5,,,,0.0,-55.0,,-55.0,,,,-48.0,-54.5,,,,-55.0,,False,,,,True,True,,,,True
19139,258,162.0,,7.0,,,,143.0,77.5,34.1,,,90.1,-96.0,,-251.0,,,,-115.0,-180.5,-223.9,,,-167.9,,False,,,,False,False,False,,,False
19141,61,36.0,,11.0,,,,80.0,46.7,,,,8.7,-25.0,,-50.0,,,,19.0,-14.3,,,,-52.3,,False,,,,True,True,,,,False
19143,30,54.0,,0.0,,,,86.0,11.3,,,,226.8,24.0,,-30.0,,,,56.0,-18.7,,,,196.8,,False,,,,False,True,,,,False
19145,82,0.0,,0.0,,,,6.0,1.2,,,,0.0,-82.0,,-82.0,,,,-76.0,-80.8,,,,-82.0,,False,,,,True,True,,,,True
19147,60,102.0,,0.0,,,,32.0,17.2,,,,260.0,42.0,,-60.0,,,,-28.0,-42.8,,,,200.0,,False,,,,True,False,,,,False
19149,187,168.0,,256.0,,,,125.0,24.0,648.3,,,53.9,-19.0,,69.0,,,,-62.0,-163.0,461.3,,,-133.1,,False,,,,False,False,False,,,False
19151,31,174.0,,0.0,,,,48.0,43.1,,,,141.1,143.0,,-31.0,,,,17.0,12.1,,,,110.1,,True,,,,True,True,,,,True
19153,4457,3678.0,,8113.0,,,,1508.0,1578.5,2940.9,3680.4,,7125.2,-779.0,,3656.0,,,,-2949.0,-2878.5,-1516.1,-776.6,,2668.2,,False,,,,False,False,False,True,,False
19155,695,318.0,,131.0,,,,297.0,34.6,1723.7,437.6,,119.4,-377.0,,-564.0,,,,-398.0,-660.4,1028.7,-257.4,,-575.6,,False,,,,False,False,False,True,,False
19157,62,6.0,,0.0,,,,54.0,0.1,46.2,,,0.0,-56.0,,-62.0,,,,-8.0,-61.9,-15.8,,,-62.0,,False,,,,True,False,True,,,False
19159,11,18.0,,0.0,,,,1.0,3.3,,,,6.2,7.0,,-11.0,,,,-10.0,-7.7,,,,-4.8,,False,,,,False,False,,,,True
19161,26,30.0,,0.0,,,,42.0,15.5,,,,0.1,4.0,,-26.0,,,,16.0,-10.5,,,,-25.9,,False,,,,False,False,,,,False
19163,1064,1212.0,,5950.0,,,,389.0,1905.8,2664.8,1001.0,,4503.2,148.0,,4886.0,,,,-675.0,841.8,1600.8,-63.0,,3439.2,,False,,,,False,False,False,True,,False
19165,83,72.0,,189.0,,,,39.0,23.2,362.3,,,23.0,-11.0,,106.0,,,,-44.0,-59.8,279.3,,,-60.0,,False,,,,False,False,False,,,False
19167,226,108.0,,89.0,,,,179.0,24.1,785.2,,,18.8,-118.0,,-137.0,,,,-47.0,-201.9,559.2,,,-207.2,,False,,,,True,False,False,,,False
19169,621,666.0,,255.0,,,,353.0,546.9,2910.7,,,206.9,45.0,,-366.0,,,,-268.0,-74.1,2289.7,,,-414.1,,False,,,,False,False,False,,,False
19171,100,150.0,,136.0,,,,64.0,25.0,49.0,,,368.5,50.0,,36.0,,,,-36.0,-75.0,-51.0,,,268.5,,True,,,,True,False,False,,,False
19173,26,12.0,,0.0,,,,7.0,9.5,,,,9.0,-14.0,,-26.0,,,,-19.0,-16.5,,,,-17.0,,False,,,,False,False,,,,False
19175,62,18.0,,34.0,,,,16.0,7.5,,,,8.2,-44.0,,-28.0,,,,-46.0,-54.5,,,,-53.8,,True,,,,False,False,,,,False
19177,22,12.0,,0.0,,,,6.0,2.5,,,,2.0,-10.0,,-22.0,,,,-16.0,-19.5,,,,-20.0,,False,,,,False,False,,,,False
19179,242,72.0,,0.0,,,,332.0,4.0,104.7,,,45.2,-170.0,,-242.0,,,,90.0,-238.0,-137.3,,,-196.8,,False,,,,True,False,True,,,False
19181,330,270.0,,334.0,,,,87.0,93.0,822.1,,,1309.8,-60.0,,4.0,,,,-243.0,-237.0,492.1,,,979.8,,True,,,,False,False,False,,,False
19183,74,96.0,,96.0,,,,44.0,12.8,124.1,,,465.5,22.0,,22.0,,,,-30.0,-61.2,50.1,,,391.5,,False,,,,False,False,False,,,False
19185,11,12.0,,0.0,,,,6.0,1.4,,,,50.5,1.0,,-11.0,,,,-5.0,-9.6,,,,39.5,,False,,,,False,False,,,,False
19187,667,420.0,,280.0,,,,142.0,165.6,893.1,,,1223.0,-247.0,,-387.0,,,,-525.0,-501.4,226.1,,,556.0,,False,,,,False,False,True,,,False
19189,87,48.0,,0.0,,,,36.0,4.7,,,,22.3,-39.0,,-87.0,,,,-51.0,-82.3,,,,-64.7,,False,,,,False,False,,,,False
19191,70,84.0,,0.0,,,,46.0,3.4,,,,387.4,14.0,,-70.0,,,,-24.0,-66.6,,,,317.4,,False,,,,False,False,,,,False
19193,588,528.0,,815.0,,,,626.0,121.6,288.8,215.1,,327.4,-60.0,,227.0,,,,38.0,-466.4,-299.2,-372.9,,-260.6,,False,,,,True,False,False,False,,False
19195,52,48.0,,0.0,,,,16.0,4.4,,,,85.8,-4.0,,-52.0,,,,-36.0,-47.6,,,,33.8,,False,,,,False,False,,,,False
19197,109,108.0,,0.0,,,,63.0,12.1,240.7,,,21.3,-1.0,,-109.0,,,,-46.0,-96.9,131.7,,,-87.7,,False,,,,False,False,False,,,False
20001,18,0.0,,0.0,,,,5.0,,,,,0.0,-18.0,,-18.0,,,,-13.0,,,,,-18.0,,False,,,,True,,,,,True
20003,27,6.0,,0.0,,,,3.0,0.4,,,,0.7,-21.0,,-27.0,,,,-24.0,-26.6,,,,-26.3,,False,,,,False,False,,,,False
20005,60,48.0,,0.0,,,,37.0,3.5,,,,202.4,-12.0,,-60.0,,,,-23.0,-56.5,,,,142.4,,False,,,,False,False,,,,False
20007,2,6.0,,0.0,,,,0.0,0.0,,,,219.0,4.0,,-2.0,,,,-2.0,-2.0,,,,217.0,,True,,,,True,True,,,,False
20009,108,12.0,,0.0,,,,24.0,7.8,,,,3.1,-96.0,,-108.0,,,,-84.0,-100.2,,,,-104.9,,False,,,,True,False,,,,False
20011,51,42.0,,0.0,,,,45.0,10.6,,,,0.9,-9.0,,-51.0,,,,-6.0,-40.4,,,,-50.1,,False,,,,True,False,,,,False
20013,39,0.0,,0.0,,,,9.0,1.6,,,,0.0,-39.0,,-39.0,,,,-30.0,-37.4,,,,-39.0,,False,,,,True,True,,,,True
20015,266,96.0,,43.0,,,,48.0,8.8,,,,2845.0,-170.0,,-223.0,,,,-218.0,-257.2,,,,2579.0,,False,,,,False,False,,,,False
20017,43,6.0,,0.0,,,,0.0,0.2,,,,115.3,-37.0,,-43.0,,,,-43.0,-42.8,,,,72.3,,False,,,,False,False,,,,False
20019,2,0.0,,0.0,,,,0.0,0.1,,,,0.0,-2.0,,-2.0,,,,-2.0,-1.9,,,,-2.0,,False,,,,False,True,,,,False
20021,118,60.0,,0.0,,,,239.0,7.9,,,,289.2,-58.0,,-118.0,,,,121.0,-110.1,,,,171.2,,False,,,,False,False,,,,False
20023,3,0.0,,0.0,,,,0.0,0.1,,,,0.0,-3.0,,-3.0,,,,-3.0,-2.9,,,,-3.0,,False,,,,False,True,,,,False
20025,12,0.0,,0.0,,,,5.0,4.8,,,,0.0,-12.0,,-12.0,,,,-7.0,-7.2,,,,-12.0,,False,,,,True,True,,,,False
20027,17,6.0,,0.0,,,,1.0,0.7,,,,342.0,-11.0,,-17.0,,,,-16.0,-16.3,,,,325.0,,False,,,,False,False,,,,False
20029,20,66.0,,0.0,,,,5.0,3.3,,,,4.8,46.0,,-20.0,,,,-15.0,-16.7,,,,-15.2,,True,,,,True,True,,,,True
20031,17,0.0,,0.0,,,,22.0,5.2,,,,0.0,-17.0,,-17.0,,,,5.0,-11.8,,,,-17.0,,False,,,,True,True,,,,True
20033,6,6.0,,0.0,,,,0.0,0.1,,,,81.8,0.0,,-6.0,,,,-6.0,-5.9,,,,75.8,,False,,,,False,False,,,,False
20035,109,42.0,,79.0,,,,54.0,34.5,,,,2.8,-67.0,,-30.0,,,,-55.0,-74.5,,,,-106.2,,True,,,,True,False,,,,False
20037,149,120.0,,36.0,,,,517.0,8.9,1162.2,,,16.6,-29.0,,-113.0,,,,368.0,-140.1,1013.2,,,-132.4,,False,,,,False,False,False,,,False
20039,5,0.0,,0.0,,,,0.0,,,,,,-5.0,,-5.0,,,,-5.0,,,,,,,False,,,,False,,,,,
20041,42,0.0,,0.0,,,,3.0,1.2,,,,0.0,-42.0,,-42.0,,,,-39.0,-40.8,,,,-42.0,,False,,,,True,True,,,,True
20043,22,0.0,,0.0,,,,10.0,3.7,,,,2.5,-22.0,,-22.0,,,,-12.0,-18.3,,,,-19.5,,False,,,,True,True,,,,True
20045,561,762.0,,1226.0,,,,597.0,818.3,2138.1,,,5818.5,201.0,,665.0,,,,36.0,257.3,1577.1,,,5257.5,,False,,,,True,False,False,,,False
20047,9,6.0,,0.0,,,,0.0,0.4,,,,101.8,-3.0,,-9.0,,,,-9.0,-8.6,,,,92.8,,False,,,,False,False,,,,False
20049,0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,,0.0,,,,0.0,,,,,0.0,,True,,,,True,,,,,True
20051,128,60.0,,0.0,,,,13.0,4.4,,,,1397.7,-68.0,,-128.0,,,,-115.0,-123.6,,,,1269.7,,False,,,,False,False,,,,False
20053,17,6.0,,0.0,,,,0.0,0.1,,,,265.1,-11.0,,-17.0,,,,-17.0,-16.9,,,,248.1,,False,,,,False,False,,,,False
20055,226,72.0,,0.0,,,,371.0,2.2,65.4,,,30.9,-154.0,,-226.0,,,,145.0,-223.8,-160.6,,,-195.1,,False,,,,True,False,False,,,False
20057,252,102.0,,141.0,,,,625.0,4.4,129.7,,,0.0,-150.0,,-111.0,,,,373.0,-247.6,-122.3,,,-252.0,,True,,,,False,False,True,,,False
20059,150,66.0,,76.0,,,,56.0,32.1,,,,135.8,-84.0,,-74.0,,,,-94.0,-117.9,,,,-14.2,,True,,,,False,False,,,,True
20061,159,132.0,,594.0,,,,134.0,36.1,,,,41.5,-27.0,,435.0,,,,-25.0,-122.9,,,,-117.5,,False,,,,True,False,,,,False
20063,4,6.0,,0.0,,,,0.0,0.0,,,,129.5,2.0,,-4.0,,,,-4.0,-4.0,,,,125.5,,False,,,,False,False,,,,False
20065,18,0.0,,0.0,,,,0.0,,,,,,-18.0,,-18.0,,,,-18.0,,,,,,,False,,,,False,,,,,
20067,67,36.0,,0.0,,,,5.0,17.3,,,,20.8,-31.0,,-67.0,,,,-62.0,-49.7,,,,-46.2,,False,,,,False,False,,,,False
20069,56,42.0,,0.0,,,,0.0,2.3,,,,266.4,-14.0,,-56.0,,,,-56.0,-53.7,,,,210.4,,False,,,,False,False,,,,False
20071,4,0.0,,0.0,,,,0.0,,,,,,-4.0,,-4.0,,,,-4.0,,,,,,,False,,,,False,,,,,
20073,12,0.0,,0.0,,,,1.0,0.7,,,,0.0,-12.0,,-12.0,,,,-11.0,-11.3,,,,-12.0,,False,,,,True,True,,,,False
20075,13,6.0,,0.0,,,,0.0,3.3,,,,33.9,-7.0,,-13.0,,,,-13.0,-9.7,,,,20.9,,False,,,,False,False,,,,False
20077,19,12.0,,0.0,,,,1.0,0.2,,,,266.1,-7.0,,-19.0,,,,-18.0,-18.8,,,,247.1,,False,,,,False,False,,,,False
20079,184,90.0,,0.0,,,,35.0,14.2,,,,18.4,-94.0,,-184.0,,,,-149.0,-169.8,,,,-165.6,,False,,,,False,False,,,,False
20081,23,30.0,,0.0,,,,1.0,3.1,,,,168.6,7.0,,-23.0,,,,-22.0,-19.9,,,,145.6,,False,,,,False,False,,,,False
20083,2,0.0,,0.0,,,,0.0,0.4,,,,0.0,-2.0,,-2.0,,,,-2.0,-1.6,,,,-2.0,,False,,,,False,True,,,,True
20085,51,48.0,,0.0,,,,38.0,0.2,33.6,,,369.5,-3.0,,-51.0,,,,-13.0,-50.8,-17.4,,,318.5,,False,,,,False,False,False,,,False
20087,63,18.0,,0.0,,,,16.0,2.4,,,,290.0,-45.0,,-63.0,,,,-47.0,-60.6,,,,227.0,,False,,,,False,False,,,,False
20089,9,0.0,,0.0,,,,0.0,0.1,,,,0.0,-9.0,,-9.0,,,,-9.0,-8.9,,,,-9.0,,False,,,,False,True,,,,False
20091,4246,3366.0,,327.0,,,,2645.0,6167.5,14487.7,4238.8,,17361.1,-880.0,,-3919.0,,,,-1601.0,1921.5,10241.7,-7.2,,13115.1,,False,,,,False,False,False,True,,False
20093,18,0.0,,0.0,,,,1.0,6.3,,,,0.0,-18.0,,-18.0,,,,-17.0,-11.7,,,,-18.0,,False,,,,True,True,,,,True
20095,26,0.0,,0.0,,,,0.0,,,,,,-26.0,,-26.0,,,,-26.0,,,,,,,False,,,,False,,,,,
20097,5,0.0,,0.0,,,,0.0,0.1,,,,0.0,-5.0,,-5.0,,,,-5.0,-4.9,,,,-5.0,,False,,,,False,True,,,,False
20099,103,60.0,,9.0,,,,163.0,13.7,,,,18.7,-43.0,,-94.0,,,,60.0,-89.3,,,,-84.3,,False,,,,False,False,,,,False
20101,1,0.0,,0.0,,,,0.0,0.2,,,,0.0,-1.0,,-1.0,,,,-1.0,-0.8,,,,-1.0,,False,,,,False,True,,,,True
20103,368,210.0,,0.0,,,,714.0,39.1,66.7,103.0,,425.9,-158.0,,-368.0,,,,346.0,-328.9,-301.3,-265.0,,57.9,,False,,,,False,False,False,False,,True
20105,5,6.0,,0.0,,,,0.0,,,,,0.0,1.0,,-5.0,,,,-5.0,,,,,-5.0,,False,,,,False,,,,,False
20107,37,12.0,,0.0,,,,8.0,2.6,,,,33.6,-25.0,,-37.0,,,,-29.0,-34.4,,,,-3.4,,False,,,,False,False,,,,True
20109,1,0.0,,0.0,,,,0.0,,,,,0.0,-1.0,,-1.0,,,,-1.0,,,,,-1.0,,False,,,,False,,,,,False
20111,279,138.0,,3.0,,,,505.0,3.4,298.9,,,246.2,-141.0,,-276.0,,,,226.0,-275.6,19.9,,,-32.8,,False,,,,False,False,True,,,True
20113,85,114.0,,30.0,,,,46.0,19.0,,,,35.2,29.0,,-55.0,,,,-39.0,-66.0,,,,-49.8,,False,,,,False,False,,,,False
20115,55,12.0,,0.0,,,,1.0,0.4,,,,41.0,-43.0,,-55.0,,,,-54.0,-54.6,,,,-14.0,,False,,,,False,False,,,,True
20117,13,6.0,,0.0,,,,0.0,,,,,0.0,-7.0,,-13.0,,,,-13.0,,,,,-13.0,,False,,,,False,,,,,False
20119,29,0.0,,0.0,,,,2.0,2.2,,,,0.0,-29.0,,-29.0,,,,-27.0,-26.8,,,,-29.0,,False,,,,True,True,,,,False
20121,117,54.0,,115.0,,,,58.0,12.7,,,,689.0,-63.0,,-2.0,,,,-59.0,-104.3,,,,572.0,,True,,,,True,False,,,,False
20123,24,0.0,,0.0,,,,0.0,0.1,,,,0.0,-24.0,,-24.0,,,,-24.0,-23.9,,,,-24.0,,False,,,,False,True,,,,False
20125,135,96.0,,7.0,,,,78.0,5.5,,,,34.4,-39.0,,-128.0,,,,-57.0,-129.5,,,,-100.6,,False,,,,False,False,,,,False
20127,9,0.0,,0.0,,,,0.0,0.1,,,,0.0,-9.0,,-9.0,,,,-9.0,-8.9,,,,-9.0,,False,,,,False,True,,,,False
20129,3,6.0,,0.0,,,,0.0,0.3,,,,121.8,3.0,,-3.0,,,,-3.0,-2.7,,,,118.8,,False,,,,False,True,,,,False
20131,23,18.0,,0.0,,,,13.0,3.1,,,,25.8,-5.0,,-23.0,,,,-10.0,-19.9,,,,2.8,,False,,,,False,False,,,,True
20133,35,24.0,,0.0,,,,45.0,10.5,,,,0.5,-11.0,,-35.0,,,,10.0,-24.5,,,,-34.5,,False,,,,True,False,,,,False
20135,3,0.0,,0.0,,,,0.0,0.2,,,,0.0,-3.0,,-3.0,,,,-3.0,-2.8,,,,-3.0,,False,,,,False,True,,,,False
20137,17,18.0,,0.0,,,,0.0,0.5,,,,163.3,1.0,,-17.0,,,,-17.0,-16.5,,,,146.3,,False,,,,False,False,,,,False
20139,32,24.0,,0.0,,,,3.0,0.9,,,,29.8,-8.0,,-32.0,,,,-29.0,-31.1,,,,-2.2,,False,,,,False,False,,,,True
20141,2,0.0,,0.0,,,,0.0,0.0,,,,0.0,-2.0,,-2.0,,,,-2.0,-2.0,,,,-2.0,,False,,,,False,True,,,,False
20143,29,18.0,,0.0,,,,0.0,0.5,,,,141.9,-11.0,,-29.0,,,,-29.0,-28.5,,,,112.9,,False,,,,False,False,,,,False
20145,61,0.0,,0.0,,,,0.0,,,,,0.0,-61.0,,-61.0,,,,-61.0,,,,,-61.0,,False,,,,False,,,,,False
