,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
29001,86,18.0,,0.0,,,,166.0,9.5,,,,13.4,-68.0,,-86.0,,,,80.0,-76.5,,,,-72.6,,False,,,,False,False,,,,False
29003,46,36.0,,0.0,,,,28.0,7.8,,,,24.2,-10.0,,-46.0,,,,-18.0,-38.2,,,,-21.8,,False,,,,False,False,,,,False
29005,18,12.0,,0.0,,,,0.0,0.1,,,,239.0,-6.0,,-18.0,,,,-18.0,-17.9,,,,221.0,,False,,,,False,False,,,,False
29007,83,6.0,,0.0,,,,106.0,12.0,133.9,,,0.5,-77.0,,-83.0,,,,23.0,-71.0,50.9,,,-82.5,,False,,,,True,True,True,,,False
29009,211,186.0,,594.0,,,,169.0,10.1,,,,687.3,-25.0,,383.0,,,,-42.0,-200.9,,,,476.3,,False,,,,False,False,,,,False
29011,45,42.0,,0.0,,,,42.0,,,,,12.6,-3.0,,-45.0,,,,-3.0,,,,,-32.4,,False,,,,False,,,,,False
29013,42,0.0,,0.0,,,,24.0,0.3,,,,0.0,-42.0,,-42.0,,,,-18.0,-41.7,,,,-42.0,,False,,,,True,True,,,,False
29015,101,6.0,,0.0,,,,14.0,0.5,,,,809.1,-95.0,,-101.0,,,,-87.0,-100.5,,,,708.1,,False,,,,True,False,,,,False
29017,68,12.0,,0.0,,,,2.0,1.0,,,,553.6,-56.0,,-68.0,,,,-66.0,-67.0,,,,485.6,,False,,,,False,False,,,,False
29019,1124,582.0,,1852.0,,,,910.0,137.6,2718.2,,,1296.8,-542.0,,728.0,,,,-214.0,-986.4,1594.2,,,172.8,,False,,,,True,False,False,,,True
29021,241,270.0,,547.0,,,,1053.0,22.5,244.8,,,52.8,29.0,,306.0,,,,812.0,-218.5,3.8,,,-188.2,,False,,,,False,False,True,,,False
29023,203,198.0,,498.0,,,,158.0,10.0,951.3,,,23.0,-5.0,,295.0,,,,-45.0,-193.0,748.3,,,-180.0,,False,,,,False,False,False,,,False
29025,26,24.0,,0.0,,,,13.0,0.4,,,,400.8,-2.0,,-26.0,,,,-13.0,-25.6,,,,374.8,,False,,,,False,False,,,,False
29027,123,72.0,,99.0,,,,33.0,5.6,,,,1903.1,-51.0,,-24.0,,,,-90.0,-117.4,,,,1780.1,,True,,,,False,False,,,,False
29029,333,54.0,,74.0,,,,38.0,14.1,,,,12.1,-279.0,,-259.0,,,,-295.0,-318.9,,,,-320.9,,True,,,,False,False,,,,False
29031,526,414.0,,1336.0,,,,181.0,836.2,1395.2,,,1949.2,-112.0,,810.0,,,,-345.0,310.2,869.2,,,1423.2,,False,,,,False,False,False,,,False
29033,86,30.0,,0.0,,,,30.0,0.4,,,,395.8,-56.0,,-86.0,,,,-56.0,-85.6,,,,309.8,,False,,,,False,False,,,,False
29035,19,0.0,,0.0,,,,0.0,0.1,,,,0.0,-19.0,,-19.0,,,,-19.0,-18.9,,,,-19.0,,False,,,,False,True,,,,False
29037,698,204.0,,882.0,,,,179.0,106.2,631.4,,,1209.9,-494.0,,184.0,,,,-519.0,-591.8,-66.6,,,511.9,,True,,,,False,False,True,,,False
29039,33,12.0,,0.0,,,,24.0,0.3,,,,670.0,-21.0,,-33.0,,,,-9.0,-32.7,,,,637.0,,False,,,,True,False,,,,False
29041,18,0.0,,0.0,,,,6.0,0.1,,,,0.0,-18.0,,-18.0,,,,-12.0,-17.9,,,,-18.0,,False,,,,True,True,,,,False
29043,377,42.0,,112.0,,,,148.0,3.4,,,,11.0,-335.0,,-265.0,,,,-229.0,-373.6,,,,-366.0,,True,,,,True,False,,,,False
29045,26,0.0,,0.0,,,,0.0,0.0,,,,0.0,-26.0,,-26.0,,,,-26.0,-26.0,,,,-26.0,,False,,,,False,True,,,,False
29047,640,474.0,,387.0,,,,1082.0,73.4,3532.6,237.5,,262.2,-166.0,,-253.0,,,,442.0,-566.6,2892.6,-402.5,,-377.8,,False,,,,False,False,False,False,,False
29049,71,36.0,,28.0,,,,28.0,1.1,,,,709.4,-35.0,,-43.0,,,,-43.0,-69.9,,,,638.4,,False,,,,False,False,,,,False
29051,445,60.0,,182.0,,,,165.0,5.3,,,,47.8,-385.0,,-263.0,,,,-280.0,-439.7,,,,-397.2,,True,,,,True,False,,,,False
29053,139,36.0,,0.0,,,,27.0,0.9,,,,768.2,-103.0,,-139.0,,,,-112.0,-138.1,,,,629.2,,False,,,,False,False,,,,False
29055,88,30.0,,0.0,,,,5.0,0.6,,,,811.0,-58.0,,-88.0,,,,-83.0,-87.4,,,,723.0,,False,,,,False,False,,,,False
29057,23,0.0,,0.0,,,,6.0,,,,,0.0,-23.0,,-23.0,,,,-17.0,,,,,-23.0,,False,,,,True,,,,,False
29059,63,12.0,,0.0,,,,21.0,0.8,,,,4.2,-51.0,,-63.0,,,,-42.0,-62.2,,,,-58.8,,False,,,,True,False,,,,False
29061,12,6.0,,0.0,,,,8.0,0.4,,,,0.6,-6.0,,-12.0,,,,-4.0,-11.6,,,,-11.4,,False,,,,True,False,,,,False
29063,28,18.0,,0.0,,,,4.0,1.1,,,,443.1,-10.0,,-28.0,,,,-24.0,-26.9,,,,415.1,,False,,,,False,False,,,,False
29065,17,6.0,,0.0,,,,3.0,0.2,,,,11.4,-11.0,,-17.0,,,,-14.0,-16.8,,,,-5.6,,False,,,,False,False,,,,True
29067,88,18.0,,0.0,,,,7.0,0.2,,,,168.6,-70.0,,-88.0,,,,-81.0,-87.8,,,,80.6,,False,,,,False,False,,,,False
29069,271,102.0,,260.0,,,,697.0,32.5,560.2,,,135.9,-169.0,,-11.0,,,,426.0,-238.5,289.2,,,-135.1,,True,,,,False,False,False,,,True
29071,512,78.0,,275.0,,,,114.0,16.0,551.1,38.7,,151.7,-434.0,,-237.0,,,,-398.0,-496.0,39.1,-473.3,,-360.3,,True,,,,True,False,True,False,,True
29073,29,6.0,,0.0,,,,6.0,0.7,,,,0.1,-23.0,,-29.0,,,,-23.0,-28.3,,,,-28.9,,False,,,,False,False,,,,False
29075,33,6.0,,0.0,,,,23.0,3.9,,,,0.6,-27.0,,-33.0,,,,-10.0,-29.1,,,,-32.4,,False,,,,True,False,,,,False
29077,1519,312.0,,714.0,,,,821.0,267.1,2201.0,172.9,,207.5,-1207.0,,-805.0,,,,-698.0,-1251.9,682.0,-1346.1,,-1311.5,,True,,,,True,False,True,False,,False
29079,10,12.0,,0.0,,,,28.0,2.2,,,,4.3,2.0,,-10.0,,,,18.0,-7.8,,,,-5.7,,False,,,,False,False,,,,False
29081,44,24.0,,0.0,,,,9.0,0.9,,,,185.5,-20.0,,-44.0,,,,-35.0,-43.1,,,,141.5,,False,,,,False,False,,,,False
29083,74,6.0,,0.0,,,,52.0,1.6,,,,0.1,-68.0,,-74.0,,,,-22.0,-72.4,,,,-73.9,,False,,,,True,False,,,,False
29085,40,0.0,,0.0,,,,5.0,,,,,,-40.0,,-40.0,,,,-35.0,,,,,,,False,,,,True,,,,,
29087,40,0.0,,0.0,,,,0.0,0.0,,,,0.0,-40.0,,-40.0,,,,-40.0,-40.0,,,,-40.0,,False,,,,False,True,,,,False
29089,63,0.0,,0.0,,,,12.0,0.1,,,,0.0,-63.0,,-63.0,,,,-51.0,-62.9,,,,-63.0,,False,,,,True,True,,,,False
29091,129,54.0,,0.0,,,,59.0,5.2,,,,489.7,-75.0,,-129.0,,,,-70.0,-123.8,,,,360.7,,False,,,,True,False,,,,False
29093,24,0.0,,0.0,,,,0.0,0.0,,,,0.0,-24.0,,-24.0,,,,-24.0,-24.0,,,,-24.0,,False,,,,False,True,,,,True
29095,3205,1152.0,,11466.0,,,,1798.0,714.9,6269.8,1043.9,,2312.2,-2053.0,,8261.0,,,,-1407.0,-2490.1,3064.8,-2161.1,,-892.8,,False,,,,True,False,False,False,,True
29097,1198,1758.0,,119.0,,,,930.0,1870.9,4584.0,,,4009.1,560.0,,-1079.0,,,,-268.0,672.9,3386.0,,,2811.1,,False,,,,True,False,False,,,False
29099,1385,348.0,,1496.0,,,,295.0,277.8,714.3,700.2,,1080.7,-1037.0,,111.0,,,,-1090.0,-1107.2,-670.7,-684.8,,-304.3,,True,,,,False,False,True,True,,True
29101,346,294.0,,1392.0,,,,123.0,453.7,523.6,,,1312.8,-52.0,,1046.0,,,,-223.0,107.7,177.6,,,966.8,,False,,,,False,False,False,,,False
29103,33,0.0,,0.0,,,,0.0,,,,,0.0,-33.0,,-33.0,,,,-33.0,,,,,-33.0,,False,,,,False,,,,,False
29105,190,90.0,,0.0,,,,55.0,5.7,,,,847.3,-100.0,,-190.0,,,,-135.0,-184.3,,,,657.3,,False,,,,False,False,,,,False
29107,106,30.0,,0.0,,,,72.0,5.8,,,,528.4,-76.0,,-106.0,,,,-34.0,-100.2,,,,422.4,,False,,,,True,False,,,,False
29109,211,66.0,,5.0,,,,145.0,6.2,,,,30.5,-145.0,,-206.0,,,,-66.0,-204.8,,,,-180.5,,False,,,,True,False,,,,False
29111,50,0.0,,0.0,,,,2.0,0.2,,,,0.0,-50.0,,-50.0,,,,-48.0,-49.8,,,,-50.0,,False,,,,True,True,,,,False
29113,332,12.0,,0.0,,,,39.0,5.9,59.5,,,8.0,-320.0,,-332.0,,,,-293.0,-326.1,-272.5,,,-324.0,,False,,,,True,False,True,,,False
29115,25,18.0,,0.0,,,,36.0,1.2,,,,395.7,-7.0,,-25.0,,,,11.0,-23.8,,,,370.7,,False,,,,False,False,,,,False
29117,48,30.0,,0.0,,,,41.0,1.0,,,,167.9,-18.0,,-48.0,,,,-7.0,-47.0,,,,119.9,,False,,,,True,False,,,,False
29119,353,642.0,,3446.0,,,,1265.0,43.1,472.6,,,58.6,289.0,,3093.0,,,,912.0,-309.9,119.6,,,-294.4,,False,,,,False,False,True,,,False
29121,59,6.0,,0.0,,,,9.0,0.2,,,,0.2,-53.0,,-59.0,,,,-50.0,-58.8,,,,-58.8,,False,,,,True,False,,,,False
29123,29,18.0,,11.0,,,,2.0,0.2,,,,4.2,-11.0,,-18.0,,,,-27.0,-28.8,,,,-24.8,,False,,,,False,False,,,,False
29125,23,12.0,,0.0,,,,1.0,0.4,,,,314.6,-11.0,,-23.0,,,,-22.0,-22.6,,,,291.6,,False,,,,False,False,,,,False
29127,239,60.0,,0.0,,,,30.0,3.2,,,,819.1,-179.0,,-239.0,,,,-209.0,-235.8,,,,580.1,,False,,,,False,False,,,,False
29129,11,0.0,,0.0,,,,2.0,0.2,,,,0.0,-11.0,,-11.0,,,,-9.0,-10.8,,,,-11.0,,False,,,,True,True,,,,True
29131,127,42.0,,16.0,,,,14.0,1.7,,,,199.5,-85.0,,-111.0,,,,-113.0,-125.3,,,,72.5,,False,,,,False,False,,,,True
29133,81,18.0,,35.0,,,,52.0,8.7,,,,1.3,-63.0,,-46.0,,,,-29.0,-72.3,,,,-79.7,,True,,,,True,False,,,,False
29135,109,36.0,,0.0,,,,34.0,2.8,,,,310.5,-73.0,,-109.0,,,,-75.0,-106.2,,,,201.5,,False,,,,False,False,,,,False
29137,32,0.0,,0.0,,,,0.0,0.2,,,,0.0,-32.0,,-32.0,,,,-32.0,-31.8,,,,-32.0,,False,,,,False,True,,,,False
29139,26,24.0,,0.0,,,,5.0,1.1,,,,118.8,-2.0,,-26.0,,,,-21.0,-24.9,,,,92.8,,False,,,,False,False,,,,False
29141,77,36.0,,0.0,,,,15.0,1.1,,,,902.8,-41.0,,-77.0,,,,-62.0,-75.9,,,,825.8,,False,,,,False,False,,,,False
29143,250,36.0,,70.0,,,,61.0,5.0,,,,7.1,-214.0,,-180.0,,,,-189.0,-245.0,,,,-242.9,,True,,,,True,False,,,,False
29145,487,654.0,,520.0,,,,1079.0,107.4,2589.1,,,290.7,167.0,,33.0,,,,592.0,-379.6,2102.1,,,-196.3,,True,,,,False,False,False,,,False
29147,199,36.0,,0.0,,,,26.0,1.2,,,,250.1,-163.0,,-199.0,,,,-173.0,-197.8,,,,51.1,,False,,,,False,False,,,,True
29149,14,6.0,,0.0,,,,5.0,0.4,,,,62.9,-8.0,,-14.0,,,,-9.0,-13.6,,,,48.9,,False,,,,False,False,,,,False
29151,54,12.0,,0.0,,,,5.0,0.2,,,,426.2,-42.0,,-54.0,,,,-49.0,-53.8,,,,372.2,,False,,,,False,False,,,,False
29153,14,6.0,,0.0,,,,0.0,,,,,1.1,-8.0,,-14.0,,,,-14.0,,,,,-12.9,,False,,,,False,,,,,False
29155,144,6.0,,20.0,,,,492.0,0.1,80.9,,,1.1,-138.0,,-124.0,,,,348.0,-143.9,-63.1,,,-142.9,,True,,,,False,False,True,,,False
29157,107,156.0,,396.0,,,,42.0,3.6,493.8,,,17.2,49.0,,289.0,,,,-65.0,-103.4,386.8,,,-89.8,,False,,,,False,False,False,,,False
29159,511,72.0,,248.0,,,,161.0,51.4,391.6,,,57.0,-439.0,,-263.0,,,,-350.0,-459.6,-119.4,,,-454.0,,True,,,,True,False,True,,,False
29161,78,144.0,,0.0,,,,53.0,5.7,,,,87.2,66.0,,-78.0,,,,-25.0,-72.3,,,,9.2,,False,,,,True,False,,,,True
29163,107,0.0,,0.0,,,,8.0,2.1,,,,0.0,-107.0,,-107.0,,,,-99.0,-104.9,,,,-107.0,,False,,,,True,True,,,,True
29165,274,96.0,,144.0,,,,195.0,42.8,702.3,,,1013.9,-178.0,,-130.0,,,,-79.0,-231.2,428.3,,,739.9,,True,,,,True,False,False,,,False
29167,220,12.0,,0.0,,,,69.0,1.1,,,,1.1,-208.0,,-220.0,,,,-151.0,-218.9,,,,-218.9,,False,,,,True,False,,,,False
29169,145,48.0,,66.0,,,,69.0,0.5,149.5,,,11.0,-97.0,,-79.0,,,,-76.0,-144.5,4.5,,,-134.0,,True,,,,True,False,True,,,False
29171,11,6.0,,0.0,,,,6.0,,,,,1.0,-5.0,,-11.0,,,,-5.0,,,,,-10.0,,False,,,,False,,,,,False
29173,48,6.0,,0.0,,,,2.0,0.3,,,,0.4,-42.0,,-48.0,,,,-46.0,-47.7,,,,-47.6,,False,,,,False,False,,,,False
29175,70,0.0,,0.0,,,,32.0,0.3,,,,0.0,-70.0,,-70.0,,,,-38.0,-69.7,,,,-70.0,,False,,,,True,True,,,,False
29177,93,12.0,,23.0,,,,46.0,0.9,,,,984.5,-81.0,,-70.0,,,,-47.0,-92.1,,,,891.5,,True,,,,True,False,,,,False
29179,16,0.0,,0.0,,,,0.0,0.0,,,,0.0,-16.0,,-16.0,,,,-16.0,-16.0,,,,-16.0,,False,,,,False,True,,,,False
29181,54,12.0,,0.0,,,,10.0,1.4,,,,0.3,-42.0,,-54.0,,,,-44.0,-52.6,,,,-53.7,,False,,,,False,False,,,,False
29183,3493,642.0,,2027.0,,,,1110.0,166.9,1833.5,522.5,,1218.3,-2851.0,,-1466.0,,,,-2383.0,-3326.1,-1659.5,-2970.5,,-2274.7,,True,,,,True,False,True,False,,True
29185,24,0.0,,0.0,,,,6.0,0.0,,,,0.0,-24.0,,-24.0,,,,-18.0,-24.0,,,,-24.0,,False,,,,True,True,,,,False
29186,51,18.0,,0.0,,,,3.0,1.0,,,,0.8,-33.0,,-51.0,,,,-48.0,-50.0,,,,-50.2,,False,,,,False,False,,,,False
29187,347,78.0,,463.0,,,,62.0,9.1,1081.6,,,6.0,-269.0,,116.0,,,,-285.0,-337.9,734.6,,,-341.0,,True,,,,False,False,False,,,False
29189,9572,3264.0,,3346.0,,,,2672.0,1568.9,7852.0,7357.5,,1679.8,-6308.0,,-6226.0,,,,-6900.0,-8003.1,-1720.0,-2214.5,,-7892.2,,True,,,,False,False,True,True,,False
29195,197,12.0,,33.0,,,,182.0,0.0,20.8,,,1.4,-185.0,,-164.0,,,,-15.0,-197.0,-176.2,,,-195.6,,True,,,,True,False,True,,,False
29197,6,0.0,,0.0,,,,6.0,0.2,,,,0.0,-6.0,,-6.0,,,,0.0,-5.8,,,,-6.0,,False,,,,True,True,,,,True
29199,8,0.0,,0.0,,,,9.0,0.2,,,,0.0,-8.0,,-8.0,,,,1.0,-7.8,,,,-8.0,,False,,,,True,True,,,,True
29201,290,72.0,,70.0,,,,267.0,8.7,328.3,,,89.1,-218.0,,-220.0,,,,-23.0,-281.3,38.3,,,-200.9,,False,,,,True,False,True,,,True
29203,28,66.0,,0.0,,,,0.0,1.2,,,,341.9,38.0,,-28.0,,,,-28.0,-26.8,,,,313.9,,True,,,,True,True,,,,False
29205,41,6.0,,0.0,,,,0.0,0.1,,,,40.9,-35.0,,-41.0,,,,-41.0,-40.9,,,,-0.1,,False,,,,False,False,,,,True
29207,103,48.0,,89.0,,,,128.0,2.3,213.2,,,73.8,-55.0,,-14.0,,,,25.0,-100.7,110.2,,,-29.2,,True,,,,True,False,False,,,True
29209,149,48.0,,58.0,,,,30.0,1.7,,,,868.2,-101.0,,-91.0,,,,-119.0,-147.3,,,,719.2,,True,,,,False,False,,,,False
29211,41,42.0,,0.0,,,,48.0,8.0,102.0,,,24.3,1.0,,-41.0,,,,7.0,-33.0,61.0,,,-16.7,,False,,,,False,False,False,,,False
29213,625,210.0,,886.0,,,,201.0,17.7,,,,595.0,-415.0,,261.0,,,,-424.0,-607.3,,,,-30.0,,True,,,,False,False,,,,True
29215,61,12.0,,0.0,,,,6.0,0.4,,,,210.2,-49.0,,-61.0,,,,-55.0,-60.6,,,,149.2,,False,,,,False,False,,,,False
29217,42,66.0,,0.0,,,,54.0,2.1,,,,849.2,24.0,,-42.0,,,,12.0,-39.9,,,,807.2,,False,,,,True,False,,,,False
29219,191,48.0,,101.0,,,,20.0,4.0,,,,115.0,-143.0,,-90.0,,,,-171.0,-187.0,,,,-76.0,,True,,,,False,False,,,,True
29221,102,24.0,,59.0,,,,7.0,1.2,,,,12.5,-78.0,,-43.0,,,,-95.0,-100.8,,,,-89.5,,True,,,,False,False,,,,False
29223,62,6.0,,0.0,,,,0.0,,,,,0.0,-56.0,,-62.0,,,,-62.0,,,,,-62.0,,False,,,,False,,,,,False
29225,112,72.0,,88.0,,,,51.0,4.6,,,,367.0,-40.0,,-24.0,,,,-61.0,-107.4,,,,255.0,,True,,,,False,False,,,,False
29227,5,0.0,,0.0,,,,0.0,0.0,,,,0.0,-5.0,,-5.0,,,,-5.0,-5.0,,,,-5.0,,False,,,,False,True,,,,False
29229,53,48.0,,0.0,,,,23.0,1.1,,,,816.5,-5.0,,-53.0,,,,-30.0,-51.9,,,,763.5,,False,,,,False,False,,,,False
29510,2973,1362.0,,256.0,,,,2003.0,292.3,1320.8,354.5,,376.1,-1611.0,,-2717.0,,,,-970.0,-2680.7,-1652.2,-2618.5,,-2596.9,,False,,,,True,False,False,False,,False
30001,72,0.0,,0.0,,,,0.0,0.2,,,,0.0,-72.0,,-72.0,,,,-72.0,-71.8,,,,-72.0,,False,,,,False,True,,,,False
30003,424,84.0,,0.0,,,,39.0,131.4,,,,186.0,-340.0,,-424.0,,,,-385.0,-292.6,,,,-238.0,,False,,,,False,True,,,,True
30005,15,0.0,,0.0,,,,0.0,,,,,,-15.0,,-15.0,,,,-15.0,,,,,,,False,,,,False,,,,,
30007,9,0.0,,0.0,,,,0.0,1.4,,,,0.0,-9.0,,-9.0,,,,-9.0,-7.6,,,,-9.0,,False,,,,False,True,,,,True
30009,48,54.0,,0.0,,,,8.0,23.0,,,,190.1,6.0,,-48.0,,,,-40.0,-25.0,,,,142.1,,False,,,,False,False,,,,False
30011,0,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,,,,True,,,,True,,,,,
30013,148,42.0,,0.0,,,,8.0,42.3,,,,134.3,-106.0,,-148.0,,,,-140.0,-105.7,,,,-13.7,,False,,,,False,True,,,,True
30015,10,0.0,,0.0,,,,0.0,,,,,,-10.0,,-10.0,,,,-10.0,,,,,,,False,,,,False,,,,,
30017,31,30.0,,0.0,,,,5.0,,,,,23.1,-1.0,,-31.0,,,,-26.0,,,,,-7.9,,False,,,,False,,,,,False
30019,3,0.0,,0.0,,,,0.0,,,,,,-3.0,,-3.0,,,,-3.0,,,,,,,False,,,,False,,,,,
30021,23,0.0,,0.0,,,,6.0,,,,,0.0,-23.0,,-23.0,,,,-17.0,,,,,-23.0,,False,,,,True,,,,,True
30023,26,6.0,,0.0,,,,0.0,0.6,,,,0.8,-20.0,,-26.0,,,,-26.0,-25.4,,,,-25.2,,False,,,,False,False,,,,False
30025,2,0.0,,0.0,,,,0.0,,,,,,-2.0,,-2.0,,,,-2.0,,,,,,,False,,,,False,,,,,
30027,21,0.0,,0.0,,,,2.0,,,,,0.0,-21.0,,-21.0,,,,-19.0,,,,,-21.0,,False,,,,True,,,,,True
30029,324,60.0,,0.0,,,,306.0,118.7,,,,42.6,-264.0,,-324.0,,,,-18.0,-205.3,,,,-281.4,,False,,,,True,True,,,,False
30031,704,288.0,,1019.0,,,,54.0,201.4,464.0,,,321.9,-416.0,,315.0,,,,-650.0,-502.6,-240.0,,,-382.1,,True,,,,False,False,True,,,True
30033,12,0.0,,0.0,,,,0.0,,,,,,-12.0,,-12.0,,,,-12.0,,,,,,,False,,,,False,,,,,
30035,65,84.0,,0.0,,,,1.0,25.2,,,,47.7,19.0,,-65.0,,,,-64.0,-39.8,,,,-17.3,,False,,,,False,False,,,,True
30037,0,0.0,,0.0,,,,0.0,0.2,,,,0.0,0.0,,0.0,,,,0.0,0.2,,,,0.0,,True,,,,True,False,,,,True
30039,14,12.0,,0.0,,,,0.0,,,,,8.4,-2.0,,-14.0,,,,-14.0,,,,,-5.6,,False,,,,False,,,,,False
30041,51,0.0,,0.0,,,,0.0,0.2,,,,0.0,-51.0,,-51.0,,,,-51.0,-50.8,,,,-51.0,,False,,,,False,True,,,,False
30043,28,0.0,,0.0,,,,0.0,0.2,,,,0.0,-28.0,,-28.0,,,,-28.0,-27.8,,,,-28.0,,False,,,,False,True,,,,False
30045,3,0.0,,0.0,,,,0.0,,,,,,-3.0,,-3.0,,,,-3.0,,,,,,,False,,,,False,,,,,
30047,171,42.0,,0.0,,,,7.0,23.0,,,,17.8,-129.0,,-171.0,,,,-164.0,-148.0,,,,-153.2,,False,,,,False,False,,,,False
30049,146,36.0,,0.0,,,,3.0,27.1,,,,790.7,-110.0,,-146.0,,,,-143.0,-118.9,,,,644.7,,False,,,,False,False,,,,False
30051,0,0.0,,0.0,,,,0.0,0.1,,,,0.0,0.0,,0.0,,,,0.0,0.1,,,,0.0,,True,,,,True,False,,,,True
30053,69,12.0,,0.0,,,,15.0,1.3,,,,346.4,-57.0,,-69.0,,,,-54.0,-67.7,,,,277.4,,False,,,,True,False,,,,False
30055,5,0.0,,0.0,,,,0.0,,,,,,-5.0,,-5.0,,,,-5.0,,,,,,,False,,,,False,,,,,
30057,73,42.0,,0.0,,,,0.0,3.2,,,,412.2,-31.0,,-73.0,,,,-73.0,-69.8,,,,339.2,,False,,,,False,False,,,,False
30059,2,6.0,,0.0,,,,0.0,0.1,,,,0.8,4.0,,-2.0,,,,-2.0,-1.9,,,,-1.2,,True,,,,True,True,,,,True
30061,2,0.0,,0.0,,,,0.0,,,,,,-2.0,,-2.0,,,,-2.0,,,,,,,False,,,,False,,,,,
30063,276,240.0,,293.0,,,,22.0,50.1,277.8,,,787.7,-36.0,,17.0,,,,-254.0,-225.9,1.8,,,511.7,,True,,,,False,False,True,,,False
30065,3,0.0,,0.0,,,,6.0,0.1,,,,0.0,-3.0,,-3.0,,,,3.0,-2.9,,,,-3.0,,False,,,,False,True,,,,False
30067,50,24.0,,0.0,,,,20.0,3.5,,,,301.8,-26.0,,-50.0,,,,-30.0,-46.5,,,,251.8,,False,,,,False,False,,,,False
30069,0,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,,,,True,,,,True,,,,,
30071,91,0.0,,0.0,,,,0.0,,,,,,-91.0,,-91.0,,,,-91.0,,,,,,,False,,,,False,,,,,
30073,9,0.0,,0.0,,,,0.0,0.1,,,,0.0,-9.0,,-9.0,,,,-9.0,-8.9,,,,-9.0,,False,,,,False,True,,,,True
30075,1,0.0,,0.0,,,,0.0,,,,,,-1.0,,-1.0,,,,-1.0,,,,,,,False,,,,False,,,,,
30077,2,0.0,,0.0,,,,0.0,,,,,,-2.0,,-2.0,,,,-2.0,,,,,,,False,,,,False,,,,,
30079,1,0.0,,0.0,,,,0.0,,,,,,-1.0,,-1.0,,,,-1.0,,,,,,,False,,,,False,,,,,
30081,52,66.0,,0.0,,,,0.0,52.2,,,,210.1,14.0,,-52.0,,,,-52.0,0.2,,,,158.1,,False,,,,False,True,,,,False
30083,29,54.0,,0.0,,,,1.0,19.6,,,,337.6,25.0,,-29.0,,,,-28.0,-9.4,,,,308.6,,False,,,,False,True,,,,False
30085,28,0.0,,0.0,,,,0.0,0.9,,,,0.0,-28.0,,-28.0,,,,-28.0,-27.1,,,,-28.0,,False,,,,False,True,,,,False
30087,61,6.0,,0.0,,,,0.0,4.4,,,,1.5,-55.0,,-61.0,,,,-61.0,-56.6,,,,-59.5,,False,,,,False,False,,,,False
30089,11,0.0,,0.0,,,,0.0,,,,,,-11.0,,-11.0,,,,-11.0,,,,,,,False,,,,False,,,,,
30091,4,6.0,,0.0,,,,5.0,,,,,0.0,2.0,,-4.0,,,,1.0,,,,,-4.0,,False,,,,True,,,,,False
30093,85,36.0,,0.0,,,,4.0,8.3,,,,1207.8,-49.0,,-85.0,,,,-81.0,-76.7,,,,1122.8,,False,,,,False,False,,,,False
30095,25,12.0,,0.0,,,,11.0,2.3,,,,20.2,-13.0,,-25.0,,,,-14.0,-22.7,,,,-4.8,,False,,,,False,False,,,,True
30097,5,0.0,,0.0,,,,5.0,,,,,,-5.0,,-5.0,,,,0.0,,,,,,,False,,,,True,,,,,
30099,5,60.0,,0.0,,,,0.0,,,,,294.4,55.0,,-5.0,,,,-5.0,,,,,289.4,,True,,,,True,,,,,False
30101,15,0.0,,0.0,,,,0.0,8.9,,,,0.0,-15.0,,-15.0,,,,-15.0,-6.1,,,,-15.0,,False,,,,False,True,,,,True
30103,0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,,0.0,,,,0.0,,,,,0.0,,True,,,,True,,,,,True
30105,27,18.0,,0.0,,,,0.0,,,,,27.6,-9.0,,-27.0,,,,-27.0,,,,,0.6,,False,,,,False,,,,,True
30107,2,0.0,,0.0,,,,6.0,0.0,,,,0.0,-2.0,,-2.0,,,,4.0,-2.0,,,,-2.0,,False,,,,False,True,,,,False
30109,3,0.0,,0.0,,,,0.0,,,,,,-3.0,,-3.0,,,,-3.0,,,,,,,False,,,,False,,,,,
30111,1242,576.0,,3287.0,,,,191.0,3139.4,1171.2,,,5952.7,-666.0,,2045.0,,,,-1051.0,1897.4,-70.8,,,4710.7,,False,,,,False,False,True,,,False
