,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,Geneva-DetGrowth,IHME-CurveFit,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-Geneva-DetGrowth,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-Geneva-DetGrowth,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
08079,1,4.0,,4.0,0.0,,,,,,0.0,3.3,1.8,1.0,,,,,,,,,,,3.0,,3.0,-1.0,,,,,,-1.0,2.3,0.8,0.0,,,,,,,,,,,,False,True,,,,,,True,True,True,True,,,,,,,,,,
08081,14,12.0,,6.0,0.0,,,,,,3.0,28.7,1.2,4.9,,,,,,,,,,,-2.0,,-8.0,-14.0,,,,,,-11.0,14.7,-12.8,-9.1,,,,,,,,,,,,False,False,,,,,,False,False,False,False,,,,,,,,,,
08083,25,48.0,,37.0,0.0,,,,,,19.0,83.4,16.4,45.8,,46.0,,,,,,,,,23.0,,12.0,-25.0,,,,,,-6.0,58.4,-8.6,20.8,,21.0,,,,,,,,,,True,False,,,,,,True,False,True,True,,True,,,,,,,,
08085,87,56.0,,51.0,61.0,,,,,,57.0,89.8,14.1,82.9,8.0,102.0,,,,,,,,,-31.0,,-36.0,-26.0,,,,,,-30.0,2.8,-72.9,-4.1,-79.0,15.0,,,,,,,,,,False,True,,,,,,True,True,False,True,False,True,,,,,,,,
08087,30,36.0,,19.0,0.0,,,,,,77.0,22.5,2.0,19.1,3.7,233.0,,,,,,,,,6.0,,-11.0,-30.0,,,,,,47.0,-7.5,-28.0,-10.9,-26.3,203.0,,,,,,,,,,False,False,,,,,,False,False,False,False,False,False,,,,,,,,
08089,54,4.0,,4.0,0.0,,,,,,28.0,16.2,1.4,3.3,,,,,,,,,,,-50.0,,-50.0,-54.0,,,,,,-26.0,-37.8,-52.6,-50.7,,,,,,,,,,,,False,False,,,,,,True,True,False,False,,,,,,,,,,
08091,2,0.0,,0.0,0.0,,,,,,0.0,2.2,0.5,0.1,,0.0,,,,,,,,,-2.0,,-2.0,-2.0,,,,,,-2.0,0.2,-1.5,-1.9,,-2.0,,,,,,,,,,False,False,,,,,,False,True,True,True,,False,,,,,,,,
08093,10,0.0,,5.0,0.0,,,,,,17.0,13.0,4.9,10.7,,,,,,,,,,,-10.0,,-5.0,-10.0,,,,,,7.0,3.0,-5.1,0.7,,,,,,,,,,,,True,False,,,,,,True,True,True,True,,,,,,,,,,
08095,4,0.0,,0.0,0.0,,,,,,1.0,4.1,0.7,0.0,,0.0,,,,,,,,,-4.0,,-4.0,-4.0,,,,,,-3.0,0.1,-3.3,-4.0,,-4.0,,,,,,,,,,False,False,,,,,,True,True,True,True,,False,,,,,,,,
08097,59,80.0,,79.0,116.0,,,,,,40.0,39.3,42.9,115.1,35.8,88.0,,,,,,,,,21.0,,20.0,57.0,,,,,,-19.0,-19.7,-16.1,56.1,-23.2,29.0,,,,,,,,,,True,False,,,,,,True,True,True,False,False,False,,,,,,,,
08099,18,32.0,,23.0,0.0,,,,,,15.0,35.4,4.3,30.6,,22.0,,,,,,,,,14.0,,5.0,-18.0,,,,,,-3.0,17.4,-13.7,12.6,,4.0,,,,,,,,,,True,False,,,,,,True,False,True,True,,True,,,,,,,,
08101,268,208.0,102.0,164.0,458.0,,,,,,544.0,520.8,66.8,235.6,128.5,225.0,,,155.0,154.0,,,,,-60.0,-166.0,-104.0,190.0,,,,,,276.0,252.8,-201.2,-32.4,-139.5,-43.0,,,-113.0,-114.0,,,,,False,False,False,,,,,,False,False,False,True,False,True,,,False,False,,,,
08103,14,0.0,,0.0,0.0,,,,,,0.0,8.8,0.3,0.2,,0.0,,,,,,,,,-14.0,,-14.0,-14.0,,,,,,-14.0,-5.2,-13.7,-13.8,,-14.0,,,,,,,,,,False,False,,,,,,False,True,True,True,,False,,,,,,,,
08105,10,8.0,,13.0,0.0,,,,,,24.0,39.7,20.8,12.3,,31.0,,,,,,,,,-2.0,,3.0,-10.0,,,,,,14.0,29.7,10.8,2.3,,21.0,,,,,,,,,,False,False,,,,,,False,False,False,False,,False,,,,,,,,
08107,41,24.0,,17.0,0.0,,,,,,39.0,50.6,7.6,19.7,,34.0,,,,,,,,,-17.0,,-24.0,-41.0,,,,,,-2.0,9.6,-33.4,-21.3,,-7.0,,,,,,,,,,False,False,,,,,,True,True,False,False,,True,,,,,,,,
08109,2,8.0,,5.0,0.0,,,,,,10.0,16.4,1.1,5.6,0.3,40.0,,,,,,,,,6.0,,3.0,-2.0,,,,,,8.0,14.4,-0.9,3.6,-1.7,38.0,,,,,,,,,,True,True,,,,,,False,False,True,True,True,False,,,,,,,,
08111,0,0.0,,0.0,0.0,,,,,,0.0,2.4,0.0,0.0,,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,2.4,0.0,0.0,,0.0,,,,,,,,,,True,True,,,,,,True,False,False,False,,True,,,,,,,,
08113,29,64.0,,44.0,0.0,,,,,,4.0,25.8,12.2,57.8,,51.0,,,,,,,,,35.0,,15.0,-29.0,,,,,,-25.0,-3.2,-16.8,28.8,,22.0,,,,,,,,,,True,True,,,,,,True,True,True,True,,True,,,,,,,,
08115,6,20.0,,14.0,0.0,,,,,,0.0,35.3,,7.7,,,,,,,,,,,14.0,,8.0,-6.0,,,,,,-6.0,29.3,,1.7,,,,,,,,,,,,True,True,,,,,,True,False,,True,,,,,,,,,,
08117,42,44.0,,38.0,34.0,,,,,,64.0,97.7,11.0,60.2,32.8,124.0,,,,,,,,,2.0,,-4.0,-8.0,,,,,,22.0,55.7,-31.0,18.2,-9.2,82.0,,,,,,,,,,False,False,,,,,,False,False,False,False,False,False,,,,,,,,
08119,75,44.0,,50.0,41.0,,,,,,26.0,55.1,16.4,86.9,,47.0,,,,,,,,,-31.0,,-25.0,-34.0,,,,,,-49.0,-19.9,-58.6,11.9,,-28.0,,,,,,,,,,True,False,,,,,,False,True,False,True,,True,,,,,,,,
08121,4,0.0,,0.0,0.0,,,,,,2.0,5.9,3.0,0.1,,,,,,,,,,,-4.0,,-4.0,-4.0,,,,,,-2.0,1.9,-1.0,-3.9,,,,,,,,,,,,False,False,,,,,,True,True,True,True,,,,,,,,,,
08123,612,804.0,235.7,1018.0,2184.0,,,,,,536.0,492.5,445.0,1000.2,150.6,1359.0,,,1112.9,1733.0,,,,,192.0,-376.3,406.0,1572.0,,,,,,-76.0,-119.5,-167.0,388.2,-461.4,747.0,,,500.9,1121.0,,,,,False,False,False,,,,,,True,True,True,False,False,False,,,False,False,,,,
08125,8,4.0,,5.0,0.0,,,,,,9.0,28.0,6.0,4.4,,,,,,,,,,,-4.0,,-3.0,-8.0,,,,,,1.0,20.0,-2.0,-3.6,,,,,,,,,,,,True,False,,,,,,True,False,True,True,,,,,,,,,,
09001,1091,652.0,229.6,552.0,519.0,,,,,,395.0,2032.5,198.8,558.7,401.4,774.0,,,595.6,759.0,,,,,-439.0,-861.4,-539.0,-572.0,,,,,,-696.0,941.5,-892.2,-532.3,-689.6,-317.0,,,-495.4,-332.0,,,,,False,False,False,,,,,,False,False,False,False,False,True,,,False,True,,,,
09003,827,616.0,1453.2,457.0,588.0,,,,,,741.0,2177.4,258.2,543.2,171.3,565.0,,,575.5,289.0,,,,,-211.0,626.2,-370.0,-239.0,,,,,,-86.0,1350.4,-568.8,-283.8,-655.7,-262.0,,,-251.5,-538.0,,,,,False,False,False,,,,,,True,False,False,False,False,False,,,False,False,,,,
09005,112,52.0,54.8,38.0,35.0,,,,,,14.0,397.9,7.7,59.9,26.9,72.0,,,49.0,19.0,,,,,-60.0,-57.2,-74.0,-77.0,,,,,,-98.0,285.9,-104.3,-52.1,-85.1,-40.0,,,-63.0,-93.0,,,,,True,False,False,,,,,,False,False,False,True,False,True,,,False,False,,,,
09007,60,88.0,187.7,58.0,75.0,,,,,,14.0,375.3,14.0,101.1,58.1,69.0,,,59.7,29.0,,,,,28.0,127.7,-2.0,15.0,,,,,,-46.0,315.3,-46.0,41.1,-1.9,9.0,,,-0.3,-31.0,,,,,False,True,True,,,,,,False,False,False,False,True,True,,,True,False,,,,
09009,583,804.0,504.1,626.0,1037.0,,,,,,292.0,2330.8,235.7,616.0,159.1,616.0,,,929.4,545.0,,,,,221.0,-78.9,43.0,454.0,,,,,,-291.0,1747.8,-347.3,33.0,-423.9,33.0,,,346.4,-38.0,,,,,True,True,False,,,,,,False,False,False,True,False,True,,,False,True,,,,
09011,142,100.0,216.9,64.0,28.0,,,,,,65.0,636.0,21.1,115.5,55.0,75.0,,,45.8,37.0,,,,,-42.0,74.9,-78.0,-114.0,,,,,,-77.0,494.0,-120.9,-26.5,-87.0,-67.0,,,-96.2,-105.0,,,,,False,False,False,,,,,,False,False,False,True,False,False,,,False,False,,,,
09013,129,44.0,114.2,25.0,27.0,,,,,,37.0,176.0,1.0,40.6,21.8,,,,28.7,15.0,,,,,-85.0,-14.8,-104.0,-102.0,,,,,,-92.0,47.0,-128.0,-88.4,-107.2,,,,-100.3,-114.0,,,,,True,False,False,,,,,,False,True,False,False,False,,,,False,False,,,,
09015,104,76.0,242.2,56.0,0.0,,,,,,47.0,302.3,25.7,81.9,63.4,45.0,,,40.4,,,,,,-28.0,138.2,-48.0,-104.0,,,,,,-57.0,198.3,-78.3,-22.1,-40.6,-59.0,,,-63.6,,,,,,False,False,False,,,,,,False,False,False,True,False,False,,,False,,,,,
10001,491,664.0,163.5,717.0,2054.0,,,,,,246.0,824.8,368.6,545.6,154.6,425.0,,,789.0,1216.0,,,388.1,,173.0,-327.5,226.0,1563.0,,,,,,-245.0,333.8,-122.4,54.6,-336.4,-66.0,,,298.0,725.0,,,-102.9,,False,False,False,,,,,,False,False,True,True,False,True,,,False,False,,,True,
10003,1462,1184.0,1041.9,1081.0,1042.0,,,,,,1019.0,2270.5,850.7,1514.8,1014.3,1107.0,,,1287.6,565.0,,,898.4,,-278.0,-420.1,-381.0,-420.0,,,,,,-443.0,808.5,-611.3,52.8,-447.7,-355.0,,,-174.4,-897.0,,,-563.6,,False,False,False,,,,,,False,False,False,True,False,False,,,True,False,,,False,
10005,928,752.0,496.6,816.0,752.0,,,,,,381.0,1191.0,638.9,964.3,170.0,912.0,,,1035.9,691.0,,,317.0,,-176.0,-431.4,-112.0,-176.0,,,,,,-547.0,263.0,-289.1,36.3,-758.0,-16.0,,,107.9,-237.0,,,-611.0,,False,True,False,,,,,,False,False,False,True,False,True,,,True,False,,,False,
12001,2013,1952.0,3110.6,2047.0,1410.0,,,,,,3021.0,565.8,2317.3,2413.9,1643.2,2555.0,,,1499.7,2112.0,,,1081.3,,-61.0,1097.6,34.0,-603.0,,,,,,1008.0,-1447.2,304.3,400.9,-369.8,542.0,,,-513.3,99.0,,,-931.7,,False,True,False,,,,,,False,False,False,False,False,False,,,False,False,,,False,
12003,850,276.0,,308.0,581.0,,,,,,403.0,80.2,335.0,314.6,132.9,264.0,,,,,,,48.2,,-574.0,,-542.0,-269.0,,,,,,-447.0,-769.8,-515.0,-535.4,-717.1,-586.0,,,,,,,-801.8,,,True,True,,,,,,True,False,True,True,False,False,,,,,,,False,
12005,2935,2980.0,2432.1,4574.0,4481.0,,,,,,2252.0,863.6,3468.2,4090.2,1279.2,2773.0,,,4928.5,7430.0,,,3804.6,,45.0,-502.9,1639.0,1546.0,,,,,,-683.0,-2071.4,533.2,1155.2,-1655.8,-162.0,,,1993.5,4495.0,,,869.6,,False,False,False,,,,,,False,False,False,False,False,False,,,False,False,,,False,
12007,378,220.0,,198.0,649.0,,,,,,289.0,78.7,136.0,240.7,158.3,226.0,,,,,,,59.4,,-158.0,,-180.0,271.0,,,,,,-89.0,-299.3,-242.0,-137.3,-219.7,-152.0,,,,,,,-318.6,,,False,False,,,,,,True,False,False,True,False,True,,,,,,,False,
12009,2418,3292.0,6342.0,3706.0,3426.0,,,,,,4762.0,3954.8,4104.5,4584.9,3704.6,4057.0,,,2214.6,4346.0,,,2723.5,,874.0,3924.0,1288.0,1008.0,,,,,,2344.0,1536.8,1686.5,2166.9,1286.6,1639.0,,,-203.4,1928.0,,,305.5,,False,False,False,,,,,,False,False,False,False,False,False,,,True,False,,,True,
12011,27880,39512.0,42234.4,38743.0,35979.0,,,,,,38122.0,7233.2,46909.2,37881.9,25907.9,41540.0,,,23213.5,46349.0,,,13218.6,,11632.0,14354.4,10863.0,8099.0,,,,,,10242.0,-20646.8,19029.2,10001.9,-1972.1,13660.0,,,-4666.5,18469.0,,,-14661.4,,False,True,True,,,,,,True,False,False,True,True,False,,,True,False,,,False,
12013,298,188.0,,212.0,552.0,,,,,,198.0,111.1,153.9,292.9,55.5,239.0,,,,,,,0.1,,-110.0,,-86.0,254.0,,,,,,-100.0,-186.9,-144.1,-5.1,-242.5,-59.0,,,,,,,-297.9,,,True,False,,,,,,True,False,False,True,False,True,,,,,,,False,
12015,987,1232.0,701.8,1521.0,1598.0,,,,,,1371.0,737.9,1410.6,1534.6,907.2,1468.0,,,1637.2,1904.0,,,1781.6,,245.0,-285.2,534.0,611.0,,,,,,384.0,-249.1,423.6,547.6,-79.8,481.0,,,650.2,917.0,,,794.6,,False,False,False,,,,,,False,False,False,False,True,False,,,False,False,,,False,
12017,984,972.0,705.2,1325.0,1727.0,,,,,,1150.0,353.7,1608.8,1257.3,840.5,1008.0,,,1247.6,1686.0,,,567.1,,-12.0,-278.8,341.0,743.0,,,,,,166.0,-630.3,624.8,273.3,-143.5,24.0,,,263.6,702.0,,,-416.9,,False,False,False,,,,,,False,False,False,False,False,False,,,False,False,,,False,
12019,1460,2308.0,2179.2,3212.0,2905.0,,,,,,2118.0,1000.1,4620.1,3094.8,1671.2,2423.0,,,1288.1,4750.0,,,1909.6,,848.0,719.2,1752.0,1445.0,,,,,,658.0,-459.9,3160.1,1634.8,211.2,963.0,,,-171.9,3290.0,,,449.6,,True,False,False,,,,,,True,True,False,False,True,False,,,True,False,,,True,
12021,3263,6436.0,6252.4,7239.0,9593.0,,,,,,4961.0,1768.1,3662.1,7850.8,3220.3,7720.0,,,10090.1,8210.0,,,7118.3,,3173.0,2989.4,3976.0,6330.0,,,,,,1698.0,-1494.9,399.1,4587.8,-42.7,4457.0,,,6827.1,4947.0,,,3855.3,,True,False,False,,,,,,True,True,True,False,True,False,,,False,False,,,False,
12023,1846,2876.0,606.9,3189.0,6736.0,,,,,,959.0,373.5,4722.0,1967.5,332.9,3203.0,,,,,,,261.6,,1030.0,-1239.1,1343.0,4890.0,,,,,,-887.0,-1472.5,2876.0,121.5,-1513.1,1357.0,,,,,,,-1584.4,,False,False,False,,,,,,True,False,False,True,False,False,,,,,,,False,
12027,358,900.0,,593.0,870.0,,,,,,611.0,284.8,185.7,694.1,381.0,1091.0,,,,,,,283.9,,542.0,,235.0,512.0,,,,,,253.0,-73.2,-172.3,336.1,23.0,733.0,,,,,,,-74.1,,,True,True,,,,,,True,True,True,True,True,False,,,,,,,True,
12029,424,216.0,,256.0,0.0,,,,,,192.0,117.5,239.5,312.6,55.7,,,,,,,,69.8,,-208.0,,-168.0,-424.0,,,,,,-232.0,-306.5,-184.5,-111.4,-368.3,,,,,,,,-354.2,,,True,False,,,,,,False,False,True,True,False,,,,,,,,False,
12031,8606,14464.0,24932.3,15261.0,11425.0,,,,,,14456.0,5015.8,21147.9,16383.2,9104.4,16854.0,,,10623.9,13681.0,,,2346.4,,5858.0,16326.3,6655.0,2819.0,,,,,,5850.0,-3590.2,12541.9,7777.2,498.4,8248.0,,,2017.9,5075.0,,,-6259.6,,False,False,True,,,,,,True,True,False,False,True,False,,,True,True,,,False,
12033,4648,7580.0,5905.4,8145.0,9857.0,,,,,,5012.0,1748.6,10353.4,7745.6,2677.7,6826.0,,,5604.4,9483.0,,,5690.6,,2932.0,1257.4,3497.0,5209.0,,,,,,364.0,-2899.4,5705.4,3097.6,-1970.3,2178.0,,,956.4,4835.0,,,1042.6,,True,False,False,,,,,,True,True,False,False,True,True,,,True,False,,,True,
12035,542,556.0,350.8,779.0,678.0,,,,,,761.0,405.5,944.1,839.5,681.9,674.0,,,,,,,137.3,,14.0,-191.2,237.0,136.0,,,,,,219.0,-136.5,402.1,297.5,139.9,132.0,,,,,,,-404.7,,False,False,False,,,,,,False,False,False,False,False,False,,,,,,,False,
12037,413,84.0,,61.0,0.0,,,,,,126.0,75.7,32.8,68.5,,55.0,,,,,,,40.3,,-329.0,,-352.0,-413.0,,,,,,-287.0,-337.3,-380.2,-344.5,,-358.0,,,,,,,-372.7,,,False,False,,,,,,True,False,False,False,,False,,,,,,,False,
12039,1244,820.0,,1012.0,1987.0,,,,,,871.0,383.8,1283.4,933.1,201.8,934.0,,,,,,,1296.3,,-424.0,,-232.0,743.0,,,,,,-373.0,-860.2,39.4,-310.9,-1042.2,-310.0,,,,,,,52.3,,,True,False,,,,,,True,False,True,True,False,True,,,,,,,True,
12041,234,268.0,,284.0,630.0,,,,,,199.0,174.9,275.8,310.3,140.4,305.0,,,,,,,617.0,,34.0,,50.0,396.0,,,,,,-35.0,-59.1,41.8,76.3,-93.6,71.0,,,,,,,383.0,,,False,False,,,,,,False,False,False,False,False,False,,,,,,,False,
12043,158,256.0,,231.0,1064.0,,,,,,54.0,145.9,170.4,264.7,73.9,323.0,,,,,,,346.3,,98.0,,73.0,906.0,,,,,,-104.0,-12.1,12.4,106.7,-84.1,165.0,,,,,,,188.3,,,True,False,,,,,,False,True,True,False,True,False,,,,,,,False,
12045,592,188.0,,215.0,0.0,,,,,,194.0,208.2,267.2,192.4,59.8,191.0,,,,,,,320.0,,-404.0,,-377.0,-592.0,,,,,,-398.0,-383.8,-324.8,-399.6,-532.2,-401.0,,,,,,,-272.0,,,True,False,,,,,,True,True,True,True,False,True,,,,,,,True,
12047,131,352.0,,291.0,517.0,,,,,,224.0,154.6,245.9,274.7,36.0,496.0,,,,,,,175.6,,221.0,,160.0,386.0,,,,,,93.0,23.6,114.9,143.7,-95.0,365.0,,,,,,,44.6,,,True,False,,,,,,True,True,True,True,True,False,,,,,,,True,
12049,315,392.0,,329.0,499.0,,,,,,500.0,425.3,175.7,422.3,212.2,659.0,,,,,,,360.0,,77.0,,14.0,184.0,,,,,,185.0,110.3,-139.3,107.3,-102.8,344.0,,,,,,,45.0,,,True,False,,,,,,False,False,False,False,False,False,,,,,,,True,
12051,531,736.0,,505.0,569.0,,,,,,875.0,305.7,203.6,574.4,317.1,1128.0,,,,,,,273.1,,205.0,,-26.0,38.0,,,,,,344.0,-225.3,-327.4,43.4,-213.9,597.0,,,,,,,-257.9,,,True,True,,,,,,False,False,False,True,False,False,,,,,,,False,
12053,1090,1168.0,1217.0,1571.0,1108.0,,,,,,1722.0,1079.5,2051.0,1673.9,1234.4,1266.0,,,818.5,2158.0,,,403.2,,78.0,127.0,481.0,18.0,,,,,,632.0,-10.5,961.0,583.9,144.4,176.0,,,-271.5,1068.0,,,-686.8,,False,False,True,,,,,,False,True,False,False,False,False,,,False,False,,,False,
12055,873,764.0,494.9,1008.0,1298.0,,,,,,537.0,728.5,951.5,1195.8,737.9,885.0,,,1210.3,,,,345.8,,-109.0,-378.1,135.0,425.0,,,,,,-336.0,-144.5,78.5,322.8,-135.1,12.0,,,337.3,,,,-527.2,,False,False,False,,,,,,False,False,True,False,False,True,,,False,,,,False,
12057,10937,18972.0,29555.9,17863.0,18602.0,,,,,,19729.0,8438.5,22372.3,19688.3,12514.0,23128.0,,,13477.0,15337.0,,,8223.3,,8035.0,18618.9,6926.0,7665.0,,,,,,8792.0,-2498.5,11435.3,8751.3,1577.0,12191.0,,,2540.0,4400.0,,,-2713.7,,False,True,True,,,,,,False,True,False,False,True,False,,,True,True,,,True,
12059,242,244.0,,240.0,323.0,,,,,,241.0,172.6,172.0,305.5,131.8,338.0,,,,,,,419.2,,2.0,,-2.0,81.0,,,,,,-1.0,-69.4,-70.0,63.5,-110.2,96.0,,,,,,,177.2,,,False,False,,,,,,True,False,False,False,False,False,,,,,,,False,
12061,1136,1384.0,1881.2,1716.0,1458.0,,,,,,1506.0,1287.6,1650.5,1906.8,1136.1,1628.0,,,1958.1,1849.0,,,1196.2,,248.0,745.2,580.0,322.0,,,,,,370.0,151.6,514.5,770.8,0.1,492.0,,,822.1,713.0,,,60.2,,False,False,False,,,,,,False,True,False,False,True,False,,,False,False,,,True,
12063,1264,752.0,,718.0,3098.0,,,,,,758.0,485.6,442.7,960.5,252.3,887.0,,,,,,,119.7,,-512.0,,-546.0,1834.0,,,,,,-506.0,-778.4,-821.3,-303.5,-1011.7,-377.0,,,,,,,-1144.3,,,False,False,,,,,,True,False,False,True,False,True,,,,,,,False,
12065,357,120.0,,96.0,0.0,,,,,,90.0,88.8,36.9,129.4,43.5,130.0,,,,,,,7.2,,-237.0,,-261.0,-357.0,,,,,,-267.0,-268.2,-320.1,-227.6,-313.5,-227.0,,,,,,,-349.8,,,False,False,,,,,,False,False,False,True,False,True,,,,,,,False,
12067,866,72.0,,59.0,0.0,,,,,,62.0,99.8,40.3,60.2,,85.0,,,,,,,132.8,,-794.0,,-807.0,-866.0,,,,,,-804.0,-766.2,-825.7,-805.8,,-781.0,,,,,,,-733.2,,,False,False,,,,,,False,True,False,False,,True,,,,,,,True,
12069,2381,3248.0,5155.4,3736.0,2248.0,,,,,,3396.0,2500.6,3985.1,3911.2,2673.4,3538.0,,,3202.5,4541.0,,,670.7,,867.0,2774.4,1355.0,-133.0,,,,,,1015.0,119.6,1604.1,1530.2,292.4,1157.0,,,821.5,2160.0,,,-1710.3,,False,False,True,,,,,,False,True,False,False,True,False,,,True,False,,,False,
12071,4908,14196.0,12296.6,13067.0,14453.0,,,,,,13886.0,4974.0,10864.3,11036.7,7124.1,13156.0,,,11748.7,17640.0,,,10871.9,,9288.0,7388.6,8159.0,9545.0,,,,,,8978.0,66.0,5956.3,6128.7,2216.1,8248.0,,,6840.7,12732.0,,,5963.9,,True,True,False,,,,,,True,True,True,True,True,True,,,True,False,,,True,
12073,2479,2552.0,4098.1,2997.0,1899.0,,,,,,3090.0,915.3,3848.4,3369.9,1604.1,3000.0,,,2269.2,3067.0,,,1291.0,,73.0,1619.1,518.0,-580.0,,,,,,611.0,-1563.7,1369.4,890.9,-874.9,521.0,,,-209.8,588.0,,,-1188.0,,False,False,False,,,,,,False,False,False,False,False,False,,,False,False,,,False,
12075,422,308.0,,333.0,558.0,,,,,,429.0,380.8,240.2,449.7,222.0,382.0,,,,,,,91.9,,-114.0,,-89.0,136.0,,,,,,7.0,-41.2,-181.8,27.7,-200.0,-40.0,,,,,,,-330.1,,,True,False,,,,,,True,True,False,True,False,True,,,,,,,False,
12077,152,80.0,,83.0,0.0,,,,,,153.0,58.7,38.8,128.6,3.0,241.0,,,,,,,60.4,,-72.0,,-69.0,-152.0,,,,,,1.0,-93.3,-113.2,-23.4,-149.0,89.0,,,,,,,-91.6,,,True,False,,,,,,True,False,False,True,False,False,,,,,,,False,
12079,323,444.0,,383.0,521.0,,,,,,183.0,138.0,320.9,384.6,141.8,440.0,,,,,,,43.7,,121.0,,60.0,198.0,,,,,,-140.0,-185.0,-2.1,61.6,-181.2,117.0,,,,,,,-279.3,,,True,False,,,,,,False,False,True,True,False,True,,,,,,,False,
12081,3455,6592.0,5610.6,6585.0,7242.0,,,,,,4827.0,2123.4,7255.6,7370.4,3627.2,6725.0,,,4367.8,7500.0,,,1567.5,,3137.0,2155.6,3130.0,3787.0,,,,,,1372.0,-1331.6,3800.6,3915.4,172.2,3270.0,,,912.8,4045.0,,,-1887.5,,True,True,False,,,,,,True,True,False,False,True,False,,,True,False,,,True,
12083,4902,3424.0,2245.1,7579.0,4954.0,,,,,,2835.0,2783.4,6735.5,4828.5,2704.2,3256.0,,,3653.5,19549.0,,,1648.8,,-1478.0,-2656.9,2677.0,52.0,,,,,,-2067.0,-2118.6,1833.5,-73.5,-2197.8,-1646.0,,,-1248.5,14647.0,,,-3253.2,,False,False,True,,,,,,False,False,False,True,False,False,,,True,False,,,False,
12085,855,1512.0,3457.8,1201.0,735.0,,,,,,1588.0,1490.4,820.5,1421.0,1111.3,2497.0,,,1470.6,810.0,,,274.6,,657.0,2602.8,346.0,-120.0,,,,,,733.0,635.4,-34.5,566.0,256.3,1642.0,,,615.6,-45.0,,,-580.4,,False,True,True,,,,,,False,True,True,True,True,False,,,True,True,,,True,
12086,63381,80632.0,49236.2,85916.0,176085.0,,,,,,345459.0,24119.9,101198.5,88136.3,,86874.0,,,57615.7,102532.0,,,39897.6,,17251.0,-14144.8,22535.0,112704.0,,,,,,282078.0,-39261.1,37817.5,24755.3,,23493.0,,,-5765.3,39151.0,,,-23483.4,,True,False,False,,,,,,False,False,False,False,,False,,,True,False,,,False,
12087,812,1064.0,785.1,1461.0,2118.0,,,,,,1407.0,314.8,2274.0,1408.6,457.1,1079.0,,,1113.9,,,,879.2,,252.0,-26.9,649.0,1306.0,,,,,,595.0,-497.2,1462.0,596.6,-354.9,267.0,,,301.9,,,,67.2,,True,False,False,,,,,,False,False,False,False,False,False,,,False,,,,True,
12089,634,800.0,507.3,1128.0,613.0,,,,,,650.0,376.6,1417.6,1161.8,508.4,834.0,,,,,,,249.3,,166.0,-126.7,494.0,-21.0,,,,,,16.0,-257.4,783.6,527.8,-125.6,200.0,,,,,,,-384.7,,True,False,True,,,,,,True,False,False,False,True,False,,,,,,,False,
12091,1943,2492.0,1809.0,3254.0,2784.0,,,,,,2205.0,801.0,3260.5,2438.8,1400.9,2095.0,,,3135.0,5164.0,,,609.7,,549.0,-134.0,1311.0,841.0,,,,,,262.0,-1142.0,1317.5,495.8,-542.1,152.0,,,1192.0,3221.0,,,-1333.3,,True,False,False,,,,,,True,False,False,True,True,True,,,False,False,,,False,
12093,492,460.0,,350.0,605.0,,,,,,581.0,537.3,128.5,462.1,213.4,583.0,,,,,,,726.3,,-32.0,,-142.0,113.0,,,,,,89.0,45.3,-363.5,-29.9,-278.6,91.0,,,,,,,234.3,,,False,False,,,,,,False,False,False,True,False,False,,,,,,,False,
