,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,Geneva-DetGrowth,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-Geneva-DetGrowth,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-Geneva-DetGrowth,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
19065,43,45.0,,57.0,,,,,111.0,125.8,7.5,,,32.0,,,,,,,83.0,2.0,,14.0,,,,,68.0,82.8,-35.5,,,-11.0,,,,,,,40.0,,False,,,,,False,False,False,,,False,,,,,,,False
19067,98,45.0,,0.0,,,,,97.0,123.2,31.2,,,46.0,,,,,,,401.0,-53.0,,-98.0,,,,,-1.0,25.2,-66.8,,,-52.0,,,,,,,303.0,,False,,,,,True,True,False,,,True,,,,,,,False
19069,161,75.0,,0.0,,,,,91.0,124.3,66.4,,72.5,72.0,,,,,,,44.0,-86.0,,-161.0,,,,,-70.0,-36.7,-94.6,,-88.5,-89.0,,,,,,,-117.0,,False,,,,,True,True,False,,False,False,,,,,,,False
19071,38,15.0,,0.0,,,,,28.0,12.4,0.9,,,,,,,,,,99.5,-23.0,,-38.0,,,,,-10.0,-25.6,-37.1,,,,,,,,,,61.5,,False,,,,,True,False,False,,,,,,,,,,False
19073,13,5.0,,0.0,,,,,59.0,17.4,7.6,,,,,,,,,,36.9,-8.0,,-13.0,,,,,46.0,4.4,-5.4,,,,,,,,,,23.9,,False,,,,,False,True,True,,,,,,,,,,False
19075,42,50.0,,27.0,,,,,93.0,85.4,7.0,,,34.0,,,,,,,113.0,8.0,,-15.0,,,,,51.0,43.4,-35.0,,,-8.0,,,,,,,71.0,,False,,,,,False,False,False,,,False,,,,,,,False
19077,71,45.0,,0.0,,,,,73.0,64.8,11.3,,,47.0,,,,,,,457.0,-26.0,,-71.0,,,,,2.0,-6.2,-59.7,,,-24.0,,,,,,,386.0,,False,,,,,True,True,False,,,True,,,,,,,False
19079,58,70.0,,0.0,,,,,154.0,127.0,9.9,,65.0,94.0,,,,,,,426.0,12.0,,-58.0,,,,,96.0,69.0,-48.1,,7.0,36.0,,,,,,,368.0,,False,,,,,False,False,False,,True,False,,,,,,,False
19081,67,45.0,,3.0,,,,,84.0,50.3,17.0,,,32.0,,,,,,,39.7,-22.0,,-64.0,,,,,17.0,-16.7,-50.0,,,-35.0,,,,,,,-27.3,,False,,,,,True,True,False,,,False,,,,,,,False
19083,104,100.0,,0.0,,,,,141.0,138.7,32.2,,,57.0,,,,,,,249.9,-4.0,,-104.0,,,,,37.0,34.7,-71.8,,,-47.0,,,,,,,145.9,,False,,,,,False,False,False,,,False,,,,,,,False
19085,56,35.0,,30.0,,,,,100.0,66.9,13.7,,,33.0,,,,,,,453.2,-21.0,,-26.0,,,,,44.0,10.9,-42.3,,,-23.0,,,,,,,397.2,,False,,,,,False,True,False,,,False,,,,,,,False
19087,55,35.0,,33.0,,,,,107.0,65.9,13.0,,,45.0,,,,,,,562.8,-20.0,,-22.0,,,,,52.0,10.9,-42.0,,,-10.0,,,,,,,507.8,,False,,,,,False,True,False,,,True,,,,,,,False
19089,20,10.0,,0.0,,,,,41.0,52.2,4.4,,,,,,,,,,7.8,-10.0,,-20.0,,,,,21.0,32.2,-15.6,,,,,,,,,,-12.2,,False,,,,,False,False,False,,,,,,,,,,False
19091,75,30.0,,8.0,,,,,112.0,70.9,18.6,,,30.0,,,,,,,38.4,-45.0,,-67.0,,,,,37.0,-4.1,-56.4,,,-45.0,,,,,,,-36.6,,False,,,,,True,True,False,,,False,,,,,,,True
19093,11,0.0,,0.0,,,,,100.0,12.8,1.6,,,11.0,,,,,,,0.0,-11.0,,-11.0,,,,,89.0,1.8,-9.4,,,0.0,,,,,,,-11.0,,False,,,,,False,True,True,,,True,,,,,,,True
19095,39,60.0,,66.0,,,,,74.0,93.5,7.1,,,41.0,,,,,,,367.3,21.0,,27.0,,,,,35.0,54.5,-31.9,,,2.0,,,,,,,328.3,,False,,,,,False,False,False,,,True,,,,,,,False
19097,112,140.0,,75.0,,,,,84.0,154.2,13.9,,,90.0,,,,,,,879.3,28.0,,-37.0,,,,,-28.0,42.2,-98.1,,,-22.0,,,,,,,767.3,,False,,,,,False,False,False,,,True,,,,,,,False
19099,151,105.0,,216.0,,,,,269.0,203.6,78.6,,30.5,168.0,,,,,,,1173.2,-46.0,,65.0,,,,,118.0,52.6,-72.4,,-120.5,17.0,,,,,,,1022.2,,False,,,,,False,False,False,,False,True,,,,,,,False
19101,30,15.0,,33.0,,,,,69.0,63.4,12.4,,,,,,,,,,0.0,-15.0,,3.0,,,,,39.0,33.4,-17.6,,,,,,,,,,-30.0,,True,,,,,False,False,False,,,,,,,,,,False
19103,756,810.0,605.3,337.0,,,,,1242.0,247.6,829.6,957.4,1014.9,755.0,,,1077.6,715.0,,,260.5,54.0,-150.7,-419.0,,,,,486.0,-508.4,73.6,201.4,258.9,-1.0,,,321.6,-41.0,,,-495.5,False,False,,,,,False,False,False,False,False,True,,,False,True,,,False
19105,65,75.0,,111.0,,,,,100.0,93.4,11.9,,,44.0,,,,,,,192.6,10.0,,46.0,,,,,35.0,28.4,-53.1,,,-21.0,,,,,,,127.6,,False,,,,,False,False,False,,,False,,,,,,,False
19107,21,15.0,,0.0,,,,,36.0,30.4,1.6,,,,,,,,,,207.2,-6.0,,-21.0,,,,,15.0,9.4,-19.4,,,,,,,,,,186.2,,False,,,,,False,False,False,,,,,,,,,,False
19109,64,35.0,,0.0,,,,,110.0,61.7,6.7,,,23.0,,,,,,,176.5,-29.0,,-64.0,,,,,46.0,-2.3,-57.3,,,-41.0,,,,,,,112.5,,False,,,,,False,True,False,,,False,,,,,,,False
19111,96,5.0,,4.0,,,,,118.0,93.6,12.2,,,,,,,,,,0.0,-91.0,,-92.0,,,,,22.0,-2.4,-83.8,,,,,,,,,,-96.0,,False,,,,,True,True,True,,,,,,,,,,False
19113,1150,595.0,137.1,941.0,,,,,1619.0,1333.1,570.5,618.7,408.0,665.0,,,716.7,594.0,,,1123.8,-555.0,-1013.0,-209.0,,,,,469.0,183.1,-579.5,-531.3,-742.0,-485.0,,,-433.3,-556.0,,,-26.2,False,True,,,,,True,True,False,True,False,True,,,True,False,,,True
19115,19,25.0,,0.0,,,,,56.0,33.6,1.6,,3.1,,,,,,,,25.8,6.0,,-19.0,,,,,37.0,14.6,-17.4,,-15.9,,,,,,,,6.8,,False,,,,,False,False,False,,False,,,,,,,,False
19117,41,25.0,,0.0,,,,,42.0,38.3,5.0,,,20.0,,,,,,,326.1,-16.0,,-41.0,,,,,1.0,-2.7,-36.0,,,-21.0,,,,,,,285.1,,False,,,,,True,True,False,,,False,,,,,,,False
19119,70,80.0,,0.0,,,,,102.0,73.4,12.7,,,47.0,,,,,,,460.4,10.0,,-70.0,,,,,32.0,3.4,-57.3,,,-23.0,,,,,,,390.4,,False,,,,,False,True,False,,,False,,,,,,,False
19121,78,50.0,,77.0,,,,,93.0,122.5,9.1,,,29.0,,,,,,,155.2,-28.0,,-1.0,,,,,15.0,44.5,-68.9,,,-49.0,,,,,,,77.2,,True,,,,,True,False,False,,,False,,,,,,,False
19123,27,20.0,,0.0,,,,,114.0,105.5,0.7,,18.2,,,,,,,,174.1,-7.0,,-27.0,,,,,87.0,78.5,-26.3,,-8.8,,,,,,,,147.1,,False,,,,,False,False,False,,False,,,,,,,,False
19125,119,50.0,,101.0,,,,,126.0,193.5,23.7,,,50.0,,,,,,,794.3,-69.0,,-18.0,,,,,7.0,74.5,-95.3,,,-69.0,,,,,,,675.3,,True,,,,,True,False,False,,,False,,,,,,,False
19127,402,245.0,,527.0,,,,,452.0,264.9,48.5,,29.1,,,,,,,,373.5,-157.0,,125.0,,,,,50.0,-137.1,-353.5,,-372.9,,,,,,,,-28.5,,True,,,,,True,True,False,,False,,,,,,,,True
19129,52,55.0,,0.0,,,,,94.0,79.9,10.9,,,42.0,,,,,,,242.1,3.0,,-52.0,,,,,42.0,27.9,-41.1,,,-10.0,,,,,,,190.1,,False,,,,,False,False,False,,,False,,,,,,,False
19131,41,35.0,,0.0,,,,,56.0,74.1,18.8,,,25.0,,,,,,,4.4,-6.0,,-41.0,,,,,15.0,33.1,-22.2,,,-16.0,,,,,,,-36.6,,False,,,,,False,False,False,,,False,,,,,,,False
19133,15,10.0,,0.0,,,,,77.0,46.6,23.9,,,,,,,,,,1.8,-5.0,,-15.0,,,,,62.0,31.6,8.9,,,,,,,,,,-13.2,,False,,,,,False,False,False,,,,,,,,,,False
19135,27,10.0,,0.0,,,,,34.0,11.1,6.0,,,,,,,,,,49.7,-17.0,,-27.0,,,,,7.0,-15.9,-21.0,,,,,,,,,,22.7,,False,,,,,True,True,False,,,,,,,,,,False
19137,53,10.0,,0.0,,,,,47.0,14.4,1.0,,,,,,,,,,481.7,-43.0,,-53.0,,,,,-6.0,-38.6,-52.0,,,,,,,,,,428.7,,False,,,,,True,True,False,,,,,,,,,,False
19139,200,290.0,,0.0,,,,,293.0,250.3,166.7,,22.9,329.0,,,,,,,660.5,90.0,,-200.0,,,,,93.0,50.3,-33.3,,-177.1,129.0,,,,,,,460.5,,False,,,,,False,True,True,,False,False,,,,,,,False
19141,53,40.0,,42.0,,,,,183.0,108.0,45.6,,,45.0,,,,,,,104.2,-13.0,,-11.0,,,,,130.0,55.0,-7.4,,,-8.0,,,,,,,51.2,,True,,,,,False,False,True,,,True,,,,,,,False
19143,21,45.0,,0.0,,,,,65.0,60.0,13.2,,,33.0,,,,,,,57.5,24.0,,-21.0,,,,,44.0,39.0,-7.8,,,12.0,,,,,,,36.5,,True,,,,,False,False,True,,,True,,,,,,,False
19145,80,5.0,,0.0,,,,,86.0,18.5,1.4,,,,,,,,,,6.8,-75.0,,-80.0,,,,,6.0,-61.5,-78.6,,,,,,,,,,-73.2,,False,,,,,True,True,False,,,,,,,,,,True
19147,50,50.0,,0.0,,,,,92.0,95.6,21.0,,,41.0,,,,,,,108.4,0.0,,-50.0,,,,,42.0,45.6,-29.0,,,-9.0,,,,,,,58.4,,False,,,,,False,False,False,,,False,,,,,,,False
19149,157,150.0,,102.0,,,,,247.0,263.1,36.4,,153.2,173.0,,,,,,,365.9,-7.0,,-55.0,,,,,90.0,106.1,-120.6,,-3.8,16.0,,,,,,,208.9,,False,,,,,False,False,False,,True,False,,,,,,,False
19151,18,65.0,,0.0,,,,,69.0,93.7,26.7,,8.2,57.0,,,,,,,17.1,47.0,,-18.0,,,,,51.0,75.7,8.7,,-9.8,39.0,,,,,,,-0.9,,True,,,,,False,False,True,,True,True,,,,,,,True
19153,3589,4340.0,1162.0,10168.0,,,,,4772.0,2819.7,2612.5,5569.9,2327.4,4004.0,,,6213.8,9423.0,,,6541.4,751.0,-2427.0,6579.0,,,,,1183.0,-769.3,-976.5,1980.9,-1261.6,415.0,,,2624.8,5834.0,,,2952.4,False,False,,,,,False,False,False,False,False,True,,,False,False,,,False
19155,595,500.0,618.7,886.0,,,,,624.0,689.2,176.6,575.7,301.9,452.0,,,,,,,2191.6,-95.0,23.7,291.0,,,,,29.0,94.2,-418.4,-19.3,-293.1,-143.0,,,,,,,1596.6,True,False,,,,,True,True,False,True,False,False,,,,,,,False
19157,54,40.0,,0.0,,,,,95.0,51.9,5.8,,15.9,52.0,,,,,,,253.8,-14.0,,-54.0,,,,,41.0,-2.1,-48.2,,-38.1,-2.0,,,,,,,199.8,,False,,,,,False,True,False,,False,True,,,,,,,False
19159,9,5.0,,0.0,,,,,13.0,15.8,3.2,,,,,,,,,,1.5,-4.0,,-9.0,,,,,4.0,6.8,-5.8,,,,,,,,,,-7.5,,False,,,,,False,False,False,,,,,,,,,,False
19161,21,25.0,,0.0,,,,,118.0,45.2,16.3,,,31.0,,,,,,,361.6,4.0,,-21.0,,,,,97.0,24.2,-4.7,,,10.0,,,,,,,340.6,,False,,,,,False,False,False,,,False,,,,,,,False
19163,811,1265.0,607.9,2454.0,,,,,1559.0,671.6,2506.5,1578.9,1134.6,815.0,,,801.7,3168.0,,,2619.4,454.0,-203.1,1643.0,,,,,748.0,-139.4,1695.5,767.9,323.6,4.0,,,-9.3,2357.0,,,1808.4,True,False,,,,,False,True,False,False,True,True,,,True,False,,,False
19165,76,30.0,,50.0,,,,,86.0,88.4,3.2,,69.7,,,,,,,,7.4,-46.0,,-26.0,,,,,10.0,12.4,-72.8,,-6.3,,,,,,,,-68.6,,True,,,,,True,True,False,,True,,,,,,,,False
19167,188,190.0,,159.0,,,,,487.0,291.7,45.6,,137.4,228.0,,,,,,,214.7,2.0,,-29.0,,,,,299.0,103.7,-142.4,,-50.6,40.0,,,,,,,26.7,,False,,,,,False,False,False,,False,False,,,,,,,False
19169,526,475.0,917.1,184.0,,,,,943.0,1109.5,304.2,388.3,703.0,453.0,,,,,,,217.9,-51.0,391.1,-342.0,,,,,417.0,583.5,-221.8,-137.7,177.0,-73.0,,,,,,,-308.1,False,False,,,,,False,False,False,False,False,False,,,,,,,False
19171,79,105.0,,98.0,,,,,105.0,54.4,23.2,,15.4,,,,,,,,113.4,26.0,,19.0,,,,,26.0,-24.6,-55.8,,-63.6,,,,,,,,34.4,,True,,,,,False,True,False,,False,,,,,,,,False
19173,24,10.0,,0.0,,,,,33.0,17.2,10.0,,,,,,,,,,9.0,-14.0,,-24.0,,,,,9.0,-6.8,-14.0,,,,,,,,,,-15.0,,False,,,,,True,True,False,,,,,,,,,,False
19175,51,55.0,,0.0,,,,,76.0,66.6,11.9,,,,,,,,,,49.1,4.0,,-51.0,,,,,25.0,15.6,-39.1,,,,,,,,,,-1.9,,False,,,,,False,False,False,,,,,,,,,,True
19177,20,5.0,,0.0,,,,,19.0,11.7,2.5,,,,,,,,,,0.0,-15.0,,-20.0,,,,,-1.0,-8.3,-17.5,,,,,,,,,,-20.0,,False,,,,,True,True,False,,,,,,,,,,False
19179,234,40.0,,23.0,,,,,310.0,151.9,1.5,,17.0,,,,,,,,36.8,-194.0,,-211.0,,,,,76.0,-82.1,-232.5,,-217.0,,,,,,,,-197.2,,False,,,,,True,True,False,,False,,,,,,,,False
19181,284,230.0,164.5,595.0,,,,,223.0,410.7,84.6,247.0,267.2,178.0,,,,,,,280.4,-54.0,-119.5,311.0,,,,,-61.0,126.7,-199.4,-37.0,-16.8,-106.0,,,,,,,-3.6,False,False,,,,,False,False,False,True,True,False,,,,,,,True
19183,59,75.0,,91.0,,,,,99.0,63.5,9.3,,48.0,111.0,,,,,,,14.3,16.0,,32.0,,,,,40.0,4.5,-49.7,,-11.0,52.0,,,,,,,-44.7,,False,,,,,False,True,False,,True,False,,,,,,,False
19185,10,5.0,,0.0,,,,,17.0,16.4,1.5,,,,,,,,,,4.2,-5.0,,-10.0,,,,,7.0,6.4,-8.5,,,,,,,,,,-5.8,,False,,,,,False,False,False,,,,,,,,,,False
19187,515,760.0,,2908.0,,,,,524.0,747.5,1005.0,,259.2,,,,,,,,1394.6,245.0,,2393.0,,,,,9.0,232.5,490.0,,-255.8,,,,,,,,879.6,,False,,,,,True,True,False,,False,,,,,,,,False
19189,81,30.0,,0.0,,,,,68.0,64.2,8.7,,,,,,,,,,196.8,-51.0,,-81.0,,,,,-13.0,-16.8,-72.3,,,,,,,,,,115.8,,False,,,,,True,True,False,,,,,,,,,,False
19191,62,40.0,,41.0,,,,,81.0,86.8,5.4,,,29.0,,,,,,,61.3,-22.0,,-21.0,,,,,19.0,24.8,-56.6,,,-33.0,,,,,,,-0.7,,True,,,,,True,False,False,,,False,,,,,,,True
19193,474,570.0,307.4,1071.0,,,,,1461.0,678.2,137.8,484.0,67.8,,,,436.6,,,,609.1,96.0,-166.6,597.0,,,,,987.0,204.2,-336.2,10.0,-406.2,,,,-37.4,,,,135.1,False,False,,,,,False,False,False,True,False,,,,True,,,,False
19195,49,15.0,,0.0,,,,,41.0,41.8,5.7,,,15.0,,,,,,,6.4,-34.0,,-49.0,,,,,-8.0,-7.2,-43.3,,,-34.0,,,,,,,-42.6,,False,,,,,True,True,False,,,False,,,,,,,False
19197,91,85.0,,53.0,,,,,95.0,133.8,9.3,,33.7,,,,,,,,97.5,-6.0,,-38.0,,,,,4.0,42.8,-81.7,,-57.3,,,,,,,,6.5,,False,,,,,True,False,False,,False,,,,,,,,False
20001,16,10.0,,0.0,,,,,13.0,43.4,,,,,,,,,,,16.5,-6.0,,-16.0,,,,,-3.0,27.4,,,,,,,,,,,0.5,,False,,,,,True,False,,,,,,,,,,,True
20003,23,20.0,,0.0,,,,,28.0,35.1,1.0,,,20.0,,,,,,,157.2,-3.0,,-23.0,,,,,5.0,12.1,-22.0,,,-3.0,,,,,,,134.2,,False,,,,,False,False,False,,,False,,,,,,,False
20005,57,15.0,,12.0,,,,,151.0,108.1,3.8,,,,,,,,,,0.9,-42.0,,-45.0,,,,,94.0,51.1,-53.2,,,,,,,,,,-56.1,,False,,,,,False,False,False,,,,,,,,,,False
20007,2,0.0,,0.0,,,,,0.0,15.3,0.0,,,,,,,,,,0.0,-2.0,,-2.0,,,,,-2.0,13.3,-2.0,,,,,,,,,,-2.0,,False,,,,,False,False,True,,,,,,,,,,True
20009,102,30.0,,0.0,,,,,89.0,128.0,7.8,,,52.0,,,,,,,1026.2,-72.0,,-102.0,,,,,-13.0,26.0,-94.2,,,-50.0,,,,,,,924.2,,False,,,,,True,True,False,,,True,,,,,,,False
20011,29,110.0,,26.0,,,,,72.0,59.3,18.7,,,70.0,,,,,,,181.0,81.0,,-3.0,,,,,43.0,30.3,-10.3,,,41.0,,,,,,,152.0,,True,,,,,True,True,True,,,True,,,,,,,False
20013,34,25.0,,0.0,,,,,93.0,13.6,2.2,,,21.0,,,,,,,360.4,-9.0,,-34.0,,,,,59.0,-20.4,-31.8,,,-13.0,,,,,,,326.4,,False,,,,,False,False,False,,,False,,,,,,,False
20015,245,105.0,11.7,238.0,,,,,141.0,187.6,12.1,103.9,,109.0,,,,,,,1270.5,-140.0,-233.3,-7.0,,,,,-104.0,-57.4,-232.9,-141.1,,-136.0,,,,,,,1025.5,False,True,,,,,True,True,False,False,,True,,,,,,,False
20017,43,0.0,,0.0,,,,,0.0,5.1,0.1,,,,,,,,,,0.0,-43.0,,-43.0,,,,,-43.0,-37.9,-42.9,,,,,,,,,,-43.0,,False,,,,,False,True,True,,,,,,,,,,True
20019,1,5.0,,0.0,,,,,1.0,8.1,0.1,,,,,,,,,,107.4,4.0,,-1.0,,,,,0.0,7.1,-0.9,,,,,,,,,,106.4,,True,,,,,True,False,True,,,,,,,,,,False
20021,105,65.0,,71.0,,,,,147.0,96.0,10.5,,,58.0,,,,,,,151.1,-40.0,,-34.0,,,,,42.0,-9.0,-94.5,,,-47.0,,,,,,,46.1,,True,,,,,False,True,False,,,False,,,,,,,False
20023,3,0.0,,0.0,,,,,0.0,3.3,0.0,,,,,,,,,,0.0,-3.0,,-3.0,,,,,-3.0,0.3,-3.0,,,,,,,,,,-3.0,,False,,,,,False,True,True,,,,,,,,,,False
20025,12,0.0,,0.0,,,,,14.0,1.5,4.1,,,,,,,,,,0.0,-12.0,,-12.0,,,,,2.0,-10.5,-7.9,,,,,,,,,,-12.0,,False,,,,,True,True,True,,,,,,,,,,False
20027,14,15.0,,0.0,,,,,22.0,14.0,1.0,,,,,,,,,,2.5,1.0,,-14.0,,,,,8.0,-0.0,-13.0,,,,,,,,,,-11.5,,False,,,,,False,True,False,,,,,,,,,,False
20029,15,25.0,,0.0,,,,,51.0,52.4,3.7,,,19.0,,,,,,,3.6,10.0,,-15.0,,,,,36.0,37.4,-11.3,,,4.0,,,,,,,-11.4,,False,,,,,False,False,False,,,True,,,,,,,False
20031,16,5.0,,0.0,,,,,59.0,9.2,5.0,,,,,,,,,,348.2,-11.0,,-16.0,,,,,43.0,-6.8,-11.0,,,,,,,,,,332.2,,False,,,,,False,True,False,,,,,,,,,,False
20033,6,0.0,,0.0,,,,,0.0,9.1,0.1,,,,,,,,,,0.0,-6.0,,-6.0,,,,,-6.0,3.1,-5.9,,,,,,,,,,-6.0,,False,,,,,False,True,True,,,,,,,,,,True
20035,99,50.0,,0.0,,,,,111.0,136.8,34.9,,,65.0,,,,,,,245.2,-49.0,,-99.0,,,,,12.0,37.8,-64.1,,,-34.0,,,,,,,146.2,,False,,,,,True,True,False,,,True,,,,,,,False
20037,117,160.0,,153.0,,,,,448.0,258.7,28.1,,129.8,,,,,,,,463.5,43.0,,36.0,,,,,331.0,141.7,-88.9,,12.8,,,,,,,,346.5,,True,,,,,False,False,False,,True,,,,,,,,False
20039,5,0.0,,0.0,,,,,0.0,0.0,,,,,,,,,,,,-5.0,,-5.0,,,,,-5.0,-5.0,,,,,,,,,,,,,False,,,,,False,False,,,,,,,,,,,
20041,27,75.0,,0.0,,,,,32.0,18.2,4.8,,,84.0,,,,,,,208.5,48.0,,-27.0,,,,,5.0,-8.8,-22.2,,,57.0,,,,,,,181.5,,True,,,,,True,True,True,,,False,,,,,,,False
20043,22,0.0,,0.0,,,,,52.0,10.7,3.2,,,14.0,,,,,,,0.0,-22.0,,-22.0,,,,,30.0,-11.3,-18.8,,,-8.0,,,,,,,-22.0,,False,,,,,False,True,True,,,True,,,,,,,False
20045,397,820.0,557.5,990.0,,,,,857.0,494.2,162.8,357.5,682.0,387.0,,,,,,,113.2,423.0,160.5,593.0,,,,,460.0,97.2,-234.2,-39.5,285.0,-10.0,,,,,,,-283.8,True,False,,,,,False,True,True,True,True,True,,,,,,,True
20047,8,5.0,,0.0,,,,,5.0,3.5,0.4,,,,,,,,,,107.5,-3.0,,-8.0,,,,,-3.0,-4.5,-7.6,,,,,,,,,,99.5,,False,,,,,False,False,False,,,,,,,,,,False
20049,0,0.0,,0.0,,,,,0.0,5.5,,,,,,,,,,,0.0,0.0,,0.0,,,,,0.0,5.5,,,,,,,,,,,0.0,,True,,,,,True,False,,,,,,,,,,,True
20051,111,85.0,,0.0,,,,,99.0,96.7,8.0,,,70.0,,,,,,,650.0,-26.0,,-111.0,,,,,-12.0,-14.3,-103.0,,,-41.0,,,,,,,539.0,,False,,,,,True,True,False,,,False,,,,,,,False
20053,10,35.0,,0.0,,,,,6.0,27.2,0.5,,,,,,,,,,0.2,25.0,,-10.0,,,,,-4.0,17.2,-9.5,,,,,,,,,,-9.8,,True,,,,,True,True,True,,,,,,,,,,True
20055,197,145.0,,144.0,,,,,515.0,191.0,20.0,,11.4,,,,,,,,44.9,-52.0,,-53.0,,,,,318.0,-6.0,-177.0,,-185.6,,,,,,,,-152.1,,False,,,,,False,True,False,,False,,,,,,,,False
20057,241,55.0,,36.0,,,,,934.0,233.1,2.9,,20.3,,,,,,,,0.0,-186.0,,-205.0,,,,,693.0,-7.9,-238.1,,-220.7,,,,,,,,-241.0,,False,,,,,False,True,False,,False,,,,,,,,False
20059,140,50.0,,62.0,,,,,159.0,135.2,30.8,,,72.0,,,,,,,547.2,-90.0,,-78.0,,,,,19.0,-4.8,-109.2,,,-68.0,,,,,,,407.2,,True,,,,,True,True,False,,,True,,,,,,,False
20061,139,100.0,,245.0,,,,,493.0,205.3,40.6,,,80.0,,,,,,,172.0,-39.0,,106.0,,,,,354.0,66.3,-98.4,,,-59.0,,,,,,,33.0,,False,,,,,False,False,False,,,False,,,,,,,True
20063,4,0.0,,0.0,,,,,5.0,5.5,0.0,,,,,,,,,,0.0,-4.0,,-4.0,,,,,1.0,1.5,-4.0,,,,,,,,,,-4.0,,False,,,,,True,True,True,,,,,,,,,,True
20065,12,30.0,,0.0,,,,,5.0,42.7,,,,27.0,,,,,,,59.2,18.0,,-12.0,,,,,-7.0,30.7,,,,15.0,,,,,,,47.2,,True,,,,,True,False,,,,True,,,,,,,False
20067,59,40.0,,0.0,,,,,27.0,63.1,18.0,,,54.0,,,,,,,115.2,-19.0,,-59.0,,,,,-32.0,4.1,-41.0,,,-5.0,,,,,,,56.2,,False,,,,,False,True,False,,,True,,,,,,,False
20069,50,30.0,,0.0,,,,,7.0,24.4,2.7,,,31.0,,,,,,,161.1,-20.0,,-50.0,,,,,-43.0,-25.6,-47.3,,,-19.0,,,,,,,111.1,,False,,,,,False,False,False,,,True,,,,,,,False
20071,4,0.0,,0.0,,,,,0.0,0.0,,,,,,,,,,,,-4.0,,-4.0,,,,,-4.0,-4.0,,,,,,,,,,,,,False,,,,,False,False,,,,,,,,,,,
20073,12,0.0,,0.0,,,,,7.0,1.9,0.6,,,,,,,,,,0.0,-12.0,,-12.0,,,,,-5.0,-10.1,-11.4,,,,,,,,,,-12.0,,False,,,,,True,True,True,,,,,,,,,,False
20075,10,15.0,,0.0,,,,,4.0,12.0,3.5,,,,,,,,,,2.7,5.0,,-10.0,,,,,-6.0,2.0,-6.5,,,,,,,,,,-7.3,,False,,,,,False,True,False,,,,,,,,,,False
20077,19,0.0,,0.0,,,,,0.0,4.4,0.0,,,,,,,,,,0.0,-19.0,,-19.0,,,,,-19.0,-14.6,-19.0,,,,,,,,,,-19.0,,False,,,,,False,True,True,,,,,,,,,,False
20079,163,105.0,,205.0,,,,,132.0,205.6,20.0,,,74.0,,,,,,,263.7,-58.0,,42.0,,,,,-31.0,42.6,-143.0,,,-89.0,,,,,,,100.7,,True,,,,,True,True,False,,,False,,,,,,,False
20081,19,20.0,,0.0,,,,,9.0,11.8,3.5,,,25.0,,,,,,,3.9,1.0,,-19.0,,,,,-10.0,-7.2,-15.5,,,6.0,,,,,,,-15.1,,False,,,,,False,False,False,,,False,,,,,,,False
20083,2,0.0,,0.0,,,,,4.0,2.2,0.3,,,,,,,,,,0.0,-2.0,,-2.0,,,,,2.0,0.2,-1.7,,,,,,,,,,-2.0,,False,,,,,False,True,True,,,,,,,,,,False
20085,47,20.0,,0.0,,,,,132.0,28.6,0.2,,9.4,,,,,,,,261.8,-27.0,,-47.0,,,,,85.0,-18.4,-46.8,,-37.6,,,,,,,,214.8,,False,,,,,False,True,False,,False,,,,,,,,False
20087,53,50.0,,29.0,,,,,100.0,41.9,3.4,,,50.0,,,,,,,10.4,-3.0,,-24.0,,,,,47.0,-11.1,-49.6,,,-3.0,,,,,,,-42.6,,False,,,,,False,False,False,,,False,,,,,,,False
20089,9,0.0,,0.0,,,,,0.0,1.5,0.1,,,,,,,,,,0.0,-9.0,,-9.0,,,,,-9.0,-7.5,-8.9,,,,,,,,,,-9.0,,False,,,,,False,True,True,,,,,,,,,,False
