,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Argentina,2220,1153.6,1341.0,2850.9,-1066.4,-879.0,630.9,True,True
Austria,711,849.3,714.0,642.3,138.3,3.0,-68.7,True,True
Belgium,9800,10654.3,10003.0,9695.3,854.3,203.0,-104.7,True,True
Bolivia,2106,893.6,1200.0,476.9,-1212.4,-906.0,-1629.1,True,False
Brazil,78772,73338.1,81110.0,101185.3,-5433.9,2338.0,22413.3,True,False
Bulgaria,299,207.1,269.0,248.6,-91.9,-30.0,-50.4,True,True
Canada,8892,12433.0,10288.0,8130.9,3541.0,1396.0,-761.1,True,True
Chile,8445,3476.4,4684.0,7997.5,-4968.6,-3761.0,-447.5,True,True
Colombia,6516,2393.1,3333.0,3008.1,-4122.9,-3183.0,-3507.9,True,True
Croatia,120,123.1,124.0,100.4,3.1,4.0,-19.6,False,False
Cuba,87,89.7,92.0,81.5,2.7,5.0,-5.5,False,False
Cyprus,19,17.0,19.0,12.0,-2.0,0.0,-7.0,True,False
Czechia,358,347.9,356.0,366.7,-10.1,-2.0,8.7,True,True
Denmark,611,663.3,636.0,624.0,52.3,25.0,13.0,True,True
Dominican Republic,971,784.0,653.0,585.1,-187.0,-318.0,-385.9,False,False
Ecuador,5282,4398.7,4829.0,5706.1,-883.3,-453.0,424.1,True,True
Egypt,4251,2495.6,2615.0,1485.1,-1755.4,-1636.0,-2765.9,True,False
Estonia,69,88.1,77.0,61.0,19.1,8.0,-8.0,True,True
Finland,328,385.1,360.0,316.7,57.1,32.0,-11.3,True,True
France,30155,31360.6,30283.0,31363.1,1205.6,128.0,1208.1,True,False
Germany,9091,10206.7,9563.0,9104.6,1115.7,472.0,13.6,True,True
Greece,194,226.0,201.0,190.7,32.0,7.0,-3.3,True,True
Honduras,891,452.0,519.0,638.1,-439.0,-372.0,-252.9,True,True
Hungary,596,768.7,691.0,536.4,172.7,95.0,-59.6,True,True
Iceland,10,10.0,11.0,24.0,0.0,1.0,14.0,False,False
Ireland,1753,1945.4,1755.0,1692.5,192.4,2.0,-60.5,True,True
Israel,401,311.9,322.0,340.6,-89.1,-79.0,-60.4,True,True
Italy,35042,37490.1,36441.0,39222.1,2448.1,1399.0,4180.1,True,False
Japan,986,1362.3,1189.0,1188.8,376.3,203.0,202.8,True,True
Latvia,31,37.4,30.0,26.4,6.4,-1.0,-4.6,True,True
Lithuania,80,117.0,99.0,76.5,37.0,19.0,-3.5,True,True
Luxembourg,111,110.0,118.0,109.3,-1.0,7.0,-1.7,False,False
Malaysia,122,115.0,133.0,115.7,-7.0,11.0,-6.3,False,True
Mexico,38888,27181.0,38839.0,6611.6,-11707.0,-49.0,-32276.4,True,False
Moldova,680,600.4,772.0,344.9,-79.6,92.0,-335.1,False,False
Netherlands,6155,6867.3,6592.0,6119.5,712.3,437.0,-35.5,True,True
Norway,255,242.7,253.0,242.9,-12.3,-2.0,-12.1,True,True
Panama,1071,572.3,589.0,467.1,-498.7,-482.0,-603.9,True,False
Peru,12998,11381.9,14250.0,16672.6,-1616.1,1252.0,3674.6,True,False
Philippines,1773,1544.1,1340.0,969.2,-228.9,-433.0,-803.8,False,False
Poland,1618,1523.9,1517.0,1208.2,-94.1,-101.0,-409.8,False,False
Portugal,1684,2055.1,1764.0,1619.9,371.1,80.0,-64.1,True,True
Romania,2009,1752.7,1709.0,1336.7,-256.3,-300.0,-672.3,False,False
Russia,12228,13013.6,13885.0,7095.4,785.6,1657.0,-5132.6,False,False
Serbia,461,277.6,291.0,266.6,-183.4,-170.0,-194.4,True,False
Slovakia,28,28.0,31.0,22.0,0.0,3.0,-6.0,False,False
Slovenia,111,122.4,117.0,105.6,11.4,6.0,-5.4,True,True
South Korea,295,292.1,307.0,262.8,-2.9,12.0,-32.2,False,False
Spain,28420,29094.3,28290.0,32725.7,674.3,-130.0,4305.7,True,False
Sweden,5619,6914.1,6554.0,5223.7,1295.1,935.0,-395.3,True,True
Switzerland,1969,1967.0,2007.0,1931.1,-2.0,38.0,-37.9,False,False
Turkey,5475,5865.6,5182.0,4753.4,390.6,-293.0,-721.6,True,False
Ukraine,1496,1402.1,1745.0,899.6,-93.9,249.0,-596.4,False,False
United Kingdom,45358,53435.1,44677.0,44127.6,8077.1,-681.0,-1230.4,True,True
