,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Argentina,2220,1475.9,1576.0,1535.7,-744.1,-644.0,-684.3,True,True
Austria,711,694.9,706.0,716.1,-16.1,-5.0,5.1,True,True
Belgium,9800,10291.7,9998.0,10508.0,491.7,198.0,708.0,True,False
Bolivia,2106,1229.3,1649.0,3479.8,-876.7,-457.0,1373.8,True,False
Brazil,78772,78259.7,81401.0,100821.9,-512.3,2629.0,22049.9,False,False
Bulgaria,299,301.1,310.0,186.7,2.1,11.0,-112.3,False,False
Canada,8892,10801.4,10361.0,,1909.4,1469.0,,True,
Chile,8445,8841.1,7795.0,4682.1,396.1,-650.0,-3762.9,False,False
Colombia,6516,3715.9,4488.0,6528.7,-2800.1,-2028.0,12.7,True,True
Croatia,120,109.7,118.0,110.7,-10.3,-2.0,-9.3,True,True
Cuba,87,83.0,90.0,86.0,-4.0,3.0,-1.0,True,True
Cyprus,19,23.7,19.0,17.8,4.7,0.0,-1.2,True,True
Czechia,358,368.0,354.0,407.9,10.0,-4.0,49.9,True,False
Denmark,611,690.1,645.0,635.6,79.1,34.0,24.6,True,True
Dominican Republic,971,750.4,673.0,693.1,-220.6,-298.0,-277.9,False,False
Ecuador,5282,5264.9,4774.0,5825.3,-17.1,-508.0,543.3,False,False
Egypt,4251,2791.0,2879.0,2025.5,-1460.0,-1372.0,-2225.5,True,False
Estonia,69,74.7,75.0,104.0,5.7,6.0,35.0,False,False
Finland,328,351.6,354.0,393.8,23.6,26.0,65.8,False,False
France,30155,31360.6,30327.0,34004.0,1205.6,172.0,3849.0,True,False
Germany,9091,9495.0,9709.0,9338.4,404.0,618.0,247.4,False,True
Greece,194,199.1,199.0,199.8,5.1,5.0,5.8,True,False
Honduras,891,519.1,557.0,574.2,-371.9,-334.0,-316.8,True,True
Hungary,596,668.0,673.0,622.9,72.0,77.0,26.9,False,True
Iceland,10,10.0,11.0,10.4,0.0,1.0,0.4,False,False
Ireland,1753,1871.6,1767.0,1714.1,118.6,14.0,-38.9,True,True
Israel,401,372.3,336.0,,-28.7,-65.0,,False,
Italy,35042,36758.3,35316.0,34839.9,1716.3,274.0,-202.1,True,True
Japan,986,1040.0,1053.0,1158.1,54.0,67.0,172.1,False,False
Latvia,31,37.4,30.0,28.9,6.4,-1.0,-2.1,True,True
Lithuania,80,76.7,87.0,102.7,-3.3,7.0,22.7,False,False
Luxembourg,111,110.0,116.0,115.1,-1.0,5.0,4.1,False,False
Malaysia,122,128.4,130.0,114.3,6.4,8.0,-7.7,False,False
Mexico,38888,36258.7,40995.0,36117.5,-2629.3,2107.0,-2770.5,True,False
Moldova,680,627.3,777.0,686.1,-52.7,97.0,6.1,False,True
Netherlands,6155,6343.6,6477.0,6348.7,188.6,322.0,193.7,False,False
Norway,255,256.1,253.0,233.5,1.1,-2.0,-21.5,False,False
Panama,1071,706.6,692.0,749.9,-364.4,-379.0,-321.1,False,True
Peru,12998,10925.3,12404.0,,-2072.7,-594.0,,True,
Philippines,1773,1302.4,1294.0,1311.6,-470.6,-479.0,-461.4,False,True
Poland,1618,1691.7,1638.0,1308.8,73.7,20.0,-309.2,True,False
Portugal,1684,1833.6,1765.0,2049.1,149.6,81.0,365.1,True,False
Romania,2009,1699.0,1662.0,1555.4,-310.0,-347.0,-453.6,False,False
Russia,12228,12328.7,13032.0,16847.6,100.7,804.0,4619.6,False,False
Serbia,461,284.3,288.0,299.1,-176.7,-173.0,-161.9,True,True
Slovakia,28,28.0,30.0,28.3,0.0,2.0,0.3,False,False
Slovenia,111,109.0,115.0,117.1,-2.0,4.0,6.1,False,False
South Korea,295,285.4,302.0,320.2,-9.6,7.0,25.2,True,False
Spain,28420,27187.4,27938.0,26995.0,-1232.6,-482.0,-1425.0,True,False
Sweden,5619,6356.9,6127.0,7561.2,737.9,508.0,1942.2,True,False
Switzerland,1969,1940.1,1987.0,2363.1,-28.9,18.0,394.1,True,False
Turkey,5475,5556.7,5197.0,5132.8,81.7,-278.0,-342.2,False,False
Ukraine,1496,1267.9,1605.0,1573.4,-228.1,109.0,77.4,True,True
United Kingdom,45358,49554.3,45196.0,43629.5,4196.3,-162.0,-1728.5,True,True
