,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1068,1054.1,1046.0,1123.9,-13.9,-22.0,55.9,False,False
Argentina,2220,2017.7,2027.0,2526.8,-202.3,-193.0,306.8,True,False
Australia,122,109.7,113.0,102.4,-12.3,-9.0,-19.6,True,False
Austria,711,713.4,715.0,724.0,2.4,4.0,13.0,False,False
Bangladesh,2581,2635.1,2709.0,3024.3,54.1,128.0,443.3,False,False
Belarus,495,497.3,489.0,472.5,2.3,-6.0,-22.5,False,False
Belgium,9800,9843.4,9829.0,9728.1,43.4,29.0,-71.9,True,False
Bolivia,2106,2214.0,2117.0,1727.7,108.0,11.0,-378.3,True,False
Brazil,78772,78322.0,77677.0,83936.0,-450.0,-1095.0,5164.0,False,False
Bulgaria,299,296.1,295.0,315.0,-2.9,-4.0,16.0,False,False
Canada,8892,9030.6,8999.0,9055.9,138.6,107.0,163.9,True,False
Chile,8445,7791.9,7657.0,12673.6,-653.1,-788.0,4228.6,False,False
Colombia,6516,5890.3,6059.0,7498.6,-625.7,-457.0,982.6,True,False
Croatia,120,124.1,118.0,165.7,4.1,-2.0,45.7,True,False
Cuba,87,86.0,88.0,100.5,-1.0,1.0,13.5,False,False
Cyprus,19,19.0,20.0,17.2,0.0,1.0,-1.8,False,False
Czechia,358,348.0,355.0,351.8,-10.0,-3.0,-6.2,True,True
Denmark,611,609.7,615.0,635.2,-1.3,4.0,24.2,False,False
Dominican Republic,971,920.3,948.0,1017.7,-50.7,-23.0,46.7,True,True
Ecuador,5282,5434.7,5364.0,12162.9,152.7,82.0,6880.9,True,False
Egypt,4251,4371.9,4389.0,5958.1,120.9,138.0,1707.1,False,False
Estonia,69,69.0,71.0,71.8,0.0,2.0,2.8,False,False
Finland,328,330.9,334.0,317.9,2.9,6.0,-10.1,False,False
France,30155,30109.6,30095.0,30164.3,-45.4,-60.0,9.3,False,True
Germany,9091,9125.1,9157.0,9450.6,34.1,66.0,359.6,False,False
Greece,194,193.9,196.0,202.0,-0.1,2.0,8.0,False,False
Honduras,891,936.1,943.0,722.8,45.1,52.0,-168.2,False,False
Hungary,596,603.9,608.0,595.4,7.9,12.0,-0.6,False,True
Iceland,10,10.0,10.0,11.7,0.0,0.0,1.7,True,False
Iran,13979,13545.1,13465.0,13383.3,-433.9,-514.0,-595.7,False,False
Ireland,1753,1752.1,1755.0,1765.2,-0.9,2.0,12.2,False,False
Israel,401,355.1,346.0,317.4,-45.9,-55.0,-83.6,False,False
Italy,35042,35089.4,35120.0,35895.1,47.4,78.0,853.1,False,False
Japan,986,986.3,1006.0,1064.9,0.3,20.0,78.9,False,False
Kuwait,407,405.1,406.0,432.6,-1.9,-1.0,25.6,True,False
Latvia,31,30.0,31.0,31.3,-1.0,0.0,0.3,True,True
Lithuania,80,80.9,83.0,83.3,0.9,3.0,3.3,False,False
Luxembourg,111,110.0,111.0,115.9,-1.0,0.0,4.9,True,False
Malaysia,122,121.0,127.0,123.5,-1.0,5.0,1.5,False,False
Malta,9,9.0,10.0,8.5,0.0,1.0,-0.5,False,False
Mexico,38888,38050.9,39258.0,37585.3,-837.1,370.0,-1302.7,True,False
Moldova,680,687.1,701.0,919.6,7.1,21.0,239.6,False,False
Morocco,269,261.0,249.0,249.4,-8.0,-20.0,-19.6,False,False
Netherlands,6155,6186.9,6184.0,6167.5,31.9,29.0,12.5,True,True
Norway,255,254.7,254.0,244.9,-0.3,-1.0,-10.1,False,False
Pakistan,5568,5867.0,6044.0,7032.5,299.0,476.0,1464.5,False,False
Panama,1071,1012.6,1002.0,774.5,-58.4,-69.0,-296.5,False,False
Peru,12998,12951.3,12957.0,20931.9,-46.7,-41.0,7933.9,True,False
Philippines,1773,1395.4,1422.0,1398.2,-377.6,-351.0,-374.8,True,True
Poland,1618,1663.7,1674.0,1758.2,45.7,56.0,140.2,False,False
Portugal,1684,1706.9,1680.0,1581.0,22.9,-4.0,-103.0,True,False
Romania,2009,2006.3,2023.0,2075.9,-2.7,14.0,66.9,False,False
Russia,12228,12160.0,12166.0,12048.9,-68.0,-62.0,-179.1,True,False
Saudi Arabia,2447,2593.9,2570.0,6915.7,146.9,123.0,4468.7,True,False
Serbia,461,387.1,335.0,272.9,-73.9,-126.0,-188.1,False,False
Slovakia,28,28.0,28.0,28.9,0.0,0.0,0.9,True,False
Slovenia,111,111.0,112.0,111.6,0.0,1.0,0.6,False,False
South Korea,295,287.7,290.0,288.6,-7.3,-5.0,-6.4,True,True
Spain,28420,28463.0,28555.0,27925.1,43.0,135.0,-494.9,False,False
Sweden,5715,5680.0,5677.0,5502.0,-35.0,-38.0,-213.0,False,False
Switzerland,1969,1970.6,1978.0,2036.7,1.6,9.0,67.7,False,False
Turkey,5475,5462.7,5486.0,5913.0,-12.3,11.0,438.0,True,False
Ukraine,1496,1493.4,1513.0,1695.3,-2.6,17.0,199.3,False,False
United Arab Emirates,338,341.6,339.0,341.5,3.6,1.0,3.5,True,True
United Kingdom,41069,45551.1,45184.0,45083.5,4482.1,4115.0,4014.5,True,True
