,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Argentina,2220,1653.9,1747.0,1535.7,-566.1,-473.0,-684.3,True,False
Austria,711,701.3,705.0,716.1,-9.7,-6.0,5.1,True,True
Belgium,9800,9946.4,9906.0,10508.0,146.4,106.0,708.0,True,False
Bolivia,2106,1320.1,1757.0,3479.8,-785.9,-349.0,1373.8,True,False
Brazil,78772,76734.6,77153.0,100821.9,-2037.4,-1619.0,22049.9,True,False
Bulgaria,299,242.0,283.0,186.7,-57.0,-16.0,-112.3,True,False
Canada,8892,9874.3,9702.0,8130.9,982.3,810.0,-761.1,True,True
Chile,8445,11512.1,10469.0,4682.1,3067.1,2024.0,-3762.9,True,False
Colombia,6516,3637.1,4486.0,6528.7,-2878.9,-2030.0,12.7,True,True
Croatia,120,121.6,120.0,110.7,1.6,0.0,-9.3,True,False
Cuba,87,88.9,89.0,86.0,1.9,2.0,-1.0,False,True
Cyprus,19,18.0,19.0,17.8,-1.0,0.0,-1.2,True,False
Czechia,358,338.7,347.0,407.9,-19.3,-11.0,49.9,True,False
Denmark,611,635.9,638.0,635.6,24.9,27.0,24.6,False,True
Dominican Republic,971,854.3,760.0,693.1,-116.7,-211.0,-277.9,False,False
Ecuador,5282,5231.7,4892.0,5825.3,-50.3,-390.0,543.3,False,False
Egypt,4251,3216.7,3142.0,2025.5,-1034.3,-1109.0,-2225.5,False,False
Estonia,69,69.0,74.0,104.0,0.0,5.0,35.0,False,False
Finland,328,340.6,350.0,393.8,12.6,22.0,65.8,False,False
France,30155,30634.0,30149.0,34004.0,479.0,-6.0,3849.0,True,False
Germany,9091,9364.4,9585.0,9338.4,273.4,494.0,247.4,False,True
Greece,194,197.6,197.0,199.8,3.6,3.0,5.8,True,False
Honduras,891,574.3,609.0,574.2,-316.7,-282.0,-316.8,True,False
Hungary,596,639.7,656.0,622.9,43.7,60.0,26.9,False,True
Iceland,10,10.0,10.0,10.4,0.0,0.0,0.4,True,False
Ireland,1753,1837.1,1777.0,1714.1,84.1,24.0,-38.9,True,True
Israel,401,309.7,327.0,340.6,-91.3,-74.0,-60.4,True,True
Italy,35042,36511.3,35404.0,34839.9,1469.3,362.0,-202.1,True,True
Japan,986,975.6,1031.0,1158.1,-10.4,45.0,172.1,False,False
Latvia,31,42.6,31.0,28.9,11.6,0.0,-2.1,True,True
Lithuania,80,94.4,89.0,102.7,14.4,9.0,22.7,True,False
Luxembourg,111,110.0,115.0,115.1,-1.0,4.0,4.1,False,False
Malaysia,122,140.4,133.0,114.3,18.4,11.0,-7.7,True,True
Mexico,38888,33859.3,36532.0,36117.5,-5028.7,-2356.0,-2770.5,True,True
Moldova,680,721.7,839.0,686.1,41.7,159.0,6.1,False,True
Netherlands,6155,6301.4,6372.0,6348.7,146.4,217.0,193.7,False,False
Norway,255,261.4,254.0,233.5,6.4,-1.0,-21.5,True,False
Panama,1071,650.7,702.0,749.9,-420.3,-369.0,-321.1,True,True
Peru,12998,12628.3,14483.0,16672.6,-369.7,1485.0,3674.6,False,False
Philippines,1773,1500.9,1359.0,1311.6,-272.1,-414.0,-461.4,False,False
Poland,1618,1684.1,1720.0,1308.8,66.1,102.0,-309.2,False,False
Portugal,1684,1701.6,1730.0,2049.1,17.6,46.0,365.1,False,False
Romania,2009,1784.0,1714.0,1555.4,-225.0,-295.0,-453.6,False,False
Russia,12228,12217.7,13035.0,16847.6,-10.3,807.0,4619.6,False,False
Serbia,461,278.3,283.0,299.1,-182.7,-178.0,-161.9,True,True
Slovakia,28,28.0,30.0,28.3,0.0,2.0,0.3,False,False
Slovenia,111,109.0,114.0,117.1,-2.0,3.0,6.1,False,False
South Korea,295,296.4,300.0,320.2,1.4,5.0,25.2,False,False
Spain,28420,27136.0,27780.0,26995.0,-1284.0,-640.0,-1425.0,True,False
Sweden,5715,5918.3,5684.0,7561.2,203.3,-31.0,1846.2,True,False
Switzerland,1969,2020.6,1995.0,2363.1,51.6,26.0,394.1,True,False
Turkey,5475,5365.6,5188.0,5132.8,-109.4,-287.0,-342.2,False,False
Ukraine,1496,1399.3,1624.0,1573.4,-96.7,128.0,77.4,False,True
United Kingdom,41069,47407.6,45397.0,43629.5,6338.6,4328.0,2560.5,True,True
