,actual_deaths,Baseline,Covid19Sim-Simulator,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,3877,3959.4,2788.1,3441.0,,82.4,-1088.9,-436.0,,False,False,
Alaska,143,59.7,179.7,,,-83.3,36.7,,,True,,
Arizona,6925,10151.1,4566.8,7980.0,,3226.1,-2358.2,1055.0,,True,True,
Arkansas,2620,1471.1,1377.4,1587.0,,-1148.9,-1242.6,-1033.0,,False,True,
California,19883,24975.3,21303.4,22652.0,,5092.3,1420.4,2769.0,,True,True,
Colorado,3357,2498.6,2365.2,2200.0,,-858.4,-991.8,-1157.0,,False,False,
Connecticut,5146,4643.3,4566.1,4536.0,,-502.7,-579.9,-610.0,,False,False,
Delaware,782,624.7,680.6,649.0,,-157.3,-101.4,-133.0,,True,True,
District of Columbia,695,692.1,682.1,647.0,,-2.9,-12.9,-48.0,,False,False,
Florida,19084,29527.1,13270.6,19372.0,,10443.1,-5813.4,288.0,,True,True,
Georgia,9793,12678.1,7507.3,7552.0,,2885.1,-2285.7,-2241.0,,True,True,
Hawaii,261,182.7,842.0,,,-78.3,581.0,,,False,,
Idaho,1032,776.4,629.2,489.0,,-255.6,-402.8,-543.0,,False,False,
Illinois,14017,9699.3,10143.4,8803.0,,-4317.7,-3873.6,-5214.0,,True,False,
Indiana,6207,4591.9,4721.0,4045.0,,-1615.1,-1486.0,-2162.0,,True,False,
Iowa,2682,1672.7,1578.3,1651.0,,-1009.3,-1103.7,-1031.0,,False,False,
Kansas,1786,818.3,829.7,679.0,,-967.7,-956.3,-1107.0,,True,False,
Kentucky,2062,1396.7,,1099.0,,-665.3,,-963.0,,,False,
Louisiana,6548,8376.1,,7474.0,,1828.1,,926.0,,,True,
Maine,227,158.7,,143.0,,-68.3,,-84.0,,,False,
Maryland,4820,4495.3,,3953.0,,-324.7,,-867.0,,,False,
Massachusetts,10953,10471.3,,8997.0,,-481.7,,-1956.0,,,False,
Michigan,10321,7749.6,,7327.0,,-2571.4,,-2994.0,,,False,
Minnesota,3979,2608.3,,2339.0,,-1370.7,,-1640.0,,,False,
Mississippi,3949,5065.1,,4424.0,,1116.1,,475.0,,,True,
Missouri,4276,2160.0,,1905.0,,-2116.0,,-2371.0,,,False,
Montana,734,193.0,,254.0,,-541.0,,-480.0,,,True,
Nebraska,1194,614.7,,582.0,,-579.3,,-612.0,,,False,
Nevada,2301,2895.6,,2344.0,,594.6,,43.0,,,True,
New Hampshire,559,486.4,,430.0,,-72.6,,-129.0,,,False,
New Jersey,17306,16514.6,,16240.0,,-791.4,,-1066.0,,,False,
New Mexico,1738,1173.9,,1028.0,,-564.1,,-710.0,,,False,
New York,34939,33886.6,,33239.0,,-1076.4,,-1724.0,,,False,
North Carolina,5516,4804.9,,4662.0,,-711.1,,-854.0,,,False,
North Dakota,1013,331.1,,268.0,,-681.9,,-745.0,,,False,
Ohio,6946,6315.6,,5501.0,,-630.4,,-1445.0,,,False,
Oklahoma,1874,1580.7,,1278.0,,-293.3,,-596.0,,,False,
Oregon,1027,895.4,,699.0,,-131.6,,-328.0,,,False,
Pennsylvania,11191,9704.7,,7950.0,,-1486.3,,-3241.0,,,False,
Rhode Island,1413,1132.0,,1086.0,,-275.0,,-321.0,,,False,
South Carolina,4517,6043.0,,3716.0,,1526.0,,-801.0,,,True,
South Dakota,1091,264.0,,304.0,,-827.0,,-787.0,,,True,
Tennessee,4905,3633.6,,3189.0,,-1271.4,,-1716.0,,,False,
Texas,23353,30043.0,,31736.0,21422.0,7057.0,,8750.0,-1564.0,,False,True
Utah,939,791.1,,693.0,,-147.9,,-246.0,,,False,
Vermont,79,58.0,,58.0,,-21.0,,-21.0,,,False,
Virginia,4197,3253.1,,2977.0,,-943.9,,-1220.0,,,False,
Washington,2867,3255.7,,2411.0,,409.7,,-435.0,,,False,
West Virginia,829,493.0,,327.0,,-336.0,,-502.0,,,False,
Wisconsin,3934,1689.1,,1489.0,,-2184.9,,-2385.0,,,False,
Wyoming,266,61.7,,34.0,,-204.3,,-232.0,,,False,
US,281479,282859.7,215266.9,239240.0,255695.0,1810.7,-65782.1,-41809.0,-25354.0,False,False,False
