,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,3877,4980.4,5590.3,4129.7,3687.0,,1103.4,1713.3,252.7,-190.0,,False,True,True,
Alaska,143,57.7,230.1,19.0,,,-85.3,87.1,-124.0,,,False,False,,
Arizona,6925,13563.3,7508.2,6003.0,7948.0,,6638.3,583.2,-922.0,1023.0,,True,True,True,
Arkansas,2620,1230.7,2222.8,1081.6,1384.0,,-1389.3,-397.2,-1538.4,-1236.0,,True,False,True,
California,19883,22270.3,28526.8,24525.8,18006.0,,2387.3,8643.8,4642.8,-1877.0,,False,False,True,
Colorado,3357,2586.0,3491.8,3605.4,2085.0,,-771.0,134.8,248.4,-1272.0,,True,True,False,
Connecticut,5146,4733.6,4524.3,4866.2,4486.0,,-412.4,-621.7,-279.8,-660.0,,False,True,False,
Delaware,842,1635.0,779.4,576.2,621.0,,809.0,-46.6,-249.8,-205.0,,True,True,True,
District of Columbia,695,637.6,704.1,762.0,599.0,,-57.4,9.1,67.0,-96.0,,True,False,False,
Florida,19084,22297.4,27412.7,22759.4,15534.0,,3213.4,8328.7,3675.4,-3550.0,,False,False,False,
Georgia,9793,9607.7,10888.5,8886.9,5454.0,,-185.3,1095.5,-906.1,-4339.0,,False,False,False,
Hawaii,261,63.7,128.8,27.6,,,-197.3,-132.2,-233.4,,,True,False,,
Idaho,1032,655.1,1914.1,1023.1,431.0,,-376.9,882.1,-8.9,-601.0,,False,True,False,
Illinois,14017,9513.4,11175.0,8743.8,8394.0,,-4503.6,-2842.0,-5273.2,-5623.0,,True,False,False,
Indiana,6899,4430.4,4497.3,3581.0,3815.0,,-2536.6,-2469.7,-3386.0,-3152.0,,True,False,False,
Iowa,2682,1507.9,2059.0,2546.5,1261.0,,-1174.1,-623.0,-135.5,-1421.0,,True,True,False,
Kansas,1786,745.9,1680.8,448.2,598.0,,-1040.1,-105.2,-1337.8,-1188.0,,True,False,False,
Kentucky,2062,1265.7,3216.9,1297.2,1004.0,,-796.3,1154.9,-764.8,-1058.0,,False,True,False,
Louisiana,6548,7911.6,7508.1,5529.7,8064.0,,1363.6,960.1,-1018.3,1516.0,,True,True,False,
Maine,227,156.7,127.0,220.7,176.0,,-70.3,-100.0,-6.3,-51.0,,False,True,True,
Maryland,4820,4628.0,5191.6,4467.1,4212.0,,-192.0,371.6,-352.9,-608.0,,False,False,False,
Massachusetts,10953,10377.0,8910.5,10487.5,9034.0,,-576.0,-2042.5,-465.5,-1919.0,,False,True,False,
Michigan,10321,7041.1,7784.4,7645.0,7345.0,,-3279.9,-2536.6,-2676.0,-2976.0,,True,True,True,
Minnesota,3979,2236.3,2843.3,1951.9,2699.0,,-1742.7,-1135.7,-2027.1,-1280.0,,True,False,True,
Mississippi,3949,4095.3,4823.0,2769.4,3170.0,,146.3,874.0,-1179.6,-779.0,,False,False,False,
Missouri,4305,2585.6,7591.8,1750.7,1649.0,,-1706.4,3299.8,-2541.3,-2643.0,,False,False,False,
Montana,734,215.7,833.4,585.1,152.0,,-518.3,99.4,-148.9,-582.0,,True,True,False,
Nebraska,1194,598.9,1070.9,365.2,452.0,,-595.1,-123.1,-828.8,-742.0,,True,False,False,
Nevada,2301,2374.6,2741.4,2412.9,1908.0,,73.6,440.4,111.9,-393.0,,False,False,False,
New Hampshire,559,616.4,518.5,464.1,427.0,,57.4,-40.5,-94.9,-132.0,,True,False,False,
New Jersey,17306,17314.4,17180.7,18101.7,16034.0,,8.4,-125.3,795.7,-1272.0,,False,False,False,
New Mexico,1738,1424.9,1179.7,981.8,834.0,,-313.1,-558.3,-756.2,-904.0,,False,False,False,
New York,34939,35175.7,33417.1,35848.1,33202.0,,235.7,-1522.9,908.1,-1738.0,,False,False,False,
North Carolina,5516,4928.4,4938.6,3431.0,3934.0,,-587.6,-577.4,-2085.0,-1582.0,,True,False,False,
North Dakota,1013,231.0,522.2,276.0,151.0,,-782.0,-490.8,-737.0,-862.0,,True,True,False,
