,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR
Illinois,14017,10154.1,10242.8,15460.5,9374.0,,9323.4,-3862.9,-3774.2,1443.5,-4643.0,,-4693.6,True,True,False,,False
Indiana,6207,4274.9,4386.7,6738.9,4292.0,,3990.3,-1932.1,-1820.3,531.9,-1915.0,,-2216.7,True,True,True,,False
Iowa,2682,2166.1,3645.1,3140.4,2097.0,,1735.0,-515.9,963.1,458.4,-585.0,,-947.0,False,True,False,,False
Kansas,1786,767.7,996.0,1069.0,696.0,,749.2,-1018.3,-790.0,-717.0,-1090.0,,-1036.8,True,True,False,,False
Kentucky,2062,1718.9,1807.5,3750.0,1344.0,,1676.5,-343.1,-254.5,1688.0,-718.0,,-385.5,True,False,False,,False
Louisiana,6548,7494.6,5705.6,8121.2,7479.0,,7394.3,946.6,-842.4,1573.2,931.0,,846.3,True,False,True,,True
Maine,227,145.9,190.8,187.4,264.0,,144.7,-81.1,-36.2,-39.6,37.0,,-82.3,True,True,True,,False
Maryland,4820,4597.3,4162.7,4484.6,4023.0,,4119.6,-222.7,-657.3,-335.4,-797.0,,-700.4,False,False,False,,False
Massachusetts,10953,10822.7,9921.3,12659.2,10234.0,,9599.7,-130.3,-1031.7,1706.2,-719.0,,-1353.3,False,False,False,,False
Michigan,10321,7981.3,7784.7,10767.8,7784.0,,7169.4,-2339.7,-2536.3,446.8,-2537.0,,-3151.6,False,True,False,,False
Minnesota,3979,2585.6,2865.0,5186.0,2553.0,,2632.8,-1393.4,-1114.0,1207.0,-1426.0,,-1346.2,True,True,False,,True
Mississippi,3949,5226.3,3798.4,4139.5,4762.0,,3954.9,1277.3,-150.6,190.5,813.0,,5.9,True,True,True,,True
Missouri,4276,2641.6,2730.3,5336.7,2189.0,,2137.2,-1634.4,-1545.7,1060.7,-2087.0,,-2138.8,True,True,False,,False
Montana,734,298.0,280.3,106.6,268.0,,208.4,-436.0,-453.7,-627.4,-466.0,,-525.6,False,False,False,,False
Nebraska,1194,586.0,690.3,1052.7,595.0,,496.4,-608.0,-503.7,-141.3,-599.0,,-697.6,True,True,True,,False
Nevada,2301,2757.0,2021.2,3634.9,2409.0,,2583.8,456.0,-279.8,1333.9,108.0,,282.8,True,False,True,,True
New Hampshire,559,473.6,456.2,526.3,538.0,,484.9,-85.4,-102.8,-32.7,-21.0,,-74.1,False,True,True,,True
New Jersey,17306,15812.3,16117.4,16362.0,16326.0,,16151.4,-1493.7,-1188.6,-944.0,-980.0,,-1154.6,True,True,True,,True
New Mexico,1738,1116.4,1014.4,1816.1,1131.0,,936.0,-621.6,-723.6,78.1,-607.0,,-802.0,False,True,True,,False
New York,34939,33893.3,33246.4,34074.2,33539.0,,33409.4,-1087.7,-1734.6,-906.8,-1442.0,,-1571.6,False,True,False,,False
North Carolina,5516,4923.0,4862.0,6913.2,4907.0,,4187.1,-593.0,-654.0,1397.2,-609.0,,-1328.9,False,False,False,,False
North Dakota,1013,225.1,503.1,517.9,276.0,,175.6,-787.9,-509.9,-495.1,-737.0,,-837.4,True,True,True,,False
Ohio,6946,6221.4,5906.9,7928.7,5918.0,,6261.8,-724.6,-1039.1,982.7,-1028.0,,-684.2,False,False,False,,True
Oklahoma,1874,1810.6,1653.0,3163.2,1726.0,,1449.5,-63.4,-221.0,1289.2,-148.0,,-424.5,False,False,False,,False
Oregon,1027,1026.1,785.9,1550.1,689.0,,831.6,-0.9,-241.1,523.1,-338.0,,-195.4,False,False,False,,False
Pennsylvania,11191,9057.6,8918.7,15150.0,8216.0,,8272.0,-2133.4,-2272.3,3959.0,-2975.0,,-2919.0,False,False,False,,False
Rhode Island,1413,1267.7,1125.3,1554.1,1210.0,,1146.2,-145.3,-287.7,141.1,-203.0,,-266.8,False,True,False,,False
South Carolina,4517,5549.7,4499.0,5165.1,4194.0,,4527.6,1032.7,-18.0,648.1,-323.0,,10.6,True,True,True,,True
South Dakota,1091,250.1,572.7,303.2,312.0,,208.7,-840.9,-518.3,-787.8,-779.0,,-882.3,True,True,True,,False
Tennessee,4905,4241.3,3307.2,6041.5,3562.0,,3610.5,-663.7,-1597.8,1136.5,-1343.0,,-1294.5,False,False,False,,False
Texas,23353,26360.0,21267.2,27519.1,26748.0,22044.0,21116.1,3388.0,-1704.8,4547.1,3776.0,-928.0,-1855.9,True,False,False,True,True
Utah,939,711.9,813.3,997.6,740.0,,689.1,-227.1,-125.7,58.6,-199.0,,-249.9,True,True,True,,False
Vermont,79,58.0,63.6,60.0,64.0,,60.9,-21.0,-15.4,-19.0,-15.0,,-18.1,True,True,True,,True
Virginia,4197,3982.4,3650.1,2994.1,3282.0,,3231.9,-214.6,-546.9,-1202.9,-915.0,,-965.1,False,False,False,,False
Washington,2867,2487.0,2223.1,4680.2,2448.0,,2676.4,-381.0,-644.9,1812.2,-420.0,,-191.6,False,False,False,,True
West Virginia,829,699.0,521.0,401.1,381.0,,396.2,-130.0,-308.0,-427.9,-448.0,,-432.8,False,False,False,,False
Wisconsin,3934,1690.1,1938.9,2495.9,1692.0,,1479.4,-2183.9,-1935.1,-1378.1,-2182.0,,-2394.6,True,True,True,,False
Wyoming,266,37.0,72.0,34.0,49.0,,43.9,-229.0,-194.0,-232.0,-217.0,,-222.1,True,False,True,,True
US,281479,269894.9,227634.1,325831.3,251654.0,254870.0,235892.6,-11186.1,-53446.9,44750.3,-29427.0,-26211.0,-45188.4,False,False,False,False,False
