,total_deaths_2020-11-01,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
Karlen-pypm,232127,278982.9,284200,47987.9,52073,-4085.1,-7.8%
Covid19Sim-Simulator,232127,274722.5,284200,43727.5,52073,-8345.5,-16.0%
Columbia_UNC-SurvCon,232127,272429.0,284200,41434.0,52073,-10639.0,-20.4%
BPagano-RtDriven,232127,271704.1,284200,40709.1,52073,-11363.9,-21.8%
USC-SI_kJalpha,232127,271671.5,284200,40676.5,52073,-11396.5,-21.9%
QJHong-Encounter,232127,270677.8,284200,39682.8,52073,-12390.2,-23.8%
JCB-PRM,232127,268317.3,284200,37322.3,52073,-14750.7,-28.3%
IBF-TimeSeries,232127,268206.0,284200,37211.0,52073,-14862.0,-28.5%
JHUAPL-Bucky,232127,265681.6,284200,34686.6,52073,-17386.4,-33.4%
LANL-GrowthRate,232127,265344.5,284200,34349.5,52073,-17723.5,-34.0%
UCM_MESALab-FoGSEIR,232127,263998.0,284200,33003.0,52073,-19070.0,-36.6%
PSI-DRAFT,232127,261845.0,284200,30850.0,52073,-21223.0,-40.8%
IowaStateLW-STEM,232127,259102.0,284200,28107.0,52073,-23966.0,-46.0%
Baseline,232127,258981.9,284200,27986.9,52073,-24086.1,-46.3%
COVIDhub-baseline,232127,258804.0,284200,27809.0,52073,-24264.0,-46.6%
CovidAnalytics-DELPHI,232127,258348.0,284200,27353.0,52073,-24720.0,-47.5%
NotreDame-mobility,232127,257690.0,284200,26695.0,52073,-25378.0,-48.7%
UCLA-SuEIR,232127,257517.0,284200,26522.0,52073,-25551.0,-49.1%
STH-3PU,232127,256655.0,284200,25660.0,52073,-26413.0,-50.7%
JHU_IDD-CovidSP,232127,252329.8,284200,21334.8,52073,-30738.2,-59.0%
WalmartLabsML-LogForecasting,232127,247952.0,284200,16957.0,52073,-35116.0,-67.4%
NotreDame-FRED,232127,,284200,,52073,,
