,total_deaths_2020-11-15,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
USC-SI_kJalpha,246652,280442.0,281479,34235.0,34827,-592.0,-1.7%
JHUAPL-Bucky,246652,282038.7,281479,35831.7,34827,1004.7,2.9%
LNQ-ens1,246652,279637.7,281479,33430.7,34827,-1396.3,-4.0%
UA-EpiCovDA,246652,278878.0,281479,32671.0,34827,-2156.0,-6.2%
QJHong-Encounter,246652,278769.0,281479,32562.0,34827,-2265.0,-6.5%
LANL-GrowthRate,246652,278547.0,281479,32340.0,34827,-2487.0,-7.1%
SteveMcConnell-CovidComplete,246652,283651.0,281479,37444.0,34827,2617.0,7.5%
UMass-MechBayes,246652,283966.0,281479,37759.0,34827,2932.0,8.4%
BPagano-RtDriven,246652,277955.4,281479,31748.4,34827,-3078.6,-8.8%
CU-select,246652,277714.0,281479,31507.0,34827,-3320.0,-9.5%
IBF-TimeSeries,246652,277530.0,281479,31323.0,34827,-3504.0,-10.1%
Karlen-pypm,246652,284779.2,281479,38572.2,34827,3745.2,10.8%
Columbia_UNC-SurvCon,246652,277273.0,281479,31066.0,34827,-3761.0,-10.8%
JHU_IDD-CovidSP,246652,276611.8,281479,30404.8,34827,-4422.2,-12.7%
JCB-PRM,246652,276460.0,281479,30253.0,34827,-4574.0,-13.1%
JHU_CSSE-DECOM,246652,274851.0,281479,28644.0,34827,-6183.0,-17.8%
PSI-DRAFT,246652,274804.0,281479,28597.0,34827,-6230.0,-17.9%
OliverWyman-Navigator,246652,274560.5,281479,28353.5,34827,-6473.5,-18.6%
Caltech-CS156,246652,273859.3,281479,27652.3,34827,-7174.7,-20.6%
UCSD_NEU-DeepGLEAM,246652,273791.1,281479,27584.1,34827,-7242.9,-20.8%
COVIDhub-ensemble,246652,273659.0,281479,27452.0,34827,-7375.0,-21.2%
MOBS-GLEAM_COVID,246652,272870.7,281479,26663.7,34827,-8163.3,-23.4%
TTU-squider,246652,272843.0,281479,26636.0,34827,-8191.0,-23.5%
MSRA-DeepST,246652,272829.2,281479,26622.2,34827,-8204.8,-23.6%
epiforecasts-ensemble1,246652,272715.0,281479,26508.0,34827,-8319.0,-23.9%
GT-DeepCOVID,246652,271905.6,281479,25698.6,34827,-9128.4,-26.2%
RobertWalraven-ESG,246652,271747.1,281479,25540.1,34827,-9286.9,-26.7%
CovidAnalytics-DELPHI,246652,271140.0,281479,24933.0,34827,-9894.0,-28.4%
NotreDame-mobility,246652,270599.1,281479,24392.1,34827,-10434.9,-30.0%
UT-Mobility,246652,269894.5,281479,23687.5,34827,-11139.5,-32.0%
MIT_CritData-GBCF,246652,269546.0,281479,23339.0,34827,-11488.0,-33.0%
IowaStateLW-STEM,246652,269492.0,281479,23285.0,34827,-11542.0,-33.1%
UCLA-SuEIR,246652,269183.2,281479,22976.2,34827,-11850.8,-34.0%
RPI_UW-Mob_Collision,246652,268875.1,281479,22668.1,34827,-12158.9,-34.9%
UMich-RidgeTfReg,246652,268470.1,281479,22263.1,34827,-12563.9,-36.1%
CEID-Walk,246652,268371.7,281479,22164.7,34827,-12662.3,-36.4%
COVIDhub-baseline,246652,268339.0,281479,22132.0,34827,-12695.0,-36.5%
Baseline,246652,268264.1,281479,22057.1,34827,-12769.9,-36.7%
DDS-NBDS,246652,267081.3,281479,20874.3,34827,-13952.7,-40.1%
UCM_MESALab-FoGSEIR,246652,265490.0,281479,19283.0,34827,-15544.0,-44.6%
WalmartLabsML-LogForecasting,246652,257483.3,281479,11276.3,34827,-23550.7,-67.6%
USACE-ERDC_SEIR,246652,313574.0,281479,67367.0,34827,32540.0,93.4%
CMU-TimeSeries,246652,,281479,,34827,,
Google_Harvard-CPF,246652,,281479,,34827,,
NotreDame-FRED,246652,,281479,,34827,,
UCSB-ACTS,246652,,281479,,34827,,
