,total_deaths_2020-11-22,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
MSRA-DeepST,257185,281065.9,281479,24283.9,24294,-10.1,-0.0%
MIT_CritData-GBCF,257185,281112.0,281479,24330.0,24294,36.0,0.1%
OliverWyman-Navigator,257185,280974.9,281479,24192.9,24294,-101.1,-0.4%
QJHong-Encounter,257185,280846.3,281479,24064.3,24294,-229.7,-0.9%
IowaStateLW-STEM,257185,280661.0,281479,23879.0,24294,-415.0,-1.7%
TTU-squider,257185,280626.7,281479,23844.7,24294,-449.3,-1.8%
JHU_CSSE-DECOM,257185,280182.0,281479,23400.0,24294,-894.0,-3.7%
GT-DeepCOVID,257185,280144.6,281479,23362.6,24294,-931.4,-3.8%
UCSD_NEU-DeepGLEAM,257185,280129.9,281479,23347.9,24294,-946.1,-3.9%
UChicagoCHATTOPADHYAY-UnIT,257185,282057.9,281479,25275.9,24294,981.9,4.0%
JCB-PRM,257185,279827.7,281479,23045.7,24294,-1248.3,-5.1%
BPagano-RtDriven,257185,282359.6,281479,25577.6,24294,1283.6,5.3%
MOBS-GLEAM_COVID,257185,279537.0,281479,22755.0,24294,-1539.0,-6.3%
CovidAnalytics-DELPHI,257185,279449.0,281479,22667.0,24294,-1627.0,-6.7%
Karlen-pypm,257185,282834.3,281479,26052.3,24294,1758.3,7.2%
Caltech-CS156,257185,279166.2,281479,22384.2,24294,-1909.8,-7.9%
UMass-MechBayes,257185,283098.0,281479,26316.0,24294,2022.0,8.3%
LNQ-ens1,257185,283162.3,281479,26380.3,24294,2086.3,8.6%
COVIDhub-ensemble,257185,278869.0,281479,22087.0,24294,-2207.0,-9.1%
Columbia_UNC-SurvCon,257185,283321.0,281479,26539.0,24294,2245.0,9.2%
JHU_IDD-CovidSP,257185,278378.1,281479,21596.1,24294,-2697.9,-11.1%
USC-SI_kJalpha,257185,283854.0,281479,27072.0,24294,2778.0,11.4%
CU-select,257185,278241.0,281479,21459.0,24294,-2835.0,-11.7%
IBF-TimeSeries,257185,284023.0,281479,27241.0,24294,2947.0,12.1%
LANL-GrowthRate,257185,278117.0,281479,21335.0,24294,-2959.0,-12.2%
Covid19Sim-Simulator,257185,284101.6,281479,27319.6,24294,3025.6,12.5%
UA-EpiCovDA,257185,277784.0,281479,21002.0,24294,-3292.0,-13.6%
SteveMcConnell-CovidComplete,257185,284561.0,281479,27779.0,24294,3485.0,14.3%
UCLA-SuEIR,257185,277504.0,281479,20722.0,24294,-3572.0,-14.7%
UT-Mobility,257185,277492.5,281479,20710.5,24294,-3583.5,-14.8%
DDS-NBDS,257185,277431.5,281479,20649.5,24294,-3644.5,-15.0%
RobertWalraven-ESG,257185,284980.7,281479,28198.7,24294,3904.7,16.1%
PSI-DRAFT,257185,276588.5,281479,19806.5,24294,-4487.5,-18.5%
IHME-CurveFit,257185,276478.0,281479,19696.0,24294,-4598.0,-18.9%
CEID-Walk,257185,276445.0,281479,19663.0,24294,-4631.0,-19.1%
Baseline,257185,276421.3,281479,19639.3,24294,-4654.7,-19.2%
COVIDhub-baseline,257185,276407.1,281479,19625.1,24294,-4668.9,-19.2%
UMich-RidgeTfReg,257185,276319.9,281479,19537.9,24294,-4756.1,-19.6%
IQVIA_ACOE-STAN,257185,274762.0,281479,17980.0,24294,-6314.0,-26.0%
epiforecasts-ensemble1,257185,288333.0,281479,31551.0,24294,7257.0,29.9%
JHUAPL-Bucky,257185,273517.0,281479,16735.0,24294,-7559.0,-31.1%
RPI_UW-Mob_Collision,257185,272822.3,281479,16040.3,24294,-8253.7,-34.0%
NotreDame-mobility,257185,272175.0,281479,15393.0,24294,-8901.0,-36.6%
UCM_MESALab-FoGSEIR,257185,269284.0,281479,12502.0,24294,-11792.0,-48.5%
WalmartLabsML-LogForecasting,257185,265017.8,281479,8235.8,24294,-16058.2,-66.1%
USACE-ERDC_SEIR,257185,308236.6,281479,51454.6,24294,27160.6,111.8%
CMU-TimeSeries,257185,,281479,,24294,,
Google_Harvard-CPF,257185,,281479,,24294,,
NotreDame-FRED,257185,,281479,,24294,,
UCSB-ACTS,257185,,281479,,24294,,
