,total_deaths_2020-11-08,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
UMass-MechBayes,239429,281390.0,284200,43611.0,44771,-1160.0,-2.6%
Karlen-pypm,239429,280089.7,284200,42310.7,44771,-2460.3,-5.5%
CU-select,239429,285611.0,284200,47832.0,44771,3061.0,6.8%
SteveMcConnell-CovidComplete,239429,279060.0,284200,41281.0,44771,-3490.0,-7.8%
Covid19Sim-Simulator,239429,276631.9,284200,38852.9,44771,-5918.1,-13.2%
BPagano-RtDriven,239429,276271.8,284200,38492.8,44771,-6278.2,-14.0%
UA-EpiCovDA,239429,275146.0,284200,37367.0,44771,-7404.0,-16.5%
USC-SI_kJalpha,239429,274811.0,284200,37032.0,44771,-7739.0,-17.3%
LANL-GrowthRate,239429,274775.0,284200,36996.0,44771,-7775.0,-17.4%
LNQ-ens1,239429,274398.4,284200,36619.4,44771,-8151.6,-18.2%
Columbia_UNC-SurvCon,239429,273949.0,284200,36170.0,44771,-8601.0,-19.2%
QJHong-Encounter,239429,273256.8,284200,35477.8,44771,-9293.2,-20.8%
IBF-TimeSeries,239429,273125.0,284200,35346.0,44771,-9425.0,-21.1%
OliverWyman-Navigator,239429,272681.9,284200,34902.9,44771,-9868.1,-22.0%
TTU-squider,239429,271941.8,284200,34162.8,44771,-10608.2,-23.7%
JCB-PRM,239429,271701.1,284200,33922.1,44771,-10848.9,-24.2%
UCSD_NEU-DeepGLEAM,239429,271555.0,284200,33776.0,44771,-10995.0,-24.6%
MOBS-GLEAM_COVID,239429,270555.7,284200,32776.7,44771,-11994.3,-26.8%
JHUAPL-Bucky,239429,270252.0,284200,32473.0,44771,-12298.0,-27.5%
Caltech-CS156,239429,270024.1,284200,32245.1,44771,-12525.9,-28.0%
MSRA-DeepST,239429,268795.7,284200,31016.7,44771,-13754.3,-30.7%
COVIDhub-ensemble,239429,268458.0,284200,30679.0,44771,-14092.0,-31.5%
DDS-NBDS,239429,268309.0,284200,30530.0,44771,-14241.0,-31.8%
epiforecasts-ensemble1,239429,267956.0,284200,30177.0,44771,-14594.0,-32.6%
RobertWalraven-ESG,239429,267736.3,284200,29957.3,44771,-14813.7,-33.1%
JHU_CSSE-DECOM,239429,265327.0,284200,27548.0,44771,-17223.0,-38.5%
UCLA-SuEIR,239429,264306.0,284200,26527.0,44771,-18244.0,-40.7%
USC-SI_kJalpha_RF,239429,264214.5,284200,26435.5,44771,-18335.5,-41.0%
RPI_UW-Mob_Collision,239429,264073.3,284200,26294.3,44771,-18476.7,-41.3%
CovidAnalytics-DELPHI,239429,263977.0,284200,26198.0,44771,-18573.0,-41.5%
UT-Mobility,239429,263842.5,284200,26063.5,44771,-18707.5,-41.8%
UMich-RidgeTfReg,239429,263730.3,284200,25951.3,44771,-18819.7,-42.0%
MIT_CritData-GBCF,239429,263664.0,284200,25885.0,44771,-18886.0,-42.2%
UCM_MESALab-FoGSEIR,239429,263358.0,284200,25579.0,44771,-19192.0,-42.9%
COVIDhub-baseline,239429,263162.1,284200,25383.1,44771,-19387.9,-43.3%
Baseline,239429,263093.4,284200,25314.4,44771,-19456.6,-43.5%
CEID-Walk,239429,262923.4,284200,25144.4,44771,-19626.6,-43.8%
GT-DeepCOVID,239429,262694.2,284200,24915.2,44771,-19855.8,-44.3%
IowaStateLW-STEM,239429,261564.0,284200,23785.0,44771,-20986.0,-46.9%
PSI-DRAFT,239429,260729.0,284200,22950.0,44771,-21821.0,-48.7%
NotreDame-mobility,239429,259955.2,284200,22176.2,44771,-22594.8,-50.5%
JHU_IDD-CovidSP,239429,253934.1,284200,16155.1,44771,-28615.9,-63.9%
WalmartLabsML-LogForecasting,239429,251589.6,284200,13810.6,44771,-30960.4,-69.2%
CMU-TimeSeries,239429,,284200,,44771,,
Google_Harvard-CPF,239429,,284200,,44771,,
JHU_UNC_GAS-StatMechPool,239429,,284200,,44771,,
NotreDame-FRED,239429,,284200,,44771,,
UCSB-ACTS,239429,,284200,,44771,,
