,total_deaths_2020-10-11,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
USACE-ERDC_SEIR,215081,288542.4,284200,73774.4,69119,4655.4,6.7%
Columbia_UNC-SurvCon,215081,266974.7,284200,52206.7,69119,-16912.3,-24.5%
QJHong-Encounter,215081,265572.1,284200,50804.1,69119,-18314.9,-26.5%
IBF-TimeSeries,215081,263171.0,284200,48403.0,69119,-20716.0,-30.0%
JCB-PRM,215081,261393.1,284200,46625.1,69119,-22493.9,-32.5%
Covid19Sim-Simulator,215081,260844.8,284200,46076.8,69119,-23042.2,-33.3%
BPagano-RtDriven,215081,258120.9,284200,43352.9,69119,-25766.1,-37.3%
USC-SI_kJalpha,215081,257534.0,284200,42766.0,69119,-26353.0,-38.1%
Baseline,215081,254423.0,284200,39655.0,69119,-29464.0,-42.6%
COVIDhub-baseline,215081,254287.6,284200,39519.6,69119,-29599.4,-42.8%
JHUAPL-Bucky,215081,251859.5,284200,37091.5,69119,-32027.5,-46.3%
STH-3PU,215081,250318.0,284200,35550.0,69119,-33569.0,-48.6%
IowaStateLW-STEM,215081,249736.0,284200,34968.0,69119,-34151.0,-49.4%
UCLA-SuEIR,215081,248546.8,284200,33778.8,69119,-35340.2,-51.1%
WalmartLabsML-LogForecasting,215081,239055.2,284200,24287.2,69119,-44831.8,-64.9%
