,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,3877,4583.3,4992.7,3038.6,3483.0,,706.3,1115.7,-838.4,-394.0,,False,False,True,
Alaska,143,37.9,405.7,22.7,,,-105.1,262.7,-120.3,,,False,False,,
Arizona,6925,13166.1,9524.2,6191.3,8588.0,,6241.1,2599.2,-733.7,1663.0,,True,True,True,
Arkansas,2620,1071.9,1680.4,681.4,1057.0,,-1548.1,-939.6,-1938.6,-1563.0,,True,False,False,
California,19870,20900.1,28064.8,27979.5,18220.0,,1030.1,8194.8,8109.5,-1650.0,,False,False,False,
Colorado,3357,2288.1,3610.8,2160.6,2032.0,,-1068.9,253.8,-1196.4,-1325.0,,True,False,False,
Connecticut,5146,5349.1,4510.3,4484.2,4529.0,,203.1,-635.7,-661.8,-617.0,,False,False,False,
Delaware,782,642.1,744.1,561.2,580.0,,-139.9,-37.9,-220.8,-202.0,,True,False,False,
District of Columbia,695,776.6,663.7,719.3,648.0,,81.6,-31.3,24.3,-47.0,,True,True,True,
Florida,19084,19676.3,31257.6,23757.3,19404.0,,592.3,12173.6,4673.3,320.0,,False,False,True,
Georgia,9793,6569.6,13750.6,5516.8,4626.0,,-3223.4,3957.6,-4276.2,-5167.0,,False,False,False,
Hawaii,261,123.3,111.2,20.7,,,-137.7,-149.8,-240.3,,,False,False,,
Idaho,1032,456.6,2918.1,1124.6,418.0,,-575.4,1886.1,92.6,-614.0,,False,True,False,
Illinois,14016,9473.7,9777.1,8681.0,8382.0,,-4542.3,-4238.9,-5335.0,-5634.0,,True,False,False,
Indiana,6207,4053.1,5258.0,4243.0,3136.0,,-2153.9,-949.0,-1964.0,-3071.0,,True,True,False,
Iowa,2682,1607.1,2918.0,1497.1,986.0,,-1074.9,236.0,-1184.9,-1696.0,,True,False,False,
Kansas,1786,547.3,2015.5,456.8,482.0,,-1238.7,229.5,-1329.2,-1304.0,,True,False,False,
Kentucky,2062,1563.6,2013.4,1535.2,888.0,,-498.4,-48.6,-526.8,-1174.0,,True,False,False,
Louisiana,6548,6064.9,7963.8,6181.2,6006.0,,-483.1,1415.8,-366.8,-542.0,,False,True,False,
Maine,227,176.6,126.1,197.0,135.0,,-50.4,-100.9,-30.0,-92.0,,False,True,False,
Maryland,4820,4528.7,4259.6,4772.3,3797.0,,-291.3,-560.4,-47.7,-1023.0,,False,True,False,
Massachusetts,10953,10535.9,8753.0,11338.8,8825.0,,-417.1,-2200.0,385.8,-2128.0,,False,True,False,
Michigan,10321,7398.6,8039.2,9109.3,7560.0,,-2922.4,-2281.8,-1211.7,-2761.0,,True,True,True,
Minnesota,3979,2395.1,2816.2,1783.6,2761.0,,-1583.9,-1162.8,-2195.4,-1218.0,,True,False,True,
Mississippi,3949,3459.9,3382.9,4275.0,2846.0,,-489.1,-566.1,326.0,-1103.0,,False,True,False,
Missouri,4276,2009.7,3038.9,1807.4,1414.0,,-2266.3,-1237.1,-2468.6,-2862.0,,True,False,False,
Montana,734,195.9,1250.7,585.1,160.0,,-538.1,516.7,-148.9,-574.0,,True,True,False,
Nebraska,1194,618.7,558.3,307.2,425.0,,-575.3,-635.7,-886.8,-769.0,,False,False,False,
Nevada,2301,1719.3,4561.7,2585.0,1636.0,,-581.7,2260.7,284.0,-665.0,,False,True,False,
New Hampshire,559,537.0,452.3,474.5,408.0,,-22.0,-106.7,-84.5,-151.0,,False,False,False,
New Jersey,17306,19300.1,17068.4,19971.3,16224.0,,1994.1,-237.6,2665.3,-1082.0,,True,False,True,
New Mexico,1738,1087.3,1173.1,1369.8,957.0,,-650.7,-564.9,-368.2,-781.0,,True,True,False,
New York,34900,35374.3,33468.4,36954.2,33418.0,,495.3,-1410.6,2075.2,-1461.0,,False,False,False,
North Carolina,5516,4233.4,4545.1,2612.9,3451.0,,-1282.6,-970.9,-2903.1,-2065.0,,True,False,False,
North Dakota,1013,191.3,525.5,535.1,121.0,,-821.7,-487.5,-477.9,-892.0,,True,True,False,
Ohio,6946,5477.4,6046.3,5197.3,4341.0,,-1468.6,-899.7,-1748.7,-2605.0,,True,False,False,
Oklahoma,1874,1026.9,2346.9,1571.8,1572.0,,-847.1,472.9,-302.2,-302.0,,True,True,True,
Oregon,1027,776.3,900.4,1008.9,470.0,,-250.7,-126.6,-18.1,-557.0,,True,True,False,
Pennsylvania,11191,9365.1,9347.3,9143.3,7783.0,,-1825.9,-1843.7,-2047.7,-3408.0,,False,False,False,
Rhode Island,1413,1268.0,1337.3,1049.5,1192.0,,-144.0,-74.7,-362.5,-220.0,,True,False,False,
South Carolina,4517,5007.3,5115.5,4824.3,2664.0,,490.3,598.5,307.3,-1853.0,,False,True,False,
South Dakota,1091,296.7,177.6,315.3,293.0,,-794.3,-913.4,-775.7,-798.0,,False,True,False,
Tennessee,4905,2868.4,5452.8,2164.4,2409.0,,-2036.6,547.8,-2740.6,-2496.0,,True,False,False,
Texas,23055,19818.3,26344.5,21714.3,26110.0,33126.0,-2556.7,3969.5,-660.7,3735.0,10751.0,False,True,False,False
Utah,939,799.0,1005.7,2005.8,627.0,,-140.0,66.7,1066.8,-312.0,,True,False,False,
Vermont,79,56.0,60.9,56.5,56.0,,-23.0,-18.1,-22.5,-23.0,,True,True,False,
Virginia,4197,3238.3,4004.1,7867.0,2348.0,,-958.7,-192.9,3670.0,-1849.0,,True,False,False,
Washington,2925,1625.7,3114.8,5434.6,1886.0,,-1299.3,189.8,2509.6,-1039.0,,True,False,True,
West Virginia,829,179.4,1263.9,124.5,133.0,,-649.6,434.9,-704.5,-696.0,,True,False,False,
Wisconsin,3934,1320.6,2897.5,1044.2,1129.0,,-2571.4,-994.5,-2847.8,-2763.0,,True,False,False,
Wyoming,266,104.4,183.2,21.5,35.0,,-161.6,-82.8,-244.5,-231.0,,True,False,False,
US,281186,246352.7,298861.7,261074.3,219552.0,314469.0,-34089.3,18419.7,-19367.7,-60890.0,34027.0,True,True,False,True
