,count,mean,median,std,min,25%,75%,max
UChicagoCHATTOPADHYAY-UnIT,51,82251316.0,11662225.0,138488704.1,907.8,2321677.2,106403906.4,611849907.4
LNQ-ens1,51,151206763.9,12537577.7,460828969.1,26.7,1004914.8,68047016.9,2851194426.9
OliverWyman-Navigator,51,161837480.1,21678336.0,363702458.0,8464.0,2019938.0,204446905.0,2194547716.0
LANL-GrowthRate,51,171350139.0,27672860.2,463619790.3,11025.0,5405601.6,83247782.5,2674751524.0
RobertWalraven-ESG,51,175248455.8,27806638.2,480135770.0,31481.4,1453397.8,171104677.3,3171531277.3
Karlen-pypm,51,180362934.4,19359120.0,481542780.9,75790.1,6212588.5,119518969.8,3098135788.8
CU-select,51,188550853.5,44796249.0,350697574.7,529984.0,12024104.5,223347392.5,2127884641.0
DDS-NBDS,51,213021265.7,18010157.6,566512181.1,8219.9,2388914.6,124304205.5,3214356384.4
BPagano-RtDriven,51,255947749.4,73571790.8,614142704.3,7361.6,20780578.9,227569914.0,4075966954.9
Google_Harvard-CPF,51,285991207.2,84763094.7,433315233.8,1572.5,8995147.1,373122569.3,2153221007.9
MSRA-DeepST,47,343653776.2,41791308.2,848667919.6,519.5,2112053.2,207948195.6,3752305488.5
UMich-RidgeTfReg,50,381612960.9,45637113.6,866091430.7,20915.5,8348283.1,278830639.0,3865912761.3
COVIDhub-ensemble,51,381883328.1,100480576.0,762885155.7,784.0,17282330.0,400144720.0,4289464036.0
JHU_CSSE-DECOM,51,382328837.4,75064896.0,835500550.6,85264.0,11164032.5,386477436.5,4342019236.0
USC-SI_kJalpha_RF,51,420087150.8,47328541.1,1189629079.6,1138.1,4546440.7,269118350.0,6270784530.3
IQVIA_ACOE-STAN,49,445521343.9,103266244.0,827951381.7,116194.8,16045913.0,411133477.0,4351908961.0
JHU_UNC_GAS-StatMechPool,51,452420439.1,94741022.2,944023344.5,3782.2,23868093.1,429820215.6,5131644860.2
COVIDhub-baseline,51,457817123.5,129117769.0,827171827.0,34596.0,19504553.0,502328020.0,4394496681.0
CEID-Walk,51,457912280.5,127848045.5,824458084.7,23161.8,18802715.0,539496907.2,4297025241.8
JHUAPL-Bucky,51,459365914.9,111778358.0,967730159.2,317.0,9293858.0,402649052.2,5680685587.1
JCB-PRM,51,460333864.6,88417110.7,847532608.5,313.9,14329402.5,468996743.3,4558909645.6
USC-SI_kJalpha,51,463894458.0,111534721.0,750591342.5,2025.0,32495041.0,585897846.5,3716853156.0
IowaStateLW-STEM,49,549570739.1,124344801.0,1104982248.8,116194.8,14754962.5,438664788.5,6199672644.0
Covid19Sim-Simulator,51,570775049.8,166979276.1,1015284728.7,4920.9,30450697.4,669524233.1,5262277870.6
UCSB-ACTS,51,629012500.6,136283142.4,1149431406.6,70233.5,7557254.2,765551312.5,5269516231.2
UCLA-SuEIR,51,817064111.1,138137565.0,1598175759.7,49924.8,45496057.5,771002555.6,7280210352.6
TTU-squider,51,1476319140.0,197780400.9,3213008200.1,86373.1,25596731.3,981443067.1,16147356720.1
CovidAnalytics-DELPHI,51,1594573138.7,414692496.0,3318603124.0,180625.0,55563974.5,1292146310.5,15799735809.0
