,count,mean,median,std,min,25%,75%,max
UChicagoCHATTOPADHYAY-UnIT,3093,162.1,50.6,517.7,0.0,18.0,132.8,17430.2
LNQ-ens1,3140,177.3,54.9,568.0,0.0,19.4,149.6,18843.8
OliverWyman-Navigator,3026,181.9,55.0,519.1,0.0,19.0,151.0,11606.0
LANL-GrowthRate,3093,208.5,68.0,618.8,0.0,25.0,174.0,15961.5
CU-select,3082,212.0,75.0,538.9,0.0,30.0,184.0,12112.0
COVIDhub-ensemble,3141,245.0,65.0,727.1,0.0,21.0,182.0,18655.0
CEID-Walk,3141,259.3,67.7,724.0,0.0,22.3,196.6,16660.4
COVIDhub-baseline,3141,259.5,68.0,730.9,0.0,22.0,196.0,17329.0
IowaStateLW-STEM,3103,300.8,71.0,927.7,0.0,24.0,218.0,24979.0
JHUAPL-Bucky,3141,305.7,69.4,1060.6,0.0,23.5,209.3,28420.7
Google_Harvard-CPF,3140,326.9,127.3,820.9,0.0,46.3,331.7,26035.3
USC-SI_kJalpha,3112,332.6,91.0,986.9,0.0,29.0,259.0,20551.0
PandemicCentral-USCounty,2967,421.1,108.0,1249.0,0.0,35.0,325.0,29175.0
UVA-Ensemble,3076,440.6,77.0,2419.9,0.0,24.5,239.9,104228.9
