,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
48123,159,240.0,0.0,,,,,62.0,,202.4,33.2,1.1,0.0,,,133.0,81.0,-159.0,,,,,-97.0,,43.4,-125.8,-157.9,-159.0,,,-26.0,False,,,,,False,,True,False,False,False,,,True
48125,37,0.0,0.0,,,,,24.0,,0.2,3.4,2.1,,,,0.0,-37.0,-37.0,,,,,-13.0,,-36.8,-33.6,-34.9,,,,-37.0,False,,,,,True,,True,True,True,,,,False
48127,105,48.0,0.0,,,,,23.0,,50.5,43.7,2.3,0.0,,,7.0,-57.0,-105.0,,,,,-82.0,,-54.5,-61.3,-102.7,-105.0,,,-98.0,False,,,,,False,,True,False,False,False,,,False
48129,114,54.0,,,,,,30.0,,38.8,2.7,2.0,,,,32.0,-60.0,,,,,,-84.0,,-75.2,-111.3,-112.0,,,,-82.0,,,,,,False,,False,False,False,,,,False
48131,138,72.0,50.0,,,,,53.0,,72.0,29.8,3.8,0.0,,,51.0,-66.0,-88.0,,,,,-85.0,,-66.0,-108.2,-134.2,-138.0,,,-87.0,False,,,,,False,,False,False,False,False,,,False
48133,264,96.0,82.0,,,,,67.0,,158.6,39.1,13.7,101.5,,,53.0,-168.0,-182.0,,,,,-197.0,,-105.4,-224.9,-250.3,-162.5,,,-211.0,False,,,,,False,,True,False,False,True,,,False
48135,2931,1860.0,3637.0,,,,,2593.0,,1856.8,1043.7,705.2,17.7,895.3,,663.0,-1071.0,706.0,,,,,-338.0,,-1074.2,-1887.3,-2225.8,-2913.3,-2035.7,,-2268.0,True,,,,,True,,False,False,False,False,False,,False
48137,27,0.0,0.0,,,,,18.0,,5.1,2.5,,,,,0.0,-27.0,-27.0,,,,,-9.0,,-21.9,-24.4,,,,,-27.0,False,,,,,True,,True,True,,,,,False
48139,2296,552.0,162.0,,,,,1271.0,,515.6,712.5,88.1,302.3,423.1,,299.0,-1744.0,-2134.0,,,,,-1025.0,,-1780.4,-1583.5,-2207.9,-1993.7,-1872.9,,-1997.0,False,,,,,True,,False,True,False,False,False,,False
48141,52338,16482.0,30721.0,,,,,11537.0,,11231.4,5532.5,10479.0,8691.5,23388.1,,9095.0,-35856.0,-21617.0,,,,,-40801.0,,-41106.6,-46805.5,-41859.0,-43646.5,-28949.9,,-43243.0,True,,,,,False,,False,False,False,False,True,,False
48143,857,156.0,153.0,,,,,270.0,,200.7,118.9,15.1,2.5,,,64.0,-701.0,-704.0,,,,,-587.0,,-656.3,-738.1,-841.9,-854.5,,,-793.0,False,,,,,True,,True,False,False,False,,,False
48145,222,1710.0,2160.0,,,,,173.0,,3976.3,80.2,85.4,45.0,,,0.0,1488.0,1938.0,,,,,-49.0,,3754.3,-141.8,-136.6,-177.0,,,-222.0,False,,,,,True,,False,True,True,True,,,True
48147,362,60.0,0.0,,,,,309.0,,108.6,165.2,4.6,26.0,,,56.0,-302.0,-362.0,,,,,-53.0,,-253.4,-196.8,-357.4,-336.0,,,-306.0,False,,,,,True,,True,True,False,False,,,False
48149,189,90.0,3.0,,,,,106.0,,106.6,33.6,16.5,34.1,,,83.0,-99.0,-186.0,,,,,-83.0,,-82.4,-155.4,-172.5,-154.9,,,-106.0,False,,,,,True,,True,False,False,False,,,False
48151,72,42.0,0.0,,,,,22.0,,43.3,12.2,2.8,,,,125.0,-30.0,-72.0,,,,,-50.0,,-28.7,-59.8,-69.2,,,,53.0,False,,,,,False,,True,False,False,,,,False
48153,252,24.0,0.0,,,,,34.0,,23.5,14.3,2.0,0.0,,,17.0,-228.0,-252.0,,,,,-218.0,,-228.5,-237.7,-250.0,-252.0,,,-235.0,False,,,,,True,,False,False,False,False,,,False
48155,27,6.0,0.0,,,,,16.0,,4.0,8.6,,,,,16.0,-21.0,-27.0,,,,,-11.0,,-23.0,-18.4,,,,,-11.0,False,,,,,True,,False,True,,,,,True
48157,3584,1662.0,1747.0,,,,,2379.0,,1144.3,4175.2,1409.7,253.0,1495.3,,696.0,-1922.0,-1837.0,,,,,-1205.0,,-2439.7,591.2,-2174.3,-3331.0,-2088.7,,-2888.0,True,,,,,True,,False,True,False,False,False,,False
48159,161,162.0,197.0,,,,,77.0,,192.0,60.8,58.2,28.3,,,1065.0,1.0,36.0,,,,,-84.0,,31.0,-100.2,-102.8,-132.7,,,904.0,False,,,,,False,,False,False,False,False,,,False
48161,226,54.0,0.0,,,,,164.0,,89.0,57.5,11.9,0.0,,,49.0,-172.0,-226.0,,,,,-62.0,,-137.0,-168.5,-214.1,-226.0,,,-177.0,False,,,,,True,,True,True,False,False,,,False
48163,220,66.0,10.0,,,,,102.0,,82.3,62.1,0.4,0.0,,,6.0,-154.0,-210.0,,,,,-118.0,,-137.7,-157.9,-219.6,-220.0,,,-214.0,False,,,,,True,,True,False,False,False,,,False
48165,458,252.0,245.0,,,,,518.0,,326.7,72.4,63.0,198.9,,,140.0,-206.0,-213.0,,,,,60.0,,-131.3,-385.6,-395.0,-259.1,,,-318.0,False,,,,,True,,True,False,False,False,,,False
48167,2758,864.0,630.0,,,,,1300.0,,706.9,1596.9,644.3,48.1,545.3,,669.0,-1894.0,-2128.0,,,,,-1458.0,,-2051.1,-1161.1,-2113.7,-2709.9,-2212.7,,-2089.0,False,,,,,True,,False,True,False,False,False,,False
48169,94,24.0,0.0,,,,,48.0,,21.7,11.9,8.6,0.0,,,73.0,-70.0,-94.0,,,,,-46.0,,-72.3,-82.1,-85.4,-94.0,,,-21.0,False,,,,,True,,False,False,False,False,,,True
48171,239,84.0,0.0,,,,,169.0,,111.2,90.1,82.3,188.3,,,14.0,-155.0,-239.0,,,,,-70.0,,-127.8,-148.9,-156.7,-50.7,,,-225.0,False,,,,,True,,True,True,False,True,,,False
48173,59,6.0,0.0,,,,,13.0,,3.0,0.5,0.2,,,,0.0,-53.0,-59.0,,,,,-46.0,,-56.0,-58.5,-58.8,,,,-59.0,False,,,,,True,,False,False,False,,,,False
48175,79,6.0,0.0,,,,,22.0,,1.8,11.6,0.0,0.0,,,1.0,-73.0,-79.0,,,,,-57.0,,-77.2,-67.4,-79.0,-79.0,,,-78.0,False,,,,,True,,False,True,False,False,,,False
48177,179,60.0,42.0,,,,,89.0,,65.4,59.4,0.1,0.1,61.4,,0.0,-119.0,-137.0,,,,,-90.0,,-113.6,-119.6,-178.9,-178.9,-117.6,,-179.0,False,,,,,True,,True,False,False,False,True,,False
48179,904,168.0,155.0,,,,,674.0,,182.8,140.0,39.4,1.7,,,209.0,-736.0,-749.0,,,,,-230.0,,-721.2,-764.0,-864.6,-902.3,,,-695.0,False,,,,,True,,True,False,False,False,,,True
48181,1803,924.0,1877.0,,,,,1255.0,,655.3,364.2,834.3,515.9,488.9,,1394.0,-879.0,74.0,,,,,-548.0,,-1147.7,-1438.8,-968.7,-1287.1,-1314.1,,-409.0,True,,,,,True,,False,False,False,False,False,,True
48183,2335,330.0,151.0,,,,,872.0,,324.0,679.4,43.4,340.7,212.4,,225.0,-2005.0,-2184.0,,,,,-1463.0,,-2011.0,-1655.6,-2291.6,-1994.3,-2122.6,,-2110.0,False,,,,,True,,False,True,False,True,False,,False
48185,284,144.0,67.0,,,,,194.0,,128.9,131.8,6.4,2.8,144.1,,221.0,-140.0,-217.0,,,,,-90.0,,-155.1,-152.2,-277.6,-281.2,-139.9,,-63.0,False,,,,,True,,False,False,False,False,True,,True
48187,1016,516.0,976.0,,,,,614.0,,484.4,645.9,1.4,604.6,321.7,,57.0,-500.0,-40.0,,,,,-402.0,,-531.6,-370.1,-1014.6,-411.4,-694.3,,-959.0,True,,,,,True,,False,True,False,True,False,,False
48189,1702,600.0,474.0,,,,,409.0,,524.5,177.6,187.5,2.3,490.5,,530.0,-1102.0,-1228.0,,,,,-1293.0,,-1177.5,-1524.4,-1514.5,-1699.7,-1211.5,,-1172.0,False,,,,,False,,False,False,False,False,False,,False
48191,61,0.0,0.0,,,,,33.0,,0.8,7.6,0.9,,,,1.0,-61.0,-61.0,,,,,-28.0,,-60.2,-53.4,-60.1,,,,-60.0,False,,,,,True,,True,True,True,,,,True
48193,126,96.0,45.0,,,,,60.0,,101.8,25.7,34.8,1.4,,,56.0,-30.0,-81.0,,,,,-66.0,,-24.2,-100.3,-91.2,-124.6,,,-70.0,False,,,,,False,,True,False,False,False,,,False
48195,173,216.0,85.0,,,,,62.0,,368.9,24.2,46.1,81.0,,,126.0,43.0,-88.0,,,,,-111.0,,195.9,-148.8,-126.9,-92.0,,,-47.0,False,,,,,False,,False,False,False,False,,,False
48197,77,90.0,0.0,,,,,23.0,,146.9,12.4,0.9,,,,123.0,13.0,-77.0,,,,,-54.0,,69.9,-64.6,-76.1,,,,46.0,False,,,,,False,,False,False,False,,,,False
48199,929,108.0,43.0,,,,,406.0,,112.0,317.1,42.7,95.4,81.8,,48.0,-821.0,-886.0,,,,,-523.0,,-817.0,-612.0,-886.3,-833.6,-847.2,,-881.0,False,,,,,True,,True,True,False,False,False,,False
48201,30735,19968.0,6178.0,,,,,25849.0,,15537.1,25628.4,10979.9,6277.1,9979.9,,13984.0,-10767.0,-24557.0,,,,,-4886.0,,-15197.9,-5106.6,-19755.1,-24457.9,-20755.1,,-16751.0,False,,,,,True,,False,True,False,False,False,,False
48203,763,180.0,240.0,,,,,428.0,,198.0,375.0,25.1,102.2,,,207.0,-583.0,-523.0,,,,,-335.0,,-565.0,-388.0,-737.9,-660.8,,,-556.0,True,,,,,True,,True,True,False,False,,,True
48205,59,78.0,0.0,,,,,119.0,,45.9,18.0,25.0,0.0,,,30.0,19.0,-59.0,,,,,60.0,,-13.1,-41.0,-34.0,-59.0,,,-29.0,False,,,,,False,,True,False,False,False,,,False
48207,77,12.0,0.0,,,,,32.0,,15.0,21.9,1.8,,,,11.0,-65.0,-77.0,,,,,-45.0,,-62.0,-55.1,-75.2,,,,-66.0,False,,,,,True,,True,True,False,,,,False
48209,1326,516.0,353.0,,,,,1072.0,,439.8,877.3,215.1,169.6,218.9,,267.0,-810.0,-973.0,,,,,-254.0,,-886.2,-448.7,-1110.9,-1156.4,-1107.1,,-1059.0,False,,,,,True,,False,True,False,False,False,,False
48211,145,84.0,0.0,,,,,62.0,,123.5,15.1,11.5,,,,117.0,-61.0,-145.0,,,,,-83.0,,-21.5,-129.9,-133.5,,,,-28.0,False,,,,,False,,True,False,False,,,,True
48213,1249,432.0,933.0,,,,,741.0,,456.0,493.3,149.8,214.8,302.5,,146.0,-817.0,-316.0,,,,,-508.0,,-793.0,-755.7,-1099.2,-1034.2,-946.5,,-1103.0,True,,,,,True,,True,True,False,False,False,,False
48215,6733,5676.0,4583.0,,,,,6979.0,,3837.6,4764.8,2176.7,19.4,3558.2,,4343.0,-1057.0,-2150.0,,,,,246.0,,-2895.4,-1968.2,-4556.3,-6713.6,-3174.8,,-2390.0,False,,,,,True,,False,False,False,False,False,,False
48217,591,120.0,31.0,,,,,223.0,,138.2,169.5,30.5,50.0,,,53.0,-471.0,-560.0,,,,,-368.0,,-452.8,-421.5,-560.5,-541.0,,,-538.0,False,,,,,True,,True,True,False,False,,,False
48219,956,258.0,297.0,,,,,116.0,,222.5,55.1,104.5,91.1,,,17.0,-698.0,-659.0,,,,,-840.0,,-733.5,-900.9,-851.5,-864.9,,,-939.0,True,,,,,False,,False,False,False,False,,,False
48221,793,192.0,136.0,,,,,297.0,,254.1,218.5,36.2,296.3,85.9,,187.0,-601.0,-657.0,,,,,-496.0,,-538.9,-574.5,-756.8,-496.7,-707.1,,-606.0,False,,,,,True,,True,True,False,True,False,,False
48223,1116,228.0,474.0,,,,,323.0,,290.0,187.4,60.0,192.9,,,206.0,-888.0,-642.0,,,,,-793.0,,-826.0,-928.6,-1056.0,-923.1,,,-910.0,True,,,,,True,,True,False,False,False,,,False
48225,447,18.0,0.0,,,,,165.0,,62.3,81.4,1.2,0.0,,,51.0,-429.0,-447.0,,,,,-282.0,,-384.7,-365.6,-445.8,-447.0,,,-396.0,False,,,,,True,,True,True,False,False,,,True
48227,1722,402.0,85.0,,,,,452.0,,556.1,250.6,159.8,0.0,,,320.0,-1320.0,-1637.0,,,,,-1270.0,,-1165.9,-1471.4,-1562.2,-1722.0,,,-1402.0,False,,,,,True,,True,False,False,False,,,False
48229,119,18.0,0.0,,,,,72.0,,52.5,16.9,5.1,,,,83.0,-101.0,-119.0,,,,,-47.0,,-66.5,-102.1,-113.9,,,,-36.0,False,,,,,True,,True,False,False,,,,True
48231,834,468.0,584.0,,,,,930.0,,350.6,445.1,79.7,221.0,231.9,,387.0,-366.0,-250.0,,,,,96.0,,-483.4,-388.9,-754.3,-613.0,-602.1,,-447.0,True,,,,,True,,False,False,False,False,False,,False
48233,509,162.0,204.0,,,,,429.0,,203.4,148.9,31.4,77.4,,,42.0,-347.0,-305.0,,,,,-80.0,,-305.6,-360.1,-477.6,-431.6,,,-467.0,True,,,,,True,,True,False,False,False,,,False
48235,25,6.0,0.0,,,,,18.0,,12.1,2.0,0.2,,,,60.0,-19.0,-25.0,,,,,-7.0,,-12.9,-23.0,-24.8,,,,35.0,False,,,,,True,,True,False,False,,,,False
48237,99,18.0,0.0,,,,,35.0,,21.7,29.8,0.0,0.0,,,3.0,-81.0,-99.0,,,,,-64.0,,-77.3,-69.2,-99.0,-99.0,,,-96.0,False,,,,,True,,True,True,False,False,,,False
48239,166,72.0,0.0,,,,,27.0,,108.3,40.4,272.9,0.0,,,21.0,-94.0,-166.0,,,,,-139.0,,-57.7,-125.6,106.9,-166.0,,,-145.0,False,,,,,False,,True,False,False,False,,,False
48241,445,102.0,165.0,,,,,319.0,,116.8,204.7,3.1,111.1,,,87.0,-343.0,-280.0,,,,,-126.0,,-328.2,-240.3,-441.9,-333.9,,,-358.0,True,,,,,True,,True,True,False,True,,,False
48243,35,0.0,0.0,,,,,6.0,,0.6,1.3,,,,,0.0,-35.0,-35.0,,,,,-29.0,,-34.4,-33.7,,,,,-35.0,False,,,,,True,,True,True,,,,,False
48245,2029,1140.0,1392.0,,,,,1504.0,,1000.0,1913.9,490.2,37.3,663.7,,827.0,-889.0,-637.0,,,,,-525.0,,-1029.0,-115.1,-1538.8,-1991.7,-1365.3,,-1202.0,True,,,,,True,,False,True,False,False,False,,False
48247,65,222.0,0.0,,,,,49.0,,155.3,17.6,46.6,4.6,,,19.0,157.0,-65.0,,,,,-16.0,,90.3,-47.4,-18.4,-60.4,,,-46.0,True,,,,,True,,True,True,True,True,,,True
48249,462,186.0,83.0,,,,,164.0,,177.8,145.3,56.8,0.0,85.5,,328.0,-276.0,-379.0,,,,,-298.0,,-284.2,-316.7,-405.2,-462.0,-376.5,,-134.0,False,,,,,False,,False,False,False,False,False,,True
48251,2127,648.0,266.0,,,,,1144.0,,663.6,923.4,107.7,503.2,366.2,,365.0,-1479.0,-1861.0,,,,,-983.0,,-1463.4,-1203.6,-2019.3,-1623.8,-1760.8,,-1762.0,False,,,,,True,,True,True,False,False,False,,False
48253,1219,0.0,2.0,,,,,130.0,,97.4,8.8,0.6,0.1,,,1.0,-1219.0,-1217.0,,,,,-1089.0,,-1121.6,-1210.2,-1218.4,-1218.9,,,-1218.0,True,,,,,True,,True,True,True,True,,,True
48255,91,0.0,0.0,,,,,72.0,,49.3,24.6,224.4,0.0,,,5.0,-91.0,-91.0,,,,,-19.0,,-41.7,-66.4,133.4,-91.0,,,-86.0,False,,,,,True,,True,True,False,True,,,True
48257,1627,378.0,115.0,,,,,965.0,,327.7,846.0,53.7,150.5,251.9,,144.0,-1249.0,-1512.0,,,,,-662.0,,-1299.3,-781.0,-1573.3,-1476.5,-1375.1,,-1483.0,False,,,,,True,,False,True,False,False,False,,False
48259,431,174.0,602.0,,,,,241.0,,224.7,168.3,63.6,299.3,,,50.0,-257.0,171.0,,,,,-190.0,,-206.3,-262.7,-367.4,-131.7,,,-381.0,True,,,,,True,,True,False,False,True,,,False
48261,8,0.0,0.0,,,,,9.0,,15.8,0.1,,,,,0.0,-8.0,-8.0,,,,,1.0,,7.8,-7.9,,,,,-8.0,False,,,,,True,,True,True,,,,,False
48263,22,0.0,0.0,,,,,10.0,,1.2,2.2,,,,,0.0,-22.0,-22.0,,,,,-12.0,,-20.8,-19.8,,,,,-22.0,False,,,,,True,,True,True,,,,,False
48265,440,228.0,541.0,,,,,352.0,,204.5,208.1,41.3,446.6,,,50.0,-212.0,101.0,,,,,-88.0,,-235.5,-231.9,-398.7,6.6,,,-390.0,True,,,,,True,,False,False,False,True,,,False
48267,74,18.0,0.0,,,,,24.0,,9.8,1.9,0.6,,,,173.0,-56.0,-74.0,,,,,-50.0,,-64.2,-72.1,-73.4,,,,99.0,False,,,,,True,,False,False,False,,,,False
48269,1,0.0,0.0,,,,,10.0,,0.2,0.0,,,,,,-1.0,-1.0,,,,,9.0,,-0.8,-1.0,,,,,,False,,,,,False,,True,False,,,,,
48271,27,72.0,,,,,,11.0,,111.4,16.4,2.2,,,,63.0,45.0,,,,,,-16.0,,84.4,-10.6,-24.8,,,,36.0,,,,,,True,,False,True,True,,,,True
48273,220,60.0,6.0,,,,,95.0,,72.6,87.0,12.8,0.0,41.2,,63.0,-160.0,-214.0,,,,,-125.0,,-147.4,-132.9,-207.2,-220.0,-178.8,,-157.0,False,,,,,True,,True,True,False,False,False,,True
48275,24,30.0,6.0,,,,,25.0,,34.5,14.1,2.9,0.0,,,14.0,6.0,-18.0,,,,,1.0,,10.5,-9.9,-21.1,-24.0,,,-10.0,False,,,,,True,,False,False,False,False,,,False
48277,1065,696.0,591.0,,,,,536.0,,719.1,304.6,554.0,1.7,271.6,,550.0,-369.0,-474.0,,,,,-529.0,,-345.9,-760.4,-511.0,-1063.3,-793.4,,-515.0,False,,,,,False,,True,False,False,False,False,,False
48279,759,168.0,42.0,,,,,119.0,,66.3,52.0,99.6,0.0,,,79.0,-591.0,-717.0,,,,,-640.0,,-692.7,-707.0,-659.4,-759.0,,,-680.0,False,,,,,False,,False,False,False,False,,,False
48281,131,132.0,116.0,,,,,168.0,,145.6,61.1,9.6,137.2,,,71.0,1.0,-15.0,,,,,37.0,,14.6,-69.9,-121.4,6.2,,,-60.0,False,,,,,False,,False,False,False,False,,,False
48283,62,60.0,42.0,,,,,39.0,,67.7,8.7,3.1,0.0,,,1.0,-2.0,-20.0,,,,,-23.0,,5.7,-53.3,-58.9,-62.0,,,-61.0,False,,,,,False,,False,False,False,False,,,False
48285,400,186.0,39.0,,,,,67.0,,174.3,84.3,4.3,0.7,207.8,,24.0,-214.0,-361.0,,,,,-333.0,,-225.7,-315.7,-395.7,-399.3,-192.2,,-376.0,False,,,,,False,,False,False,False,False,True,,False
48287,314,24.0,0.0,,,,,84.0,,53.3,66.3,2.6,48.2,,,3.0,-290.0,-314.0,,,,,-230.0,,-260.7,-247.7,-311.4,-265.8,,,-311.0,False,,,,,True,,True,True,False,True,,,False
48289,247,150.0,169.0,,,,,91.0,,195.8,76.9,33.4,63.0,,,278.0,-97.0,-78.0,,,,,-156.0,,-51.2,-170.1,-213.6,-184.0,,,31.0,True,,,,,False,,True,False,False,False,,,True
48291,851,222.0,133.0,,,,,505.0,,226.6,265.2,10.0,0.3,184.5,,397.0,-629.0,-718.0,,,,,-346.0,,-624.4,-585.8,-841.0,-850.7,-666.5,,-454.0,False,,,,,True,,True,True,False,False,False,,True
48293,300,180.0,103.0,,,,,176.0,,178.8,70.0,76.1,0.1,,,262.0,-120.0,-197.0,,,,,-124.0,,-121.2,-230.0,-223.9,-299.9,,,-38.0,False,,,,,False,,False,False,False,False,,,True
48295,80,108.0,39.0,,,,,27.0,,228.4,8.9,2.6,,,,131.0,28.0,-41.0,,,,,-53.0,,148.4,-71.1,-77.4,,,,51.0,False,,,,,False,,False,False,False,,,,False
48297,126,0.0,0.0,,,,,46.0,,2.0,10.2,0.8,0.0,,,0.0,-126.0,-126.0,,,,,-80.0,,-124.0,-115.8,-125.2,-126.0,,,-126.0,False,,,,,True,,True,True,True,False,,,False
48299,147,66.0,66.0,,,,,197.0,,115.9,127.5,11.6,76.7,,,116.0,-81.0,-81.0,,,,,50.0,,-31.1,-19.5,-135.4,-70.3,,,-31.0,False,,,,,True,,True,True,False,True,,,True
48301,2,0.0,0.0,,,,,4.0,,2.0,0.0,,,,,,-2.0,-2.0,,,,,2.0,,0.0,-2.0,,,,,,False,,,,,False,,True,False,,,,,
48303,14619,6702.0,4623.0,,,,,4968.0,,5112.0,4661.4,7116.9,4905.0,2018.5,,4109.0,-7917.0,-9996.0,,,,,-9651.0,,-9507.0,-9957.6,-7502.1,-9714.0,-12600.5,,-10510.0,False,,,,,False,,False,False,True,False,False,,False
48305,198,36.0,0.0,,,,,53.0,,45.1,20.1,4.9,30.6,,,32.0,-162.0,-198.0,,,,,-145.0,,-152.9,-177.9,-193.1,-167.4,,,-166.0,False,,,,,True,,True,False,False,False,,,False
48307,148,36.0,7.0,,,,,74.0,,42.0,27.3,2.5,0.0,,,34.0,-112.0,-141.0,,,,,-74.0,,-106.0,-120.7,-145.5,-148.0,,,-114.0,False,,,,,True,,True,False,False,False,,,False
48309,4277,3270.0,4129.0,,,,,2119.0,,2771.9,1223.6,2104.5,46.6,1572.9,,3233.0,-1007.0,-148.0,,,,,-2158.0,,-1505.1,-3053.4,-2172.5,-4230.4,-2704.1,,-1044.0,True,,,,,False,,False,False,False,False,False,,False
48311,5,0.0,0.0,,,,,12.0,,3.8,0.9,,,,,0.0,-5.0,-5.0,,,,,7.0,,-1.2,-4.1,,,,,-5.0,False,,,,,False,,True,True,,,,,False
48313,215,42.0,0.0,,,,,103.0,,49.5,57.3,3.8,0.2,,,94.0,-173.0,-215.0,,,,,-112.0,,-165.5,-157.7,-211.2,-214.8,,,-121.0,False,,,,,True,,True,True,False,False,,,True
48315,48,36.0,,,,,,73.0,,34.0,18.5,1.4,4.5,,,235.0,-12.0,,,,,,25.0,,-14.0,-29.5,-46.6,-43.5,,,187.0,,,,,,False,,False,False,False,False,,,False
48317,206,12.0,0.0,,,,,63.0,,12.2,13.7,7.5,,,,104.0,-194.0,-206.0,,,,,-143.0,,-193.8,-192.3,-198.5,,,,-102.0,False,,,,,True,,True,True,False,,,,True
48319,72,0.0,0.0,,,,,22.0,,0.9,1.4,2.0,,,,4.0,-72.0,-72.0,,,,,-50.0,,-71.1,-70.6,-70.0,,,,-68.0,False,,,,,True,,True,True,True,,,,True
48321,190,156.0,114.0,,,,,47.0,,118.3,74.0,42.6,0.1,66.2,,193.0,-34.0,-76.0,,,,,-143.0,,-71.7,-116.0,-147.4,-189.9,-123.8,,3.0,False,,,,,False,,False,False,False,False,False,,True
48323,884,756.0,0.0,,,,,487.0,,552.7,71.4,0.3,2.1,740.1,,685.0,-128.0,-884.0,,,,,-397.0,,-331.3,-812.6,-883.7,-881.9,-143.9,,-199.0,False,,,,,False,,False,False,False,False,False,,False
48325,563,114.0,23.0,,,,,215.0,,116.5,151.3,5.3,1.1,155.5,,28.0,-449.0,-540.0,,,,,-348.0,,-446.5,-411.7,-557.7,-561.9,-407.5,,-535.0,False,,,,,True,,True,True,False,False,True,,False
48327,82,36.0,,,,,,23.0,,25.5,4.8,,,,,63.0,-46.0,,,,,,-59.0,,-56.5,-77.2,,,,,-19.0,,,,,,False,,False,False,,,,,True
48329,2400,1398.0,1305.0,,,,,3676.0,,1298.7,1225.2,853.4,273.8,728.6,,1967.0,-1002.0,-1095.0,,,,,1276.0,,-1101.3,-1174.8,-1546.6,-2126.2,-1671.4,,-433.0,False,,,,,False,,False,False,False,False,False,,True
48331,294,54.0,41.0,,,,,145.0,,94.1,85.2,5.3,27.7,,,37.0,-240.0,-253.0,,,,,-149.0,,-199.9,-208.8,-288.7,-266.3,,,-257.0,False,,,,,True,,True,True,False,False,,,False
48333,74,30.0,0.0,,,,,25.0,,27.7,22.9,2.1,,,,46.0,-44.0,-74.0,,,,,-49.0,,-46.3,-51.1,-71.9,,,,-28.0,False,,,,,False,,False,False,False,,,,True
48335,198,48.0,2.0,,,,,46.0,,72.4,53.5,24.2,18.6,,,109.0,-150.0,-196.0,,,,,-152.0,,-125.6,-144.5,-173.8,-179.4,,,-89.0,False,,,,,False,,True,True,False,False,,,True
48337,370,84.0,43.0,,,,,117.0,,121.6,45.1,26.9,76.4,,,87.0,-286.0,-327.0,,,,,-253.0,,-248.4,-324.9,-343.1,-293.6,,,-283.0,False,,,,,True,,True,False,False,False,,,True
48339,3813,4842.0,10166.0,,,,,3790.0,,4789.8,4238.9,2829.0,1460.1,2624.2,,9165.0,1029.0,6353.0,,,,,-23.0,,976.8,425.9,-984.0,-2352.9,-1188.8,,5352.0,False,,,,,True,,True,True,True,False,False,,False
48341,539,216.0,116.0,,,,,393.0,,187.8,139.4,18.5,6.8,122.4,,33.0,-323.0,-423.0,,,,,-146.0,,-351.2,-399.6,-520.5,-532.2,-416.6,,-506.0,False,,,,,True,,False,False,False,False,False,,False
48343,165,18.0,5.0,,,,,52.0,,52.0,34.3,0.4,9.1,,,7.0,-147.0,-160.0,,,,,-113.0,,-113.0,-130.7,-164.6,-155.9,,,-158.0,False,,,,,True,,True,True,False,False,,,False
48345,16,0.0,0.0,,,,,22.0,,0.4,0.7,0.2,,,,3.0,-16.0,-16.0,,,,,6.0,,-15.6,-15.3,-15.8,,,,-13.0,False,,,,,True,,True,True,True,,,,True
48347,592,240.0,187.0,,,,,525.0,,233.2,341.3,155.6,0.8,169.3,,107.0,-352.0,-405.0,,,,,-67.0,,-358.8,-250.7,-436.4,-591.2,-422.7,,-485.0,False,,,,,True,,False,True,False,False,False,,False
48349,1110,228.0,200.0,,,,,494.0,,198.2,207.4,36.3,2.7,122.3,,104.0,-882.0,-910.0,,,,,-616.0,,-911.8,-902.6,-1073.7,-1107.3,-987.7,,-1006.0,False,,,,,True,,False,False,False,False,False,,False
48351,113,30.0,0.0,,,,,134.0,,26.4,29.0,0.9,23.7,,,17.0,-83.0,-113.0,,,,,21.0,,-86.6,-84.0,-112.1,-89.3,,,-96.0,False,,,,,True,,False,False,False,False,,,False
48353,347,210.0,176.0,,,,,108.0,,271.0,122.9,219.0,130.3,,,180.0,-137.0,-171.0,,,,,-239.0,,-76.0,-224.1,-128.0,-216.7,,,-167.0,False,,,,,False,,True,False,True,False,,,False
48355,2347,564.0,226.0,,,,,1044.0,,559.3,897.5,198.4,3.3,1236.2,,667.0,-1783.0,-2121.0,,,,,-1303.0,,-1787.7,-1449.5,-2148.6,-2343.7,-1110.8,,-1680.0,False,,,,,True,,False,True,False,False,True,,True
