,predicted_cases,actual_cases,error,perc_error
Columbia_UNC-SurvCon,3484309.0,4828954,-1344645.0,-27.8%
JCB-PRM,2674894.4,4828954,-2154059.6,-44.6%
Covid19Sim-Simulator,2274115.0,4828954,-2554839.0,-52.9%
COVIDhub-baseline,2117766.0,4828954,-2711188.0,-56.1%
USC-SI_kJalpha,1911642.0,4828954,-2917312.0,-60.4%
IowaStateLW-STEM,1588041.0,4828954,-3240913.0,-67.1%
UCLA-SuEIR,1325465.9,4828954,-3503488.1,-72.6%
LANL-GrowthRate,1065729.3,4828954,-3763224.7,-77.9%
RobertWalraven-ESG,1023194.4,4828954,-3805759.6,-78.8%
