,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
04021,3702,1510.0,,2202.0,,,,,558.0,,1128.2,1111.3,,979.6,9.5,,876.2,1227.0,-2192.0,,-1500.0,,,,,-3144.0,,-2573.8,-2590.7,,-2722.4,-3692.5,,-2825.8,-2475.0,,True,,,,,False,,False,False,,False,False,,False,False
04023,583,185.0,,0.0,,,,,102.0,,103.5,47.9,,37.7,0.4,,85.9,0.0,-398.0,,-583.0,,,,,-481.0,,-479.5,-535.1,,-545.3,-582.6,,-497.1,-583.0,,False,,,,,False,,False,False,,False,False,,False,False
04025,1495,365.0,,380.0,,,,,445.0,,338.9,851.7,,215.9,316.8,,268.0,199.0,-1130.0,,-1115.0,,,,,-1050.0,,-1156.1,-643.3,,-1279.1,-1178.2,,-1227.0,-1296.0,,True,,,,,True,,False,True,,False,False,,False,False
04027,3117,1020.0,,932.0,,,,,241.0,,697.6,479.1,,200.7,1.8,,456.9,1560.0,-2097.0,,-2185.0,,,,,-2876.0,,-2419.4,-2637.9,,-2916.3,-3115.2,,-2660.1,-1557.0,,False,,,,,False,,False,False,,False,False,,False,True
05001,301,240.0,,438.0,,,,,191.0,,671.1,87.6,,72.6,142.2,,,25.0,-61.0,,137.0,,,,,-110.0,,370.1,-213.4,,-228.4,-158.8,,,-276.0,,False,,,,,False,,False,False,,False,False,,,False
05003,231,135.0,,0.0,,,,,147.0,,148.6,57.9,,36.2,0.4,,,229.0,-96.0,,-231.0,,,,,-84.0,,-82.4,-173.1,,-194.8,-230.6,,,-2.0,,False,,,,,True,,True,False,,False,False,,,True
05005,709,365.0,,384.0,,,,,532.0,,563.5,178.8,,227.8,140.1,,,295.0,-344.0,,-325.0,,,,,-177.0,,-145.5,-530.2,,-481.2,-568.9,,,-414.0,,True,,,,,True,,True,False,,False,False,,,False
05007,3460,1940.0,,2807.0,,,,,2637.0,,1488.4,850.2,,895.6,111.9,,1320.0,1866.0,-1520.0,,-653.0,,,,,-823.0,,-1971.6,-2609.8,,-2564.4,-3348.1,,-2140.0,-1594.0,,True,,,,,True,,False,False,,False,False,,False,False
05009,609,380.0,,239.0,,,,,649.0,,359.4,197.7,,214.1,0.3,,,565.0,-229.0,,-370.0,,,,,40.0,,-249.6,-411.3,,-394.9,-608.7,,,-44.0,,False,,,,,True,,False,False,,False,False,,,True
05011,72,35.0,,0.0,,,,,90.0,,17.1,11.1,,3.2,0.0,,,202.0,-37.0,,-72.0,,,,,18.0,,-54.9,-60.9,,-68.8,-72.0,,,130.0,,False,,,,,True,,False,False,,False,False,,,False
05013,86,20.0,,0.0,,,,,36.0,,9.9,12.6,,,,,,18.0,-66.0,,-86.0,,,,,-50.0,,-76.1,-73.4,,,,,,-68.0,,False,,,,,True,,False,False,,,,,,False
05015,359,390.0,,359.0,,,,,336.0,,696.5,186.4,,119.7,264.4,,,322.0,31.0,,0.0,,,,,-23.0,,337.5,-172.6,,-239.3,-94.6,,,-37.0,,True,,,,,True,,False,False,,False,False,,,False
05017,98,55.0,,0.0,,,,,108.0,,24.4,15.0,,6.0,0.2,,51.3,107.0,-43.0,,-98.0,,,,,10.0,,-73.6,-83.0,,-92.0,-97.8,,-46.7,9.0,,False,,,,,True,,False,False,,False,False,,False,True
05019,279,225.0,,229.0,,,,,201.0,,229.8,49.9,,78.6,100.0,,,106.0,-54.0,,-50.0,,,,,-78.0,,-49.2,-229.1,,-200.4,-179.0,,,-173.0,,True,,,,,False,,True,False,,False,False,,,False
05021,338,235.0,,240.0,,,,,210.0,,278.2,95.8,,210.9,62.2,,,119.0,-103.0,,-98.0,,,,,-128.0,,-59.8,-242.2,,-127.1,-275.8,,,-219.0,,True,,,,,False,,True,False,,False,False,,,False
05023,216,200.0,,247.0,,,,,398.0,,156.6,28.6,,132.7,75.5,,,90.0,-16.0,,31.0,,,,,182.0,,-59.4,-187.4,,-83.3,-140.5,,,-126.0,,False,,,,,False,,False,False,,False,False,,,False
05025,126,30.0,,0.0,,,,,58.0,,18.9,9.6,,5.5,0.0,,,4.0,-96.0,,-126.0,,,,,-68.0,,-107.1,-116.4,,-120.5,-126.0,,,-122.0,,False,,,,,True,,False,False,,False,False,,,False
05027,333,180.0,,375.0,,,,,172.0,,199.1,100.0,,116.9,0.0,,,71.0,-153.0,,42.0,,,,,-161.0,,-133.9,-233.0,,-216.1,-333.0,,,-262.0,,True,,,,,False,,True,False,,False,False,,,False
05029,272,105.0,,109.0,,,,,408.0,,96.1,56.9,,37.4,0.0,,,68.0,-167.0,,-163.0,,,,,136.0,,-175.9,-215.1,,-234.6,-272.0,,,-204.0,,True,,,,,True,,False,False,,False,False,,,False
05031,2506,1970.0,,2380.0,,,,,1584.0,,2252.5,992.0,,898.9,1162.8,,1278.4,2418.0,-536.0,,-126.0,,,,,-922.0,,-253.5,-1514.0,,-1607.1,-1343.2,,-1227.6,-88.0,,True,,,,,False,,True,False,,False,False,,False,True
05033,1005,755.0,,609.0,,,,,1040.0,,933.2,452.1,,335.0,511.5,,467.2,498.0,-250.0,,-396.0,,,,,35.0,,-71.8,-552.9,,-670.0,-493.5,,-537.8,-507.0,,False,,,,,True,,True,False,,False,False,,False,False
05035,900,585.0,,629.0,,,,,594.0,,286.6,181.0,,282.5,1.7,,324.9,292.0,-315.0,,-271.0,,,,,-306.0,,-613.4,-719.0,,-617.5,-898.3,,-575.1,-608.0,,True,,,,,True,,False,False,,False,False,,False,False
05037,223,175.0,,105.0,,,,,272.0,,129.7,86.0,,38.1,0.7,,,3.0,-48.0,,-118.0,,,,,49.0,,-93.3,-137.0,,-184.9,-222.3,,,-220.0,,False,,,,,False,,False,False,,False,False,,,False
05039,86,15.0,,1.0,,,,,62.0,,25.0,16.6,,0.3,0.0,,,9.0,-71.0,,-85.0,,,,,-24.0,,-61.0,-69.4,,-85.7,-86.0,,,-77.0,,False,,,,,True,,True,True,,False,False,,,False
05041,145,120.0,,35.0,,,,,94.0,,107.6,24.5,,74.0,0.1,,,63.0,-25.0,,-110.0,,,,,-51.0,,-37.4,-120.5,,-71.0,-144.9,,,-82.0,,False,,,,,False,,False,False,,False,False,,,False
05043,171,135.0,,31.0,,,,,159.0,,56.2,25.2,,61.1,0.0,,,54.0,-36.0,,-140.0,,,,,-12.0,,-114.8,-145.8,,-109.9,-171.0,,,-117.0,,False,,,,,True,,False,False,,False,False,,,False
05045,1274,1065.0,,1164.0,,,,,1559.0,,1009.4,526.9,,895.8,4.8,,390.8,664.0,-209.0,,-110.0,,,,,285.0,,-264.6,-747.1,,-378.2,-1269.2,,-883.2,-610.0,,True,,,,,False,,False,False,,False,False,,False,False
05047,256,305.0,,448.0,,,,,299.0,,891.0,145.7,,186.3,113.7,,,0.0,49.0,,192.0,,,,,43.0,,635.0,-110.3,,-69.7,-142.3,,,-256.0,,False,,,,,True,,False,False,,False,False,,,False
05049,229,235.0,,231.0,,,,,111.0,,265.8,69.1,,196.2,59.3,,,144.0,6.0,,2.0,,,,,-118.0,,36.8,-159.9,,-32.8,-169.7,,,-85.0,,True,,,,,False,,False,False,,False,False,,,False
05051,1224,695.0,,999.0,,,,,1151.0,,506.5,324.8,,520.2,1.4,,421.3,296.0,-529.0,,-225.0,,,,,-73.0,,-717.5,-899.2,,-703.8,-1222.6,,-802.7,-928.0,,True,,,,,True,,False,False,,False,False,,False,False
05053,200,155.0,,136.0,,,,,127.0,,246.8,46.6,,75.6,61.3,,,185.0,-45.0,,-64.0,,,,,-73.0,,46.8,-153.3,,-124.4,-138.7,,,-15.0,,False,,,,,False,,False,False,,False,False,,,True
05055,1297,770.0,,952.0,,,,,613.0,,1046.5,222.6,,690.9,289.1,,507.1,543.0,-527.0,,-345.0,,,,,-684.0,,-250.5,-1074.4,,-606.1,-1007.9,,-789.9,-754.0,,True,,,,,False,,True,False,,False,False,,False,False
05057,302,230.0,,409.0,,,,,150.0,,380.1,66.0,,107.6,112.8,,,24.0,-72.0,,107.0,,,,,-152.0,,78.1,-236.0,,-194.4,-189.2,,,-278.0,,False,,,,,False,,False,False,,False,False,,,False
05059,658,270.0,,566.0,,,,,378.0,,271.0,92.0,,170.8,3.2,,107.7,0.0,-388.0,,-92.0,,,,,-280.0,,-387.0,-566.0,,-487.2,-654.8,,-550.3,-658.0,,True,,,,,True,,True,False,,False,False,,False,False
05061,231,110.0,,1.0,,,,,123.0,,86.0,20.9,,20.8,0.6,,,87.0,-121.0,,-230.0,,,,,-108.0,,-145.0,-210.1,,-210.2,-230.4,,,-144.0,,False,,,,,True,,False,False,,False,False,,,False
05063,577,345.0,,281.0,,,,,790.0,,323.6,147.8,,118.4,1.2,,299.3,173.0,-232.0,,-296.0,,,,,213.0,,-253.4,-429.2,,-458.6,-575.8,,-277.7,-404.0,,False,,,,,True,,False,False,,False,False,,False,False
05065,544,260.0,,257.0,,,,,170.0,,674.3,86.2,,105.7,43.2,,,201.0,-284.0,,-287.0,,,,,-374.0,,130.3,-457.8,,-438.3,-500.8,,,-343.0,,False,,,,,False,,True,False,,False,False,,,False
05067,888,540.0,,581.0,,,,,348.0,,1148.0,183.6,,370.9,216.9,,,83.0,-348.0,,-307.0,,,,,-540.0,,260.0,-704.4,,-517.1,-671.1,,,-805.0,,True,,,,,False,,True,False,,False,False,,,False
05069,1051,960.0,,522.0,,,,,688.0,,1062.7,421.0,,525.0,0.4,,760.3,39.0,-91.0,,-529.0,,,,,-363.0,,11.7,-630.0,,-526.0,-1050.6,,-290.7,-1012.0,,False,,,,,False,,True,False,,False,False,,False,False
05071,261,140.0,,172.0,,,,,542.0,,138.7,50.5,,33.2,1.5,,,136.0,-121.0,,-89.0,,,,,281.0,,-122.3,-210.5,,-227.8,-259.5,,,-125.0,,True,,,,,False,,False,False,,False,False,,,False
05073,102,75.0,,47.0,,,,,48.0,,87.5,19.3,,20.1,0.0,,,33.0,-27.0,,-55.0,,,,,-54.0,,-14.5,-82.7,,-81.9,-102.0,,,-69.0,,False,,,,,False,,True,False,,False,False,,,False
05075,362,675.0,,801.0,,,,,221.0,,1072.3,139.3,,263.0,163.2,,,157.0,313.0,,439.0,,,,,-141.0,,710.3,-222.7,,-99.0,-198.8,,,-205.0,,False,,,,,True,,False,True,,True,True,,,True
05077,59,30.0,,0.0,,,,,108.0,,24.1,23.3,,8.3,0.1,,36.3,16.0,-29.0,,-59.0,,,,,49.0,,-34.9,-35.7,,-50.7,-58.9,,-22.7,-43.0,,False,,,,,False,,False,False,,False,False,,True,False
05079,179,350.0,,,,,,,132.0,,138.3,95.4,,116.6,0.4,,149.5,495.0,171.0,,,,,,,-47.0,,-40.7,-83.6,,-62.4,-178.6,,-29.5,316.0,,,,,,,True,,True,True,,True,False,,True,False
05081,192,100.0,,35.0,,,,,106.0,,109.5,49.2,,39.6,0.0,,,105.0,-92.0,,-157.0,,,,,-86.0,,-82.5,-142.8,,-152.4,-192.0,,,-87.0,,False,,,,,True,,True,False,,False,False,,,True
05083,292,220.0,,0.0,,,,,374.0,,335.4,81.2,,128.0,0.1,,,138.0,-72.0,,-292.0,,,,,82.0,,43.4,-210.8,,-164.0,-291.9,,,-154.0,,False,,,,,False,,True,False,,False,False,,,False
05085,949,570.0,,671.0,,,,,714.0,,658.1,227.1,,213.1,1.5,,359.9,478.0,-379.0,,-278.0,,,,,-235.0,,-290.9,-721.9,,-735.9,-947.5,,-589.1,-471.0,,True,,,,,True,,True,False,,False,False,,False,False
05087,150,75.0,,71.0,,,,,275.0,,114.6,80.1,,8.1,0.2,,,33.0,-75.0,,-79.0,,,,,125.0,,-35.4,-69.9,,-141.9,-149.8,,,-117.0,,False,,,,,False,,True,True,,False,False,,,False
05089,248,70.0,,70.0,,,,,132.0,,68.0,78.4,,26.0,4.0,,,99.0,-178.0,,-178.0,,,,,-116.0,,-180.0,-169.6,,-222.0,-244.0,,,-149.0,,False,,,,,True,,False,True,,False,False,,,True
05091,871,665.0,,893.0,,,,,333.0,,631.6,147.0,,519.6,311.0,,221.6,0.0,-206.0,,22.0,,,,,-538.0,,-239.4,-724.0,,-351.4,-560.0,,-649.4,-871.0,,True,,,,,False,,False,False,,False,False,,False,False
05093,956,865.0,,785.0,,,,,658.0,,550.6,133.8,,952.0,2.4,,564.0,812.0,-91.0,,-171.0,,,,,-298.0,,-405.4,-822.2,,-4.0,-953.6,,-392.0,-144.0,,False,,,,,False,,False,False,,True,False,,False,False
05095,88,100.0,,71.0,,,,,99.0,,295.6,16.0,,37.8,16.4,,,59.0,12.0,,-17.0,,,,,11.0,,207.6,-72.0,,-50.2,-71.6,,,-29.0,,False,,,,,True,,False,False,,False,False,,,False
05097,61,30.0,,13.0,,,,,93.0,,28.8,26.4,,1.3,0.0,,,27.0,-31.0,,-48.0,,,,,32.0,,-32.2,-34.6,,-59.7,-61.0,,,-34.0,,False,,,,,False,,False,False,,False,False,,,False
05099,161,80.0,,67.0,,,,,77.0,,98.0,34.6,,11.4,0.0,,,53.0,-81.0,,-94.0,,,,,-84.0,,-63.0,-126.4,,-149.6,-161.0,,,-108.0,,False,,,,,False,,True,False,,False,False,,,False
05101,116,70.0,,0.0,,,,,96.0,,79.9,40.2,,15.5,0.0,,,28.0,-46.0,,-116.0,,,,,-20.0,,-36.1,-75.8,,-100.5,-116.0,,,-88.0,,False,,,,,True,,True,False,,False,False,,,False
05103,263,180.0,,149.0,,,,,179.0,,135.6,68.3,,89.1,67.4,,,252.0,-83.0,,-114.0,,,,,-84.0,,-127.4,-194.7,,-173.9,-195.6,,,-11.0,,False,,,,,False,,False,False,,False,False,,,True
05105,100,45.0,,57.0,,,,,80.0,,154.0,26.1,,9.4,0.0,,,21.0,-55.0,,-43.0,,,,,-20.0,,54.0,-73.9,,-90.6,-100.0,,,-79.0,,True,,,,,True,,True,False,,False,False,,,False
05107,200,340.0,,45.0,,,,,230.0,,388.6,56.3,,150.3,107.9,,,0.0,140.0,,-155.0,,,,,30.0,,188.6,-143.7,,-49.7,-92.1,,,-200.0,,False,,,,,True,,False,False,,True,True,,,False
05109,95,35.0,,11.0,,,,,103.0,,44.3,17.1,,2.7,0.0,,,29.0,-60.0,,-84.0,,,,,8.0,,-50.7,-77.9,,-92.3,-95.0,,,-66.0,,False,,,,,True,,True,False,,False,False,,,False
05111,674,550.0,,161.0,,,,,393.0,,690.8,122.0,,175.4,205.0,,,127.0,-124.0,,-513.0,,,,,-281.0,,16.8,-552.0,,-498.6,-469.0,,,-547.0,,False,,,,,False,,True,False,,False,False,,,False
05113,349,185.0,,112.0,,,,,236.0,,154.9,35.4,,66.0,79.5,,,77.0,-164.0,,-237.0,,,,,-113.0,,-194.1,-313.6,,-283.0,-269.5,,,-272.0,,False,,,,,True,,False,False,,False,False,,,False
05115,920,730.0,,1147.0,,,,,1059.0,,687.3,218.8,,373.5,419.4,,475.8,425.0,-190.0,,227.0,,,,,139.0,,-232.7,-701.2,,-546.5,-500.6,,-444.2,-495.0,,False,,,,,True,,False,False,,False,False,,False,False
05117,145,75.0,,32.0,,,,,95.0,,100.0,33.1,,13.7,0.0,,,46.0,-70.0,,-113.0,,,,,-50.0,,-45.0,-111.9,,-131.3,-145.0,,,-99.0,,False,,,,,True,,True,False,,False,False,,,False
05119,4395,3470.0,,3759.0,,,,,3441.0,,3400.6,1786.5,,2717.7,2248.9,,1866.2,2923.0,-925.0,,-636.0,,,,,-954.0,,-994.4,-2608.5,,-1677.3,-2146.1,,-2528.8,-1472.0,,True,,,,,False,,False,False,,False,False,,False,False
05121,338,280.0,,129.0,,,,,320.0,,409.5,73.1,,130.2,79.4,,,80.0,-58.0,,-209.0,,,,,-18.0,,71.5,-264.9,,-207.8,-258.6,,,-258.0,,False,,,,,True,,False,False,,False,False,,,False
05123,319,210.0,,294.0,,,,,439.0,,219.2,100.9,,27.9,1.1,,198.5,0.0,-109.0,,-25.0,,,,,120.0,,-99.8,-218.1,,-291.1,-317.9,,-120.5,-319.0,,True,,,,,False,,True,False,,False,False,,False,False
05125,1684,865.0,,925.0,,,,,1142.0,,863.9,476.8,,424.4,655.9,,494.8,860.0,-819.0,,-759.0,,,,,-542.0,,-820.1,-1207.2,,-1259.6,-1028.1,,-1189.2,-824.0,,True,,,,,True,,False,False,,False,False,,False,False
05127,180,95.0,,70.0,,,,,130.0,,75.6,38.7,,57.1,27.5,,,65.0,-85.0,,-110.0,,,,,-50.0,,-104.4,-141.3,,-122.9,-152.5,,,-115.0,,False,,,,,True,,False,False,,False,False,,,False
05129,96,55.0,,1.0,,,,,110.0,,58.5,8.3,,10.3,0.0,,,42.0,-41.0,,-95.0,,,,,14.0,,-37.5,-87.7,,-85.7,-96.0,,,-54.0,,False,,,,,True,,True,False,,False,False,,,False
05131,2060,1205.0,,1124.0,,,,,1994.0,,1474.2,369.9,,776.5,972.9,,568.7,1462.0,-855.0,,-936.0,,,,,-66.0,,-585.8,-1690.1,,-1283.5,-1087.1,,-1491.3,-598.0,,False,,,,,True,,True,False,,False,False,,False,True
05133,377,190.0,,2.0,,,,,164.0,,77.5,26.9,,61.3,3.3,,110.8,0.0,-187.0,,-375.0,,,,,-213.0,,-299.5,-350.1,,-315.7,-373.7,,-266.2,-377.0,,False,,,,,False,,False,False,,False,False,,False,False
05135,319,120.0,,127.0,,,,,197.0,,160.5,80.4,,27.8,0.0,,,127.0,-199.0,,-192.0,,,,,-122.0,,-158.5,-238.6,,-291.2,-319.0,,,-192.0,,True,,,,,True,,True,False,,False,False,,,True
05137,51,55.0,,33.0,,,,,171.0,,62.4,26.6,,1.2,0.0,,,106.0,4.0,,-18.0,,,,,120.0,,11.4,-24.4,,-49.8,-51.0,,,55.0,,False,,,,,False,,False,False,,False,False,,,False
05139,367,310.0,,434.0,,,,,280.0,,277.3,152.0,,100.8,208.4,,162.3,244.0,-57.0,,67.0,,,,,-87.0,,-89.7,-215.0,,-266.2,-158.6,,-204.7,-123.0,,False,,,,,False,,False,False,,False,False,,False,False
05141,121,75.0,,21.0,,,,,247.0,,58.9,22.3,,7.5,0.0,,,241.0,-46.0,,-100.0,,,,,126.0,,-62.1,-98.7,,-113.5,-121.0,,,120.0,,False,,,,,False,,False,False,,False,False,,,False
05143,3601,2260.0,,2564.0,,,,,2761.0,,1803.8,1201.2,,819.2,131.9,,1569.0,1262.0,-1341.0,,-1037.0,,,,,-840.0,,-1797.2,-2399.8,,-2781.8,-3469.1,,-2032.0,-2339.0,,True,,,,,True,,False,False,,False,False,,False,False
05145,1486,865.0,,906.0,,,,,1336.0,,1373.6,388.7,,635.5,432.1,,465.6,707.0,-621.0,,-580.0,,,,,-150.0,,-112.4,-1097.3,,-850.5,-1053.9,,-1020.4,-779.0,,True,,,,,True,,True,False,,False,False,,False,False
05147,97,70.0,,59.0,,,,,83.0,,92.2,22.5,,29.7,,,,91.0,-27.0,,-38.0,,,,,-14.0,,-4.8,-74.5,,-67.3,,,,-6.0,,False,,,,,True,,True,False,,False,,,,True
05149,259,115.0,,1.0,,,,,258.0,,54.9,54.7,,37.8,0.6,,64.2,0.0,-144.0,,-258.0,,,,,-1.0,,-204.1,-204.3,,-221.2,-258.4,,-194.8,-259.0,,False,,,,,True,,False,False,,False,False,,False,False
06001,4976,1935.0,,1645.0,,,,,2221.0,,1855.4,3351.4,,1487.4,159.3,,1608.9,1577.0,-3041.0,,-3331.0,,,,,-2755.0,,-3120.6,-1624.6,,-3488.6,-4816.7,,-3367.1,-3399.0,,False,,,,,True,,False,True,,False,False,,False,False
06003,39,0.0,,0.0,,,,,0.0,,1.6,5.3,,0.0,,,,0.0,-39.0,,-39.0,,,,,-39.0,,-37.4,-33.7,,-39.0,,,,-39.0,,False,,,,,False,,True,True,,True,,,,False
06005,146,30.0,,35.0,,,,,57.0,,38.8,32.8,,3.3,58.6,,,60.0,-116.0,,-111.0,,,,,-89.0,,-107.2,-113.2,,-142.7,-87.4,,,-86.0,,True,,,,,True,,True,True,,False,True,,,True
06007,620,240.0,,192.0,,,,,424.0,,290.1,510.1,,64.0,450.3,,199.3,251.0,-380.0,,-428.0,,,,,-196.0,,-329.9,-109.9,,-556.0,-169.7,,-420.7,-369.0,,False,,,,,True,,True,True,,False,True,,False,True
06009,91,15.0,,0.0,,,,,66.0,,23.2,44.0,,0.6,65.0,,,2.0,-76.0,,-91.0,,,,,-25.0,,-67.8,-47.0,,-90.4,-26.0,,,-89.0,,False,,,,,True,,True,True,,False,True,,,False
06011,94,10.0,,0.0,,,,,49.0,,12.6,25.7,,0.5,0.2,,,6.0,-84.0,,-94.0,,,,,-45.0,,-81.4,-68.3,,-93.5,-93.8,,,-88.0,,False,,,,,True,,True,True,,False,False,,,False
06013,4194,2255.0,,2067.0,,,,,1643.0,,1950.0,2797.4,,1319.3,128.5,,1743.6,1473.0,-1939.0,,-2127.0,,,,,-2551.0,,-2244.0,-1396.6,,-2874.7,-4065.5,,-2450.4,-2721.0,,False,,,,,False,,False,True,,False,False,,False,False
06015,100,20.0,,62.0,,,,,970.0,,97.3,69.8,,2.5,38.9,,,68.0,-80.0,,-38.0,,,,,870.0,,-2.7,-30.2,,-97.5,-61.1,,,-32.0,,True,,,,,False,,True,True,,False,True,,,True
06017,655,180.0,,79.0,,,,,251.0,,221.7,343.2,,23.4,596.7,,128.8,109.0,-475.0,,-576.0,,,,,-404.0,,-433.3,-311.8,,-631.6,-58.3,,-526.2,-546.0,,False,,,,,True,,True,True,,False,True,,False,False
06019,5839,2940.0,,4754.0,,,,,2273.0,,1997.4,1563.4,,2097.8,24.1,,1883.5,2010.0,-2899.0,,-1085.0,,,,,-3566.0,,-3841.6,-4275.6,,-3741.2,-5814.9,,-3955.5,-3829.0,,True,,,,,False,,False,False,,False,False,,False,False
06021,190,65.0,,75.0,,,,,119.0,,83.2,49.3,,8.9,0.0,,,50.0,-125.0,,-115.0,,,,,-71.0,,-106.8,-140.7,,-181.1,-190.0,,,-140.0,,True,,,,,True,,True,False,,False,False,,,False
06023,186,75.0,,35.0,,,,,88.0,,74.7,185.3,,9.6,174.3,,,62.0,-111.0,,-151.0,,,,,-98.0,,-111.3,-0.7,,-176.4,-11.7,,,-124.0,,False,,,,,True,,False,True,,False,True,,,False
06025,2454,1325.0,,1007.0,,,,,221.0,,764.3,438.5,,387.6,1.1,,989.3,0.0,-1129.0,,-1447.0,,,,,-2233.0,,-1689.7,-2015.5,,-2066.4,-2452.9,,-1464.7,-2454.0,,False,,,,,False,,False,False,,False,False,,False,False
06027,62,50.0,,,,,,,18.0,,130.9,17.7,,7.2,18.8,,,64.0,-12.0,,,,,,,-44.0,,68.9,-44.3,,-54.8,-43.2,,,2.0,,,,,,,False,,False,False,,False,False,,,True
06029,4696,2275.0,,2292.0,,,,,2684.0,,1797.3,2055.4,,1551.8,31.6,,3611.7,2022.0,-2421.0,,-2404.0,,,,,-2012.0,,-2898.7,-2640.6,,-3144.2,-4664.4,,-1084.3,-2674.0,,True,,,,,True,,False,False,,False,False,,True,False
06031,1776,765.0,,496.0,,,,,680.0,,654.3,285.4,,53.7,1.2,,255.4,309.0,-1011.0,,-1280.0,,,,,-1096.0,,-1121.7,-1490.5,,-1722.3,-1774.8,,-1520.6,-1467.0,,False,,,,,False,,False,False,,False,False,,False,False
06033,166,150.0,,94.0,,,,,156.0,,230.5,87.3,,84.3,270.7,,,125.0,-16.0,,-72.0,,,,,-10.0,,64.5,-78.7,,-81.7,104.7,,,-41.0,,False,,,,,True,,False,False,,False,False,,,False
06035,599,30.0,,0.0,,,,,49.0,,35.2,66.8,,1.1,0.0,,,3.0,-569.0,,-599.0,,,,,-550.0,,-563.8,-532.2,,-597.9,-599.0,,,-596.0,,False,,,,,True,,True,True,,False,False,,,False
06037,73733,34855.0,,27946.0,,,,,19258.0,,28604.1,18520.1,,24137.7,1502.7,,18754.3,41277.0,-38878.0,,-45787.0,,,,,-54475.0,,-45128.9,-55212.9,,-49595.3,-72230.3,,-54978.7,-32456.0,,False,,,,,False,,False,False,,False,False,,False,True
06039,878,440.0,,215.0,,,,,415.0,,330.9,467.5,,52.0,1.3,,263.2,228.0,-438.0,,-663.0,,,,,-463.0,,-547.1,-410.5,,-826.0,-876.7,,-614.8,-650.0,,False,,,,,False,,False,True,,False,False,,False,False
06041,524,555.0,,860.0,,,,,248.0,,442.3,361.5,,338.9,16.8,,253.2,799.0,31.0,,336.0,,,,,-276.0,,-81.7,-162.5,,-185.1,-507.2,,-270.8,275.0,,False,,,,,False,,False,False,,False,False,,False,False
06043,24,5.0,,0.0,,,,,35.0,,6.7,6.2,,5.8,,,,4.0,-19.0,,-24.0,,,,,11.0,,-17.3,-17.8,,-18.2,,,,-20.0,,False,,,,,True,,True,True,,True,,,,False
06045,305,225.0,,159.0,,,,,110.0,,178.6,192.0,,144.3,418.9,,129.3,130.0,-80.0,,-146.0,,,,,-195.0,,-126.4,-113.0,,-160.7,113.9,,-175.7,-175.0,,False,,,,,False,,False,False,,False,False,,False,False
06047,1672,825.0,,1145.0,,,,,902.0,,651.1,628.8,,125.9,0.6,,560.9,1124.0,-847.0,,-527.0,,,,,-770.0,,-1020.9,-1043.2,,-1546.1,-1671.4,,-1111.1,-548.0,,True,,,,,True,,False,False,,False,False,,False,True
06049,84,0.0,,0.0,,,,,7.0,,22.6,9.5,,0.8,,,,0.0,-84.0,,-84.0,,,,,-77.0,,-61.4,-74.5,,-83.2,,,,-84.0,,False,,,,,True,,True,True,,True,,,,False
06051,326,15.0,,0.0,,,,,22.0,,30.1,10.2,,0.5,0.0,,,36.0,-311.0,,-326.0,,,,,-304.0,,-295.9,-315.8,,-325.5,-326.0,,,-290.0,,False,,,,,True,,True,False,,False,False,,,True
06053,2795,1780.0,,2184.0,,,,,903.0,,1212.1,1359.6,,1120.5,11.3,,1147.0,1325.0,-1015.0,,-611.0,,,,,-1892.0,,-1582.9,-1435.4,,-1674.5,-2783.7,,-1648.0,-1470.0,,True,,,,,False,,False,False,,False,False,,False,False
06055,863,300.0,,272.0,,,,,257.0,,252.3,459.3,,75.3,0.0,,210.7,246.0,-563.0,,-591.0,,,,,-606.0,,-610.7,-403.7,,-787.7,-863.0,,-652.3,-617.0,,False,,,,,False,,False,True,,False,False,,False,False
06057,434,95.0,,73.0,,,,,102.0,,106.3,150.4,,26.1,311.6,,,193.0,-339.0,,-361.0,,,,,-332.0,,-327.7,-283.6,,-407.9,-122.4,,,-241.0,,False,,,,,True,,True,True,,False,True,,,True
