,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
19047,318,200.0,,197.7,,199.0,220.0,,,,,129.6,,245.0,,255.1,,113.4,,,51.4,226.6,8.0,,,,84.3,,,,0.0,251.1,-118.0,,-120.3,,-119.0,-98.0,,,,,-188.4,,-73.0,,-62.9,,-204.6,,,-266.6,-91.4,-310.0,,,,-233.7,,,,-318.0,-66.9,,False,,False,True,,,,,False,,True,,True,,False,,,False,True,False,,,,False,,,,False,True
19049,2437,560.0,,519.7,,484.0,343.0,,,,,558.9,,570.0,,564.0,,308.6,733.0,,433.1,702.9,343.3,,,,442.5,,,,444.0,,-1877.0,,-1917.3,,-1953.0,-2094.0,,,,,-1878.1,,-1867.0,,-1873.0,,-2128.4,-1704.0,,-2003.9,-1734.1,-2093.7,,,,-1994.5,,,,-1993.0,,,False,,False,False,,,,,False,,True,,True,,False,True,,False,True,False,,,,False,,,,False,
19051,249,64.0,,66.6,,51.0,28.0,,,,,33.3,,51.0,,75.4,,27.7,,,26.8,86.1,23.8,,,,,,,,53.0,,-185.0,,-182.4,,-198.0,-221.0,,,,,-215.7,,-198.0,,-173.6,,-221.3,,,-222.2,-162.9,-225.2,,,,,,,,-196.0,,,True,,False,False,,,,,False,,False,,True,,False,,,False,True,False,,,,,,,,False,
19053,146,112.0,,109.2,,90.0,128.0,,,,,29.9,,55.0,,274.1,,41.2,,,29.2,89.9,0.0,,,,,,,,17.0,,-34.0,,-36.8,,-56.0,-18.0,,,,,-116.1,,-91.0,,128.1,,-104.8,,,-116.8,-56.1,-146.0,,,,,,,,-129.0,,,False,,False,True,,,,,False,,False,,False,,False,,,False,False,False,,,,,,,,False,
19055,572,376.0,,361.3,,358.0,275.0,,,,,231.3,,207.0,,652.6,,115.8,,,376.5,415.9,186.7,,,,,,,,240.0,,-196.0,,-210.7,,-214.0,-297.0,,,,,-340.7,,-365.0,,80.6,,-456.2,,,-195.5,-156.1,-385.3,,,,,,,,-332.0,,,False,,False,False,,,,,False,,False,,True,,False,,,True,True,False,,,,,,,,False,
19057,1293,656.0,,697.9,,665.0,838.0,,,,,311.7,,689.0,,1477.0,,179.4,988.5,,297.9,658.4,656.5,,,,481.0,,,,534.0,,-637.0,,-595.1,,-628.0,-455.0,,,,,-981.3,,-604.0,,184.0,,-1113.6,-304.5,,-995.1,-634.6,-636.5,,,,-812.0,,,,-759.0,,,True,,True,True,,,,,False,,True,,True,,False,True,,False,True,True,,,,False,,,,False,
19059,533,192.0,,191.3,,189.0,168.0,,,,,121.0,,264.0,,291.4,,105.1,,,70.1,212.4,0.5,,,,,,,,124.0,,-341.0,,-341.7,,-344.0,-365.0,,,,,-412.0,,-269.0,,-241.6,,-427.9,,,-462.9,-320.6,-532.5,,,,,,,,-409.0,,,False,,False,False,,,,,False,,True,,True,,False,,,False,True,False,,,,,,,,False,
19061,3471,2032.0,,2058.8,,2019.0,2417.0,,,,,1176.3,,1351.0,,2012.7,,623.6,2174.5,,1999.9,2246.1,1577.3,,,,806.4,,,,884.0,,-1439.0,,-1412.2,,-1452.0,-1054.0,,,,,-2294.7,,-2120.0,,-1458.3,,-2847.4,-1296.5,,-1471.1,-1224.9,-1893.7,,,,-2664.6,,,,-2587.0,,,True,,False,True,,,,,False,,False,,False,,False,True,,False,True,False,,,,False,,,,False,
19063,273,136.0,,137.2,,134.0,121.0,,,,,67.9,,131.0,,249.6,,111.8,,,74.7,137.8,103.9,,,,,,,,66.0,,-137.0,,-135.8,,-139.0,-152.0,,,,,-205.1,,-142.0,,-23.4,,-161.2,,,-198.3,-135.2,-169.1,,,,,,,,-207.0,,,True,,False,False,,,,,False,,False,,True,,False,,,False,True,False,,,,,,,,False,
19065,574,148.0,,137.1,,154.0,162.0,,,,,87.7,,233.0,,356.8,,61.2,,,45.9,164.1,103.1,,,,,,,,103.0,,-426.0,,-436.9,,-420.0,-412.0,,,,,-486.3,,-341.0,,-217.2,,-512.8,,,-528.1,-409.9,-470.9,,,,,,,,-471.0,,,False,,True,True,,,,,False,,True,,True,,False,,,False,True,False,,,,,,,,False,
19067,482,76.0,,86.7,,76.0,58.0,,,,,77.2,,159.0,,155.6,,55.4,,,28.7,96.8,0.0,,,,,,,,46.0,93.4,-406.0,,-395.3,,-406.0,-424.0,,,,,-404.8,,-323.0,,-326.4,,-426.6,,,-453.3,-385.2,-482.0,,,,,,,,-436.0,-388.6,,True,,False,False,,,,,True,,True,,True,,False,,,False,True,False,,,,,,,,False,True
19069,288,48.0,,43.9,,41.0,16.0,,,,,37.9,,88.0,,56.1,,31.6,,,6.6,49.7,0.0,,,,,,,,78.0,,-240.0,,-244.1,,-247.0,-272.0,,,,,-250.1,,-200.0,,-231.9,,-256.4,,,-281.4,-238.3,-288.0,,,,,,,,-210.0,,,False,,False,False,,,,,False,,True,,True,,False,,,False,True,False,,,,,,,,True,
19071,144,76.0,,81.2,,70.0,71.0,,,,,98.2,,47.0,,112.6,,25.4,,,34.5,91.5,0.0,,,,,,,,0.0,,-68.0,,-62.8,,-74.0,-73.0,,,,,-45.8,,-97.0,,-31.4,,-118.6,,,-109.5,-52.5,-144.0,,,,,,,,-144.0,,,True,,False,False,,,,,True,,False,,True,,False,,,False,True,False,,,,,,,,False,
19073,295,56.0,,55.8,,56.0,60.0,,,,,24.5,,64.0,,162.1,,16.4,,,21.8,64.5,32.6,,,,,,,,72.0,,-239.0,,-239.2,,-239.0,-235.0,,,,,-270.5,,-231.0,,-132.9,,-278.6,,,-273.2,-230.5,-262.4,,,,,,,,-223.0,,,False,,False,True,,,,,False,,True,,True,,False,,,False,True,False,,,,,,,,True,
19075,459,96.0,,92.4,,80.0,56.0,,,,,87.4,,80.0,,118.3,,60.4,,,40.7,113.5,0.0,,,,,,,,94.0,,-363.0,,-366.6,,-379.0,-403.0,,,,,-371.6,,-379.0,,-340.7,,-398.6,,,-418.3,-345.5,-459.0,,,,,,,,-365.0,,,False,,False,False,,,,,False,,False,,True,,False,,,False,True,False,,,,,,,,False,
19077,298,96.0,,104.0,,96.0,111.0,,,,,57.0,,70.0,,215.7,,45.8,,,29.5,128.0,0.0,,,,,,,,44.0,,-202.0,,-194.0,,-202.0,-187.0,,,,,-241.0,,-228.0,,-82.3,,-252.2,,,-268.5,-170.0,-298.0,,,,,,,,-254.0,,,True,,False,True,,,,,False,,False,,True,,False,,,False,True,False,,,,,,,,False,
19079,504,148.0,,142.8,,139.0,254.0,,,,,75.4,,137.0,,303.1,,56.7,,,17.0,138.8,0.0,,,,,,,,77.0,,-356.0,,-361.2,,-365.0,-250.0,,,,,-428.6,,-367.0,,-200.9,,-447.3,,,-487.0,-365.2,-504.0,,,,,,,,-427.0,,,False,,False,True,,,,,False,,False,,True,,False,,,False,False,False,,,,,,,,False,
19081,475,168.0,,165.9,,152.0,66.0,,,,,92.9,,85.0,,333.4,,30.2,,,83.0,156.5,111.7,,,,,,,,133.0,,-307.0,,-309.1,,-323.0,-409.0,,,,,-382.1,,-390.0,,-141.6,,-444.8,,,-392.0,-318.5,-363.3,,,,,,,,-342.0,,,False,,False,False,,,,,False,,False,,True,,False,,,False,False,False,,,,,,,,False,
19083,569,204.0,,189.6,,189.0,262.0,,,,,121.5,,136.0,,383.7,,71.4,,,127.8,205.3,0.0,,,,,,,,28.0,,-365.0,,-379.4,,-380.0,-307.0,,,,,-447.5,,-433.0,,-185.3,,-497.6,,,-441.2,-363.7,-569.0,,,,,,,,-541.0,,,False,,False,True,,,,,False,,False,,True,,False,,,False,True,False,,,,,,,,False,
19085,356,380.0,,366.4,,301.0,410.0,,,,,214.3,,131.0,,770.6,,33.8,,,187.4,301.1,0.0,,,,,,,,247.0,,24.0,,10.4,,-55.0,54.0,,,,,-141.7,,-225.0,,414.6,,-322.2,,,-168.6,-54.9,-356.0,,,,,,,,-109.0,,,True,,False,False,,,,,False,,False,,False,,False,,,False,False,False,,,,,,,,False,
19087,632,320.0,,321.7,,183.0,183.0,,,,,217.3,,169.0,,322.7,,90.3,,,119.6,326.4,1.6,,,,,,,,9.0,,-312.0,,-310.3,,-449.0,-449.0,,,,,-414.7,,-463.0,,-309.3,,-541.7,,,-512.4,-305.6,-630.4,,,,,,,,-623.0,,,True,,False,False,,,,,False,,False,,True,,False,,,False,True,False,,,,,,,,False,
19089,228,104.0,,106.7,,92.0,0.0,,,,,48.7,,92.0,,219.3,,21.0,,,26.8,103.4,31.3,,,,,,,,98.0,,-124.0,,-121.3,,-136.0,-228.0,,,,,-179.3,,-136.0,,-8.7,,-207.0,,,-201.2,-124.6,-196.7,,,,,,,,-130.0,,,True,,False,False,,,,,False,,False,,True,,False,,,False,False,False,,,,,,,,False,
19091,326,168.0,,155.8,,158.0,257.0,,,,,80.8,,105.0,,232.3,,45.8,,,49.1,157.9,109.7,,,,,,,,93.0,,-158.0,,-170.2,,-168.0,-69.0,,,,,-245.2,,-221.0,,-93.7,,-280.2,,,-276.9,-168.1,-216.3,,,,,,,,-233.0,,,False,,False,True,,,,,False,,False,,True,,False,,,False,False,False,,,,,,,,False,
19093,237,48.0,,39.6,,39.0,1.0,,,,,33.9,,80.0,,82.1,,24.5,,,16.0,74.4,0.0,,,,,,,,34.0,,-189.0,,-197.4,,-198.0,-236.0,,,,,-203.1,,-157.0,,-154.9,,-212.5,,,-221.0,-162.6,-237.0,,,,,,,,-203.0,,,False,,False,False,,,,,False,,True,,True,,False,,,False,True,False,,,,,,,,False,
19095,461,100.0,,102.8,,101.0,160.0,,,,,73.8,,101.0,,294.7,,68.1,,,30.1,152.4,0.0,,,,,,,,41.0,,-361.0,,-358.2,,-360.0,-301.0,,,,,-387.2,,-360.0,,-166.3,,-392.9,,,-430.9,-308.6,-461.0,,,,,,,,-420.0,,,True,,True,True,,,,,False,,True,,True,,False,,,False,True,False,,,,,,,,False,
19097,737,312.0,,316.0,,312.0,330.0,,,,,202.6,,208.0,,571.7,,76.1,,,337.8,436.4,193.4,,,,,,,,138.0,,-425.0,,-421.0,,-425.0,-407.0,,,,,-534.4,,-529.0,,-165.3,,-660.9,,,-399.2,-300.6,-543.6,,,,,,,,-599.0,,,True,,False,True,,,,,False,,False,,True,,False,,,True,True,False,,,,,,,,False,
19099,917,268.0,,261.6,,261.0,204.0,,,,,224.3,,289.0,,268.9,,193.8,309.5,,200.1,335.3,0.5,,,,296.1,,,,265.0,,-649.0,,-655.4,,-656.0,-713.0,,,,,-692.7,,-628.0,,-648.1,,-723.2,-607.5,,-716.9,-581.7,-916.5,,,,-620.9,,,,-652.0,,,False,,False,False,,,,,False,,True,,True,,False,True,,False,True,False,,,,True,,,,False,
19101,373,188.0,,179.5,,153.0,185.0,,,,,68.3,,104.0,,315.0,,44.0,,,90.1,161.3,69.1,,,,,,,,322.0,119.3,-185.0,,-193.5,,-220.0,-188.0,,,,,-304.7,,-269.0,,-58.0,,-329.0,,,-282.9,-211.7,-303.9,,,,,,,,-51.0,-253.7,,False,,False,False,,,,,False,,False,,True,,False,,,False,False,False,,,,,,,,True,False
19103,3151,776.0,,778.1,,750.0,660.0,,,,,738.6,,975.0,,546.8,,237.9,730.0,,776.6,1226.6,0.3,,,,726.0,1107.0,,,0.0,,-2375.0,,-2372.9,,-2401.0,-2491.0,,,,,-2412.4,,-2176.0,,-2604.2,,-2913.1,-2421.0,,-2374.4,-1924.4,-3150.7,,,,-2425.0,-2044.0,,,-3151.0,,,True,,False,False,,,,,False,,True,,False,,False,False,,True,True,False,,,,False,True,,,False,
19105,1749,152.0,,147.6,,162.0,162.0,,,,,95.4,,231.0,,412.5,,64.8,,,63.5,181.4,177.7,,,,,,,,153.0,,-1597.0,,-1601.4,,-1587.0,-1587.0,,,,,-1653.6,,-1518.0,,-1336.5,,-1684.2,,,-1685.5,-1567.6,-1571.3,,,,,,,,-1596.0,,,False,,True,True,,,,,False,,True,,True,,False,,,False,True,True,,,,,,,,True,
19107,357,96.0,,105.5,,71.0,51.0,,,,,51.3,,75.0,,72.2,,19.5,,,25.8,75.7,38.1,,,,,,,,182.0,,-261.0,,-251.5,,-286.0,-306.0,,,,,-305.7,,-282.0,,-284.8,,-337.5,,,-331.2,-281.3,-318.9,,,,,,,,-175.0,,,True,,False,False,,,,,False,,False,,False,,False,,,False,False,False,,,,,,,,True,
19109,459,196.0,,191.9,,190.0,171.0,,,,,97.0,,166.0,,367.5,,67.3,,,85.7,195.8,228.7,,,,,,,,111.0,176.2,-263.0,,-267.1,,-269.0,-288.0,,,,,-362.0,,-293.0,,-91.5,,-391.7,,,-373.3,-263.2,-230.3,,,,,,,,-348.0,-282.8,,False,,False,False,,,,,False,,False,,True,,False,,,False,False,True,,,,,,,,False,False
19111,915,316.0,,311.8,,311.0,599.0,,,,,199.4,,259.0,,568.7,,130.7,462.0,,195.5,381.6,2.6,,,,,,,,321.0,,-599.0,,-603.2,,-604.0,-316.0,,,,,-715.6,,-656.0,,-346.3,,-784.3,-453.0,,-719.5,-533.4,-912.4,,,,,,,,-594.0,,,False,,False,True,,,,,False,,False,,True,,False,True,,False,True,False,,,,,,,,True,
19113,7660,1764.0,,1714.2,,1835.0,2725.0,,,,,1348.8,,1850.0,,1308.9,,1167.1,1809.5,,2214.4,2344.7,1334.5,,,,1312.3,2646.0,,,1850.0,,-5896.0,,-5945.8,,-5825.0,-4935.0,,,,,-6311.2,,-5810.0,,-6351.1,,-6492.9,-5850.5,,-5445.6,-5315.3,-6325.5,,,,-6347.7,-5014.0,,,-5810.0,,,False,,True,True,,,,,False,,True,,False,,False,True,,True,True,False,,,,False,True,,,True,
19115,275,116.0,,116.4,,71.0,6.0,,,,,69.6,,65.0,,109.7,,23.2,,,39.4,134.3,55.7,,,,,,,,83.0,,-159.0,,-158.6,,-204.0,-269.0,,,,,-205.4,,-210.0,,-165.3,,-251.8,,,-235.6,-140.7,-219.3,,,,,,,,-192.0,,,True,,False,False,,,,,False,,False,,False,,False,,,False,True,False,,,,,,,,False,
19117,103,80.0,,74.7,,70.0,28.0,,,,,37.1,,105.0,,104.3,,26.8,,,14.7,74.9,20.4,,,,,,,,84.0,,-23.0,,-28.3,,-33.0,-75.0,,,,,-65.9,,2.0,,1.3,,-76.2,,,-88.3,-28.1,-82.6,,,,,,,,-19.0,,,False,,False,False,,,,,False,,True,,True,,False,,,False,False,False,,,,,,,,True,
19119,395,148.0,,129.7,,129.0,116.0,,,,,89.8,,161.0,,192.2,,57.8,,,64.6,165.2,0.0,,,,,,,,0.0,,-247.0,,-265.3,,-266.0,-279.0,,,,,-305.2,,-234.0,,-202.8,,-337.2,,,-330.4,-229.8,-395.0,,,,,,,,-395.0,,,False,,False,False,,,,,False,,True,,True,,False,,,False,True,False,,,,,,,,False,
19121,279,80.0,,85.6,,86.0,120.0,,,,,51.8,,106.0,,216.2,,56.7,,,24.2,96.6,0.0,,,,,,,,44.0,,-199.0,,-193.4,,-193.0,-159.0,,,,,-227.2,,-173.0,,-62.8,,-222.3,,,-254.8,-182.4,-279.0,,,,,,,,-235.0,,,True,,True,True,,,,,False,,True,,True,,False,,,False,True,False,,,,,,,,False,
19123,495,316.0,,312.1,,311.0,383.0,,,,,153.2,,184.0,,647.0,,125.6,,,88.8,316.2,189.7,,,,,,,,260.0,,-179.0,,-182.9,,-184.0,-112.0,,,,,-341.8,,-311.0,,152.0,,-369.4,,,-406.2,-178.8,-305.3,,,,,,,,-235.0,,,False,,False,True,,,,,False,,False,,True,,False,,,False,True,False,,,,,,,,False,
19125,906,280.0,,285.3,,282.0,352.0,,,,,216.9,,292.0,,341.6,,152.2,310.0,,232.8,424.5,19.1,,,,,,,,183.0,,-626.0,,-620.7,,-624.0,-554.0,,,,,-689.1,,-614.0,,-564.4,,-753.8,-596.0,,-673.2,-481.5,-886.9,,,,,,,,-723.0,,,True,,True,True,,,,,False,,True,,True,,False,True,,False,True,False,,,,,,,,False,
19127,1254,324.0,,320.1,,296.0,379.0,,,,,208.8,,431.0,,276.1,,131.3,284.0,,149.7,405.6,72.1,,,,175.7,,,,252.0,287.1,-930.0,,-933.9,,-958.0,-875.0,,,,,-1045.2,,-823.0,,-977.9,,-1122.7,-970.0,,-1104.3,-848.4,-1181.9,,,,-1078.3,,,,-1002.0,-966.9,,False,,False,True,,,,,False,,True,,False,,False,False,,False,True,False,,,,False,,,,False,False
19129,573,244.0,,236.1,,242.0,288.0,,,,,125.8,,125.0,,484.1,,83.6,,,193.9,244.8,199.7,,,,,,,,221.0,227.1,-329.0,,-336.9,,-331.0,-285.0,,,,,-447.2,,-448.0,,-88.9,,-489.4,,,-379.1,-328.2,-373.3,,,,,,,,-352.0,-345.9,,False,,False,True,,,,,False,,False,,True,,False,,,False,True,False,,,,,,,,False,False
19131,438,168.0,,177.2,,136.0,32.0,,,,,115.7,,80.0,,138.5,,30.2,,,177.3,147.5,57.1,,,,,,,,0.0,,-270.0,,-260.8,,-302.0,-406.0,,,,,-322.3,,-358.0,,-299.5,,-407.8,,,-260.7,-290.5,-380.9,,,,,,,,-438.0,,,True,,False,False,,,,,False,,False,,False,,False,,,True,False,False,,,,,,,,False,
19133,144,64.0,,73.0,,71.0,57.0,,,,,57.8,,92.0,,138.0,,26.3,,,23.9,89.0,61.3,,,,,,,,30.0,,-80.0,,-71.0,,-73.0,-87.0,,,,,-86.2,,-52.0,,-6.0,,-117.7,,,-120.1,-55.0,-82.7,,,,,,,,-114.0,,,True,,True,False,,,,,False,,True,,True,,False,,,False,True,False,,,,,,,,False,
19135,158,88.0,,59.1,,60.0,13.0,,,,,30.2,,76.0,,184.0,,26.0,,,12.3,97.5,0.0,,,,,,,,61.0,99.6,-70.0,,-98.9,,-98.0,-145.0,,,,,-127.8,,-82.0,,26.0,,-132.0,,,-145.7,-60.5,-158.0,,,,,,,,-97.0,-58.4,,False,,False,False,,,,,False,,False,,True,,False,,,False,True,False,,,,,,,,False,True
19137,240,72.0,,67.3,,70.0,88.0,,,,,39.5,,65.0,,148.2,,13.9,,,21.3,84.5,57.0,,,,,,,,50.0,,-168.0,,-172.7,,-170.0,-152.0,,,,,-200.5,,-175.0,,-91.8,,-226.1,,,-218.7,-155.5,-183.0,,,,,,,,-190.0,,,False,,False,True,,,,,False,,False,,True,,False,,,False,True,False,,,,,,,,False,
19139,1211,400.0,,414.9,,365.0,528.0,,,,,245.3,,331.0,,585.0,,162.6,482.0,,301.4,473.3,197.9,,,,163.2,,,,518.0,369.2,-811.0,,-796.1,,-846.0,-683.0,,,,,-965.7,,-880.0,,-626.0,,-1048.4,-729.0,,-909.6,-737.7,-1013.1,,,,-1047.8,,,,-693.0,-841.8,,True,,False,True,,,,,False,,False,,True,,False,True,,False,True,False,,,,False,,,,True,False
19141,541,300.0,,279.1,,290.0,185.0,,,,,189.7,,267.0,,355.5,,99.1,,,387.4,357.9,215.3,,,,,,,,344.0,,-241.0,,-261.9,,-251.0,-356.0,,,,,-351.3,,-274.0,,-185.5,,-441.9,,,-153.6,-183.1,-325.7,,,,,,,,-197.0,,,False,,False,False,,,,,False,,False,,True,,False,,,True,True,False,,,,,,,,True,
19143,214,112.0,,114.5,,93.0,54.0,,,,,64.7,,93.0,,159.5,,34.3,,,58.0,137.2,43.1,,,,,,,,41.0,,-102.0,,-99.5,,-121.0,-160.0,,,,,-149.3,,-121.0,,-54.5,,-179.7,,,-156.0,-76.8,-170.9,,,,,,,,-173.0,,,True,,False,False,,,,,False,,False,,True,,False,,,False,True,False,,,,,,,,False,
19145,678,204.0,,255.1,,195.0,203.0,,,,,66.3,,138.0,,563.7,,47.6,,,57.3,193.5,128.9,,,,,,,,177.0,,-474.0,,-422.9,,-483.0,-475.0,,,,,-611.7,,-540.0,,-114.3,,-630.4,,,-620.7,-484.5,-549.1,,,,,,,,-501.0,,,True,,False,False,,,,,False,,False,,True,,False,,,False,False,False,,,,,,,,False,
19147,286,108.0,,114.8,,102.0,88.0,,,,,66.8,,111.0,,138.4,,71.2,,,46.5,101.4,0.0,,,,,,,,42.0,,-178.0,,-171.2,,-184.0,-198.0,,,,,-219.2,,-175.0,,-147.6,,-214.8,,,-239.5,-184.6,-286.0,,,,,,,,-244.0,,,True,,False,False,,,,,False,,True,,True,,False,,,False,False,False,,,,,,,,False,
19149,928,476.0,,478.7,,440.0,255.0,,,,,321.2,,413.0,,558.2,,186.5,,,226.5,532.2,434.6,,,,229.5,,,,0.0,,-452.0,,-449.3,,-488.0,-673.0,,,,,-606.8,,-515.0,,-369.8,,-741.5,,,-701.5,-395.8,-493.4,,,,-698.5,,,,-928.0,,,True,,False,False,,,,,False,,False,,True,,False,,,False,True,False,,,,False,,,,False,
19151,286,76.0,,79.2,,49.0,0.0,,,,,40.7,,49.0,,106.8,,34.2,,,23.4,78.6,0.0,,,,,,,,73.0,,-210.0,,-206.8,,-237.0,-286.0,,,,,-245.3,,-237.0,,-179.2,,-251.8,,,-262.6,-207.4,-286.0,,,,,,,,-213.0,,,True,,False,False,,,,,False,,False,,True,,False,,,False,True,False,,,,,,,,False,
19153,12038,3656.0,,3589.7,3296.6,3486.0,4974.0,,,,,5218.5,,3842.0,,2343.5,,1670.8,3104.0,,2212.4,4572.8,84.1,,,,3067.9,5512.0,,,3392.0,,-8382.0,,-8448.3,-8741.4,-8552.0,-7064.0,,,,,-6819.5,,-8196.0,,-9694.5,,-10367.2,-8934.0,,-9825.6,-7465.2,-11953.9,,,,-8970.1,-6526.0,,,-8646.0,,,False,False,False,True,,,,,True,,True,,False,,False,False,,False,True,False,,,,False,True,,,False,
19155,2466,1100.0,,1023.2,,916.0,768.0,,,,,938.3,,775.0,,1412.1,,579.2,1495.0,,506.2,1193.6,885.4,,,,600.2,,,,842.0,,-1366.0,,-1442.8,,-1550.0,-1698.0,,,,,-1527.7,,-1691.0,,-1053.9,,-1886.8,-971.0,,-1959.8,-1272.4,-1580.6,,,,-1865.8,,,,-1624.0,,,False,,False,False,,,,,False,,False,,True,,False,True,,False,True,False,,,,False,,,,False,
19157,447,152.0,,166.3,,135.0,136.0,,,,,87.3,,132.0,,297.6,,70.5,,,45.7,125.5,0.0,,,,,,,,130.0,,-295.0,,-280.7,,-312.0,-311.0,,,,,-359.7,,-315.0,,-149.4,,-376.5,,,-401.3,-321.5,-447.0,,,,,,,,-317.0,,,True,,False,False,,,,,False,,False,,True,,False,,,False,False,False,,,,,,,,False,
19159,87,32.0,,28.9,,29.0,28.0,,,,,16.6,,30.0,,31.6,,20.2,,,16.3,33.2,,,,,,,,,14.0,,-55.0,,-58.1,,-58.0,-59.0,,,,,-70.4,,-57.0,,-55.4,,-66.8,,,-70.7,-53.8,,,,,,,,,-73.0,,,False,,False,False,,,,,False,,False,,False,,False,,,False,True,,,,,,,,,False,
19161,366,120.0,,120.7,,116.0,85.0,,,,,101.1,,119.0,,145.7,,81.4,,,61.5,150.8,0.0,,,,,,,,134.0,,-246.0,,-245.3,,-250.0,-281.0,,,,,-264.9,,-247.0,,-220.3,,-284.6,,,-304.5,-215.2,-366.0,,,,,,,,-232.0,,,True,,False,False,,,,,False,,False,,True,,False,,,False,True,False,,,,,,,,True,
19163,5641,1844.0,,1968.2,,1821.0,1754.0,,,,,1685.6,,1553.0,,1798.0,,901.0,1995.5,,2217.6,2275.3,1163.8,,,,755.7,3483.0,,,0.0,,-3797.0,,-3672.8,,-3820.0,-3887.0,,,,,-3955.4,,-4088.0,,-3843.0,,-4740.0,-3645.5,,-3423.4,-3365.7,-4477.2,,,,-4885.3,-2158.0,,,-5641.0,,,True,,False,False,,,,,False,,False,,False,,False,True,,True,True,False,,,,False,True,,,False,
19165,343,112.0,,113.9,,113.0,65.0,,,,,78.1,,107.0,,170.9,,40.6,,,55.5,129.1,122.6,,,,,,,,86.0,,-231.0,,-229.1,,-230.0,-278.0,,,,,-264.9,,-236.0,,-172.1,,-302.4,,,-287.5,-213.9,-220.4,,,,,,,,-257.0,,,True,,True,False,,,,,False,,False,,True,,False,,,False,True,True,,,,,,,,False,
19167,1082,496.0,,482.8,,415.0,335.0,,,,,436.8,,796.0,,497.1,,271.8,746.0,,330.1,622.3,51.1,,,,233.5,,,,268.0,,-586.0,,-599.2,,-667.0,-747.0,,,,,-645.2,,-286.0,,-584.9,,-810.2,-336.0,,-751.9,-459.7,-1030.9,,,,-848.5,,,,-814.0,,,False,,False,False,,,,,False,,True,,True,,False,True,,False,True,False,,,,False,,,,False,
19169,2340,592.0,,644.2,,560.0,576.0,,,,,520.8,,674.0,,520.1,,431.0,535.5,,407.6,742.8,0.0,,,,540.4,,,,273.0,,-1748.0,,-1695.8,,-1780.0,-1764.0,,,,,-1819.2,,-1666.0,,-1819.9,,-1909.0,-1804.5,,-1932.4,-1597.2,-2340.0,,,,-1799.6,,,,-2067.0,,,True,,False,False,,,,,False,,True,,False,,False,False,,False,True,False,,,,False,,,,False,
19171,508,188.0,,191.8,,122.0,118.0,,,,,130.6,,117.0,,226.7,,79.7,,,63.1,200.5,37.8,,,,,,,,48.0,,-320.0,,-316.2,,-386.0,-390.0,,,,,-377.4,,-391.0,,-281.3,,-428.3,,,-444.9,-307.5,-470.2,,,,,,,,-460.0,,,True,,False,False,,,,,False,,False,,True,,False,,,False,True,False,,,,,,,,False,
