,predicted_cases,actual_cases,error,perc_error
Karlen-pypm,2691174.6,4097003,-1405828.4,-34.3%
BPagano-RtDriven,2550270.2,4097003,-1546732.8,-37.8%
QJHong-Encounter,2529230.8,4097003,-1567772.2,-38.3%
CU-select,2419864.0,4097003,-1677139.0,-40.9%
Columbia_UNC-SurvCon,2398817.4,4097003,-1698185.6,-41.4%
JHUAPL-Bucky,2080812.4,4097003,-2016190.6,-49.2%
IBF-TimeSeries,1980708.0,4097003,-2116295.0,-51.7%
JCB-PRM,1961373.2,4097003,-2135629.8,-52.1%
COVIDhub-baseline,1942260.0,4097003,-2154743.0,-52.6%
USC-SI_kJalpha,1809907.0,4097003,-2287096.0,-55.8%
JHU_IDD-CovidSP,1604827.6,4097003,-2492175.4,-60.8%
IowaStateLW-STEM,1493520.0,4097003,-2603483.0,-63.5%
Covid19Sim-Simulator,1428640.9,4097003,-2668362.1,-65.1%
UCLA-SuEIR,1333961.9,4097003,-2763041.1,-67.4%
LANL-GrowthRate,1110640.4,4097003,-2986362.6,-72.9%
CovidAnalytics-DELPHI,804517.0,4097003,-3292486.0,-80.4%
