,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,USC-SI_kJalpha_RF,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-USC-SI_kJalpha_RF,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-USC-SI_kJalpha_RF,beat_baseline-UVA-Ensemble
16041,207,141.0,,133.4,,138.0,162.0,,,,,149.6,,147.0,,335.1,19.7,,,113.0,121.0,,108.0,,,,,,,61.0,,176.2,-66.0,,-73.6,,-69.0,-45.0,,,,,-57.4,,-60.0,,128.1,-187.3,,,-94.0,-86.0,,-99.0,,,,,,,-146.0,,-30.8,,False,,False,True,,,,,True,,True,,False,False,,,False,False,,False,,,,,,,False,,True
16043,148,102.0,,110.7,,131.0,214.0,,,,,155.2,,88.0,,637.1,41.6,,,175.0,129.4,,,,,,,,,8.0,,150.2,-46.0,,-37.3,,-17.0,66.0,,,,,7.2,,-60.0,,489.1,-106.4,,,27.0,-18.6,,,,,,,,,-140.0,,2.2,,True,,True,False,,,,,True,,False,,False,False,,,True,True,,,,,,,,,False,,True
16045,290,99.0,,94.6,,100.0,83.0,,,,,106.8,,163.0,,105.7,31.5,,,119.0,103.3,,147.0,,,,,,,82.0,,118.3,-191.0,,-195.4,,-190.0,-207.0,,,,,-183.2,,-127.0,,-184.3,-258.5,,,-171.0,-186.7,,-143.0,,,,,,,-208.0,,-171.7,,False,,True,False,,,,,True,,True,,True,False,,,True,True,,True,,,,,,,False,,True
16047,264,309.0,,308.1,,309.0,293.0,,,,,211.2,,252.0,,561.6,46.3,,,381.0,270.3,,379.0,,,,,,,109.0,,381.9,45.0,,44.1,,45.0,29.0,,,,,-52.8,,-12.0,,297.6,-217.7,,,117.0,6.3,,115.0,,,,,,,-155.0,,117.9,,True,,False,True,,,,,False,,True,,False,False,,,False,True,,False,,,,,,,False,,False
16049,282,132.0,,132.4,,131.0,0.0,,,,,133.7,,177.0,,361.0,50.6,,,114.0,92.4,,113.0,,,,,,,62.0,,140.0,-150.0,,-149.6,,-151.0,-282.0,,,,,-148.3,,-105.0,,79.0,-231.4,,,-168.0,-189.6,,-169.0,,,,,,,-220.0,,-142.0,,True,,False,False,,,,,True,,True,,True,False,,,False,False,,False,,,,,,,False,,True
16051,362,306.0,,303.9,,302.0,268.0,,,,,349.7,,323.0,,396.3,73.4,,,249.0,247.6,,269.0,,,,,,,204.0,,342.4,-56.0,,-58.1,,-60.0,-94.0,,,,,-12.3,,-39.0,,34.3,-288.6,,,-113.0,-114.4,,-93.0,,,,,,,-158.0,,-19.6,,False,,False,False,,,,,True,,True,,True,False,,,False,False,,False,,,,,,,False,,True
16053,576,438.0,,437.4,,434.0,367.0,,,,,388.9,,518.0,,450.1,83.3,,,525.0,415.4,,526.0,,,,321.1,,,233.0,,550.3,-138.0,,-138.6,,-142.0,-209.0,,,,,-187.1,,-58.0,,-125.9,-492.7,,,-51.0,-160.6,,-50.0,,,,-254.9,,,-343.0,,-25.7,,False,,False,False,,,,,False,,True,,True,False,,,True,False,,True,,,,False,,,False,,True
16055,2201,1569.0,,1582.6,,1583.0,1398.0,,,,,1907.8,,1599.0,,2216.1,408.5,1863.0,,2368.0,1782.0,,2510.0,,,,695.5,1418.0,,1086.0,,2210.6,-632.0,,-618.4,,-618.0,-803.0,,,,,-293.2,,-602.0,,15.1,-1792.5,-338.0,,167.0,-419.0,,309.0,,,,-1505.5,-783.0,,-1115.0,,9.6,,True,,True,False,,,,,True,,True,,True,False,True,,True,True,,True,,,,False,False,,False,,True
16057,589,285.0,,291.9,,285.0,191.0,,,,,357.5,,447.0,,424.0,121.0,317.0,,172.0,215.4,,197.0,,,,,,,177.0,,338.9,-304.0,,-297.1,,-304.0,-398.0,,,,,-231.5,,-142.0,,-165.0,-468.0,-272.0,,-417.0,-373.6,,-392.0,,,,,,,-412.0,,-250.1,,True,,False,False,,,,,True,,True,,True,False,True,,False,False,,False,,,,,,,False,,True
16059,127,240.0,,236.5,,238.0,,,,,,184.6,,82.0,,349.6,10.8,,,465.0,205.9,,246.0,,,,,,,156.0,,264.9,113.0,,109.5,,111.0,,,,,,57.6,,-45.0,,222.6,-116.2,,,338.0,78.9,,119.0,,,,,,,29.0,,137.9,,True,,True,,,,,,True,,True,,False,False,,,False,True,,False,,,,,,,True,,False
16061,90,27.0,,26.9,,27.0,0.0,,,,,25.4,,29.0,,40.6,9.0,,,13.0,22.4,,41.0,,,,,,,13.0,,25.5,-63.0,,-63.1,,-63.0,-90.0,,,,,-64.6,,-61.0,,-49.4,-81.0,,,-77.0,-67.6,,-49.0,,,,,,,-77.0,,-64.5,,False,,False,False,,,,,False,,True,,True,False,,,False,False,,True,,,,,,,False,,False
16063,99,222.0,,219.8,,219.0,0.0,,,,,164.7,,42.0,,654.2,6.7,,,333.0,133.2,,235.0,,,,,,,87.0,,264.9,123.0,,120.8,,120.0,-99.0,,,,,65.7,,-57.0,,555.2,-92.3,,,234.0,34.2,,136.0,,,,,,,-12.0,,165.9,,True,,True,True,,,,,True,,True,,False,True,,,False,True,,False,,,,,,,True,,False
16065,988,951.0,,980.2,,867.0,557.0,,,,,731.5,,483.0,,1812.9,173.0,1620.5,,540.0,783.4,,689.0,,,,976.7,,,33.0,,1011.8,-37.0,,-7.8,,-121.0,-431.0,,,,,-256.5,,-505.0,,824.9,-815.0,632.5,,-448.0,-204.6,,-299.0,,,,-11.3,,,-955.0,,23.8,,True,,False,False,,,,,False,,False,,False,False,False,,False,False,,False,,,,True,,,False,,True
16067,388,327.0,,300.7,,291.0,213.0,,,,,294.9,,519.0,,371.5,51.3,,,201.0,273.0,,253.0,,,,213.4,,,196.0,,392.9,-61.0,,-87.3,,-97.0,-175.0,,,,,-93.1,,131.0,,-16.5,-336.7,,,-187.0,-115.0,,-135.0,,,,-174.6,,,-192.0,,4.9,,False,,False,False,,,,,False,,False,,True,False,,,False,False,,False,,,,False,,,False,,True
16069,1071,501.0,,503.5,,504.0,780.0,,,,,335.6,,502.0,,1171.9,125.9,537.0,,565.0,403.1,,632.0,,,,,,,317.0,,667.7,-570.0,,-567.5,,-567.0,-291.0,,,,,-735.4,,-569.0,,100.9,-945.1,-534.0,,-506.0,-667.9,,-439.0,,,,,,,-754.0,,-403.3,,True,,True,True,,,,,False,,True,,True,False,True,,True,False,,True,,,,,,,False,,True
16071,55,57.0,,52.2,,50.0,8.0,,,,,58.7,,31.0,,217.1,3.3,,,66.0,42.8,,61.0,,,,,,,40.0,,70.8,2.0,,-2.8,,-5.0,-47.0,,,,,3.7,,-24.0,,162.1,-51.7,,,11.0,-12.2,,6.0,,,,,,,-15.0,,15.8,,False,,False,False,,,,,False,,False,,False,False,,,False,False,,False,,,,,,,False,,False
16073,161,54.0,,53.6,,52.0,3.0,,,,,66.0,,34.0,,78.7,9.9,,,47.0,53.7,,87.0,,,,,,,25.0,,70.2,-107.0,,-107.4,,-109.0,-158.0,,,,,-95.0,,-127.0,,-82.3,-151.1,,,-114.0,-107.3,,-74.0,,,,,,,-136.0,,-90.8,,False,,False,False,,,,,True,,False,,True,False,,,False,False,,True,,,,,,,False,,True
16075,296,177.0,,180.4,,174.0,181.0,,,,,205.8,,196.0,,143.5,55.0,,,152.0,184.5,,176.0,,,,109.1,,,92.0,,188.3,-119.0,,-115.6,,-122.0,-115.0,,,,,-90.2,,-100.0,,-152.5,-241.0,,,-144.0,-111.5,,-120.0,,,,-186.9,,,-204.0,,-107.7,,True,,False,True,,,,,True,,True,,False,False,,,False,True,,False,,,,False,,,False,,True
16077,60,60.0,,71.9,,64.0,63.0,,,,,91.5,,76.0,,68.8,18.1,,,66.0,53.5,,38.0,,,,,,,32.0,,66.3,0.0,,11.9,,4.0,3.0,,,,,31.5,,16.0,,8.8,-41.9,,,6.0,-6.5,,-22.0,,,,,,,-28.0,,6.3,,False,,False,False,,,,,False,,False,,False,False,,,False,False,,False,,,,,,,False,,False
16079,171,84.0,,91.5,,91.0,35.0,,,,,70.4,,109.0,,100.8,22.7,,,141.0,62.5,,80.0,,,,,,,56.0,,123.5,-87.0,,-79.5,,-80.0,-136.0,,,,,-100.6,,-62.0,,-70.2,-148.3,,,-30.0,-108.5,,-91.0,,,,,,,-115.0,,-47.5,,True,,True,False,,,,,False,,True,,True,False,,,True,False,,False,,,,,,,False,,True
16081,176,84.0,,81.6,,74.0,71.0,,,,,129.9,,57.0,,72.6,15.8,,,36.0,83.8,,61.0,,,,,,,69.0,,78.8,-92.0,,-94.4,,-102.0,-105.0,,,,,-46.1,,-119.0,,-103.4,-160.2,,,-140.0,-92.2,,-115.0,,,,,,,-107.0,,-97.2,,False,,False,False,,,,,True,,False,,False,False,,,False,False,,False,,,,,,,False,,False
16083,2052,1536.0,,1540.3,,1531.0,1565.0,,,,,1259.0,,1283.0,,2395.8,446.9,1792.5,,1898.5,1476.9,,1991.0,,,,737.7,,,713.0,,1789.0,-516.0,,-511.7,,-521.0,-487.0,,,,,-793.0,,-769.0,,343.8,-1605.2,-259.5,,-153.5,-575.1,,-61.0,,,,-1314.3,,,-1339.0,,-263.0,,True,,False,True,,,,,False,,False,,True,False,True,,True,False,,True,,,,False,,,False,,True
16085,87,36.0,,38.7,,36.0,0.0,,,,,43.9,,36.0,,26.3,14.5,,,51.0,43.7,,41.0,,,,,,,91.0,,42.1,-51.0,,-48.3,,-51.0,-87.0,,,,,-43.1,,-51.0,,-60.7,-72.5,,,-36.0,-43.3,,-46.0,,,,,,,4.0,,-44.9,,True,,False,False,,,,,True,,False,,False,False,,,True,True,,True,,,,,,,True,,True
16087,188,120.0,,107.2,,103.0,42.0,,,,,93.2,,69.0,,89.0,19.9,,,170.0,108.1,,146.0,,,,,,,89.0,,127.0,-68.0,,-80.8,,-85.0,-146.0,,,,,-94.8,,-119.0,,-99.0,-168.1,,,-18.0,-79.9,,-42.0,,,,,,,-99.0,,-61.0,,False,,False,False,,,,,False,,False,,False,False,,,True,False,,True,,,,,,,False,,True
17001,2076,894.0,,842.8,,1038.0,1662.0,,,,,670.9,,652.0,,1354.1,404.8,1381.0,,1629.0,1178.6,,1325.0,,,,871.8,,,839.0,,1281.5,-1182.0,,-1233.2,,-1038.0,-414.0,,,,,-1405.1,,-1424.0,,-721.9,-1671.2,-695.0,,-447.0,-897.4,,-751.0,,,,-1204.2,,,-1237.0,,-794.5,,False,,True,True,,,,,False,,False,,True,False,True,,True,True,,True,,,,False,,,False,,True
17003,88,81.0,,79.5,,83.0,93.0,,,,,52.6,,36.0,,128.7,17.7,,,93.0,85.7,,102.0,,,,,,,79.0,,126.6,-7.0,,-8.5,,-5.0,5.0,,,,,-35.4,,-52.0,,40.7,-70.3,,,5.0,-2.3,,14.0,,,,,,,-9.0,,38.6,,False,,True,True,,,,,False,,False,,False,False,,,True,True,,False,,,,,,,False,,False
17005,368,132.0,,118.3,,134.0,112.0,,,,,112.7,,130.0,,152.9,38.4,,,146.0,143.6,,92.0,,,,,,,96.0,,154.5,-236.0,,-249.7,,-234.0,-256.0,,,,,-255.3,,-238.0,,-215.1,-329.6,,,-222.0,-224.4,,-276.0,,,,,,,-272.0,,-213.5,,False,,True,False,,,,,False,,False,,True,False,,,True,True,,False,,,,,,,False,,True
17007,1341,624.0,,619.4,,705.0,684.0,,,,,513.1,,724.0,,908.4,440.9,889.0,,965.0,1066.6,,678.0,,,,397.0,,,576.0,,1157.4,-717.0,,-721.6,,-636.0,-657.0,,,,,-827.9,,-617.0,,-432.6,-900.1,-452.0,,-376.0,-274.4,,-663.0,,,,-944.0,,,-765.0,,-183.6,,False,,True,True,,,,,False,,True,,True,False,True,,True,True,,True,,,,False,,,False,,True
17009,148,42.0,,44.4,,46.0,40.0,,,,,51.8,,79.0,,76.4,6.9,,,60.0,60.5,,50.0,,,,,,,51.0,,46.5,-106.0,,-103.6,,-102.0,-108.0,,,,,-96.2,,-69.0,,-71.6,-141.1,,,-88.0,-87.5,,-98.0,,,,,,,-97.0,,-101.5,,True,,True,False,,,,,True,,True,,True,False,,,True,True,,True,,,,,,,True,,True
17011,900,273.0,,271.1,,286.0,288.0,,,,,238.5,,375.0,,286.2,96.4,265.0,,246.0,345.2,,375.0,,,,,,,241.0,,313.1,-627.0,,-628.9,,-614.0,-612.0,,,,,-661.5,,-525.0,,-613.8,-803.6,-635.0,,-654.0,-554.8,,-525.0,,,,,,,-659.0,,-586.9,,False,,True,True,,,,,False,,True,,True,False,False,,False,True,,True,,,,,,,False,,True
17013,128,9.0,,11.0,,11.0,0.0,,,,,33.0,,27.0,,10.1,7.6,,,25.0,34.6,,2.0,,,,,,,208.0,,35.4,-119.0,,-117.0,,-117.0,-128.0,,,,,-95.0,,-101.0,,-117.9,-120.4,,,-103.0,-93.4,,-126.0,,,,,,,80.0,,-92.6,,True,,True,False,,,,,True,,True,,True,False,,,True,True,,False,,,,,,,True,,True
17015,463,267.0,,264.2,,253.0,268.0,,,,,186.8,,194.0,,303.3,40.6,,,219.5,223.4,,255.0,,,,,,,195.0,,279.2,-196.0,,-198.8,,-210.0,-195.0,,,,,-276.2,,-269.0,,-159.7,-422.4,,,-243.5,-239.6,,-208.0,,,,,,,-268.0,,-183.8,,False,,False,True,,,,,False,,False,,True,False,,,False,False,,False,,,,,,,False,,True
17017,393,42.0,,42.1,,42.0,23.0,,,,,63.4,,91.0,,55.2,33.7,,,38.0,48.3,,50.0,,,,,,,33.0,,55.1,-351.0,,-350.9,,-351.0,-370.0,,,,,-329.6,,-302.0,,-337.8,-359.3,,,-355.0,-344.7,,-343.0,,,,,,,-360.0,,-337.9,,True,,False,False,,,,,True,,True,,True,False,,,False,True,,True,,,,,,,False,,True
17019,3269,1611.0,,1612.5,,1911.0,3416.0,,,,,1939.5,,1575.0,,1911.3,1190.1,1477.5,,3106.0,2617.1,,2392.0,,,,1550.0,3374.0,,2477.0,,2232.8,-1658.0,,-1656.5,,-1358.0,147.0,,,,,-1329.5,,-1694.0,,-1357.7,-2078.9,-1791.5,,-163.0,-651.9,,-877.0,,,,-1719.0,105.0,,-792.0,,-1036.2,,True,,True,True,,,,,True,,False,,True,False,False,,True,True,,True,,,,False,True,,True,,True
17021,820,231.0,,225.3,,231.0,180.0,,,,,218.5,,344.0,,189.4,71.7,234.0,,255.0,274.4,,194.0,,,,,,,258.0,,250.5,-589.0,,-594.7,,-589.0,-640.0,,,,,-601.5,,-476.0,,-630.6,-748.4,-586.0,,-565.0,-545.6,,-626.0,,,,,,,-562.0,,-569.5,,False,,False,False,,,,,False,,True,,False,False,True,,True,True,,False,,,,,,,True,,True
17023,365,63.0,,65.9,,103.0,109.0,,,,,87.2,,144.0,,116.9,48.3,,,108.0,86.3,,79.0,,,,,,,44.0,,121.6,-302.0,,-299.1,,-262.0,-256.0,,,,,-277.8,,-221.0,,-248.1,-316.7,,,-257.0,-278.7,,-286.0,,,,,,,-321.0,,-243.4,,True,,True,True,,,,,True,,True,,True,False,,,True,True,,True,,,,,,,False,,True
17025,374,84.0,,88.9,,109.0,103.0,,,,,104.5,,113.0,,134.5,44.2,,,113.0,120.3,,72.0,,,,,,,17.0,,122.7,-290.0,,-285.1,,-265.0,-271.0,,,,,-269.5,,-261.0,,-239.5,-329.9,,,-261.0,-253.7,,-302.0,,,,,,,-357.0,,-251.3,,True,,True,True,,,,,True,,True,,True,False,,,True,True,,False,,,,,,,False,,True
17027,1011,432.0,,430.8,,473.0,518.0,,,,,347.7,,301.0,,601.7,198.1,564.5,,541.0,525.7,,395.0,,,,245.6,,,269.0,,578.0,-579.0,,-580.2,,-538.0,-493.0,,,,,-663.3,,-710.0,,-409.3,-812.9,-446.5,,-470.0,-485.3,,-616.0,,,,-765.4,,,-742.0,,-433.0,,False,,True,True,,,,,False,,False,,True,False,True,,True,True,,False,,,,False,,,False,,True
17029,891,645.0,,625.4,,700.0,1172.0,,,,,514.3,,674.0,,722.6,205.4,599.0,,995.5,789.6,,747.0,,,,572.5,,,1039.0,,872.2,-246.0,,-265.6,,-191.0,281.0,,,,,-376.7,,-217.0,,-168.4,-685.6,-292.0,,104.5,-101.4,,-144.0,,,,-318.5,,,148.0,,-18.8,,False,,True,False,,,,,False,,True,,True,False,False,,True,True,,True,,,,False,,,True,,True
17031,87366,37764.0,,37398.8,44656.3,41834.0,54548.0,,,,,32839.4,,38392.0,,32583.1,18012.9,46058.5,,78434.0,72232.5,,41656.0,,,,25075.2,105355.0,,58641.0,,70626.1,-49602.0,,-49967.2,-42709.7,-45532.0,-32818.0,,,,,-54526.6,,-48974.0,,-54782.9,-69353.1,-41307.5,,-8932.0,-15133.5,,-45710.0,,,,-62290.8,17989.0,,-28725.0,,-16739.9,,False,True,True,True,,,,,False,,True,,False,False,True,,True,True,,True,,,,False,True,,True,,True
17033,321,96.0,,98.3,,93.0,59.0,,,,,121.9,,193.0,,92.1,23.8,,,47.0,117.1,,59.0,,,,,,,8.0,,113.6,-225.0,,-222.7,,-228.0,-262.0,,,,,-199.1,,-128.0,,-228.9,-297.2,,,-274.0,-203.9,,-262.0,,,,,,,-313.0,,-207.4,,True,,False,False,,,,,True,,True,,False,False,,,False,True,,False,,,,,,,False,,True
17035,237,96.0,,94.3,,99.0,81.0,,,,,70.9,,92.0,,220.9,30.9,,,161.0,109.2,,130.0,,,,,,,97.0,,142.5,-141.0,,-142.7,,-138.0,-156.0,,,,,-166.1,,-145.0,,-16.1,-206.1,,,-76.0,-127.8,,-107.0,,,,,,,-140.0,,-94.5,,False,,True,False,,,,,False,,False,,True,False,,,True,True,,True,,,,,,,True,,True
17037,1796,864.0,,876.3,,1147.0,1462.0,,,,,789.0,,1074.0,,1219.2,589.1,1057.0,,1770.0,1499.8,,1229.0,,,,848.5,,,2131.0,,1528.0,-932.0,,-919.7,,-649.0,-334.0,,,,,-1007.0,,-722.0,,-576.8,-1206.9,-739.0,,-26.0,-296.2,,-567.0,,,,-947.5,,,335.0,,-268.0,,True,,True,True,,,,,False,,True,,True,False,True,,True,True,,True,,,,False,,,True,,True
17039,269,81.0,,82.5,,108.0,91.0,,,,,78.8,,147.0,,165.3,55.0,,,136.0,138.5,,60.0,,,,,,,135.0,,107.5,-188.0,,-186.5,,-161.0,-178.0,,,,,-190.2,,-122.0,,-103.7,-214.0,,,-133.0,-130.5,,-209.0,,,,,,,-134.0,,-161.5,,True,,True,True,,,,,False,,True,,True,False,,,True,True,,False,,,,,,,True,,True
17041,415,396.0,,371.1,,446.0,636.0,,,,,287.2,,191.0,,921.9,66.0,,,798.0,446.7,,514.0,,,,,,,260.0,,526.5,-19.0,,-43.9,,31.0,221.0,,,,,-127.8,,-224.0,,506.9,-349.1,,,383.0,31.7,,99.0,,,,,,,-155.0,,111.5,,False,,False,False,,,,,False,,False,,False,False,,,False,False,,False,,,,,,,False,,False
17043,15113,6450.0,,6639.1,8476.3,7724.0,9109.0,,,,,6235.0,,6880.0,,6380.0,5606.2,8063.5,,12891.5,12026.6,,8097.0,,,,4491.1,15161.0,,8212.0,,10150.9,-8663.0,,-8473.9,-6636.7,-7389.0,-6004.0,,,,,-8878.0,,-8233.0,,-8733.0,-9506.8,-7049.5,,-2221.5,-3086.4,,-7016.0,,,,-10621.9,48.0,,-6901.0,,-4962.1,,True,True,True,True,,,,,False,,True,,False,False,True,,True,True,,True,,,,False,True,,True,,True
17045,506,42.0,,42.1,,44.0,34.0,,,,,46.7,,145.0,,66.6,46.8,,,42.0,62.7,,57.0,,,,,,,85.0,,59.9,-464.0,,-463.9,,-462.0,-472.0,,,,,-459.3,,-361.0,,-439.4,-459.2,,,-464.0,-443.3,,-449.0,,,,,,,-421.0,,-446.1,,True,,True,False,,,,,True,,True,,True,True,,,False,True,,True,,,,,,,True,,True
17047,82,21.0,,20.9,,34.0,42.0,,,,,42.2,,39.0,,50.2,20.5,,,34.0,36.0,,31.0,,,,,,,18.0,,26.5,-61.0,,-61.1,,-48.0,-40.0,,,,,-39.8,,-43.0,,-31.8,-61.5,,,-48.0,-46.0,,-51.0,,,,,,,-64.0,,-55.5,,False,,True,True,,,,,True,,True,,True,False,,,True,True,,True,,,,,,,False,,True
17049,1070,378.0,,387.1,,407.0,582.0,,,,,314.4,,360.0,,405.9,120.4,410.0,,605.0,518.3,,482.0,,,,,,,337.0,,577.5,-692.0,,-682.9,,-663.0,-488.0,,,,,-755.6,,-710.0,,-664.1,-949.6,-660.0,,-465.0,-551.7,,-588.0,,,,,,,-733.0,,-492.5,,True,,True,True,,,,,False,,False,,True,False,True,,True,True,,True,,,,,,,False,,True
17051,655,138.0,,134.6,,138.0,97.0,,,,,151.5,,238.0,,163.9,50.4,,,114.0,166.0,,98.0,,,,,,,105.0,,181.2,-517.0,,-520.4,,-517.0,-558.0,,,,,-503.5,,-417.0,,-491.1,-604.6,,,-541.0,-489.0,,-557.0,,,,,,,-550.0,,-473.8,,False,,False,False,,,,,True,,True,,True,False,,,False,True,,False,,,,,,,False,,True
17053,423,78.0,,83.1,,83.0,104.0,,,,,63.3,,121.0,,119.9,27.1,,,66.0,74.3,,51.0,,,,,,,73.0,,90.4,-345.0,,-339.9,,-340.0,-319.0,,,,,-359.7,,-302.0,,-303.1,-395.9,,,-357.0,-348.7,,-372.0,,,,,,,-350.0,,-332.6,,True,,True,True,,,,,False,,True,,True,False,,,False,False,,False,,,,,,,False,,True
17055,723,387.0,,390.2,,420.0,483.0,,,,,316.4,,318.0,,647.2,140.9,559.0,,493.0,416.9,,414.0,,,,,,,309.0,,506.6,-336.0,,-332.8,,-303.0,-240.0,,,,,-406.6,,-405.0,,-75.8,-582.1,-164.0,,-230.0,-306.1,,-309.0,,,,,,,-414.0,,-216.4,,True,,True,True,,,,,False,,False,,True,False,True,,True,True,,True,,,,,,,False,,True
17057,572,372.0,,380.8,,464.0,518.0,,,,,331.5,,327.0,,818.4,123.3,669.5,,566.0,464.4,,532.0,,,,,,,387.0,,533.7,-200.0,,-191.2,,-108.0,-54.0,,,,,-240.5,,-245.0,,246.4,-448.7,97.5,,-6.0,-107.6,,-40.0,,,,,,,-185.0,,-38.3,,True,,True,True,,,,,False,,False,,False,False,True,,True,True,,True,,,,,,,True,,True
17059,60,21.0,,21.1,,22.0,5.0,,,,,23.0,,37.0,,14.2,14.1,,,26.0,28.4,,19.0,,,,,,,35.0,,24.1,-39.0,,-38.9,,-38.0,-55.0,,,,,-37.0,,-23.0,,-45.8,-45.9,,,-34.0,-31.6,,-41.0,,,,,,,-25.0,,-35.9,,True,,True,False,,,,,True,,True,,False,False,,,True,True,,False,,,,,,,True,,True
17061,395,126.0,,120.0,,122.0,74.0,,,,,106.7,,120.0,,79.8,29.2,,,197.0,132.7,,,,,,,,,125.0,,184.7,-269.0,,-275.0,,-273.0,-321.0,,,,,-288.3,,-275.0,,-315.2,-365.8,,,-198.0,-262.3,,,,,,,,,-270.0,,-210.3,,False,,False,False,,,,,False,,False,,False,False,,,True,True,,,,,,,,,False,,True
17063,1283,378.0,,374.3,,474.0,704.0,,,,,330.8,,483.0,,448.4,294.6,453.0,,561.0,544.7,,608.0,,,,,,,576.0,,532.7,-905.0,,-908.7,,-809.0,-579.0,,,,,-952.2,,-800.0,,-834.6,-988.4,-830.0,,-722.0,-738.3,,-675.0,,,,,,,-707.0,,-750.3,,False,,True,True,,,,,False,,True,,True,False,True,,True,True,,True,,,,,,,True,,True
17065,203,78.0,,75.7,,78.0,87.0,,,,,60.0,,78.0,,96.8,25.6,,,73.0,76.8,,73.0,,,,,,,94.0,,92.8,-125.0,,-127.3,,-125.0,-116.0,,,,,-143.0,,-125.0,,-106.2,-177.4,,,-130.0,-126.2,,-130.0,,,,,,,-109.0,,-110.2,,False,,False,True,,,,,False,,False,,True,False,,,False,False,,False,,,,,,,True,,True
17067,509,108.0,,113.3,,128.0,115.0,,,,,100.1,,133.0,,130.7,45.5,,,234.0,195.9,,163.0,,,,,,,248.0,,164.0,-401.0,,-395.7,,-381.0,-394.0,,,,,-408.9,,-376.0,,-378.3,-463.5,,,-275.0,-313.1,,-346.0,,,,,,,-261.0,,-345.0,,True,,True,True,,,,,False,,True,,True,False,,,True,True,,True,,,,,,,True,,True
17069,57,15.0,,16.2,,16.0,0.0,,,,,23.4,,24.0,,19.8,8.0,,,6.0,15.0,,17.0,,,,,,,16.0,,16.8,-42.0,,-40.8,,-41.0,-57.0,,,,,-33.6,,-33.0,,-37.2,-49.0,,,-51.0,-42.0,,-40.0,,,,,,,-41.0,,-40.2,,True,,True,False,,,,,True,,True,,True,False,,,False,False,,True,,,,,,,True,,True
17071,112,24.0,,25.6,,33.0,40.0,,,,,57.3,,65.0,,63.4,8.8,,,38.0,34.5,,33.0,,,,,,,14.0,,30.6,-88.0,,-86.4,,-79.0,-72.0,,,,,-54.7,,-47.0,,-48.6,-103.2,,,-74.0,-77.5,,-79.0,,,,,,,-98.0,,-81.4,,True,,True,True,,,,,True,,True,,True,False,,,True,True,,True,,,,,,,False,,True
17073,1378,111.0,,102.8,,149.0,149.0,,,,,155.8,,553.0,,173.8,145.6,170.5,,135.0,163.4,,184.0,,,,,,,105.0,,168.3,-1267.0,,-1275.2,,-1229.0,-1229.0,,,,,-1222.2,,-825.0,,-1204.2,-1232.4,-1207.5,,-1243.0,-1214.6,,-1194.0,,,,,,,-1273.0,,-1209.7,,False,,True,True,,,,,True,,True,,True,True,True,,True,True,,True,,,,,,,False,,True
