,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IowaStateLW-STEM,JCB-PRM,LANL-GrowthRate,RobertWalraven-ESG,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-JCB-PRM,error-LANL-GrowthRate,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-LANL-GrowthRate,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
31053,1307,812.0,,,479.0,,208.7,136.4,672.0,319.0,-495.0,,,-828.0,,-1098.3,-1170.6,-635.0,-988.0,,,False,,False,False,False,False
31055,18737,7518.0,,,4523.0,,2597.6,4239.5,8904.2,5355.0,-11219.0,,,-14214.0,,-16139.4,-14497.5,-9832.8,-13382.0,,,False,,False,False,True,False
31057,41,14.0,,,26.0,,,103.4,,43.0,-27.0,,,-15.0,,,62.4,,2.0,,,True,,,False,,True
31059,241,21.0,,,34.0,,36.3,1.2,24.9,5.0,-220.0,,,-207.0,,-204.7,-239.8,-216.1,-236.0,,,True,,True,False,True,False
31061,118,84.0,,,28.0,,7.3,222.7,,51.0,-34.0,,,-90.0,,-110.7,104.7,,-67.0,,,False,,False,False,,False
31063,89,28.0,,,19.0,,1.8,3.0,,75.0,-61.0,,,-70.0,,-87.2,-86.0,,-14.0,,,False,,False,False,,True
31065,181,28.0,,,35.0,,13.0,3.6,,10.0,-153.0,,,-146.0,,-168.0,-177.3,,-171.0,,,True,,False,False,,False
31067,839,357.0,,,132.0,,103.7,135.1,271.3,187.0,-482.0,,,-707.0,,-735.3,-704.0,-567.7,-652.0,,,False,,False,False,False,False
31069,59,21.0,,,25.0,,1.9,20.2,,29.0,-38.0,,,-34.0,,-57.1,-38.8,,-30.0,,,True,,False,False,,True
31071,80,7.0,,,25.0,,0.6,1.4,,2.0,-73.0,,,-55.0,,-79.4,-78.6,,-78.0,,,True,,False,False,,False
31073,62,63.0,,,31.0,,9.8,95.1,39.3,40.0,1.0,,,-31.0,,-52.2,33.1,-22.7,-22.0,,,False,,False,False,False,False
31075,16,7.0,,,19.0,,,0.2,,25.0,-9.0,,,3.0,,,-15.8,,9.0,,,True,,,False,,False
31077,78,70.0,,,25.0,,5.9,35.2,,35.0,-8.0,,,-53.0,,-72.1,-42.8,,-43.0,,,False,,False,False,,False
31079,2022,483.0,,,654.0,,87.0,203.1,345.7,318.0,-1539.0,,,-1368.0,,-1935.0,-1818.9,-1676.3,-1704.0,,,True,,False,False,False,False
31081,323,126.0,,,61.0,,43.7,58.0,46.9,94.0,-197.0,,,-262.0,,-279.3,-265.0,-276.1,-229.0,,,False,,False,False,False,False
31083,92,21.0,,,28.0,,2.2,1.6,,6.0,-71.0,,,-64.0,,-89.8,-90.4,,-86.0,,,True,,False,False,,False
31085,38,0.0,,,16.0,,,0.0,,,-38.0,,,-22.0,,,-38.0,,,,,True,,,False,,
31087,80,35.0,,,28.0,,1.6,23.0,,89.0,-45.0,,,-52.0,,-78.4,-57.0,,9.0,,,False,,False,False,,True
31089,373,280.0,,,179.0,,644.0,266.6,,176.0,-93.0,,,-194.0,,271.0,-106.4,,-197.0,,,False,,False,False,,False
31091,29,42.0,,,25.0,,,2.5,,18.0,13.0,,,-4.0,,,-26.6,,-11.0,,,True,,,False,,True
31093,213,70.0,,,53.0,,10.0,111.1,45.2,39.0,-143.0,,,-160.0,,-203.0,-101.9,-167.8,-174.0,,,False,,False,True,False,False
31095,251,49.0,,,48.0,,8.1,16.5,,178.0,-202.0,,,-203.0,,-242.9,-234.5,,-73.0,,,False,,False,False,,True
31097,232,147.0,,,34.0,,14.8,43.9,,101.0,-85.0,,,-198.0,,-217.2,-188.1,,-131.0,,,False,,False,False,,False
31099,306,105.0,,,53.0,,6.5,35.7,96.6,104.0,-201.0,,,-253.0,,-299.5,-270.3,-209.4,-202.0,,,False,,False,False,False,False
31101,255,21.0,,,50.0,,18.0,0.0,,4.0,-234.0,,,-205.0,,-237.0,-255.0,,-251.0,,,True,,False,False,,False
31103,12,0.0,,,36.0,,,0.0,,0.0,-12.0,,,24.0,,,-12.0,,-12.0,,,False,,,False,,False
31105,130,28.0,,,32.0,,1.4,16.2,10.3,98.0,-102.0,,,-98.0,,-128.6,-113.8,-119.7,-32.0,,,True,,False,False,False,True
31107,202,210.0,,,97.0,,110.3,13.1,184.8,66.0,8.0,,,-105.0,,-91.7,-188.9,-17.2,-136.0,,,False,,False,False,False,False
31109,7601,4004.0,,,2837.0,,2536.2,400.2,2448.9,2073.0,-3597.0,,,-4764.0,,-5064.8,-7200.9,-5152.1,-5528.0,,,False,,False,False,False,False
31111,1529,658.0,,,313.0,,60.8,134.2,387.3,801.0,-871.0,,,-1216.0,,-1468.2,-1394.8,-1141.7,-728.0,,,False,,False,False,False,True
31113,29,7.0,,,19.0,,,0.2,,32.0,-22.0,,,-10.0,,,-28.8,,3.0,,,True,,,False,,True
31115,25,0.0,,,21.0,,,0.0,,0.0,-25.0,,,-4.0,,,-25.0,,-25.0,,,True,,,False,,False
31117,11,0.0,,,16.0,,,0.0,,0.0,-11.0,,,5.0,,,-11.0,,-11.0,,,True,,,False,,False
31119,1962,413.0,,,667.0,,154.5,330.6,285.0,285.0,-1549.0,,,-1295.0,,-1807.5,-1631.4,-1677.0,-1677.0,,,True,,False,False,False,False
31121,316,42.0,,,75.0,,17.5,117.3,37.9,264.0,-274.0,,,-241.0,,-298.5,-198.7,-278.1,-52.0,,,True,,False,True,False,True
31123,196,7.0,,,44.0,,69.2,2.3,2.7,2.0,-189.0,,,-152.0,,-126.8,-193.7,-193.3,-194.0,,,True,,True,False,False,False
31125,182,63.0,,,44.0,,8.7,10.8,,12.0,-119.0,,,-138.0,,-173.3,-171.2,,-170.0,,,False,,False,False,,False
31127,147,91.0,,,43.0,,20.4,10.1,,37.0,-56.0,,,-104.0,,-126.6,-136.9,,-110.0,,,False,,False,False,,False
31129,163,7.0,,,31.0,,1.6,2.7,,1.0,-156.0,,,-132.0,,-161.4,-160.3,,-162.0,,,True,,False,False,,False
31131,495,217.0,,,110.0,,153.2,135.6,212.9,296.0,-278.0,,,-385.0,,-341.8,-359.4,-282.1,-199.0,,,False,,False,False,False,True
31133,50,7.0,,,27.0,,,6.1,,1.0,-43.0,,,-23.0,,,-43.9,,-49.0,,,True,,,False,,False
31135,86,7.0,,,21.0,,,4.2,,32.0,-79.0,,,-65.0,,,-81.8,,-54.0,,,True,,,False,,True
31137,367,182.0,,,74.0,,109.3,54.3,107.5,218.0,-185.0,,,-293.0,,-257.7,-312.7,-259.5,-149.0,,,False,,False,False,False,True
31139,283,49.0,,,64.0,,2.9,29.2,,59.0,-234.0,,,-219.0,,-280.1,-253.8,,-224.0,,,True,,False,False,,True
31141,1696,693.0,,,429.0,,94.0,132.7,334.3,302.0,-1003.0,,,-1267.0,,-1602.0,-1563.3,-1361.7,-1394.0,,,False,,False,False,False,False
31143,218,154.0,,,35.0,,23.9,195.8,76.7,101.0,-64.0,,,-183.0,,-194.1,-22.2,-141.3,-117.0,,,False,,False,True,False,False
31145,466,168.0,,,54.0,,12.9,16.7,,213.0,-298.0,,,-412.0,,-453.1,-449.3,,-253.0,,,False,,False,False,,True
31147,235,56.0,,,41.0,,41.0,5.1,,68.0,-179.0,,,-194.0,,-194.0,-229.9,,-167.0,,,False,,False,False,,True
31149,30,35.0,,,64.0,,,3.7,,0.0,5.0,,,34.0,,,-26.3,,-30.0,,,False,,,False,,False
31151,595,238.0,,,167.0,,33.5,47.7,102.3,47.0,-357.0,,,-428.0,,-561.5,-547.3,-492.7,-548.0,,,False,,False,False,False,False
31153,6235,2338.0,,,1109.0,,1500.4,1242.1,2470.7,1915.0,-3897.0,,,-5126.0,,-4734.6,-4992.9,-3764.3,-4320.0,,,False,,False,False,True,False
31155,599,392.0,,,150.0,,341.2,172.0,291.8,159.0,-207.0,,,-449.0,,-257.8,-427.0,-307.2,-440.0,,,False,,False,False,False,False
31157,2061,175.0,,,251.0,,21.7,55.3,154.2,490.0,-1886.0,,,-1810.0,,-2039.3,-2005.7,-1906.8,-1571.0,,,True,,False,False,False,True
31159,483,119.0,,,152.0,,9.3,10.8,64.2,105.0,-364.0,,,-331.0,,-473.7,-472.1,-418.8,-378.0,,,True,,False,False,False,False
31161,204,56.0,,,29.0,,,62.1,,126.0,-148.0,,,-175.0,,,-141.9,,-78.0,,,False,,,True,,True
31163,90,14.0,,,25.0,,3.7,11.6,,12.0,-76.0,,,-65.0,,-86.3,-78.4,,-78.0,,,True,,False,False,,False
31165,11,0.0,,,32.0,,,0.0,,0.0,-11.0,,,21.0,,,-11.0,,-11.0,,,False,,,False,,False
31167,136,49.0,,,62.0,,6.6,39.2,25.6,171.0,-87.0,,,-74.0,,-129.4,-96.8,-110.4,35.0,,,True,,False,False,False,True
31169,183,7.0,,,31.0,,5.9,15.1,,3.0,-176.0,,,-152.0,,-177.1,-167.9,,-180.0,,,True,,False,True,,False
31171,24,7.0,,,28.0,,0.2,0.0,,0.0,-17.0,,,4.0,,-23.8,-24.0,,-24.0,,,True,,False,False,,False
31173,252,84.0,,,60.0,,6.9,54.8,23.0,31.0,-168.0,,,-192.0,,-245.1,-197.2,-229.0,-221.0,,,False,,False,False,False,False
31175,121,63.0,,,44.0,,16.7,9.8,,39.0,-58.0,,,-77.0,,-104.3,-111.2,,-82.0,,,False,,False,False,,False
31177,718,259.0,,,145.0,,158.6,21.2,293.9,94.0,-459.0,,,-573.0,,-559.4,-696.8,-424.1,-624.0,,,False,,False,False,True,False
31179,483,364.0,,,156.0,,101.8,104.0,193.1,152.0,-119.0,,,-327.0,,-381.2,-379.0,-289.9,-331.0,,,False,,False,False,False,False
31181,157,14.0,,,33.0,,1.9,0.6,,16.0,-143.0,,,-124.0,,-155.1,-156.4,,-141.0,,,True,,False,False,,True
31183,11,0.0,,,21.0,,,0.7,,0.0,-11.0,,,10.0,,,-10.3,,-11.0,,,True,,,True,,False
31185,670,315.0,,,111.0,,75.0,88.6,143.5,945.0,-355.0,,,-559.0,,-595.0,-581.4,-526.5,275.0,,,False,,False,False,False,True
32001,500,91.0,,,27.0,,5.6,25.2,73.0,232.0,-409.0,,,-473.0,,-494.4,-474.8,-427.0,-268.0,,,False,,False,False,False,True
32003,34919,17997.0,,,6854.0,,15579.2,12395.4,9405.2,18185.0,-16922.0,,,-28065.0,,-19339.8,-22523.6,-25513.8,-16734.0,,,False,,False,False,False,True
32005,207,126.0,,,40.0,,61.5,103.8,90.7,140.0,-81.0,,,-167.0,,-145.5,-103.2,-116.3,-67.0,,,False,,False,False,False,True
32007,1280,350.0,,,91.0,,117.8,77.9,255.3,211.0,-930.0,,,-1189.0,,-1162.2,-1202.1,-1024.7,-1069.0,,,False,,False,False,False,False
32009,5,0.0,,,0.0,,,0.0,,,-5.0,,,-5.0,,,-5.0,,,,,False,,,False,,
32011,12,0.0,,,0.0,,,1.6,,0.0,-12.0,,,-12.0,,,-10.4,,-12.0,,,False,,,True,,False
32013,133,63.0,,,24.0,,1.1,82.7,28.4,129.0,-70.0,,,-109.0,,-131.9,-50.3,-104.6,-4.0,,,False,,False,True,False,True
32015,84,49.0,,,0.0,,5.4,70.9,20.4,141.0,-35.0,,,-84.0,,-78.6,-13.1,-63.6,57.0,,,False,,False,True,False,False
32017,155,0.0,,,0.0,,0.1,0.0,,0.0,-155.0,,,-155.0,,-154.9,-155.0,,-155.0,,,False,,True,False,,False
32019,303,98.0,,,92.0,,7.5,43.1,176.6,55.0,-205.0,,,-211.0,,-295.5,-259.9,-126.4,-248.0,,,False,,False,False,True,False
32021,52,7.0,,,0.0,,0.2,13.7,,95.0,-45.0,,,-52.0,,-51.8,-38.3,,43.0,,,False,,False,True,,True
32023,604,133.0,,,21.0,,34.9,19.5,66.3,91.0,-471.0,,,-583.0,,-569.1,-584.5,-537.7,-513.0,,,False,,False,False,False,False
32027,27,7.0,,,2.0,,1.2,0.0,,78.0,-20.0,,,-25.0,,-25.8,-27.0,,51.0,,,False,,False,False,,False
32029,23,0.0,,,0.0,,1.3,1.1,,0.0,-23.0,,,-23.0,,-21.7,-21.9,,-23.0,,,False,,True,True,,False
32031,10574,4284.0,,,1747.0,,3309.6,2242.1,2895.9,5904.0,-6290.0,,,-8827.0,,-7264.4,-8331.9,-7678.1,-4670.0,,,False,,False,False,False,True
32033,165,70.0,,,1.0,,4.2,23.1,,39.0,-95.0,,,-164.0,,-160.8,-141.9,,-126.0,,,False,,False,False,,False
32510,998,196.0,,,110.0,,41.7,122.4,184.7,237.0,-802.0,,,-888.0,,-956.3,-875.6,-813.3,-761.0,,,False,,False,False,False,True
33001,377,56.0,,,116.0,,15.0,15.4,38.3,84.0,-321.0,,,-261.0,,-362.0,-361.6,-338.7,-293.0,,,True,,False,False,False,True
33003,165,21.0,,,119.0,,2.1,0.6,15.9,6.0,-144.0,,,-46.0,,-162.9,-164.4,-149.1,-159.0,,,True,,False,False,False,False
33005,269,77.0,,,4.0,,1.9,12.7,72.2,698.0,-192.0,,,-265.0,,-267.1,-256.3,-196.8,429.0,,,False,,False,False,False,False
33007,249,0.0,,,161.0,,0.1,0.9,,0.0,-249.0,,,-88.0,,-248.9,-248.1,,-249.0,,,True,,True,True,,False
33009,309,112.0,,,239.0,,12.8,78.0,63.8,375.0,-197.0,,,-70.0,,-296.2,-231.0,-245.2,66.0,,,True,,False,False,False,True
33011,3004,1750.0,,,362.0,,725.8,711.0,823.9,5749.0,-1254.0,,,-2642.0,,-2278.2,-2293.0,-2180.1,2745.0,,,False,,False,False,False,False
33013,865,266.0,,,157.0,,35.7,220.4,137.5,763.0,-599.0,,,-708.0,,-829.3,-644.6,-727.5,-102.0,,,False,,False,False,False,True
33015,2004,728.0,,,204.0,,208.9,218.4,527.5,2243.0,-1276.0,,,-1800.0,,-1795.1,-1785.6,-1476.5,239.0,,,False,,False,False,False,True
33017,813,273.0,,,189.0,,47.4,0.0,284.6,137.0,-540.0,,,-624.0,,-765.6,-813.0,-528.4,-676.0,,,False,,False,False,True,False
33019,133,35.0,,,7.0,,0.6,5.3,22.0,69.0,-98.0,,,-126.0,,-132.4,-127.7,-111.0,-64.0,,,False,,False,False,False,True
34001,3861,1036.0,,,929.0,,475.9,462.8,593.9,2087.0,-2825.0,,,-2932.0,,-3385.1,-3398.2,-3267.1,-1774.0,,,False,,False,False,False,True
34003,10343,2303.0,,,1268.0,,1492.4,1764.5,1738.4,3448.0,-8040.0,,,-9075.0,,-8850.6,-8578.5,-8604.6,-6895.0,,,False,,False,False,False,True
34005,5091,1281.0,,,1052.0,,770.0,510.7,891.4,1100.0,-3810.0,,,-4039.0,,-4321.0,-4580.3,-4199.6,-3991.0,,,False,,False,False,False,False
34007,7540,1575.0,,,1283.0,,640.3,5739.9,1089.5,1932.0,-5965.0,,,-6257.0,,-6899.7,-1800.1,-6450.5,-5608.0,,,False,,False,True,False,True
34009,1166,161.0,,,220.0,,48.7,0.0,47.6,157.0,-1005.0,,,-946.0,,-1117.3,-1166.0,-1118.4,-1009.0,,,True,,False,False,False,False
34011,1352,238.0,,,484.0,,21.5,40.0,281.4,115.0,-1114.0,,,-868.0,,-1330.5,-1312.0,-1070.6,-1237.0,,,True,,False,False,True,False
34013,12838,1652.0,,,1421.0,,868.0,2113.9,1405.9,3180.0,-11186.0,,,-11417.0,,-11970.0,-10724.1,-11432.1,-9658.0,,,False,,False,True,False,True
34015,3994,1981.0,,,719.0,,950.2,645.1,2051.6,1934.0,-2013.0,,,-3275.0,,-3043.8,-3348.9,-1942.4,-2060.0,,,False,,False,False,True,False
34017,9321,1736.0,,,939.0,,506.6,427.9,902.8,3399.0,-7585.0,,,-8382.0,,-8814.4,-8893.1,-8418.2,-5922.0,,,False,,False,False,False,True
34019,917,497.0,,,105.0,,132.8,0.0,185.7,1396.0,-420.0,,,-812.0,,-784.2,-917.0,-731.3,479.0,,,False,,False,False,False,False
34021,4056,581.0,,,1062.0,,243.7,373.0,402.7,785.0,-3475.0,,,-2994.0,,-3812.3,-3683.0,-3653.3,-3271.0,,,True,,False,False,False,True
34023,8940,3353.0,,,1555.0,,1805.8,685.8,1950.7,5096.0,-5587.0,,,-7385.0,,-7134.2,-8254.2,-6989.3,-3844.0,,,False,,False,False,False,True
34025,7098,2751.0,,,1439.0,,1781.9,1224.3,1240.8,3051.0,-4347.0,,,-5659.0,,-5316.1,-5873.7,-5857.2,-4047.0,,,False,,False,False,False,True
34027,5386,840.0,,,695.0,,315.7,653.2,1443.4,1006.0,-4546.0,,,-4691.0,,-5070.3,-4732.8,-3942.6,-4380.0,,,False,,False,False,True,True
34029,6915,8379.0,,,2051.0,,3126.9,1747.0,5033.2,8335.0,1464.0,,,-4864.0,,-3788.1,-5168.0,-1881.8,1420.0,,,False,,False,False,False,True
34031,8884,1596.0,,,813.0,,398.2,654.0,1078.7,1807.0,-7288.0,,,-8071.0,,-8485.8,-8230.0,-7805.3,-7077.0,,,False,,False,False,False,True
34033,528,182.0,,,154.0,,22.3,60.0,150.0,388.0,-346.0,,,-374.0,,-505.7,-468.0,-378.0,-140.0,,,False,,False,False,False,True
34035,3370,742.0,,,488.0,,185.5,304.4,454.2,671.0,-2628.0,,,-2882.0,,-3184.5,-3065.6,-2915.8,-2699.0,,,False,,False,False,False,False
34037,896,336.0,,,105.0,,133.2,106.2,71.9,548.0,-560.0,,,-791.0,,-762.8,-789.8,-824.1,-348.0,,,False,,False,False,False,True
34039,10063,1610.0,,,1205.0,,467.9,867.6,752.0,2059.0,-8453.0,,,-8858.0,,-9595.1,-9195.4,-9311.0,-8004.0,,,False,,False,False,False,True
34041,881,126.0,,,112.0,,14.6,55.9,87.3,346.0,-755.0,,,-769.0,,-866.4,-825.1,-793.7,-535.0,,,False,,False,False,False,True
35001,14347,2863.0,,,1927.0,,2445.1,689.0,1766.8,5190.0,-11484.0,,,-12420.0,,-11901.9,-13658.0,-12580.2,-9157.0,,,False,,False,False,False,True
35003,23,0.0,,,0.0,,0.0,0.0,,0.0,-23.0,,,-23.0,,-23.0,-23.0,,-23.0,,,False,,True,False,,False
35005,2519,1225.0,,,352.0,,1101.1,231.3,1096.4,2009.0,-1294.0,,,-2167.0,,-1417.9,-2287.7,-1422.6,-510.0,,,False,,False,False,False,True
35006,874,154.0,,,212.0,,18.5,127.5,65.2,279.0,-720.0,,,-662.0,,-855.5,-746.5,-808.8,-595.0,,,True,,False,False,False,True
35007,91,63.0,,,15.0,,0.4,13.3,,111.0,-28.0,,,-76.0,,-90.6,-77.7,,20.0,,,False,,False,False,,True
35009,1889,798.0,,,921.0,,254.5,119.7,321.5,1131.0,-1091.0,,,-968.0,,-1634.5,-1769.3,-1567.5,-758.0,,,True,,False,False,False,True
35011,34,0.0,,,7.0,,,0.0,,0.0,-34.0,,,-27.0,,,-34.0,,-34.0,,,True,,,False,,False
35013,8269,1848.0,,,2305.0,,2237.5,1637.2,1351.9,862.0,-6421.0,,,-5964.0,,-6031.5,-6631.8,-6917.1,-7407.0,,,True,,True,False,False,False
35015,1602,777.0,,,543.0,,192.8,0.0,422.1,497.0,-825.0,,,-1059.0,,-1409.2,-1602.0,-1179.9,-1105.0,,,False,,False,False,False,False
35017,284,70.0,,,21.0,,4.7,11.6,24.3,22.0,-214.0,,,-263.0,,-279.3,-272.4,-259.7,-262.0,,,False,,False,False,False,False
35019,62,0.0,,,24.0,,0.3,2.1,0.3,0.0,-62.0,,,-38.0,,-61.7,-59.9,-61.7,-62.0,,,True,,True,True,True,False
35021,3,0.0,,,0.0,,0.0,0.0,,0.0,-3.0,,,-3.0,,-3.0,-3.0,,-3.0,,,False,,True,False,,False
35023,57,21.0,,,1.0,,0.0,30.9,12.2,86.0,-36.0,,,-56.0,,-57.0,-26.1,-44.8,29.0,,,False,,False,True,False,True
35025,2052,826.0,,,890.0,,292.8,148.5,397.0,889.0,-1226.0,,,-1162.0,,-1759.2,-1903.5,-1655.0,-1163.0,,,True,,False,False,False,True
35027,416,70.0,,,70.0,,29.0,10.8,25.5,16.0,-346.0,,,-346.0,,-387.0,-405.2,-390.5,-400.0,,,False,,False,False,False,False
35028,76,7.0,,,49.0,,1.6,4.5,6.3,2.0,-69.0,,,-27.0,,-74.4,-71.5,-69.7,-74.0,,,True,,False,False,False,False
35029,1300,182.0,,,55.0,,26.8,36.9,106.2,138.0,-1118.0,,,-1245.0,,-1273.2,-1263.0,-1193.8,-1162.0,,,False,,False,False,False,False
35031,1635,266.0,,,892.0,,29.2,70.3,195.7,1.0,-1369.0,,,-743.0,,-1605.8,-1564.7,-1439.3,-1634.0,,,True,,False,False,False,False
35033,25,0.0,,,0.0,,,0.0,,0.0,-25.0,,,-25.0,,,-25.0,,-25.0,,,False,,,False,,False
35035,894,119.0,,,524.0,,29.9,79.9,56.1,122.0,-775.0,,,-370.0,,-864.1,-814.1,-837.9,-772.0,,,True,,False,False,False,True
35037,117,14.0,,,23.0,,1.7,0.8,14.4,5.0,-103.0,,,-94.0,,-115.3,-116.2,-102.6,-112.0,,,True,,False,False,True,False
35039,651,63.0,,,113.0,,7.4,5.5,26.2,90.0,-588.0,,,-538.0,,-643.6,-645.5,-624.8,-561.0,,,True,,False,False,False,True
35041,564,126.0,,,243.0,,20.8,7.7,50.2,64.0,-438.0,,,-321.0,,-543.2,-556.3,-513.8,-500.0,,,True,,False,False,False,False
35043,2543,420.0,,,385.0,,173.3,501.5,271.2,770.0,-2123.0,,,-2158.0,,-2369.7,-2041.5,-2271.8,-1773.0,,,False,,False,True,False,True
35045,1555,413.0,,,973.0,,162.7,127.4,160.1,372.0,-1142.0,,,-582.0,,-1392.3,-1427.6,-1394.9,-1183.0,,,True,,False,False,False,False
35047,245,14.0,,,155.0,,1.6,15.6,34.7,0.0,-231.0,,,-90.0,,-243.4,-229.4,-210.3,-245.0,,,True,,False,True,True,False
35049,3036,483.0,,,254.0,,291.0,53.8,277.5,989.0,-2553.0,,,-2782.0,,-2745.0,-2982.2,-2758.5,-2047.0,,,False,,False,False,False,True
35051,188,21.0,,,30.0,,2.4,3.1,8.5,20.0,-167.0,,,-158.0,,-185.6,-184.9,-179.5,-168.0,,,True,,False,False,False,False
35053,398,63.0,,,106.0,,11.2,14.1,27.7,16.0,-335.0,,,-292.0,,-386.8,-383.9,-370.3,-382.0,,,True,,False,False,False,False
35055,504,49.0,,,50.0,,3.2,6.1,20.3,23.0,-455.0,,,-454.0,,-500.8,-497.9,-483.7,-481.0,,,True,,False,False,False,False
35057,146,56.0,,,92.0,,1.4,8.2,21.4,61.0,-90.0,,,-54.0,,-144.6,-137.8,-124.6,-85.0,,,True,,False,False,False,True
35059,59,0.0,,,10.0,,0.5,0.0,,0.0,-59.0,,,-49.0,,-58.5,-59.0,,-59.0,,,True,,True,False,,False
35061,1636,189.0,,,330.0,,65.9,12.1,75.3,83.0,-1447.0,,,-1306.0,,-1570.1,-1623.9,-1560.7,-1553.0,,,True,,False,False,False,False
36001,1838,651.0,,,291.0,,180.1,460.3,472.5,1067.0,-1187.0,,,-1547.0,,-1657.9,-1377.7,-1365.5,-771.0,,,False,,False,False,False,True
36003,683,126.0,,,71.0,,109.1,36.7,57.9,394.0,-557.0,,,-612.0,,-573.9,-646.3,-625.1,-289.0,,,False,,False,False,False,True
36005,8159,2982.0,,,,,,1670.6,2873.9,3434.0,-5177.0,,,,,,-6488.4,-5285.1,-4725.0,,,,,,False,False,True
36007,2896,2422.0,,,520.0,,1009.4,1218.6,852.5,4700.0,-474.0,,,-2376.0,,-1886.6,-1677.4,-2043.5,1804.0,,,False,,False,False,False,False
36009,540,301.0,,,115.0,,102.9,645.7,178.5,1585.0,-239.0,,,-425.0,,-437.1,105.7,-361.5,1045.0,,,False,,False,True,False,False
36011,470,119.0,,,80.0,,18.1,81.4,74.2,203.0,-351.0,,,-390.0,,-451.9,-388.6,-395.8,-267.0,,,False,,False,False,False,True
36013,751,301.0,,,212.0,,85.2,198.4,399.5,541.0,-450.0,,,-539.0,,-665.8,-552.6,-351.5,-210.0,,,False,,False,False,True,True
36015,1920,1477.0,,,243.0,,2690.4,2396.9,968.2,1450.0,-443.0,,,-1677.0,,770.4,476.9,-951.8,-470.0,,,False,,False,False,False,False
36017,292,70.0,,,32.0,,19.9,292.8,28.5,914.0,-222.0,,,-260.0,,-272.1,0.8,-263.5,622.0,,,False,,False,True,False,False
36019,247,42.0,,,8.0,,3.9,20.2,37.8,66.0,-205.0,,,-239.0,,-243.1,-226.8,-209.2,-181.0,,,False,,False,False,False,True
36021,347,98.0,,,44.0,,15.9,96.3,59.1,219.0,-249.0,,,-303.0,,-331.1,-250.7,-287.9,-128.0,,,False,,False,False,False,True
36023,665,238.0,,,76.0,,356.3,558.8,116.3,437.0,-427.0,,,-589.0,,-308.7,-106.2,-548.7,-228.0,,,False,,True,True,False,True
36025,160,49.0,,,39.0,,3.5,22.3,43.2,93.0,-111.0,,,-121.0,,-156.5,-137.7,-116.8,-67.0,,,False,,False,False,False,True
36027,1400,378.0,,,275.0,,86.0,198.4,287.0,250.0,-1022.0,,,-1125.0,,-1314.0,-1201.6,-1113.0,-1150.0,,,False,,False,False,False,False
36029,8857,2723.0,,,1474.0,,908.1,1929.4,1975.8,2528.0,-6134.0,,,-7383.0,,-7948.9,-6927.6,-6881.2,-6329.0,,,False,,False,False,False,False
36031,76,21.0,,,13.0,,0.9,1.7,55.2,18.0,-55.0,,,-63.0,,-75.1,-74.3,-20.8,-58.0,,,False,,False,False,True,False
36033,161,14.0,,,10.0,,5.5,11.2,8.5,15.0,-147.0,,,-151.0,,-155.5,-149.8,-152.5,-146.0,,,False,,False,False,False,True
36035,84,77.0,,,57.0,,8.1,161.9,52.3,552.0,-7.0,,,-27.0,,-75.9,77.9,-31.7,468.0,,,False,,False,False,False,False
36037,393,161.0,,,69.0,,27.6,187.9,82.5,896.0,-232.0,,,-324.0,,-365.4,-205.1,-310.5,503.0,,,False,,False,True,False,False
36039,282,119.0,,,32.0,,38.3,5.7,61.4,646.0,-163.0,,,-250.0,,-243.7,-276.3,-220.6,364.0,,,False,,False,False,False,False
36041,21,0.0,,,7.0,,0.5,1.4,,0.0,-21.0,,,-14.0,,-20.5,-19.6,,-21.0,,,True,,True,True,,False
36043,220,70.0,,,57.0,,8.9,38.8,26.8,50.0,-150.0,,,-163.0,,-211.1,-181.2,-193.2,-170.0,,,False,,False,False,False,False
36045,231,63.0,,,339.0,,7.7,28.7,61.4,88.0,-168.0,,,108.0,,-223.3,-202.2,-169.6,-143.0,,,True,,False,False,False,True
36047,15552,11074.0,,,,,,4867.8,11833.6,13861.0,-4478.0,,,,,,-10684.2,-3718.4,-1691.0,,,,,,False,True,True
36049,249,7.0,,,61.0,,4.8,2.1,7.9,180.0,-242.0,,,-188.0,,-244.2,-246.9,-241.1,-69.0,,,True,,False,False,True,True
36051,367,21.0,,,67.0,,2.7,18.2,14.1,10.0,-346.0,,,-300.0,,-364.3,-348.8,-352.9,-357.0,,,True,,False,False,False,False
36053,292,70.0,,,78.0,,5.9,7.4,82.5,93.0,-222.0,,,-214.0,,-286.1,-284.6,-209.5,-199.0,,,True,,False,False,True,True
36055,5906,1288.0,,,588.0,,289.7,930.5,734.3,1920.0,-4618.0,,,-5318.0,,-5616.3,-4975.6,-5171.7,-3986.0,,,False,,False,False,False,True
36057,139,35.0,,,46.0,,2.5,5.5,30.2,7.0,-104.0,,,-93.0,,-136.5,-133.5,-108.8,-132.0,,,True,,False,False,False,False
