,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
51153,1004,621.0,,613.5,783.2,604.0,587.0,,,,,760.5,,,541.0,,434.4,,669.9,634.5,,635.0,604.4,,604.0,,,,,,555.0,760.4,543.0,,,,607.2,-383.0,,-390.5,-220.8,-400.0,-417.0,,,,,-243.5,,,-463.0,,-569.6,,-334.1,-369.5,,-369.0,-399.6,,-400.0,,,,,,-449.0,-243.6,-461.0,,,,-396.8,,False,True,False,False,,,,,True,,,False,,False,,True,True,,True,False,,False,,,,,,False,True,False,,,,False
51155,116,56.0,,56.7,,62.0,80.0,,,,,30.1,,,67.0,,83.1,,31.2,52.0,,71.0,67.1,,76.0,80.0,,,,,,88.5,,,,,39.7,-60.0,,-59.3,,-54.0,-36.0,,,,,-85.9,,,-49.0,,-32.9,,-84.8,-64.0,,-45.0,-48.9,,-40.0,-36.0,,,,,,-27.5,,,,,-76.3,,True,,True,True,,,,,False,,,True,,True,,False,False,,True,True,,True,True,,,,,,True,,,,,False
51157,6,0.0,,0.0,,1.0,0.0,,,,,0.8,,,7.0,,1.1,,2.0,,,4.0,3.2,,3.0,4.0,,,,,,4.7,,,,,1.3,-6.0,,-6.0,,-5.0,-6.0,,,,,-5.2,,,1.0,,-4.9,,-4.0,,,-2.0,-2.8,,-3.0,-2.0,,,,,,-1.3,,,,,-4.7,,False,,True,False,,,,,True,,,True,,True,,True,,,True,True,,True,True,,,,,,True,,,,,True
51159,13,8.0,,7.3,,7.0,0.0,,,,,7.0,,,12.0,,5.7,,2.6,,,13.0,12.2,,,0.0,,,,,,11.4,,,,,3.6,-5.0,,-5.7,,-6.0,-13.0,,,,,-6.0,,,-1.0,,-7.3,,-10.4,,,0.0,-0.8,,,-13.0,,,,,,-1.6,,,,,-9.4,,False,,False,False,,,,,False,,,True,,False,,False,,,True,True,,,False,,,,,,True,,,,,False
51161,423,212.0,,208.5,,194.0,194.0,,,,,128.3,,,181.0,,114.7,,256.0,253.5,,151.0,186.9,,175.0,206.0,,,,,211.1,330.3,,,,,238.4,-211.0,,-214.5,,-229.0,-229.0,,,,,-294.7,,,-242.0,,-308.3,,-167.0,-169.5,,-272.0,-236.1,,-248.0,-217.0,,,,,-211.9,-92.7,,,,,-184.6,,False,,False,False,,,,,False,,,False,,False,,True,True,,False,False,,False,False,,,,,False,True,,,,,True
51163,26,20.0,,19.7,,21.0,21.0,,,,,13.4,,,27.0,,27.3,,20.3,,,17.0,25.4,,28.0,11.0,,,,,,22.9,,,,,27.1,-6.0,,-6.3,,-5.0,-5.0,,,,,-12.6,,,1.0,,1.3,,-5.7,,,-9.0,-0.6,,2.0,-15.0,,,,,,-3.1,,,,,1.1,,False,,True,True,,,,,False,,,True,,True,,True,,,False,True,,True,False,,,,,,True,,,,,True
51165,149,84.0,,88.3,,84.0,100.0,,,,,66.5,,,147.0,,80.9,,71.0,82.5,,36.0,74.4,,74.0,19.0,,,,,84.4,126.0,,,,,91.0,-65.0,,-60.7,,-65.0,-49.0,,,,,-82.5,,,-2.0,,-68.1,,-78.0,-66.5,,-113.0,-74.6,,-75.0,-130.0,,,,,-64.6,-23.0,,,,,-58.0,,True,,False,True,,,,,False,,,True,,False,,False,False,,False,False,,False,False,,,,,True,True,,,,,True
51167,49,62.0,,57.1,,70.0,79.0,,,,,50.8,,,84.0,,72.0,,53.8,,,70.0,57.2,,75.0,101.0,,,,,,89.0,,,,,76.0,13.0,,8.1,,21.0,30.0,,,,,1.8,,,35.0,,23.0,,4.8,,,21.0,8.2,,26.0,52.0,,,,,,40.0,,,,,27.0,,True,,False,False,,,,,True,,,False,,False,,True,,,False,True,,False,False,,,,,,False,,,,,False
51169,82,86.0,,90.6,,75.0,75.0,,,,,62.4,,,67.0,,51.3,,60.2,,,93.0,100.4,,106.0,82.0,,,,,,98.3,,,,,74.6,4.0,,8.6,,-7.0,-7.0,,,,,-19.6,,,-15.0,,-30.7,,-21.8,,,11.0,18.4,,24.0,0.0,,,,,,16.3,,,,,-7.4,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,,False,True,,,,,,False,,,,,False
51171,118,73.0,,75.7,,76.0,7.0,,,,,55.3,,,66.0,,75.6,,86.8,77.5,,116.0,89.1,,101.0,41.0,,,,,66.9,91.5,,,,,103.1,-45.0,,-42.3,,-42.0,-111.0,,,,,-62.7,,,-52.0,,-42.4,,-31.2,-40.5,,-2.0,-28.9,,-17.0,-77.0,,,,,-51.1,-26.5,,,,,-14.9,,True,,True,False,,,,,False,,,False,,True,,True,True,,True,True,,True,False,,,,,False,True,,,,,True
51173,98,83.0,,84.5,,86.0,104.0,,,,,66.4,,,85.0,,92.9,,43.0,80.5,,153.0,86.7,,104.0,47.0,,,,,,94.2,,,,,91.7,-15.0,,-13.5,,-12.0,6.0,,,,,-31.6,,,-13.0,,-5.1,,-55.0,-17.5,,55.0,-11.3,,6.0,-51.0,,,,,,-3.8,,,,,-6.3,,True,,True,True,,,,,False,,,True,,True,,False,False,,False,True,,True,False,,,,,,True,,,,,True
51175,17,5.0,,0.1,,7.0,7.0,,,,,15.0,,,28.0,,1.2,,11.6,,,7.0,14.6,,,,,,,,,8.8,,,,,23.5,-12.0,,-16.9,,-10.0,-10.0,,,,,-2.0,,,11.0,,-15.8,,-5.4,,,-10.0,-2.4,,,,,,,,,-8.2,,,,,6.5,,False,,True,True,,,,,True,,,True,,False,,True,,,True,True,,,,,,,,,True,,,,,True
51177,170,118.0,,118.6,,121.0,124.0,,,,,105.0,,,140.0,,110.8,,150.6,120.0,,131.0,123.9,,123.0,70.0,,,,,111.7,170.9,92.0,,,,150.8,-52.0,,-51.4,,-49.0,-46.0,,,,,-65.0,,,-30.0,,-59.2,,-19.4,-50.0,,-39.0,-46.1,,-47.0,-100.0,,,,,-58.3,0.9,-78.0,,,,-19.2,,True,,True,True,,,,,False,,,True,,False,,True,True,,True,True,,True,False,,,,,False,True,False,,,,True
51179,235,155.0,,165.6,,151.0,136.0,,,,,129.3,,,158.0,,104.4,,230.0,138.5,,180.5,159.8,,173.0,200.0,,,,,147.5,194.1,152.0,,,,149.4,-80.0,,-69.4,,-84.0,-99.0,,,,,-105.7,,,-77.0,,-130.6,,-5.0,-96.5,,-54.5,-75.2,,-62.0,-35.0,,,,,-87.5,-40.9,-83.0,,,,-85.6,,True,,False,False,,,,,False,,,True,,False,,True,False,,True,True,,True,True,,,,,False,True,False,,,,False
51181,6,2.0,,2.0,,2.0,0.0,,,,,3.8,,,6.0,,3.5,,1.7,,,3.0,2.3,,3.0,3.0,,,,,,6.0,,,,,4.0,-4.0,,-4.0,,-4.0,-6.0,,,,,-2.2,,,0.0,,-2.5,,-4.3,,,-3.0,-3.7,,-3.0,-3.0,,,,,,-0.0,,,,,-2.0,,False,,False,False,,,,,True,,,True,,True,,False,,,True,True,,True,True,,,,,,True,,,,,True
51183,5,8.0,,7.9,,6.0,0.0,,,,,11.5,,,17.0,,3.6,,9.3,,,6.0,5.2,,5.0,8.0,,,,,,8.5,,,,,9.0,3.0,,2.9,,1.0,-5.0,,,,,6.5,,,12.0,,-1.4,,4.3,,,1.0,0.2,,0.0,3.0,,,,,,3.5,,,,,4.0,,True,,True,False,,,,,False,,,False,,True,,False,,,True,True,,True,False,,,,,,False,,,,,False
51185,156,106.0,,107.3,,107.0,133.0,,,,,67.2,,,100.0,,216.5,,72.2,118.0,,82.0,96.6,,123.0,38.0,,,,,,181.1,,,,,130.0,-50.0,,-48.7,,-49.0,-23.0,,,,,-88.8,,,-56.0,,60.5,,-83.8,-38.0,,-74.0,-59.4,,-33.0,-118.0,,,,,,25.1,,,,,-26.0,,True,,True,True,,,,,False,,,False,,False,,False,True,,False,False,,True,False,,,,,,True,,,,,True
51187,57,37.0,,37.3,,37.0,28.0,,,,,27.9,,,61.0,,21.0,,53.6,44.0,,42.0,37.5,,27.0,41.0,,,,,,79.4,,,,,48.5,-20.0,,-19.7,,-20.0,-29.0,,,,,-29.1,,,4.0,,-36.0,,-3.4,-13.0,,-15.0,-19.5,,-30.0,-16.0,,,,,,22.4,,,,,-8.5,,True,,False,False,,,,,False,,,True,,False,,True,True,,True,True,,False,True,,,,,,False,,,,,True
51191,142,191.0,,195.3,,195.0,201.0,,,,,134.8,,,164.0,,203.7,,131.9,205.0,,176.0,192.2,,228.0,78.0,,,,,190.5,199.7,,,,,200.5,49.0,,53.3,,53.0,59.0,,,,,-7.2,,,22.0,,61.7,,-10.1,63.0,,34.0,50.2,,86.0,-64.0,,,,,48.5,57.7,,,,,58.5,,False,,False,False,,,,,True,,,True,,False,,True,False,,True,False,,False,False,,,,,True,False,,,,,False
51193,16,12.0,,14.5,,12.0,14.0,,,,,11.8,,,16.0,,9.9,,17.5,,,12.0,15.7,,13.0,38.0,,,,,,14.0,,,,,3.3,-4.0,,-1.5,,-4.0,-2.0,,,,,-4.2,,,0.0,,-6.1,,1.5,,,-4.0,-0.3,,-3.0,22.0,,,,,,-2.0,,,,,-12.7,,True,,False,True,,,,,False,,,True,,False,,True,,,False,True,,True,False,,,,,,True,,,,,False
51195,122,138.0,,140.8,,139.0,205.0,,,,,79.2,,,136.0,,209.9,,93.6,180.0,,117.0,130.3,,190.0,116.0,,,,,,172.5,,,,,195.0,16.0,,18.8,,17.0,83.0,,,,,-42.8,,,14.0,,87.9,,-28.4,58.0,,-5.0,8.3,,68.0,-6.0,,,,,,50.5,,,,,73.0,,False,,False,False,,,,,False,,,True,,False,,False,False,,True,True,,False,True,,,,,,False,,,,,False
51197,100,70.0,,72.6,,73.0,80.0,,,,,43.7,,,64.0,,138.0,,49.0,,,83.0,66.0,,72.0,51.0,,,,,,108.7,,,,,91.9,-30.0,,-27.4,,-27.0,-20.0,,,,,-56.3,,,-36.0,,38.0,,-51.0,,,-17.0,-34.0,,-28.0,-49.0,,,,,,8.7,,,,,-8.1,,True,,True,True,,,,,False,,,False,,False,,False,,,True,False,,True,False,,,,,,True,,,,,True
51199,82,38.0,,39.8,,40.0,45.0,,,,,33.9,,,50.0,,48.4,,50.6,39.5,,41.0,53.6,,63.0,51.0,,,,,,92.9,,,,,36.9,-44.0,,-42.2,,-42.0,-37.0,,,,,-48.1,,,-32.0,,-33.6,,-31.4,-42.5,,-41.0,-28.4,,-19.0,-31.0,,,,,,10.9,,,,,-45.1,,True,,True,True,,,,,False,,,True,,True,,True,True,,True,True,,True,True,,,,,,True,,,,,False
51510,263,138.0,,139.8,,139.0,128.0,,,,,92.4,,,162.0,,171.0,,163.5,,,159.0,147.9,,156.0,165.0,,,,,129.4,253.9,130.0,,,,138.6,-125.0,,-123.2,,-124.0,-135.0,,,,,-170.6,,,-101.0,,-92.0,,-99.5,,,-104.0,-115.1,,-107.0,-98.0,,,,,-133.6,-9.1,-133.0,,,,-124.4,,True,,True,False,,,,,False,,,True,,True,,True,,,True,True,,True,True,,,,,False,True,False,,,,True
51520,47,67.0,,69.0,,58.0,79.0,,,,,44.7,,,58.0,,53.2,,51.6,,,51.0,55.5,,63.0,82.0,,,,,,164.4,,,,,105.0,20.0,,22.0,,11.0,32.0,,,,,-2.3,,,11.0,,6.2,,4.6,,,4.0,8.5,,16.0,35.0,,,,,,117.4,,,,,58.0,,False,,True,False,,,,,True,,,True,,True,,True,,,True,True,,True,False,,,,,,False,,,,,False
51530,61,19.0,,20.1,,13.0,16.0,,,,,17.0,,,11.0,,8.4,,7.4,,,13.0,21.1,,22.0,8.0,,,,,,,,,,,10.9,-42.0,,-40.9,,-48.0,-45.0,,,,,-44.0,,,-50.0,,-52.6,,-53.6,,,-48.0,-39.9,,-39.0,-53.0,,,,,,,,,,,-50.1,,True,,False,False,,,,,False,,,False,,False,,False,,,False,True,,True,False,,,,,,,,,,,False
51540,67,53.0,,52.3,,52.0,52.0,,,,,41.3,,,58.0,,78.7,,32.3,54.5,,49.0,52.5,,52.0,0.0,,,,,52.3,,,,,,59.6,-14.0,,-14.7,,-15.0,-15.0,,,,,-25.7,,,-9.0,,11.7,,-34.7,-12.5,,-18.0,-14.5,,-15.0,-67.0,,,,,-14.7,,,,,,-7.4,,False,,False,False,,,,,False,,,True,,True,,False,True,,False,False,,False,False,,,,,False,,,,,,True
51550,357,270.0,,265.8,,268.0,290.0,,,,,296.0,,,336.0,,339.4,,312.2,255.0,,258.0,249.7,,265.0,229.0,,,,,243.6,447.4,244.0,,,,271.0,-87.0,,-91.2,,-89.0,-67.0,,,,,-61.0,,,-21.0,,-17.6,,-44.8,-102.0,,-99.0,-107.3,,-92.0,-128.0,,,,,-113.4,90.4,-113.0,,,,-86.0,,False,,False,True,,,,,True,,,True,,True,,True,False,,False,False,,False,False,,,,,False,False,False,,,,True
51570,24,17.0,,17.7,,17.0,30.0,,,,,6.9,,,16.0,,23.6,,17.4,,,12.0,14.5,,16.0,20.0,,,,,,,,,,,24.4,-7.0,,-6.3,,-7.0,6.0,,,,,-17.1,,,-8.0,,-0.4,,-6.6,,,-12.0,-9.5,,-8.0,-4.0,,,,,,,,,,,0.4,,True,,False,True,,,,,False,,,False,,True,,True,,,False,False,,False,True,,,,,,,,,,,True
51580,29,13.0,,13.8,,14.0,22.0,,,,,9.1,,,10.0,,16.0,,10.4,,,25.0,19.8,,,10.0,,,,,,85.4,,,,,13.2,-16.0,,-15.2,,-15.0,-7.0,,,,,-19.9,,,-19.0,,-13.0,,-18.6,,,-4.0,-9.2,,,-19.0,,,,,,56.4,,,,,-15.8,,True,,True,True,,,,,False,,,False,,True,,False,,,True,True,,,False,,,,,,False,,,,,True
51590,97,86.0,,88.9,,86.0,97.0,,,,,51.9,,,111.0,,71.0,,64.0,81.0,,70.0,77.5,,68.0,104.0,,,,,81.0,167.3,,,,,92.3,-11.0,,-8.1,,-11.0,0.0,,,,,-45.1,,,14.0,,-26.0,,-33.0,-16.0,,-27.0,-19.5,,-29.0,7.0,,,,,-16.0,70.3,,,,,-4.7,,True,,False,True,,,,,False,,,False,,False,,False,False,,False,False,,False,True,,,,,False,False,,,,,True
51595,5,4.0,,3.2,,3.0,6.0,,,,,4.4,,,9.0,,1.0,,5.6,,,0.0,1.8,,3.0,0.0,,,,,,,,,,,4.2,-1.0,,-1.8,,-2.0,1.0,,,,,-0.6,,,4.0,,-4.0,,0.6,,,-5.0,-3.2,,-2.0,-5.0,,,,,,,,,,,-0.8,,False,,False,False,,,,,True,,,False,,False,,True,,,False,False,,False,False,,,,,,,,,,,True
51600,19,9.0,,9.4,,9.0,16.0,,,,,2.7,,,18.0,,15.4,,8.4,,,4.0,12.0,,10.0,,,,,,,,,,,,8.6,-10.0,,-9.6,,-10.0,-3.0,,,,,-16.3,,,-1.0,,-3.6,,-10.6,,,-15.0,-7.0,,-9.0,,,,,,,,,,,,-10.4,,True,,False,True,,,,,False,,,True,,True,,False,,,False,True,,True,,,,,,,,,,,,False
51610,6,3.0,,2.8,,3.0,8.0,,,,,0.8,,,11.0,,7.3,,0.6,,,2.0,2.5,,2.0,9.0,,,,,,,,,,,3.6,-3.0,,-3.2,,-3.0,2.0,,,,,-5.2,,,5.0,,1.3,,-5.4,,,-4.0,-3.5,,-4.0,3.0,,,,,,,,,,,-2.4,,False,,False,True,,,,,False,,,False,,True,,False,,,False,False,,False,False,,,,,,,,,,,True
51620,10,7.0,,5.9,,6.0,0.0,,,,,8.1,,,14.0,,1.6,,5.8,,,4.0,8.1,,10.0,,,,,,,,,,,,19.5,-3.0,,-4.1,,-4.0,-10.0,,,,,-1.9,,,4.0,,-8.4,,-4.2,,,-6.0,-1.9,,0.0,,,,,,,,,,,,9.5,,False,,False,False,,,,,True,,,False,,False,,False,,,False,True,,True,,,,,,,,,,,,False
51630,19,13.0,,14.3,,16.0,14.0,,,,,8.8,,,38.0,,16.4,,20.6,,,20.0,17.8,,15.0,12.0,,,,,,93.4,,,,,18.1,-6.0,,-4.7,,-3.0,-5.0,,,,,-10.2,,,19.0,,-2.6,,1.6,,,1.0,-1.2,,-4.0,-7.0,,,,,,74.4,,,,,-0.9,,True,,True,True,,,,,False,,,False,,True,,True,,,True,True,,True,False,,,,,,False,,,,,True
51640,24,21.0,,21.1,,21.0,17.0,,,,,21.3,,,43.0,,4.4,,14.0,,,24.0,22.6,,19.0,23.0,,,,,,,,,,,21.8,-3.0,,-2.9,,-3.0,-7.0,,,,,-2.7,,,19.0,,-19.6,,-10.0,,,0.0,-1.4,,-5.0,-1.0,,,,,,,,,,,-2.2,,True,,False,False,,,,,True,,,False,,False,,False,,,True,True,,False,True,,,,,,,,,,,True
51650,178,93.0,,94.4,,96.0,98.0,,,,,66.0,,,140.0,,88.9,,110.6,97.0,,82.0,124.7,,118.0,111.0,,,,,78.6,198.7,97.0,,,,118.0,-85.0,,-83.6,,-82.0,-80.0,,,,,-112.0,,,-38.0,,-89.1,,-67.4,-81.0,,-96.0,-53.3,,-60.0,-67.0,,,,,-99.4,20.7,-81.0,,,,-60.0,,True,,True,True,,,,,False,,,True,,False,,True,True,,False,True,,True,True,,,,,False,True,True,,,,True
51660,100,50.0,,56.9,,54.0,54.0,,,,,70.7,,,82.0,,22.3,,38.9,77.0,,31.0,50.0,,34.0,67.0,,,,,62.9,172.9,,,,,106.7,-50.0,,-43.1,,-46.0,-46.0,,,,,-29.3,,,-18.0,,-77.7,,-61.1,-23.0,,-69.0,-50.0,,-66.0,-33.0,,,,,-37.1,72.9,,,,,6.7,,True,,True,True,,,,,True,,,True,,False,,False,True,,False,False,,False,True,,,,,True,False,,,,,True
51670,21,19.0,,19.5,,17.0,13.0,,,,,12.4,,,32.0,,16.4,,21.9,,,9.0,16.6,,13.0,8.0,,,,,,82.1,,,,,18.7,-2.0,,-1.5,,-4.0,-8.0,,,,,-8.6,,,11.0,,-4.6,,0.9,,,-12.0,-4.4,,-8.0,-13.0,,,,,,61.1,,,,,-2.3,,True,,False,False,,,,,False,,,False,,False,,True,,,False,False,,False,False,,,,,,False,,,,,False
51678,34,8.0,,8.6,,9.0,12.0,,,,,14.9,,,12.0,,3.0,,6.2,,,9.0,19.0,,,23.0,,,,,,,,,,,15.0,-26.0,,-25.4,,-25.0,-22.0,,,,,-19.1,,,-22.0,,-31.0,,-27.8,,,-25.0,-15.0,,,-11.0,,,,,,,,,,,-19.0,,True,,True,True,,,,,True,,,True,,False,,False,,,True,True,,,True,,,,,,,,,,,True
51680,186,103.0,,111.6,,103.0,91.0,,,,,69.4,,,190.0,,77.8,,112.8,123.0,,76.0,95.5,,77.0,202.0,,,,,103.8,356.1,,,,,156.2,-83.0,,-74.4,,-83.0,-95.0,,,,,-116.6,,,4.0,,-108.2,,-73.2,-63.0,,-110.0,-90.5,,-109.0,16.0,,,,,-82.2,170.1,,,,,-29.8,,True,,False,False,,,,,False,,,True,,False,,True,True,,False,False,,False,True,,,,,True,False,,,,,True
51683,65,44.0,,43.3,,44.0,29.0,,,,,35.5,,,75.0,,44.0,,39.7,49.0,,35.0,52.0,,57.0,60.0,,,,,39.1,,,,,,54.3,-21.0,,-21.7,,-21.0,-36.0,,,,,-29.5,,,10.0,,-21.0,,-25.3,-16.0,,-30.0,-13.0,,-8.0,-5.0,,,,,-25.9,,,,,,-10.7,,False,,False,False,,,,,False,,,True,,False,,False,True,,False,True,,True,True,,,,,False,,,,,,True
51685,15,10.0,,10.6,,8.0,5.0,,,,,3.8,,,33.0,,6.6,,14.3,,,0.0,7.9,,8.0,,,,,,,,,,,,24.0,-5.0,,-4.4,,-7.0,-10.0,,,,,-11.2,,,18.0,,-8.4,,-0.7,,,-15.0,-7.1,,-7.0,,,,,,,,,,,,9.0,,True,,False,False,,,,,False,,,False,,False,,True,,,False,False,,False,,,,,,,,,,,,False
51690,68,41.0,,40.5,,35.0,29.0,,,,,27.2,,,35.0,,54.6,,24.4,,,29.0,45.4,,45.0,7.0,,,,,,,,,,,30.8,-27.0,,-27.5,,-33.0,-39.0,,,,,-40.8,,,-33.0,,-13.4,,-43.6,,,-39.0,-22.6,,-23.0,-61.0,,,,,,,,,,,-37.2,,False,,False,False,,,,,False,,,False,,True,,False,,,False,True,,True,False,,,,,,,,,,,False
51700,228,124.0,,124.7,,120.0,139.0,,,,,114.0,,,234.0,,99.9,,136.4,132.0,,113.0,112.9,,108.0,122.0,,,,,116.2,364.9,107.0,,,,146.8,-104.0,,-103.3,,-108.0,-89.0,,,,,-114.0,,,6.0,,-128.1,,-91.6,-96.0,,-115.0,-115.1,,-120.0,-106.0,,,,,-111.8,136.9,-121.0,,,,-81.2,,True,,False,True,,,,,False,,,True,,False,,True,True,,False,False,,False,False,,,,,False,False,False,,,,True
51710,315,162.0,,163.5,,155.0,138.0,,,,,165.2,,,423.0,,153.3,,220.8,199.0,,117.0,157.3,,165.0,216.0,,,,,134.1,361.3,151.0,,,,159.9,-153.0,,-151.5,,-160.0,-177.0,,,,,-149.8,,,108.0,,-161.7,,-94.2,-116.0,,-198.0,-157.7,,-150.0,-99.0,,,,,-180.9,46.3,-164.0,,,,-155.1,,True,,False,False,,,,,True,,,True,,False,,True,True,,False,False,,True,True,,,,,False,True,False,,,,False
51720,7,2.0,,2.4,,2.0,0.0,,,,,4.4,,,13.0,,1.8,,3.6,,,2.0,2.3,,5.0,3.0,,,,,,,,,,,4.8,-5.0,,-4.6,,-5.0,-7.0,,,,,-2.6,,,6.0,,-5.2,,-3.4,,,-5.0,-4.7,,-2.0,-4.0,,,,,,,,,,,-2.2,,True,,False,False,,,,,True,,,False,,False,,True,,,False,True,,True,True,,,,,,,,,,,True
51730,23,28.0,,26.4,,27.0,23.0,,,,,25.8,,,43.0,,14.0,,35.1,34.0,,20.0,26.6,,20.0,38.0,,,,,,72.7,,,,,33.9,5.0,,3.4,,4.0,0.0,,,,,2.8,,,20.0,,-9.0,,12.1,11.0,,-3.0,3.6,,-3.0,15.0,,,,,,49.7,,,,,10.9,,True,,True,True,,,,,True,,,False,,False,,False,False,,True,True,,True,False,,,,,,False,,,,,False
51735,11,7.0,,7.2,,7.0,7.0,,,,,6.8,,,12.0,,2.6,,4.2,,,2.0,5.4,,5.0,12.0,,,,,,52.1,,,,,7.3,-4.0,,-3.8,,-4.0,-4.0,,,,,-4.2,,,1.0,,-8.4,,-6.8,,,-9.0,-5.6,,-6.0,1.0,,,,,,41.1,,,,,-3.7,,True,,False,False,,,,,False,,,True,,False,,False,,,False,False,,False,True,,,,,,False,,,,,True
51740,90,59.0,,52.3,,65.0,59.0,,,,,54.8,,,111.0,,76.8,,82.1,75.5,,65.0,90.2,,95.0,47.0,,,,,52.0,144.6,,,,,75.5,-31.0,,-37.7,,-25.0,-31.0,,,,,-35.2,,,21.0,,-13.2,,-7.9,-14.5,,-25.0,0.2,,5.0,-43.0,,,,,-38.0,54.6,,,,,-14.5,,False,,True,False,,,,,False,,,True,,True,,True,True,,True,True,,True,False,,,,,False,False,,,,,True
51750,70,25.0,,18.2,,21.0,0.0,,,,,30.6,,,61.0,,13.3,,28.6,,,9.0,24.4,,18.0,0.0,,,,,34.5,,,,,,44.1,-45.0,,-51.8,,-49.0,-70.0,,,,,-39.4,,,-9.0,,-56.7,,-41.5,,,-61.0,-45.6,,-52.0,-70.0,,,,,-35.5,,,,,,-25.9,,False,,False,False,,,,,True,,,True,,False,,True,,,False,False,,False,False,,,,,True,,,,,,True
51760,321,282.0,,275.9,,267.0,308.0,,,,,233.7,,,262.0,,271.9,,239.2,267.0,,253.0,247.1,,268.0,155.0,,,,,258.2,428.6,201.0,,,,373.0,-39.0,,-45.1,,-54.0,-13.0,,,,,-87.3,,,-59.0,,-49.1,,-81.8,-54.0,,-68.0,-73.9,,-53.0,-166.0,,,,,-62.8,107.6,-120.0,,,,52.0,,False,,False,True,,,,,False,,,False,,False,,False,False,,False,False,,False,False,,,,,False,False,False,,,,False
51770,399,197.0,,179.2,,200.0,164.0,,,,,147.6,,,251.0,,136.8,,216.4,269.5,,200.0,203.3,,179.0,179.0,,,,,200.3,390.4,,,,,251.2,-202.0,,-219.8,,-199.0,-235.0,,,,,-251.4,,,-148.0,,-262.2,,-182.6,-129.5,,-199.0,-195.7,,-220.0,-220.0,,,,,-198.7,-8.6,,,,,-147.8,,False,,True,False,,,,,False,,,True,,False,,True,True,,True,True,,False,False,,,,,True,True,,,,,True
51775,80,47.0,,43.1,,43.0,30.0,,,,,37.6,,,59.0,,26.7,,55.2,,,37.0,51.4,,42.0,114.0,,,,,,182.5,,,,,65.0,-33.0,,-36.9,,-37.0,-50.0,,,,,-42.4,,,-21.0,,-53.3,,-24.8,,,-43.0,-28.6,,-38.0,34.0,,,,,,102.5,,,,,-15.0,,False,,False,False,,,,,False,,,True,,False,,True,,,False,True,,False,False,,,,,,False,,,,,True
