,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3140,51876.3,498.9,634693.0,0.0,55.0,3448.9,22075483.7
UChicagoCHATTOPADHYAY-UnIT,3093,64924.4,790.7,754435.6,0.0,99.2,5392.0,26419497.2
OliverWyman-Navigator,2982,65072.8,625.0,882904.0,0.0,81.0,3969.0,35010889.0
CU-select,3089,94120.0,1156.0,1670402.1,0.0,196.0,7396.0,66699889.0
COVIDhub-ensemble,3141,95450.9,625.0,1614450.9,0.0,64.0,4624.0,77105961.0
CEID-Walk,3141,97412.0,659.2,1647305.3,0.0,80.9,5024.1,79835011.3
COVIDhub-baseline,3141,97528.2,676.0,1619809.4,0.0,81.0,4900.0,77105961.0
Google_Harvard-CPF,3140,141751.5,1654.2,2243648.7,0.0,160.8,11277.7,74801417.1
LANL-GrowthRate,3100,151170.5,1024.0,3026731.0,0.0,121.0,7744.0,158734801.0
IowaStateLW-STEM,3103,161777.5,900.0,2920527.4,0.0,100.0,7921.0,146023056.0
JHUAPL-Bucky,3141,234081.6,1734.6,2730510.1,0.0,204.8,13493.8,86683028.3
JHU_IDD-CovidSP,3139,240875.0,2559.0,3962971.8,0.0,353.9,16658.2,152779076.1
UVA-Ensemble,3131,620355.7,1095.2,24560788.2,0.0,104.1,10765.1,1373360527.3
PandemicCentral-USCounty,2967,643770.7,3721.0,11391652.1,0.0,361.0,32761.0,584962596.0
