,count,mean,median,std,min,25%,75%,max
UChicagoCHATTOPADHYAY-UnIT,51,2643.8,1701.4,3067.3,105.7,409.3,3423.0,14561.8
MSRA-DeepST,50,2831.8,1069.4,4875.4,59.2,364.2,3241.4,25082.1
LNQ-ens1,51,2876.3,1607.5,3104.2,19.8,566.9,4741.0,10505.3
JHU_CSSE-DECOM,51,2883.9,1189.0,4411.1,31.0,399.5,3494.0,24055.0
OliverWyman-Navigator,51,3019.4,1281.0,4105.2,9.0,416.5,3817.5,19937.0
CU-select,51,3328.3,1545.0,4928.4,10.0,602.5,3164.0,24438.0
COVIDhub-ensemble,51,3329.8,1788.0,4960.1,0.0,680.5,3658.5,26932.0
Geneva-DetGrowth,51,3568.4,1466.0,4731.6,40.9,590.0,4573.3,20555.5
IowaStateLW-STEM,49,3590.6,2119.0,4054.2,112.0,770.5,5298.0,19726.0
USACE-ERDC_SEIR,51,4060.3,2050.5,4683.1,4.5,1042.7,5538.8,20178.1
CEID-Walk,51,4166.5,2302.6,5535.1,70.3,1241.2,4900.7,31352.5
LANL-GrowthRate,51,4227.9,1645.0,5734.0,1.0,645.2,5023.8,28402.5
COVIDhub-baseline,51,4304.5,2304.0,5554.7,106.0,1385.0,5200.5,31383.0
Karlen-pypm,51,4370.4,2419.8,6438.1,44.5,766.9,4616.8,28430.0
RobertWalraven-ESG,50,4425.0,1992.0,5402.1,57.2,1021.9,6999.4,27186.0
IQVIA_ACOE-STAN,49,4481.0,2254.0,5991.4,142.5,941.0,5058.5,30929.0
JCB-PRM,51,4904.7,3422.3,6145.4,78.9,1134.8,5775.1,36636.8
USC-SI_kJalpha,51,4969.2,3787.0,5476.7,15.0,1387.0,6586.5,23493.0
Google_Harvard-CPF,51,5049.2,2231.0,6416.8,4.3,475.1,6148.4,25226.0
BPagano-RtDriven,51,5338.7,2562.9,7497.0,335.1,975.8,6534.1,38683.8
JHU_UNC_GAS-StatMechPool,51,5349.7,2970.5,6874.3,0.5,1343.5,6822.8,38206.0
UVA-Ensemble,51,5370.0,2320.9,7016.0,118.0,989.8,5215.5,23055.3
JHUAPL-Bucky,51,5403.6,2384.4,7798.9,5.6,1214.8,5323.4,38773.7
UMich-RidgeTfReg,50,5665.7,2259.9,7714.7,79.2,670.0,6539.6,31109.0
UCLA-SuEIR,51,5774.4,3183.8,7418.1,18.3,1679.1,7018.0,38867.1
UCSB-ACTS,51,6867.6,3684.1,7815.4,21.1,1646.9,9711.6,39802.9
DDS-NBDS,51,7229.7,2113.6,15166.7,19.4,968.8,4778.8,76619.4
JHU_IDD-CovidSP,51,9042.5,6376.6,9081.6,180.5,3335.5,11483.9,41343.1
TTU-squider,51,11505.8,5458.9,15268.7,96.1,2444.9,12921.7,79113.0
CovidAnalytics-DELPHI,51,13426.9,8826.0,15787.9,94.0,2720.5,17543.0,76519.0
