,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
29041,170,24.0,,,,82.0,,,1.9,,,14.0,-146.0,,,,-88.0,,,-168.1,,,-156.0,,,,True,,,False,,,False
29043,2027,1704.0,,,,865.0,,866.1,1316.7,610.7,,876.0,-323.0,,,,-1162.0,,-1160.9,-710.3,-1416.3,,-1151.0,,,,False,,False,False,False,,False
29045,205,48.0,,,,84.0,,,6.6,,,29.0,-157.0,,,,-121.0,,,-198.4,,,-176.0,,,,True,,,False,,,False
29047,2431,824.0,,,,1247.0,,1009.7,234.6,449.5,,661.0,-1607.0,,,,-1184.0,,-1421.3,-2196.4,-1981.5,,-1770.0,,,,True,,True,False,False,,False
29049,578,312.0,,,,72.0,,180.7,187.6,471.0,,338.0,-266.0,,,,-506.0,,-397.3,-390.4,-107.0,,-240.0,,,,False,,False,False,True,,True
29051,3988,1448.0,,,,609.0,,829.2,872.5,2944.7,,723.0,-2540.0,,,,-3379.0,,-3158.8,-3115.5,-1043.3,,-3265.0,,,,False,,False,False,True,,False
29053,664,424.0,,,,241.0,,225.4,109.4,341.1,,150.0,-240.0,,,,-423.0,,-438.6,-554.6,-322.9,,-514.0,,,,False,,False,False,False,,False
29055,680,416.0,,,,175.0,,82.2,42.1,959.2,,225.0,-264.0,,,,-505.0,,-597.8,-637.9,279.2,,-455.0,,,,False,,False,False,False,,False
29057,207,120.0,,,,114.0,,,101.4,,,180.0,-87.0,,,,-93.0,,,-105.6,,,-27.0,,,,False,,,False,,,True
29059,370,176.0,,,,202.0,,109.1,23.9,107.6,,117.0,-194.0,,,,-168.0,,-260.9,-346.1,-262.4,,-253.0,,,,True,,False,False,False,,False
29061,194,248.0,,,,83.0,,38.0,185.1,313.3,,168.0,54.0,,,,-111.0,,-156.0,-8.9,119.3,,-26.0,,,,False,,False,True,False,,True
29063,372,176.0,,,,146.0,,53.6,34.3,254.3,,166.0,-196.0,,,,-226.0,,-318.4,-337.7,-117.7,,-206.0,,,,False,,False,False,True,,False
29065,305,208.0,,,,156.0,,98.6,18.5,,,162.0,-97.0,,,,-149.0,,-206.4,-286.5,,,-143.0,,,,False,,False,False,,,False
29067,189,248.0,,,,191.0,,52.3,327.1,,,260.0,59.0,,,,2.0,,-136.7,138.1,,,71.0,,,,True,,False,False,,,False
29069,815,432.0,,,,449.0,,170.3,75.4,302.6,,250.0,-383.0,,,,-366.0,,-644.7,-739.6,-512.4,,-565.0,,,,True,,False,False,False,,False
29071,2619,1720.0,,,,934.0,,1102.2,607.8,783.3,,1234.0,-899.0,,,,-1685.0,,-1516.8,-2011.2,-1835.7,,-1385.0,,,,False,,False,False,False,,False
29073,242,96.0,,,,77.0,,142.4,12.8,116.9,,19.0,-146.0,,,,-165.0,,-99.6,-229.2,-125.1,,-223.0,,,,False,,True,False,True,,False
29075,256,16.0,,,,27.0,,35.7,54.9,9.9,,35.0,-240.0,,,,-229.0,,-220.3,-201.1,-246.1,,-221.0,,,,True,,True,True,False,,True
29077,6592,6568.0,,,,3985.0,,3758.6,3691.3,3854.5,,2555.0,-24.0,,,,-2607.0,,-2833.4,-2900.7,-2737.5,,-4037.0,,,,False,,False,False,False,,False
29079,278,224.0,,,,115.0,,0.0,32.1,277.1,,50.0,-54.0,,,,-163.0,,-278.0,-245.9,-0.9,,-228.0,,,,False,,False,False,True,,False
29081,252,56.0,,,,56.0,,93.3,29.7,26.1,,23.0,-196.0,,,,-196.0,,-158.7,-222.3,-225.9,,-229.0,,,,False,,True,False,False,,False
29083,769,280.0,,,,340.0,,151.8,218.8,407.1,,489.0,-489.0,,,,-429.0,,-617.2,-550.2,-361.9,,-280.0,,,,True,,False,False,True,,True
29085,245,120.0,,,,73.0,,28.9,30.5,,,74.0,-125.0,,,,-172.0,,-216.1,-214.6,,,-171.0,,,,False,,False,False,,,False
29087,154,24.0,,,,2.0,,,5.7,,,7.0,-130.0,,,,-152.0,,,-148.3,,,-147.0,,,,False,,,False,,,False
29089,264,88.0,,,,165.0,,0.1,24.0,,,39.0,-176.0,,,,-99.0,,-263.9,-240.0,,,-225.0,,,,True,,False,False,,,False
29091,892,920.0,,,,559.0,,196.2,138.7,1142.6,,624.0,28.0,,,,-333.0,,-695.8,-753.3,250.6,,-268.0,,,,False,,False,False,False,,False
29093,153,80.0,,,,92.0,,,5.5,,,169.0,-73.0,,,,-61.0,,,-147.5,,,16.0,,,,True,,,False,,,True
29095,8008,3864.0,,,,4116.0,,1965.2,158.2,1585.6,,418.0,-4144.0,,,,-3892.0,,-6042.8,-7849.8,-6422.4,,-7590.0,,,,True,,False,False,False,,False
29097,3994,2408.0,,,,1872.0,,1384.0,345.4,564.0,,833.0,-1586.0,,,,-2122.0,,-2610.0,-3648.6,-3430.0,,-3161.0,,,,False,,False,False,False,,False
29099,5539,3264.0,,,,1558.0,,2033.3,2032.9,2287.9,,1975.0,-2275.0,,,,-3981.0,,-3505.7,-3506.1,-3251.1,,-3564.0,,,,False,,False,False,False,,False
29101,1339,1008.0,,,,703.0,,360.7,295.2,242.4,,302.0,-331.0,,,,-636.0,,-978.3,-1043.8,-1096.6,,-1037.0,,,,False,,False,False,False,,False
29103,75,16.0,,,,74.0,,,0.0,,,22.0,-59.0,,,,-1.0,,,-75.0,,,-53.0,,,,True,,,False,,,True
29105,1033,1024.0,,,,496.0,,195.0,158.5,345.7,,503.0,-9.0,,,,-537.0,,-838.0,-874.5,-687.3,,-530.0,,,,False,,False,False,False,,False
29107,846,808.0,,,,246.0,,274.0,256.9,331.4,,569.0,-38.0,,,,-600.0,,-572.0,-589.1,-514.6,,-277.0,,,,False,,False,False,False,,False
29109,1153,896.0,,,,791.0,,296.9,293.8,442.0,,807.0,-257.0,,,,-362.0,,-856.1,-859.2,-711.0,,-346.0,,,,False,,False,False,False,,False
29111,320,152.0,,,,111.0,,,43.0,,,278.0,-168.0,,,,-209.0,,,-277.0,,,-42.0,,,,False,,,False,,,True
29113,1352,464.0,,,,376.0,,531.6,295.6,338.3,,255.0,-888.0,,,,-976.0,,-820.4,-1056.3,-1013.7,,-1097.0,,,,False,,True,False,False,,False
29115,202,208.0,,,,203.0,,,186.7,92.6,,412.0,6.0,,,,1.0,,,-15.3,-109.4,,210.0,,,,True,,,False,False,,False
29117,333,200.0,,,,150.0,,0.0,22.3,364.2,,15.0,-133.0,,,,-183.0,,-333.0,-310.7,31.2,,-318.0,,,,False,,False,False,True,,False
29119,267,424.0,,,,489.0,,1.4,846.0,221.2,,27.0,157.0,,,,222.0,,-265.6,579.0,-45.8,,-240.0,,,,False,,False,False,True,,False
29121,415,88.0,,,,174.0,,170.1,9.4,133.0,,156.0,-327.0,,,,-241.0,,-244.9,-405.6,-282.0,,-259.0,,,,True,,True,False,True,,True
29123,491,280.0,,,,137.0,,0.0,15.7,,,87.0,-211.0,,,,-354.0,,-491.0,-475.3,,,-404.0,,,,False,,False,False,,,False
29125,248,128.0,,,,59.0,,,91.5,,,124.0,-120.0,,,,-189.0,,,-156.5,,,-124.0,,,,False,,,False,,,False
29127,938,232.0,,,,350.0,,54.0,163.6,529.1,,52.0,-706.0,,,,-588.0,,-884.0,-774.4,-408.9,,-886.0,,,,True,,False,False,True,,False
29129,50,0.0,,,,19.0,,,0.5,,,0.0,-50.0,,,,-31.0,,,-49.5,,,-50.0,,,,True,,,True,,,False
29131,887,592.0,,,,197.0,,190.7,133.0,526.2,,286.0,-295.0,,,,-690.0,,-696.3,-754.0,-360.8,,-601.0,,,,False,,False,False,False,,False
29133,398,128.0,,,,277.0,,0.0,6.8,148.8,,53.0,-270.0,,,,-121.0,,-398.0,-391.1,-249.2,,-345.0,,,,True,,False,False,True,,False
29135,807,304.0,,,,211.0,,129.0,205.9,96.8,,188.0,-503.0,,,,-596.0,,-678.0,-601.1,-710.2,,-619.0,,,,False,,False,False,False,,False
29137,254,16.0,,,,32.0,,,8.7,,,24.0,-238.0,,,,-222.0,,,-245.3,,,-230.0,,,,True,,,False,,,True
29139,212,48.0,,,,45.0,,,6.0,50.5,,53.0,-164.0,,,,-167.0,,,-206.1,-161.5,,-159.0,,,,False,,,False,True,,True
29141,643,528.0,,,,141.0,,106.1,215.9,451.4,,346.0,-115.0,,,,-502.0,,-536.9,-427.1,-191.6,,-297.0,,,,False,,False,False,False,,False
29143,699,208.0,,,,267.0,,0.5,101.2,183.4,,69.0,-491.0,,,,-432.0,,-698.5,-597.8,-515.6,,-630.0,,,,True,,False,False,False,,False
29145,1425,1160.0,,,,1264.0,,454.9,239.4,448.2,,838.0,-265.0,,,,-161.0,,-970.1,-1185.6,-976.8,,-587.0,,,,True,,False,False,False,,False
29147,1071,336.0,,,,251.0,,0.0,9.8,168.5,,87.0,-735.0,,,,-820.0,,-1071.0,-1061.2,-902.5,,-984.0,,,,False,,False,False,False,,False
29149,226,168.0,,,,195.0,,29.8,86.6,,,179.0,-58.0,,,,-31.0,,-196.2,-139.4,,,-47.0,,,,True,,False,False,,,True
29151,695,224.0,,,,167.0,,95.7,61.8,128.9,,227.0,-471.0,,,,-528.0,,-599.3,-633.2,-566.1,,-468.0,,,,False,,False,False,False,,True
29153,149,120.0,,,,65.0,,5.3,8.1,,,68.0,-29.0,,,,-84.0,,-143.7,-140.9,,,-81.0,,,,False,,False,False,,,False
29155,488,488.0,,,,229.0,,56.5,239.2,321.5,,138.0,0.0,,,,-259.0,,-431.5,-248.8,-166.5,,-350.0,,,,False,,False,False,False,,False
29157,802,408.0,,,,280.0,,0.0,91.9,763.0,,113.0,-394.0,,,,-522.0,,-802.0,-710.1,-39.0,,-689.0,,,,False,,False,False,True,,False
29159,1440,1056.0,,,,765.0,,467.5,373.2,559.5,,669.0,-384.0,,,,-675.0,,-972.5,-1066.8,-880.5,,-771.0,,,,False,,False,False,False,,False
29161,1032,600.0,,,,626.0,,262.9,326.5,1160.8,,433.0,-432.0,,,,-406.0,,-769.1,-705.5,128.8,,-599.0,,,,True,,False,False,True,,False
29163,558,120.0,,,,279.0,,121.0,45.9,79.5,,61.0,-438.0,,,,-279.0,,-437.0,-512.1,-478.5,,-497.0,,,,True,,True,False,False,,False
29165,791,576.0,,,,411.0,,1045.4,293.2,301.0,,1429.0,-215.0,,,,-380.0,,254.4,-497.8,-490.0,,638.0,,,,False,,False,False,False,,False
29167,721,904.0,,,,531.0,,311.2,1067.7,420.9,,486.0,183.0,,,,-190.0,,-409.8,346.7,-300.1,,-235.0,,,,False,,False,False,False,,False
29169,788,984.0,,,,1119.0,,382.0,40.0,616.7,,1089.0,196.0,,,,331.0,,-406.0,-748.0,-171.3,,301.0,,,,False,,False,False,True,,False
29171,79,16.0,,,,72.0,,,0.2,,,24.0,-63.0,,,,-7.0,,,-78.8,,,-55.0,,,,True,,,False,,,True
29173,251,88.0,,,,80.0,,37.0,17.9,,,29.0,-163.0,,,,-171.0,,-214.0,-233.1,,,-222.0,,,,False,,False,False,,,False
29175,848,408.0,,,,321.0,,204.0,17.2,513.5,,288.0,-440.0,,,,-527.0,,-644.0,-830.8,-334.5,,-560.0,,,,False,,False,False,True,,False
29177,441,72.0,,,,214.0,,122.5,19.6,21.4,,152.0,-369.0,,,,-227.0,,-318.5,-421.4,-419.6,,-289.0,,,,True,,True,False,False,,True
29179,118,72.0,,,,43.0,,,5.1,,,177.0,-46.0,,,,-75.0,,,-112.9,,,59.0,,,,False,,,False,,,False
29181,324,192.0,,,,103.0,,82.8,60.7,140.8,,131.0,-132.0,,,,-221.0,,-241.2,-263.4,-183.2,,-193.0,,,,False,,False,False,False,,False
29183,10110,4312.0,,,,2389.0,,1898.3,2316.4,2670.7,,2804.0,-5798.0,,,,-7721.0,,-8211.7,-7793.6,-7439.3,,-7306.0,,,,False,,False,False,False,,False
29185,223,232.0,,,,102.0,,,77.5,,,330.0,9.0,,,,-121.0,,,-145.5,,,107.0,,,,False,,,False,,,False
29186,733,184.0,,,,171.0,,179.5,126.3,142.5,,131.0,-549.0,,,,-562.0,,-553.5,-606.7,-590.5,,-602.0,,,,False,,False,False,False,,False
29187,2523,1432.0,,,,861.0,,10.2,307.8,522.7,,316.0,-1091.0,,,,-1662.0,,-2512.8,-2215.2,-2000.3,,-2207.0,,,,False,,False,False,False,,False
29189,21723,9464.0,,,,7397.0,,2676.3,2724.0,6171.5,,5042.0,-12259.0,,,,-14326.0,,-19046.7,-18999.0,-15551.5,,-16681.0,,,,False,,False,False,False,,False
29195,746,464.0,,,,267.0,,34.0,177.7,324.5,,254.0,-282.0,,,,-479.0,,-712.0,-568.4,-421.5,,-492.0,,,,False,,False,False,False,,False
29197,98,0.0,,,,60.0,,,10.1,,,0.0,-98.0,,,,-38.0,,,-87.9,,,-98.0,,,,True,,,True,,,False
29199,140,24.0,,,,101.0,,,15.0,29.2,,55.0,-116.0,,,,-39.0,,,-125.0,-110.8,,-85.0,,,,True,,,False,True,,True
29201,1510,560.0,,,,579.0,,244.4,337.1,412.5,,229.0,-950.0,,,,-931.0,,-1265.6,-1172.9,-1097.5,,-1281.0,,,,True,,False,False,False,,False
29203,219,184.0,,,,55.0,,31.0,103.9,77.7,,148.0,-35.0,,,,-164.0,,-188.0,-115.1,-141.3,,-71.0,,,,False,,False,False,False,,False
29205,112,64.0,,,,44.0,,,40.7,,,136.0,-48.0,,,,-68.0,,,-71.3,,,24.0,,,,False,,,False,,,True
29207,964,448.0,,,,652.0,,155.5,80.9,292.5,,314.0,-516.0,,,,-312.0,,-808.5,-883.0,-671.5,,-650.0,,,,True,,False,False,False,,False
29209,615,544.0,,,,211.0,,169.3,474.2,373.0,,504.0,-71.0,,,,-404.0,,-445.7,-140.8,-242.0,,-111.0,,,,False,,False,False,False,,False
29211,345,56.0,,,,132.0,,0.0,1.5,25.0,,40.0,-289.0,,,,-213.0,,-345.0,-343.6,-320.0,,-305.0,,,,True,,False,False,False,,False
29213,1370,616.0,,,,659.0,,234.5,165.9,293.2,,409.0,-754.0,,,,-711.0,,-1135.5,-1204.1,-1076.8,,-961.0,,,,True,,False,False,False,,False
29215,572,392.0,,,,475.0,,79.9,83.8,,,387.0,-180.0,,,,-97.0,,-492.1,-488.2,,,-185.0,,,,True,,False,False,,,False
29217,422,240.0,,,,360.0,,186.3,130.1,267.8,,144.0,-182.0,,,,-62.0,,-235.7,-291.9,-154.2,,-278.0,,,,True,,False,False,True,,False
29219,584,288.0,,,,242.0,,270.6,141.2,105.8,,172.0,-296.0,,,,-342.0,,-313.4,-442.8,-478.2,,-412.0,,,,False,,False,False,False,,False
29221,885,680.0,,,,354.0,,167.8,284.6,500.1,,445.0,-205.0,,,,-531.0,,-717.2,-600.4,-384.9,,-440.0,,,,False,,False,False,False,,False
29223,233,392.0,,,,126.0,,14.6,152.0,,,187.0,159.0,,,,-107.0,,-218.4,-81.0,,,-46.0,,,,True,,False,True,,,True
29225,1034,1112.0,,,,492.0,,305.4,292.8,384.0,,557.0,78.0,,,,-542.0,,-728.6,-741.2,-650.0,,-477.0,,,,False,,False,False,False,,False
29227,40,8.0,,,,2.0,,,2.1,,,4.0,-32.0,,,,-38.0,,,-37.9,,,-36.0,,,,False,,,False,,,False
29229,391,816.0,,,,264.0,,69.8,168.2,377.0,,344.0,425.0,,,,-127.0,,-321.2,-222.8,-14.0,,-47.0,,,,True,,True,True,True,,True
29510,4519,1872.0,,,,1837.0,,34.6,588.9,1467.0,,1701.0,-2647.0,,,,-2682.0,,-4484.4,-3930.1,-3052.0,,-2818.0,,,,False,,False,False,False,,False
30001,438,72.0,,,,68.0,,,28.2,,,140.0,-366.0,,,,-370.0,,,-409.8,,,-298.0,,,,False,,,False,,,True
30003,856,544.0,,,,330.0,,0.0,42.1,367.9,,0.0,-312.0,,,,-526.0,,-856.0,-813.9,-488.1,,-856.0,,,,False,,False,False,False,,False
30005,461,40.0,,,,12.0,,,3.3,,,164.0,-421.0,,,,-449.0,,,-457.7,,,-297.0,,,,False,,,False,,,True
30007,152,0.0,,,,8.0,,,1.4,,,0.0,-152.0,,,,-144.0,,,-150.6,,,-152.0,,,,True,,,True,,,False
30009,426,72.0,,,,120.0,,105.9,6.3,41.7,,26.0,-354.0,,,,-306.0,,-320.1,-419.7,-384.3,,-400.0,,,,True,,True,False,False,,False
30011,108,32.0,,,,0.0,,,0.0,,,35.0,-76.0,,,,-108.0,,,-108.0,,,-73.0,,,,False,,,False,,,True
30013,3787,1176.0,,,,1267.0,,916.8,498.6,798.4,,1103.0,-2611.0,,,,-2520.0,,-2870.2,-3288.4,-2988.6,,-2684.0,,,,True,,False,False,False,,False
30015,208,88.0,,,,11.0,,,2.0,,,69.0,-120.0,,,,-197.0,,,-206.0,,,-139.0,,,,False,,,False,,,False
30017,534,120.0,,,,230.0,,63.1,7.1,41.4,,76.0,-414.0,,,,-304.0,,-470.9,-526.9,-492.6,,-458.0,,,,True,,False,False,False,,False
30019,87,16.0,,,,116.0,,,0.0,,,42.0,-71.0,,,,29.0,,,-87.0,,,-45.0,,,,True,,,False,,,True
30021,487,80.0,,,,160.0,,,5.5,,,30.0,-407.0,,,,-327.0,,,-481.5,,,-457.0,,,,True,,,False,,,False
30023,543,24.0,,,,49.0,,0.1,5.6,,,168.0,-519.0,,,,-494.0,,-542.9,-537.4,,,-375.0,,,,True,,False,False,,,True
30025,219,0.0,,,,0.0,,,0.0,,,58.0,-219.0,,,,-219.0,,,-219.0,,,-161.0,,,,False,,,False,,,True
30027,433,72.0,,,,333.0,,,1.5,,,224.0,-361.0,,,,-100.0,,,-431.5,,,-209.0,,,,True,,,False,,,True
30029,4751,1296.0,,,,2285.0,,1075.0,778.0,555.3,,2237.0,-3455.0,,,,-2466.0,,-3676.0,-3973.0,-4195.7,,-2514.0,,,,True,,False,False,False,,True
30031,5178,1088.0,,,,624.0,,641.1,726.5,395.8,,1658.0,-4090.0,,,,-4554.0,,-4536.9,-4451.5,-4782.2,,-3520.0,,,,False,,False,False,False,,True
30033,53,8.0,,,,16.0,,,0.1,,,9.0,-45.0,,,,-37.0,,,-52.9,,,-44.0,,,,True,,,False,,,True
30035,913,784.0,,,,1.0,,7.3,147.6,351.9,,233.0,-129.0,,,,-912.0,,-905.7,-765.4,-561.1,,-680.0,,,,False,,False,False,False,,False
30037,20,8.0,,,,8.0,,,0.7,,,26.0,-12.0,,,,-12.0,,,-19.3,,,6.0,,,,False,,,False,,,True
30039,97,0.0,,,,8.0,,,0.0,,,0.0,-97.0,,,,-89.0,,,-97.0,,,-97.0,,,,True,,,False,,,False
30041,1077,168.0,,,,593.0,,276.1,30.1,,,92.0,-909.0,,,,-484.0,,-800.9,-1046.9,,,-985.0,,,,True,,True,False,,,False
30043,335,152.0,,,,24.0,,,19.6,,,271.0,-183.0,,,,-311.0,,,-315.4,,,-64.0,,,,False,,,False,,,True
30045,41,8.0,,,,0.0,,,0.2,,,0.0,-33.0,,,,-41.0,,,-40.8,,,-41.0,,,,False,,,False,,,False
30047,621,200.0,,,,53.0,,161.4,24.2,73.8,,108.0,-421.0,,,,-568.0,,-459.6,-596.8,-547.2,,-513.0,,,,False,,False,False,False,,False
30049,1991,416.0,,,,264.0,,393.3,29.5,139.8,,850.0,-1575.0,,,,-1727.0,,-1597.7,-1961.5,-1851.2,,-1141.0,,,,False,,False,False,False,,True
30051,48,16.0,,,,1.0,,,4.1,,,11.0,-32.0,,,,-47.0,,,-43.9,,,-37.0,,,,False,,,False,,,False
30053,550,40.0,,,,0.0,,167.2,0.3,125.1,,34.0,-510.0,,,,-550.0,,-382.8,-549.7,-424.9,,-516.0,,,,False,,True,False,True,,False
30055,69,0.0,,,,38.0,,,0.1,,,0.0,-69.0,,,,-31.0,,,-68.9,,,-69.0,,,,True,,,True,,,False
30057,288,24.0,,,,40.0,,28.1,11.3,23.3,,56.0,-264.0,,,,-248.0,,-259.9,-276.7,-264.7,,-232.0,,,,True,,True,False,False,,True
30059,78,8.0,,,,0.0,,,0.8,,,7.0,-70.0,,,,-78.0,,,-77.2,,,-71.0,,,,False,,,False,,,False
30061,40,0.0,,,,0.0,,,0.0,,,0.0,-40.0,,,,-40.0,,,-40.0,,,-40.0,,,,False,,,False,,,False
30063,3397,1344.0,,,,1110.0,,1182.0,35.5,510.8,,2304.0,-2053.0,,,,-2287.0,,-2215.0,-3361.5,-2886.2,,-1093.0,,,,False,,False,False,False,,True
30065,160,24.0,,,,190.0,,,2.3,,,7.0,-136.0,,,,30.0,,,-157.7,,,-153.0,,,,True,,,False,,,False
30067,433,96.0,,,,80.0,,,7.4,42.8,,19.0,-337.0,,,,-353.0,,,-425.6,-390.2,,-414.0,,,,False,,,False,False,,False
30069,8,0.0,,,,8.0,,,0.0,,,,-8.0,,,,0.0,,,-8.0,,,,,,,True,,,False,,,
30071,126,32.0,,,,268.0,,0.0,19.0,,,31.0,-94.0,,,,142.0,,-126.0,-107.0,,,-95.0,,,,False,,False,False,,,False
30073,252,56.0,,,,0.0,,,28.2,,,18.0,-196.0,,,,-252.0,,,-223.8,,,-234.0,,,,False,,,False,,,False
30075,75,48.0,,,,22.0,,,10.1,,,46.0,-27.0,,,,-53.0,,,-64.9,,,-29.0,,,,False,,,False,,,False
30077,413,16.0,,,,32.0,,,0.0,,,170.0,-397.0,,,,-381.0,,,-413.0,,,-243.0,,,,True,,,False,,,True
30079,63,8.0,,,,8.0,,,0.2,,,0.0,-55.0,,,,-55.0,,,-62.8,,,-63.0,,,,False,,,False,,,False
30081,1120,112.0,,,,372.0,,144.8,27.0,72.8,,287.0,-1008.0,,,,-748.0,,-975.2,-1093.0,-1047.2,,-833.0,,,,True,,True,False,False,,True
30083,420,40.0,,,,874.0,,,12.2,26.4,,61.0,-380.0,,,,454.0,,,-407.8,-393.6,,-359.0,,,,False,,,False,False,,True
30085,871,1512.0,,,,663.0,,1.7,300.6,,,131.0,641.0,,,,-208.0,,-869.3,-570.4,,,-740.0,,,,True,,False,True,,,False
30087,311,592.0,,,,135.0,,0.0,42.5,,,0.0,281.0,,,,-176.0,,-311.0,-268.5,,,-311.0,,,,True,,False,True,,,False
30089,152,16.0,,,,0.0,,,0.1,,,88.0,-136.0,,,,-152.0,,,-151.9,,,-64.0,,,,False,,,False,,,True
30091,221,32.0,,,,146.0,,,2.4,,,53.0,-189.0,,,,-75.0,,,-218.6,,,-168.0,,,,True,,,False,,,True
30093,1423,368.0,,,,168.0,,370.5,11.7,94.6,,249.0,-1055.0,,,,-1255.0,,-1052.5,-1411.3,-1328.4,,-1174.0,,,,False,,True,False,False,,False
30095,330,144.0,,,,82.0,,,15.7,,,214.0,-186.0,,,,-248.0,,,-314.3,,,-116.0,,,,False,,,False,,,True
30097,170,48.0,,,,10.0,,,0.8,,,66.0,-122.0,,,,-160.0,,,-169.2,,,-104.0,,,,False,,,False,,,True
30099,139,8.0,,,,0.0,,,1.4,,,2.0,-131.0,,,,-139.0,,,-137.6,,,-137.0,,,,False,,,False,,,False
30101,514,48.0,,,,3.0,,,8.3,40.2,,55.0,-466.0,,,,-511.0,,,-505.7,-473.8,,-459.0,,,,False,,,False,False,,True
30103,25,0.0,,,,16.0,,,0.0,,,0.0,-25.0,,,,-9.0,,,-25.0,,,-25.0,,,,True,,,False,,,False
30105,442,200.0,,,,840.0,,,9.9,,,177.0,-242.0,,,,398.0,,,-432.1,,,-265.0,,,,False,,,False,,,False
30107,82,64.0,,,,19.0,,,35.7,,,45.0,-18.0,,,,-63.0,,,-46.3,,,-37.0,,,,False,,,False,,,False
30109,65,0.0,,,,0.0,,,0.0,,,20.0,-65.0,,,,-65.0,,,-65.0,,,-45.0,,,,False,,,False,,,True
30111,6852,2592.0,,,,4860.0,,1578.4,2105.9,717.4,,1162.0,-4260.0,,,,-1992.0,,-5273.6,-4746.1,-6134.6,,-5690.0,,,,True,,False,False,False,,False
31001,920,296.0,,,,176.0,,417.4,178.7,187.1,,227.0,-624.0,,,,-744.0,,-502.6,-741.3,-732.9,,-693.0,,,,False,,True,False,False,,False
31003,229,120.0,,,,64.0,,,12.2,87.9,,76.0,-109.0,,,,-165.0,,,-216.8,-141.1,,-153.0,,,,False,,,False,False,,False
31005,14,0.0,,,,15.0,,,0.0,,,0.0,-14.0,,,,1.0,,,-14.0,,,-14.0,,,,True,,,False,,,False
31007,11,0.0,,,,24.0,,,0.0,,,0.0,-11.0,,,,13.0,,,-11.0,,,-11.0,,,,False,,,False,,,False
31009,14,8.0,,,,16.0,,,0.0,,,0.0,-6.0,,,,2.0,,,-14.0,,,-14.0,,,,True,,,False,,,False
31011,204,120.0,,,,30.0,,,92.3,,,59.0,-84.0,,,,-174.0,,,-111.7,,,-145.0,,,,False,,,False,,,False
31013,446,200.0,,,,97.0,,,25.6,,,259.0,-246.0,,,,-349.0,,,-420.4,,,-187.0,,,,False,,,False,,,True
31015,90,40.0,,,,33.0,,,19.3,,,47.0,-50.0,,,,-57.0,,,-70.7,,,-43.0,,,,False,,,False,,,True
31017,119,136.0,,,,29.0,,,0.0,,,52.0,17.0,,,,-90.0,,,-119.0,,,-67.0,,,,False,,,False,,,False
31019,2195,744.0,,,,289.0,,923.5,703.0,584.7,,540.0,-1451.0,,,,-1906.0,,-1271.5,-1492.0,-1610.3,,-1655.0,,,,False,,True,False,False,,False
31021,291,8.0,,,,60.0,,,8.8,33.3,,3.0,-283.0,,,,-231.0,,,-282.2,-257.7,,-288.0,,,,True,,,True,True,,False
31023,380,56.0,,,,50.0,,72.8,118.1,69.2,,55.0,-324.0,,,,-330.0,,-307.2,-261.9,-310.8,,-325.0,,,,False,,True,True,True,,False
31025,687,200.0,,,,98.0,,213.3,23.6,265.8,,223.0,-487.0,,,,-589.0,,-473.7,-663.4,-421.2,,-464.0,,,,False,,True,False,True,,True
31027,237,80.0,,,,96.0,,,3.4,83.6,,8.0,-157.0,,,,-141.0,,,-233.6,-153.4,,-229.0,,,,True,,,False,True,,False
31029,221,24.0,,,,38.0,,,17.7,,,59.0,-197.0,,,,-183.0,,,-203.3,,,-162.0,,,,True,,,False,,,True
31031,116,40.0,,,,165.0,,,1.0,,,29.0,-76.0,,,,49.0,,,-115.0,,,-87.0,,,,True,,,False,,,False
31033,376,0.0,,,,62.0,,,3.5,9.9,,6.0,-376.0,,,,-314.0,,,-372.5,-366.1,,-370.0,,,,True,,,True,True,,True
31035,272,48.0,,,,34.0,,,0.2,35.5,,92.0,-224.0,,,,-238.0,,,-271.8,-236.5,,-180.0,,,,False,,,False,False,,True
31037,447,184.0,,,,296.0,,12.8,67.0,56.8,,0.0,-263.0,,,,-151.0,,-434.2,-379.9,-390.2,,-447.0,,,,True,,False,False,False,,False
31039,407,192.0,,,,122.0,,93.5,63.7,99.0,,137.0,-215.0,,,,-285.0,,-313.5,-343.3,-308.0,,-270.0,,,,False,,False,False,False,,False
31041,335,32.0,,,,72.0,,,3.1,27.6,,46.0,-303.0,,,,-263.0,,,-331.9,-307.4,,-289.0,,,,True,,,False,False,,True
