,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
05049,75,77.0,,75.4,,75.0,105.0,,,,,43.3,,54.7,,,44.0,,147.4,,48.3,,,172.0,58.2,22.3,,98.0,79.0,66.2,,,,,,,,,0.0,2.0,,0.4,,0.0,30.0,,,,,-31.7,,-20.3,,,-31.0,,72.4,,-26.7,,,97.0,-16.8,-52.7,,23.0,4.0,-8.8,,,,,,,,,-75.0,,True,,True,False,,,,,False,,False,,,False,,False,,False,,,False,False,False,,False,False,False,,,,,,,,,False
05051,519,420.0,,410.8,,420.0,390.0,,,,,252.9,,386.3,,,555.0,,420.0,,285.4,434.0,,462.0,344.8,145.0,,482.0,421.0,446.5,,,,,436.8,,,,449.5,-99.0,,-108.2,,-99.0,-129.0,,,,,-266.1,,-132.7,,,36.0,,-99.0,,-233.6,-85.0,,-57.0,-174.2,-374.0,,-37.0,-98.0,-72.5,,,,,-82.2,,,,-69.5,,False,,False,False,,,,,False,,False,,,True,,True,,False,True,,True,False,False,,True,True,True,,,,,True,,,,True
05053,133,131.0,,128.2,,113.0,120.0,,,,,57.0,,83.4,,,86.0,,141.8,,70.3,,,104.0,112.2,24.1,,149.0,112.0,120.5,,,,,,,,,0.0,-2.0,,-4.8,,-20.0,-13.0,,,,,-76.0,,-49.6,,,-47.0,,8.8,,-62.7,,,-29.0,-20.8,-108.9,,16.0,-21.0,-12.5,,,,,,,,,-133.0,,False,,False,False,,,,,False,,False,,,False,,False,,False,,,False,False,False,,False,False,False,,,,,,,,,False
05055,205,260.0,,253.8,,217.0,217.0,,,,,184.1,,140.0,,,281.0,,151.4,,169.1,248.0,,190.0,175.5,0.0,,268.0,263.0,212.9,,,,,299.8,,,,228.2,55.0,,48.8,,12.0,12.0,,,,,-20.9,,-65.0,,,76.0,,-53.6,,-35.9,43.0,,-15.0,-29.5,-205.0,,63.0,58.0,7.9,,,,,94.8,,,,23.2,,True,,True,True,,,,,True,,False,,,False,,True,,True,True,,True,True,False,,False,False,True,,,,,False,,,,True
05057,61,89.0,,87.8,,82.0,85.0,,,,,54.7,,73.8,,,106.0,,71.0,,67.4,,,82.0,64.2,38.4,,100.0,92.0,70.2,,,,,,,,,76.4,28.0,,26.8,,21.0,24.0,,,,,-6.3,,12.8,,,45.0,,10.0,,6.4,,,21.0,3.2,-22.6,,39.0,31.0,9.2,,,,,,,,,15.4,,True,,True,True,,,,,True,,True,,,False,,True,,True,,,True,True,True,,False,False,True,,,,,,,,,True
05059,198,179.0,,176.5,,177.0,205.0,,,,,131.6,,126.1,,,218.0,,164.8,,102.0,124.0,,261.0,159.3,0.0,,200.0,180.0,206.5,,,,,173.2,,,,0.0,-19.0,,-21.5,,-21.0,7.0,,,,,-66.4,,-71.9,,,20.0,,-33.2,,-96.0,-74.0,,63.0,-38.7,-198.0,,2.0,-18.0,8.5,,,,,-24.8,,,,-198.0,,False,,False,True,,,,,False,,False,,,False,,False,,False,False,,False,False,False,,True,True,True,,,,,False,,,,False
05061,52,51.0,,50.0,,59.0,61.0,,,,,49.9,,30.4,,,63.0,,71.9,,38.4,,,60.0,40.3,30.6,,77.0,60.0,66.5,,,,,,,,,54.0,-1.0,,-2.0,,7.0,9.0,,,,,-2.1,,-21.6,,,11.0,,19.9,,-13.6,,,8.0,-11.7,-21.4,,25.0,8.0,14.5,,,,,,,,,2.0,,False,,False,False,,,,,False,,False,,,False,,False,,False,,,False,False,False,,False,False,False,,,,,,,,,False
05063,185,158.0,,159.7,,140.0,174.0,,,,,116.7,,131.4,,,267.0,,118.2,,104.7,132.0,,137.0,118.2,0.0,,164.0,161.0,174.0,,,,,137.6,,,,39.2,-27.0,,-25.3,,-45.0,-11.0,,,,,-68.3,,-53.6,,,82.0,,-66.8,,-80.3,-53.0,,-48.0,-66.8,-185.0,,-21.0,-24.0,-11.0,,,,,-47.4,,,,-145.8,,True,,False,True,,,,,False,,False,,,False,,False,,False,False,,False,False,False,,True,True,True,,,,,False,,,,False
05065,135,75.0,,77.3,,65.0,38.0,,,,,45.2,,51.2,,,59.0,,65.9,,37.2,,,48.0,47.7,0.0,,89.0,72.0,65.4,,,,,,,,,115.3,-60.0,,-57.7,,-70.0,-97.0,,,,,-89.8,,-83.8,,,-76.0,,-69.1,,-97.8,,,-87.0,-87.3,-135.0,,-46.0,-63.0,-69.6,,,,,,,,,-19.7,,True,,False,False,,,,,False,,False,,,False,,False,,False,,,False,False,False,,True,False,False,,,,,,,,,True
05067,85,83.0,,75.8,,91.0,48.0,,,,,118.3,,50.0,,,110.0,,124.0,,107.0,,,91.0,51.2,0.0,,160.0,101.0,251.6,,,,,,,,,187.7,-2.0,,-9.2,,6.0,-37.0,,,,,33.3,,-35.0,,,25.0,,39.0,,22.0,,,6.0,-33.8,-85.0,,75.0,16.0,166.6,,,,,,,,,102.7,,False,,False,False,,,,,False,,False,,,False,,False,,False,,,False,False,False,,False,False,False,,,,,,,,,False
05069,325,347.0,,330.4,,330.0,282.0,,,,,270.8,,190.2,,,330.0,,596.9,,198.5,383.5,,509.0,239.4,88.1,,494.0,354.0,284.7,,,,,273.8,,,,156.1,22.0,,5.4,,5.0,-43.0,,,,,-54.2,,-134.8,,,5.0,,271.9,,-126.5,58.5,,184.0,-85.6,-236.9,,169.0,29.0,-40.3,,,,,-51.2,,,,-168.9,,True,,True,False,,,,,False,,False,,,True,,False,,False,False,,False,False,False,,False,False,False,,,,,False,,,,False
05071,184,120.0,,121.6,,126.0,126.0,,,,,93.1,,91.0,,,177.0,,158.5,,72.3,,,168.0,85.7,29.0,,165.0,121.0,140.8,,,,,,,,,160.2,-64.0,,-62.4,,-58.0,-58.0,,,,,-90.9,,-93.0,,,-7.0,,-25.5,,-111.7,,,-16.0,-98.3,-155.0,,-19.0,-63.0,-43.2,,,,,,,,,-23.8,,True,,True,True,,,,,False,,False,,,True,,True,,False,,,True,False,False,,True,True,True,,,,,,,,,True
05073,21,16.0,,16.8,,16.0,0.0,,,,,13.0,,16.2,,,25.0,,20.0,,9.8,,,13.0,11.9,0.0,,22.0,21.0,,,,,,,,,,22.6,-5.0,,-4.2,,-5.0,-21.0,,,,,-8.0,,-4.8,,,4.0,,-1.0,,-11.2,,,-8.0,-9.1,-21.0,,1.0,0.0,,,,,,,,,,1.6,,True,,False,False,,,,,False,,True,,,True,,True,,False,,,False,False,False,,True,True,,,,,,,,,,True
05075,98,111.0,,113.4,,77.0,77.0,,,,,65.3,,76.2,,,98.0,,64.1,,49.9,,,77.0,67.0,36.6,,100.0,97.0,90.2,,,,,,,,,23.6,13.0,,15.4,,-21.0,-21.0,,,,,-32.7,,-21.8,,,0.0,,-33.9,,-48.1,,,-21.0,-31.0,-61.4,,2.0,-1.0,-7.8,,,,,,,,,-74.4,,False,,False,False,,,,,False,,False,,,True,,False,,False,,,False,False,False,,True,True,True,,,,,,,,,False
05077,46,48.0,,44.7,,45.0,56.0,,,,,58.3,,49.8,,,54.0,,27.3,,39.5,,,39.0,28.2,0.0,,55.0,47.0,55.7,,,,,,,,,17.7,2.0,,-1.3,,-1.0,10.0,,,,,12.3,,3.8,,,8.0,,-18.7,,-6.5,,,-7.0,-17.8,-46.0,,9.0,1.0,9.7,,,,,,,,,-28.3,,True,,True,False,,,,,False,,False,,,False,,False,,False,,,False,False,False,,False,True,False,,,,,,,,,False
05079,57,64.0,,63.9,,43.0,,,,,,90.3,,40.0,,,71.0,,29.1,,53.0,,,56.0,43.1,0.0,,73.0,63.0,5.6,,,,,53.0,,,,32.6,7.0,,6.9,,-14.0,,,,,,33.3,,-17.0,,,14.0,,-27.9,,-4.0,,,-1.0,-13.9,-57.0,,16.0,6.0,-51.4,,,,,-4.0,,,,-24.4,,True,,False,,,,,,False,,False,,,False,,False,,True,,,True,False,False,,False,True,False,,,,,True,,,,False
05081,65,51.0,,51.0,,51.0,27.0,,,,,31.9,,31.6,,,62.0,,35.2,,26.8,,,77.5,39.7,0.0,,49.0,52.0,55.5,,,,,,,,,47.0,-14.0,,-14.0,,-14.0,-38.0,,,,,-33.1,,-33.4,,,-3.0,,-29.8,,-38.2,,,12.5,-25.3,-65.0,,-16.0,-13.0,-9.5,,,,,,,,,-18.0,,True,,False,False,,,,,False,,False,,,True,,False,,False,,,True,False,False,,False,True,True,,,,,,,,,False
05083,136,84.0,,79.7,,87.0,87.0,,,,,57.7,,59.5,,,158.0,,68.9,,67.1,,,98.0,71.2,40.3,,107.0,93.0,91.9,,,,,,,,,89.9,-52.0,,-56.3,,-49.0,-49.0,,,,,-78.3,,-76.5,,,22.0,,-67.1,,-68.9,,,-38.0,-64.8,-95.7,,-29.0,-43.0,-44.1,,,,,,,,,-46.1,,False,,True,True,,,,,False,,False,,,True,,False,,False,,,True,False,False,,True,True,True,,,,,,,,,True
05085,402,299.0,,313.6,,318.0,298.0,,,,,188.9,,197.8,,,354.0,,342.7,,189.8,327.5,,399.0,261.6,161.1,,348.0,315.0,321.4,,,,,282.2,,,,655.8,-103.0,,-88.4,,-84.0,-104.0,,,,,-213.1,,-204.2,,,-48.0,,-59.3,,-212.2,-74.5,,-3.0,-140.4,-240.9,,-54.0,-87.0,-80.6,,,,,-119.8,,,,253.8,,True,,True,False,,,,,False,,False,,,True,,True,,False,True,,True,False,False,,True,True,True,,,,,False,,,,False
05087,77,72.0,,68.7,,72.0,77.0,,,,,50.8,,73.0,,,70.0,,53.7,,63.7,,,88.0,48.0,0.0,,96.0,72.0,72.3,,,,,,,,,93.8,-5.0,,-8.3,,-5.0,0.0,,,,,-26.2,,-4.0,,,-7.0,,-23.3,,-13.3,,,11.0,-29.0,-77.0,,19.0,-5.0,-4.7,,,,,,,,,16.8,,False,,False,True,,,,,False,,True,,,False,,False,,False,,,False,False,False,,False,False,True,,,,,,,,,False
05089,69,36.0,,35.5,,36.0,24.0,,,,,23.1,,28.6,,,50.0,,30.4,,27.3,,,41.0,28.1,0.0,,37.0,47.0,90.1,,,,,,,,,34.3,-33.0,,-33.5,,-33.0,-45.0,,,,,-45.9,,-40.4,,,-19.0,,-38.6,,-41.7,,,-28.0,-40.9,-69.0,,-32.0,-22.0,21.1,,,,,,,,,-34.7,,False,,False,False,,,,,False,,False,,,True,,False,,False,,,True,False,False,,True,True,True,,,,,,,,,False
05091,164,191.0,,192.1,,153.0,176.0,,,,,101.9,,149.4,,,194.0,,153.5,,87.2,143.5,,108.0,133.2,59.5,,192.0,184.0,159.6,,,,,173.4,,,,0.0,27.0,,28.1,,-11.0,12.0,,,,,-62.1,,-14.6,,,30.0,,-10.5,,-76.8,-20.5,,-56.0,-30.8,-104.5,,28.0,20.0,-4.4,,,,,9.4,,,,-164.0,,False,,True,True,,,,,False,,True,,,False,,True,,False,True,,False,False,False,,False,True,True,,,,,True,,,,False
05093,194,211.0,,237.6,,164.0,130.0,,,,,177.9,,119.5,,,274.0,,156.2,,143.0,186.0,,164.0,161.0,0.0,,226.0,215.0,251.6,,,,,172.2,,,,124.5,17.0,,43.6,,-30.0,-64.0,,,,,-16.1,,-74.5,,,80.0,,-37.8,,-51.0,-8.0,,-30.0,-33.0,-194.0,,32.0,21.0,57.6,,,,,-21.8,,,,-69.5,,False,,False,False,,,,,True,,False,,,False,,False,,False,True,,False,False,False,,False,False,False,,,,,False,,,,False
05095,55,45.0,,46.4,,39.0,45.0,,,,,23.2,,39.5,,,35.0,,38.0,,19.4,,,45.0,34.7,2.7,,50.0,39.0,38.3,,,,,,,,,88.8,-10.0,,-8.6,,-16.0,-10.0,,,,,-31.8,,-15.5,,,-20.0,,-17.0,,-35.6,,,-10.0,-20.3,-52.3,,-5.0,-16.0,-16.7,,,,,,,,,33.8,,True,,False,False,,,,,False,,False,,,False,,False,,False,,,False,False,False,,True,False,False,,,,,,,,,False
05097,48,33.0,,32.8,,33.0,35.0,,,,,25.9,,19.5,,,43.0,,23.7,,26.4,,,27.0,23.3,0.0,,41.0,37.0,41.5,,,,,,,,,37.9,-15.0,,-15.2,,-15.0,-13.0,,,,,-22.1,,-28.5,,,-5.0,,-24.3,,-21.6,,,-21.0,-24.7,-48.0,,-7.0,-11.0,-6.5,,,,,,,,,-10.1,,False,,False,True,,,,,False,,False,,,True,,False,,False,,,False,False,False,,True,True,True,,,,,,,,,True
05099,17,38.0,,38.2,,38.0,29.0,,,,,21.6,,17.8,,,49.0,,30.0,,23.3,,,47.0,24.0,5.7,,40.0,38.0,39.3,,,,,,,,,29.6,21.0,,21.2,,21.0,12.0,,,,,4.6,,0.8,,,32.0,,13.0,,6.3,,,30.0,7.0,-11.3,,23.0,21.0,22.3,,,,,,,,,12.6,,False,,False,True,,,,,True,,True,,,False,,True,,True,,,False,True,True,,False,False,False,,,,,,,,,True
05101,17,26.0,,25.6,,26.0,,,,,,21.2,,17.4,,,31.0,,12.7,,15.5,,,14.0,18.7,0.0,,28.0,27.0,29.8,,,,,,,,,38.0,9.0,,8.6,,9.0,,,,,,4.2,,0.4,,,14.0,,-4.3,,-1.5,,,-3.0,1.7,-17.0,,11.0,10.0,12.8,,,,,,,,,21.0,,True,,False,,,,,,True,,True,,,False,,True,,True,,,True,True,False,,False,False,False,,,,,,,,,False
05103,125,111.0,,110.4,,88.0,88.0,,,,,72.5,,94.3,,,118.0,,70.1,,70.3,,,78.0,75.0,0.0,,141.0,115.0,123.5,,,,,,,,,0.0,-14.0,,-14.6,,-37.0,-37.0,,,,,-52.5,,-30.7,,,-7.0,,-54.9,,-54.7,,,-47.0,-50.0,-125.0,,16.0,-10.0,-1.5,,,,,,,,,-125.0,,False,,False,False,,,,,False,,False,,,True,,False,,False,,,False,False,False,,False,True,True,,,,,,,,,False
05105,60,49.0,,48.8,,45.0,42.0,,,,,21.0,,39.7,,,45.0,,47.1,,25.9,,,52.0,33.5,5.6,,63.0,48.0,43.5,,,,,,,,,47.0,-11.0,,-11.2,,-15.0,-18.0,,,,,-39.0,,-20.3,,,-15.0,,-12.9,,-34.1,,,-8.0,-26.5,-54.4,,3.0,-12.0,-16.5,,,,,,,,,-13.0,,False,,False,False,,,,,False,,False,,,False,,False,,False,,,True,False,False,,True,False,False,,,,,,,,,False
05107,47,71.0,,70.5,,71.0,0.0,,,,,56.4,,43.0,,,109.0,,107.4,,46.0,,,85.0,47.5,13.5,,101.0,79.0,89.9,,,,,,,,,12.4,24.0,,23.5,,24.0,-47.0,,,,,9.4,,-4.0,,,62.0,,60.4,,-1.0,,,38.0,0.5,-33.5,,54.0,32.0,42.9,,,,,,,,,-34.6,,True,,False,False,,,,,True,,True,,,False,,False,,True,,,False,True,False,,False,False,False,,,,,,,,,False
05109,54,95.0,,96.6,,72.0,112.0,,,,,43.2,,53.7,,,55.0,,61.2,,52.6,,,72.0,53.4,11.3,,109.0,79.0,59.0,,,,,,,,,110.1,41.0,,42.6,,18.0,58.0,,,,,-10.8,,-0.3,,,1.0,,7.2,,-1.4,,,18.0,-0.6,-42.7,,55.0,25.0,5.0,,,,,,,,,56.1,,False,,True,False,,,,,True,,True,,,True,,True,,True,,,True,True,False,,False,True,True,,,,,,,,,False
05111,127,174.0,,171.7,,170.0,11.0,,,,,112.2,,101.1,,,169.0,,172.4,,103.8,,,174.0,118.3,54.4,,172.0,169.0,176.9,,,,,153.2,,,,171.7,47.0,,44.7,,43.0,-116.0,,,,,-14.8,,-25.9,,,42.0,,45.4,,-23.2,,,47.0,-8.7,-72.6,,45.0,42.0,49.9,,,,,26.2,,,,44.7,,True,,True,False,,,,,True,,True,,,True,,True,,True,,,False,True,False,,True,True,False,,,,,True,,,,True
05113,110,66.0,,55.8,,63.0,63.0,,,,,50.1,,56.2,,,119.0,,38.7,,57.7,,,49.0,56.1,0.0,,79.0,79.0,89.9,,,,,,,,,68.9,-44.0,,-54.2,,-47.0,-47.0,,,,,-59.9,,-53.8,,,9.0,,-71.3,,-52.3,,,-61.0,-53.9,-110.0,,-31.0,-31.0,-20.1,,,,,,,,,-41.1,,False,,False,False,,,,,False,,False,,,True,,False,,False,,,False,False,False,,True,True,True,,,,,,,,,True
05115,508,419.0,,410.2,,387.0,325.0,,,,,266.9,,271.3,,,365.0,,402.5,,246.7,396.0,,352.0,289.9,113.3,,512.0,393.0,445.0,,,,,328.8,,,,589.5,-89.0,,-97.8,,-121.0,-183.0,,,,,-241.1,,-236.7,,,-143.0,,-105.5,,-261.3,-112.0,,-156.0,-218.1,-394.7,,4.0,-115.0,-63.0,,,,,-179.2,,,,81.5,,False,,False,False,,,,,False,,False,,,False,,False,,False,False,,False,False,False,,True,False,True,,,,,False,,,,True
05117,48,63.0,,61.7,,50.0,59.0,,,,,27.2,,22.9,,,40.0,,96.1,,27.8,,,52.0,30.8,8.0,,67.0,51.0,45.7,,,,,,,,,0.0,15.0,,13.7,,2.0,11.0,,,,,-20.8,,-25.1,,,-8.0,,48.1,,-20.2,,,4.0,-17.2,-40.0,,19.0,3.0,-2.3,,,,,,,,,-48.0,,True,,True,True,,,,,False,,False,,,True,,False,,False,,,True,False,False,,False,True,True,,,,,,,,,False
05119,2392,1595.0,,1580.3,2190.8,1700.0,1245.0,,,,,1105.8,,1070.8,,1796.1,1807.0,,1745.9,,933.5,1810.5,,1831.0,1380.8,594.8,,1889.0,1648.0,1891.8,,,,,1283.0,1234.0,,,2762.4,-797.0,,-811.7,-201.2,-692.0,-1147.0,,,,,-1286.2,,-1321.2,,-595.9,-585.0,,-646.1,,-1458.5,-581.5,,-561.0,-1011.2,-1797.2,,-503.0,-744.0,-500.2,,,,,-1109.0,-1158.0,,,370.4,,False,True,True,False,,,,,False,,False,,True,True,,True,,False,True,,True,False,False,,True,True,True,,,,,False,False,,,True
05121,115,73.0,,70.3,,70.0,20.0,,,,,64.1,,50.9,,,98.0,,63.5,,53.1,,,86.0,59.1,19.1,,86.0,81.0,98.1,,,,,,,,,0.0,-42.0,,-44.7,,-45.0,-95.0,,,,,-50.9,,-64.1,,,-17.0,,-51.5,,-61.9,,,-29.0,-55.9,-95.9,,-29.0,-34.0,-16.9,,,,,,,,,-115.0,,False,,False,False,,,,,False,,False,,,True,,False,,False,,,True,False,False,,True,True,True,,,,,,,,,False
05123,111,129.0,,129.7,,130.0,134.0,,,,,117.7,,88.7,,,156.0,,101.1,,106.3,,,152.5,98.7,0.0,,165.0,134.0,,,,,,109.9,,,,203.2,18.0,,18.7,,19.0,23.0,,,,,6.7,,-22.3,,,45.0,,-9.9,,-4.7,,,41.5,-12.3,-111.0,,54.0,23.0,,,,,,-1.1,,,,92.2,,False,,False,False,,,,,True,,False,,,False,,True,,True,,,False,True,False,,False,False,,,,,,True,,,,False
05125,667,468.0,,468.6,,469.0,359.0,,,,,348.6,,360.9,,,729.0,,399.8,,336.0,574.0,,494.0,354.8,303.2,,559.0,498.0,583.1,,,,,444.4,,,,424.9,-199.0,,-198.4,,-198.0,-308.0,,,,,-318.4,,-306.1,,,62.0,,-267.2,,-331.0,-93.0,,-173.0,-312.2,-363.8,,-108.0,-169.0,-83.9,,,,,-222.6,,,,-242.1,,True,,True,False,,,,,False,,False,,,True,,False,,False,True,,True,False,False,,True,True,True,,,,,False,,,,False
05127,92,30.0,,31.3,,30.0,21.0,,,,,21.1,,33.2,,,61.0,,13.8,,21.3,,,15.0,24.8,0.0,,32.0,34.0,53.2,,,,,,,,,35.4,-62.0,,-60.7,,-62.0,-71.0,,,,,-70.9,,-58.8,,,-31.0,,-78.2,,-70.7,,,-77.0,-67.2,-92.0,,-60.0,-58.0,-38.8,,,,,,,,,-56.6,,True,,False,False,,,,,False,,True,,,True,,False,,False,,,False,False,False,,True,True,True,,,,,,,,,True
05129,36,38.0,,40.5,,35.0,6.0,,,,,26.6,,30.0,,,36.0,,24.7,,24.0,,,35.0,21.8,0.0,,42.0,36.0,45.7,,,,,,,,,9.7,2.0,,4.5,,-1.0,-30.0,,,,,-9.4,,-6.0,,,0.0,,-11.3,,-12.0,,,-1.0,-14.2,-36.0,,6.0,0.0,9.7,,,,,,,,,-26.3,,False,,True,False,,,,,False,,False,,,True,,False,,False,,,True,False,False,,False,True,False,,,,,,,,,False
05131,827,484.0,,476.8,,484.0,498.0,,,,,380.1,,343.0,,,895.0,,418.8,,320.8,516.5,,542.0,386.6,151.0,,527.0,491.0,640.6,,,,,428.8,,,,411.1,-343.0,,-350.2,,-343.0,-329.0,,,,,-446.9,,-484.0,,,68.0,,-408.2,,-506.2,-310.5,,-285.0,-440.4,-676.0,,-300.0,-336.0,-186.4,,,,,-398.2,,,,-415.9,,False,,False,True,,,,,False,,False,,,True,,False,,False,True,,True,False,False,,True,True,True,,,,,False,,,,False
05133,79,71.0,,68.1,,71.0,0.0,,,,,78.4,,49.1,,,116.0,,55.1,,47.2,,,71.0,54.5,0.1,,84.0,78.0,81.5,,,,,,,,,93.5,-8.0,,-10.9,,-8.0,-79.0,,,,,-0.6,,-29.9,,,37.0,,-23.9,,-31.8,,,-8.0,-24.5,-78.9,,5.0,-1.0,2.5,,,,,,,,,14.5,,False,,False,False,,,,,True,,False,,,False,,False,,False,,,False,False,False,,True,True,True,,,,,,,,,False
05135,109,88.0,,89.1,,88.0,89.0,,,,,54.3,,71.4,,,75.0,,81.3,,57.5,,,97.0,67.0,17.7,,104.0,88.0,102.5,,,,,,,,,64.8,-21.0,,-19.9,,-21.0,-20.0,,,,,-54.7,,-37.6,,,-34.0,,-27.7,,-51.5,,,-12.0,-42.0,-91.3,,-5.0,-21.0,-6.5,,,,,,,,,-44.2,,True,,False,True,,,,,False,,False,,,False,,False,,False,,,True,False,False,,True,False,True,,,,,,,,,False
05137,30,81.0,,83.2,,62.0,105.0,,,,,47.8,,51.0,,,49.0,,62.0,,54.1,,,88.0,52.4,32.5,,102.0,72.0,56.4,,,,,,,,,0.1,51.0,,53.2,,32.0,75.0,,,,,17.8,,21.0,,,19.0,,32.0,,24.1,,,58.0,22.4,2.5,,72.0,42.0,26.4,,,,,,,,,-29.9,,False,,True,False,,,,,True,,True,,,True,,True,,True,,,False,True,True,,False,True,True,,,,,,,,,True
05139,285,241.0,,242.4,,227.0,252.0,,,,,116.4,,203.7,,,212.0,,245.9,,142.8,225.0,,246.0,181.3,54.1,,268.0,226.0,201.8,,,,,236.5,,,,322.9,-44.0,,-42.6,,-58.0,-33.0,,,,,-168.6,,-81.3,,,-73.0,,-39.1,,-142.2,-60.0,,-39.0,-103.7,-230.9,,-17.0,-59.0,-83.2,,,,,-48.5,,,,37.9,,True,,False,True,,,,,False,,False,,,False,,True,,False,False,,True,False,False,,True,False,False,,,,,False,,,,True
05141,60,63.0,,57.2,,69.0,66.0,,,,,46.7,,37.1,,,74.0,,107.8,,54.0,,,119.0,44.0,8.9,,113.0,70.0,93.7,,,,,,,,,119.5,3.0,,-2.8,,9.0,6.0,,,,,-13.3,,-22.9,,,14.0,,47.8,,-6.0,,,59.0,-16.0,-51.1,,53.0,10.0,33.7,,,,,,,,,59.5,,True,,False,False,,,,,False,,False,,,False,,False,,False,,,False,False,False,,False,False,False,,,,,,,,,False
05143,1536,1185.0,,1170.1,1410.4,1178.0,1212.0,,,,,849.9,,727.0,,1212.9,1170.0,,1148.8,,914.0,1357.0,,1294.0,845.4,478.3,,1401.0,1182.0,1313.2,,,,,947.4,836.0,,,850.9,-351.0,,-365.9,-125.6,-358.0,-324.0,,,,,-686.1,,-809.0,,-323.1,-366.0,,-387.2,,-622.0,-179.0,,-242.0,-690.6,-1057.7,,-135.0,-354.0,-222.8,,,,,-588.6,-700.0,,,-685.1,,False,True,False,True,,,,,False,,False,,True,False,,False,,False,True,,True,False,False,,True,False,True,,,,,False,False,,,False
05145,648,351.0,,364.4,,364.0,419.0,,,,,205.4,,235.9,,,502.0,,588.5,,221.5,352.5,,599.0,303.7,172.4,,463.0,363.0,368.3,,,,,327.0,,,,331.7,-297.0,,-283.6,,-284.0,-229.0,,,,,-442.6,,-412.1,,,-146.0,,-59.5,,-426.5,-295.5,,-49.0,-344.3,-475.6,,-185.0,-285.0,-279.7,,,,,-321.0,,,,-316.3,,True,,True,True,,,,,False,,False,,,True,,True,,False,True,,True,False,False,,True,True,True,,,,,False,,,,False
05147,52,29.0,,30.3,,28.0,27.0,,,,,16.7,,32.6,,,27.0,,27.7,,16.1,,,28.0,22.0,3.8,,39.0,30.0,30.0,,,,,,,,,17.3,-23.0,,-21.7,,-24.0,-25.0,,,,,-35.3,,-19.4,,,-25.0,,-24.3,,-35.9,,,-24.0,-30.0,-48.2,,-13.0,-22.0,-22.0,,,,,,,,,-34.7,,True,,False,False,,,,,False,,True,,,False,,False,,False,,,False,False,False,,True,True,True,,,,,,,,,False
