,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
47173,81,105.0,,107.3,,107.0,103.0,,,,,68.1,,128.0,,,144.0,,154.4,,71.0,,,168.0,67.9,0.0,,148.0,118.0,117.4,,,,,,,,,0.0,24.0,,26.3,,26.0,22.0,,,,,-12.9,,47.0,,,63.0,,73.4,,-10.0,,,87.0,-13.1,-81.0,,67.0,37.0,36.4,,,,,,,,,-81.0,,False,,False,True,,,,,True,,False,,,False,,False,,True,,,False,True,False,,False,False,False,,,,,,,,,False
47175,29,29.0,,30.6,,37.0,35.0,,,,,25.2,,59.9,,,51.0,,39.2,,23.7,,,41.0,16.9,0.0,,52.0,37.0,39.4,,,,,,,,,47.0,0.0,,1.6,,8.0,6.0,,,,,-3.8,,30.9,,,22.0,,10.2,,-5.3,,,12.0,-12.1,-29.0,,23.0,8.0,10.4,,,,,,,,,18.0,,False,,False,False,,,,,False,,False,,,False,,False,,False,,,False,False,False,,False,False,False,,,,,,,,,False
47177,240,542.0,,502.4,,427.0,398.0,,,,,289.8,,746.4,,,404.0,,924.9,,283.5,477.0,,1167.0,283.3,32.7,,689.0,380.0,405.1,,,,,427.3,,,,1648.2,302.0,,262.4,,187.0,158.0,,,,,49.8,,506.4,,,164.0,,684.9,,43.5,237.0,,927.0,43.3,-207.3,,449.0,140.0,165.1,,,,,187.3,,,,1408.2,,True,,True,True,,,,,True,,False,,,True,,False,,True,True,,False,True,True,,False,True,True,,,,,True,,,,False
47179,773,973.0,,975.7,,909.0,810.0,,,,,519.8,,1224.9,,,623.0,,1194.4,,540.4,891.5,,1325.5,642.5,423.9,,1133.0,899.0,873.8,,,,,1015.2,572.0,,,1142.4,200.0,,202.7,,136.0,37.0,,,,,-253.2,,451.9,,,-150.0,,421.4,,-232.6,118.5,,552.5,-130.5,-349.1,,360.0,126.0,100.8,,,,,242.2,-201.0,,,369.4,,False,,True,True,,,,,False,,False,,,True,,False,,False,True,,False,True,False,,False,True,True,,,,,False,False,,,False
47181,101,114.0,,112.8,,123.0,142.0,,,,,97.9,,112.0,,,141.0,,130.5,,82.8,,,209.0,93.8,0.0,,155.0,113.0,137.0,,,,,,,,,137.7,13.0,,11.8,,22.0,41.0,,,,,-3.1,,11.0,,,40.0,,29.5,,-18.2,,,108.0,-7.2,-101.0,,54.0,12.0,36.0,,,,,,,,,36.7,,True,,False,False,,,,,True,,True,,,False,,False,,False,,,False,True,False,,False,True,False,,,,,,,,,False
47183,175,240.0,,232.8,,234.0,21.0,,,,,159.6,,290.4,,,199.0,,340.5,,129.0,194.0,,253.5,160.6,156.0,,300.0,233.0,263.5,,,,,216.7,,,,246.8,65.0,,57.8,,59.0,-154.0,,,,,-15.4,,115.4,,,24.0,,165.5,,-46.0,19.0,,78.5,-14.4,-19.0,,125.0,58.0,88.5,,,,,41.7,,,,71.8,,True,,True,False,,,,,True,,False,,,True,,False,,True,True,,False,True,True,,False,True,False,,,,,True,,,,False
47185,158,234.0,,232.9,,218.0,104.0,,,,,147.3,,363.1,,,238.0,,233.0,,133.2,,,275.0,124.3,58.2,,270.0,216.0,220.0,,,,,215.8,,,,11.6,76.0,,74.9,,60.0,-54.0,,,,,-10.7,,205.1,,,80.0,,75.0,,-24.8,,,117.0,-33.7,-99.8,,112.0,58.0,62.0,,,,,57.8,,,,-146.4,,True,,True,True,,,,,True,,False,,,False,,True,,True,,,False,True,False,,False,True,True,,,,,True,,,,False
47187,1527,1944.0,,1959.5,,1692.0,1850.0,,,,,900.4,,2833.8,,1805.3,1192.0,,2164.1,,946.1,1457.0,,1945.0,1242.1,877.0,,1820.0,1683.0,1673.6,,,,,2035.0,1280.0,,,1346.0,417.0,,432.5,,165.0,323.0,,,,,-626.6,,1306.8,,278.3,-335.0,,637.1,,-580.9,-70.0,,418.0,-284.9,-650.0,,293.0,156.0,146.6,,,,,508.0,-247.0,,,-181.0,,False,,True,True,,,,,False,,False,,True,True,,False,,False,True,,False,True,False,,True,True,True,,,,,False,True,,,True
47189,906,1325.0,,1323.2,,1190.0,1341.0,,,,,651.7,,1745.8,,,890.0,,1675.1,,627.6,941.0,,1227.0,785.5,653.6,,1514.0,1152.0,979.3,,,,,1261.5,877.0,,,1315.7,419.0,,417.2,,284.0,435.0,,,,,-254.3,,839.8,,,-16.0,,769.1,,-278.4,35.0,,321.0,-120.5,-252.4,,608.0,246.0,73.3,,,,,355.5,-29.0,,,409.7,,True,,True,False,,,,,True,,False,,,True,,False,,True,True,,True,True,True,,False,True,True,,,,,True,True,,,True
48001,544,96.0,,93.3,,117.0,117.0,,,,,148.6,,58.7,,,277.0,,152.8,,114.5,345.0,,142.0,80.7,0.0,,179.0,149.0,171.4,,,,,98.4,,,,24.3,-448.0,,-450.7,,-427.0,-427.0,,,,,-395.4,,-485.3,,,-267.0,,-391.2,,-429.5,-199.0,,-402.0,-463.3,-544.0,,-365.0,-395.0,-372.6,,,,,-445.6,,,,-519.7,,False,,True,True,,,,,True,,False,,,True,,True,,True,True,,True,False,False,,True,True,True,,,,,True,,,,False
48003,72,53.0,,59.9,,71.0,71.0,,,,,54.0,,29.9,,,119.0,,86.9,,58.4,,,85.0,28.6,0.0,,80.0,70.0,81.9,,,,,,,,,0.0,-19.0,,-12.1,,-1.0,-1.0,,,,,-18.0,,-42.1,,,47.0,,14.9,,-13.6,,,13.0,-43.4,-72.0,,8.0,-2.0,9.9,,,,,,,,,-72.0,,True,,True,True,,,,,True,,False,,,False,,True,,True,,,True,False,False,,True,True,True,,,,,,,,,False
48005,510,380.0,,395.6,,396.0,435.0,,,,,286.1,,261.9,,,365.0,,428.4,,329.9,711.5,,324.0,216.1,174.5,,550.0,425.0,415.6,,,,,299.7,,,,565.9,-130.0,,-114.4,,-114.0,-75.0,,,,,-223.9,,-248.1,,,-145.0,,-81.6,,-180.1,201.5,,-186.0,-293.9,-335.5,,40.0,-85.0,-94.4,,,,,-210.3,,,,55.9,,True,,True,True,,,,,False,,False,,,False,,True,,False,False,,False,False,False,,True,True,True,,,,,False,,,,True
48007,46,55.0,,61.8,,51.0,51.0,,,,,41.6,,37.1,,,50.0,,37.4,,58.5,,,41.0,43.4,0.0,,65.0,67.0,56.5,,,,,,,,,65.4,9.0,,15.8,,5.0,5.0,,,,,-4.4,,-8.9,,,4.0,,-8.6,,12.5,,,-5.0,-2.6,-46.0,,19.0,21.0,10.5,,,,,,,,,19.4,,False,,True,True,,,,,True,,True,,,True,,True,,False,,,True,True,False,,False,False,False,,,,,,,,,False
48009,68,40.0,,39.1,,45.0,45.0,,,,,30.1,,18.2,,,48.0,,57.2,,36.3,,,48.0,50.7,36.6,,55.0,47.0,42.7,,,,,,,,,44.4,-28.0,,-28.9,,-23.0,-23.0,,,,,-37.9,,-49.8,,,-20.0,,-10.8,,-31.7,,,-20.0,-17.3,-31.4,,-13.0,-21.0,-25.3,,,,,,,,,-23.6,,False,,True,True,,,,,False,,False,,,True,,True,,False,,,True,True,False,,True,True,True,,,,,,,,,True
48011,5,7.0,,7.7,,7.0,0.0,,,,,5.5,,3.0,,,7.0,,4.1,,4.8,,,4.0,2.9,0.0,,8.0,8.0,12.2,,,,,,,,,10.4,2.0,,2.7,,2.0,-5.0,,,,,0.5,,-2.0,,,2.0,,-0.9,,-0.2,,,-1.0,-2.1,-5.0,,3.0,3.0,7.2,,,,,,,,,5.4,,False,,False,False,,,,,True,,True,,,False,,True,,True,,,True,False,False,,False,False,False,,,,,,,,,False
48013,60,222.0,,205.3,,222.0,238.0,,,,,186.8,,108.7,,,229.0,,435.0,,183.1,375.0,,163.0,188.0,0.0,,,241.0,311.8,,,,,193.0,,,,317.2,162.0,,145.3,,162.0,178.0,,,,,126.8,,48.7,,,169.0,,375.0,,123.1,315.0,,103.0,128.0,-60.0,,,181.0,251.8,,,,,133.0,,,,257.2,,True,,False,False,,,,,True,,True,,,False,,False,,True,False,,True,True,True,,,False,False,,,,,True,,,,False
48015,87,98.0,,105.2,,101.0,103.0,,,,,69.3,,82.5,,,83.0,,99.2,,98.1,104.0,,106.0,106.3,42.5,,130.0,114.0,95.4,,,,,,,,,0.1,11.0,,18.2,,14.0,16.0,,,,,-17.7,,-4.5,,,-4.0,,12.2,,11.1,17.0,,19.0,19.3,-44.5,,43.0,27.0,8.4,,,,,,,,,-86.9,,False,,False,False,,,,,False,,True,,,True,,False,,False,False,,False,False,False,,False,False,True,,,,,,,,,False
48017,5,12.0,,11.2,,12.0,12.0,,,,,24.5,,7.9,,,49.0,,7.4,,16.4,,,10.0,5.7,0.0,,13.0,18.0,25.1,,,,,,,,,14.7,7.0,,6.2,,7.0,7.0,,,,,19.5,,2.9,,,44.0,,2.4,,11.4,,,5.0,0.7,-5.0,,8.0,13.0,20.1,,,,,,,,,9.7,,True,,False,False,,,,,False,,True,,,False,,True,,False,,,True,True,True,,False,False,False,,,,,,,,,False
48019,24,71.0,,69.9,,61.0,77.0,,,,,39.5,,51.2,,,50.0,,70.4,,85.9,,,61.0,42.0,22.1,,98.0,82.0,39.1,,,,,,,,,61.9,47.0,,45.9,,37.0,53.0,,,,,15.5,,27.2,,,26.0,,46.4,,61.9,,,37.0,18.0,-1.9,,74.0,58.0,15.1,,,,,,,,,37.9,,True,,True,False,,,,,True,,True,,,True,,True,,False,,,True,True,True,,False,False,True,,,,,,,,,True
48021,255,151.0,,153.8,,171.0,141.0,,,,,191.7,,118.7,,,282.0,,182.7,,133.2,388.0,,279.0,109.9,0.0,,245.0,233.0,185.5,,,,,135.5,,,,240.6,-104.0,,-101.2,,-84.0,-114.0,,,,,-63.3,,-136.3,,,27.0,,-72.3,,-121.8,133.0,,24.0,-145.1,-255.0,,-10.0,-22.0,-69.5,,,,,-119.5,,,,-14.4,,True,,True,False,,,,,True,,False,,,True,,True,,False,False,,True,False,False,,True,True,True,,,,,False,,,,True
48023,29,27.0,,27.4,,17.0,7.0,,,,,12.8,,8.8,,,25.0,,30.0,,14.2,,,11.0,14.3,0.0,,26.0,21.0,8.5,,,,,,,,,17.1,-2.0,,-1.6,,-12.0,-22.0,,,,,-16.2,,-20.2,,,-4.0,,1.0,,-14.8,,,-18.0,-14.7,-29.0,,-3.0,-8.0,-20.5,,,,,,,,,-11.9,,True,,False,False,,,,,False,,False,,,False,,True,,False,,,False,False,False,,False,False,False,,,,,,,,,False
48025,130,136.0,,138.7,,138.0,,,,,,127.3,,62.8,,,157.0,,167.0,,108.2,132.0,,148.0,123.3,0.0,,167.0,144.0,150.0,,,,,,,,,43.1,6.0,,8.7,,8.0,,,,,,-2.7,,-67.2,,,27.0,,37.0,,-21.8,2.0,,18.0,-6.7,-130.0,,37.0,14.0,20.0,,,,,,,,,-86.9,,False,,False,,,,,,True,,False,,,False,,False,,False,True,,False,False,False,,False,False,False,,,,,,,,,False
48027,1436,689.0,,678.2,,688.0,556.0,,,,,615.0,,542.7,,,1413.0,,1012.3,,863.8,783.5,,832.5,472.6,431.6,,1009.0,1035.0,756.6,,,,,717.7,507.0,,,519.0,-747.0,,-757.8,,-748.0,-880.0,,,,,-821.0,,-893.3,,,-23.0,,-423.7,,-572.2,-652.5,,-603.5,-963.4,-1004.4,,-427.0,-401.0,-679.4,,,,,-718.3,-929.0,,,-917.0,,False,,False,False,,,,,False,,False,,,True,,True,,True,True,,True,False,False,,True,True,True,,,,,True,False,,,False
48029,12562,5971.0,,5773.6,26755.5,7696.0,5153.0,,,,,5516.6,,2689.8,,10382.6,9190.0,,8424.4,,6618.2,7434.5,,7795.0,11548.1,5964.0,,7753.0,7166.0,7558.6,,,,,5184.5,8738.0,,,7274.4,-6591.0,,-6788.4,14193.5,-4866.0,-7409.0,,,,,-7045.4,,-9872.2,,-2179.4,-3372.0,,-4137.6,,-5943.8,-5127.5,,-4767.0,-1013.9,-6598.0,,-4809.0,-5396.0,-5003.4,,,,,-7377.5,-3824.0,,,-5287.6,,False,False,True,False,,,,,False,,False,,True,True,,True,,True,True,,True,True,False,,True,True,True,,,,,False,True,,,True
48031,11,6.0,,5.7,,12.0,9.0,,,,,15.4,,7.7,,,26.0,,29.8,,21.5,,,24.0,6.0,5.2,,,18.0,14.0,,,,,,,,,12.2,-5.0,,-5.3,,1.0,-2.0,,,,,4.4,,-3.3,,,15.0,,18.8,,10.5,,,13.0,-5.0,-5.8,,,7.0,3.0,,,,,,,,,1.2,,False,,True,True,,,,,True,,True,,,False,,False,,False,,,False,False,False,,,False,True,,,,,,,,,True
48033,0,0.0,,0.5,,1.0,0.0,,,,,0.9,,0.6,,,3.0,,1.2,,1.3,,,1.0,0.4,,,,1.0,3.4,,,,,,,,,1.6,0.0,,0.5,,1.0,0.0,,,,,0.9,,0.6,,,3.0,,1.2,,1.3,,,1.0,0.4,,,,1.0,3.4,,,,,,,,,1.6,,False,,False,True,,,,,False,,False,,,False,,False,,False,,,False,False,,,,False,False,,,,,,,,,False
48035,63,50.0,,50.6,,52.0,52.0,,,,,35.9,,29.3,,,82.0,,59.2,,44.3,,,25.0,36.1,15.8,,60.0,59.0,68.1,,,,,,,,,64.5,-13.0,,-12.4,,-11.0,-11.0,,,,,-27.1,,-33.7,,,19.0,,-3.8,,-18.7,,,-38.0,-26.9,-47.2,,-3.0,-4.0,5.1,,,,,,,,,1.5,,True,,True,True,,,,,False,,False,,,False,,True,,False,,,False,False,False,,True,True,True,,,,,,,,,True
48037,257,177.0,,179.7,,186.0,186.0,,,,,154.6,,325.6,,,445.0,,109.1,,137.9,443.0,,195.0,188.4,0.0,,216.0,290.0,324.6,,,,,172.4,,,,63.8,-80.0,,-77.3,,-71.0,-71.0,,,,,-102.4,,68.6,,,188.0,,-147.9,,-119.1,186.0,,-62.0,-68.6,-257.0,,-41.0,33.0,67.6,,,,,-84.6,,,,-193.2,,True,,True,True,,,,,False,,True,,,False,,False,,False,False,,True,True,False,,True,True,True,,,,,False,,,,False
48039,1339,1663.0,,1632.8,2504.6,1638.0,1557.0,,,,,1142.4,,1679.6,,1767.9,1284.0,,1798.4,,1555.1,1551.0,,2154.0,1182.4,589.2,,2056.0,1716.0,1626.7,,,,,1338.0,1166.0,,,5031.9,324.0,,293.8,1165.6,299.0,218.0,,,,,-196.6,,340.6,,428.9,-55.0,,459.4,,216.1,212.0,,815.0,-156.6,-749.8,,717.0,377.0,287.7,,,,,-1.0,-173.0,,,3692.9,,True,False,True,True,,,,,True,,False,,False,True,,False,,True,True,,False,True,False,,False,False,True,,,,,True,True,,,False
48041,801,564.0,,574.9,,586.0,516.0,,,,,521.2,,391.6,,618.2,586.0,,770.5,,474.0,1053.0,,791.0,512.6,925.7,,700.0,730.0,732.1,,,,,493.9,394.0,,,245.6,-237.0,,-226.1,,-215.0,-285.0,,,,,-279.8,,-409.4,,-182.8,-215.0,,-30.5,,-327.0,252.0,,-10.0,-288.4,124.7,,-101.0,-71.0,-68.9,,,,,-307.1,-407.0,,,-555.4,,True,,True,False,,,,,False,,False,,True,True,,True,,False,False,,True,False,True,,True,True,True,,,,,False,False,,,False
48043,18,39.0,,23.6,,27.0,,,,,,35.2,,40.6,,,53.0,,20.1,,33.3,,,14.0,24.4,0.0,,59.0,41.0,27.8,,,,,,,,,32.9,21.0,,5.6,,9.0,,,,,,17.2,,22.6,,,35.0,,2.1,,15.3,,,-4.0,6.4,-18.0,,41.0,23.0,9.8,,,,,,,,,14.9,,True,,True,,,,,,True,,False,,,False,,True,,True,,,True,True,True,,False,False,True,,,,,,,,,True
48045,7,4.0,,3.9,,4.0,0.0,,,,,5.1,,2.3,,,11.0,,7.2,,3.7,,,5.0,2.3,,,6.0,5.0,5.4,,,,,,,,,1.6,-3.0,,-3.1,,-3.0,-7.0,,,,,-1.9,,-4.7,,,4.0,,0.2,,-3.3,,,-2.0,-4.7,,,-1.0,-2.0,-1.6,,,,,,,,,-5.4,,False,,False,False,,,,,True,,False,,,False,,True,,False,,,True,False,,,True,True,True,,,,,,,,,False
48047,21,38.0,,39.9,,36.0,4.0,,,,,35.3,,11.4,,,26.0,,78.8,,38.0,,,53.0,23.9,3.0,,50.0,35.0,27.7,,,,,,,,,63.4,17.0,,18.9,,15.0,-17.0,,,,,14.3,,-9.6,,,5.0,,57.8,,17.0,,,32.0,2.9,-18.0,,29.0,14.0,6.7,,,,,,,,,42.4,,False,,True,False,,,,,True,,True,,,True,,False,,True,,,False,True,False,,False,True,True,,,,,,,,,False
48049,254,189.0,,190.1,,187.0,286.0,,,,,122.1,,97.4,,,207.0,,186.8,,128.1,249.0,,208.0,117.2,0.0,,241.0,203.0,134.6,,,,,170.9,,,,58.0,-65.0,,-63.9,,-67.0,32.0,,,,,-131.9,,-156.6,,,-47.0,,-67.2,,-125.9,-5.0,,-46.0,-136.8,-254.0,,-13.0,-51.0,-119.4,,,,,-83.1,,,,-196.0,,True,,False,True,,,,,False,,False,,,True,,False,,False,True,,True,False,False,,True,True,False,,,,,False,,,,False
48051,22,34.0,,35.1,,34.0,32.0,,,,,39.9,,28.1,,,64.0,,35.0,,34.4,,,34.0,23.8,0.0,,51.0,50.0,44.4,,,,,,,,,0.0,12.0,,13.1,,12.0,10.0,,,,,17.9,,6.1,,,42.0,,13.0,,12.4,,,12.0,1.8,-22.0,,29.0,28.0,22.4,,,,,,,,,-22.0,,False,,False,True,,,,,False,,True,,,False,,False,,False,,,False,True,False,,False,False,False,,,,,,,,,False
48053,62,73.0,,67.2,,74.0,59.0,,,,,76.6,,71.0,,,147.0,,74.2,,107.3,125.5,,101.0,60.9,0.0,,107.0,115.0,115.1,,,,,,,,,0.0,11.0,,5.2,,12.0,-3.0,,,,,14.6,,9.0,,,85.0,,12.2,,45.3,63.5,,39.0,-1.1,-62.0,,45.0,53.0,53.1,,,,,,,,,-62.0,,True,,False,True,,,,,False,,True,,,False,,False,,False,False,,False,True,False,,False,False,False,,,,,,,,,False
48055,143,63.0,,71.6,,72.0,78.0,,,,,93.4,,46.6,,,180.0,,89.3,,82.6,121.0,,59.0,45.4,0.0,,96.0,99.0,107.4,,,,,55.0,,,,69.3,-80.0,,-71.4,,-71.0,-65.0,,,,,-49.6,,-96.4,,,37.0,,-53.7,,-60.4,-22.0,,-84.0,-97.6,-143.0,,-47.0,-44.0,-35.6,,,,,-88.0,,,,-73.7,,True,,True,True,,,,,True,,False,,,True,,True,,True,True,,False,False,False,,True,True,True,,,,,False,,,,True
48057,19,28.0,,27.1,,33.0,35.0,,,,,48.2,,23.4,,,87.0,,46.8,,29.3,60.0,,27.0,16.6,0.0,,56.0,52.0,45.2,,,,,,,,,31.7,9.0,,8.1,,14.0,16.0,,,,,29.2,,4.4,,,68.0,,27.8,,10.3,41.0,,8.0,-2.4,-19.0,,37.0,33.0,26.2,,,,,,,,,12.7,,True,,False,False,,,,,False,,True,,,False,,False,,False,False,,True,True,False,,False,False,False,,,,,,,,,False
48059,101,66.0,,75.8,,68.0,80.0,,,,,48.0,,29.8,,,61.0,,60.6,,49.5,,,73.0,71.6,21.9,,92.0,72.0,45.5,,,,,,,,,74.8,-35.0,,-25.2,,-33.0,-21.0,,,,,-53.0,,-71.2,,,-40.0,,-40.4,,-51.5,,,-28.0,-29.4,-79.1,,-9.0,-29.0,-55.5,,,,,,,,,-26.2,,True,,True,True,,,,,False,,False,,,False,,False,,False,,,True,True,False,,True,True,False,,,,,,,,,True
48061,797,623.0,,628.8,2190.8,626.0,498.0,,,,,860.5,,370.5,,938.6,811.0,,834.8,,835.7,931.5,,505.0,465.5,0.7,,883.0,950.0,931.1,,,,,624.7,273.0,,,353.7,-174.0,,-168.2,1393.8,-171.0,-299.0,,,,,63.5,,-426.5,,141.6,14.0,,37.8,,38.7,134.5,,-292.0,-331.5,-796.3,,86.0,153.0,134.1,,,,,-172.3,-524.0,,,-443.3,,True,False,True,False,,,,,True,,False,,True,True,,True,,True,True,,False,False,False,,True,True,True,,,,,True,False,,,False
48063,49,48.0,,46.1,,46.0,64.0,,,,,45.1,,49.5,,,59.0,,40.9,,30.3,,,26.0,47.1,0.0,,56.0,52.0,44.2,,,,,,,,,12.6,-1.0,,-2.9,,-3.0,15.0,,,,,-3.9,,0.5,,,10.0,,-8.1,,-18.7,,,-23.0,-1.9,-49.0,,7.0,3.0,-4.8,,,,,,,,,-36.4,,False,,False,False,,,,,False,,True,,,False,,False,,False,,,False,False,False,,False,False,False,,,,,,,,,False
48065,21,16.0,,12.7,,16.0,17.0,,,,,13.5,,9.7,,,29.0,,8.5,,16.3,,,14.0,7.2,0.0,,20.0,21.0,21.9,,,,,,,,,16.5,-5.0,,-8.3,,-5.0,-4.0,,,,,-7.5,,-11.3,,,8.0,,-12.5,,-4.7,,,-7.0,-13.8,-21.0,,-1.0,0.0,0.9,,,,,,,,,-4.5,,False,,False,True,,,,,False,,False,,,False,,False,,True,,,False,False,False,,True,True,True,,,,,,,,,True
48067,53,40.0,,42.3,,41.0,38.0,,,,,52.0,,74.8,,,135.0,,18.7,,34.3,148.0,,38.0,55.8,0.0,,49.0,71.0,54.0,,,,,,,,,4.3,-13.0,,-10.7,,-12.0,-15.0,,,,,-1.0,,21.8,,,82.0,,-34.3,,-18.7,95.0,,-15.0,2.8,-53.0,,-4.0,18.0,1.0,,,,,,,,,-48.7,,True,,True,False,,,,,True,,False,,,False,,False,,False,False,,False,True,False,,True,False,True,,,,,,,,,False
48069,26,22.0,,21.2,,21.0,12.0,,,,,32.7,,11.4,,,45.0,,23.6,,23.0,,,16.0,9.0,0.0,,32.0,29.0,36.2,,,,,,,,,0.0,-4.0,,-4.8,,-5.0,-14.0,,,,,6.7,,-14.6,,,19.0,,-2.4,,-3.0,,,-10.0,-17.0,-26.0,,6.0,3.0,10.2,,,,,,,,,-26.0,,False,,False,False,,,,,False,,False,,,False,,True,,True,,,False,False,False,,False,True,False,,,,,,,,,False
48071,0,148.0,,159.1,,137.0,137.0,,,,,121.3,,99.9,,,163.0,,68.8,,136.0,127.0,,143.0,65.3,0.1,,178.0,167.0,171.5,,,,,130.0,,,,118.6,148.0,,159.1,,137.0,137.0,,,,,121.3,,99.9,,,163.0,,68.8,,136.0,127.0,,143.0,65.3,0.1,,178.0,167.0,171.5,,,,,130.0,,,,118.6,,False,,True,True,,,,,True,,True,,,False,,True,,True,True,,True,True,True,,False,False,False,,,,,True,,,,True
48073,158,63.0,,79.5,,79.0,69.0,,,,,121.7,,48.0,,,239.0,,109.7,,83.2,324.0,,79.0,56.5,0.0,,139.0,114.0,148.1,,,,,59.2,,,,96.9,-95.0,,-78.5,,-79.0,-89.0,,,,,-36.3,,-110.0,,,81.0,,-48.3,,-74.8,166.0,,-79.0,-101.5,-158.0,,-19.0,-44.0,-9.9,,,,,-98.8,,,,-61.1,,True,,True,True,,,,,True,,False,,,True,,True,,True,False,,True,False,False,,True,True,True,,,,,False,,,,True
48075,42,30.0,,39.2,,30.0,25.0,,,,,43.3,,13.6,,,55.0,,28.3,,44.0,,,67.0,13.4,0.1,,45.0,33.0,18.8,,,,,,,,,66.3,-12.0,,-2.8,,-12.0,-17.0,,,,,1.3,,-28.4,,,13.0,,-13.7,,2.0,,,25.0,-28.6,-41.9,,3.0,-9.0,-23.2,,,,,,,,,24.3,,True,,False,False,,,,,True,,False,,,False,,False,,True,,,False,False,False,,True,True,False,,,,,,,,,False
48077,77,61.0,,62.2,,61.0,54.0,,,,,42.6,,26.8,,,56.0,,62.4,,53.8,,,53.0,65.8,21.5,,87.0,66.0,72.7,,,,,,,,,82.2,-16.0,,-14.8,,-16.0,-23.0,,,,,-34.4,,-50.2,,,-21.0,,-14.6,,-23.2,,,-24.0,-11.2,-55.5,,10.0,-11.0,-4.3,,,,,,,,,5.2,,True,,False,False,,,,,False,,False,,,False,,True,,False,,,False,True,False,,True,True,True,,,,,,,,,True
48079,7,6.0,,5.6,,6.0,,,,,,7.2,,4.0,,,21.0,,6.5,,5.2,,,3.0,3.4,0.0,,9.0,9.0,9.4,,,,,,,,,2.7,-1.0,,-1.4,,-1.0,,,,,,0.2,,-3.0,,,14.0,,-0.5,,-1.8,,,-4.0,-3.6,-7.0,,2.0,2.0,2.4,,,,,,,,,-4.3,,False,,False,,,,,,True,,False,,,False,,True,,False,,,False,False,False,,False,False,False,,,,,,,,,False
48081,17,23.0,,23.2,,12.0,,,,,,15.4,,29.6,,,12.0,,13.8,,15.9,,,6.0,11.3,0.0,,27.0,21.0,9.9,,,,,,,,,5.9,6.0,,6.2,,-5.0,,,,,,-1.6,,12.6,,,-5.0,,-3.2,,-1.1,,,-11.0,-5.7,-17.0,,10.0,4.0,-7.1,,,,,,,,,-11.1,,False,,True,,,,,,True,,False,,,True,,True,,True,,,False,True,False,,False,True,False,,,,,,,,,False
