,predicted_cases,actual_cases,error,perc_error
QJHong-Encounter,1453337.0,1453601,-264.0,-0.0%
IEM_MED-CovidProject,1464084.6,1453601,10483.6,0.7%
IowaStateLW-STEM,1442134.0,1453601,-11467.0,-0.8%
Columbia_UNC-SurvCon,1467499.0,1453601,13898.0,1.0%
OneQuietNight-ML,1425642.0,1453601,-27959.0,-1.9%
Covid19Sim-Simulator,1423211.0,1453601,-30390.0,-2.1%
USC-SI_kJalpha,1422044.0,1453601,-31557.0,-2.2%
COVIDhub-ensemble,1418752.0,1453601,-34849.0,-2.4%
Geneva-DetGrowth,1415585.1,1453601,-38015.9,-2.6%
JHUAPL-Bucky,1415460.0,1453601,-38141.0,-2.6%
OliverWyman-Navigator,1520344.0,1453601,66743.0,4.6%
TTU-squider,1526501.2,1453601,72900.2,5.0%
UCF-AEM,1352968.0,1453601,-100633.0,-6.9%
LANL-GrowthRate,1349441.5,1453601,-104159.5,-7.2%
COVIDhub-baseline,1327043.0,1453601,-126558.0,-8.7%
BPagano-RtDriven,1598858.7,1453601,145257.7,10.0%
CEID-Walk,1303322.0,1453601,-150279.0,-10.3%
JHU_CSSE-DECOM,1290530.0,1453601,-163071.0,-11.2%
RobertWalraven-ESG,1286926.6,1453601,-166674.4,-11.5%
UCLA-SuEIR,1269750.5,1453601,-183850.5,-12.6%
Microsoft-DeepSTIA,1255095.5,1453601,-198505.5,-13.7%
UMich-RidgeTfReg,1254942.7,1453601,-198658.3,-13.7%
LNQ-ens1,1246437.2,1453601,-207163.8,-14.3%
JCB-PRM,1676230.5,1453601,222629.5,15.3%
CU-select,1215416.0,1453601,-238185.0,-16.4%
CovidAnalytics-DELPHI,1722709.0,1453601,269108.0,18.5%
UVA-Ensemble,1777063.6,1453601,323462.6,22.3%
IBF-TimeSeries,1116560.0,1453601,-337041.0,-23.2%
Karlen-pypm,1817650.8,1453601,364049.8,25.0%
JHU_IDD-CovidSP,1052637.6,1453601,-400963.4,-27.6%
DDS-NBDS,3580585.6,1453601,2126984.6,146.3%
Google_Harvard-CPF,,1453601,,
JHU_UNC_GAS-StatMechPool,,1453601,,
UCSB-ACTS,,1453601,,
