,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
06099,15993,7794.0,,7759.9,8164.2,9274.0,8932.0,,,,,10802.3,,,,8847.0,,14674.2,6083.5,16138.0,,11608.5,9466.6,8964.6,11302.0,7917.0,9609.3,,,,,8041.2,19461.0,,,10313.7,-8199.0,,-8233.1,-7828.8,-6719.0,-7061.0,,,,,-5190.7,,,,-7146.0,,-1318.8,-9909.5,145.0,,-4384.5,-6526.4,-7028.4,-4691.0,-8076.0,-6383.7,,,,,-7951.8,3468.0,,,-5679.3,,False,True,True,True,,,,,True,,,,True,,True,False,True,,True,True,True,True,True,True,,,,,True,True,,,True
06101,1939,2226.0,,2231.5,,1961.0,2029.0,,,,,2008.1,,,,1373.0,,2628.6,1412.0,2183.5,,2024.0,1841.1,1997.9,3145.0,1940.0,1446.2,,,,,1190.3,,,,4629.4,287.0,,292.5,,22.0,90.0,,,,,69.1,,,,-566.0,,689.6,-527.0,244.5,,85.0,-97.9,58.9,1206.0,1.0,-492.8,,,,,-748.7,,,,2690.4,,False,,True,True,,,,,True,,,,False,,False,False,True,,True,True,True,False,True,False,,,,,False,,,,False
06103,987,1290.0,,1288.5,,1133.0,1410.0,,,,,2298.9,,,,814.0,,1005.2,800.4,1096.0,,1397.0,1225.0,1349.4,1714.0,1242.0,1081.9,,,,,,,,,1002.8,303.0,,301.5,,146.0,423.0,,,,,1311.9,,,,-173.0,,18.2,-186.6,109.0,,410.0,238.0,362.4,727.0,255.0,94.9,,,,,,,,,15.8,,True,,True,False,,,,,False,,,,True,,True,True,True,,False,True,False,False,True,True,,,,,,,,,True
06105,51,117.0,,121.7,,89.0,43.0,,,,,324.3,,,,87.0,,113.4,79.5,,,65.0,81.9,133.2,124.0,150.0,161.0,,,,,,,,,114.3,66.0,,70.7,,38.0,-8.0,,,,,273.3,,,,36.0,,62.4,28.5,,,14.0,30.9,82.2,73.0,99.0,110.0,,,,,,,,,63.3,,False,,True,True,,,,,False,,,,True,,True,True,,,True,True,False,False,False,False,,,,,,,,,True
06107,8952,7968.0,,8054.5,8875.6,9556.0,10725.0,,,,,4002.5,,,,9654.0,,15894.0,5298.3,9676.5,,17525.0,9055.0,9230.5,9493.0,8167.0,10734.2,,,,,5761.1,11626.0,,,16603.4,-984.0,,-897.5,-76.4,604.0,1773.0,,,,,-4949.5,,,,702.0,,6942.0,-3653.7,724.5,,8573.0,103.0,278.5,541.0,-785.0,1782.2,,,,,-3190.9,2674.0,,,7651.4,,True,True,True,False,,,,,False,,,,True,,False,False,True,,False,True,True,True,True,False,,,,,False,False,,,False
06109,1415,1071.0,,977.8,,921.0,1101.0,,,,,1494.4,,,,866.0,,779.4,719.5,1225.0,,865.5,794.2,983.3,1318.0,1056.0,1044.1,,,,,,,,,1118.8,-344.0,,-437.2,,-494.0,-314.0,,,,,79.4,,,,-549.0,,-635.6,-695.5,-190.0,,-549.5,-620.8,-431.7,-97.0,-359.0,-370.9,,,,,,,,,-296.2,,False,,False,True,,,,,True,,,,False,,False,False,True,,False,False,False,True,False,False,,,,,,,,,True
06111,17027,8925.0,,9182.9,9298.8,9750.0,7686.0,,,,,21081.3,,20501.3,,9552.0,,11918.9,8550.8,7195.0,,13204.5,13900.2,11142.3,9304.0,9414.0,10773.7,,,,,9804.9,14186.0,,,8951.9,-8102.0,,-7844.1,-7728.2,-7277.0,-9341.0,,,,,4054.3,,3474.3,,-7475.0,,-5108.1,-8476.2,-9832.0,,-3822.5,-3126.8,-5884.7,-7723.0,-7613.0,-6253.3,,,,,-7222.1,-2841.0,,,-8075.1,,True,True,True,False,,,,,True,,True,,True,,True,False,False,,True,True,True,True,True,True,,,,,True,True,,,True
06113,2412,2217.0,,2218.9,,2279.0,2397.0,,,,,4725.9,,,,2135.0,,2140.1,2195.4,2237.5,,2106.0,2470.3,2542.6,3290.0,2362.0,3060.3,,,,,2716.5,1888.0,,,3898.2,-195.0,,-193.1,,-133.0,-15.0,,,,,2313.9,,,,-277.0,,-271.9,-216.6,-174.5,,-306.0,58.3,130.6,878.0,-50.0,648.3,,,,,304.5,-524.0,,,1486.2,,True,,True,True,,,,,False,,,,False,,False,False,True,,False,True,True,False,True,False,,,,,False,False,,,False
06115,1078,1251.0,,1244.0,,1274.0,705.0,,,,,1744.6,,,,1326.0,,1790.9,873.0,1379.0,,1522.0,1074.7,1342.0,1959.0,1256.0,1369.1,,,,,1082.9,,,,2658.9,173.0,,166.0,,196.0,-373.0,,,,,666.6,,,,248.0,,712.9,-205.0,301.0,,444.0,-3.3,264.0,881.0,178.0,291.1,,,,,4.9,,,,1580.9,,True,,False,False,,,,,False,,,,False,,False,False,False,,False,True,False,False,False,False,,,,,True,,,,False
08001,5554,8703.0,,8598.3,8010.6,7281.0,9031.0,,,,,7740.6,,7183.7,,10809.0,,5161.7,5046.5,9614.0,,6990.5,7103.8,8529.7,7145.0,5768.0,,,,,,5599.9,6373.0,,,10822.2,3149.0,,3044.3,2456.6,1727.0,3477.0,,,,,2186.6,,1629.7,,5255.0,,-392.3,-507.5,4060.0,,1436.5,1549.8,2975.7,1591.0,214.0,,,,,,45.9,819.0,,,5268.2,,True,True,True,False,,,,,True,,True,,False,,True,True,False,,True,True,True,True,True,,,,,,True,True,,,False
08003,156,333.0,,323.8,,305.0,384.0,,,,,320.9,,,,305.0,,314.8,112.8,,,282.0,266.9,295.4,234.0,217.0,326.1,,,,,,,,,351.2,177.0,,167.8,,149.0,228.0,,,,,164.9,,,,149.0,,158.8,-43.2,,,126.0,110.9,139.4,78.0,61.0,170.1,,,,,,,,,195.2,,True,,True,False,,,,,True,,,,True,,True,True,,,True,True,True,True,True,True,,,,,,,,,False
08005,5876,8736.0,,8674.6,9044.5,7861.0,8520.0,,,,,8667.4,,7593.9,,9986.0,,5674.7,6961.3,10189.5,,6008.0,7107.6,9173.6,7510.0,5963.0,7580.3,,,,,4476.1,8052.0,,,12867.2,2860.0,,2798.6,3168.5,1985.0,2644.0,,,,,2791.4,,1717.9,,4110.0,,-201.3,1085.3,4313.5,,132.0,1231.6,3297.6,1634.0,87.0,1704.3,,,,,-1399.9,2176.0,,,6991.2,,True,False,True,True,,,,,True,,True,,False,,True,True,False,,True,True,False,True,True,True,,,,,True,True,,,False
08007,81,318.0,,311.8,,280.0,347.0,,,,,327.8,,,,147.0,,394.1,115.3,,,350.0,233.0,251.5,325.0,185.0,152.6,,,,,,,,,401.0,237.0,,230.8,,199.0,266.0,,,,,246.8,,,,66.0,,313.1,34.3,,,269.0,152.0,170.5,244.0,104.0,71.6,,,,,,,,,320.0,,True,,True,False,,,,,False,,,,True,,False,True,,,False,True,True,False,True,True,,,,,,,,,False
08009,43,75.0,,48.8,,53.0,0.0,,,,,120.5,,,,55.0,,39.5,1.8,,,189.0,53.1,79.5,84.0,47.0,52.0,,,,,,,,,71.0,32.0,,5.8,,10.0,-43.0,,,,,77.5,,,,12.0,,-3.5,-41.2,,,146.0,10.1,36.5,41.0,4.0,9.0,,,,,,,,,28.0,,True,,True,False,,,,,False,,,,True,,True,False,,,False,True,False,False,True,True,,,,,,,,,True
08011,528,663.0,,670.0,,320.0,330.0,,,,,346.0,,,,85.0,,1585.3,81.0,,,311.0,399.9,446.3,450.0,136.0,202.3,,,,,,,,,754.1,135.0,,142.0,,-208.0,-198.0,,,,,-182.0,,,,-443.0,,1057.3,-447.0,,,-217.0,-128.1,-81.7,-78.0,-392.0,-325.7,,,,,,,,,226.1,,False,,False,False,,,,,False,,,,False,,False,False,,,False,True,True,True,False,False,,,,,,,,,False
08013,1915,2796.0,,2962.5,,2305.0,2623.0,,,,,3195.8,,2329.2,,3764.0,,1514.1,2597.6,2752.0,,2005.0,2587.8,3296.2,2151.0,1616.0,,,,,,2206.5,3099.0,,,3599.6,881.0,,1047.5,,390.0,708.0,,,,,1280.8,,414.2,,1849.0,,-400.9,682.6,837.0,,90.0,672.8,1381.2,236.0,-299.0,,,,,,291.5,1184.0,,,1684.6,,False,,True,True,,,,,False,,True,,False,,True,True,True,,True,True,False,True,True,,,,,,True,False,,,False
08014,408,579.0,,581.8,,438.0,373.0,,,,,576.1,,,,1028.0,,395.2,385.3,732.5,,453.0,588.2,721.9,469.0,393.0,,,,,,382.9,,,,,171.0,,173.8,,30.0,-35.0,,,,,168.1,,,,620.0,,-12.8,-22.7,324.5,,45.0,180.2,313.9,61.0,-15.0,,,,,,-25.1,,,,,,False,,True,True,,,,,True,,,,False,,True,True,False,,True,False,False,True,True,,,,,,True,,,,
08015,272,237.0,,246.7,,246.0,297.0,,,,,195.7,,,,257.0,,244.4,106.9,,,266.0,232.9,312.3,280.0,185.0,260.3,,,,,,,,,375.6,-35.0,,-25.3,,-26.0,25.0,,,,,-76.3,,,,-15.0,,-27.6,-165.1,,,-6.0,-39.1,40.3,8.0,-87.0,-11.7,,,,,,,,,103.6,,True,,True,True,,,,,False,,,,True,,True,False,,,True,False,False,True,False,True,,,,,,,,,False
08017,4,33.0,,30.0,,22.0,0.0,,,,,93.0,,,,45.0,,18.9,5.5,,,19.0,20.8,39.0,30.0,24.0,26.9,,,,,,,,,29.7,29.0,,26.0,,18.0,-4.0,,,,,89.0,,,,41.0,,14.9,1.5,,,15.0,16.8,35.0,26.0,20.0,22.9,,,,,,,,,25.7,,True,,True,True,,,,,False,,,,False,,True,True,,,True,True,False,True,True,True,,,,,,,,,True
08019,55,63.0,,59.0,,56.0,49.0,,,,,67.5,,,,99.0,,39.1,9.3,,,38.0,68.5,104.2,45.0,42.0,88.8,,,,,,,,,88.4,8.0,,4.0,,1.0,-6.0,,,,,12.5,,,,44.0,,-15.9,-45.7,,,-17.0,13.5,49.2,-10.0,-13.0,33.8,,,,,,,,,33.4,,True,,True,True,,,,,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,,,,False
08021,77,93.0,,96.9,,98.0,114.0,,,,,94.8,,,,139.0,,185.8,35.8,,,76.0,85.2,120.7,143.0,66.0,106.5,,,,,,,,,186.6,16.0,,19.9,,21.0,37.0,,,,,17.8,,,,62.0,,108.8,-41.2,,,-1.0,8.2,43.7,66.0,-11.0,29.5,,,,,,,,,109.6,,False,,False,False,,,,,False,,,,False,,False,False,,,True,True,False,False,True,False,,,,,,,,,False
08023,51,60.0,,63.4,,47.0,0.0,,,,,46.6,,,,57.0,,23.8,4.7,,,117.0,43.7,65.9,30.0,31.0,57.6,,,,,,,,,84.1,9.0,,12.4,,-4.0,-51.0,,,,,-4.4,,,,6.0,,-27.2,-46.3,,,66.0,-7.3,14.9,-21.0,-20.0,6.6,,,,,,,,,33.1,,False,,True,False,,,,,True,,,,True,,False,False,,,False,True,False,False,False,True,,,,,,,,,False
08025,232,276.0,,311.0,,114.0,83.0,,,,,162.7,,,,91.0,,50.8,11.0,,,4.0,124.8,247.2,133.0,153.0,174.9,,,,,,,,,348.5,44.0,,79.0,,-118.0,-149.0,,,,,-69.3,,,,-141.0,,-181.2,-221.0,,,-228.0,-107.2,15.2,-99.0,-79.0,-57.1,,,,,,,,,116.5,,False,,False,False,,,,,False,,,,False,,False,False,,,False,False,True,False,False,False,,,,,,,,,False
08027,30,81.0,,82.5,,69.0,15.0,,,,,113.2,,,,26.0,,135.0,22.9,,,351.0,74.5,97.3,120.0,46.0,60.0,,,,,,,,,121.3,51.0,,52.5,,39.0,-15.0,,,,,83.2,,,,-4.0,,105.0,-7.1,,,321.0,44.5,67.3,90.0,16.0,30.0,,,,,,,,,91.3,,False,,True,True,,,,,False,,,,True,,False,True,,,False,True,False,False,True,True,,,,,,,,,False
08029,602,744.0,,750.4,,733.0,861.0,,,,,657.8,,,,596.0,,961.1,260.0,930.5,,867.0,686.5,756.3,790.0,473.0,459.3,,,,,,,,,919.3,142.0,,148.4,,131.0,259.0,,,,,55.8,,,,-6.0,,359.1,-342.0,328.5,,265.0,84.5,154.3,188.0,-129.0,-142.7,,,,,,,,,317.3,,False,,True,False,,,,,True,,,,True,,False,False,False,,False,True,False,False,True,False,,,,,,,,,False
08031,5958,8883.0,,8789.5,8524.9,8050.0,10410.0,,,,,8667.8,,6983.0,,10210.0,,4345.5,7861.0,10648.0,,5791.0,7319.4,9476.3,6931.0,5753.0,9162.7,,,,,6987.2,7429.0,,,9871.1,2925.0,,2831.5,2566.9,2092.0,4452.0,,,,,2709.8,,1025.0,,4252.0,,-1612.5,1903.0,4690.0,,-167.0,1361.4,3518.3,973.0,-205.0,3204.7,,,,,1029.2,1471.0,,,3913.1,,True,True,True,False,,,,,True,,True,,False,,True,True,False,,True,True,False,True,True,False,,,,,True,True,,,False
08033,12,27.0,,25.6,,23.0,0.0,,,,,35.5,,,,29.0,,55.0,36.3,,,3.0,21.8,30.3,23.0,17.0,25.6,,,,,,,,,26.8,15.0,,13.6,,11.0,-12.0,,,,,23.5,,,,17.0,,43.0,24.3,,,-9.0,9.8,18.3,11.0,5.0,13.6,,,,,,,,,14.8,,True,,True,True,,,,,False,,,,False,,False,False,,,True,True,False,True,True,True,,,,,,,,,True
08035,2534,4149.0,,4246.7,,3577.0,3451.0,,,,,4399.8,,3569.8,,4459.0,,2578.9,2691.6,4243.0,,2881.0,3624.2,4302.7,3329.0,2545.0,4724.7,,,,,3423.3,2855.0,,,5266.3,1615.0,,1712.7,,1043.0,917.0,,,,,1865.8,,1035.8,,1925.0,,44.9,157.6,1709.0,,347.0,1090.2,1768.7,795.0,11.0,2190.7,,,,,889.3,321.0,,,2732.3,,False,,True,True,,,,,False,,True,,False,,True,True,False,,True,True,False,True,True,False,,,,,True,True,,,False
08037,593,825.0,,829.3,,786.0,840.0,,,,,599.0,,935.4,,971.0,,708.8,371.1,727.0,,797.0,780.8,956.0,721.0,616.0,801.4,,,,,612.1,,,,899.5,232.0,,236.3,,193.0,247.0,,,,,6.0,,342.4,,378.0,,115.8,-221.9,134.0,,204.0,187.8,363.0,128.0,23.0,208.4,,,,,19.1,,,,306.5,,False,,True,False,,,,,True,,False,,False,,True,True,True,,True,True,False,True,True,True,,,,,True,,,,False
08039,196,333.0,,345.9,,293.0,308.0,,,,,355.5,,,,363.0,,273.6,103.9,,,244.0,322.2,396.1,312.0,214.0,318.7,,,,,,,,,387.4,137.0,,149.9,,97.0,112.0,,,,,159.5,,,,167.0,,77.6,-92.1,,,48.0,126.2,200.1,116.0,18.0,122.7,,,,,,,,,191.4,,False,,True,True,,,,,False,,,,False,,True,True,,,True,True,False,True,True,True,,,,,,,,,False
08041,7054,12069.0,,12097.7,11805.9,10836.0,9590.0,,,,,12371.3,,11712.1,,12415.0,,10042.4,8527.4,14836.0,,9614.0,10267.8,10964.5,10070.0,8363.0,9801.2,,,,,10518.9,11063.0,,,17662.0,5015.0,,5043.7,4751.9,3782.0,2536.0,,,,,5317.3,,4658.1,,5361.0,,2988.4,1473.4,7782.0,,2560.0,3213.8,3910.5,3016.0,1309.0,2747.2,,,,,3464.9,4009.0,,,10608.0,,False,True,True,True,,,,,False,,True,,False,,True,True,False,,True,True,True,True,True,True,,,,,True,True,,,False
08043,1038,1221.0,,1234.7,,817.0,851.0,,,,,932.4,,,,900.0,,758.3,500.6,999.5,,704.0,848.5,1043.5,962.0,921.0,774.8,,,,,572.7,,,,1276.0,183.0,,196.7,,-221.0,-187.0,,,,,-105.6,,,,-138.0,,-279.7,-537.4,-38.5,,-334.0,-189.5,5.5,-76.0,-117.0,-263.2,,,,,-465.3,,,,238.0,,False,,False,False,,,,,True,,,,True,,False,False,True,,False,False,True,True,True,False,,,,,False,,,,False
08045,991,1383.0,,1335.0,,1135.0,1320.0,,,,,1244.6,,,,1602.0,,1015.5,807.4,1033.0,,1400.0,1265.8,1464.4,1844.0,948.0,1047.2,,,,,916.8,,,,1596.9,392.0,,344.0,,144.0,329.0,,,,,253.6,,,,611.0,,24.5,-183.6,42.0,,409.0,274.8,473.4,853.0,-43.0,56.2,,,,,-74.2,,,,605.9,,True,,True,True,,,,,True,,,,False,,True,True,True,,False,True,False,False,True,True,,,,,True,,,,False
08047,23,24.0,,28.8,,21.0,13.0,,,,,55.8,,,,57.0,,24.3,9.2,,,3.0,25.4,52.8,23.0,17.0,49.6,,,,,,,,,17.7,1.0,,5.8,,-2.0,-10.0,,,,,32.8,,,,34.0,,1.3,-13.8,,,-20.0,2.4,29.8,0.0,-6.0,26.6,,,,,,,,,-5.3,,False,,False,False,,,,,False,,,,False,,False,False,,,False,False,False,True,False,False,,,,,,,,,False
08049,158,159.0,,123.8,,143.0,225.0,,,,,146.3,,,,198.0,,102.0,63.2,,,81.0,156.2,227.8,122.0,116.0,185.1,,,,,,,,,170.4,1.0,,-34.2,,-15.0,67.0,,,,,-11.7,,,,40.0,,-56.0,-94.8,,,-77.0,-1.8,69.8,-36.0,-42.0,27.1,,,,,,,,,12.4,,False,,False,False,,,,,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,,,,False
08051,182,129.0,,131.9,,120.0,61.0,,,,,194.8,,132.8,,184.0,,74.8,37.2,,,105.0,125.3,162.6,47.0,107.0,163.1,,,,,,,,,152.5,-53.0,,-50.1,,-62.0,-121.0,,,,,12.8,,-49.2,,2.0,,-107.2,-144.8,,,-77.0,-56.7,-19.4,-135.0,-75.0,-18.9,,,,,,,,,-29.5,,True,,False,False,,,,,True,,True,,True,,False,False,,,False,False,True,False,False,True,,,,,,,,,True
08053,2,6.0,,6.0,,4.0,0.0,,,,,11.6,,,,9.0,,1.9,3.9,,,6.0,1.5,10.5,3.0,4.0,6.7,,,,,,,,,4.0,4.0,,4.0,,2.0,-2.0,,,,,9.6,,,,7.0,,-0.1,1.9,,,4.0,-0.5,8.5,1.0,2.0,4.7,,,,,,,,,2.0,,False,,True,True,,,,,False,,,,False,,True,True,,,False,True,False,True,True,False,,,,,,,,,True
08055,44,99.0,,88.5,,95.0,47.0,,,,,87.7,,,,104.0,,111.1,35.6,,,129.0,90.5,115.7,79.0,68.0,88.0,,,,,,,,,96.8,55.0,,44.5,,51.0,3.0,,,,,43.7,,,,60.0,,67.1,-8.4,,,85.0,46.5,71.7,35.0,24.0,44.0,,,,,,,,,52.8,,True,,True,True,,,,,True,,,,False,,False,True,,,False,True,False,True,True,True,,,,,,,,,True
08057,8,9.0,,9.5,,6.0,0.0,,,,,30.6,,,,9.0,,1.4,1.0,,,8.0,4.0,14.7,4.0,6.0,10.6,,,,,,,,,9.2,1.0,,1.5,,-2.0,-8.0,,,,,22.6,,,,1.0,,-6.6,-7.0,,,0.0,-4.0,6.7,-4.0,-2.0,2.6,,,,,,,,,1.2,,False,,False,False,,,,,False,,,,False,,False,False,,,True,False,False,False,False,False,,,,,,,,,False
08059,4419,7998.0,,7969.8,8185.5,6510.0,6440.0,,,,,8586.9,,6824.5,,8843.0,,5577.1,6263.6,8071.0,,4654.0,6749.7,8328.0,5630.0,4959.0,,,,,,4079.6,5346.0,,,9934.0,3579.0,,3550.8,3766.5,2091.0,2021.0,,,,,4167.9,,2405.5,,4424.0,,1158.1,1844.6,3652.0,,235.0,2330.7,3909.0,1211.0,540.0,,,,,,-339.4,927.0,,,5515.0,,True,False,True,True,,,,,False,,True,,False,,True,True,False,,True,True,False,True,True,,,,,,True,True,,,False
08061,22,57.0,,60.5,,30.0,19.0,,,,,81.2,,,,18.0,,144.8,43.1,,,31.0,36.2,47.2,32.0,30.0,22.3,,,,,,,,,80.8,35.0,,38.5,,8.0,-3.0,,,,,59.2,,,,-4.0,,122.8,21.1,,,9.0,14.2,25.2,10.0,8.0,0.3,,,,,,,,,58.8,,False,,True,True,,,,,False,,,,True,,False,True,,,True,True,True,True,True,True,,,,,,,,,False
08063,50,159.0,,165.7,,123.0,0.0,,,,,212.4,,,,165.0,,153.7,15.0,,,120.0,126.6,163.4,195.0,92.0,122.4,,,,,,,,,174.6,109.0,,115.7,,73.0,-50.0,,,,,162.4,,,,115.0,,103.7,-35.0,,,70.0,76.6,113.4,145.0,42.0,72.4,,,,,,,,,124.6,,False,,True,True,,,,,False,,,,False,,True,True,,,True,True,False,False,True,True,,,,,,,,,False
08065,85,102.0,,98.3,,98.0,125.0,,,,,126.7,,,,105.0,,94.7,22.2,,,69.0,89.4,130.3,100.0,74.0,116.6,,,,,,,,,138.1,17.0,,13.3,,13.0,40.0,,,,,41.7,,,,20.0,,9.7,-62.8,,,-16.0,4.4,45.3,15.0,-11.0,31.6,,,,,,,,,53.1,,True,,True,False,,,,,False,,,,False,,True,False,,,True,True,False,True,True,False,,,,,,,,,False
08067,405,795.0,,521.2,,537.0,403.0,,,,,772.5,,,,626.0,,442.0,418.7,1170.5,,456.0,746.7,861.8,895.0,511.0,682.8,,,,,,,,,836.3,390.0,,116.2,,132.0,-2.0,,,,,367.5,,,,221.0,,37.0,13.7,765.5,,51.0,341.7,456.8,490.0,106.0,277.8,,,,,,,,,431.3,,True,,True,True,,,,,True,,,,True,,True,True,False,,True,True,False,False,True,True,,,,,,,,,False
08069,2370,4269.0,,4119.6,,3890.0,4421.0,,,,,4759.4,,4143.5,,5428.0,,3160.1,3293.2,4216.0,,3787.5,3885.7,4447.0,4286.0,2720.0,3967.8,,,,,3544.2,3651.0,,,3691.9,1899.0,,1749.6,,1520.0,2051.0,,,,,2389.4,,1773.5,,3058.0,,790.1,923.2,1846.0,,1417.5,1515.7,2077.0,1916.0,350.0,1597.8,,,,,1174.2,1281.0,,,1321.9,,True,,True,False,,,,,False,,True,,False,,True,True,True,,True,True,False,False,True,True,,,,,True,True,,,True
08071,258,213.0,,206.4,,159.0,0.0,,,,,200.1,,,,260.0,,182.7,67.1,,,124.0,178.6,229.0,287.0,144.0,149.3,,,,,,,,,178.3,-45.0,,-51.6,,-99.0,-258.0,,,,,-57.9,,,,2.0,,-75.3,-190.9,,,-134.0,-79.4,-29.0,29.0,-114.0,-108.7,,,,,,,,,-79.7,,False,,False,False,,,,,False,,,,True,,False,False,,,False,False,True,True,False,False,,,,,,,,,False
08073,113,375.0,,574.7,,212.0,23.0,,,,,92.7,,,,108.0,,1130.2,85.3,,,907.5,278.0,319.0,,144.0,135.4,,,,,,,,,420.5,262.0,,461.7,,99.0,-90.0,,,,,-20.3,,,,-5.0,,1017.2,-27.7,,,794.5,165.0,206.0,,31.0,22.4,,,,,,,,,307.5,,False,,True,True,,,,,True,,,,True,,False,True,,,False,True,True,,True,True,,,,,,,,,False
08075,525,657.0,,618.0,,515.0,439.0,,,,,324.6,,,,600.0,,568.8,162.5,,,511.0,464.5,553.9,567.0,531.0,485.8,,,,,734.6,,,,1053.4,132.0,,93.0,,-10.0,-86.0,,,,,-200.4,,,,75.0,,43.8,-362.5,,,-14.0,-60.5,28.9,42.0,6.0,-39.2,,,,,209.6,,,,528.4,,True,,True,True,,,,,False,,,,True,,True,False,,,True,True,True,True,True,True,,,,,False,,,,False
08077,1878,2271.0,,2290.5,,1881.0,1256.0,,,,,2293.8,,,,4245.0,,1139.1,1033.5,2312.0,,1804.0,2154.8,2332.6,1719.0,1781.0,2341.8,,,,,2064.7,2157.0,,,2484.9,393.0,,412.5,,3.0,-622.0,,,,,415.8,,,,2367.0,,-738.9,-844.5,434.0,,-74.0,276.8,454.6,-159.0,-97.0,463.8,,,,,186.7,279.0,,,606.9,,False,,True,False,,,,,False,,,,False,,False,False,False,,True,True,False,True,True,False,,,,,True,True,,,False
08079,7,3.0,,2.2,,3.0,0.0,,,,,4.0,,,,8.0,,0.3,0.0,,,6.0,0.7,11.7,2.0,3.0,10.8,,,,,,,,,6.1,-4.0,,-4.8,,-4.0,-7.0,,,,,-3.0,,,,1.0,,-6.7,-7.0,,,-1.0,-6.3,4.7,-5.0,-4.0,3.8,,,,,,,,,-0.9,,False,,False,False,,,,,True,,,,True,,False,False,,,True,False,False,False,False,True,,,,,,,,,True
08081,119,222.0,,216.1,,164.0,42.0,,,,,290.1,,,,296.0,,123.5,34.5,,,153.0,178.1,212.3,194.0,154.0,172.0,,,,,,,,,255.8,103.0,,97.1,,45.0,-77.0,,,,,171.1,,,,177.0,,4.5,-84.5,,,34.0,59.1,93.3,75.0,35.0,53.0,,,,,,,,,136.8,,True,,True,True,,,,,False,,,,False,,True,True,,,True,True,True,True,True,True,,,,,,,,,False
08083,279,432.0,,450.8,,336.0,346.0,,,,,384.4,,,,308.0,,224.1,123.0,,,445.0,365.8,444.0,430.0,290.0,317.5,,,,,,,,,473.3,153.0,,171.8,,57.0,67.0,,,,,105.4,,,,29.0,,-54.9,-156.0,,,166.0,86.8,165.0,151.0,11.0,38.5,,,,,,,,,194.3,,False,,True,True,,,,,True,,,,True,,True,False,,,False,True,False,True,True,True,,,,,,,,,False
