,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3140,439.7,105.8,1776.2,0.0,36.6,299.4,59804.4
COVIDhub-ensemble,3141,471.3,115.0,2654.8,0.0,40.0,321.0,107288.0
LANL-GrowthRate,3108,494.4,136.0,1632.7,0.0,49.0,377.0,41577.0
OneQuietNight-ML,3134,497.1,119.0,3646.9,0.0,44.0,325.0,176944.0
COVIDhub-baseline,3141,592.2,140.0,3769.8,0.0,51.0,385.0,173075.0
CEID-Walk,3141,598.1,141.8,3758.3,0.0,49.1,393.4,171477.1
JHU_IDD-CovidSP,3139,644.2,181.0,4125.0,0.0,64.7,460.6,194286.1
CU-select,3082,708.7,155.0,3356.1,0.0,56.0,425.0,96698.0
IowaStateLW-STEM,3103,732.7,134.0,5160.2,0.0,48.0,414.0,243159.0
UVA-Ensemble,3130,751.8,163.2,2637.7,0.0,54.1,472.8,44198.6
JHUAPL-Bucky,3141,755.1,180.0,3347.6,0.0,61.4,508.9,67249.1
Google_Harvard-CPF,3140,797.6,163.7,4191.9,0.0,46.4,486.0,186185.2
PandemicCentral-USCounty,3085,1585.5,356.2,7950.1,0.0,131.1,1021.3,353144.4
