,actual_cases,COVIDhub-baseline,BPagano-RtDriven,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
13139,7099,2436.0,,,,,2610.0,,1214.3,,1387.5,,,-4663.0,,,,,-4489.0,,-5884.7,,-5711.5,,,,,,,True,,False,,False,,
13141,245,70.0,,,,,86.0,,11.4,,,,,-175.0,,,,,-159.0,,-233.6,,,,,,,,,True,,False,,,,
13143,766,1267.0,,,,,562.0,,251.1,,,,,501.0,,,,,-204.0,,-514.9,,,,,,,,,True,,False,,,,
13145,538,308.0,,,,,407.0,,572.0,,,,,-230.0,,,,,-131.0,,34.0,,,,,,,,,True,,True,,,,
13147,866,483.0,,,,,378.0,,788.4,,,,,-383.0,,,,,-488.0,,-77.6,,,,,,,,,False,,True,,,,
13149,262,147.0,,,,,153.0,,9.5,,,,,-115.0,,,,,-109.0,,-252.5,,,,,,,,,True,,False,,,,
13151,6140,2744.0,,,,,2230.0,,343.9,,770.1,,,-3396.0,,,,,-3910.0,,-5796.1,,-5369.9,,,,,,,False,,False,,False,,
13153,4053,1148.0,,,,,1500.0,,130.4,,396.3,,,-2905.0,,,,,-2553.0,,-3922.6,,-3656.7,,,,,,,True,,False,,False,,
13155,278,105.0,,,,,62.0,,8.1,,,,,-173.0,,,,,-216.0,,-269.9,,,,,,,,,False,,False,,,,
13157,2850,1435.0,,,,,835.0,,501.5,,475.5,,,-1415.0,,,,,-2015.0,,-2348.5,,-2374.5,,,,,,,False,,False,,False,,
13159,457,154.0,,,,,160.0,,14.3,,,,,-303.0,,,,,-297.0,,-442.7,,,,,,,,,True,,False,,,,
13161,329,98.0,,,,,87.0,,10.4,,,,,-231.0,,,,,-242.0,,-318.6,,,,,,,,,False,,False,,,,
13163,385,322.0,,,,,148.0,,259.9,,,,,-63.0,,,,,-237.0,,-125.1,,,,,,,,,False,,False,,,,
13165,80,56.0,,,,,96.0,,16.7,,,,,-24.0,,,,,16.0,,-63.3,,,,,,,,,True,,False,,,,
13167,245,35.0,,,,,114.0,,1.1,,,,,-210.0,,,,,-131.0,,-243.9,,,,,,,,,True,,False,,,,
13169,490,133.0,,,,,273.0,,37.2,,,,,-357.0,,,,,-217.0,,-452.8,,,,,,,,,True,,False,,,,
13171,633,245.0,,,,,257.0,,47.1,,,,,-388.0,,,,,-376.0,,-585.9,,,,,,,,,True,,False,,,,
13173,152,105.0,,,,,44.0,,7.2,,,,,-47.0,,,,,-108.0,,-144.8,,,,,,,,,False,,False,,,,
13175,1361,399.0,,,,,463.0,,23.8,,220.1,,,-962.0,,,,,-898.0,,-1337.2,,-1140.9,,,,,,,True,,False,,False,,
13177,709,147.0,,,,,267.0,,21.2,,,,,-562.0,,,,,-442.0,,-687.8,,,,,,,,,True,,False,,,,
13179,528,455.0,,,,,294.0,,181.8,,242.7,,,-73.0,,,,,-234.0,,-346.2,,-285.3,,,,,,,False,,False,,False,,
13181,156,133.0,,,,,75.0,,16.7,,,,,-23.0,,,,,-81.0,,-139.3,,,,,,,,,False,,False,,,,
13183,215,35.0,,,,,56.0,,35.1,,,,,-180.0,,,,,-159.0,,-179.9,,,,,,,,,True,,True,,,,
13185,3050,2121.0,,,,,844.0,,132.8,,552.3,,,-929.0,,,,,-2206.0,,-2917.2,,-2497.7,,,,,,,False,,False,,False,,
13187,818,455.0,,,,,437.0,,558.5,,242.2,,,-363.0,,,,,-381.0,,-259.5,,-575.8,,,,,,,False,,True,,False,,
13189,515,294.0,,,,,238.0,,45.2,,,,,-221.0,,,,,-277.0,,-469.8,,,,,,,,,False,,False,,,,
13191,164,112.0,,,,,53.0,,22.6,,,,,-52.0,,,,,-111.0,,-141.4,,,,,,,,,False,,False,,,,
13193,173,77.0,,,,,159.0,,2.4,,,,,-96.0,,,,,-14.0,,-170.6,,,,,,,,,True,,False,,,,
13195,908,357.0,,,,,364.0,,97.5,,,,,-551.0,,,,,-544.0,,-810.5,,,,,,,,,True,,False,,,,
13197,83,42.0,,,,,96.0,,2.0,,,,,-41.0,,,,,13.0,,-81.0,,,,,,,,,True,,False,,,,
13199,402,189.0,,,,,289.0,,31.9,,,,,-213.0,,,,,-113.0,,-370.1,,,,,,,,,True,,False,,,,
13201,170,161.0,,,,,77.0,,45.1,,,,,-9.0,,,,,-93.0,,-124.9,,,,,,,,,False,,False,,,,
13205,471,154.0,,,,,216.0,,65.4,,,,,-317.0,,,,,-255.0,,-405.6,,,,,,,,,True,,False,,,,
13207,703,217.0,,,,,329.0,,28.0,,,,,-486.0,,,,,-374.0,,-675.0,,,,,,,,,True,,False,,,,
13209,226,63.0,,,,,54.0,,3.8,,,,,-163.0,,,,,-172.0,,-222.2,,,,,,,,,False,,False,,,,
13211,434,224.0,,,,,241.0,,26.9,,,,,-210.0,,,,,-193.0,,-407.1,,,,,,,,,True,,False,,,,
13213,1708,1120.0,,,,,819.0,,1353.2,,417.0,,,-588.0,,,,,-889.0,,-354.8,,-1291.0,,,,,,,False,,True,,False,,
13215,3052,1211.0,,,,,2853.0,,1520.9,,364.3,,,-1841.0,,,,,-199.0,,-1531.1,,-2687.7,,,,,,,True,,True,,False,,
13217,2602,1113.0,,,,,1091.0,,171.2,,299.1,,,-1489.0,,,,,-1511.0,,-2430.8,,-2302.9,,,,,,,False,,False,,False,,
13219,1153,497.0,,,,,386.0,,33.7,,278.7,,,-656.0,,,,,-767.0,,-1119.3,,-874.3,,,,,,,False,,False,,False,,
13221,419,91.0,,,,,160.0,,23.5,,,,,-328.0,,,,,-259.0,,-395.5,,,,,,,,,True,,False,,,,
13223,4543,1869.0,,,,,2106.0,,295.0,,675.2,,,-2674.0,,,,,-2437.0,,-4248.0,,-3867.8,,,,,,,True,,False,,False,,
13225,606,357.0,,,,,240.0,,53.0,,,,,-249.0,,,,,-366.0,,-553.0,,,,,,,,,False,,False,,,,
13227,920,469.0,,,,,515.0,,68.3,,,,,-451.0,,,,,-405.0,,-851.7,,,,,,,,,True,,False,,,,
13229,525,189.0,,,,,81.0,,5.5,,110.2,,,-336.0,,,,,-444.0,,-519.5,,-414.8,,,,,,,False,,False,,False,,
13231,659,434.0,,,,,243.0,,41.6,,,,,-225.0,,,,,-416.0,,-617.4,,,,,,,,,False,,False,,,,
13233,1401,651.0,,,,,880.0,,139.1,,373.4,,,-750.0,,,,,-521.0,,-1261.9,,-1027.6,,,,,,,True,,False,,False,,
13235,189,63.0,,,,,85.0,,2.4,,,,,-126.0,,,,,-104.0,,-186.6,,,,,,,,,True,,False,,,,
13237,441,175.0,,,,,249.0,,31.4,,,,,-266.0,,,,,-192.0,,-409.6,,,,,,,,,True,,False,,,,
13239,27,105.0,,,,,44.0,,97.3,,,,,78.0,,,,,17.0,,70.3,,,,,,,,,True,,True,,,,
13241,673,266.0,,,,,203.0,,507.3,,,,,-407.0,,,,,-470.0,,-165.7,,,,,,,,,False,,True,,,,
13243,62,49.0,,,,,97.0,,10.3,,,,,-13.0,,,,,35.0,,-51.7,,,,,,,,,False,,False,,,,
13245,5858,3556.0,,,,,2087.0,,1268.3,,1142.6,,,-2302.0,,,,,-3771.0,,-4589.7,,-4715.4,,,,,,,False,,False,,False,,
13247,1649,777.0,,,,,838.0,,209.3,,206.4,,,-872.0,,,,,-811.0,,-1439.7,,-1442.6,,,,,,,True,,False,,False,,
13249,85,21.0,,,,,65.0,,1.6,,,,,-64.0,,,,,-20.0,,-83.4,,,,,,,,,True,,False,,,,
13251,110,42.0,,,,,103.0,,20.1,,,,,-68.0,,,,,-7.0,,-89.9,,,,,,,,,True,,False,,,,
13253,203,378.0,,,,,115.0,,968.5,,,,,175.0,,,,,-88.0,,765.5,,,,,,,,,True,,False,,,,
13255,1658,714.0,,,,,854.0,,85.9,,255.6,,,-944.0,,,,,-804.0,,-1572.1,,-1402.4,,,,,,,True,,False,,False,,
13257,915,357.0,,,,,419.0,,939.6,,240.9,,,-558.0,,,,,-496.0,,24.6,,-674.1,,,,,,,True,,True,,False,,
13259,69,28.0,,,,,111.0,,0.7,,,,,-41.0,,,,,42.0,,-68.3,,,,,,,,,False,,False,,,,
13261,568,105.0,,,,,333.0,,9.1,,63.0,,,-463.0,,,,,-235.0,,-558.9,,-505.0,,,,,,,True,,False,,False,,
13263,81,70.0,,,,,76.0,,37.6,,,,,-11.0,,,,,-5.0,,-43.4,,,,,,,,,True,,False,,,,
13265,26,21.0,,,,,37.0,,6.5,,,,,-5.0,,,,,11.0,,-19.5,,,,,,,,,False,,False,,,,
13267,492,112.0,,,,,154.0,,28.2,,87.1,,,-380.0,,,,,-338.0,,-463.8,,-404.9,,,,,,,True,,False,,False,,
13269,231,63.0,,,,,109.0,,1.4,,,,,-168.0,,,,,-122.0,,-229.6,,,,,,,,,True,,False,,,,
13271,196,70.0,,,,,137.0,,0.9,,,,,-126.0,,,,,-59.0,,-195.1,,,,,,,,,True,,False,,,,
13273,191,28.0,,,,,96.0,,1.4,,,,,-163.0,,,,,-95.0,,-189.6,,,,,,,,,True,,False,,,,
13275,1058,308.0,,,,,326.0,,33.4,,117.8,,,-750.0,,,,,-732.0,,-1024.6,,-940.2,,,,,,,True,,False,,False,,
13277,1419,602.0,,,,,357.0,,84.6,,141.2,,,-817.0,,,,,-1062.0,,-1334.4,,-1277.8,,,,,,,False,,False,,False,,
13279,775,175.0,,,,,176.0,,41.7,,90.3,,,-600.0,,,,,-599.0,,-733.3,,-684.7,,,,,,,True,,False,,False,,
13281,298,252.0,,,,,154.0,,29.0,,,,,-46.0,,,,,-144.0,,-269.0,,,,,,,,,False,,False,,,,
13283,146,70.0,,,,,62.0,,2.6,,,,,-76.0,,,,,-84.0,,-143.4,,,,,,,,,False,,False,,,,
13285,1397,966.0,,,,,1107.0,,91.5,,283.6,,,-431.0,,,,,-290.0,,-1305.5,,-1113.4,,,,,,,True,,False,,False,,
13287,265,105.0,,,,,57.0,,10.8,,,,,-160.0,,,,,-208.0,,-254.2,,,,,,,,,False,,False,,,,
13289,194,42.0,,,,,72.0,,1.4,,,,,-152.0,,,,,-122.0,,-192.6,,,,,,,,,True,,False,,,,
13291,486,0.0,,,,,332.0,,7.2,,123.7,,,-486.0,,,,,-154.0,,-478.8,,-362.3,,,,,,,True,,True,,True,,
13293,902,434.0,,,,,400.0,,16.5,,306.2,,,-468.0,,,,,-502.0,,-885.5,,-595.8,,,,,,,False,,False,,False,,
13295,1922,1218.0,,,,,1718.0,,784.7,,623.6,,,-704.0,,,,,-204.0,,-1137.3,,-1298.4,,,,,,,True,,False,,False,,
13297,2920,959.0,,,,,1046.0,,117.6,,554.2,,,-1961.0,,,,,-1874.0,,-2802.4,,-2365.8,,,,,,,True,,False,,False,,
13299,865,490.0,,,,,204.0,,13.8,,156.6,,,-375.0,,,,,-661.0,,-851.2,,-708.4,,,,,,,False,,False,,False,,
13301,89,56.0,,,,,57.0,,1.9,,,,,-33.0,,,,,-32.0,,-87.1,,,,,,,,,True,,False,,,,
13303,402,497.0,,,,,225.0,,314.2,,,,,95.0,,,,,-177.0,,-87.8,,,,,,,,,False,,True,,,,
13305,677,518.0,,,,,165.0,,64.5,,266.7,,,-159.0,,,,,-512.0,,-612.5,,-410.3,,,,,,,False,,False,,False,,
13307,30,28.0,,,,,41.0,,0.6,,,,,-2.0,,,,,11.0,,-29.4,,,,,,,,,False,,False,,,,
13309,81,21.0,,,,,65.0,,0.4,,,,,-60.0,,,,,-16.0,,-80.6,,,,,,,,,True,,False,,,,
13311,1077,329.0,,,,,360.0,,489.7,,190.4,,,-748.0,,,,,-717.0,,-587.3,,-886.6,,,,,,,True,,True,,False,,
13313,5434,3605.0,,,,,2400.0,,3617.1,,1234.5,,,-1829.0,,,,,-3034.0,,-1816.9,,-4199.5,,,,,,,False,,True,,False,,
13315,258,56.0,,,,,84.0,,1.3,,,,,-202.0,,,,,-174.0,,-256.7,,,,,,,,,True,,False,,,,
13317,250,245.0,,,,,122.0,,23.9,,,,,-5.0,,,,,-128.0,,-226.1,,,,,,,,,False,,False,,,,
13319,231,105.0,,,,,72.0,,9.8,,,,,-126.0,,,,,-159.0,,-221.2,,,,,,,,,False,,False,,,,
13321,490,70.0,,,,,157.0,,12.6,,,,,-420.0,,,,,-333.0,,-477.4,,,,,,,,,True,,False,,,,
15001,461,588.0,,,,,,,317.0,,247.0,,,127.0,,,,,,,-144.0,,-214.0,,,,,,,,,False,,False,,
15003,3974,3941.0,,,,,,,3755.8,,1746.1,,,-33.0,,,,,,,-218.2,,-2227.9,,,,,,,,,False,,False,,
15005,0,0.0,,,,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,True,,,,
15007,68,63.0,,,,,,,385.2,,,,,-5.0,,,,,,,317.2,,,,,,,,,,,False,,,,
15009,773,189.0,,,,,,,337.0,,,,,-584.0,,,,,,,-436.0,,,,,,,,,,,True,,,,
16001,17355,15491.0,,,,,11169.0,,43736.5,,5395.2,,,-1864.0,,,,,-6186.0,,26381.5,,-11959.8,,,,,,,False,,False,,False,,
16003,180,49.0,,,,,71.0,,9.0,,,,,-131.0,,,,,-109.0,,-171.0,,,,,,,,,True,,False,,,,
16005,3070,2401.0,,,,,4997.0,,711.3,,2138.1,,,-669.0,,,,,1927.0,,-2358.7,,-931.9,,,,,,,False,,False,,False,,
16007,142,161.0,,,,,151.0,,1710.3,,,,,19.0,,,,,9.0,,1568.3,,,,,,,,,True,,False,,,,
16009,217,140.0,,,,,383.0,,143.0,,,,,-77.0,,,,,166.0,,-74.0,,,,,,,,,False,,True,,,,
16011,1561,1687.0,,,,,2689.0,,2125.2,,1033.3,,,126.0,,,,,1128.0,,564.2,,-527.7,,,,,,,False,,False,,False,,
16013,490,602.0,,,,,636.0,,857.2,,,,,112.0,,,,,146.0,,367.2,,,,,,,,,False,,False,,,,
16015,129,77.0,,,,,119.0,,83.1,,,,,-52.0,,,,,-10.0,,-45.9,,,,,,,,,True,,True,,,,
16017,1260,1050.0,,,,,827.0,,6748.6,,,,,-210.0,,,,,-433.0,,5488.6,,,,,,,,,False,,False,,,,
16019,4541,4746.0,,,,,4447.0,,5634.3,,2331.8,,,205.0,,,,,-94.0,,1093.3,,-2209.2,,,,,,,True,,False,,False,,
16021,279,273.0,,,,,124.0,,78.0,,,,,-6.0,,,,,-155.0,,-201.0,,,,,,,,,False,,False,,,,
16023,53,14.0,,,,,116.0,,6.5,,,,,-39.0,,,,,63.0,,-46.5,,,,,,,,,False,,False,,,,
16025,8,7.0,,,,,50.0,,1.4,,,,,-1.0,,,,,42.0,,-6.6,,,,,,,,,False,,False,,,,
16027,8310,7966.0,,,,,5009.0,,4604.9,,3205.3,,,-344.0,,,,,-3301.0,,-3705.1,,-5104.7,,,,,,,False,,False,,False,,
16029,159,217.0,,,,,222.0,,53.3,,,,,58.0,,,,,63.0,,-105.7,,,,,,,,,False,,False,,,,
16031,758,1190.0,,,,,2040.0,,629.0,,526.4,,,432.0,,,,,1282.0,,-129.0,,-231.6,,,,,,,False,,True,,True,,
16033,7,21.0,,,,,44.0,,197.3,,,,,14.0,,,,,37.0,,190.3,,,,,,,,,False,,False,,,,
16035,584,406.0,,,,,357.0,,435.6,,,,,-178.0,,,,,-227.0,,-148.4,,,,,,,,,False,,True,,,,
16037,85,126.0,,,,,85.0,,865.4,,,,,41.0,,,,,0.0,,780.4,,,,,,,,,True,,False,,,,
16039,620,630.0,,,,,1036.0,,1079.6,,,,,10.0,,,,,416.0,,459.6,,,,,,,,,False,,False,,,,
16041,440,434.0,,,,,580.0,,74.3,,,,,-6.0,,,,,140.0,,-365.7,,,,,,,,,False,,False,,,,
16043,272,455.0,,,,,292.0,,126.7,,,,,183.0,,,,,20.0,,-145.3,,,,,,,,,True,,True,,,,
16045,833,707.0,,,,,506.0,,690.4,,,,,-126.0,,,,,-327.0,,-142.6,,,,,,,,,False,,False,,,,
16047,330,532.0,,,,,833.0,,185.3,,,,,202.0,,,,,503.0,,-144.7,,,,,,,,,False,,True,,,,
16049,503,497.0,,,,,745.0,,256.0,,,,,-6.0,,,,,242.0,,-247.0,,,,,,,,,False,,False,,,,
16051,867,840.0,,,,,1040.0,,1242.2,,542.0,,,-27.0,,,,,173.0,,375.2,,-325.0,,,,,,,False,,False,,False,,
16053,638,1295.0,,,,,1837.0,,1010.9,,632.1,,,657.0,,,,,1199.0,,372.9,,-5.9,,,,,,,False,,True,,True,,
16055,7024,5201.0,,,,,6795.0,,4287.7,,1748.9,,,-1823.0,,,,,-229.0,,-2736.3,,-5275.1,,,,,,,True,,False,,False,,
16057,809,1624.0,,,,,1289.0,,987.3,,830.2,,,815.0,,,,,480.0,,178.3,,21.2,,,,,,,True,,True,,True,,
16059,95,266.0,,,,,243.0,,97.2,,,,,171.0,,,,,148.0,,2.2,,,,,,,,,True,,True,,,,
16061,198,238.0,,,,,149.0,,484.7,,,,,40.0,,,,,-49.0,,286.7,,,,,,,,,False,,False,,,,
16063,136,147.0,,,,,244.0,,25.4,,,,,11.0,,,,,108.0,,-110.6,,,,,,,,,False,,False,,,,
16065,1983,2282.0,,,,,1527.0,,697.2,,1767.8,,,299.0,,,,,-456.0,,-1285.8,,-215.2,,,,,,,False,,False,,True,,
16067,567,1022.0,,,,,1716.0,,1019.6,,398.9,,,455.0,,,,,1149.0,,452.6,,-168.1,,,,,,,False,,True,,True,,
16069,1407,2583.0,,,,,1678.0,,2133.3,,1415.8,,,1176.0,,,,,271.0,,726.3,,8.8,,,,,,,True,,True,,True,,
16071,159,77.0,,,,,150.0,,49.7,,,,,-82.0,,,,,-9.0,,-109.3,,,,,,,,,True,,False,,,,
16073,403,392.0,,,,,141.0,,473.5,,,,,-11.0,,,,,-262.0,,70.5,,,,,,,,,False,,False,,,,
16075,724,812.0,,,,,502.0,,413.2,,360.0,,,88.0,,,,,-222.0,,-310.8,,-364.0,,,,,,,False,,False,,False,,
16077,134,119.0,,,,,346.0,,13.8,,,,,-15.0,,,,,212.0,,-120.2,,,,,,,,,False,,False,,,,
16079,468,427.0,,,,,518.0,,2041.0,,,,,-41.0,,,,,50.0,,1573.0,,,,,,,,,False,,False,,,,
16081,312,525.0,,,,,213.0,,2041.0,,,,,213.0,,,,,-99.0,,1729.0,,,,,,,,,True,,False,,,,
16083,2230,4704.0,,,,,4750.0,,4128.9,,3491.9,,,2474.0,,,,,2520.0,,1898.9,,1261.9,,,,,,,False,,True,,True,,
16085,294,182.0,,,,,294.0,,355.6,,,,,-112.0,,,,,0.0,,61.6,,,,,,,,,True,,True,,,,
16087,411,441.0,,,,,196.0,,170.2,,,,,30.0,,,,,-215.0,,-240.8,,,,,,,,,False,,False,,,,
17001,3153,5068.0,,,,,2911.0,,7858.9,,3776.7,,,1915.0,,,,,-242.0,,4705.9,,623.7,,,,,,,True,,False,,True,,
17003,136,217.0,,,,,125.0,,290.5,,,,,81.0,,,,,-11.0,,154.5,,,,,,,,,True,,False,,,,
17005,756,1113.0,,,,,770.0,,5074.9,,,,,357.0,,,,,14.0,,4318.9,,,,,,,,,True,,False,,,,
17007,2144,3521.0,,,,,2990.0,,3940.9,,2597.4,,,1377.0,,,,,846.0,,1796.9,,453.4,,,,,,,True,,False,,True,,
17009,242,301.0,,,,,395.0,,892.6,,,,,59.0,,,,,153.0,,650.6,,,,,,,,,False,,False,,,,
17011,1248,2541.0,,,,,1720.0,,8754.2,,1368.8,,,1293.0,,,,,472.0,,7506.2,,120.8,,,,,,,True,,False,,True,,
17013,231,280.0,,,,,125.0,,740.3,,,,,49.0,,,,,-106.0,,509.3,,,,,,,,,False,,False,,,,
17015,471,1407.0,,,,,882.0,,1153.3,,,,,936.0,,,,,411.0,,682.3,,,,,,,,,True,,True,,,,
17017,892,1001.0,,,,,447.0,,5434.0,,,,,109.0,,,,,-445.0,,4542.0,,,,,,,,,False,,False,,,,
17019,5150,7735.0,,,,,7642.0,,11912.7,,2753.1,,,2585.0,,,,,2492.0,,6762.7,,-2396.9,,,,,,,True,,False,,True,,
17021,1198,2275.0,,,,,1885.0,,7117.6,,982.7,,,1077.0,,,,,687.0,,5919.6,,-215.3,,,,,,,True,,False,,True,,
17023,644,812.0,,,,,641.0,,6022.9,,,,,168.0,,,,,-3.0,,5378.9,,,,,,,,,True,,False,,,,
17025,666,966.0,,,,,541.0,,3622.9,,,,,300.0,,,,,-125.0,,2956.9,,,,,,,,,True,,False,,,,
17027,2019,2590.0,,,,,1620.0,,5520.0,,1058.9,,,571.0,,,,,-399.0,,3501.0,,-960.1,,,,,,,True,,False,,False,,
17029,1571,2296.0,,,,,2928.0,,2216.0,,742.0,,,725.0,,,,,1357.0,,645.0,,-829.0,,,,,,,False,,True,,False,,
17031,151550,220276.0,,,,,175013.0,,441364.3,,74161.3,,,68726.0,,,,,23463.0,,289814.3,,-77388.7,,,,,,,True,,False,,False,,
17033,754,672.0,,,,,855.0,,3278.5,,,,,-82.0,,,,,101.0,,2524.5,,,,,,,,,False,,False,,,,
17035,472,469.0,,,,,418.0,,2228.9,,,,,-3.0,,,,,-54.0,,1756.9,,,,,,,,,False,,False,,,,
17037,2811,4732.0,,,,,4910.0,,6696.4,,4591.5,,,1921.0,,,,,2099.0,,3885.4,,1780.5,,,,,,,False,,False,,True,,
17039,437,546.0,,,,,831.0,,4102.8,,,,,109.0,,,,,394.0,,3665.8,,,,,,,,,False,,False,,,,
17041,780,910.0,,,,,919.0,,206.1,,,,,130.0,,,,,139.0,,-573.9,,,,,,,,,False,,False,,,,
17043,28069,35462.0,,,,,32596.0,,65245.6,,27344.8,,,7393.0,,,,,4527.0,,37176.6,,-724.2,,,,,,,True,,False,,True,,
17045,782,595.0,,,,,778.0,,6448.3,,,,,-187.0,,,,,-4.0,,5666.3,,,,,,,,,True,,False,,,,
17047,252,147.0,,,,,139.0,,654.0,,,,,-105.0,,,,,-113.0,,402.0,,,,,,,,,False,,False,,,,
17049,1954,2296.0,,,,,1704.0,,5864.8,,838.6,,,342.0,,,,,-250.0,,3910.8,,-1115.4,,,,,,,True,,False,,False,,
17051,1525,1519.0,,,,,1253.0,,7112.1,,,,,-6.0,,,,,-272.0,,5587.1,,,,,,,,,False,,False,,,,
17053,754,889.0,,,,,661.0,,5493.4,,,,,135.0,,,,,-93.0,,4739.4,,,,,,,,,True,,False,,,,
17055,1849,2184.0,,,,,1356.0,,4475.9,,1702.5,,,335.0,,,,,-493.0,,2626.9,,-146.5,,,,,,,False,,False,,True,,
17057,1364,1281.0,,,,,1660.0,,965.9,,,,,-83.0,,,,,296.0,,-398.1,,,,,,,,,False,,False,,,,
17059,175,203.0,,,,,95.0,,93.7,,,,,28.0,,,,,-80.0,,-81.3,,,,,,,,,False,,False,,,,
17061,529,812.0,,,,,657.0,,4156.7,,,,,283.0,,,,,128.0,,3627.7,,,,,,,,,True,,False,,,,
17063,1987,3318.0,,,,,2422.0,,10041.6,,2038.6,,,1331.0,,,,,435.0,,8054.6,,51.6,,,,,,,True,,False,,True,,
17065,325,672.0,,,,,279.0,,3088.6,,,,,347.0,,,,,-46.0,,2763.6,,,,,,,,,True,,False,,,,
17067,607,1456.0,,,,,661.0,,5100.7,,,,,849.0,,,,,54.0,,4493.7,,,,,,,,,True,,False,,,,
17069,130,147.0,,,,,70.0,,680.7,,,,,17.0,,,,,-60.0,,550.7,,,,,,,,,False,,False,,,,
17071,192,294.0,,,,,337.0,,505.9,,,,,102.0,,,,,145.0,,313.9,,,,,,,,,False,,False,,,,
17073,1983,2947.0,,,,,2721.0,,21954.8,,636.3,,,964.0,,,,,738.0,,19971.8,,-1346.7,,,,,,,True,,False,,False,,
17075,1194,2394.0,,,,,1139.0,,10107.3,,,,,1200.0,,,,,-55.0,,8913.3,,,,,,,,,True,,False,,,,
17077,1571,2065.0,,,,,1629.0,,12285.8,,805.8,,,494.0,,,,,58.0,,10714.8,,-765.2,,,,,,,True,,False,,False,,
17079,424,469.0,,,,,368.0,,2655.3,,,,,45.0,,,,,-56.0,,2231.3,,,,,,,,,False,,False,,,,
17081,1572,1596.0,,,,,1640.0,,4651.3,,1321.6,,,24.0,,,,,68.0,,3079.3,,-250.4,,,,,,,False,,False,,False,,
17083,1096,1232.0,,,,,832.0,,8669.3,,,,,136.0,,,,,-264.0,,7573.3,,,,,,,,,False,,False,,,,
17085,532,1274.0,,,,,1230.0,,4949.4,,,,,742.0,,,,,698.0,,4417.4,,,,,,,,,True,,False,,,,
17087,455,546.0,,,,,357.0,,1603.5,,,,,91.0,,,,,-98.0,,1148.5,,,,,,,,,False,,False,,,,
17089,16680,24486.0,,,,,22701.0,,50059.0,,19342.6,,,7806.0,,,,,6021.0,,33379.0,,2662.6,,,,,,,True,,False,,True,,
17091,4513,10227.0,,,,,5114.0,,26179.7,,3649.4,,,5714.0,,,,,601.0,,21666.7,,-863.6,,,,,,,True,,False,,True,,
17093,3889,6258.0,,,,,4899.0,,21693.4,,4925.9,,,2369.0,,,,,1010.0,,17804.4,,1036.9,,,,,,,True,,False,,True,,
17095,2017,2471.0,,,,,2869.0,,3588.0,,2710.8,,,454.0,,,,,852.0,,1571.0,,693.8,,,,,,,False,,False,,False,,
17097,18778,29911.0,,,,,32758.0,,75902.0,,9506.6,,,11133.0,,,,,13980.0,,57124.0,,-9271.4,,,,,,,False,,False,,True,,
17099,3912,7483.0,,,,,5289.0,,22978.2,,3076.0,,,3571.0,,,,,1377.0,,19066.2,,-836.0,,,,,,,True,,False,,True,,
17101,1413,980.0,,,,,727.0,,5575.9,,,,,-433.0,,,,,-686.0,,4162.9,,,,,,,,,False,,False,,,,
17103,1357,1967.0,,,,,2349.0,,1639.2,,2339.5,,,610.0,,,,,992.0,,282.2,,982.5,,,,,,,False,,True,,False,,
17105,1594,3584.0,,,,,1829.0,,14459.7,,2693.8,,,1990.0,,,,,235.0,,12865.7,,1099.8,,,,,,,True,,False,,True,,
17107,1612,2023.0,,,,,1371.0,,7724.8,,,,,411.0,,,,,-241.0,,6112.8,,,,,,,,,True,,False,,,,
17109,752,1722.0,,,,,1187.0,,5765.0,,654.8,,,970.0,,,,,435.0,,5013.0,,-97.2,,,,,,,True,,False,,True,,
17111,8353,15218.0,,,,,12907.0,,64409.6,,9585.9,,,6865.0,,,,,4554.0,,56056.6,,1232.9,,,,,,,True,,False,,True,,
17113,5329,7840.0,,,,,6715.0,,61854.6,,2859.3,,,2511.0,,,,,1386.0,,56525.6,,-2469.7,,,,,,,True,,False,,True,,
17115,2962,5327.0,,,,,4937.0,,3804.1,,5884.8,,,2365.0,,,,,1975.0,,842.1,,2922.8,,,,,,,True,,True,,False,,
17117,1856,2828.0,,,,,1869.0,,19583.9,,1054.8,,,972.0,,,,,13.0,,17727.9,,-801.2,,,,,,,True,,False,,True,,
17119,10632,12607.0,,,,,10427.0,,71440.9,,5168.7,,,1975.0,,,,,-205.0,,60808.9,,-5463.3,,,,,,,True,,False,,False,,
