,actual_cases,COVIDhub-baseline,BPagano-RtDriven,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
01117,7786,3728.0,,,,,1453.0,,3024.6,2097.4,1585.0,-4058.0,,,,,-6333.0,,-4761.4,-5688.6,-6201.0,,,,,False,,False,False,False
01119,356,152.0,,,,,80.0,,70.5,,152.0,-204.0,,,,,-276.0,,-285.5,,-204.0,,,,,False,,False,,False
01121,2318,1104.0,,,,,744.0,,996.6,644.2,562.0,-1214.0,,,,,-1574.0,,-1321.4,-1673.8,-1756.0,,,,,False,,False,False,False
01123,921,552.0,,,,,287.0,,557.9,237.8,221.0,-369.0,,,,,-634.0,,-363.1,-683.2,-700.0,,,,,False,,True,False,False
01125,7757,3256.0,,,,,2190.0,,2341.3,1622.9,719.0,-4501.0,,,,,-5567.0,,-5415.7,-6134.1,-7038.0,,,,,False,,False,False,False
01127,2227,1440.0,,,,,813.0,,1622.9,614.5,561.0,-787.0,,,,,-1414.0,,-604.1,-1612.5,-1666.0,,,,,False,,True,False,False
01129,402,304.0,,,,,148.0,,272.2,,53.0,-98.0,,,,,-254.0,,-129.8,,-349.0,,,,,False,,False,,False
01131,304,128.0,,,,,56.0,,83.2,,31.0,-176.0,,,,,-248.0,,-220.8,,-273.0,,,,,False,,False,,False
01133,986,496.0,,,,,319.0,,494.8,,192.0,-490.0,,,,,-667.0,,-491.2,,-794.0,,,,,False,,False,,False
02013,26,24.0,,,,,,,25.0,,138.0,-2.0,,,,,,,-1.0,,112.0,,,,,,,True,,False
02016,102,32.0,,,,,,,23.6,,36.0,-70.0,,,,,,,-78.4,,-66.0,,,,,,,False,,True
02020,13319,12120.0,,,,,,,20755.2,10543.2,0.0,-1199.0,,,,,,,7436.2,-2775.8,-13319.0,,,,,,,False,False,False
02050,1887,1336.0,,,,,,,4776.1,,261.0,-551.0,,,,,,,2889.1,,-1626.0,,,,,,,False,,False
02060,0,0.0,,,,,,,1.2,,,0.0,,,,,,,1.2,,,,,,,,,False,,
02068,28,16.0,,,,,,,71.4,,1.0,-12.0,,,,,,,43.4,,-27.0,,,,,,,False,,False
02070,62,48.0,,,,,,,58.1,,11.0,-14.0,,,,,,,-3.9,,-51.0,,,,,,,True,,False
02090,2534,1952.0,,,,,,,3557.7,2185.8,374.0,-582.0,,,,,,,1023.7,-348.2,-2160.0,,,,,,,False,True,False
02100,7,16.0,,,,,,,40.6,,19.0,9.0,,,,,,,33.6,,12.0,,,,,,,False,,False
02105,0,0.0,,,,,,,10.4,,,0.0,,,,,,,10.4,,,,,,,,,False,,
02110,407,576.0,,,,,,,1243.7,,245.0,169.0,,,,,,,836.7,,-162.0,,,,,,,False,,True
02122,2352,1672.0,,,,,,,5132.6,387.0,614.0,-680.0,,,,,,,2780.6,-1965.0,-1738.0,,,,,,,False,False,False
02130,129,248.0,,,,,,,283.1,,734.0,119.0,,,,,,,154.1,,605.0,,,,,,,False,,False
02150,791,136.0,,,,,,,768.4,,114.0,-655.0,,,,,,,-22.6,,-677.0,,,,,,,True,,False
02158,522,632.0,,,,,,,1760.7,,108.0,110.0,,,,,,,1238.7,,-414.0,,,,,,,False,,False
02164,46,24.0,,,,,,,71.7,,0.0,-22.0,,,,,,,25.7,,-46.0,,,,,,,False,,False
02170,4593,3552.0,,,,,,,18382.6,2454.7,678.0,-1041.0,,,,,,,13789.6,-2138.3,-3915.0,,,,,,,False,False,False
02180,128,112.0,,,,,,,135.2,,115.0,-16.0,,,,,,,7.2,,-13.0,,,,,,,True,,True
02185,511,296.0,,,,,,,242.0,,84.0,-215.0,,,,,,,-269.0,,-427.0,,,,,,,False,,False
02188,124,200.0,,,,,,,426.5,,0.0,76.0,,,,,,,302.5,,-124.0,,,,,,,False,,False
02195,12,8.0,,,,,,,16.1,,11.0,-4.0,,,,,,,4.1,,-1.0,,,,,,,False,,True
02198,36,24.0,,,,,,,10.0,,189.0,-12.0,,,,,,,-26.0,,153.0,,,,,,,False,,False
02220,173,120.0,,,,,,,181.1,,165.0,-53.0,,,,,,,8.1,,-8.0,,,,,,,True,,True
02230,10,0.0,,,,,,,0.3,,0.0,-10.0,,,,,,,-9.7,,-10.0,,,,,,,True,,False
02240,309,112.0,,,,,,,384.1,,79.0,-197.0,,,,,,,75.1,,-230.0,,,,,,,True,,False
02261,167,176.0,,,,,,,338.4,,234.0,9.0,,,,,,,171.4,,67.0,,,,,,,False,,False
02275,8,0.0,,,,,,,1.1,,0.0,-8.0,,,,,,,-6.9,,-8.0,,,,,,,True,,False
02282,18,0.0,,,,,,,2.3,,0.0,-18.0,,,,,,,-15.7,,-18.0,,,,,,,True,,False
02290,84,56.0,,,,,,,177.4,,20.0,-28.0,,,,,,,93.4,,-64.0,,,,,,,False,,False
04001,3534,992.0,,,,,1631.0,,622.6,200.7,181.0,-2542.0,,,,,-1903.0,,-2911.4,-3333.3,-3353.0,,,,,True,,False,False,False
04003,5293,1416.0,,,,,1461.0,,1241.6,486.4,861.0,-3877.0,,,,,-3832.0,,-4051.4,-4806.6,-4432.0,,,,,True,,False,False,False
04005,5664,3184.0,,,,,1562.0,,1815.3,836.4,1485.0,-2480.0,,,,,-4102.0,,-3848.7,-4827.6,-4179.0,,,,,False,,False,False,False
04007,2454,1272.0,,,,,529.0,,1368.4,530.6,1593.0,-1182.0,,,,,-1925.0,,-1085.6,-1923.4,-861.0,,,,,False,,True,False,True
04009,1962,1296.0,,,,,463.0,,1738.1,394.2,547.0,-666.0,,,,,-1499.0,,-223.9,-1567.8,-1415.0,,,,,False,,True,False,False
04011,300,56.0,,,,,108.0,,47.7,,13.0,-244.0,,,,,-192.0,,-252.3,,-287.0,,,,,True,,False,,False
04012,887,96.0,,,,,107.0,,408.7,,65.0,-791.0,,,,,-780.0,,-478.3,,-822.0,,,,,True,,True,,False
04013,165531,55528.0,,,,,32386.0,,39010.6,21215.9,48182.0,-110003.0,,,,,-133145.0,,-126520.4,-144315.1,-117349.0,,,,,False,,False,False,False
04015,8335,2256.0,,,,,1520.0,,1837.3,1074.8,1846.0,-6079.0,,,,,-6815.0,,-6497.7,-7260.2,-6489.0,,,,,False,,False,False,False
04017,4798,2320.0,,,,,2161.0,,1536.3,771.8,4577.0,-2478.0,,,,,-2637.0,,-3261.7,-4026.2,-221.0,,,,,False,,False,False,True
04019,41828,11744.0,,,,,5843.0,,9551.8,4426.8,15396.0,-30084.0,,,,,-35985.0,,-32276.2,-37401.2,-26432.0,,,,,False,,False,False,True
04021,15714,5208.0,,,,,2752.0,,4252.9,1718.4,6839.0,-10506.0,,,,,-12962.0,,-11461.1,-13995.6,-8875.0,,,,,False,,False,False,True
04023,3066,528.0,,,,,360.0,,371.9,143.6,0.0,-2538.0,,,,,-2706.0,,-2694.1,-2922.4,-3066.0,,,,,False,,False,False,False
04025,8402,2032.0,,,,,1599.0,,1626.7,1076.7,865.0,-6370.0,,,,,-6803.0,,-6775.3,-7325.3,-7537.0,,,,,False,,False,False,False
04027,14305,3576.0,,,,,797.0,,2760.0,1432.9,7635.0,-10729.0,,,,,-13508.0,,-11545.0,-12872.1,-6670.0,,,,,False,,False,False,True
05001,559,504.0,,,,,397.0,,650.9,,0.0,-55.0,,,,,-162.0,,91.9,,-559.0,,,,,False,,False,,False
05003,681,432.0,,,,,340.0,,352.7,,286.0,-249.0,,,,,-341.0,,-328.3,,-395.0,,,,,False,,False,,False
05005,1217,1256.0,,,,,792.0,,3290.2,,522.0,39.0,,,,,-425.0,,2073.2,,-695.0,,,,,False,,False,,False
05007,9161,7368.0,,,,,5720.0,,5755.6,3972.2,4599.0,-1793.0,,,,,-3441.0,,-3405.4,-5188.8,-4562.0,,,,,False,,False,False,False
05009,1429,824.0,,,,,839.0,,722.6,556.3,1275.0,-605.0,,,,,-590.0,,-706.4,-872.7,-154.0,,,,,True,,False,False,True
05011,589,80.0,,,,,124.0,,51.2,,64.0,-509.0,,,,,-465.0,,-537.8,,-525.0,,,,,True,,False,,False
05013,168,152.0,,,,,96.0,,321.3,,168.0,-16.0,,,,,-72.0,,153.3,,0.0,,,,,False,,False,,True
05015,1023,432.0,,,,,479.0,,379.8,216.9,233.0,-591.0,,,,,-544.0,,-643.2,-806.1,-790.0,,,,,True,,False,False,False
05017,358,56.0,,,,,204.0,,25.8,25.1,18.0,-302.0,,,,,-154.0,,-332.2,-332.9,-340.0,,,,,True,,False,False,False
05019,814,600.0,,,,,445.0,,623.5,,532.0,-214.0,,,,,-369.0,,-190.5,,-282.0,,,,,False,,True,,False
05021,769,464.0,,,,,354.0,,448.4,,191.0,-305.0,,,,,-415.0,,-320.6,,-578.0,,,,,False,,False,,False
05023,768,552.0,,,,,678.0,,856.9,,606.0,-216.0,,,,,-90.0,,88.9,,-162.0,,,,,True,,True,,True
05025,298,216.0,,,,,153.0,,371.1,,95.0,-82.0,,,,,-145.0,,73.1,,-203.0,,,,,False,,True,,False
05027,797,424.0,,,,,404.0,,454.0,,436.0,-373.0,,,,,-393.0,,-343.0,,-361.0,,,,,False,,True,,True
05029,990,336.0,,,,,658.0,,266.4,,390.0,-654.0,,,,,-332.0,,-723.6,,-600.0,,,,,True,,False,,True
05031,4783,5048.0,,,,,2927.0,,5197.4,4634.6,7512.0,265.0,,,,,-1856.0,,414.4,-148.4,2729.0,,,,,False,,False,True,False
05033,2244,1672.0,,,,,2099.0,,1844.1,1679.7,1283.0,-572.0,,,,,-145.0,,-399.9,-564.3,-961.0,,,,,True,,True,True,False
05035,1699,1400.0,,,,,957.0,,1214.0,959.4,196.0,-299.0,,,,,-742.0,,-485.0,-739.6,-1503.0,,,,,False,,False,False,False
05037,802,216.0,,,,,441.0,,304.2,,0.0,-586.0,,,,,-361.0,,-497.8,,-802.0,,,,,True,,True,,False
05039,294,128.0,,,,,152.0,,90.9,,182.0,-166.0,,,,,-142.0,,-203.1,,-112.0,,,,,True,,False,,True
05041,515,256.0,,,,,207.0,,212.6,,99.0,-259.0,,,,,-308.0,,-302.4,,-416.0,,,,,False,,False,,False
05043,1000,256.0,,,,,364.0,,234.1,,230.0,-744.0,,,,,-636.0,,-765.9,,-770.0,,,,,True,,False,,False
05045,4199,1752.0,,,,,2373.0,,1614.0,976.2,1161.0,-2447.0,,,,,-1826.0,,-2585.0,-3222.8,-3038.0,,,,,True,,False,False,False
05047,506,416.0,,,,,502.0,,499.3,,0.0,-90.0,,,,,-4.0,,-6.7,,-506.0,,,,,True,,True,,False
05049,521,312.0,,,,,215.0,,393.4,,129.0,-209.0,,,,,-306.0,,-127.6,,-392.0,,,,,False,,True,,False
05051,3117,1584.0,,,,,2432.0,,1513.6,971.5,107.0,-1533.0,,,,,-685.0,,-1603.4,-2145.5,-3010.0,,,,,True,,False,False,False
05053,701,232.0,,,,,355.0,,261.2,,198.0,-469.0,,,,,-346.0,,-439.8,,-503.0,,,,,True,,True,,False
05055,2573,2224.0,,,,,1244.0,,2950.8,1391.8,565.0,-349.0,,,,,-1329.0,,377.8,-1181.2,-2008.0,,,,,False,,False,False,False
05057,584,648.0,,,,,359.0,,793.4,,0.0,64.0,,,,,-225.0,,209.4,,-584.0,,,,,False,,False,,False
05059,1312,896.0,,,,,922.0,,780.6,616.7,0.0,-416.0,,,,,-390.0,,-531.4,-695.3,-1312.0,,,,,True,,False,False,False
05061,443,472.0,,,,,237.0,,484.7,,95.0,29.0,,,,,-206.0,,41.7,,-348.0,,,,,False,,False,,False
05063,1228,848.0,,,,,1302.0,,700.6,724.0,479.0,-380.0,,,,,74.0,,-527.4,-504.0,-749.0,,,,,True,,False,False,False
05065,552,1400.0,,,,,312.0,,967.0,,78.0,848.0,,,,,-240.0,,415.0,,-474.0,,,,,True,,True,,True
05067,1852,672.0,,,,,569.0,,2575.4,,0.0,-1180.0,,,,,-1283.0,,723.4,,-1852.0,,,,,False,,True,,False
05069,2311,1888.0,,,,,1295.0,,974.6,1203.6,0.0,-423.0,,,,,-1016.0,,-1336.4,-1107.4,-2311.0,,,,,False,,False,False,False
05071,826,272.0,,,,,892.0,,195.8,212.4,94.0,-554.0,,,,,66.0,,-630.2,-613.6,-732.0,,,,,True,,False,False,False
05073,128,224.0,,,,,89.0,,691.8,,93.0,96.0,,,,,-39.0,,563.8,,-35.0,,,,,True,,False,,True
05075,657,560.0,,,,,492.0,,701.2,,52.0,-97.0,,,,,-165.0,,44.2,,-605.0,,,,,False,,True,,False
05077,340,40.0,,,,,208.0,,27.9,36.6,15.0,-300.0,,,,,-132.0,,-312.1,-303.4,-325.0,,,,,True,,False,False,False
05079,492,160.0,,,,,299.0,,72.1,227.5,22.0,-332.0,,,,,-193.0,,-419.9,-264.5,-470.0,,,,,True,,False,True,False
05081,323,296.0,,,,,208.0,,376.2,,102.0,-27.0,,,,,-115.0,,53.2,,-221.0,,,,,False,,False,,False
05083,832,288.0,,,,,681.0,,173.5,,214.0,-544.0,,,,,-151.0,,-658.5,,-618.0,,,,,True,,False,,False
05085,2244,1408.0,,,,,1375.0,,1243.1,803.4,759.0,-836.0,,,,,-869.0,,-1000.9,-1440.6,-1485.0,,,,,False,,False,False,False
05087,583,232.0,,,,,355.0,,237.1,,6.0,-351.0,,,,,-228.0,,-345.9,,-577.0,,,,,True,,True,,False
05089,444,320.0,,,,,257.0,,1210.5,,397.0,-124.0,,,,,-187.0,,766.5,,-47.0,,,,,False,,False,,True
05091,1035,1552.0,,,,,669.0,,3344.2,1329.4,0.0,517.0,,,,,-366.0,,2309.2,294.4,-1035.0,,,,,True,,False,True,False
05093,1829,1664.0,,,,,1114.0,,1314.8,932.7,787.0,-165.0,,,,,-715.0,,-514.2,-896.3,-1042.0,,,,,False,,False,False,False
05095,255,168.0,,,,,195.0,,283.5,,101.0,-87.0,,,,,-60.0,,28.5,,-154.0,,,,,True,,True,,False
05097,317,96.0,,,,,181.0,,94.7,,197.0,-221.0,,,,,-136.0,,-222.3,,-120.0,,,,,True,,False,,True
05099,240,240.0,,,,,180.0,,345.2,,74.0,0.0,,,,,-60.0,,105.2,,-166.0,,,,,False,,False,,False
05101,216,176.0,,,,,155.0,,93.6,,14.0,-40.0,,,,,-61.0,,-122.4,,-202.0,,,,,False,,False,,False
05103,978,312.0,,,,,492.0,,277.6,,202.0,-666.0,,,,,-486.0,,-700.4,,-776.0,,,,,True,,False,,False
05105,292,200.0,,,,,188.0,,530.5,,265.0,-92.0,,,,,-104.0,,238.5,,-27.0,,,,,False,,False,,True
05107,474,240.0,,,,,426.0,,162.7,,0.0,-234.0,,,,,-48.0,,-311.3,,-474.0,,,,,True,,False,,False
05109,417,112.0,,,,,211.0,,128.6,,82.0,-305.0,,,,,-206.0,,-288.4,,-335.0,,,,,True,,True,,False
05111,1102,1264.0,,,,,694.0,,1718.5,244.8,0.0,162.0,,,,,-408.0,,616.5,-857.2,-1102.0,,,,,False,,False,False,False
05113,852,488.0,,,,,465.0,,542.9,,586.0,-364.0,,,,,-387.0,,-309.1,,-266.0,,,,,False,,True,,True
05115,2715,1296.0,,,,,1580.0,,962.4,1144.0,449.0,-1419.0,,,,,-1135.0,,-1752.6,-1571.0,-2266.0,,,,,True,,False,False,False
05117,290,248.0,,,,,204.0,,408.2,,83.0,-42.0,,,,,-86.0,,118.2,,-207.0,,,,,False,,False,,False
05119,12347,6208.0,,,,,5574.0,,4740.6,6204.8,3915.0,-6139.0,,,,,-6773.0,,-7606.4,-6142.2,-8432.0,,,,,False,,False,False,False
05121,729,504.0,,,,,538.0,,439.3,,0.0,-225.0,,,,,-191.0,,-289.7,,-729.0,,,,,True,,False,,False
05123,934,448.0,,,,,708.0,,208.6,226.2,0.0,-486.0,,,,,-226.0,,-725.4,-707.8,-934.0,,,,,True,,False,False,False
05125,4469,2696.0,,,,,2462.0,,3029.9,2247.8,4268.0,-1773.0,,,,,-2007.0,,-1439.1,-2221.2,-201.0,,,,,False,,True,False,True
05127,355,240.0,,,,,240.0,,235.9,,80.0,-115.0,,,,,-115.0,,-119.1,,-275.0,,,,,False,,False,,False
05129,288,152.0,,,,,193.0,,233.4,,86.0,-136.0,,,,,-95.0,,-54.6,,-202.0,,,,,True,,True,,False
05131,4408,3328.0,,,,,4153.0,,2747.8,1916.1,4036.0,-1080.0,,,,,-255.0,,-1660.2,-2491.9,-372.0,,,,,True,,False,False,True
05133,604,824.0,,,,,366.0,,737.3,301.4,0.0,220.0,,,,,-238.0,,133.3,-302.6,-604.0,,,,,False,,True,False,False
05135,732,456.0,,,,,388.0,,409.6,,591.0,-276.0,,,,,-344.0,,-322.4,,-141.0,,,,,False,,False,,True
05137,358,56.0,,,,,294.0,,51.0,,42.0,-302.0,,,,,-64.0,,-307.0,,-316.0,,,,,True,,False,,False
05139,1302,728.0,,,,,731.0,,770.5,334.1,598.0,-574.0,,,,,-571.0,,-531.5,-967.9,-704.0,,,,,True,,True,False,False
05141,532,240.0,,,,,417.0,,121.6,,582.0,-292.0,,,,,-115.0,,-410.4,,50.0,,,,,True,,False,,True
05143,9568,5128.0,,,,,5504.0,,3357.8,3825.7,1403.0,-4440.0,,,,,-4064.0,,-6210.2,-5742.3,-8165.0,,,,,True,,False,False,False
05145,3089,2576.0,,,,,2072.0,,4450.9,1916.8,1395.0,-513.0,,,,,-1017.0,,1361.9,-1172.2,-1694.0,,,,,False,,False,False,False
05147,225,168.0,,,,,149.0,,422.4,,67.0,-57.0,,,,,-76.0,,197.4,,-158.0,,,,,False,,False,,False
05149,1075,328.0,,,,,541.0,,158.8,151.7,0.0,-747.0,,,,,-534.0,,-916.2,-923.3,-1075.0,,,,,True,,False,False,False
06001,28854,6304.0,,,,,4665.0,,4601.9,3545.3,8045.0,-22550.0,,,,,-24189.0,,-24252.1,-25308.7,-20809.0,,,,,False,,False,False,True
