,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,OneQuietNight-ML,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-OneQuietNight-ML,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-OneQuietNight-ML,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
28159,737,714.0,0.0,,,,,249.0,,380.6,361.9,1178.0,839.0,,448.6,,,-23.0,-737.0,,,,,-488.0,,-356.4,-375.1,441.0,102.0,,-288.4,,,False,,,,,False,,False,False,False,False,,False,,
28161,356,222.0,103.0,,,,,216.0,,199.8,141.1,356.0,366.0,,,,,-134.0,-253.0,,,,,-140.0,,-156.2,-214.9,0.0,10.0,,,,,False,,,,,False,,False,False,True,True,,,,
28163,675,330.0,162.0,,,,,367.0,,52.7,359.0,358.0,700.0,,338.5,,,-345.0,-513.0,,,,,-308.0,,-622.3,-316.0,-317.0,25.0,,-336.5,,,False,,,,,True,,False,True,True,True,,True,,
29001,639,780.0,812.0,,,,,1293.0,,1133.8,348.9,895.0,1110.0,,,,,141.0,173.0,,,,,654.0,,494.8,-290.1,256.0,471.0,,,,,False,,,,,False,,False,False,False,False,,,,
29003,416,510.0,456.0,,,,,645.0,,1388.8,255.8,781.0,700.0,,,,,94.0,40.0,,,,,229.0,,972.8,-160.2,365.0,284.0,,,,,True,,,,,False,,False,False,False,False,,,,
29005,77,228.0,147.0,,,,,197.0,,589.3,73.0,368.0,256.0,,,,,151.0,70.0,,,,,120.0,,512.3,-4.0,291.0,179.0,,,,,True,,,,,True,,False,True,False,False,,,,
29007,892,534.0,677.0,,,,,888.0,,645.0,459.2,683.5,946.0,,,,,-358.0,-215.0,,,,,-4.0,,-247.0,-432.8,-208.5,54.0,,,,,True,,,,,True,,True,False,True,True,,,,
29009,472,966.0,744.0,,,,,1043.0,,1078.0,464.8,1077.0,1326.0,,,,,494.0,272.0,,,,,571.0,,606.0,-7.2,605.0,854.0,,,,,True,,,,,False,,False,True,False,False,,,,
29011,183,240.0,144.0,,,,,323.0,,378.9,148.6,293.0,358.0,,,,,57.0,-39.0,,,,,140.0,,195.9,-34.4,110.0,175.0,,,,,True,,,,,False,,False,True,False,False,,,,
29013,397,462.0,698.0,,,,,451.0,,1174.9,120.3,979.0,589.0,,,,,65.0,301.0,,,,,54.0,,777.9,-276.7,582.0,192.0,,,,,False,,,,,True,,False,False,False,False,,,,
29015,489,288.0,361.0,,,,,398.0,,741.4,148.0,381.5,597.0,,,,,-201.0,-128.0,,,,,-91.0,,252.4,-341.0,-107.5,108.0,,,,,True,,,,,True,,False,False,True,True,,,,
29017,202,414.0,437.0,,,,,406.0,,1001.5,136.1,422.0,569.0,,,,,212.0,235.0,,,,,204.0,,799.5,-65.9,220.0,367.0,,,,,False,,,,,True,,False,True,False,False,,,,
29019,4071,5196.0,1769.0,,,,,4437.0,,4592.7,2857.7,4885.5,5881.0,,1690.7,,,1125.0,-2302.0,,,,,366.0,,521.7,-1213.3,814.5,1810.0,,-2380.3,,,False,,,,,True,,True,False,True,False,,False,,
29021,1946,2064.0,1702.0,,,,,4094.0,,1467.4,1533.0,2983.5,2992.0,,1334.6,,,118.0,-244.0,,,,,2148.0,,-478.6,-413.0,1037.5,1046.0,,-611.4,,,False,,,,,False,,False,False,False,False,,False,,
29023,927,1272.0,1043.0,,,,,1891.0,,1078.8,619.0,1309.0,1790.0,,1684.4,,,345.0,116.0,,,,,964.0,,151.8,-308.0,382.0,863.0,,757.4,,,True,,,,,False,,True,True,False,False,,False,,
29025,219,342.0,344.0,,,,,299.0,,1208.4,102.1,419.0,375.0,,,,,123.0,125.0,,,,,80.0,,989.4,-116.9,200.0,156.0,,,,,False,,,,,True,,False,True,False,False,,,,
29027,1320,1602.0,1066.0,,,,,1269.0,,934.7,627.3,1920.5,2181.0,,3980.8,,,282.0,-254.0,,,,,-51.0,,-385.3,-692.7,600.5,861.0,,2660.8,,,True,,,,,True,,False,False,False,False,,False,,
29029,916,1224.0,1140.0,,,,,841.0,,734.7,556.8,1566.0,1790.0,,474.8,,,308.0,224.0,,,,,-75.0,,-181.3,-359.2,650.0,874.0,,-441.2,,,True,,,,,True,,True,False,False,False,,False,,
29031,2010,3372.0,2540.0,,,,,2687.0,,2982.9,1468.0,4813.0,4310.0,,1461.1,,,1362.0,530.0,,,,,677.0,,972.9,-542.0,2803.0,2300.0,,-548.9,,,True,,,,,True,,True,True,False,False,,True,,
29033,299,312.0,315.0,,,,,321.0,,194.5,139.0,391.5,358.0,,,,,13.0,16.0,,,,,22.0,,-104.5,-160.0,92.5,59.0,,,,,False,,,,,False,,False,False,False,False,,,,
29035,108,246.0,159.0,,,,,142.0,,601.7,46.6,198.0,252.0,,,,,138.0,51.0,,,,,34.0,,493.7,-61.4,90.0,144.0,,,,,True,,,,,True,,False,True,True,False,,,,
29037,2332,2562.0,2142.0,,,,,2503.0,,7174.8,1600.0,4219.0,3339.0,,2596.1,,,230.0,-190.0,,,,,171.0,,4842.8,-732.0,1887.0,1007.0,,264.1,,,True,,,,,True,,False,False,False,False,,False,,
29039,120,348.0,478.0,,,,,370.0,,674.9,107.3,559.0,509.0,,,,,228.0,358.0,,,,,250.0,,554.9,-12.7,439.0,389.0,,,,,False,,,,,False,,False,True,False,False,,,,
29041,121,240.0,228.0,,,,,220.0,,265.5,47.4,269.0,309.0,,,,,119.0,107.0,,,,,99.0,,144.5,-73.6,148.0,188.0,,,,,True,,,,,True,,False,True,False,False,,,,
29043,2164,1980.0,1537.0,,,,,1817.0,,1580.3,813.4,1912.0,2611.0,,804.7,,,-184.0,-627.0,,,,,-347.0,,-583.7,-1350.6,-252.0,447.0,,-1359.3,,,False,,,,,False,,False,False,False,False,,False,,
29045,108,270.0,253.0,,,,,262.0,,111.7,127.4,338.0,349.0,,,,,162.0,145.0,,,,,154.0,,3.7,19.4,230.0,241.0,,,,,True,,,,,True,,True,True,False,False,,,,
29047,2187,3366.0,2661.0,,,,,7100.0,,7313.8,3213.9,6033.5,4357.0,,4418.2,,,1179.0,474.0,,,,,4913.0,,5126.8,1026.9,3846.5,2170.0,,2231.2,,,True,,,,,False,,False,True,False,False,,False,,
29049,470,474.0,418.0,,,,,725.0,,858.5,115.3,556.0,679.0,,,,,4.0,-52.0,,,,,255.0,,388.5,-354.7,86.0,209.0,,,,,False,,,,,False,,False,False,False,False,,,,
29051,2176,3600.0,2283.0,,,,,1939.0,,2372.4,1477.6,3481.5,4375.0,,7812.6,,,1424.0,107.0,,,,,-237.0,,196.4,-698.4,1305.5,2199.0,,5636.6,,,True,,,,,True,,True,True,True,False,,False,,
29053,421,564.0,432.0,,,,,560.0,,420.5,201.1,463.0,774.0,,,,,143.0,11.0,,,,,139.0,,-0.5,-219.9,42.0,353.0,,,,,True,,,,,True,,True,False,True,False,,,,
29055,664,696.0,764.0,,,,,640.0,,1034.3,276.9,843.0,1008.0,,,,,32.0,100.0,,,,,-24.0,,370.3,-387.1,179.0,344.0,,,,,False,,,,,True,,False,False,False,False,,,,
29057,103,192.0,162.0,,,,,138.0,,160.8,105.8,350.0,267.0,,,,,89.0,59.0,,,,,35.0,,57.8,2.8,247.0,164.0,,,,,True,,,,,True,,True,True,False,False,,,,
29059,149,294.0,232.0,,,,,363.0,,370.1,182.5,391.0,543.0,,,,,145.0,83.0,,,,,214.0,,221.1,33.5,242.0,394.0,,,,,True,,,,,False,,False,True,False,False,,,,
29061,171,114.0,82.0,,,,,334.0,,70.1,49.4,98.0,195.0,,,,,-57.0,-89.0,,,,,163.0,,-100.9,-121.6,-73.0,24.0,,,,,False,,,,,False,,False,False,False,True,,,,
29063,279,318.0,257.0,,,,,567.0,,236.6,130.4,290.0,435.0,,,,,39.0,-22.0,,,,,288.0,,-42.4,-148.6,11.0,156.0,,,,,True,,,,,False,,False,False,True,False,,,,
29065,270,396.0,597.0,,,,,430.0,,1455.9,282.1,800.0,497.0,,,,,126.0,327.0,,,,,160.0,,1185.9,12.1,530.0,227.0,,,,,False,,,,,False,,False,True,False,False,,,,
29067,254,150.0,139.0,,,,,321.0,,37.4,146.2,110.0,271.0,,,,,-104.0,-115.0,,,,,67.0,,-216.6,-107.8,-144.0,17.0,,,,,False,,,,,True,,False,False,False,True,,,,
29069,527,690.0,705.0,,,,,1671.0,,1142.9,328.6,572.0,1121.0,,653.3,,,163.0,178.0,,,,,1144.0,,615.9,-198.4,45.0,594.0,,126.3,,,False,,,,,False,,False,False,True,False,,True,,
29071,2378,2964.0,2479.0,,,,,2974.0,,2383.7,1709.8,3300.5,3841.0,,2364.4,,,586.0,101.0,,,,,596.0,,5.7,-668.2,922.5,1463.0,,-13.6,,,True,,,,,False,,True,False,False,False,,True,,
29073,287,204.0,295.0,,,,,388.0,,106.2,149.0,281.0,336.0,,,,,-83.0,8.0,,,,,101.0,,-180.8,-138.0,-6.0,49.0,,,,,True,,,,,False,,False,False,True,True,,,,
29075,251,276.0,304.0,,,,,281.0,,225.8,114.4,364.0,347.0,,,,,25.0,53.0,,,,,30.0,,-25.2,-136.6,113.0,96.0,,,,,False,,,,,False,,False,False,False,False,,,,
29077,6460,6270.0,4711.0,,,,,7385.0,,5753.9,4595.5,5968.0,8285.0,,2257.6,,,-190.0,-1749.0,,,,,925.0,,-706.1,-1864.5,-492.0,1825.0,,-4202.4,,,False,,,,,False,,False,False,False,False,,False,,
29079,224,378.0,291.0,,,,,532.0,,1470.9,174.5,623.0,445.0,,,,,154.0,67.0,,,,,308.0,,1246.9,-49.5,399.0,221.0,,,,,True,,,,,False,,False,True,False,False,,,,
29081,291,324.0,275.0,,,,,391.0,,2487.7,60.7,482.0,392.0,,,,,33.0,-16.0,,,,,100.0,,2196.7,-230.3,191.0,101.0,,,,,True,,,,,False,,False,False,False,False,,,,
29083,496,1038.0,1036.0,,,,,663.0,,1880.4,274.9,1384.0,1198.0,,,,,542.0,540.0,,,,,167.0,,1384.4,-221.1,888.0,702.0,,,,,True,,,,,True,,False,True,False,False,,,,
29085,92,102.0,126.0,,,,,154.0,,44.2,146.2,116.5,213.0,,,,,10.0,34.0,,,,,62.0,,-47.8,54.2,24.5,121.0,,,,,False,,,,,False,,False,False,False,False,,,,
29087,96,264.0,14.0,,,,,152.0,,114.4,101.4,452.0,265.0,,,,,168.0,-82.0,,,,,56.0,,18.4,5.4,356.0,169.0,,,,,True,,,,,True,,True,True,False,False,,,,
29089,187,300.0,412.0,,,,,276.0,,387.2,174.5,406.0,371.0,,,,,113.0,225.0,,,,,89.0,,200.2,-12.5,219.0,184.0,,,,,False,,,,,True,,False,True,False,False,,,,
29091,864,402.0,390.0,,,,,1339.0,,249.9,323.2,315.5,1069.0,,,,,-462.0,-474.0,,,,,475.0,,-614.1,-540.8,-548.5,205.0,,,,,False,,,,,False,,False,False,False,True,,,,
29093,205,240.0,284.0,,,,,307.0,,478.6,144.8,532.0,305.0,,,,,35.0,79.0,,,,,102.0,,273.6,-60.2,327.0,100.0,,,,,False,,,,,False,,False,False,False,False,,,,
29095,8349,10380.0,5668.0,,,,,16146.0,,19772.9,13334.5,16564.0,13881.0,,11180.5,,,2031.0,-2681.0,,,,,7797.0,,11423.9,4985.5,8215.0,5532.0,,2831.5,,,False,,,,,False,,False,False,False,False,,False,,
29097,2481,4224.0,4016.0,,,,,4000.0,,4501.0,2214.8,3272.5,5612.0,,2308.2,,,1743.0,1535.0,,,,,1519.0,,2020.0,-266.2,791.5,3131.0,,-172.8,,,True,,,,,True,,False,True,True,False,,True,,
29099,5832,7938.0,5859.0,,,,,6804.0,,10419.3,4461.1,7404.0,8946.0,,5952.7,,,2106.0,27.0,,,,,972.0,,4587.3,-1370.9,1572.0,3114.0,,120.7,,,True,,,,,True,,False,True,True,False,,True,,
29101,969,1356.0,1096.0,,,,,1396.0,,741.3,660.1,1469.5,2078.0,,738.0,,,387.0,127.0,,,,,427.0,,-227.7,-308.9,500.5,1109.0,,-231.0,,,True,,,,,False,,True,True,False,False,,True,,
29103,29,132.0,50.0,,,,,280.0,,563.0,61.0,175.0,155.0,,,,,103.0,21.0,,,,,251.0,,534.0,32.0,146.0,126.0,,,,,True,,,,,False,,False,True,False,False,,,,
29105,869,774.0,559.0,,,,,899.0,,330.6,482.1,814.0,1268.0,,,,,-95.0,-310.0,,,,,30.0,,-538.4,-386.9,-55.0,399.0,,,,,False,,,,,True,,False,False,True,False,,,,
29107,759,804.0,810.0,,,,,955.0,,272.2,312.9,909.0,1093.0,,378.1,,,45.0,51.0,,,,,196.0,,-486.8,-446.1,150.0,334.0,,-380.9,,,False,,,,,False,,False,False,False,False,,False,,
29109,583,1122.0,908.0,,,,,1099.0,,1009.7,738.6,1305.0,1407.0,,,,,539.0,325.0,,,,,516.0,,426.7,155.6,722.0,824.0,,,,,True,,,,,True,,True,True,False,False,,,,
29111,145,306.0,296.0,,,,,361.0,,120.1,110.7,394.0,446.0,,,,,161.0,151.0,,,,,216.0,,-24.9,-34.3,249.0,301.0,,,,,True,,,,,False,,True,True,False,False,,,,
29113,1468,1782.0,1877.0,,,,,1678.0,,3526.5,871.9,3300.5,2205.0,,1635.9,,,314.0,409.0,,,,,210.0,,2058.5,-596.1,1832.5,737.0,,167.9,,,False,,,,,True,,False,False,False,False,,True,,
29115,138,204.0,302.0,,,,,450.0,,319.0,49.6,370.0,320.0,,,,,66.0,164.0,,,,,312.0,,181.0,-88.4,232.0,182.0,,,,,False,,,,,False,,False,False,False,False,,,,
29117,322,342.0,433.0,,,,,632.0,,960.4,172.7,878.0,381.0,,,,,20.0,111.0,,,,,310.0,,638.4,-149.3,556.0,59.0,,,,,False,,,,,False,,False,False,False,False,,,,
29119,334,204.0,107.0,,,,,845.0,,238.0,181.5,259.0,413.0,,,,,-130.0,-227.0,,,,,511.0,,-96.0,-152.5,-75.0,79.0,,,,,False,,,,,False,,True,False,True,True,,,,
29121,369,726.0,1022.0,,,,,537.0,,1053.3,297.4,1066.0,790.0,,,,,357.0,653.0,,,,,168.0,,684.3,-71.6,697.0,421.0,,,,,False,,,,,True,,False,True,False,False,,,,
29123,447,474.0,162.0,,,,,458.0,,377.6,211.9,526.0,576.0,,,,,27.0,-285.0,,,,,11.0,,-69.4,-235.1,79.0,129.0,,,,,False,,,,,True,,False,False,False,False,,,,
29125,140,216.0,158.0,,,,,186.0,,134.0,124.3,299.0,281.0,,,,,76.0,18.0,,,,,46.0,,-6.0,-15.7,159.0,141.0,,,,,True,,,,,True,,True,True,False,False,,,,
29127,777,1212.0,998.0,,,,,1305.0,,1276.4,687.9,1530.0,1515.0,,,,,435.0,221.0,,,,,528.0,,499.4,-89.1,753.0,738.0,,,,,True,,,,,False,,False,True,False,False,,,,
29129,58,102.0,42.0,,,,,221.0,,56.6,24.6,135.0,125.0,,,,,44.0,-16.0,,,,,163.0,,-1.4,-33.5,77.0,67.0,,,,,True,,,,,False,,True,True,False,False,,,,
29131,662,798.0,574.0,,,,,669.0,,335.1,389.8,843.0,1045.0,,,,,136.0,-88.0,,,,,7.0,,-326.9,-272.2,181.0,383.0,,,,,True,,,,,True,,False,False,False,False,,,,
29133,445,696.0,542.0,,,,,567.0,,5004.1,213.8,635.5,689.0,,,,,251.0,97.0,,,,,122.0,,4559.1,-231.2,190.5,244.0,,,,,True,,,,,True,,False,True,True,True,,,,
29135,397,636.0,464.0,,,,,477.0,,587.8,200.5,712.0,881.0,,1643.8,,,239.0,67.0,,,,,80.0,,190.8,-196.5,315.0,484.0,,1246.8,,,True,,,,,True,,True,True,False,False,,False,,
29137,187,282.0,383.0,,,,,209.0,,99.0,143.6,317.0,350.0,,,,,95.0,196.0,,,,,22.0,,-88.0,-43.4,130.0,163.0,,,,,False,,,,,True,,True,True,False,False,,,,
29139,214,192.0,142.0,,,,,269.0,,102.8,61.1,238.0,292.0,,,,,-22.0,-72.0,,,,,55.0,,-111.2,-152.9,24.0,78.0,,,,,False,,,,,False,,False,False,False,False,,,,
29141,476,492.0,359.0,,,,,432.0,,324.1,215.1,447.0,691.0,,,,,16.0,-117.0,,,,,-44.0,,-151.9,-260.9,-29.0,215.0,,,,,False,,,,,False,,False,False,False,False,,,,
29143,397,696.0,172.0,,,,,666.0,,1400.3,304.2,1059.0,821.0,,485.1,,,299.0,-225.0,,,,,269.0,,1003.3,-92.8,662.0,424.0,,88.1,,,True,,,,,True,,False,True,False,False,,True,,
29145,725,1242.0,1309.0,,,,,2248.0,,1423.6,809.6,1555.5,2115.0,,504.7,,,517.0,584.0,,,,,1523.0,,698.6,84.6,830.5,1390.0,,-220.3,,,False,,,,,False,,False,True,False,False,,True,,
29147,460,1146.0,764.0,,,,,1105.0,,959.4,411.2,1268.0,1391.0,,,,,686.0,304.0,,,,,645.0,,499.4,-48.8,808.0,931.0,,,,,True,,,,,True,,True,True,False,False,,,,
29149,201,192.0,120.0,,,,,365.0,,110.5,97.2,196.0,281.0,,,,,-9.0,-81.0,,,,,164.0,,-90.5,-103.8,-5.0,80.0,,,,,False,,,,,False,,False,False,True,False,,,,
29151,360,504.0,281.0,,,,,391.0,,474.7,107.9,643.0,654.0,,,,,144.0,-79.0,,,,,31.0,,114.7,-252.1,283.0,294.0,,,,,True,,,,,True,,True,False,False,False,,,,
29153,114,102.0,52.0,,,,,207.0,,91.5,81.6,45.0,189.0,,,,,-12.0,-62.0,,,,,93.0,,-22.5,-32.4,-69.0,75.0,,,,,False,,,,,False,,False,False,False,False,,,,
29155,273,396.0,497.0,,,,,917.0,,390.4,229.2,427.0,566.0,,,,,123.0,224.0,,,,,644.0,,117.4,-43.8,154.0,293.0,,,,,False,,,,,False,,True,True,False,False,,,,
29157,443,996.0,608.0,,,,,707.0,,1345.7,319.0,1007.0,1187.0,,568.9,,,553.0,165.0,,,,,264.0,,902.7,-124.0,564.0,744.0,,125.9,,,True,,,,,True,,False,True,False,False,,True,,
29159,1541,672.0,822.0,,,,,1515.0,,247.2,606.4,299.0,1497.0,,1435.9,,,-869.0,-719.0,,,,,-26.0,,-1293.8,-934.6,-1242.0,-44.0,,-105.1,,,True,,,,,True,,False,False,False,True,,True,,
29161,1032,1326.0,1312.0,,,,,1021.0,,2964.8,798.7,2522.0,1909.0,,,,,294.0,280.0,,,,,-11.0,,1932.8,-233.3,1490.0,877.0,,,,,True,,,,,True,,False,True,False,False,,,,
29163,494,858.0,901.0,,,,,683.0,,1393.9,253.6,1089.0,962.0,,,,,364.0,407.0,,,,,189.0,,899.9,-240.4,595.0,468.0,,,,,False,,,,,True,,False,True,False,False,,,,
29165,990,954.0,955.0,,,,,2464.0,,1398.4,895.1,1429.5,1425.0,,1109.9,,,-36.0,-35.0,,,,,1474.0,,408.4,-94.9,439.5,435.0,,119.9,,,True,,,,,False,,False,False,False,False,,False,,
29167,553,378.0,368.0,,,,,740.0,,432.1,328.5,387.0,741.0,,,,,-175.0,-185.0,,,,,187.0,,-120.9,-224.5,-166.0,188.0,,,,,False,,,,,False,,True,False,True,False,,,,
29169,1132,912.0,1200.0,,,,,1078.0,,1040.3,516.0,1273.0,1384.0,,528.5,,,-220.0,68.0,,,,,-54.0,,-91.7,-616.0,141.0,252.0,,-603.5,,,True,,,,,True,,True,False,True,False,,False,,
29171,93,84.0,87.0,,,,,174.0,,620.1,60.7,78.0,138.0,,,,,-9.0,-6.0,,,,,81.0,,527.1,-32.3,-15.0,45.0,,,,,True,,,,,False,,False,False,False,False,,,,
29173,272,384.0,524.0,,,,,327.0,,690.3,174.9,739.0,506.0,,,,,112.0,252.0,,,,,55.0,,418.3,-97.1,467.0,234.0,,,,,False,,,,,True,,False,True,False,False,,,,
29175,518,702.0,639.0,,,,,952.0,,2909.3,223.4,785.0,1034.0,,,,,184.0,121.0,,,,,434.0,,2391.3,-294.6,267.0,516.0,,,,,True,,,,,False,,False,False,False,False,,,,
29177,546,402.0,570.0,,,,,716.0,,307.9,221.1,395.0,674.0,,,,,-144.0,24.0,,,,,170.0,,-238.1,-324.9,-151.0,128.0,,,,,True,,,,,False,,False,False,False,True,,,,
29179,78,114.0,66.0,,,,,156.0,,123.6,33.7,92.0,171.0,,,,,36.0,-12.0,,,,,78.0,,45.6,-44.3,14.0,93.0,,,,,True,,,,,False,,False,False,True,False,,,,
29181,227,198.0,264.0,,,,,418.0,,227.1,118.1,168.0,445.0,,,,,-29.0,37.0,,,,,191.0,,0.1,-108.9,-59.0,218.0,,,,,False,,,,,False,,True,False,False,False,,,,
29183,9834,13104.0,7871.0,,,,,11403.0,,17245.4,8851.2,19882.5,13229.0,,16289.6,,,3270.0,-1963.0,,,,,1569.0,,7411.4,-982.8,10048.5,3395.0,,6455.6,,,True,,,,,True,,False,True,False,False,,False,,
29185,180,318.0,454.0,,,,,187.0,,1466.9,145.5,627.0,409.0,,,,,138.0,274.0,,,,,7.0,,1286.9,-34.5,447.0,229.0,,,,,False,,,,,True,,False,True,False,False,,,,
29186,512,624.0,617.0,,,,,615.0,,614.3,213.1,844.0,806.0,,,,,112.0,105.0,,,,,103.0,,102.3,-298.9,332.0,294.0,,,,,True,,,,,True,,True,False,False,False,,,,
29187,2047,3054.0,2055.0,,,,,2426.0,,2931.8,1456.3,3496.0,3958.0,,1954.6,,,1007.0,8.0,,,,,379.0,,884.8,-590.7,1449.0,1911.0,,-92.4,,,True,,,,,True,,True,True,False,False,,True,,
29189,24767,31656.0,18245.0,,,,,24922.0,,64233.6,20308.4,36891.0,30607.0,,37268.2,,,6889.0,-6522.0,,,,,155.0,,39466.6,-4458.6,12124.0,5840.0,,12501.2,,,True,,,,,True,,False,True,False,True,,False,,
29195,588,762.0,501.0,,,,,799.0,,912.0,522.4,727.0,1160.0,,304.3,,,174.0,-87.0,,,,,211.0,,324.0,-65.6,139.0,572.0,,-283.7,,,True,,,,,False,,False,True,True,False,,False,,
29197,87,54.0,53.0,,,,,281.0,,17.9,36.8,24.5,133.0,,,,,-33.0,-34.0,,,,,194.0,,-69.1,-50.2,-62.5,46.0,,,,,False,,,,,False,,False,False,False,False,,,,
29199,61,210.0,168.0,,,,,255.0,,310.7,29.2,328.0,233.0,,,,,149.0,107.0,,,,,194.0,,249.7,-31.8,267.0,172.0,,,,,True,,,,,False,,False,True,False,False,,,,
29201,988,2022.0,1780.0,,,,,1634.0,,3618.9,804.0,2768.0,2311.0,,1774.3,,,1034.0,792.0,,,,,646.0,,2630.9,-184.0,1780.0,1323.0,,786.3,,,True,,,,,True,,False,True,False,False,,True,,
29203,89,60.0,49.0,,,,,200.0,,20.1,60.7,31.0,148.0,,,,,-29.0,-40.0,,,,,111.0,,-68.9,-28.3,-58.0,59.0,,,,,False,,,,,False,,False,True,False,False,,,,
29205,124,114.0,43.0,,,,,193.0,,193.6,74.1,171.0,179.0,,,,,-10.0,-81.0,,,,,69.0,,69.6,-49.9,47.0,55.0,,,,,False,,,,,False,,False,False,False,False,,,,
29207,571,1398.0,1490.0,,,,,1260.0,,5245.0,456.4,1554.0,1547.0,,709.9,,,827.0,919.0,,,,,689.0,,4674.0,-114.6,983.0,976.0,,138.9,,,False,,,,,True,,False,True,False,False,,True,,
29209,581,636.0,799.0,,,,,633.0,,1075.2,337.4,786.0,921.0,,,,,55.0,218.0,,,,,52.0,,494.2,-243.6,205.0,340.0,,,,,False,,,,,True,,False,False,False,False,,,,
29211,129,324.0,8.0,,,,,250.0,,151.3,99.7,276.0,347.0,,,,,195.0,-121.0,,,,,121.0,,22.3,-29.3,147.0,218.0,,,,,True,,,,,True,,True,True,True,False,,,,
29213,1270,1536.0,1639.0,,,,,1465.0,,1666.4,769.7,2378.0,2209.0,,1363.6,,,266.0,369.0,,,,,195.0,,396.4,-500.3,1108.0,939.0,,93.6,,,False,,,,,True,,False,False,False,False,,True,,
29215,479,366.0,448.0,,,,,630.0,,308.8,335.6,514.0,738.0,,,,,-113.0,-31.0,,,,,151.0,,-170.2,-143.4,35.0,259.0,,,,,True,,,,,False,,False,False,True,False,,,,
29217,521,396.0,482.0,,,,,578.0,,153.8,218.1,498.0,649.0,,,,,-125.0,-39.0,,,,,57.0,,-367.2,-302.9,-23.0,128.0,,,,,True,,,,,True,,False,False,True,False,,,,
29219,622,936.0,1194.0,,,,,844.0,,5088.0,508.6,2024.0,1199.0,,,,,314.0,572.0,,,,,222.0,,4466.0,-113.4,1402.0,577.0,,,,,False,,,,,True,,False,True,False,False,,,,
29221,512,984.0,191.0,,,,,855.0,,903.2,382.9,1364.0,1229.0,,,,,472.0,-321.0,,,,,343.0,,391.2,-129.1,852.0,717.0,,,,,True,,,,,True,,True,True,False,False,,,,
29223,228,276.0,247.0,,,,,352.0,,88.3,200.0,301.5,372.0,,,,,48.0,19.0,,,,,124.0,,-139.7,-28.0,73.5,144.0,,,,,True,,,,,False,,False,True,False,False,,,,
29225,802,1002.0,920.0,,,,,836.0,,1096.2,462.0,1557.0,1391.0,,641.2,,,200.0,118.0,,,,,34.0,,294.2,-340.0,755.0,589.0,,-160.8,,,True,,,,,True,,False,False,False,False,,True,,
29227,64,66.0,0.0,,,,,205.0,,998.6,9.4,56.0,76.0,,,,,2.0,-64.0,,,,,141.0,,934.6,-54.6,-8.0,12.0,,,,,False,,,,,False,,False,False,False,False,,,,
29229,380,222.0,217.0,,,,,455.0,,180.4,74.3,213.0,480.0,,,,,-158.0,-163.0,,,,,75.0,,-199.6,-305.7,-167.0,100.0,,,,,False,,,,,True,,False,False,False,True,,,,
29510,5218,5760.0,2384.0,,,,,7767.0,,17625.6,4240.2,10171.0,,,6882.2,,,542.0,-2834.0,,,,,2549.0,,12407.6,-977.8,4953.0,,,1664.2,,,False,,,,,False,,False,False,False,,,False,,
30001,257,624.0,0.0,,,,,283.0,,3441.8,250.6,431.0,629.0,,,,,367.0,-257.0,,,,,26.0,,3184.8,-6.4,174.0,372.0,,,,,True,,,,,True,,False,True,True,False,,,,
30003,393,942.0,0.0,,,,,701.0,,539.0,275.0,543.0,855.0,,,,,549.0,-393.0,,,,,308.0,,146.0,-118.0,150.0,462.0,,,,,True,,,,,True,,True,True,True,True,,,,
30005,126,120.0,0.0,,,,,63.0,,51.2,55.7,17.0,212.0,,,,,-6.0,-126.0,,,,,-63.0,,-74.8,-70.3,-109.0,86.0,,,,,False,,,,,False,,False,False,False,False,,,,
30007,133,192.0,42.0,,,,,187.0,,131.5,36.8,121.0,224.0,,,,,59.0,-91.0,,,,,54.0,,-1.5,-96.2,-12.0,91.0,,,,,False,,,,,True,,True,False,True,False,,,,
30009,143,456.0,0.0,,,,,255.0,,195.8,172.0,305.0,620.0,,,,,313.0,-143.0,,,,,112.0,,52.8,29.0,162.0,477.0,,,,,True,,,,,True,,True,True,True,False,,,,
