,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
17117,330,452.0,,437.2,,385.0,396.0,,,,,311.0,396.0,,,499.0,,238.3,301.6,468.5,,292.0,389.9,,490.0,409.0,349.0,,,,,388.5,363.9,,,,518.2,122.0,,107.2,,55.0,66.0,,,,,-19.0,66.0,,,169.0,,-91.7,-28.4,138.5,,-38.0,59.9,,160.0,79.0,19.0,,,,,58.5,33.9,,,,188.2,,True,,True,True,,,,,True,True,,,False,,True,True,False,,True,True,,False,True,True,,,,,True,True,,,,False
17119,2280,3294.0,,3330.0,2977.5,2660.0,3026.0,,,,,2151.4,1951.8,,,2845.0,,2150.2,2131.9,3035.0,,2385.5,2576.4,,3236.0,2747.0,2469.9,,,,,2577.6,2679.8,1907.0,,,4637.5,1014.0,,1050.0,697.5,380.0,746.0,,,,,-128.6,-328.2,,,565.0,,-129.8,-148.1,755.0,,105.5,296.4,,956.0,467.0,189.9,,,,,297.6,399.8,-373.0,,,2357.5,,False,True,True,True,,,,,True,True,,,True,,True,True,True,,True,True,,True,True,True,,,,,True,True,True,,,False
17121,330,458.0,,465.3,,393.0,224.0,,,,,334.6,344.8,,,519.0,,269.1,276.2,427.5,,371.0,401.3,,368.0,415.0,401.3,,,,,403.6,451.5,,,,530.8,128.0,,135.3,,63.0,-106.0,,,,,4.6,14.8,,,189.0,,-60.9,-53.8,97.5,,41.0,71.3,,38.0,85.0,71.3,,,,,73.6,121.5,,,,200.8,,False,,True,True,,,,,True,True,,,False,,True,True,True,,True,True,,True,True,True,,,,,True,True,,,,False
17123,48,96.0,,99.8,,71.0,67.0,,,,,57.9,113.5,,,92.0,,57.8,61.4,,,57.0,73.1,,108.0,90.0,82.0,,,,,,124.8,,,,113.4,48.0,,51.8,,23.0,19.0,,,,,9.9,65.5,,,44.0,,9.8,13.4,,,9.0,25.1,,60.0,42.0,34.0,,,,,,76.8,,,,65.4,,False,,True,True,,,,,True,False,,,True,,True,True,,,True,True,,False,True,True,,,,,,False,,,,False
17125,131,102.0,,99.0,,99.0,99.0,,,,,90.1,125.5,,,127.0,,59.4,79.3,,,74.0,96.8,,103.0,104.0,120.5,,,,,,151.3,,,,119.8,-29.0,,-32.0,,-32.0,-32.0,,,,,-40.9,-5.5,,,-4.0,,-71.6,-51.7,,,-57.0,-34.2,,-28.0,-27.0,-10.5,,,,,,20.3,,,,-11.2,,False,,False,False,,,,,False,True,,,True,,False,False,,,False,False,,True,True,True,,,,,,True,,,,True
17127,104,94.0,,98.8,,79.0,51.0,,,,,88.2,71.6,,,234.0,,43.8,77.6,,,30.0,76.1,,107.0,82.0,93.9,,,,,,102.9,,,,93.3,-10.0,,-5.2,,-25.0,-53.0,,,,,-15.8,-32.4,,,130.0,,-60.2,-26.4,,,-74.0,-27.9,,3.0,-22.0,-10.1,,,,,,-1.1,,,,-10.7,,True,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,True,False,False,,,,,,True,,,,False
17129,82,112.0,,108.5,,84.0,80.0,,,,,66.5,107.9,,,105.0,,84.6,81.5,,,65.0,82.6,,166.0,99.0,83.6,,,,,,101.1,,,,176.2,30.0,,26.5,,2.0,-2.0,,,,,-15.5,25.9,,,23.0,,2.6,-0.5,,,-17.0,0.6,,84.0,17.0,1.6,,,,,,19.1,,,,94.2,,True,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,False,True,True,,,,,,True,,,,False
17131,69,182.0,,179.2,,124.0,128.0,,,,,91.2,142.4,,,128.0,,111.9,86.7,,,78.0,131.1,,179.0,152.0,131.2,,,,,,185.0,,,,165.8,113.0,,110.2,,55.0,59.0,,,,,22.2,73.4,,,59.0,,42.9,17.7,,,9.0,62.1,,110.0,83.0,62.2,,,,,,116.0,,,,96.8,,True,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,True,True,True,,,,,,False,,,,True
17133,429,426.0,,430.2,,353.0,292.0,,,,,320.0,263.1,,,297.0,,308.8,236.5,445.0,,406.0,460.3,,459.0,372.0,343.0,,,,,356.7,385.1,,,,534.9,-3.0,,1.2,,-76.0,-137.0,,,,,-109.0,-165.9,,,-132.0,,-120.2,-192.5,16.0,,-23.0,31.3,,30.0,-57.0,-86.0,,,,,-72.3,-43.9,,,,105.9,,True,,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,False,False,False,,,,,False,False,,,,False
17135,632,288.0,,290.3,,282.0,249.0,,,,,219.5,190.1,,,368.0,,278.8,189.0,,,312.0,277.2,,349.0,248.0,298.2,,,,,,286.3,,,,398.4,-344.0,,-341.7,,-350.0,-383.0,,,,,-412.5,-441.9,,,-264.0,,-353.2,-443.0,,,-320.0,-354.8,,-283.0,-384.0,-333.8,,,,,,-345.7,,,,-233.6,,True,,False,False,,,,,False,False,,,True,,False,False,,,True,False,,True,False,True,,,,,,False,,,,True
17137,235,354.0,,339.8,,296.0,269.0,,,,,207.8,270.5,,,342.0,,285.6,216.0,281.0,,291.0,310.4,,344.0,321.0,314.1,,,,,196.8,341.3,,,,560.5,119.0,,104.8,,61.0,34.0,,,,,-27.2,35.5,,,107.0,,50.6,-19.0,46.0,,56.0,75.4,,109.0,86.0,79.1,,,,,-38.2,106.3,,,,325.5,,True,,True,True,,,,,True,True,,,True,,True,True,True,,True,True,,True,True,True,,,,,True,True,,,,False
17139,122,146.0,,154.3,,131.0,102.0,,,,,119.7,79.9,,,203.0,,59.1,98.7,,,121.0,150.7,,127.0,123.0,153.7,,,,,,163.0,,,,149.6,24.0,,32.3,,9.0,-20.0,,,,,-2.3,-42.1,,,81.0,,-62.9,-23.3,,,-1.0,28.7,,5.0,1.0,31.7,,,,,,41.0,,,,27.6,,False,,True,True,,,,,True,False,,,False,,False,True,,,True,False,,True,True,False,,,,,,False,,,,False
17141,426,540.0,,498.0,,430.0,390.0,,,,,378.0,394.5,,,365.0,,363.3,335.7,503.5,,375.0,413.0,,549.0,493.0,562.2,,,,,589.8,501.3,,,,646.9,114.0,,72.0,,4.0,-36.0,,,,,-48.0,-31.5,,,-61.0,,-62.7,-90.3,77.5,,-51.0,-13.0,,123.0,67.0,136.2,,,,,163.8,75.3,,,,220.9,,True,,True,True,,,,,True,True,,,True,,True,True,True,,True,True,,False,True,False,,,,,False,True,,,,False
17143,1329,1986.0,,1980.8,,1580.0,1767.0,,,,,1358.2,1651.0,,,1478.0,,1250.2,1341.1,1920.0,,1580.0,1677.8,,2092.0,1690.0,1469.5,,,,,1380.8,2001.5,1534.0,,,2682.8,657.0,,651.8,,251.0,438.0,,,,,29.2,322.0,,,149.0,,-78.8,12.1,591.0,,251.0,348.8,,763.0,361.0,140.5,,,,,51.8,672.5,205.0,,,1353.8,,True,,True,True,,,,,True,True,,,True,,True,True,True,,True,True,,False,True,True,,,,,True,False,True,,,False
17145,609,466.0,,468.5,,339.0,341.0,,,,,334.0,706.5,,,273.0,,326.2,212.2,,,614.0,734.3,,435.0,335.0,234.3,,,,,,346.5,,,,559.2,-143.0,,-140.5,,-270.0,-268.0,,,,,-275.0,97.5,,,-336.0,,-282.8,-396.8,,,5.0,125.3,,-174.0,-274.0,-374.7,,,,,,-262.5,,,,-49.8,,True,,False,False,,,,,False,True,,,False,,False,False,,,True,True,,False,False,False,,,,,,False,,,,True
17147,106,114.0,,119.7,,96.0,81.0,,,,,90.2,109.4,,,183.0,,52.1,67.9,,,80.0,120.1,,122.0,89.0,104.3,,,,,,137.8,,,,107.0,8.0,,13.7,,-10.0,-25.0,,,,,-15.8,3.4,,,77.0,,-53.9,-38.1,,,-26.0,14.1,,16.0,-17.0,-1.7,,,,,,31.8,,,,1.0,,False,,False,False,,,,,False,True,,,False,,False,False,,,False,False,,False,False,True,,,,,,False,,,,True
17149,156,160.0,,171.5,,144.0,98.0,,,,,120.4,132.9,,,152.0,,121.6,83.6,,,168.0,169.0,,154.0,134.0,133.3,,,,,,162.4,,,,178.2,4.0,,15.5,,-12.0,-58.0,,,,,-35.6,-23.1,,,-4.0,,-34.4,-72.4,,,12.0,13.0,,-2.0,-22.0,-22.7,,,,,,6.4,,,,22.2,,False,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,True,False,False,,,,,,False,,,,False
17151,39,40.0,,36.6,,31.0,22.0,,,,,29.1,30.7,,,45.0,,28.5,24.4,,,28.0,32.9,,57.0,35.0,22.6,,,,,,47.0,,,,65.3,1.0,,-2.4,,-8.0,-17.0,,,,,-9.9,-8.3,,,6.0,,-10.5,-14.6,,,-11.0,-6.1,,18.0,-4.0,-16.4,,,,,,8.0,,,,26.3,,False,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,False,,,,False
17153,38,68.0,,65.9,,53.0,37.0,,,,,50.9,40.1,,,58.0,,19.4,44.7,,,47.0,54.3,,70.0,56.0,58.9,,,,,,59.1,,,,76.3,30.0,,27.9,,15.0,-1.0,,,,,12.9,2.1,,,20.0,,-18.6,6.7,,,9.0,16.3,,32.0,18.0,20.9,,,,,,21.1,,,,38.3,,True,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,False,True,True,,,,,,True,,,,False
17155,26,14.0,,16.1,,22.0,18.0,,,,,24.5,27.4,,,49.0,,22.3,18.1,,,6.0,23.6,,,28.0,40.6,,,,,,41.0,,,,9.5,-12.0,,-9.9,,-4.0,-8.0,,,,,-1.5,1.4,,,23.0,,-3.7,-7.9,,,-20.0,-2.4,,,2.0,14.6,,,,,,15.0,,,,-16.5,,True,,True,True,,,,,True,True,,,False,,True,True,,,False,True,,,True,False,,,,,,False,,,,False
17157,395,404.0,,415.3,,351.0,308.0,,,,,344.5,253.6,,,403.0,,245.0,284.7,345.0,,334.0,389.5,,500.0,381.0,346.9,,,,,259.7,383.9,,,,596.6,9.0,,20.3,,-44.0,-87.0,,,,,-50.5,-141.4,,,8.0,,-150.0,-110.3,-50.0,,-61.0,-5.5,,105.0,-14.0,-48.1,,,,,-135.3,-11.1,,,,201.6,,False,,False,False,,,,,False,False,,,True,,False,False,False,,False,True,,False,False,False,,,,,False,False,,,,False
17159,177,248.0,,253.2,,183.0,176.0,,,,,182.3,233.3,,,225.0,,134.2,141.3,,,158.0,196.1,,267.0,198.0,171.1,,,,,,278.2,,,,267.3,71.0,,76.2,,6.0,-1.0,,,,,5.3,56.3,,,48.0,,-42.8,-35.7,,,-19.0,19.1,,90.0,21.0,-5.9,,,,,,101.2,,,,90.3,,False,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,False,True,True,,,,,,False,,,,False
17161,776,1072.0,,1054.4,,960.0,1007.0,,,,,804.1,898.6,,,1206.0,,608.6,845.8,982.0,,722.0,974.1,,1044.0,1053.0,1133.7,,,,,1298.4,1118.1,594.0,,,1280.8,296.0,,278.4,,184.0,231.0,,,,,28.1,122.6,,,430.0,,-167.4,69.8,206.0,,-54.0,198.1,,268.0,277.0,357.7,,,,,522.4,342.1,-182.0,,,504.8,,True,,True,True,,,,,True,True,,,False,,True,True,True,,True,True,,True,True,False,,,,,False,False,True,,,False
17163,2084,2490.0,,2489.0,,2042.0,2146.0,,,,,2016.9,1541.9,,,2226.0,,1595.2,1756.9,3010.0,,1982.0,1856.9,,2697.0,2350.0,,,,,,1503.6,2013.2,1525.0,,,2947.3,406.0,,405.0,,-42.0,62.0,,,,,-67.1,-542.1,,,142.0,,-488.8,-327.1,926.0,,-102.0,-227.1,,613.0,266.0,,,,,,-580.4,-70.8,-559.0,,,863.3,,True,,True,True,,,,,True,False,,,True,,False,True,False,,True,True,,False,True,,,,,,False,True,False,,,False
17165,271,326.0,,317.6,,316.0,245.0,,,,,230.4,275.3,,,360.0,,367.4,183.4,,,404.0,337.6,,371.0,259.0,264.5,,,,,,309.9,,,,347.6,55.0,,46.6,,45.0,-26.0,,,,,-40.6,4.3,,,89.0,,96.4,-87.6,,,133.0,66.6,,100.0,-12.0,-6.5,,,,,,38.9,,,,76.6,,True,,True,True,,,,,True,True,,,False,,False,False,,,False,False,,False,True,True,,,,,,True,,,,False
17167,899,1392.0,,1329.5,,1135.0,1421.0,,,,,1022.0,1183.8,,,1842.0,,907.0,1084.6,1569.5,,823.0,1128.9,,1429.0,1246.0,1429.8,,,,,1139.8,1390.0,904.0,,,2081.7,493.0,,430.5,,236.0,522.0,,,,,123.0,284.8,,,943.0,,8.0,185.6,670.5,,-76.0,229.9,,530.0,347.0,530.8,,,,,240.8,491.0,5.0,,,1182.7,,True,,True,False,,,,,True,True,,,False,,True,True,False,,True,True,,False,True,False,,,,,True,True,True,,,False
17169,50,46.0,,19.8,,55.0,107.0,,,,,49.1,52.6,,,81.0,,28.4,61.5,,,16.0,54.9,,,64.0,58.2,,,,,,80.5,,,,128.1,-4.0,,-30.2,,5.0,57.0,,,,,-0.9,2.6,,,31.0,,-21.6,11.5,,,-34.0,4.9,,,14.0,8.2,,,,,,30.5,,,,78.1,,False,,False,False,,,,,True,True,,,False,,False,False,,,False,False,,,False,False,,,,,,False,,,,False
17171,41,32.0,,25.6,,29.0,29.0,,,,,25.9,33.3,,,36.0,,10.4,23.3,,,18.0,21.0,,13.0,32.0,38.9,,,,,,51.9,,,,29.7,-9.0,,-15.4,,-12.0,-12.0,,,,,-15.1,-7.7,,,-5.0,,-30.6,-17.7,,,-23.0,-20.0,,-28.0,-9.0,-2.1,,,,,,10.9,,,,-11.3,,False,,False,False,,,,,False,True,,,True,,False,False,,,False,False,,False,False,True,,,,,,False,,,,False
17173,123,152.0,,169.4,,146.0,95.0,,,,,168.7,124.5,,,314.0,,56.9,125.2,,,92.0,140.1,,145.0,167.0,176.6,,,,,,178.1,,,,141.8,29.0,,46.4,,23.0,-28.0,,,,,45.7,1.5,,,191.0,,-66.1,2.2,,,-31.0,17.1,,22.0,44.0,53.6,,,,,,55.1,,,,18.8,,False,,True,True,,,,,False,True,,,False,,False,True,,,False,True,,True,False,False,,,,,,False,,,,True
17175,47,78.0,,85.2,,50.0,63.0,,,,,44.7,49.2,,,40.0,,46.0,43.1,,,37.0,45.5,,,70.0,52.0,,,,,,80.7,,,,91.8,31.0,,38.2,,3.0,16.0,,,,,-2.3,2.2,,,-7.0,,-1.0,-3.9,,,-10.0,-1.5,,,23.0,5.0,,,,,,33.7,,,,44.8,,False,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,,True,True,,,,,,False,,,,False
17177,246,344.0,,355.4,,316.0,214.0,,,,,251.7,241.6,,,331.0,,280.0,195.5,322.0,,236.0,324.5,,389.0,338.0,375.3,,,,,256.4,307.2,,,,438.7,98.0,,109.4,,70.0,-32.0,,,,,5.7,-4.4,,,85.0,,34.0,-50.5,76.0,,-10.0,78.5,,143.0,92.0,129.3,,,,,10.4,61.2,,,,192.7,,False,,True,True,,,,,True,True,,,True,,True,True,True,,True,True,,False,True,False,,,,,True,True,,,,False
17179,1392,1506.0,,1518.5,,1099.0,821.0,,,,,1039.0,1347.6,,,1287.0,,769.4,985.8,1135.5,,1032.0,1249.7,,1552.0,1351.0,1209.7,,,,,1041.7,1630.3,1055.0,,,2155.3,114.0,,126.5,,-293.0,-571.0,,,,,-353.0,-44.4,,,-105.0,,-622.6,-406.2,-256.5,,-360.0,-142.3,,160.0,-41.0,-182.3,,,,,-350.3,238.3,-337.0,,,763.3,,False,,False,False,,,,,False,True,,,True,,False,False,False,,False,False,,False,True,False,,,,,False,False,False,,,False
17181,210,212.0,,229.9,,176.0,127.0,,,,,167.2,136.0,,,222.0,,105.4,155.2,,,148.0,183.0,,227.0,183.0,200.5,,,,,,193.1,,,,181.1,2.0,,19.9,,-34.0,-83.0,,,,,-42.8,-74.0,,,12.0,,-104.6,-54.8,,,-62.0,-27.0,,17.0,-27.0,-9.5,,,,,,-16.9,,,,-28.9,,False,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,False,,,,False
17183,928,1466.0,,1443.2,,1026.0,933.0,,,,,754.9,1421.3,,,1158.0,,602.1,849.4,1085.5,,1019.0,1127.5,,1609.0,1184.0,657.8,,,,,1335.9,1001.7,,,,3806.2,538.0,,515.2,,98.0,5.0,,,,,-173.1,493.3,,,230.0,,-325.9,-78.6,157.5,,91.0,199.5,,681.0,256.0,-270.2,,,,,407.9,73.7,,,,2878.2,,True,,True,True,,,,,True,True,,,True,,True,True,True,,True,True,,False,True,True,,,,,True,True,,,,False
17185,120,228.0,,221.0,,172.0,155.0,,,,,148.0,131.8,,,179.0,,165.6,120.9,,,206.0,175.6,,320.0,173.0,137.6,,,,,,238.3,,,,260.3,108.0,,101.0,,52.0,35.0,,,,,28.0,11.8,,,59.0,,45.6,0.9,,,86.0,55.6,,200.0,53.0,17.6,,,,,,118.3,,,,140.3,,True,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,False,True,True,,,,,,False,,,,False
17187,121,178.0,,182.3,,146.0,126.0,,,,,139.6,132.4,,,165.0,,119.6,118.1,,,111.0,150.8,,166.0,163.0,153.7,,,,,,157.8,,,,246.9,57.0,,61.3,,25.0,5.0,,,,,18.6,11.4,,,44.0,,-1.4,-2.9,,,-10.0,29.8,,45.0,42.0,32.7,,,,,,36.8,,,,125.9,,False,,True,True,,,,,True,True,,,True,,True,True,,,True,True,,True,True,True,,,,,,True,,,,False
17189,186,240.0,,236.4,,182.0,193.0,,,,,150.0,92.8,,,154.0,,251.6,128.9,,,211.0,168.5,,265.0,189.0,128.6,,,,,,226.9,,,,397.8,54.0,,50.4,,-4.0,7.0,,,,,-36.0,-93.2,,,-32.0,,65.6,-57.1,,,25.0,-17.5,,79.0,3.0,-57.4,,,,,,40.9,,,,211.8,,True,,True,True,,,,,True,False,,,True,,False,False,,,True,True,,False,True,False,,,,,,True,,,,False
17191,136,212.0,,220.2,,188.0,151.0,,,,,181.3,183.4,,,259.0,,131.1,123.2,,,208.0,211.7,,203.0,175.0,168.8,,,,,,206.6,,,,250.6,76.0,,84.2,,52.0,15.0,,,,,45.3,47.4,,,123.0,,-4.9,-12.8,,,72.0,75.7,,67.0,39.0,32.8,,,,,,70.6,,,,114.6,,False,,True,True,,,,,True,True,,,False,,True,True,,,True,True,,True,True,True,,,,,,True,,,,False
17193,157,320.0,,325.5,,218.0,207.0,,,,,187.3,246.2,,,184.0,,596.6,190.2,,,276.5,229.5,,350.0,221.0,146.6,,,,,,330.6,,,,494.8,163.0,,168.5,,61.0,50.0,,,,,30.3,89.2,,,27.0,,439.6,33.2,,,119.5,72.5,,193.0,64.0,-10.4,,,,,,173.6,,,,337.8,,False,,True,True,,,,,True,True,,,True,,False,True,,,True,True,,False,True,True,,,,,,False,,,,False
17195,436,460.0,,472.5,,364.0,250.0,,,,,265.0,433.3,,,469.0,,124.2,285.5,300.0,,366.0,411.8,,368.0,434.0,444.4,,,,,356.6,441.8,,,,644.3,24.0,,36.5,,-72.0,-186.0,,,,,-171.0,-2.7,,,33.0,,-311.8,-150.5,-136.0,,-70.0,-24.2,,-68.0,-2.0,8.4,,,,,-79.4,5.8,,,,208.3,,False,,False,False,,,,,False,True,,,False,,False,False,False,,False,False,,False,True,True,,,,,False,True,,,,False
17197,4242,5552.0,,5351.0,5365.9,4783.0,4092.0,,,,,3959.3,4355.1,,4814.9,6421.0,,3067.9,4312.8,6264.5,,4198.0,4877.9,,6018.0,5182.0,4713.3,,,,,4889.8,5516.4,3908.0,,,8536.7,1310.0,,1109.0,1123.9,541.0,-150.0,,,,,-282.7,113.1,,572.9,2179.0,,-1174.1,70.8,2022.5,,-44.0,635.9,,1776.0,940.0,471.3,,,,,647.8,1274.4,-334.0,,,4294.7,,True,True,True,True,,,,,True,True,,True,False,,True,True,False,,True,True,,False,True,True,,,,,True,True,True,,,False
17199,685,698.0,,702.9,,602.0,466.0,,,,,579.1,487.8,,,930.0,,476.2,472.7,714.5,,526.0,611.3,,740.0,611.0,627.8,,,,,534.0,888.9,,,,1125.0,13.0,,17.9,,-83.0,-219.0,,,,,-105.9,-197.2,,,245.0,,-208.8,-212.3,29.5,,-159.0,-73.7,,55.0,-74.0,-57.2,,,,,-151.0,203.9,,,,440.0,,False,,False,False,,,,,False,False,,,False,,False,False,False,,False,False,,False,False,False,,,,,False,False,,,,False
17201,1551,2014.0,,2063.7,1995.7,1840.0,1618.0,,,,,1580.3,1155.6,,,2204.0,,1337.8,1650.9,2291.5,,1551.0,1718.2,,2177.0,2207.0,2502.5,,,,,1401.7,2449.7,1174.0,,,2495.3,463.0,,512.7,444.7,289.0,67.0,,,,,29.3,-395.4,,,653.0,,-213.2,99.9,740.5,,0.0,167.2,,626.0,656.0,951.5,,,,,-149.3,898.7,-377.0,,,944.3,,False,True,True,True,,,,,True,True,,,False,,True,True,False,,True,True,,False,False,False,,,,,True,False,True,,,False
17203,365,446.0,,453.9,,384.0,277.0,,,,,308.9,412.4,,,345.0,,381.7,250.3,462.0,,390.0,390.8,,435.0,399.0,314.4,,,,,374.0,402.7,,,,525.3,81.0,,88.9,,19.0,-88.0,,,,,-56.1,47.4,,,-20.0,,16.7,-114.7,97.0,,25.0,25.8,,70.0,34.0,-50.6,,,,,9.0,37.7,,,,160.3,,False,,True,False,,,,,True,True,,,True,,True,False,False,,True,True,,True,True,True,,,,,True,True,,,,False
18001,235,360.0,,332.4,,344.0,217.0,,,,,255.1,368.9,,,490.0,,159.2,170.4,392.5,,273.0,334.3,,411.0,355.0,446.7,,,,,,320.4,,,,415.5,125.0,,97.4,,109.0,-18.0,,,,,20.1,133.9,,,255.0,,-75.8,-64.6,157.5,,38.0,99.3,,176.0,120.0,211.7,,,,,,85.4,,,,180.5,,True,,True,True,,,,,True,False,,,False,,True,True,False,,True,True,,False,True,False,,,,,,True,,,,False
18003,3007,3502.0,,3610.9,3545.7,3131.0,3319.0,,,,,2489.5,3001.4,,,3722.0,,2068.2,2108.4,3925.5,,2899.5,3052.9,,3788.0,3276.0,3218.7,,,,,2729.8,3035.7,2386.0,,,3821.4,495.0,,603.9,538.7,124.0,312.0,,,,,-517.5,-5.6,,,715.0,,-938.8,-898.6,918.5,,-107.5,45.9,,781.0,269.0,211.7,,,,,-277.2,28.7,-621.0,,,814.4,,False,False,True,True,,,,,False,True,,,False,,False,False,False,,True,True,,False,True,True,,,,,True,True,False,,,False
18005,661,812.0,,841.2,,743.0,707.0,,,,,588.4,534.1,,,1027.0,,466.0,508.9,965.0,,699.0,734.3,,979.0,712.0,771.6,,,,,801.3,650.8,,,,884.7,151.0,,180.2,,82.0,46.0,,,,,-72.6,-126.9,,,366.0,,-195.0,-152.1,304.0,,38.0,73.3,,318.0,51.0,110.6,,,,,140.3,-10.2,,,,223.7,,False,,True,True,,,,,True,True,,,False,,False,False,False,,True,True,,False,True,True,,,,,True,True,,,,False
18007,90,142.0,,133.2,,117.0,143.0,,,,,107.1,60.4,,,87.0,,152.9,81.2,,,113.0,113.1,,198.0,126.0,105.6,,,,,,145.4,,,,237.0,52.0,,43.2,,27.0,53.0,,,,,17.1,-29.6,,,-3.0,,62.9,-8.8,,,23.0,23.1,,108.0,36.0,15.6,,,,,,55.4,,,,147.0,,True,,True,False,,,,,True,True,,,True,,False,True,,,True,True,,False,True,True,,,,,,False,,,,False
18009,89,88.0,,100.5,,86.0,98.0,,,,,80.1,65.9,,,176.0,,56.6,76.1,,,65.0,80.1,,115.0,93.0,140.9,,,,,,133.1,,,,74.5,-1.0,,11.5,,-3.0,9.0,,,,,-8.9,-23.1,,,87.0,,-32.4,-12.9,,,-24.0,-8.9,,26.0,4.0,51.9,,,,,,44.1,,,,-14.5,,False,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,False,,,,False
18011,822,836.0,,826.0,,770.0,818.0,,,,,558.3,699.9,,,677.0,,574.6,496.3,847.5,,820.0,767.2,,994.0,741.0,746.2,,,,,871.8,735.2,,,,1267.7,14.0,,4.0,,-52.0,-4.0,,,,,-263.7,-122.1,,,-145.0,,-247.4,-325.7,25.5,,-2.0,-54.8,,172.0,-81.0,-75.8,,,,,49.8,-86.8,,,,445.7,,True,,False,True,,,,,False,False,,,False,,False,False,False,,True,False,,False,False,False,,,,,False,False,,,,False
18013,153,148.0,,133.1,,130.0,129.0,,,,,88.4,114.6,,,186.0,,67.1,96.5,,,120.0,139.1,,214.0,140.0,123.9,,,,,,106.5,,,,173.9,-5.0,,-19.9,,-23.0,-24.0,,,,,-64.6,-38.4,,,33.0,,-85.9,-56.5,,,-33.0,-13.9,,61.0,-13.0,-29.1,,,,,,-46.5,,,,20.9,,False,,False,False,,,,,False,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,False,,,,False
