,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,OneQuietNight-ML,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-OneQuietNight-ML,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
19147,172,280.0,313.0,,,,,458.0,,125.1,179.4,,158.0,357.0,,,,,,108.0,141.0,,,,,286.0,,-46.9,7.4,,-14.0,185.0,,,,,,False,,,,,False,,True,True,,True,False,,,,,
19149,627,895.0,160.0,,,,,990.0,,236.3,568.2,,579.0,1074.0,,,782.0,,,268.0,-467.0,,,,,363.0,,-390.7,-58.8,,-48.0,447.0,,,155.0,,,False,,,,,False,,False,True,,True,False,,,True,,
19151,169,250.0,82.0,,,,,252.0,,64.9,72.4,,221.0,287.0,,,,,,81.0,-87.0,,,,,83.0,,-104.1,-96.6,,52.0,118.0,,,,,,False,,,,,False,,False,False,,True,False,,,,,
19153,8298,13275.0,7429.0,,,,,14949.0,,6276.4,11197.4,,9237.0,14577.0,,,8090.4,,,4977.0,-869.0,,,,,6651.0,,-2021.6,2899.4,,939.0,6279.0,,,-207.6,,,True,,,,,False,,True,True,,True,False,,,True,,
19155,2138,2875.0,2455.0,,,,,3324.0,,3321.9,1939.8,,1958.0,3676.0,,,2842.3,,,737.0,317.0,,,,,1186.0,,1183.9,-198.2,,-180.0,1538.0,,,704.3,,,True,,,,,False,,False,True,,True,False,,,True,,
19157,227,440.0,475.0,,,,,531.0,,138.3,150.8,,235.5,587.0,,,,,,213.0,248.0,,,,,304.0,,-88.7,-76.2,,8.5,360.0,,,,,,False,,,,,False,,True,True,,True,False,,,,,
19159,156,185.0,156.0,,,,,126.0,,800.4,43.8,,151.0,214.0,,,,,,29.0,0.0,,,,,-30.0,,644.4,-112.2,,-5.0,58.0,,,,,,True,,,,,False,,False,False,,True,False,,,,,
19161,188,510.0,472.0,,,,,457.0,,149.4,216.1,,366.0,479.0,,,,,,322.0,284.0,,,,,269.0,,-38.6,28.1,,178.0,291.0,,,,,,True,,,,,True,,True,True,,True,True,,,,,
19163,3101,5380.0,2163.0,,,,,4642.0,,2156.6,3066.4,,4031.0,6399.0,,,8799.3,,,2279.0,-938.0,,,,,1541.0,,-944.4,-34.6,,930.0,3298.0,,,5698.3,,,True,,,,,True,,True,True,,True,False,,,False,,
19165,197,260.0,255.0,,,,,546.0,,74.1,108.9,,93.0,414.0,,,,,,63.0,58.0,,,,,349.0,,-122.9,-88.1,,-104.0,217.0,,,,,,True,,,,,False,,False,False,,False,False,,,,,
19167,674,1065.0,1202.0,,,,,1488.0,,466.1,641.7,,592.0,1408.0,,,728.7,,,391.0,528.0,,,,,814.0,,-207.9,-32.3,,-82.0,734.0,,,54.7,,,False,,,,,False,,True,True,,True,False,,,True,,
19169,1272,2315.0,1172.0,,,,,2802.0,,2302.1,1907.6,,718.5,2787.0,,,2539.5,,,1043.0,-100.0,,,,,1530.0,,1030.1,635.6,,-553.5,1515.0,,,1267.5,,,True,,,,,False,,True,True,,True,False,,,False,,
19171,226,465.0,308.0,,,,,486.0,,171.0,260.8,,280.0,569.0,,,,,,239.0,82.0,,,,,260.0,,-55.0,34.8,,54.0,343.0,,,,,,True,,,,,False,,True,True,,True,False,,,,,
19173,84,255.0,114.0,,,,,215.0,,92.4,45.0,,132.0,262.0,,,,,,171.0,30.0,,,,,131.0,,8.4,-39.0,,48.0,178.0,,,,,,True,,,,,True,,True,True,,True,False,,,,,
19175,271,455.0,476.0,,,,,534.0,,259.2,182.7,,318.0,504.0,,,,,,184.0,205.0,,,,,263.0,,-11.8,-88.3,,47.0,233.0,,,,,,False,,,,,False,,True,True,,True,False,,,,,
19177,103,150.0,170.0,,,,,182.0,,73.9,31.8,,79.0,221.0,,,,,,47.0,67.0,,,,,79.0,,-29.1,-71.2,,-24.0,118.0,,,,,,False,,,,,False,,True,False,,True,False,,,,,
19179,598,895.0,1068.0,,,,,1303.0,,470.9,612.5,,578.5,1167.0,,,518.0,,,297.0,470.0,,,,,705.0,,-127.1,14.5,,-19.5,569.0,,,-80.0,,,False,,,,,False,,True,True,,True,False,,,True,,
19181,1050,1520.0,1030.0,,,,,1506.0,,693.9,1005.7,,1062.0,1735.0,,,1186.7,,,470.0,-20.0,,,,,456.0,,-356.1,-44.3,,12.0,685.0,,,136.7,,,True,,,,,True,,True,True,,True,False,,,True,,
19183,495,755.0,718.0,,,,,539.0,,392.2,311.8,,500.0,875.0,,,,,,260.0,223.0,,,,,44.0,,-102.8,-183.2,,5.0,380.0,,,,,,True,,,,,True,,True,True,,True,False,,,,,
19185,88,90.0,54.0,,,,,169.0,,18.8,54.6,,50.0,160.0,,,,,,2.0,-34.0,,,,,81.0,,-69.2,-33.4,,-38.0,72.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
19187,879,1520.0,882.0,,,,,1694.0,,618.6,821.6,,646.0,1796.0,,,,,,641.0,3.0,,,,,815.0,,-260.4,-57.4,,-233.0,917.0,,,,,,True,,,,,False,,True,True,,True,False,,,,,
19189,191,275.0,279.0,,,,,427.0,,134.6,152.3,,178.0,392.0,,,,,,84.0,88.0,,,,,236.0,,-56.4,-38.7,,-13.0,201.0,,,,,,False,,,,,False,,True,True,,True,False,,,,,
19191,431,395.0,498.0,,,,,586.0,,464.0,179.4,,279.0,678.0,,,,,,-36.0,67.0,,,,,155.0,,33.0,-251.6,,-152.0,247.0,,,,,,False,,,,,False,,True,False,,False,False,,,,,
19193,2047,2590.0,2576.0,,,,,4399.0,,786.5,2347.1,,1781.5,3949.0,,,2206.8,,,543.0,529.0,,,,,2352.0,,-1260.5,300.1,,-265.5,1902.0,,,159.8,,,True,,,,,False,,False,True,,True,False,,,True,,
19195,178,125.0,153.0,,,,,259.0,,152.2,72.7,,118.0,243.0,,,,,,-53.0,-25.0,,,,,81.0,,-25.8,-105.3,,-60.0,65.0,,,,,,True,,,,,False,,True,False,,False,False,,,,,
19197,299,505.0,470.0,,,,,544.0,,324.4,211.3,,464.0,527.0,,,,,,206.0,171.0,,,,,245.0,,25.4,-87.7,,165.0,228.0,,,,,,True,,,,,False,,True,True,,True,False,,,,,
20001,335,250.0,277.0,,,,,366.0,,156.8,158.4,,221.0,466.0,,,,,,-85.0,-58.0,,,,,31.0,,-178.2,-176.6,,-114.0,131.0,,,,,,True,,,,,True,,False,False,,False,False,,,,,
20003,219,160.0,149.0,,,,,332.0,,80.4,85.8,,177.0,290.0,,,,,,-59.0,-70.0,,,,,113.0,,-138.6,-133.2,,-42.0,71.0,,,,,,False,,,,,False,,False,False,,True,False,,,,,
20005,418,365.0,439.0,,,,,580.0,,183.9,158.7,,309.0,551.0,,,,,,-53.0,21.0,,,,,162.0,,-234.1,-259.3,,-109.0,133.0,,,,,,True,,,,,False,,False,False,,False,False,,,,,
20007,99,105.0,71.0,,,,,116.0,,29.5,55.0,,131.0,162.0,,,,,,6.0,-28.0,,,,,17.0,,-69.5,-44.0,,32.0,63.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
20009,577,985.0,887.0,,,,,947.0,,633.1,450.7,,236.0,1279.0,,,,,,408.0,310.0,,,,,370.0,,56.1,-126.3,,-341.0,702.0,,,,,,True,,,,,True,,True,True,,True,False,,,,,
20011,428,400.0,564.0,,,,,445.0,,1336.0,194.6,,218.0,599.0,,,,,,-28.0,136.0,,,,,17.0,,908.0,-233.4,,-210.0,171.0,,,,,,False,,,,,True,,False,False,,False,False,,,,,
20013,332,595.0,405.0,,,,,392.0,,704.6,215.8,,480.0,570.0,,,,,,263.0,73.0,,,,,60.0,,372.6,-116.2,,148.0,238.0,,,,,,True,,,,,True,,False,True,,True,True,,,,,
20015,2139,2820.0,2539.0,,,,,1806.0,,1700.2,1383.3,,1789.0,3177.0,,,2115.8,,,681.0,400.0,,,,,-333.0,,-438.8,-755.7,,-350.0,1038.0,,,-23.2,,,True,,,,,True,,True,False,,True,False,,,True,,
20017,78,75.0,18.0,,,,,111.0,,110.8,23.6,,58.0,124.0,,,,,,-3.0,-60.0,,,,,33.0,,32.8,-54.4,,-20.0,46.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
20019,108,90.0,15.0,,,,,117.0,,1028.2,19.7,,47.0,123.0,,,,,,-18.0,-93.0,,,,,9.0,,920.2,-88.3,,-61.0,15.0,,,,,,False,,,,,True,,False,False,,False,True,,,,,
20021,640,505.0,166.0,,,,,680.0,,323.7,195.6,,26.0,776.0,,,,,,-135.0,-474.0,,,,,40.0,,-316.3,-444.4,,-614.0,136.0,,,,,,False,,,,,True,,False,False,,False,False,,,,,
20023,77,40.0,0.0,,,,,170.0,,43.0,24.9,,82.0,97.0,,,,,,-37.0,-77.0,,,,,93.0,,-34.0,-52.1,,5.0,20.0,,,,,,False,,,,,False,,True,False,,True,True,,,,,
20025,65,150.0,0.0,,,,,99.0,,359.7,2.6,,53.0,122.0,,,,,,85.0,-65.0,,,,,34.0,,294.7,-62.4,,-12.0,57.0,,,,,,True,,,,,True,,False,True,,True,True,,,,,
20027,223,70.0,311.0,,,,,373.0,,125.9,53.6,,287.0,296.0,,,,,,-153.0,88.0,,,,,150.0,,-97.1,-169.4,,64.0,73.0,,,,,,True,,,,,True,,True,False,,True,True,,,,,
20029,274,465.0,317.0,,,,,387.0,,229.0,86.2,,429.0,460.0,,,,,,191.0,43.0,,,,,113.0,,-45.0,-187.8,,155.0,186.0,,,,,,True,,,,,True,,True,True,,True,True,,,,,
20031,222,140.0,209.0,,,,,270.0,,76.4,20.6,,130.0,312.0,,,,,,-82.0,-13.0,,,,,48.0,,-145.6,-201.4,,-92.0,90.0,,,,,,True,,,,,True,,False,False,,False,False,,,,,
20033,79,135.0,1.0,,,,,72.0,,732.5,17.9,,43.0,110.0,,,,,,56.0,-78.0,,,,,-7.0,,653.5,-61.1,,-36.0,31.0,,,,,,False,,,,,True,,False,False,,True,True,,,,,
20035,1084,1560.0,1490.0,,,,,955.0,,1197.6,919.2,,992.0,1777.0,,,,,,476.0,406.0,,,,,-129.0,,113.6,-164.8,,-92.0,693.0,,,,,,True,,,,,True,,True,True,,True,False,,,,,
20037,1104,1235.0,1152.0,,,,,1094.0,,1003.0,722.5,,846.0,1696.0,,,,,,131.0,48.0,,,,,-10.0,,-101.0,-381.5,,-258.0,592.0,,,,,,True,,,,,True,,True,False,,False,False,,,,,
20039,33,45.0,0.0,,,,,139.0,,5.0,18.6,,80.0,93.0,,,,,,12.0,-33.0,,,,,106.0,,-28.0,-14.4,,47.0,60.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
20041,555,370.0,390.0,,,,,653.0,,129.2,204.7,,31.0,675.0,,,,,,-185.0,-165.0,,,,,98.0,,-425.8,-350.3,,-524.0,120.0,,,,,,True,,,,,True,,False,False,,False,True,,,,,
20043,235,560.0,546.0,,,,,258.0,,394.0,84.7,,276.0,482.0,,,,,,325.0,311.0,,,,,23.0,,159.0,-150.3,,41.0,247.0,,,,,,True,,,,,True,,True,True,,True,True,,,,,
20045,1706,2750.0,2496.0,,,,,2917.0,,2393.9,1990.2,,1758.0,3329.0,,,988.7,,,1044.0,790.0,,,,,1211.0,,687.9,284.2,,52.0,1623.0,,,-717.3,,,True,,,,,False,,True,True,,True,False,,,True,,
20047,72,60.0,0.0,,,,,95.0,,167.9,12.5,,87.0,122.0,,,,,,-12.0,-72.0,,,,,23.0,,95.9,-59.5,,15.0,50.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
20049,60,60.0,10.0,,,,,53.0,,111.5,33.2,,34.0,98.0,,,,,,0.0,-50.0,,,,,-7.0,,51.5,-26.8,,-26.0,38.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
20051,884,1090.0,1409.0,,,,,1160.0,,1694.7,604.1,,41.0,1460.0,,,,,,206.0,525.0,,,,,276.0,,810.7,-279.9,,-843.0,576.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
20053,362,790.0,213.0,,,,,224.0,,774.9,130.5,,421.0,360.0,,,,,,428.0,-149.0,,,,,-138.0,,412.9,-231.5,,59.0,-2.0,,,,,,True,,,,,True,,True,True,,True,True,,,,,
20055,860,1045.0,610.0,,,,,1595.0,,1056.3,840.6,,905.0,2053.0,,,420.3,,,185.0,-250.0,,,,,735.0,,196.3,-19.4,,45.0,1193.0,,,-439.7,,,False,,,,,False,,False,True,,True,False,,,False,,
20057,584,885.0,581.0,,,,,1471.0,,450.7,749.7,,1162.0,1218.0,,,744.8,,,301.0,-3.0,,,,,887.0,,-133.3,165.7,,578.0,634.0,,,160.8,,,True,,,,,False,,True,True,,False,False,,,True,,
20059,744,720.0,640.0,,,,,837.0,,400.9,326.9,,522.0,973.0,,,,,,-24.0,-104.0,,,,,93.0,,-343.1,-417.1,,-222.0,229.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
20061,879,945.0,941.0,,,,,1443.0,,837.4,437.4,,356.0,957.0,,,,,,66.0,62.0,,,,,564.0,,-41.6,-441.6,,-523.0,78.0,,,,,,True,,,,,False,,True,False,,False,False,,,,,
20063,38,125.0,0.0,,,,,80.0,,118.9,30.4,,126.0,140.0,,,,,,87.0,-38.0,,,,,42.0,,80.9,-7.6,,88.0,102.0,,,,,,True,,,,,True,,True,True,,False,False,,,,,
20065,51,150.0,0.0,,,,,84.0,,62.6,29.4,,92.0,137.0,,,,,,99.0,-51.0,,,,,33.0,,11.6,-21.6,,41.0,86.0,,,,,,True,,,,,True,,True,True,,True,True,,,,,
20067,173,370.0,113.0,,,,,234.0,,122.2,98.3,,165.0,346.0,,,,,,197.0,-60.0,,,,,61.0,,-50.8,-74.7,,-8.0,173.0,,,,,,True,,,,,True,,True,True,,True,True,,,,,
20069,125,75.0,113.0,,,,,153.0,,18.5,64.4,,139.0,230.0,,,,,,-50.0,-12.0,,,,,28.0,,-106.5,-60.6,,14.0,105.0,,,,,,True,,,,,True,,False,False,,True,False,,,,,
20071,11,10.0,0.0,,,,,71.0,,17.8,8.5,,48.0,43.0,,,,,,-1.0,-11.0,,,,,60.0,,6.8,-2.5,,37.0,32.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
20073,274,180.0,79.0,,,,,213.0,,0.0,28.9,,81.0,231.0,,,,,,-94.0,-195.0,,,,,-61.0,,-274.0,-245.1,,-193.0,-43.0,,,,,,False,,,,,True,,False,False,,False,True,,,,,
20075,41,100.0,2.0,,,,,141.0,,792.5,11.4,,77.0,120.0,,,,,,59.0,-39.0,,,,,100.0,,751.5,-29.6,,36.0,79.0,,,,,,True,,,,,False,,False,True,,True,False,,,,,
20077,121,190.0,15.0,,,,,146.0,,241.6,109.6,,149.0,244.0,,,,,,69.0,-106.0,,,,,25.0,,120.6,-11.4,,28.0,123.0,,,,,,False,,,,,True,,False,True,,True,False,,,,,
20079,911,1215.0,917.0,,,,,901.0,,594.9,605.6,,1152.5,1526.0,,,,,,304.0,6.0,,,,,-10.0,,-316.1,-305.4,,241.5,615.0,,,,,,True,,,,,True,,False,False,,True,False,,,,,
20081,102,135.0,65.0,,,,,126.0,,68.3,15.0,,93.0,166.0,,,,,,33.0,-37.0,,,,,24.0,,-33.7,-87.0,,-9.0,64.0,,,,,,False,,,,,True,,False,False,,True,False,,,,,
20083,27,55.0,0.0,,,,,98.0,,23.4,7.6,,87.0,75.0,,,,,,28.0,-27.0,,,,,71.0,,-3.6,-19.4,,60.0,48.0,,,,,,True,,,,,False,,True,True,,False,False,,,,,
20085,357,545.0,476.0,,,,,490.0,,527.0,209.4,,335.0,538.0,,,,,,188.0,119.0,,,,,133.0,,170.0,-147.6,,-22.0,181.0,,,,,,True,,,,,True,,True,True,,True,True,,,,,
20087,503,510.0,630.0,,,,,536.0,,550.9,222.1,,201.0,728.0,,,,,,7.0,127.0,,,,,33.0,,47.9,-280.9,,-302.0,225.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
20089,91,95.0,13.0,,,,,67.0,,466.9,13.2,,34.0,112.0,,,,,,4.0,-78.0,,,,,-24.0,,375.9,-77.8,,-57.0,21.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
20091,12965,14200.0,10751.0,,,,,10478.0,,11384.8,10874.6,,11555.5,17066.0,,,12097.8,,,1235.0,-2214.0,,,,,-2487.0,,-1580.2,-2090.4,,-1409.5,4101.0,,,-867.2,,,False,,,,,False,,False,False,,False,False,,,True,,
20093,126,1290.0,0.0,,,,,133.0,,1580.2,28.5,,173.5,283.0,,,,,,1164.0,-126.0,,,,,7.0,,1454.2,-97.5,,47.5,157.0,,,,,,True,,,,,True,,False,True,,True,True,,,,,
20095,196,330.0,335.0,,,,,196.0,,459.6,199.8,,214.0,358.0,,,,,,134.0,139.0,,,,,0.0,,263.6,3.8,,18.0,162.0,,,,,,False,,,,,True,,False,True,,True,False,,,,,
20097,72,30.0,0.0,,,,,40.0,,36.0,14.5,,20.0,76.0,,,,,,-42.0,-72.0,,,,,-32.0,,-36.0,-57.5,,-52.0,4.0,,,,,,False,,,,,True,,True,False,,False,True,,,,,
20099,1146,565.0,530.0,,,,,572.0,,263.8,230.6,,424.0,757.0,,,,,,-581.0,-616.0,,,,,-574.0,,-882.2,-915.4,,-722.0,-389.0,,,,,,False,,,,,True,,False,False,,False,True,,,,,
20101,51,45.0,0.0,,,,,100.0,,184.0,9.8,,44.0,71.0,,,,,,-6.0,-51.0,,,,,49.0,,133.0,-41.2,,-7.0,20.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
20103,1389,1605.0,1557.0,,,,,2243.0,,1639.1,1049.7,,1045.0,2326.0,,,719.8,,,216.0,168.0,,,,,854.0,,250.1,-339.3,,-344.0,937.0,,,-669.2,,,True,,,,,False,,False,False,,False,False,,,False,,
20105,139,130.0,32.0,,,,,93.0,,720.3,25.1,,51.0,142.0,,,,,,-9.0,-107.0,,,,,-46.0,,581.3,-113.9,,-88.0,3.0,,,,,,False,,,,,False,,False,False,,False,True,,,,,
20107,239,235.0,311.0,,,,,258.0,,144.1,62.0,,165.0,319.0,,,,,,-4.0,72.0,,,,,19.0,,-94.9,-177.0,,-74.0,80.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
20109,49,100.0,0.0,,,,,91.0,,37.5,44.3,,126.0,124.0,,,,,,51.0,-49.0,,,,,42.0,,-11.5,-4.7,,77.0,75.0,,,,,,True,,,,,True,,True,True,,False,False,,,,,
20111,806,1840.0,1926.0,,,,,1345.0,,2615.1,978.9,,612.0,1873.0,,,633.1,,,1034.0,1120.0,,,,,539.0,,1809.1,172.9,,-194.0,1067.0,,,-172.9,,,False,,,,,True,,False,True,,True,False,,,True,,
20113,1005,660.0,706.0,,,,,788.0,,896.5,413.2,,351.0,1044.0,,,,,,-345.0,-299.0,,,,,-217.0,,-108.5,-591.8,,-654.0,39.0,,,,,,True,,,,,True,,True,False,,False,True,,,,,
20115,282,230.0,236.0,,,,,328.0,,77.4,74.0,,249.0,401.0,,,,,,-52.0,-46.0,,,,,46.0,,-204.6,-208.0,,-33.0,119.0,,,,,,True,,,,,True,,False,False,,True,False,,,,,
20117,406,435.0,426.0,,,,,451.0,,367.1,283.8,,349.0,470.0,,,,,,29.0,20.0,,,,,45.0,,-38.9,-122.2,,-57.0,64.0,,,,,,True,,,,,False,,False,False,,False,False,,,,,
20119,97,115.0,137.0,,,,,128.0,,290.5,26.1,,120.0,181.0,,,,,,18.0,40.0,,,,,31.0,,193.5,-70.9,,23.0,84.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
20121,867,735.0,836.0,,,,,848.0,,973.5,383.9,,448.5,1124.0,,,,,,-132.0,-31.0,,,,,-19.0,,106.5,-483.1,,-418.5,257.0,,,,,,True,,,,,True,,True,False,,False,False,,,,,
20123,197,125.0,160.0,,,,,211.0,,509.1,57.2,,129.0,226.0,,,,,,-72.0,-37.0,,,,,14.0,,312.1,-139.8,,-68.0,29.0,,,,,,True,,,,,True,,False,False,,True,True,,,,,
20125,1188,795.0,1113.0,,,,,1038.0,,1461.2,310.7,,401.0,1103.0,,,,,,-393.0,-75.0,,,,,-150.0,,273.2,-877.3,,-787.0,-85.0,,,,,,True,,,,,True,,True,False,,False,True,,,,,
20127,238,105.0,79.0,,,,,176.0,,22.2,38.2,,91.0,186.0,,,,,,-133.0,-159.0,,,,,-62.0,,-215.8,-199.8,,-147.0,-52.0,,,,,,False,,,,,True,,False,False,,False,True,,,,,
20129,37,135.0,35.0,,,,,141.0,,17.3,10.6,,90.0,136.0,,,,,,98.0,-2.0,,,,,104.0,,-19.7,-26.4,,53.0,99.0,,,,,,True,,,,,False,,True,True,,True,False,,,,,
20131,342,695.0,475.0,,,,,388.0,,248.9,192.2,,193.0,672.0,,,,,,353.0,133.0,,,,,46.0,,-93.1,-149.8,,-149.0,330.0,,,,,,True,,,,,True,,True,True,,True,True,,,,,
20133,562,375.0,250.0,,,,,564.0,,187.9,279.5,,387.5,645.0,,,,,,-187.0,-312.0,,,,,2.0,,-374.1,-282.5,,-174.5,83.0,,,,,,False,,,,,True,,False,False,,True,True,,,,,
20135,37,190.0,0.0,,,,,86.0,,198.4,66.4,,107.0,156.0,,,,,,153.0,-37.0,,,,,49.0,,161.4,29.4,,70.0,119.0,,,,,,True,,,,,True,,False,True,,True,True,,,,,
20137,117,150.0,23.0,,,,,209.0,,20.4,34.8,,535.0,225.0,,,,,,33.0,-94.0,,,,,92.0,,-96.6,-82.2,,418.0,108.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
20139,322,445.0,628.0,,,,,480.0,,475.2,120.7,,322.0,579.0,,,,,,123.0,306.0,,,,,158.0,,153.2,-201.3,,0.0,257.0,,,,,,False,,,,,False,,False,False,,True,False,,,,,
20141,111,90.0,6.0,,,,,83.0,,1799.6,31.4,,53.0,135.0,,,,,,-21.0,-105.0,,,,,-28.0,,1688.6,-79.6,,-58.0,24.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
20143,179,250.0,71.0,,,,,187.0,,532.9,62.4,,120.0,299.0,,,,,,71.0,-108.0,,,,,8.0,,353.9,-116.6,,-59.0,120.0,,,,,,False,,,,,True,,False,False,,True,False,,,,,
20145,352,345.0,319.0,,,,,277.0,,930.8,171.9,,204.0,342.0,,,,,,-7.0,-33.0,,,,,-75.0,,578.8,-180.1,,-148.0,-10.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
20147,160,345.0,251.0,,,,,159.0,,231.0,65.3,,217.0,322.0,,,,,,185.0,91.0,,,,,-1.0,,71.0,-94.7,,57.0,162.0,,,,,,True,,,,,True,,True,True,,True,True,,,,,
20149,475,315.0,367.0,,,,,949.0,,279.2,221.5,,271.0,668.0,,,,,,-160.0,-108.0,,,,,474.0,,-195.8,-253.5,,-204.0,193.0,,,,,,True,,,,,False,,False,False,,False,False,,,,,
20151,204,235.0,311.0,,,,,297.0,,89.7,82.4,,113.0,371.0,,,,,,31.0,107.0,,,,,93.0,,-114.3,-121.6,,-91.0,167.0,,,,,,False,,,,,False,,False,False,,False,False,,,,,
20153,79,195.0,0.0,,,,,142.0,,119.6,21.1,,58.0,148.0,,,,,,116.0,-79.0,,,,,63.0,,40.6,-57.9,,-21.0,69.0,,,,,,True,,,,,True,,True,True,,True,True,,,,,
20155,2169,3735.0,2996.0,,,,,2410.0,,2748.3,1481.8,,5388.5,3941.0,,,1960.5,,,1566.0,827.0,,,,,241.0,,579.3,-687.2,,3219.5,1772.0,,,-208.5,,,True,,,,,True,,True,True,,False,False,,,True,,
20157,260,370.0,281.0,,,,,180.0,,790.8,75.4,,222.0,309.0,,,,,,110.0,21.0,,,,,-80.0,,530.8,-184.6,,-38.0,49.0,,,,,,True,,,,,True,,False,False,,True,True,,,,,
20159,373,570.0,560.0,,,,,282.0,,905.7,253.2,,108.0,514.0,,,,,,197.0,187.0,,,,,-91.0,,532.7,-119.8,,-265.0,141.0,,,,,,True,,,,,True,,False,True,,False,True,,,,,
20161,1353,2035.0,1862.0,,,,,2880.0,,1246.6,945.3,,1302.0,2278.0,,,747.7,,,682.0,509.0,,,,,1527.0,,-106.4,-407.7,,-51.0,925.0,,,-605.3,,,True,,,,,False,,True,True,,True,False,,,True,,
20163,186,315.0,265.0,,,,,127.0,,505.2,37.4,,156.0,285.0,,,,,,129.0,79.0,,,,,-59.0,,319.2,-148.6,,-30.0,99.0,,,,,,True,,,,,True,,False,False,,True,True,,,,,
20165,129,350.0,97.0,,,,,70.0,,669.6,97.5,,135.0,190.0,,,,,,221.0,-32.0,,,,,-59.0,,540.6,-31.5,,6.0,61.0,,,,,,True,,,,,True,,False,True,,True,True,,,,,
20167,194,365.0,303.0,,,,,225.0,,780.9,196.8,,48.0,370.0,,,,,,171.0,109.0,,,,,31.0,,586.9,2.8,,-146.0,176.0,,,,,,True,,,,,True,,False,True,,True,False,,,,,
20169,2192,1790.0,1471.0,,,,,1966.0,,4209.2,1209.5,,285.0,2441.0,,,1277.0,,,-402.0,-721.0,,,,,-226.0,,2017.2,-982.5,,-1907.0,249.0,,,-915.0,,,False,,,,,True,,False,False,,False,True,,,False,,
20171,169,105.0,2.0,,,,,187.0,,122.4,54.3,,55.0,195.0,,,,,,-64.0,-167.0,,,,,18.0,,-46.6,-114.7,,-114.0,26.0,,,,,,False,,,,,True,,True,False,,False,True,,,,,
20173,13559,17865.0,15202.0,,,,,16033.0,,15676.0,13634.2,,14035.5,22369.0,,,12956.3,,,4306.0,1643.0,,,,,2474.0,,2117.0,75.2,,476.5,8810.0,,,-602.7,,,True,,,,,True,,True,True,,True,False,,,True,,
20175,600,1290.0,584.0,,,,,1014.0,,359.8,561.9,,791.0,1377.0,,,564.8,,,690.0,-16.0,,,,,414.0,,-240.2,-38.1,,191.0,777.0,,,-35.2,,,True,,,,,True,,True,True,,True,False,,,True,,
20177,4383,5825.0,4847.0,,,,,5578.0,,4960.0,4092.4,,3749.0,6476.0,,,4241.4,,,1442.0,464.0,,,,,1195.0,,577.0,-290.6,,-634.0,2093.0,,,-141.6,,,True,,,,,True,,True,True,,True,False,,,True,,
20179,74,130.0,13.0,,,,,80.0,,32.0,19.3,,141.0,133.0,,,,,,56.0,-61.0,,,,,6.0,,-42.0,-54.7,,67.0,59.0,,,,,,False,,,,,True,,True,True,,False,False,,,,,
20181,103,245.0,139.0,,,,,254.0,,159.6,38.8,,69.0,257.0,,,,,,142.0,36.0,,,,,151.0,,56.6,-64.2,,-34.0,154.0,,,,,,True,,,,,False,,True,True,,True,False,,,,,
