,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
05085,1319,1180.0,,1158.3,,1069.0,1024.0,,,,,918.6,,,984.0,,842.9,,529.9,968.5,,1181.0,1262.8,,,1503.0,59.7,,,,,1349.0,,,,1599.4,-139.0,,-160.7,,-250.0,-295.0,,,,,-400.4,,,-335.0,,-476.1,,-789.1,-350.5,,-138.0,-56.2,,,184.0,-1259.3,,,,,30.0,,,,280.4,,False,,False,False,,,,,False,,,False,,False,,False,False,,True,True,,,False,False,,,,,True,,,,False
05087,313,496.0,,494.7,,459.0,463.0,,,,,272.7,,,202.0,,970.9,,271.9,,,455.0,425.2,,,482.0,12.6,,,,,,,,,504.0,183.0,,181.7,,146.0,150.0,,,,,-40.3,,,-111.0,,657.9,,-41.1,,,142.0,112.2,,,169.0,-300.4,,,,,,,,,191.0,,True,,True,True,,,,,True,,,True,,False,,True,,,True,True,,,True,False,,,,,,,,,False
05089,180,188.0,,208.4,,150.0,128.0,,,,,105.8,,,151.0,,79.9,,127.4,,,92.0,186.2,,,286.0,14.1,,,,,,,,,199.0,8.0,,28.4,,-30.0,-52.0,,,,,-74.2,,,-29.0,,-100.1,,-52.6,,,-88.0,6.2,,,106.0,-165.9,,,,,,,,,19.0,,False,,False,False,,,,,False,,,False,,False,,False,,,False,True,,,False,False,,,,,,,,,False
05091,558,456.0,,425.1,,403.0,239.0,,,,,326.8,,,459.0,,195.9,,282.0,362.5,,365.0,585.0,,,660.0,32.0,,,,,554.0,,,,494.8,-102.0,,-132.9,,-155.0,-319.0,,,,,-231.2,,,-99.0,,-362.1,,-276.0,-195.5,,-193.0,27.0,,,102.0,-526.0,,,,,-4.0,,,,-63.2,,False,,False,False,,,,,False,,,True,,False,,False,False,,False,True,,,False,False,,,,,True,,,,True
05093,945,1292.0,,1332.3,,1053.0,487.0,,,,,592.7,,,940.0,,985.9,,579.5,852.0,,1591.0,1345.0,,,1356.0,82.6,,,,,766.4,,,,1362.0,347.0,,387.3,,108.0,-458.0,,,,,-352.3,,,-5.0,,40.9,,-365.5,-93.0,,646.0,400.0,,,411.0,-862.4,,,,,-178.6,,,,417.0,,False,,True,False,,,,,False,,,True,,True,,False,True,,False,False,,,False,False,,,,,True,,,,False
05095,171,104.0,,90.6,,90.0,55.0,,,,,90.9,,,104.0,,90.0,,25.6,,,75.0,112.5,,,133.0,11.7,,,,,,,,,88.0,-67.0,,-80.4,,-81.0,-116.0,,,,,-80.1,,,-67.0,,-81.0,,-145.4,,,-96.0,-58.5,,,-38.0,-159.3,,,,,,,,,-83.0,,False,,False,False,,,,,False,,,False,,False,,False,,,False,True,,,True,False,,,,,,,,,False
05097,175,188.0,,185.8,,186.0,134.0,,,,,96.7,,,104.0,,423.3,,145.7,,,338.0,192.6,,,214.0,36.9,,,,,,,,,170.9,13.0,,10.8,,11.0,-41.0,,,,,-78.3,,,-71.0,,248.3,,-29.3,,,163.0,17.6,,,39.0,-138.1,,,,,,,,,-4.1,,True,,True,False,,,,,False,,,False,,False,,False,,,False,False,,,False,False,,,,,,,,,True
05099,109,152.0,,156.3,,130.0,122.0,,,,,106.3,,,124.0,,118.4,,51.1,,,123.0,152.8,,,175.0,15.2,,,,,,,,,231.0,43.0,,47.3,,21.0,13.0,,,,,-2.7,,,15.0,,9.4,,-57.9,,,14.0,43.8,,,66.0,-93.8,,,,,,,,,122.0,,False,,True,True,,,,,True,,,True,,True,,False,,,True,False,,,False,False,,,,,,,,,False
05101,88,128.0,,126.8,,126.0,0.0,,,,,78.6,,,98.0,,92.2,,89.9,,,189.0,154.1,,,186.0,17.3,,,,,,,,,151.6,40.0,,38.8,,38.0,-88.0,,,,,-9.4,,,10.0,,4.2,,1.9,,,101.0,66.1,,,98.0,-70.7,,,,,,,,,63.6,,True,,True,False,,,,,True,,,True,,True,,True,,,False,False,,,False,False,,,,,,,,,False
05103,492,760.0,,755.9,,754.0,884.0,,,,,358.8,,,295.0,,945.9,,245.5,,,1146.0,746.4,,,679.0,55.6,,,,,,,,,851.6,268.0,,263.9,,262.0,392.0,,,,,-133.2,,,-197.0,,453.9,,-246.5,,,654.0,254.4,,,187.0,-436.4,,,,,,,,,359.6,,True,,True,False,,,,,True,,,True,,False,,True,,,False,True,,,True,False,,,,,,,,,False
05105,186,112.0,,112.5,,113.0,112.0,,,,,68.6,,,113.0,,98.3,,42.9,,,143.0,149.2,,,182.0,11.7,,,,,,,,,114.7,-74.0,,-73.5,,-73.0,-74.0,,,,,-117.4,,,-73.0,,-87.7,,-143.1,,,-43.0,-36.8,,,-4.0,-174.3,,,,,,,,,-71.3,,True,,True,False,,,,,False,,,True,,False,,False,,,True,True,,,True,False,,,,,,,,,True
05107,276,268.0,,261.0,,278.0,5.0,,,,,191.8,,,288.0,,291.9,,145.0,,,283.0,315.5,,,362.0,29.0,,,,,,,,,289.2,-8.0,,-15.0,,2.0,-271.0,,,,,-84.2,,,12.0,,15.9,,-131.0,,,7.0,39.5,,,86.0,-247.0,,,,,,,,,13.2,,False,,True,False,,,,,False,,,False,,False,,False,,,True,False,,,False,False,,,,,,,,,False
05109,274,252.0,,280.4,,229.0,287.0,,,,,128.1,,,133.0,,309.9,,105.5,,,158.0,174.9,,,254.0,7.4,,,,,,,,,290.4,-22.0,,6.4,,-45.0,13.0,,,,,-145.9,,,-141.0,,35.9,,-168.5,,,-116.0,-99.1,,,-20.0,-266.6,,,,,,,,,16.4,,True,,False,True,,,,,False,,,False,,False,,False,,,False,False,,,True,False,,,,,,,,,True
05111,640,532.0,,522.7,,412.0,70.0,,,,,376.9,,,550.0,,188.1,,154.2,,,379.0,540.4,,,623.0,20.3,,,,,,,,,325.4,-108.0,,-117.3,,-228.0,-570.0,,,,,-263.1,,,-90.0,,-451.9,,-485.8,,,-261.0,-99.6,,,-17.0,-619.7,,,,,,,,,-314.6,,False,,False,False,,,,,False,,,True,,False,,False,,,False,True,,,True,False,,,,,,,,,False
05113,362,580.0,,588.3,,482.0,554.0,,,,,307.0,,,255.0,,310.1,,171.7,,,515.0,503.0,,,538.0,19.2,,,,,,,,,377.5,218.0,,226.3,,120.0,192.0,,,,,-55.0,,,-107.0,,-51.9,,-190.3,,,153.0,141.0,,,176.0,-342.8,,,,,,,,,15.5,,False,,True,True,,,,,True,,,True,,True,,True,,,True,True,,,True,False,,,,,,,,,True
05115,1696,1188.0,,1213.7,,1030.0,800.0,,,,,708.0,,,1036.0,,676.7,,893.8,933.5,,1503.0,1290.7,,,1494.0,132.8,,,,,1130.2,,,,645.6,-508.0,,-482.3,,-666.0,-896.0,,,,,-988.0,,,-660.0,,-1019.3,,-802.2,-762.5,,-193.0,-405.3,,,-202.0,-1563.2,,,,,-565.8,,,,-1050.4,,True,,False,False,,,,,False,,,False,,False,,False,False,,True,True,,,True,False,,,,,False,,,,False
05117,183,84.0,,78.2,,77.0,83.0,,,,,65.4,,,118.0,,33.8,,53.5,,,34.0,95.3,,,147.0,17.2,,,,,,,,,29.5,-99.0,,-104.8,,-106.0,-100.0,,,,,-117.6,,,-65.0,,-149.2,,-129.5,,,-149.0,-87.7,,,-36.0,-165.8,,,,,,,,,-153.5,,False,,False,False,,,,,False,,,True,,False,,False,,,False,True,,,True,False,,,,,,,,,False
05119,7459,5960.0,,6118.3,7449.5,5870.0,9109.0,,,,,10652.2,,6239.2,5051.0,,4570.1,,3991.2,5897.5,,6513.5,6274.2,,,7659.0,354.6,,,,,4087.5,5661.0,,,5289.1,-1499.0,,-1340.7,-9.5,-1589.0,1650.0,,,,,3193.2,,-1219.8,-2408.0,,-2888.9,,-3467.8,-1561.5,,-945.5,-1184.8,,,200.0,-7104.4,,,,,-3371.5,-1798.0,,,-2169.9,,True,True,False,False,,,,,False,,True,False,,False,,False,False,,True,True,,,True,False,,,,,False,False,,,False
05121,397,452.0,,475.9,,333.0,119.0,,,,,248.7,,,315.0,,299.9,,220.1,,,346.0,390.0,,,457.0,13.7,,,,,,,,,331.6,55.0,,78.9,,-64.0,-278.0,,,,,-148.3,,,-82.0,,-97.1,,-176.9,,,-51.0,-7.0,,,60.0,-383.3,,,,,,,,,-65.4,,False,,False,False,,,,,False,,,False,,False,,False,,,True,True,,,False,False,,,,,,,,,False
05123,597,536.0,,519.6,,454.0,385.0,,,,,294.4,,,481.0,,377.2,,314.7,,,426.0,487.5,,,621.0,,,,,,333.7,,,,426.9,-61.0,,-77.4,,-143.0,-212.0,,,,,-302.6,,,-116.0,,-219.8,,-282.3,,,-171.0,-109.5,,,24.0,,,,,,-263.3,,,,-170.1,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,,,True,,,,,,False,,,,False
05125,2371,2808.0,,2816.9,,2721.0,3428.0,,,,,1557.2,,,1892.0,,2610.6,,1755.3,2012.5,,3028.0,2890.5,,,2929.0,90.2,,,,,2288.9,,,,1953.8,437.0,,445.9,,350.0,1057.0,,,,,-813.8,,,-479.0,,239.6,,-615.7,-358.5,,657.0,519.5,,,558.0,-2280.8,,,,,-82.1,,,,-417.2,,False,,True,False,,,,,False,,,False,,True,,False,True,,False,False,,,False,False,,,,,True,,,,True
05127,196,188.0,,183.5,,178.0,165.0,,,,,120.9,,,164.0,,179.3,,105.0,,,213.0,211.3,,,215.0,7.5,,,,,,,,,100.5,-8.0,,-12.5,,-18.0,-31.0,,,,,-75.1,,,-32.0,,-16.7,,-91.0,,,17.0,15.3,,,19.0,-188.5,,,,,,,,,-95.5,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,,,False,False,,,,,,,,,False
05129,166,224.0,,221.4,,169.0,15.0,,,,,140.2,,,111.0,,318.7,,21.5,,,177.0,156.8,,,200.0,7.8,,,,,,,,,189.8,58.0,,55.4,,3.0,-151.0,,,,,-25.8,,,-55.0,,152.7,,-144.5,,,11.0,-9.2,,,34.0,-158.2,,,,,,,,,23.8,,True,,True,False,,,,,True,,,True,,False,,False,,,True,True,,,True,False,,,,,,,,,True
05131,2414,1896.0,,1857.6,,1781.0,1265.0,,,,,1673.0,,,2669.0,,954.2,,1299.5,1647.0,,1796.5,2098.1,,,2500.0,94.1,,,,,1631.1,,,,839.6,-518.0,,-556.4,,-633.0,-1149.0,,,,,-741.0,,,255.0,,-1459.8,,-1114.5,-767.0,,-617.5,-315.9,,,86.0,-2319.9,,,,,-782.9,,,,-1574.4,,False,,False,False,,,,,False,,,True,,False,,False,False,,False,True,,,True,False,,,,,False,,,,False
05133,307,360.0,,383.4,,233.0,9.0,,,,,136.2,,,200.0,,193.3,,147.8,,,325.0,378.7,,,415.0,18.1,,,,,,,,,211.8,53.0,,76.4,,-74.0,-298.0,,,,,-170.8,,,-107.0,,-113.7,,-159.2,,,18.0,71.7,,,108.0,-288.9,,,,,,,,,-95.2,,False,,False,False,,,,,False,,,False,,False,,False,,,True,False,,,False,False,,,,,,,,,False
05135,379,388.0,,393.5,,293.0,310.0,,,,,222.7,,,234.0,,265.9,,183.9,,,298.0,343.6,,,419.0,14.0,,,,,,,,,121.4,9.0,,14.5,,-86.0,-69.0,,,,,-156.3,,,-145.0,,-113.1,,-195.1,,,-81.0,-35.4,,,40.0,-365.0,,,,,,,,,-257.6,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,,,False,False,,,,,,,,,False
05137,238,244.0,,253.8,,229.0,27.0,,,,,136.0,,,155.0,,1214.7,,57.4,,,453.0,225.0,,,282.0,36.0,,,,,,,,,180.5,6.0,,15.8,,-9.0,-211.0,,,,,-102.0,,,-83.0,,976.7,,-180.6,,,215.0,-13.0,,,44.0,-202.0,,,,,,,,,-57.5,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,,,False,False,,,,,,,,,False
05139,883,548.0,,528.5,,532.0,639.0,,,,,335.4,,,532.0,,585.0,,368.6,411.5,,509.0,624.5,,,722.0,55.3,,,,,,,,,469.5,-335.0,,-354.5,,-351.0,-244.0,,,,,-547.6,,,-351.0,,-298.0,,-514.4,-471.5,,-374.0,-258.5,,,-161.0,-827.7,,,,,,,,,-413.5,,False,,False,True,,,,,False,,,False,,True,,False,False,,False,True,,,True,False,,,,,,,,,False
05141,329,296.0,,301.0,,304.0,492.0,,,,,139.8,,,207.0,,495.0,,46.1,,,349.0,293.4,,,345.0,14.3,,,,,,,,,356.4,-33.0,,-28.0,,-25.0,163.0,,,,,-189.2,,,-122.0,,166.0,,-282.9,,,20.0,-35.6,,,16.0,-314.7,,,,,,,,,27.4,,True,,True,False,,,,,False,,,False,,False,,False,,,True,False,,,True,False,,,,,,,,,True
05143,5397,5076.0,,5386.2,6184.7,4893.0,4977.0,,,,,7831.5,,5228.2,3342.0,,2994.9,,3554.4,4467.5,,5058.0,5515.5,,,5925.0,210.5,,,,,2997.4,5766.0,,,3623.5,-321.0,,-10.8,787.7,-504.0,-420.0,,,,,2434.5,,-168.8,-2055.0,,-2402.1,,-1842.6,-929.5,,-339.0,118.5,,,528.0,-5186.5,,,,,-2399.6,369.0,,,-1773.5,,True,False,False,False,,,,,False,,True,False,,False,,False,False,,False,True,,,False,False,,,,,False,False,,,False
05145,1761,916.0,,987.1,,785.0,312.0,,,,,994.4,,,1511.0,,325.2,,641.5,985.0,,696.0,1185.3,,,1345.0,69.2,,,,,1637.0,,,,457.8,-845.0,,-773.9,,-976.0,-1449.0,,,,,-766.6,,,-250.0,,-1435.8,,-1119.5,-776.0,,-1065.0,-575.7,,,-416.0,-1691.8,,,,,-124.0,,,,-1303.2,,True,,False,False,,,,,True,,,True,,False,,False,True,,False,True,,,True,False,,,,,True,,,,False
05147,161,64.0,,62.7,,62.0,29.0,,,,,71.0,,,89.0,,47.5,,29.6,,,72.0,96.6,,,115.0,14.6,,,,,,,,,41.1,-97.0,,-98.3,,-99.0,-132.0,,,,,-90.0,,,-72.0,,-113.5,,-131.4,,,-89.0,-64.4,,,-46.0,-146.4,,,,,,,,,-119.9,,False,,False,False,,,,,True,,,True,,False,,False,,,True,True,,,True,False,,,,,,,,,False
05149,705,512.0,,504.2,,331.0,165.0,,,,,259.6,,,319.0,,337.8,,284.0,,,358.0,454.7,,,567.0,56.7,,,,,,,,,294.2,-193.0,,-200.8,,-374.0,-540.0,,,,,-445.4,,,-386.0,,-367.2,,-421.0,,,-347.0,-250.3,,,-138.0,-648.3,,,,,,,,,-410.8,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,,,True,False,,,,,,,,,False
06001,21647,11020.0,,11079.8,16274.4,13647.0,15487.0,,,,,21152.9,,24769.3,9987.0,,14710.5,,19273.0,12641.5,,18530.0,19046.2,,,15126.0,2325.3,,,,,7154.9,17921.0,,,6539.4,-10627.0,,-10567.2,-5372.6,-8000.0,-6160.0,,,,,-494.1,,3122.3,-11660.0,,-6936.5,,-2374.0,-9005.5,,-3117.0,-2600.8,,,-6521.0,-19321.7,,,,,-14492.1,-3726.0,,,-15107.6,,True,True,True,True,,,,,True,,True,False,,True,,True,True,,True,True,,,True,False,,,,,False,True,,,False
06003,12,28.0,,27.3,,24.0,0.0,,,,,24.7,,,27.0,,27.4,,6.8,,,35.0,20.2,,,27.0,6.7,,,,,,,,,7.5,16.0,,15.3,,12.0,-12.0,,,,,12.7,,,15.0,,15.4,,-5.2,,,23.0,8.2,,,15.0,-5.3,,,,,,,,,-4.5,,True,,True,True,,,,,True,,,True,,True,,True,,,False,True,,,True,True,,,,,,,,,True
06005,1622,1452.0,,1440.8,,1357.0,2566.0,,,,,768.5,,,519.0,,12087.6,,348.8,823.0,,5694.0,1667.9,,,1038.0,216.0,,,,,,,,,6202.7,-170.0,,-181.2,,-265.0,944.0,,,,,-853.5,,,-1103.0,,10465.6,,-1273.2,-799.0,,4072.0,45.9,,,-584.0,-1406.0,,,,,,,,,4580.7,,False,,False,False,,,,,False,,,False,,False,,False,False,,False,True,,,False,False,,,,,,,,,False
06007,3172,2092.0,,2185.0,,2372.0,3771.0,,,,,1217.8,,,2585.0,,4811.6,,2388.9,1878.0,,3352.5,2310.5,,,3491.0,143.6,,,,,2043.6,2564.0,,,1539.6,-1080.0,,-987.0,,-800.0,599.0,,,,,-1954.2,,,-587.0,,1639.6,,-783.1,-1294.0,,180.5,-861.5,,,319.0,-3028.4,,,,,-1128.4,-608.0,,,-1632.4,,True,,True,True,,,,,False,,,True,,False,,True,False,,True,True,,,True,False,,,,,False,True,,,False
06009,601,428.0,,426.4,,463.0,1130.0,,,,,145.0,,,496.0,,1616.8,,343.0,386.5,,577.0,412.6,,,661.0,30.8,,,,,,,,,460.3,-173.0,,-174.6,,-138.0,529.0,,,,,-456.0,,,-105.0,,1015.8,,-258.0,-214.5,,-24.0,-188.4,,,60.0,-570.2,,,,,,,,,-140.7,,False,,True,False,,,,,False,,,True,,False,,False,False,,True,False,,,True,False,,,,,,,,,True
06011,562,384.0,,389.4,,395.0,465.0,,,,,152.9,,,283.0,,1070.8,,234.9,,,741.0,493.0,,,406.0,24.0,,,,,,,,,329.6,-178.0,,-172.6,,-167.0,-97.0,,,,,-409.1,,,-279.0,,508.8,,-327.1,,,179.0,-69.0,,,-156.0,-538.0,,,,,,,,,-232.4,,True,,True,True,,,,,False,,,False,,False,,False,,,False,True,,,True,False,,,,,,,,,False
06013,15248,8788.0,,8995.9,12244.6,11249.0,12593.0,,,,,14895.9,,14190.3,7306.0,,13092.6,,10267.6,11286.5,,14294.0,13183.4,,,10773.0,794.1,,,,,11451.9,23442.0,,,7951.7,-6460.0,,-6252.1,-3003.4,-3999.0,-2655.0,,,,,-352.1,,-1057.7,-7942.0,,-2155.4,,-4980.4,-3961.5,,-954.0,-2064.6,,,-4475.0,-14453.9,,,,,-3796.1,8194.0,,,-7296.3,,True,True,True,True,,,,,True,,True,False,,True,,True,True,,True,True,,,True,False,,,,,True,False,,,False
06015,358,392.0,,361.0,,351.0,705.0,,,,,168.7,,,144.0,,658.7,,313.5,,,299.5,324.8,,,461.0,24.6,,,,,,,,,296.3,34.0,,3.0,,-7.0,347.0,,,,,-189.3,,,-214.0,,300.7,,-44.5,,,-58.5,-33.2,,,103.0,-333.4,,,,,,,,,-61.7,,True,,True,False,,,,,False,,,False,,False,,False,,,False,True,,,False,False,,,,,,,,,False
06017,2899,2472.0,,2554.6,,2472.0,3501.0,,,,,1102.2,,,1918.0,,4320.9,,2586.3,1741.0,,5975.5,3270.7,,,2831.0,858.0,,,,,1860.6,,,,721.5,-427.0,,-344.4,,-427.0,602.0,,,,,-1796.8,,,-981.0,,1421.9,,-312.7,-1158.0,,3076.5,371.7,,,-68.0,-2041.0,,,,,-1038.4,,,,-2177.5,,True,,False,False,,,,,False,,,False,,False,,True,False,,False,True,,,True,False,,,,,False,,,,False
06019,27376,8456.0,,8540.1,13576.4,8691.0,6163.0,,,,,13271.2,,12548.1,11611.0,,7580.0,,13460.4,8559.0,,9819.0,12537.4,,,12711.0,2043.4,,,,,4663.0,12828.0,,,7616.6,-18920.0,,-18835.9,-13799.6,-18685.0,-21213.0,,,,,-14104.8,,-14827.9,-15765.0,,-19796.0,,-13915.6,-18817.0,,-17557.0,-14838.6,,,-14665.0,-25332.6,,,,,-22713.0,-14548.0,,,-19759.4,,True,True,True,False,,,,,True,,True,True,,False,,True,True,,True,True,,,True,False,,,,,False,True,,,False
06021,502,508.0,,492.0,,508.0,661.0,,,,,179.1,,,365.0,,793.7,,304.3,,,555.0,529.9,,,508.0,25.7,,,,,,,,,410.0,6.0,,-10.0,,6.0,159.0,,,,,-322.9,,,-137.0,,291.7,,-197.7,,,53.0,27.9,,,6.0,-476.3,,,,,,,,,-92.0,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,,,False,False,,,,,,,,,False
06023,769,656.0,,652.8,,702.0,1058.0,,,,,288.6,,,778.0,,2244.7,,1002.0,832.5,,794.0,632.8,,,1167.0,173.3,,,,,,760.0,,,227.2,-113.0,,-116.2,,-67.0,289.0,,,,,-480.4,,,9.0,,1475.7,,233.0,63.5,,25.0,-136.2,,,398.0,-595.7,,,,,,-9.0,,,-541.8,,False,,True,False,,,,,False,,,True,,False,,False,True,,True,False,,,False,False,,,,,,True,,,False
06025,6160,2380.0,,2608.8,3988.6,1583.0,1395.0,,,,,3886.3,,,1478.0,,1957.2,,3014.8,3206.5,,1011.5,2151.1,,,2983.0,296.0,,,,,1637.5,1149.0,,,1041.4,-3780.0,,-3551.2,-2171.4,-4577.0,-4765.0,,,,,-2273.7,,,-4682.0,,-4202.8,,-3145.2,-2953.5,,-5148.5,-4008.9,,,-3177.0,-5864.0,,,,,-4522.5,-5011.0,,,-5118.6,,True,True,False,False,,,,,True,,,False,,False,,True,True,,False,False,,,True,False,,,,,False,False,,,False
06027,307,152.0,,148.3,,148.0,0.0,,,,,76.6,,,194.0,,163.3,,61.6,,,102.0,200.6,,,232.0,14.0,,,,,,,,,96.6,-155.0,,-158.7,,-159.0,-307.0,,,,,-230.4,,,-113.0,,-143.7,,-245.4,,,-205.0,-106.4,,,-75.0,-293.0,,,,,,,,,-210.4,,False,,False,False,,,,,False,,,True,,True,,False,,,False,True,,,True,False,,,,,,,,,False
06029,26031,12912.0,,12904.1,15476.6,14535.0,14476.0,,,,,20958.1,,27749.9,11767.0,,22910.3,,15415.8,11538.5,,17600.5,15906.2,,,15652.0,1630.1,,,,,9704.9,18173.0,,,16179.4,-13119.0,,-13126.9,-10554.4,-11496.0,-11555.0,,,,,-5072.9,,1718.9,-14264.0,,-3120.7,,-10615.2,-14492.5,,-8430.5,-10124.8,,,-10379.0,-24400.9,,,,,-16326.1,-7858.0,,,-9851.6,,False,True,True,True,,,,,True,,True,False,,True,,True,False,,True,True,,,True,False,,,,,False,True,,,True
06031,4483,4320.0,,4464.4,,4306.0,6266.0,,,,,3979.1,,,4271.0,,7960.6,,3094.9,3423.0,,4600.5,3449.0,,,4417.0,751.1,,,,,4530.1,12870.0,,,2932.4,-163.0,,-18.6,,-177.0,1783.0,,,,,-503.9,,,-212.0,,3477.6,,-1388.1,-1060.0,,117.5,-1034.0,,,-66.0,-3731.9,,,,,47.1,8387.0,,,-1550.6,,True,,False,False,,,,,False,,,False,,False,,False,False,,True,False,,,True,False,,,,,True,False,,,False
06033,866,452.0,,434.3,,451.0,885.0,,,,,209.5,,,413.0,,1105.1,,479.3,418.5,,1215.0,721.3,,,781.0,122.2,,,,,,,,,407.9,-414.0,,-431.7,,-415.0,19.0,,,,,-656.5,,,-453.0,,239.1,,-386.7,-447.5,,349.0,-144.7,,,-85.0,-743.8,,,,,,,,,-458.1,,False,,False,True,,,,,False,,,False,,True,,True,False,,True,True,,,True,False,,,,,,,,,False
06035,2269,2596.0,,2607.9,,1621.0,0.0,,,,,728.3,,,527.0,,3495.8,,1340.3,1954.0,,1658.0,1349.7,,,1487.0,43.7,,,,,,,,,2311.4,327.0,,338.9,,-648.0,-2269.0,,,,,-1540.7,,,-1742.0,,1226.8,,-928.7,-315.0,,-611.0,-919.3,,,-782.0,-2225.3,,,,,,,,,42.4,,False,,False,False,,,,,False,,,False,,False,,False,True,,False,False,,,False,False,,,,,,,,,True
06037,367143,194068.0,,195665.9,189032.3,259855.0,302497.0,,,,,180957.8,,449083.6,123984.0,,339911.3,,172856.9,246375.5,,331943.0,307338.6,,,190199.0,13998.6,,,,,232530.7,408339.0,,,399586.2,-173075.0,,-171477.1,-178110.7,-107288.0,-64646.0,,,,,-186185.2,,81940.6,-243159.0,,-27231.7,,-194286.1,-120767.5,,-35200.0,-59804.4,,,-176944.0,-353144.4,,,,,-134612.3,41196.0,,,32443.2,,True,False,True,True,,,,,False,,True,False,,True,,False,True,,True,True,,,False,False,,,,,True,True,,,True
06039,4215,1948.0,,1989.7,,2022.0,2961.0,,,,,730.0,,,1875.0,,3231.7,,1816.5,1315.0,,2812.5,2076.3,,,2482.0,131.4,,,,,2048.2,1773.0,,,2717.4,-2267.0,,-2225.3,,-2193.0,-1254.0,,,,,-3485.0,,,-2340.0,,-983.3,,-2398.5,-2900.0,,-1402.5,-2138.7,,,-1733.0,-4083.6,,,,,-2166.8,-2442.0,,,-1497.6,,True,,True,True,,,,,False,,,False,,True,,False,False,,True,True,,,True,False,,,,,True,False,,,True
06041,2064,1032.0,,1018.2,,1180.0,1291.0,,,,,1362.0,,1926.1,1075.0,,1066.8,,2231.2,3091.0,,1233.0,1574.1,,,2354.0,813.6,,,,,767.5,2090.0,,,1124.3,-1032.0,,-1045.8,,-884.0,-773.0,,,,,-702.0,,-137.9,-989.0,,-997.2,,167.2,1027.0,,-831.0,-489.9,,,290.0,-1250.4,,,,,-1296.5,26.0,,,-939.7,,False,,True,True,,,,,True,,True,True,,True,,True,True,,True,True,,,True,False,,,,,False,True,,,True
