,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3140,693057.2,4478.0,7544093.1,0.0,589.2,34228.7,298060563.4
OliverWyman-Navigator,3060,1184065.4,11025.0,9805537.3,0.0,1263.6,101124.0,266016100.0
COVIDhub-ensemble,3141,1449645.6,4624.0,35045716.3,0.0,529.0,37249.0,1887815601.0
PandemicCentral-USCounty,3073,2648728.6,8077.5,62688665.0,0.0,1068.8,63604.9,3176671762.9
COVIDhub-baseline,3141,3246168.0,7744.0,98366872.9,0.0,841.0,60025.0,5403720100.0
CEID-Walk,3141,3320060.8,7893.3,99256686.9,0.0,939.1,61617.1,5439790879.4
CU-select,3082,3695827.7,10000.0,66975409.2,0.0,1225.0,75625.0,2509308649.0
OneQuietNight-ML,3135,4177036.2,4225.0,166370615.0,0.0,625.0,33124.0,9262330081.0
LANL-GrowthRate,3110,6153119.5,7310.2,263710452.4,0.0,900.0,62001.0,14745852056.2
IowaStateLW-STEM,3103,6269109.1,11449.0,224822969.4,0.0,1444.0,97969.0,12474209344.0
Google_Harvard-CPF,3140,6898075.5,7023.0,240901938.8,0.0,798.6,67061.5,13434889036.7
Microsoft-DeepSTIA,3141,8263833.9,7489.7,393473818.9,0.0,1264.7,52574.4,22035465087.3
JHU_IDD-CovidSP,3141,11909555.9,13632.9,517891909.9,0.0,1702.9,88254.5,28917267778.6
UVA-Ensemble,3131,13004961.0,16293.8,390625662.9,0.0,1492.6,164317.9,20634243100.2
JHUAPL-Bucky,3141,18607672.8,11766.0,451249190.7,0.0,1648.1,122464.8,19025345428.3
